rep,fold,arm,P1,S2,S4,E30,E45,E60,E75,E90
1,4,gb_oracle_g_ridge_b,0.10536868642547503,0.6973684210526315,0.039473684210526314,0.0828781727079022,0.09410380066534066,0.11333187970515991,0.11699837568603258,0.11524826772866413
1,4,gb_ridge_g_oracle_b,0.1776471318539501,0.5460526315789473,0.19078947368421054,0.24044319522061888,0.2057701882251567,0.15945020113910174,0.13159308318691132,0.12159390390314752
1,4,collapse_ridge_g,0.1426068826472222,0.5657894736842105,0.09210526315789473,0.19911965716100907,0.16017052146505745,0.12654073337354643,0.10763196009646307,0.09337735528140031
2,0,gb_ridge_both,0.12831153289631841,0.5300546448087432,0.1366120218579235,0.15924543749492978,0.14429084431987846,0.12090499919497828,0.1086629305292723,0.09913541619387271
2,0,gb_oracle_both,0.01902079703912793,1.0,0.0,0.021370625326922223,0.021623016764060386,0.018370148694759236,0.011203861682906338,0.020589165139656126
2,0,gb_oracle_g_ridge_b,0.10761865526011564,0.6120218579234973,0.06557377049180328,0.07876146689681869,0.10170217271894079,0.1183924822083929,0.11923586468154984,0.11431534629380392
2,0,gb_ridge_g_oracle_b,0.1440576878941202,0.5409836065573771,0.20765027322404372,0.1932994978118491,0.16915130987414753,0.12902670845461325,0.10639777646949077,0.10014823590384099
2,0,collapse_ridge_g,0.12464040118394767,0.4918032786885246,0.15846994535519127,0.17098201605346233,0.14014418836455345,0.10818930905384345,0.09568517262997463,0.09002709655683998
2,1,gb_ridge_both,0.13836130378528147,0.6052631578947368,0.08552631578947369,0.18309606848666896,0.15479289052138284,0.12742978651136372,0.11074213586211164,0.09858244716853223
2,1,gb_oracle_both,0.02994410545508417,1.0,0.0,0.041349244307314875,0.03378312704829259,0.024141358935378453,0.01961927317372749,0.025743142021988515
2,1,gb_oracle_g_ridge_b,0.11595018676459805,0.6907894736842105,0.07236842105263158,0.09548517477692106,0.11179651658216956,0.11988269006422843,0.12545275167473538,0.12451893520879735
2,1,gb_ridge_g_oracle_b,0.17215549670249874,0.5131578947368421,0.1118421052631579,0.22056176813878128,0.19535903734446838,0.16149081042143562,0.1379392859214789,0.12749391445628894
2,1,collapse_ridge_g,0.14539403121836417,0.5592105263157895,0.07236842105263158,0.203444264495442,0.16492882784360488,0.12659143295118702,0.10729372954472018,0.09769975832494429
2,2,gb_ridge_both,0.14661824681539706,0.5526315789473685,0.05263157894736842,0.1876619589505372,0.17291820068722275,0.13941240161810192,0.11454185400530527,0.09908482652949727
2,2,gb_oracle_both,0.03268223352215059,0.993421052631579,0.0,0.04081686047495663,0.0322915041463707,0.03143089269562486,0.02617791631414109,0.03092857457858459
2,2,gb_oracle_g_ridge_b,0.0898903517851435,0.7236842105263158,0.013157894736842105,0.06097843336375166,0.07640288872338642,0.0965988337406999,0.10291982965532546,0.1045344979291217
2,2,gb_ridge_g_oracle_b,0.1741211461384927,0.5526315789473685,0.1513157894736842,0.22281102789824528,0.20768687036612346,0.1655750000332433,0.1332903123918382,0.11684036062953478
2,2,collapse_ridge_g,0.13696343555616966,0.5855263157894737,0.08552631578947369,0.17345443545313663,0.16161031773909945,0.1308762031657912,0.10788568019702154,0.09398269961458586
2,3,gb_ridge_both,0.14869834259420484,0.5723684210526315,0.07894736842105263,0.19510913150738018,0.16920703868169398,0.13585973487761796,0.11759889382493018,0.10656644568061258
2,3,gb_oracle_both,0.036686047160471066,0.993421052631579,0.0,0.05079626379119567,0.03932332996438207,0.03318172860409451,0.028277626936884518,0.026241453578208233
2,3,gb_oracle_g_ridge_b,0.10801962330357752,0.7039473684210527,0.046052631578947366,0.08723486036437551,0.10006593961092201,0.11084969355355152,0.12022076248731477,0.11840849940956379
2,3,gb_ridge_g_oracle_b,0.1768182657764527,0.5526315789473685,0.13815789473684212,0.22922365621025495,0.20324863310591745,0.16401124305376033,0.1377459831546366,0.12772424334182797
2,3,collapse_ridge_g,0.13256085390614872,0.6578947368421053,0.10526315789473684,0.17863171157157223,0.14767972081515,0.11632170155765953,0.10516767086569132,0.09677069596627745
2,4,gb_ridge_both,0.14369282660906682,0.6513157894736842,0.08552631578947369,0.17717335451458469,0.1620558323465498,0.13752874178577382,0.12070689608449116,0.11027517331029998
2,4,gb_oracle_both,0.029733704594618247,1.0,0.0,0.03903118965165268,0.03249116933399374,0.0291123431399266,0.021569762192778237,0.023076797029253693
2,4,gb_oracle_g_ridge_b,0.08581493817544353,0.8092105263157895,0.03289473684210526,0.05557855083412549,0.07979506021041194,0.0938662780134995,0.09531571644289817,0.09721223311897356
2,4,gb_ridge_g_oracle_b,0.16668589521528515,0.5986842105263158,0.1118421052631579,0.21007057899734158,0.19020108970275784,0.15914684624177597,0.13535391741229483,0.12271026424363007
2,4,collapse_ridge_g,0.13653780118282335,0.625,0.07894736842105263,0.1658903354034353,0.1486573179354007,0.13549496356914675,0.11675823686212844,0.10797878656473715
