group_key,a,b,m,k,rmse,mu_lo,mu_hi,rng,scaffold_group,precursor_mz,total_atom_count,rotatable_bonds,ring_count,aromatic_ring_count,rdbe,tpsa,heteroatom_fraction,n_N,n_O,n_S,n_halogen,source,g_hat
YPACMOORZSDQDQ,0.6389655480978593,0.4613533141132607,4.161994582261708,11.212842976416384,0.027112905670123134,0.6002927138454868,0.4585187536301816,0.22138049462094656,O=C(OCCCOC(=O)c1ccccc1)c1ccccc1,315.1339,41.0,6.0,2.0,2.0,10.0,104.64,0.2608695652173913,2.0,4.0,0.0,0.0,LCSB,1.3697005759923315
YPEWWOUWRRQBAX,0.6850387856303376,1.0032039849943858e-14,4.577757351697408,19.999999999999996,0.05359324642949772,0.7009717933704189,0.5628389476968683,0.20267758988143347,__ACYCLIC__YPEWWOUWRRQBAX,130.0863,20.0,2.0,0.0,0.0,2.0,37.38,0.3333333333333333,1.0,2.0,0.0,0.0,LCSB,1.7825088672913298
YREQHYQNNWYQCJ,0.8337315108360402,0.26923710627579645,3.4902576744081246,1.6580612823295968,0.0007707763500649778,0.7125827150560469,0.3582171630908316,0.35436555196521524,c1ccc(CCOCc2cccc(Oc3ccccc3)c2)cc1,377.2111,56.0,9.0,3.0,3.0,12.0,27.69,0.1071428571428571,0.0,3.0,0.0,0.0,LCSB,0.6439719127734125
YRRKLBAKDXSTNC,0.6513233714742949,0.4166586169288578,3.3229603087156288,6.256997770402121,0.01534363434773035,0.6464646848466978,0.4450023090077634,0.2520331720377557,__ACYCLIC__YRRKLBAKDXSTNC,223.0747,28.0,3.0,0.0,0.0,4.0,84.82999999999998,0.5,2.0,4.0,1.0,0.0,LCSB,0.6294793029026062
YTRMTPPVNRALON,1.0025376208924817,0.49485614805003336,4.220595210286961,7.122070245496387,0.0032019690044151907,0.9999944519415276,0.5549221857434375,0.44507226619809004,c1ccc(-c2ccc3ccccc3n2)cc1,250.0863,30.0,2.0,3.0,3.0,12.5,50.19,0.1578947368421052,1.0,2.0,0.0,0.0,LCSB,2.2912990844905123
YVIXXPCJZAUQHJ,1.0499999999999998,0.2694465785142594,3.1407740759989773,3.6755830244305834,0.016826606544908695,0.9264332888194786,0.2574017428763748,0.6690315459431038,c1ccc(CCNCCc2cscn2)cc1,405.109,46.0,9.0,2.0,2.0,8.5,91.68,0.3703703703703703,2.0,4.0,1.0,3.0,LCSB,0.5430853603899741
YWBVHLJPRPCRSD,1.001546059212251,0.5400080279255806,4.294533968553576,5.580321473439734,0.0015688836391083117,0.999944625139685,0.6509248713014623,0.3490197538382227,O=c1c(-c2ccccc2)c[nH]cc1-c1ccccc1,330.11,38.0,2.0,3.0,3.0,13.0,22.0,0.2083333333333333,1.0,1.0,0.0,3.0,LCSB,2.951632145150634
YWTYJOPNNQFBPC,0.9793912087097764,1.1203330539826566e-16,5.038378192503024,0.5610902646549143,0.010042312939844148,0.7742322665921538,0.5512497356724628,0.222982530919691,N=C1NCCN1Cc1cccnc1,256.0596,27.0,3.0,2.0,1.0,7.0,83.66,0.4705882352941176,5.0,2.0,0.0,1.0,LCSB,1.3228412227767994
YYJNOYZRYGDPNH,0.8867919317670896,0.2556474309870426,3.474997224012553,4.51005343373462,0.008693864845607543,0.8670110810722059,0.250365708443497,0.6166453726287089,C(=NOCc1ccccc1)c1cn[nH]c1Oc1ccccc1,422.2074,58.0,7.0,3.0,3.0,13.5,74.94,0.2258064516129032,3.0,4.0,0.0,0.0,LCSB,0.6782411707184508
ZBBHBTPTTSWHBA,1.0499999999999998,0.18286833056767285,3.0880840875242446,1.483342854066198,0.011869535906646106,0.7419270601597135,0.2709113382768117,0.47101572188290186,O=C(OCCNCc1ccccc1)C1=CNC=CC1c1ccccc1,480.2129,64.0,9.0,3.0,2.0,14.0,111.01,0.2571428571428571,3.0,6.0,0.0,0.0,LCSB,0.5627322333363193
ZBRHTUMWSDPCMI,0.33840509760997517,0.27408608255581735,3.5088268426026885,12.324329067247493,0.0027407761923085197,0.3384020548494704,0.269690425950577,0.06871162889889337,O=S(=O)(NC1CCOCC1)c1ccc(Oc2ccccc2)cc1,411.1021,47.0,6.0,3.0,2.0,12.0,113.96,0.3571428571428571,2.0,6.0,1.0,1.0,LCSB,0.2085547822950618
ZCJPOPBZHLUFHF,1.0499999999999998,0.05109604804759622,4.181272399360271,1.171144400679682,0.022766374956159238,0.9226717347194068,0.4401666500056732,0.4825050847137336,c1ccccc1,304.1131,41.0,7.0,1.0,1.0,5.0,47.56,0.3157894736842105,1.0,3.0,1.0,0.0,LCSB,1.3306155967177729
ZETBBVYSBABLHL,1.0499999999999998,0.24904384331079749,3.374698245377247,2.6450875304854167,0.03209940411822854,0.9671235079359596,0.2676123231863128,0.6995111847496468,O=C(Nc1ccc(Oc2cccnc2)nc1)N1CCc2ccccc21,429.1533,50.0,3.0,4.0,3.0,14.0,67.35000000000001,0.2903225806451613,4.0,2.0,0.0,3.0,LCSB,0.7653405310710757
ZIWFCOIGUNPHPM,1.0499999999999998,0.31698581615533683,2.9990419386381104,3.311270010556931,0.02851750686939478,0.8557651290186145,0.2868306817029771,0.5689344473156374,c1ccc(CN[C@H]2CCCN[C@H]2c2ccccc2)cc1,381.1784,50.0,6.0,3.0,2.0,9.0,42.52,0.2592592592592592,2.0,2.0,0.0,3.0,LCSB,0.5452319010176288
ZJJXGWJIGJFDTL,0.6619432514643012,0.21486457497158942,3.5699010610155213,4.059950668978807,0.004410708011185015,0.6482609148250035,0.2187538274644201,0.4295070873605834,O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(CCNC(=O)c2cnccn2)cc1,446.1857,58.0,7.0,3.0,2.0,13.0,130.15,0.3225806451612903,5.0,4.0,1.0,0.0,LCSB,0.4598839689337999
ZLCUIOWQYBYEBG,1.0020487168599816,0.644777661102933,4.095236995879633,6.068404750372453,0.0022103750174037,1.0000004200157675,0.6712279811884815,0.328772438827286,O=C1c2ccccc2C(=O)c2ccccc21,238.0863,29.0,0.0,3.0,2.0,11.0,60.16,0.1666666666666666,1.0,2.0,0.0,0.0,LCSB,2.930272247690082
ZLIBICFPKPWGIZ,1.002758690333606,0.5422519529769909,4.147233928462793,6.654440344446601,0.00394352028963315,0.9999995002953256,0.5798891595228205,0.4201103407725051,c1ccc(Nc2ncccn2)cc1,200.1182,28.0,2.0,2.0,2.0,8.0,37.81,0.2,3.0,0.0,0.0,0.0,LCSB,2.291447217402336
ZNNLBTZKUZBEKO,1.049999999999655,0.21847257565868158,2.9270492963195602,1.8582954106176757,0.006474517523526008,0.7183963889992898,0.2523754719722894,0.46602091702700044,O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(CCNC(=O)c2ccccc2)cc1,494.1511,61.0,8.0,3.0,2.0,13.0,113.6,0.303030303030303,3.0,5.0,1.0,1.0,LCSB,0.4993039448554739
ZOXBWJMCXHTKNU,0.9756399861255188,0.5120054131224457,4.0526753181868544,5.403428300423362,0.0056572647496178595,0.9681598945359888,0.548292463611917,0.42354509234048343,O=C1OC(=O)c2ccccc21,163.039,18.0,0.0,2.0,1.0,7.0,43.370000000000005,0.25,0.0,3.0,0.0,0.0,LCSB,2.0754529058122637
ZQEIXNIJLIKNTD,0.9219596627150989,0.35143304320377955,3.656618236635757,1.7060499301524699,0.0015949053075936153,0.8273558322894096,0.4595461177793818,0.36780971451002775,c1ccccc1,280.1543,41.0,5.0,1.0,1.0,6.0,55.84,0.25,1.0,4.0,0.0,0.0,LCSB,1.2715629797136088
ZRKZFNZPJKEWPC,0.8992691182309797,0.2841524228792262,3.610928630244082,6.607011240977333,0.001608514027056832,0.8979397804371396,0.2873278807594228,0.6106118996777168,__ACYCLIC__ZRKZFNZPJKEWPC,202.2165,41.0,9.0,0.0,0.0,0.0,23.06,0.1428571428571428,1.0,1.0,0.0,0.0,LCSB,0.7848596052844086
ZRVUJXDFFKFLMG,1.0499999999999998,0.2981937584081742,2.6659068538498327,2.9238819694993783,0.019411618763893645,0.65321006201589,0.2714467280410386,0.38176333397485146,O=C(Nc1nccs1)C1=Cc2ccccc2S(=O)(=O)N1,352.042,36.0,2.0,3.0,2.0,12.5,99.6,0.391304347826087,3.0,4.0,2.0,0.0,LCSB,0.3968309637192189
ZTWZVMIYIIVABD,0.6903378828678374,0.17036937600330077,3.456383069051573,4.0776859573876205,0.0027658738862997574,0.6666938817045596,0.173833337983752,0.49286054372080756,O=C(CCC1(C(=O)NC2CCCCC2)CCCC1)Oc1ccc2c(c1)CCC2,516.2956,78.0,12.0,4.0,1.0,10.0,111.16,0.2162162162162162,1.0,7.0,0.0,0.0,LCSB,0.3662287281842831
ZUBPKHVCBGWWGO,0.7252992131406262,0.21644279007088787,3.300749086806489,5.33926003379702,0.0020189175307210377,0.7046719526131229,0.2137638958068008,0.4909080568063221,O=C1OC(CCc2ccccc2)CC=C1Sc1ccccc1,484.2516,71.0,7.0,3.0,2.0,11.0,92.78000000000002,0.1764705882352941,1.0,4.0,1.0,0.0,LCSB,0.3714339863596768
ZWJNEYVWPYIKMB,1.0499999999999998,4.890692289250524e-21,3.9734048524737084,0.8765026632915752,0.014877098280287477,0.7960848137431961,0.3876482399421573,0.40843657380103876,O=C(Nc1ccccc1)c1ccoc1,230.1176,32.0,2.0,2.0,2.0,8.5,42.24,0.1764705882352941,1.0,2.0,0.0,0.0,LCSB,0.9003243901314701
ZZYSLNWGKKDOML,0.997501293673032,0.32692987700904547,3.608711161243776,6.282729399803141,0.007522201512562566,0.9940423751262656,0.3176095494798369,0.6764328256464287,O=C(NCc1ccccc1)c1ccn[nH]1,334.1681,47.0,4.0,2.0,2.0,8.5,46.92,0.217391304347826,3.0,1.0,0.0,1.0,LCSB,1.0171252662542891
