group_key,a,b,m,k,rmse,mu_lo,mu_hi,rng,scaffold_group,precursor_mz,total_atom_count,rotatable_bonds,ring_count,aromatic_ring_count,rdbe,tpsa,heteroatom_fraction,n_N,n_O,n_S,n_halogen,source,g_hat
AKNQMEBLVAMSNZ,1.0499999999999998,0.5015198686625143,3.3124990883487397,4.164569063458658,0.008309588645792818,0.7265873707042988,0.4926621918017418,0.23392517890255698,c1ccc(C2(Cn3cncn3)OCCO2)cc1,300.0301,30.0,3.0,3.0,2.0,8.5,49.17,0.3684210526315789,3.0,2.0,0.0,2.0,LCSB,1.2454979280868894
ALZOLUNSQWINIR,1.0499999999999998,0.506264933239753,3.5850668603215605,3.8626643007424417,0.03095554547057444,0.8833638248121758,0.4988946353047511,0.3844691895074247,c1ccc2ncccc2c1,222.0316,23.0,1.0,2.0,2.0,8.5,50.190000000000005,0.2666666666666666,1.0,2.0,0.0,1.0,LCSB,1.5559756490190344
AMEKQAFGQBKLKX,0.654867755582906,0.1287018121103897,4.148614142879537,5.680318516808623,0.005307165335764136,0.6504388314436305,0.1946787915088973,0.45576003993473313,O=C(Nc1ccccc1)C1=COCCS1(=O)=O,268.063995361328,31.0,2.0,2.0,1.0,9.0,72.47,0.3333333333333333,1.0,4.0,1.0,0.0,WUR,0.9231771453006008
AMFGTOFWMRQMEM,0.5897387874509061,0.13763373911955462,4.364026281778341,2.0047848306726705,0.0009925001682344157,0.5326273501470634,0.3335372679512182,0.19909008219584523,c1ccc(-n2cncn2)cc1,314.0723,36.0,7.0,2.0,2.0,8.5,58.4,0.4,3.0,3.0,1.0,0.0,LCSB,0.8180172940179946
AMRQXHFXNZFDCH,0.4979217293066858,0.5815131958150274,3.7618872500686313,19.999999999997378,0.02360950158964484,0.498004191770165,0.547310824119637,0.12324858671072203,c1ccccc1,237.1234,33.0,4.0,1.0,1.0,6.0,67.42999999999999,0.2941176470588235,2.0,3.0,0.0,0.0,LCSB,1.0265106961916894
ANJTVLIZGCUXLD,0.9775426118312606,0.46752398720971294,3.9539625425917424,4.490806650070089,0.0018857528714774027,0.9379699955599258,0.5064199208961456,0.43155007466378015,O=c1cccc2n1C[C@@H]1CNC[C@H]2C1,191.117904663086,28.0,0.0,3.0,1.0,7.0,34.03,0.2142857142857142,2.0,1.0,0.0,0.0,WUR,2.046995160800671
AQHHHDLHHXJYJD,0.6831424371558975,0.38507360009584973,3.6333697871457775,10.63220790755362,0.0011220904881832625,0.6598646532450835,0.3867335274789644,0.2764732568923482,c1ccc2ccccc2c1,260.1645,40.0,6.0,2.0,2.0,7.5,41.489999999999995,0.1578947368421052,1.0,2.0,0.0,0.0,LCSB,0.857578367594731
AQSQFWLMFCKKMG,0.9338395759169406,0.3218025786455225,3.387680764226779,3.413699610127185,7.068108952075092e-05,0.6207631955962708,0.3353069066738546,0.2854562889224162,__ACYCLIC__AQSQFWLMFCKKMG,173.1648,32.0,6.0,0.0,0.0,1.0,41.13,0.25,2.0,1.0,0.0,0.0,LCSB,0.7653964967591246
ASDAXOTYWQZBDR,0.8641947678726472,0.2774935548545775,3.7035896488827995,6.568058748887477,0.0024203270463272852,0.7933816553236259,0.2776150454370329,0.515766609886593,O=C1CCC[C@]2(CO2)C(=O)O[C@@H]2CC[NH+]3CC=C(CO1)[C@H]23,368.170837402344,51.0,0.0,4.0,0.0,7.0,108.42000000000002,0.3076923076923077,1.0,7.0,0.0,0.0,WUR,0.9169737754399632
ASOKPJOREAFHNY,0.9543814587712292,0.58624730271471,4.132034013547655,4.7682772427512505,0.0030147407224666144,0.9422848488764448,0.6388169540672867,0.30346789480915815,c1ccc2[nH]nnc2c1,136.0505,15.0,0.0,2.0,2.0,7.0,50.94,0.4,3.0,1.0,0.0,0.0,LCSB,2.695684234072585
ATROHALUCMTWTB,0.4736512576177938,0.25555688579181723,3.6857853662817646,1.6400240333280627,0.0009068059989337319,0.3895286501619043,0.3004601232539532,0.08906852690795108,c1ccccc1,299.061462402344,34.0,7.0,1.0,1.0,8.0,63.84,0.3684210526315789,2.0,3.0,1.0,0.0,WUR,0.4059578572810103
ATWWYGQDYGSWQA,1.0499999999999998,0.07395779873256608,4.445363044735661,1.457852925918668,0.009600504695219024,0.8796178010863123,0.5437841774765797,0.33583362360973257,O=c1cccc2c(c1)CCCc1ccccc1-2,358.165161132813,49.0,4.0,3.0,2.0,10.5,77.02000000000001,0.2307692307692307,1.0,5.0,0.0,0.0,WUR,1.9495695599314504
AUFSOOYCQYDGES,1.0499999999999998,0.41797928435291765,2.003997269792965,0.44307314354751826,0.005425840109299419,0.6414220930924146,0.5697692598913884,0.07165283320102622,c1ccccc1,150.127853393555,26.0,3.0,1.0,1.0,4.0,12.03,0.0909090909090909,1.0,0.0,0.0,0.0,WUR,1.4977723244621584
AUGQEEXBDZWUJY,1.0499999999999998,0.22896080099827534,2.553510261376281,1.163900125639077,0.000695678612779469,0.4521901770850096,0.3055434423301414,0.14664673475486817,C1=C[C@H]2O[C@@H]3CCC(C2CC1)[C@]31CO1,384.202239990234,52.0,3.0,4.0,0.0,7.0,94.59,0.2692307692307692,0.0,7.0,0.0,0.0,WUR,0.5084679890635191
AUMLVMKWJGCERZ,1.049999999999994,0.28661072581813635,2.1577066350717455,1.3880277831606376,0.0030897373630939945,0.4027174124462163,0.3113411475203732,0.09137626492584311,O=C(NS(=O)(=O)/C=C/c1ccccc1)c1ccccc1,340.0205,33.0,4.0,2.0,2.0,12.0,63.24,0.3181818181818182,1.0,3.0,1.0,2.0,LCSB,0.4538144227381533
AUQAUAIUNJIIEP,1.0499999999999992,0.2704609386809724,3.3478993676246804,0.8788037292554965,0.0014854676147131704,0.6516559485394284,0.4766936327940797,0.1749623157453487,c1ccccc1,194.117691040039,29.0,1.0,1.0,1.0,5.0,38.33,0.2142857142857142,1.0,2.0,0.0,0.0,WUR,1.250145139315726
AWYOMXWDGWUJHS,1.0499999999999998,0.21615061851028328,3.7265664566954197,1.8322421299905798,0.009557088208907003,0.7594875031516426,0.3714064555635273,0.3880810475881153,c1cncnc1,319.124,43.0,6.0,1.0,1.0,5.0,53.47,0.35,2.0,3.0,1.0,0.0,LCSB,1.1814421022083663
AWZOLILCOUMRDG,1.049999999995238,0.3363133077042815,3.2773274115641113,3.5551613443929493,0.002576216741727583,0.6160127330355382,0.3419333253965851,0.27407940763895305,O=[PH](Sc1ccccc1)Sc1ccccc1,311.032592773438,34.0,6.0,2.0,2.0,9.0,26.3,0.2631578947368421,0.0,2.0,2.0,0.0,WUR,0.7659134210355087
BACYUWVYYTXETD,0.4905557979514905,4.450330957208795e-19,5.05858585872374,0.5774746633707416,0.0012492214989947945,0.355007463464472,0.2835787531355302,0.07142871032894177,__ACYCLIC__BACYUWVYYTXETD,272.222,48.0,12.0,0.0,0.0,2.0,57.61000000000001,0.2105263157894736,1.0,3.0,0.0,0.0,LCSB,0.3295233286122658
BAFQDKPJKOLXFZ,0.8210231773130464,0.37419031006255615,3.7789959999921323,4.931177106549298,0.002564549253019269,0.7608986806480857,0.3839559404087834,0.37694274023930235,c1ccccc1,248.031921386719,26.0,5.0,1.0,1.0,6.0,87.9,0.5,1.0,6.0,0.0,0.0,WUR,1.1429279585297252
BBXXLROWFHWFQY,1.0125052775001302,0.379639958351597,4.062601592610607,5.161955619976684,0.002639977193183356,0.9915649780274274,0.4376427390757336,0.5539222389516938,c1cncnc1,210.1601,34.0,5.0,1.0,1.0,4.0,58.040000000000006,0.2666666666666666,3.0,1.0,0.0,0.0,LCSB,2.062094079500326
BCGWQEUPMDMJNV,0.3908316776578054,0.2945559019767876,3.3638731303458793,6.069260255076128,0.0014875651062758656,0.3372655910800727,0.2964849558129576,0.045050538763176606,c1ccc2c(c1)CCc1ccccc1N2,281.2012,45.0,4.0,3.0,2.0,9.0,6.48,0.0952380952380952,2.0,0.0,0.0,0.0,LCSB,0.3230558532429701
BCTQJXQXJVLSIG,1.049999999999479,0.364585821702745,3.197968736042482,2.708440473256533,0.007436279346173809,0.6169757926323913,0.3745856687190318,0.2423901239133595,O=C(Nc1ccccc1)c1ccccc1,270.14892578125,39.0,4.0,2.0,2.0,9.0,38.33,0.15,1.0,2.0,0.0,0.0,WUR,0.8610413884889738
BDNFQGRSKSQXRI,1.0499999999999934,0.3278870635465033,2.31948252163666,1.58116268512478,0.0025525964896551123,0.4391291311856779,0.3481236996837832,0.09100543150189472,c1ccc(C(O[C@@H]2CCCN(CCc3ccc4c(c3)OCO4)C2)c2ccccc2)cc1,416.222,60.0,7.0,5.0,3.0,14.0,30.930000000000003,0.1290322580645161,1.0,3.0,0.0,0.0,LCSB,0.5325022675689169
BEAXWKCHSPVXQB,0.9416589655687235,0.11077833130683994,1.9075107303119028,1.1883320122176675,0.001127944701167853,0.2311432493728564,0.1465383458170568,0.08460490355579961,O=C(CN1CCNCC1)c1cccc(-c2nc(=O)c3[nH]ncc3[nH]2)c1,453.261291503906,65.0,8.0,4.0,3.0,14.0,96.35,0.2727272727272727,6.0,3.0,0.0,0.0,WUR,0.1995826282599953
BEOZJBLIRPRMJM,1.0499999999998917,0.3756673059290129,3.651837007166619,3.3383541935317136,0.005113391093017097,0.8488091110386369,0.407098883506623,0.4417102275320139,O=C1NCC(c2ccccc2)=Nc2cn[nH]c21,285.1346,37.0,2.0,3.0,2.0,10.5,79.51,0.2857142857142857,4.0,2.0,0.0,0.0,LCSB,1.367039968881206
BEZZFPOZAYTVHN,1.0499999999999998,0.4593681965285425,3.5715403722419494,2.322762763818973,0.013763637462649192,0.8185732418080551,0.5051925005096443,0.31338074129841087,O=S(c1ccccc1)c1ccc2[nH]cnc2c1,316.075,35.0,3.0,3.0,3.0,13.0,84.07999999999998,0.3181818181818182,3.0,3.0,1.0,0.0,LCSB,1.5483920214183058
BGRWYRAHAFMIBJ,0.6558958378192359,0.41007618208205343,3.7503755613217113,3.9748662813727225,0.000314013362212371,0.6067830599683426,0.4216842990674323,0.18509876090091026,__ACYCLIC__BGRWYRAHAFMIBJ,145.1335,26.0,2.0,0.0,0.0,1.0,41.13,0.3,2.0,1.0,0.0,0.0,LCSB,1.0191893162523955
BHAAPTBBJKJZER,0.9218145089533033,0.7062540703912883,4.118713383286952,5.6478320806847435,0.00266523234173002,0.9168558248795096,0.7269812469132485,0.18987457796626106,c1ccccc1,124.0757,18.0,1.0,1.0,1.0,4.0,35.25,0.2222222222222222,1.0,1.0,0.0,0.0,LCSB,3.264221373012379
BHHGXPLMPWCGHP,0.8765015247146555,0.2815282954605655,4.922185491443504,1.8625270736277424,0.0015704877167179733,0.8430439532884079,0.6898407881070042,0.15320316518140364,c1ccccc1,122.096481323242,20.0,2.0,1.0,1.0,4.0,26.02,0.1111111111111111,1.0,0.0,0.0,0.0,WUR,2.827830780326999
BIXJFIJYBLJTMK,0.9493925674759083,0.4897679422440323,3.7024315106740255,5.01827454490191,0.0036185190503573586,0.8662752245742154,0.4941134855756853,0.37216173899853006,C1=C2c3cccc4[nH]cc(c34)CC2NCC1,255.14945220947249,37.0,1.0,4.0,2.0,10.0,39.26,0.1578947368421052,2.0,1.0,0.0,0.0,WUR,1.5900903130947677
BJQHLKABXJIVAM,0.34756640515839915,6.192756803275566e-13,4.907335609469628,6.30926341323349,0.0014229310347608553,0.3497636864951892,0.3227353999450347,0.02702828655015449,c1ccccc1,391.284118652344,66.0,14.0,1.0,1.0,6.0,52.60000000000001,0.1428571428571428,0.0,4.0,0.0,0.0,WUR,0.4120808311424537
BLGXFZZNTVWLAY,0.9685246025692433,0.43003201022435233,3.7703062126750035,3.9120300938825716,0.0020880037313991138,0.8656075270089563,0.4575064030270939,0.4081011239818624,c1ccc2c3c([nH]c2c1)[C@@H]1C[C@@H]2CCCC[C@H]2CN1CC3,355.201599121094,52.0,1.0,5.0,2.0,11.0,65.56,0.1923076923076923,2.0,3.0,0.0,0.0,WUR,1.6153618560770158
BMLIZLVNXIYGCK,0.5891167126126025,0.3932178799145975,3.685920992661439,19.999999999999986,0.0026330864869440456,0.5884597222510324,0.3976737981007717,0.1989737320157347,c1ccccc1,199.0633,24.0,1.0,1.0,1.0,5.0,32.34,0.3076923076923077,2.0,1.0,0.0,1.0,LCSB,0.8220405778211612
BOFHKBLZOYVHSI,1.0499999999908847,0.3555563274761955,3.5844629719215066,3.810654672547131,0.0012765672127697048,0.8194352637482336,0.3746358226984417,0.4447994410497919,c1ccccc1,292.0864,37.0,4.0,1.0,1.0,5.0,47.56,0.3333333333333333,1.0,3.0,0.0,1.0,LCSB,1.154458690767587
BPICBUSOMSTKRF,0.9577460380139005,0.43213061235915334,3.8474840199660165,5.821051245472182,0.0035514902716314825,0.9211616546575052,0.4397256458205636,0.4814360088369416,c1ccc(NC2=NCCCS2)cc1,221.110809326172,31.0,1.0,2.0,1.0,6.0,24.39,0.2,2.0,0.0,1.0,0.0,WUR,1.6577748995200643
BQGRVFPPZJPWPB,1.0499999999999563,0.3381029371499381,2.735018906464941,2.0418802045597952,0.0020412265494456007,0.4839579167323418,0.3550250431737415,0.12893287355860028,c1ccc(CNc2ccccc2)cc1,292.1002,37.0,5.0,2.0,2.0,10.0,57.61,0.25,1.0,3.0,1.0,0.0,LCSB,0.6610499205130163
BQYJATMQXGBDHF,0.6620342550317063,0.26049458483116666,4.207148179999223,4.227142264866747,0.0019938836411765907,0.6499629879663119,0.3517284083565526,0.2982345796097593,c1ccc(Oc2ccc(C3(Cn4cncn4)OCCO3)cc2)cc1,406.072,44.0,5.0,4.0,3.0,12.5,58.400000000000006,0.2962962962962963,3.0,3.0,0.0,2.0,LCSB,1.0623090831310706
BUGYDGFZZOZRHP,0.9050472006275043,0.48545612686291784,3.9760989067860315,4.579744086867595,0.0021965591101083203,0.8765789452827404,0.5186060139738504,0.35797293130888996,C1C2CC3CC1CC(C2)C3,180.174819946289,34.0,0.0,4.0,0.0,4.0,26.02,0.0769230769230769,1.0,0.0,0.0,0.0,WUR,1.8263183353013424
BUXRLJCGHZZYNE,1.0499999999999998,0.39518037366526937,3.7529472455982678,1.5627946984015386,0.0017959364912336474,0.8114147605472202,0.5490308887412774,0.2623838718059428,c1ccccc1,220.144424438477,33.0,4.0,1.0,1.0,6.0,82.07,0.25,3.0,1.0,0.0,0.0,WUR,1.854820464531568
BUYMVQAILCEWRR,0.3422343856684633,0.3457105642452624,3.7272021833479725,19.999999999820968,0.0009169348939041292,0.3422395318391348,0.3441624965502123,0.004796676424938584,__ACYCLIC__BUYMVQAILCEWRR,378.790283203125,20.0,5.0,0.0,0.0,1.0,44.760000000000005,0.6923076923076923,0.0,4.0,0.0,4.0,WUR,0.4150469781125819
BWHOZHOGCMHOBV,0.915378224797346,0.5871444526548237,4.124322534268587,2.6113249073386084,0.0005861195841434933,0.8721392004480855,0.6763758680380455,0.19576333241003996,c1ccccc1,147.0804,21.0,2.0,1.0,1.0,6.0,17.07,0.0909090909090909,0.0,1.0,0.0,0.0,LCSB,2.7043538425359324
BWQSLRZZOVFVHJ,1.049999999999778,0.3831142015293994,3.576212470286833,3.92498234890212,0.004560465017480738,0.8272054341144798,0.3948475224745341,0.4323579116399457,C1CC2CCCN2C1,286.201507568359,47.0,5.0,2.0,0.0,3.0,70.0,0.25,1.0,4.0,0.0,0.0,WUR,1.1799852024031448
BXEHUCNTIZGSOJ,1.0497364457851235,0.33203459717388356,3.239316214051122,9.371791183051258,0.0011482709076493906,0.4611413798118957,0.3299924251823039,0.1311489546295918,c1ccccc1,266.157348632813,41.0,5.0,1.0,1.0,5.0,20.31,0.1666666666666666,1.0,1.0,1.0,0.0,WUR,0.4928500618302571
BXFOFFBJRFZBQZ,0.4697893062375761,0.2291438029829576,3.831871104436227,2.3701080717953675,0.001266347620375747,0.4059381238316685,0.269331656177188,0.13660646765448048,C1=C[C@H]2O[C@@H]3CCC(C2CC1)[C@]31CO1,484.254699707031,67.0,6.0,4.0,0.0,8.0,120.89,0.2727272727272727,0.0,9.0,0.0,0.0,WUR,0.390725455716595
BXNANOICGRISHX,1.0499999999999998,0.23332229456928702,3.351218640231395,1.3888755378194793,0.016199568469561672,0.6349391113302059,0.3575153736430713,0.2774237376871346,O=c1ccc2ccccc2o1,363.0217,38.0,6.0,2.0,2.0,9.5,57.900000000000006,0.3636363636363636,0.0,5.0,1.0,1.0,LCSB,0.9853095693960402
BZKPWHYZMXOIDC,0.8467237300975451,0.1666096536411018,4.328472796560451,4.585271947313469,0.0037092252668212773,0.8395513713739292,0.3805631298697929,0.4589882415041363,c1nncs1,222.9954,19.0,2.0,1.0,1.0,6.5,115.04,0.6923076923076923,4.0,3.0,2.0,0.0,LCSB,1.7191606274030922
CABMTIJINOIHOD,1.0499999999999998,0.4542898338916436,3.623609015224901,4.404045898074764,0.005925211885560507,0.8895990623805986,0.4581457890690598,0.4314532733115388,O=C1CN=C(c2ccc3ccccc3n2)N1,312.1343,40.0,3.0,3.0,2.0,11.5,91.65,0.2608695652173913,3.0,3.0,0.0,0.0,LCSB,1.4208265126703283
CAWXEEYDBZRFPE,0.7118472592096801,0.28075457164526246,3.9138750851515747,5.249793012998282,0.0010205381543017308,0.6845815092920979,0.3007680777177483,0.38381343157434966,O=c1nc[nH]c(=O)n1C1CCCCC1,253.1659,38.0,2.0,2.0,1.0,7.0,60.13,0.3333333333333333,4.0,2.0,0.0,0.0,LCSB,0.9248467671630348
CBVCZFGXHXORBI,0.9210833552596224,0.1520122490609279,3.4446970097041607,4.984356490322391,0.0011357513558582786,0.5780684266875118,0.1547107417581387,0.4233576849293731,O=C(N[C@@H]1CCc2ccccc21)[C@@H](CCCN1CCN(Cc2cccnc2)CC1)Cc1ccccc1,614.3701,92.0,11.0,5.0,3.0,16.0,118.03000000000002,0.2,5.0,4.0,0.0,0.0,LCSB,0.2076412351162539
CCGPUGMWYLICGL,0.47795080158546227,0.27059041825664776,3.665370722978021,19.999999999999257,0.010429024851679803,0.4769036482829692,0.2889304411522631,0.2198501589545776,c1ccccc1,275.0716552734375,33.0,4.0,1.0,1.0,5.0,32.34,0.2941176470588235,2.0,1.0,0.0,2.0,WUR,0.3897666491256135
CEAZRRDELHUEMR,1.0499999999999994,0.15930866849773376,2.993231412662753,1.6562255637664673,0.004840347683124692,0.461321912021873,0.2233578136917897,0.2379640983300833,C1CC[C@@H](O[C@@H]2CCC[C@H](O[C@@H]3CCCCO3)C2)OC1,478.323699951172,76.0,7.0,3.0,0.0,3.0,199.73,0.3636363636363636,5.0,7.0,0.0,0.0,WUR,0.3847892497887943
CEEDFYRUPAWDOU,0.9981945357380057,0.13722721316641767,1.9011973816621557,1.4457468061937624,0.0019522912460756174,0.2260449321676805,0.1547566475712889,0.07128828459639161,c1ccccc1,347.118560791016,46.0,9.0,1.0,1.0,5.0,35.53,0.2272727272727272,0.0,3.0,0.0,2.0,WUR,0.1995826282599953
CEIZFXOZIQNICU,1.023321846649628,0.25140955700560197,3.647145446363935,2.614643982599499,0.0001617106724683177,0.7573650726566564,0.3265125005735553,0.4308525720831011,O=C1C=CCN1,198.11247253418,29.0,3.0,1.0,0.0,4.0,66.4,0.2857142857142857,1.0,3.0,0.0,0.0,WUR,1.1097370056524738
CEQFOVLGLXCDCX,1.0499999999999998,0.4944269996638945,3.598340976889319,2.8447232074626636,0.009378368877756846,0.8526084269288705,0.5236530092078854,0.32895541772098513,c1ccc(N=Nc2ccccc2)cc1,270.1237,35.0,4.0,2.0,2.0,10.0,65.26,0.25,3.0,2.0,0.0,0.0,LCSB,1.7410773740963184
CGSLYBDCEGBZCG,0.7081416507922521,0.2233269175844567,3.9290010062810587,4.569032945460262,0.0035429850375364867,0.6686414803847727,0.2596801070520184,0.4089613733327543,O=[PH](Oc1ccccc1)Oc1ccccc1,363.172,52.0,11.0,2.0,2.0,9.0,44.760000000000005,0.2,0.0,4.0,0.0,0.0,LCSB,0.91611458366041
CHIFOSRWCNZCFN,0.7301300935323668,0.299556751231812,3.832613115670495,3.950265720663961,0.0009842469395824516,0.6637915847783189,0.3275065128568148,0.3362850719215041,c1ccccc1,282.144744873047,39.0,6.0,1.0,1.0,6.0,98.31,0.35,3.0,4.0,0.0,0.0,WUR,0.9238979602421374
CIEXPHRYOLIQQD,0.6697323592732631,0.3136866525511103,3.568951169419379,9.656229783722852,0.0005188796617159237,0.6109054001777955,0.3129931361546993,0.2979122640230962,O=C(Nc1ccccc1)c1ccco1,302.1387,41.0,4.0,2.0,2.0,9.5,59.75,0.2272727272727272,1.0,4.0,0.0,0.0,LCSB,0.6176062961702758
CIFWZNRJIBNXRE,1.0118381370081813,0.4851111469521188,4.013469751826962,5.7521317928538656,0.003500132760729536,0.9959109095933918,0.5122142593647159,0.4836966502286759,c1ccc(Nc2ncccn2)cc1,224.1182,30.0,2.0,2.0,2.0,10.0,37.81,0.1764705882352941,3.0,0.0,0.0,0.0,LCSB,2.1132562051955563
CIGKZVUEZXGYSV,0.8922295143966904,0.436446723628233,3.900604895041639,5.097880152673165,0.007197866972142145,0.8584533796465269,0.449968901167766,0.4084844784787609,c1ccccc1,330.136962890625,45.0,7.0,1.0,1.0,7.0,83.91000000000001,0.3181818181818182,1.0,5.0,1.0,0.0,WUR,1.643313587375277
CJCSPKMFHVPWAR,0.8026138397319893,0.30363862554145893,4.22725618255829,2.7726146242531975,0.001167695959856375,0.7569999731239985,0.4636470716794622,0.2933529014445363,c1ccccc1,212.0917,28.0,3.0,1.0,1.0,5.0,103.78000000000002,0.3333333333333333,1.0,4.0,0.0,0.0,LCSB,1.4945736258905162
CJHXCRMKMMBYJQ,0.9911610885922679,0.35107947997571726,4.004586803561196,5.910174390513796,0.002108354545084635,0.9731042253263806,0.3816432749672075,0.5914609503591731,c1cncnc1,210.160232543945,34.0,4.0,1.0,1.0,4.0,49.25000000000001,0.2666666666666666,3.0,1.0,0.0,0.0,WUR,1.7082656354981545
CJIASZBWXIFQMU,0.3543170643132834,0.09720817614150297,3.320347284852601,2.1438612206662393,0.0021284679633162286,0.2147294858142807,0.1177585388633675,0.0969709469509132,C=C1NC(=O)CCCNC(=O)C[C@H](/C=C/C=C/CCCc2ccccc2)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)CCNC(=O)CNC(=O)CNC1=O,1025.5341796875,146.0,13.0,4.0,3.0,24.0,294.53,0.2702702702702703,8.0,12.0,0.0,0.0,WUR,0.1995826282599953
CJJOSEISRRTUQB,0.40031847562702955,0.2365906877855349,4.055087864212807,3.539524080289667,0.00041549431231068906,0.3855180626932982,0.2644329443980358,0.12108511829526242,O=c1[nH]nnc2ccccc12,339.994659423828,31.0,5.0,2.0,2.0,9.5,66.24000000000001,0.4736842105263157,3.0,3.0,2.0,0.0,WUR,0.3740073869731949
CJPQIRJHIZUAQP,1.0499999999999938,0.2608694431725185,2.683383015858178,1.442380373329022,0.0038239816212680654,0.4688896603774508,0.311634665842884,0.15725499453456676,O=C(Cc1ccccc1)Nc1ccccc1,326.1751,47.0,5.0,2.0,2.0,10.0,46.61,0.1666666666666666,1.0,3.0,0.0,0.0,LCSB,0.5561409126950712
CLKZWXHKFXZIMA,1.0499999999999998,0.37656364932205644,3.40413971509331,3.476929987696302,0.014394096773190286,0.7186751561371582,0.374222080042698,0.34445307609446013,O=C(NCc1cccnc1)Nc1ccccc1,273.0982,32.0,4.0,2.0,2.0,10.0,97.16,0.35,4.0,3.0,0.0,0.0,LCSB,1.05988385827949
CLSJYOLYMZNKJB,0.9625036243438941,0.48746343630081573,4.008775640433455,5.138177092873386,0.0012077601567539586,0.942203334776661,0.5217252466997322,0.42047808807692877,c1ccc2[nH]cnc2c1,298.085388183594,35.0,4.0,2.0,2.0,10.0,101.15,0.4,3.0,4.0,1.0,0.0,WUR,2.0781763030508396
