group_key,s0,da,db,dk,dall
DUFVKSUJRWYZQP,0.024178617561133882,0.021057680410940395,0.023136385881047654,0.023705384838786082,0.023793918709185263
DUOHVNSMLSPTMI,0.003075994751697518,0.001972078565018404,0.0013004656003960606,0.0025424096106969945,0.0029625005505577633
DVOODWOZJVJKQR,0.012455773122284243,0.01058625015323509,0.006386044324518524,0.01110736539558372,0.012044724147510849
DVXZVCNEGRKLMW,0.06028226419758323,0.008214457905618408,0.0305943171367319,0.05833115202270148,0.05995121950934085
DWFZBUWUXWZWKD,0.014299193637191657,0.010016171715179607,0.013267521332730896,0.013443694992146617,0.013865976422264281
DWRKFAJEBUWTQM,0.043419432623644706,0.010356817250471086,0.038452966037812925,0.027541148193848123,0.04302118421037185
DWSPRBSLSXQIEJ,0.05648061560686225,0.05252431047182053,0.033654173038809555,0.048541578287883816,0.05354932956841819
DXGLGDHPHMLXJC,0.047567398301092856,0.04451361830607072,0.03664940340999359,0.04581115580904719,0.046852852382048955
DZUPKTNAUCDVTL,0.07005481369080663,0.06829059010644872,0.046079502717920544,0.06156269145377265,0.06938041063637232
FBOUIAKEJMZPQG,0.059730571379069605,0.005235475963649178,0.036804579526775565,0.049425673296807186,0.05972156532825332
FCOAHACKGGIURQ,0.0035095740676911276,0.0007817626455732889,0.0029727849063547122,0.001932985569010028,0.0032355678894026934
FFGPTBGBLSHEPO,0.030729507704791187,0.020080110971439122,0.029308085065787495,0.027248770593106982,0.029762478620116186
FFSSWMQPCJRCRV,0.0019569984719762642,4.590820853295511e-05,0.00042620358041779174,0.00014577406360391856,0.0017334049359279638
FHIVAFMUCKRCQO,0.012395096985382877,0.008709972988147806,0.00814122176987957,0.010911660109297758,0.011134183217361492
FIQMHBFVRAXMOP,0.0029407124728662156,0.0016000147838888634,1.2607837313570458e-07,0.0006311755552464316,0.002691701741162115
FKNXQNWAXFXVNW,0.028975737335379934,0.020048093584599923,0.026096748326125935,0.027909250880861616,0.028328081008602474
FLEFKKUZMDEUIP,0.04565607253219646,0.00027615240965640775,0.024806819290071044,0.001917167792113053,0.04550650013315444
FMGZEUWROYGLAY,0.023534828136806674,0.01669070154147293,0.005524928247788271,0.011736507464151669,0.023520681665987416
FMJYNECHJIZSCE,0.01327835766367659,0.004838222060095853,0.008262903374309799,0.009281101422024304,0.010968385722569321
FNCMBMZOZQAWJA,0.03762954998858159,0.03744462682302716,0.01946148496660246,0.03335451281148517,0.03762336169029147
