spectrum_id,compound_name,adduct,adduct_csv,precursor_mz,source_file,well,scan,task,create_time,smiles,recorded_inchikey_csv,ppm_csv,classyfire_superclass,key,scaffold_group,mono_parent,formula_parent,elements,charged_raw,n_components_raw,charged_parent,any_formal_charge_parent,theoretical_mz,precursor_err_da,recorded_block1,scan_i,coinjected_ion_within_0p7_lower_bound,coinjected_isomer_lower_bound,in_msg15_recorded_all,in_msg15_parent_all,in_msg15_simchallenge_all,in_msg15_recorded_train,in_msg15_recorded_val,in_msg15_recorded_test,in_muru_registry_all,in_muru_registry_direct_reason,in_muru_exposed_union,in_pr7_study2_population,in_comparator_common_population,in_msnlib_9lib,in_msnlib_v1_0_4lib,in_multims2_reserved_validation_secondary,in_muru_exposed_populations_union,in_muru_dev_compounds_csv_keys,in_pop_ENTACT-MIX-LISTS-499-503-505,in_pop_LCSB-ALL-MASSBANK-V1-EXPOSURE-SET,in_pop_LCSB-CONFIRMATION,in_pop_LCSB-DEV,in_pop_LCSB-NEG,in_pop_LCSB-POS-V2-SPECTRA,in_pop_LCSB-RAW-MIX-REPLICATE-SET-92,in_pop_LCSB-RAW-MIXES-499-503-505,in_pop_MultiMS2-ANCHOR,in_pop_V2-DEVELOPMENT-POPULATION,in_pop_WUR-DEV-ANALYSIS,in_pop_WUR-DEV-HOLD,in_pop_WUR-NEG-D6-EXCLUDED,in_pop_WUR-NEG-DEV,in_pop_WUR-POS-IDENTITY,in_pop_WUR-SEALED,sg_in_msg15_scaffold_groups,sg_in_muru_registry_scaffold_groups,sg_in_muru_dev_scaffold_groups,sg_in_pr7_scaffold_groups,sg_in_comparator_scaffold_groups,in_msg15_any_route,formula_in_msg,formula_and_scaffold_in_msg,excluded_key_level_conservative,excluded_scaffold_level_muru_pr7_comparator
CCMSLIB00016144511,SCHEMBL12852913,[M+H]+,[M+H]1+,508.222,reframe_drugs_pos_P2_H9_id.mzML,P2_H9,1388,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,Cc1c(Cl)ccc(CN2CCC(N3C(=O)CCC3C(=O)Nc3cccc(-c4nnnn4C)c3)CC2)c1,JYBQRBNJBJKERM-UHFFFAOYSA-N,0.4435364860164814,,JYBQRBNJBJKERM,O=C(Nc1cccc(-c2nnn[nH]2)c1)C1CCC(=O)N1C1CCN(Cc2ccccc2)CC1,507.2149508800001,C26H30ClN7O2,C;Cl;H;N;O,False,1,False,False,508.2222268800001,-0.00022688000012749399,JYBQRBNJBJKERM,1388,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
CCMSLIB00016144512,TAURODEOXYCHOLIC ACID,[M+H]+,[M+H]1+,500.304,reframe_drugs_pos_P2_H9_id.mzML,P2_H9,1732,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,AWDRATDZQPNJFN-UHFFFAOYSA-N,0.0757501382960017,Lipids and lipid-like molecules,AWDRATDZQPNJFN,C1CCC2C(C1)CCC1C3CCCC3CCC21,499.29675915999997,C26H45NO6S,C;H;N;O;S,False,1,False,False,500.30403515999996,-3.515999998171537e-05,AWDRATDZQPNJFN,1732,True,False,True,True,True,True,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,True,True
CCMSLIB00016144513,TAURODEOXYCHOLIC ACID,[M+NH4]+,[M+NH3+H]1+,517.331,reframe_drugs_pos_P2_H9_id.mzML,P2_H9,1733,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,AWDRATDZQPNJFN-UHFFFAOYSA-N,0.7983398050484495,Lipids and lipid-like molecules,AWDRATDZQPNJFN,C1CCC2C(C1)CCC1C3CCCC3CCC21,499.29675915999997,C26H45NO6S,C;H;N;O;S,False,1,False,False,517.33058216,0.00041784000006828137,AWDRATDZQPNJFN,1733,True,False,True,True,True,True,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,True,True
CCMSLIB00016144514,GSK2646264,[M+H]+,[M+H]1+,375.207,reframe_drugs_pos_P2_H9_id.mzML,P2_H9,1192,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,COc1c(-c2cc3c(cc2)CCNCC3)c(OCc2nccc(C)c2)ccc1,KYANYGKXMNYFBX-UHFFFAOYSA-N,0.7854691715973656,,KYANYGKXMNYFBX,c1ccc(COc2ccccc2-c2ccc3c(c2)CCNCC3)nc1,374.199428072,C24H26N2O2,C;H;N;O,False,1,False,False,375.206704072,0.0002959280000141007,KYANYGKXMNYFBX,1192,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
CCMSLIB00016144515,84545-30-2,[M+H]+,[M+H]1+,307.149,reframe_drugs_pos_P2_H9_id.mzML,P2_H9,855,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,NC(=O)CCCCn1ccc(NC(N)=NCC(F)(F)F)n1,ALCSGJCIESECFD-UHFFFAOYSA-N,0.4216626283438278,,ALCSGJCIESECFD,c1cn[nH]c1,306.14159382400004,C11H17F3N6O,C;F;H;N;O,False,1,False,False,307.14886982400003,0.00013017599997056095,ALCSGJCIESECFD,855,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
CCMSLIB00016144516,PF-232798,[M+H]+,[M+H]1+,510.324,reframe_drugs_pos_P2_H9_id.mzML,P2_H9,939,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,CC(=O)NC(CCN1C2CCC1CC(n1c(C)nc3c1CCN(C(=O)C(C)C)C3)C2)c1cc(F)ccc1,QETUKYDWZIRTEI-UHFFFAOYSA-N,0.2333829641643892,,QETUKYDWZIRTEI,c1ccc(CCCN2C3CCC2CC(n2cnc4c2CCNC4)C3)cc1,509.31660374,C29H40FN5O2,C;F;H;N;O,False,1,False,False,510.32387974,0.00012026000001696957,QETUKYDWZIRTEI,939,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCMSLIB00016144517,PD163005,[M+H]+,[M+H]1+,478.208,reframe_drugs_pos_P2_H9_id.mzML,P2_H9,1809,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,COCC(C)Oc1cc(C(=O)Nc2ncc(C)cc2)cc(Oc2ncc(C(=O)N3CCC3)nc2)c1,VKNCGBTWYRNIAH-UHFFFAOYSA-N,1.0399622817017242,,VKNCGBTWYRNIAH,O=C(Nc1ccccn1)c1cccc(Oc2cnc(C(=O)N3CCC3)cn2)c1,477.2012189640001,C25H27N5O5,C;H;N;O,False,1,False,False,478.20849496400007,-0.0004949640000404543,VKNCGBTWYRNIAH,1809,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
CCMSLIB00016144518,Enecadin,[M+H]+,[M+H]1+,358.229,reframe_drugs_pos_P2_H9_id.mzML,P2_H9,1541,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,Cc1nc(-c2ccc(F)cc2)cc(OCCCCCN2CCCCC2)n1,SZSHJTJCJOWMHM-UHFFFAOYSA-N,0.2302608637980201,,SZSHJTJCJOWMHM,c1ccc(-c2cc(OCCCCCN3CCCCC3)ncn2)cc1,357.221640736,C21H28FN3O,C;F;H;N;O,False,1,False,False,358.228916736,8.326400001124057e-05,SZSHJTJCJOWMHM,1541,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCMSLIB00016144519,51352-88-6,[M+H]+,[M+H]1+,284.164,reframe_drugs_pos_P2_H9_id.mzML,P2_H9,1338,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,COC(=O)c1cccc(CCN(C)Cc2ccccc2)c1,IGJQEMHBYKNIQR-UHFFFAOYSA-N,1.7811028088496927,,IGJQEMHBYKNIQR,c1ccc(CCNCc2ccccc2)cc1,283.15722891200005,C18H21NO2,C;H;N;O,False,1,False,False,284.16450491200004,-0.0005049120000535368,IGJQEMHBYKNIQR,1338,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True
CCMSLIB00016144520,Zoliprofen,[M+H]+,[M+H]1+,250.053,reframe_drugs_pos_P2_H9_id.mzML,P2_H9,1649,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,CC(C(=O)O)c1ccc(Oc2nccs2)cc1,RXZTWBVFHQLTBU-UHFFFAOYSA-N,0.9670208563213016,,RXZTWBVFHQLTBU,c1ccc(Oc2nccs2)cc1,249.045964212,C12H11NO3S,C;H;N;O;S,False,1,False,False,250.053240212,-0.00024021199999424425,RXZTWBVFHQLTBU,1649,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCMSLIB00016144521,METAZAMIDE,[M+H]+,[M+H]1+,205.097,reframe_drugs_pos_P2_H9_id.mzML,P2_H9,1267,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,COc1ccc(-n2c(C)c[nH]c2=O)cc1,NHUPEUMBGMETKD-UHFFFAOYSA-N,0.7549461138991764,,NHUPEUMBGMETKD,O=c1[nH]ccn1-c1ccccc1,204.089877624,C11H12N2O2,C;H;N;O,False,1,False,False,205.097153624,-0.00015362399997798093,NHUPEUMBGMETKD,1267,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
CCMSLIB00016144522,ketotifen,[M+H]+,[M+H]1+,310.126,reframe_drugs_pos_P2_H9_id.mzML,P2_H9,1313,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,CN1CCC(=C2c3ccccc3CC(=O)c3c2ccs3)CC1,ZCVMWBYGMWKGHF-UHFFFAOYSA-N,0.0388987042939801,Organoheterocyclic compounds,ZCVMWBYGMWKGHF,O=C1Cc2ccccc2C(=C2CCNCC2)c2ccsc21,309.11873522800005,C19H19NOS,C;H;N;O;S,False,1,False,False,310.12601122800004,-1.1228000062146748e-05,ZCVMWBYGMWKGHF,1313,False,False,True,True,True,True,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,True,True
CCMSLIB00016144523,Posaraprost,[M+H]+,[M+H]1+,411.253,reframe_drugs_pos_P2_H9_id.mzML,P2_H9,2366,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,CC(C)OC(=O)CCCC=CCC1C(=O)C=CC1C=CC(O)CCc1ccccc1,ZLNJCDWZTYFBGQ-UHFFFAOYSA-N,0.0302891416014468,,UXNJSZBEHANTSL,O=C1C=CC(C=CCCCc2ccccc2)C1,410.24570956799994,C26H34O4,C;H;O,False,1,False,False,411.25298556799993,1.4432000057240657e-05,ZLNJCDWZTYFBGQ,2366,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCMSLIB00016144524,Posaraprost,[M+NH4]+,[M+NH3+H]1+,428.279,reframe_drugs_pos_P2_H9_id.mzML,P2_H9,2374,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,CC(C)OC(=O)CCCC=CCC1C(=O)C=CC1C=CC(O)CCc1ccccc1,ZLNJCDWZTYFBGQ-UHFFFAOYSA-N,1.253012937062444,,UXNJSZBEHANTSL,O=C1C=CC(C=CCCCc2ccccc2)C1,410.24570956799994,C26H34O4,C;H;O,False,1,False,False,428.2795325679999,-0.0005325679999259592,ZLNJCDWZTYFBGQ,2374,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCMSLIB00016144525,Ximelagatran,[M+H]+,[M+H]1+,474.271,reframe_drugs_pos_P2_H9_id.mzML,P2_H9,910,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,CCOC(=O)CNC(C(=O)N1CCC1C(=O)NCc1ccc(C(N)=NO)cc1)C1CCCCC1,ZXIBCJHYVWYIKI-UHFFFAOYSA-N,0.2057380273050232,Organic acids and derivatives,ZXIBCJHYVWYIKI,O=C(NCc1ccccc1)C1CCN1C(=O)CC1CCCCC1,473.2638192200001,C24H35N5O5,C;H;N;O,False,1,False,False,474.27109522000006,-9.522000004835718e-05,ZXIBCJHYVWYIKI,910,True,False,True,True,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False
CCMSLIB00016144526,nylidrin,[M+H]+,[M+H]1+,300.196,reframe_drugs_pos_P2_H9_id.mzML,P2_H9,1312,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,CC(CCc1ccccc1)NC(C)C(O)c1ccc(O)cc1,PTGXAUBQBSGPKF-UHFFFAOYSA-N,0.6453967575844527,Benzenoids,PTGXAUBQBSGPKF,c1ccc(CCCNCCc2ccccc2)cc1,299.18852904000005,C19H25NO2,C;H;N;O,False,1,False,False,300.19580504000004,0.00019495999998753177,PTGXAUBQBSGPKF,1312,False,False,True,True,True,True,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,True,True
CCMSLIB00016144527,Rimiterol,[M+H]+,[M+H]1+,224.128,reframe_drugs_pos_P2_H9_id.mzML,P2_H9,204,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,Oc1c(O)cc(C(O)C2CCCCN2)cc1,IYMMESGOJVNCKV-UHFFFAOYSA-N,0.5398599670851316,,IYMMESGOJVNCKV,c1ccc(CC2CCCCN2)cc1,223.120843404,C12H17NO3,C;H;N;O,False,1,False,False,224.128119404,-0.00011940400000298723,IYMMESGOJVNCKV,204,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
CCMSLIB00016144528,Mesopram,[M+H]+,[M+H]1+,266.139,reframe_drugs_pos_P2_H9_id.mzML,P2_H9,1597,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,CCCOc1c(OC)ccc(C2(C)CNC(=O)O2)c1,PCCPERGCFKIYIS-UHFFFAOYSA-N,1.1796030281123897,,PCCPERGCFKIYIS,O=C1NCC(c2ccccc2)O1,265.131408088,C14H19NO4,C;H;N;O,False,1,False,False,266.138684088,0.0003159120000191251,PCCPERGCFKIYIS,1597,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
CCMSLIB00016144529,Mesopram,[M+Na]+,[M+Na]1+,288.121,reframe_drugs_pos_P2_H9_id.mzML,P2_H9,1589,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,CCCOc1c(OC)ccc(C2(C)CNC(=O)O2)c1,PCCPERGCFKIYIS-UHFFFAOYSA-N,1.2831087435381796,,PCCPERGCFKIYIS,O=C1NCC(c2ccccc2)O1,265.131408088,C14H19NO4,C;H;N;O,False,1,False,False,288.120626088,0.00037391199998637603,PCCPERGCFKIYIS,1589,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
CCMSLIB00016144530,econazole,[M+H]+,[M+H]1+,381.032,reframe_drugs_pos_P2_H9_id.mzML,P2_H9,1859,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,Clc1ccc(COC(Cn2ccnc2)c2c(Cl)cc(Cl)cc2)cc1,LEZWWPYKPKIXLL-UHFFFAOYSA-N,0.6953048977832507,Benzenoids,LEZWWPYKPKIXLL,c1ccc(COC(Cn2ccnc2)c2ccccc2)cc1,380.02499614,C18H15Cl3N2O,C;Cl;H;N;O,False,1,False,False,381.03227214,-0.00027213999999275984,LEZWWPYKPKIXLL,1859,False,False,True,True,True,True,False,False,True,True,True,False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,True,True
CCMSLIB00016144531,Rifaximin,[M+H]+,[M+H]1+,786.36,reframe_drugs_pos_P2_H9_id.mzML,P2_H9,2073,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,COC1C=COC2(C)Oc3c(C2=O)c2c4nc5cc(C)ccn5c4c(NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)c(O)c2c(O)c3C,NZCRJKRKKOLAOJ-UHFFFAOYSA-N,0.4576923605878825,Phenylpropanoids and polyketides,NZCRJKRKKOLAOJ,O=C1C=CC=CCCCCCCCCC=COC2Oc3ccc4cc(c5c(nc6ccccn65)c4c3C2=O)N1,785.3523594520001,C43H51N3O11,C;H;N;O,False,1,False,False,786.3596354520001,0.00036454799987950537,NZCRJKRKKOLAOJ,2073,False,False,True,True,True,True,False,False,True,True,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,True,True,False,False,True,True,True,True,True
CCMSLIB00016144532,Rifaximin,[M+Na]+,[M+Na]1+,808.342,reframe_drugs_pos_P2_H9_id.mzML,P2_H9,2077,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,COC1C=COC2(C)Oc3c(C2=O)c2c4nc5cc(C)ccn5c4c(NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)c(O)c2c(O)c3C,NZCRJKRKKOLAOJ-UHFFFAOYSA-N,0.5142168953181727,Phenylpropanoids and polyketides,NZCRJKRKKOLAOJ,O=C1C=CC=CCCCCCCCCC=COC2Oc3ccc4cc(c5c(nc6ccccn65)c4c3C2=O)N1,785.3523594520001,C43H51N3O11,C;H;N;O,False,1,False,False,808.3415774520001,0.0004225479998467563,NZCRJKRKKOLAOJ,2077,False,False,True,True,True,True,False,False,True,True,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,True,True,False,False,True,True,True,True,True
CCMSLIB00016144533,Empesertib,[M+H]+,[M+H]1+,560.176,reframe_drugs_pos_P2_H9_id.mzML,P2_H9,2235,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,COc1c(Nc2nn3cc(-c4ccc(NC(=O)C(C)c5ccc(F)cc5)cc4)ccc3n2)ccc(S(C)(=O)=O)c1,NRJKIOCCERLIDG-UHFFFAOYSA-N,0.4131756882402949,Organoheterocyclic compounds,NRJKIOCCERLIDG,O=C(Cc1ccccc1)Nc1ccc(-c2ccc3nc(Nc4ccccc4)nn3c2)cc1,559.168953532,C29H26FN5O4S,C;F;H;N;O;S,False,1,False,False,560.1762295320001,-0.0002295320000484935,NRJKIOCCERLIDG,2235,False,False,True,True,True,False,False,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,True,True
CCMSLIB00016144534,Niraparib,[M+H]+,[M+H]1+,321.171,reframe_drugs_pos_P2_H9_id.mzML,P2_H9,1214,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12,PCHKPVIQAHNQLW-UHFFFAOYSA-N,0.0370702848365318,Organoheterocyclic compounds,PCHKPVIQAHNQLW,c1ccc2nn(-c3ccc(C4CCCNC4)cc3)cc2c1,320.16371126,C19H20N4O,C;H;N;O,False,1,False,False,321.17098726,1.2739999988298223e-05,PCHKPVIQAHNQLW,1214,False,False,True,True,True,True,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,True,True
CCMSLIB00016144535,1173103-84-8,[M+H]+,[M+H]1+,334.068,reframe_drugs_pos_P2_H9_id.mzML,P2_H9,2023,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,CSc1nn2c(C)cc(C)nc2c1S(=O)(=O)c1ccccc1,KSAUCBGUWGWPDL-UHFFFAOYSA-N,0.4611739856115803,,KSAUCBGUWGWPDL,O=S(=O)(c1ccccc1)c1cnn2cccnc12,333.06056872000005,C15H15N3O2S2,C;H;N;O;S,False,1,False,False,334.06784472000004,0.00015527999994446873,KSAUCBGUWGWPDL,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
CCMSLIB00016144536,2-Acetamido-2-Deoxy-D-Mannopyranose,[M+H]+,[M+H]1+,222.097,reframe_drugs_pos_P2_G9_id.mzML,P2_G9,171,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,CC(=O)NC1C(O)OC(CO)C(O)C1O,OVRNDRQMDRJTHS-UHFFFAOYSA-N,0.9722481170945388,Organic oxygen compounds,OVRNDRQMDRJTHS,C1CCOCC1,221.0899372,C8H15NO6,C;H;N;O,False,1,False,False,222.0972132,-0.00021319999999036554,OVRNDRQMDRJTHS,171,False,False,True,True,True,True,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,True,True
CCMSLIB00016144537,2-Acetamido-2-Deoxy-D-Mannopyranose,[M+Na]+,[M+Na]1+,244.079,reframe_drugs_pos_P2_G9_id.mzML,P2_G9,175,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,CC(=O)NC1C(O)OC(CO)C(O)C1O,OVRNDRQMDRJTHS-UHFFFAOYSA-N,0.6562686461559071,Organic oxygen compounds,OVRNDRQMDRJTHS,C1CCOCC1,221.0899372,C8H15NO6,C;H;N;O,False,1,False,False,244.0791552,-0.00015519999999469292,OVRNDRQMDRJTHS,175,False,False,True,True,True,True,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,True,True
CCMSLIB00016144538,Suplatast,[M+H]+,[M]1+,328.155,reframe_drugs_pos_P2_G9_id.mzML,P2_G9,1868,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,CCOCC(O)COc1ccc(NC(=O)CC[S+](C)C)cc1,DYZJXZOQQRXDLE-UHFFFAOYSA-O,8.249862917098884,Benzenoids,DYZJXZOQQRXDLE,c1ccccc1,328.15770573209,C16H26NO4S+,C;H;N;O;S,True,1,True,True,329.16498173209,-1.0099817320900115,DYZJXZOQQRXDLE,1868,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,True
CCMSLIB00016144539,Suplatast,[M+H]+,[M]1+,328.158,reframe_drugs_pos_P2_G9_id.mzML,P2_G9,878,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,CCOCC(O)COc1ccc(NC(=O)CC[S+](C)C)cc1,DYZJXZOQQRXDLE-UHFFFAOYSA-O,0.8920829635184914,Benzenoids,DYZJXZOQQRXDLE,c1ccccc1,328.15770573209,C16H26NO4S+,C;H;N;O;S,True,1,True,True,329.16498173209,-1.0069817320899688,DYZJXZOQQRXDLE,878,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,True
CCMSLIB00016144540,D-Phe-D-phe-D-nle-D-arg-NH2,[M+H]+,[M+H]1+,581.356,reframe_drugs_pos_P2_G9_id.mzML,P2_G9,1017,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,CCCCC(NC(=O)C(Cc1ccccc1)NC(=O)C(N)Cc1ccccc1)C(=O)NC(CCCN=C(N)N)C(N)=O,RUOXNQGHBFJAES-UHFFFAOYSA-N,0.2926529523174616,,RUOXNQGHBFJAES,O=C(CCc1ccccc1)NCCc1ccccc1,580.3485518880001,C30H44N8O4,C;H;N;O,False,1,False,False,581.3558278880001,0.00017211199985922576,RUOXNQGHBFJAES,1017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
CCMSLIB00016144541,TAS-119,[M+H]+,[M+H]1+,506.116,reframe_drugs_pos_P2_G9_id.mzML,P2_G9,1583,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,Cc1cc(Nc2c(F)ccc(CC3(C(=O)O)CCN(C(=O)c4c(Cl)c(Cl)ccc4)CC3)n2)n[nH]1,PLAVWQHGBMTMFR-UHFFFAOYSA-N,0.7007858841284724,Benzenoids,PLAVWQHGBMTMFR,O=C(c1ccccc1)N1CCC(Cc2cccc(Nc3cc[nH]n3)n2)CC1,505.10837314400004,C23H22Cl2FN5O3,C;Cl;F;H;N;O,False,1,False,False,506.11564914400003,0.00035085599995454686,PLAVWQHGBMTMFR,1583,False,False,True,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False
CCMSLIB00016144542,rebamipide,[M+H]+,[M+H]1+,371.079,reframe_drugs_pos_P2_G9_id.mzML,P2_G9,1461,9f395de60cbd4d5ea29a925bd1178a95,2025-07-04 23:03:53.0,O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,ALLWOAVDORUJLA-UHFFFAOYSA-N,0.8352219908927521,Benzenoids,ALLWOAVDORUJLA,O=C(NCCc1cc(=O)[nH]c2ccccc12)c1ccccc1,370.07203464,C19H15ClN2O4,C;Cl;H;N;O,False,1,False,False,371.07931064,-0.0003106400000092435,ALLWOAVDORUJLA,1461,True,False,True,True,True,True,False,False,True,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,True,True
