key,libraries,routes,in_msnlib_v1_0
AAAQFGUYHFJNHI,MCEBIO,parent;recorded,True
AAAUHBGRTHINSW,ENAMDISC,parent;recorded,False
AABFWJDLCCDJJN,MCEBIO,parent;recorded,True
AABYYGGKCQWHRA,ENAMDISC,parent;recorded,False
AACALNSOMDQMRY,MCEDIV,parent;recorded,False
AACCTXYABLUXPH,ENAMMOL,parent;recorded,False
AACFPJSJOWQNBN,MCEBIO,parent;recorded,True
AACUJFVOHGRMTR,MCEBIO,parent;recorded,True
AACVPYUISGWNOU,NIHNP,parent;recorded,True
AACWHNWGNNQFNJ,MCEDIV,parent;recorded,False
AADKMXSIGUGEMH,MCEDIV,parent;recorded,False
AADNEQWIZKTMBL,NIHNP,parent;recorded,True
AAEAWLCVAIUTBJ,MCEDIV;MCESCAF,parent;recorded,True
AAEZDRKCAQWFDB,MCEDIV,parent;recorded,False
AAFFHVRNHILQIJ,MCEDIV,parent;recorded,False
AAFJXZWCNVJTMK,MCEBIO;MCEDRUG,parent;recorded,True
AAFKBDRKIZNVOI,MCEDIV,parent;recorded,False
AAFLALGGEYRGTR,MCEBIO,parent;recorded,True
AAGFPTSOPGCENQ,MCEBIO,parent;recorded,True
AAHNBILIYONQLX,MCEBIO,parent;recorded,True
AAHPIJMQJAZYTM,MCEBIO,parent;recorded,True
AAHSTEUFCXJGIV,NIHNP,parent;recorded,True
AAHYTWRSQZFZCM,ENAMMOL,parent;recorded,False
AAIHLBNRYGCFEP,ENAMDISC,parent;recorded,False
AAIIJIOWYALNCC,NIHNP,parent;recorded,True
AAILVFJAIVKJQG,MCEDIV,parent;recorded,False
AAJANDWRABHMKV,MCEDIV;MCESCAF,parent;recorded,True
AAJCAOZPYSHLNJ,ENAMDISC,parent;recorded,False
AAJDRFVCBCLUGH,ENAMDISC,parent;recorded,False
AAJHMZZEADRWRN,MCEDIV,parent;recorded,False
AAJMQTLFRTZCJK,MCEBIO,parent;recorded,True
AAJNUQCUXATYLI,OTAVAPEP,parent;recorded,True
AAJOPMHTWQOBSN,MCEDIV,parent;recorded,False
AAKFSKGDIRKILO,ENAMMOL,parent;recorded,False
AAKIJNHCYGSNGW,MCEDIV,parent;recorded,False
AAKJLRGGTJKAMG,MCEBIO;MCEDRUG,parent;recorded,True
AAKPNRVLVGZWKZ,MCEDIV,parent;recorded,False
AAKRPNIMPXZCJY,ENAMDISC,parent;recorded,False
AALLCALQGXXWNA,MCEBIO;NIHNP,parent;recorded,True
AALLEWUCWSEWPN,OTAVAPEP,parent;recorded,True
AALSSIXXBDPENJ,MCEBIO,parent;recorded,True
AAMBVCCBNOIXNL,MCEDIV,parent;recorded,False
AAMWBCCOOVEHKO,MCEDIV,parent;recorded,False
AANCDRZKTQQELV,TARGETMOL,parent;recorded,False
AANLHOVYRNPCCG,MCEDIV;MCESCAF,parent;recorded,True
AAOADKHNFOGATJ,MCEDIV,parent;recorded,False
AAOLIMLEFKWKOY,MCEBIO,parent;recorded,True
AAOMTOLCSIHZLA,MCEDIV,parent;recorded,False
AAOQQWDQWALLNL,ENAMMOL,parent;recorded,False
AAPOCPWDQZSQRR,ENAMDISC,parent;recorded,False
AAPVVWIJQYJQDU,MCEDIV,parent;recorded,False
AAPXIVFAKVCIMH,MCEDIV,parent;recorded,False
AAQCMZVIQHLXPK,ENAMDISC,parent;recorded,False
AAQHUPAEJMTLMW,MCEDIV,parent;recorded,False
AARIHENRSOEJOC,NIHNP,parent;recorded,True
AARVTLIQNGAELZ,MCEBIO,parent;recorded,True
AASIYTPJJXHZJS,ENAMDISC,parent;recorded,False
AASLFELHFOYXIN,MCEDIV,parent;recorded,False
AASPGTOXCQXNOQ,ENAMMOL,parent;recorded,False
AASPJVSSGHFYEZ,ENAMDISC,parent;recorded,False
AATNJWXJPJWZJO,MCEDIV,parent;recorded,False
AATPYXMXFBBKFO,MCEBIO,parent;recorded,True
AATQPQPHHPJRIB,MCEDIV,parent;recorded,False
AATRFIAYPGUYMW,MCEDIV;MCESCAF,parent;recorded,True
AATXXTHMITUAOJ,MCEBIO,parent;recorded,True
AAUIACSLFPGISU,MCEDIV,parent;recorded,False
AAUQHXZZSVAPDF,MCEDIV,parent;recorded,False
AAUQLHHARJUJEH,MCEBIO,parent;recorded,True
AAUZPDAUBFXASQ,NIHNP,parent;recorded,True
AAVBRRZDZCAKSJ,MCESCAF,parent;recorded,True
AAVITBBBERPUIN,ENAMDISC,parent;recorded,False
AAVLZVTZNNAASM,ENAMDISC,parent;recorded,False
AAVYIKIZGPTVFN,ENAMMOL,parent;recorded,False
AAWZDTNXLSGCEK,MCEBIO;TARGETMOL,parent;recorded,True
AAXCQWCZXLOREK,MCEDIV,parent;recorded,False
AAXHLWMDTNCBRC,ENAMDISC,parent;recorded,False
AAYBONXFXJNZJR,MCESCAF,parent;recorded,True
AAYKKWVXFFYZTJ,ENAMMOL,parent;recorded,False
AAYYFZIKKOGURD,MCEDIV,parent;recorded,False
AAZTWZCBPDEUNH,ENAMDISC,parent;recorded,False
ABACVOXFUHDKNZ,MCEBIO,parent;recorded,True
ABAOVZSDPNRFSH,MCEDIV,parent;recorded,False
ABAQKFFSWRNBAB,MCEDIV,parent;recorded,False
ABAUQTFGZFERHJ,MCESCAF,parent;recorded,True
ABBAAUVWZONDMO,MCEDIV,parent;recorded,False
ABBADGFSRBWENF,MCEBIO,parent;recorded,True
ABBRQEIVBPGBHH,MCEDIV,parent;recorded,False
ABBVAMUCDQETDO,MCEDIV,parent;recorded,False
ABCGFHPGHXSVKI,MCEBIO,parent;recorded,True
ABCLDHGRVRRQTH,ENAMMOL,parent;recorded,False
ABCQZMQEKXPIFP,MCEDIV,parent;recorded,False
ABCWEWNWAYDITM,ENAMMOL,parent;recorded,False
ABDDQTDRAHXHOC,MCEBIO,parent;recorded,True
ABDKAPXRBAPSQN,MCEBIO,parent;recorded,True
ABDRZHVLIRZFQO,ENAMMOL,parent;recorded,False
ABEBRXHVBGVMII,MCEDIV,parent;recorded,False
ABEOZDBDXHFRPF,MCEDIV,parent;recorded,False
ABFCFCPCGMHSRX,MCEDIV,parent;recorded,False
ABFVFIZSXKRBRL,TARGETMOL,parent;recorded,False
ABGOSOMRWSYAOB,MCEBIO,parent;recorded,True
ABGPUQXRCXUIFE,MCESCAF,parent;recorded,True
ABGYPNGZQUTBTH,ENAMDISC,parent;recorded,False
ABGZKYLUNKBOCQ,ENAMDISC,parent;recorded,False
ABHHIGWFFMCQOC,NIHNP,parent;recorded,True
ABHPWDORHHCHDL,MCEDIV,parent;recorded,False
ABHSTJRFIMIPSW,MCEDIV,parent;recorded,False
ABIOLERGQNWMRB,MCEDIV,parent;recorded,False
ABJKWBDEJIDSJZ,MCEBIO;MCEDRUG,parent;recorded,True
ABJOCPBDVGJFLG,NIHNP,parent;recorded,True
ABJVQMQZVOYUMQ,MCEDIV,parent;recorded,False
ABKBDMPNGBOCLQ,ENAMDISC,parent;recorded,False
ABKCFISXPHPMMD,MCEDIV,parent;recorded,False
ABKCKTZJSCRJQJ,ENAMDISC,parent;recorded,False
ABKJCDILEUEJSH,MCEBIO,parent;recorded,True
ABMAUKFIVHZBGU,MCEDIV,parent;recorded,False
ABMLKKCDLVXVDG,MCEDIV,parent;recorded,False
ABMUNUSXKYUURV,MCEDIV,parent;recorded,False
ABMZSNRXQRQCQT,ENAMDISC,parent;recorded,False
ABNIDCXKNWWRAL,MCESCAF,parent;recorded,True
ABNUIFCAPXTGOU,MCEDIV,parent;recorded,False
ABNUOTJZDQDNBK,ENAMDISC,parent;recorded,False
ABOJUMOHOUTFOR,MCEDIV,parent;recorded,False
ABOPFTMRWVBHGJ,MCEDIV,parent;recorded,False
ABOPTWOWDLNBOE,NIHNP,parent;recorded,True
ABORWESIKJVKBN,NIHNP,parent;recorded,True
ABPRAVJDMXBCSR,ENAMDISC,parent;recorded,False
ABPZGPXYDKINAU,MCEDIV;MCESCAF,parent;recorded,True
ABQKMDIJZMNCPO,MCEDIV,parent;recorded,False
ABQPUKFFJVLSIX,MCEDIV,parent;recorded,False
ABQYNGFPMBXNJC,MCEDIV,parent;recorded,False
ABRISPFTOZIXMP,ENAMMOL,parent;recorded,False
ABRQHEWGUOURNR,ENAMDISC,parent;recorded,False
ABRULANJVVJLFI,TARGETMOL,parent;recorded,False
ABSKTKWHYYZMMT,MCEDIV,parent;recorded,False
ABSRQHVMZISTGC,ENAMDISC,parent;recorded,False
ABSZDLFPZYSNMZ,ENAMDISC,parent;recorded,False
ABTFXPJNHWGWLK,ENAMDISC,parent;recorded,False
ABTJEKLFRVKWNV,ENAMDISC,parent;recorded,False
ABTMPEWWLNFYJP,MCEDIV,parent;recorded,False
ABTNALLHJFCFRZ,NIHNP,parent;recorded,True
ABTYJJAVFPXGGG,ENAMDISC,parent;recorded,False
ABUPYBBLLDSUMF,ENAMMOL,parent;recorded,False
ABVAWTZOPFQHAB,ENAMDISC,parent;recorded,False
ABVDJKDAAWCYKH,NIHNP,parent;recorded,True
ABXDBVMGRKZFRC,NIHNP,parent;recorded,True
ABXIUYMKZDZUDC,MCEBIO,parent;recorded,True
ABXXOQUNFUOENU,MCEDIV,parent;recorded,False
ABYOVIVWKRGMMX,MCESCAF,parent;recorded,True
ABZCQTFTMVCNHR,ENAMMOL,parent;recorded,False
ABZFPJRBPBCZTN,MCEDIV,parent;recorded,False
ABZSPJVXTTUFAA,MCEBIO,parent;recorded,True
ACAAARRHTVKSKR,MCEDIV,parent;recorded,False
ACAAVKGSTVOIQB,NIHNP,parent;recorded,True
ACAKNPKRLPMONU,MCEBIO,parent;recorded,True
ACAWCMMCJAIZGR,ENAMMOL,parent;recorded,False
ACBIVSGMHXXZHJ,MCEDIV,parent;recorded,False
ACCFLVVUVBJNGT,MCEBIO,parent;recorded,True
ACCMWZWAEFYUGZ,MCEBIO;MCEDRUG,parent;recorded,True
ACCRKQWGKXZJPM,ENAMMOL,parent;recorded,False
ACCRQIAOUWGZJF,MCEDIV,parent;recorded,False
ACDCIGNJWLEXTH,ENAMMOL,parent;recorded,False
ACDFWSNAQWFRRF,MCEBIO,parent;recorded,True
ACDLFRQZDTZESK,MCEDIV;OTAVAPEP,parent;recorded,True
ACDMDTDBWKBWMC,MCEDIV,parent;recorded,False
ACEJLQCTYCBBDL,MCEDIV,parent;recorded,False
ACEWLPOYLGNNHV,MCEBIO;MCEDRUG,parent;recorded,True
ACFIXJIJDZMPPO,MCEBIO,parent;recorded,True
ACFQGTMTFLDFLP,ENAMMOL,parent;recorded,False
ACFSCJZUZVOFCN,ENAMDISC,parent;recorded,False
ACGDKVXYNVEAGU,MCEBIO;MCEDRUG,parent;recorded,True
ACGHJVZDNQZJOV,NIHNP,parent;recorded,True
ACGPSJNQVVFEGB,MCEDIV;MCESCAF,parent;recorded,True
ACGWJBZGTSSLID,ENAMDISC,parent;recorded,False
ACGWJYPSNRKNPW,NIHNP,parent;recorded,True
ACIJGUBIMXQCMF,MCEBIO;TARGETMOL,parent;recorded,True
ACIMRXKJKQGBGL,MCEBIO,parent;recorded,True
ACISVJYCTXTNEU,MCEDIV,parent;recorded,False
ACJCMXUGBNPKEK,ENAMDISC,parent;recorded,False
ACJFCBRHMCUMTM,MCEDIV,parent;recorded,False
ACJJCESCDWZALG,MCEDIV,parent;recorded,False
ACJWOZHEDYXREA,MCEDIV,parent;recorded,False
ACKAGGWASQAMJO,MCEDIV,parent;recorded,False
ACKFKMWZVQMORT,MCEDIV,parent;recorded,False
ACKGPXAGBGOMDC,MCEDIV,parent;recorded,False
ACKRFWQHUQAQFF,OTAVAPEP,parent;recorded,True
ACLDCGFDXPDHPY,MCEDIV,parent;recorded,False
ACLJBTIOMHMPDW,ENAMDISC,parent;recorded,False
ACLOLICRBMXVEG,MCEDIV,parent;recorded,False
ACLRKOPAEXVBEP,OTAVAPEP,parent;recorded,True
ACLUEOBQFRYTQS,MCEBIO,parent;recorded,True
ACLZQYKMVJSLRF,MCEDIV,parent;recorded,False
ACMHOWPLWQGCSA,ENAMDISC,parent;recorded,False
ACMLKANOGIVEPB,MCEBIO,parent;recorded,True
ACMOLWIRQARMJK,ENAMDISC,parent;recorded,False
ACMROHWMUFFBFP,MCEDIV,parent;recorded,False
ACNGTJSRIRKXED,MCEDIV,parent;recorded,False
ACNHBCIZLNNLRS,NIHNP,parent;recorded,True
ACNQCDKOPBUSPU,MCEDIV,parent;recorded,False
ACOMKJHFCVKGEM,OTAVAPEP,parent;recorded,True
ACOQCRWPQYUNSU,MCEDIV;MCESCAF,parent;recorded,True
ACOXQYLJOQAHST,MCEBIO,parent;recorded,True
ACPDIIJQNMFHOK,OTAVAPEP,parent;recorded,True
ACPIBRJMZCTLRG,ENAMDISC,parent;recorded,False
ACPOUJIDANTYHO,MCEBIO,parent;recorded,True
ACPQPGGYZFTHGA,MCEDIV,parent;recorded,False
ACPYVXWGNMAQRC,MCEDIV,parent;recorded,False
ACQBHJXEAYTHCY,MCEBIO,parent;recorded,True
ACQFLSBOGRRYMD,MCEDIV,parent;recorded,False
ACQRUPZAAPLQQP,NIHNP,parent;recorded,True
ACRDPZBVMXMIBY,MCEDIV,parent;recorded,False
ACRHBAYQBXXRTO,MCEBIO;MCEDRUG;MCESCAF,parent;recorded,True
ACRIYYKEWCXQOS,NIHNP,parent;recorded,True
ACRPUNKAESEFRM,ENAMDISC,parent;recorded,False
ACSALFRZGTUHRF,ENAMDISC,parent;recorded,False
ACSBMRVJXOQJQX,MCEDIV,parent;recorded,False
ACSIXWWBWUQEHA,MCEBIO;MCEDRUG,parent;recorded,True
ACSQLTBPYZSGBA,MCEBIO,parent;recorded,True
ACTFHESERZGHMQ,MCESCAF,parent;recorded,True
ACTOXUHEUCPTEW,MCEBIO;MCEDRUG,parent;recorded,True
ACTRVOBWPAIOHC,MCEBIO;MCEDRUG,parent;recorded,True
ACTURNFJOTWPRQ,MCEDIV,parent;recorded,False
ACVARNQZDARUBB,MCEDIV,parent;recorded,False
ACVAWGBVBDKBNY,ENAMDISC,parent;recorded,False
ACVGNKYJVGNLIL,MCEBIO,parent;recorded,True
ACVGWSKVRYFWRP,MCEBIO,parent;recorded,True
ACVHCNQDPAFJCU,MCEDIV;MCESCAF,parent;recorded,True
ACVKFJJSEWGLFI,ENAMDISC,parent;recorded,False
ACWBBAGYTKWBCD,MCEBIO,parent;recorded,True
ACWBQPMHZXGDFX,MCEBIO;MCEDRUG;MCESCAF,parent;recorded,True
ACWCANXGLNLMJB,MCEBIO,parent;recorded,True
ACWKGTGIJRCOOM,MCEBIO,parent;recorded,True
ACWMEHXOHYZXMR,MCESCAF,parent;recorded,True
ACWNCXLRNBKDEE,ENAMDISC,parent;recorded,False
ACWOMSOYIIVIRV,MCEBIO,parent;recorded,True
ACWVUVIRXSVEKE,MCEDIV,parent;recorded,False
ACWZRVQXLIRSDF,MCEBIO;MCEDRUG,parent;recorded,True
ACXLDDSBWUCCHB,MCEDIV,parent;recorded,False
ACXLONXGKMCKHC,MCEDIV,parent;recorded,False
ACXLVKYMISNUFD,NIHNP,parent;recorded,True
ACXWWDXAFOVIOM,MCEDIV,parent;recorded,False
ACYIDOUODAIODC,MCESCAF,parent;recorded,True
ACYXDIZTQDLTCB,NIHNP,parent;recorded,True
ACZIZXRWQVYTRI,ENAMDISC,parent;recorded,False
ACZKVQWRKIVZNE,ENAMDISC,parent;recorded,False
ACZLVDVQXPCDBR,MCEDIV,parent;recorded,False
ACZWDVUUAWWWHR,ENAMDISC,parent;recorded,False
ADACAMXIRQREOB,NIHNP,parent;recorded,True
ADAHADRJWVCICR,ENAMMOL,parent;recorded,False
ADAIDEJRQDIPQF,MCEDIV,parent;recorded,False
ADAIJADAIWLLRU,MCEDIV,parent;recorded,False
ADAMQYUOLZWDFC,MCESCAF,parent;recorded,True
ADASSQXULUZCDU,MCEDIV,parent;recorded,False
ADBHAJDGVKLXHK,MCEBIO,parent;recorded,True
ADBIDZYGBUZNHU,ENAMDISC,parent;recorded,False
ADBJOMTYSFGMFT,ENAMDISC,parent;recorded,False
ADBSBHUZPCBDEQ,MCEDIV,parent;recorded,False
ADCFYGFVBMGCSX,MCESCAF,parent;recorded,True
ADCLNAAAKOKRPI,ENAMDISC,parent;recorded,False
ADCLVWNNQHSMHA,MCEDIV;MCESCAF,parent;recorded,True
ADDBSLUMEBSRSH,ENAMDISC,parent;recorded,False
ADDJFJAUEAOGJY,ENAMDISC,parent;recorded,False
ADDLXGZBTXNVDS,NIHNP,parent;recorded,True
ADEBPBSSDYVVLD,MCEBIO;MCEDRUG,parent;recorded,True
ADEBTUFPSZKNOA,ENAMMOL,parent;recorded,False
ADELOEHSGAVWHH,ENAMDISC,parent;recorded,False
ADESETWTVRFOQG,MCEDIV,parent;recorded,False
ADFBKLLXFBUXNH,ENAMDISC,parent;recorded,False
ADFCQWZHKCXPAJ,MCEBIO,parent;recorded,True
ADFIGDSLXXFDCK,MCEDIV,parent;recorded,False
ADFOJJHRTBFFOF,MCEBIO;MCEDRUG,parent;recorded,True
ADFWQBGTDJIESE,MCEBIO,parent;recorded,True
ADGDJBSQGGZUSB,MCEDIV,parent;recorded,False
ADGGYDAFIHSYFI,MCEBIO,parent;recorded,True
ADHBOCDOAOUXQV,ENAMDISC,parent;recorded,False
ADHHOUXZPBYYSU,MCEBIO,parent;recorded,True
ADHRHUSPWCFNFV,MCEDIV,parent;recorded,False
ADIALAZTBGIRSN,NIHNP,parent;recorded,True
ADIGZCKKPFDAJH,MCEDIV,parent;recorded,False
ADIUPEWWEFFZKQ,ENAMDISC,parent;recorded,False
ADJZKJFBPVYXOI,MCEDIV,parent;recorded,False
ADKDNDYYIZUVCZ,MCEBIO,parent;recorded,True
ADKLMOJIJGHCCD,MCEBIO,parent;recorded,True
ADKSORRHJQCOAL,MCEDIV,parent;recorded,False
ADKWDRQMDHFTJP,ENAMMOL,parent;recorded,False
ADLKEGTUALSXJT,MCEDIV,parent;recorded,False
ADLMQVIBEWLSNU,MCEDIV,parent;recorded,False
ADLSQSIMPORUCH,MCEDIV,parent;recorded,False
ADLXIHFVNXZHCX,ENAMMOL,parent;recorded,False
ADMHNFPUCOWXKY,ENAMDISC,parent;recorded,False
ADMSPRCXXNLVRZ,ENAMDISC,parent;recorded,False
ADNPLDHMAVUMIW,TARGETMOL,parent;recorded,False
ADNQJSLRVBPSSJ,ENAMDISC,parent;recorded,False
ADNQSVKGFOVISW,ENAMDISC,parent;recorded,False
ADODKNPTCRCQJX,ENAMMOL,parent;recorded,False
ADOGPUFGFUQERC,MCESCAF,parent;recorded,True
ADOHASQZJSJZBT,MCEBIO,parent;recorded,True
ADOPIQMSCCFUHR,MCEDIV,parent;recorded,False
ADOSVDAEFOKQAB,MCEDIV,parent;recorded,False
ADPBTBPPIIKLEH,NIHNP,parent;recorded,True
ADPBWRONXXWBJX,MCEDIV,parent;recorded,False
ADPIEGXXCABJCH,MCEDIV,parent;recorded,False
ADRASYRAKZEMMB,MCEDIV,parent;recorded,False
ADRDYYKTRZRBHQ,ENAMDISC,parent;recorded,False
ADRFGCIUHYGSIP,ENAMDISC,parent;recorded,False
ADRSZIQSSXPARX,MCEDIV,parent;recorded,False
ADRVHQUIMACBAD,MCEDIV,parent;recorded,False
ADSAQTUAGOVXJN,MCEDIV;MCESCAF,parent;recorded,True
ADSAZRTZGLVRMQ,MCEDIV,parent;recorded,False
ADSMBKVRRDVFGB,MCEDIV,parent;recorded,False
ADSUQICMBSGRKP,ENAMMOL,parent;recorded,False
ADSYMQORONDIDD,TARGETMOL,parent;recorded,False
ADTOVLSBDWPOAA,MCEDIV,parent;recorded,False
ADUDROSLTSCLAT,ENAMMOL,parent;recorded,False
ADUMIBSPEHFSLA,MCEBIO,parent;recorded,True
ADUZMHIDLNHECM,ENAMMOL,parent;recorded,False
ADUZOYYYNWLSTK,MCESCAF,parent;recorded,True
ADVGKWPZRIDURE,MCEBIO;NIHNP,parent;recorded,True
ADVGWPASCPTNTR,MCEDIV,parent;recorded,False
ADVJXBYKJUAHIJ,MCEDIV,parent;recorded,False
ADVPTQAUNPRNPO,MCEBIO,parent;recorded,True
ADVSLLRGGNVROC,MCEDIV,parent;recorded,False
ADWLJKACUPPPOM,ENAMDISC,parent;recorded,False
ADWNGGVLGHDYOK,MCESCAF,parent;recorded,True
ADXAIGPGBPICTL,MCEDIV,parent;recorded,False
ADXGNEYLLLSOAR,MCEBIO,parent;recorded,True
ADXGZQRJIYRSGK,MCEBIO,parent;recorded,True
ADXICZKAJXYAGF,ENAMDISC,parent;recorded,False
ADXIHSGWORWWDP,MCEDIV,parent;recorded,False
ADXRSWTZHYJBHA,MCESCAF,parent;recorded,True
ADXXYJQVINFUJD,ENAMDISC,parent;recorded,False
ADYIRRXTDCCUBH,ENAMDISC,parent;recorded,False
ADYQMVLQQBLDOX,ENAMDISC,parent;recorded,False
ADZBMFGQQWPHMJ,MCEBIO,parent;recorded,True
ADZJCRTUDHZFMO,MCEDIV,parent;recorded,False
ADZOOFPCYCFZHV,MCESCAF,parent;recorded,True
ADZYULMWNMOPME,ENAMDISC,parent;recorded,False
AEAKDPILEQCPAA,MCEDIV,parent;recorded,False
AEAPMULDVUIQBT,ENAMDISC,parent;recorded,False
AEAPORIZZWBIEX,MCEBIO,parent;recorded,True
AEAXVRKUMUSRIG,MCEDIV,parent;recorded,False
AEBMIGWPSNFWOA,ENAMMOL,parent;recorded,False
AEBORMNUOJEQOL,NIHNP,parent;recorded,True
AECDBHGVIIRMOI,MCEBIO,parent;recorded,True
AECMTTHANKYVGY,MCEDIV,parent;recorded,False
AEDDIBAIWPIIBD,MCEBIO;NIHNP,parent;recorded,True
AEDWKTWKVOTQKL,MCEDIV,parent;recorded,False
AEEMKDZUCOIMKP,MCEDIV,parent;recorded,False
AEENEMOEBJOKGN,MCEBIO,parent;recorded,True
AEEOHJDEILSIJN,ENAMMOL,parent;recorded,False
AEEOKBLZINVHLQ,ENAMDISC,parent;recorded,False
AEEPAOFMVUNGQU,MCEDIV,parent;recorded,False
AEESCBLXBYNFNH,MCEDIV,parent;recorded,False
AEEZKSZCKDCLHT,MCEDIV,parent;recorded,False
AEFJYYQUZYTKLN,MCEDIV;MCESCAF,parent;recorded,True
AEFMTBQZWMUASH,TARGETMOL,parent;recorded,False
AEFYFGMSRKDXHZ,MCEBIO,parent;recorded,True
AEGMTRFJZYFDRR,OTAVAPEP,parent;recorded,True
AEGRRYPLKCPBBE,MCEDIV,parent;recorded,False
AEGSIYIIMVBZQU,MCEBIO,parent;recorded,True
AEGZYCGXUREGSM,NIHNP,parent;recorded,True
AEHFUSPLVGWEEP,MCEBIO,parent;recorded,True
AEHKEIAXNGIEAC,MCEDIV,parent;recorded,False
AEHLYUWXSZHTGY,MCEDIV;MCESCAF,parent;recorded,True
AEJACXAFHXBVHF,MCEBIO,parent;recorded,True
AEJZPCBYYBKYPZ,ENAMDISC,parent;recorded,False
AEKASPIOVIQYJC,MCEDIV,parent;recorded,False
AEKCMFYYTJHRPX,ENAMDISC,parent;recorded,False
AEKHNNIENKHATR,MCEDIV,parent;recorded,False
AEKOKNWQDFKVGO,NIHNP,parent;recorded,True
AELCINSCMGFISI,MCEBIO;MCEDRUG,parent;recorded,True
AELFNZAMWOETOP,MCEDIV,parent;recorded,False
AELOEXCSUFFNEK,MCEDIV,parent;recorded,False
AELSEWMMADWPHW,MCEDIV,parent;recorded,False
AEMCTOLKWFWECQ,MCEDIV,parent;recorded,False
AEMJDNJKSCBKRL,TARGETMOL,parent;recorded,False
AEMLNYNLJWRYRZ,ENAMMOL,parent;recorded,False
AEMOLEFTQBMNLQ,MCEBIO;TARGETMOL,parent;recorded,True
AEMRFAOFKBGASW,MCEBIO,parent;recorded,True
AEMWTTAJTDUSKK,MCEDIV,parent;recorded,False
AEOBGWSMUHRGAG,ENAMMOL,parent;recorded,False
AEOCXXJPGCBFJA,MCEBIO;MCEDRUG,parent;recorded,True
AEOJZEUDQMBIJS,ENAMMOL,parent;recorded,False
AEORYQAXPUGBGE,MCEDIV,parent;recorded,False
AEPFGJLCYYNHBG,OTAVAPEP,parent;recorded,True
AEPHMLMMSNXVMR,ENAMDISC,parent;recorded,False
AEPIZTKZFWKJOM,ENAMDISC,parent;recorded,False
AEPMKZIOUKHDOO,NIHNP,parent;recorded,True
AEPSHGNWDBLZKI,MCEDIV,parent;recorded,False
AEQDJSLRWYMAQI,MCEBIO;MCEDRUG;TARGETMOL,parent;recorded,True
AEQGVXDNVKETBF,MCEDIV,parent;recorded,False
AEQLHDVVBGBBPV,MCEDIV,parent;recorded,False
AEQQTRNGACIZOY,MCEDIV,parent;recorded,False
AEQTYHLWMVTNJH,MCEDIV,parent;recorded,False
AERAMEUFSDVACO,NIHNP,parent;recorded,True
AERBNCYCJBRYDG,MCEBIO;TARGETMOL,parent;recorded,True
AERCHBXMMRQASV,MCEDIV,parent;recorded,False
AERTVIJCAYHIMX,MCEDIV,parent;recorded,False
AESCVDYQNJCCKA,MCEDIV,parent;recorded,False
AESYCUQIOQZTLE,ENAMDISC,parent;recorded,False
AESZSCIZSWYAAO,MCEDIV,parent;recorded,False
AETDGIHVYFQVFV,ENAMDISC,parent;recorded,False
AETKQQBRKSELEL,TARGETMOL,parent;recorded,False
AETVVUBMYLICPO,MCEDIV,parent;recorded,False
AEUAVVIPDJTEFS,NIHNP,parent;recorded,True
AEULVFLPCJOBCE,MCEBIO,parent;recorded,True
AEURKIVOHDGFCS,MCEDIV,parent;recorded,False
AEUTYOVWOVBAKS,MCEBIO;MCEDRUG,parent;recorded,True
AEVJJMNIBXJQAE,ENAMDISC,parent;recorded,False
AEWKGKKUTPDGLB,MCEDIV,parent;recorded,False
AEWSBDWGLPVTAX,ENAMDISC,parent;recorded,False
AEWWYYATIVCBJL,ENAMDISC,parent;recorded,False
AEWXHZOEABLVSI,MCESCAF,parent;recorded,True
AEXFXNFMSAAELR,MCEBIO,parent;recorded,True
AEXJMQYVIPHZDJ,NIHNP,parent;recorded,True
AEXKXNVKAQMLHR,ENAMDISC,parent;recorded,False
AEXUJKACYNXLEA,MCEDIV,parent;recorded,False
AEXWTPJOQWLAFH,ENAMMOL,parent;recorded,False
AEYBRDRJRPSAIR,ENAMDISC,parent;recorded,False
AEYFSHJVKKIKJB,MCEDIV;MCESCAF,parent;recorded,True
AEYRDFZNOFKAPT,MCESCAF,parent;recorded,True
AEYUKLGVHVHAGC,NIHNP,parent;recorded,True
AEYXDBIRJURKBA,MCESCAF,parent;recorded,True
AEZAHFYGWIDBLD,ENAMDISC,parent;recorded,False
AEZGRQSLKVNPCI,MCEBIO,parent;recorded,True
AEZORJPEEVGPGB,MCEDIV,parent;recorded,False
AEZPAUSGTAHLOQ,MCEBIO,parent;recorded,True
AEZQFJBQJQUQRA,ENAMMOL,parent;recorded,False
AEZQGSQEXPUADE,MCEBIO,parent;recorded,True
AFAQTQXKMTVJIJ,MCEDIV,parent;recorded,False
AFAYLLXYMBBONI,MCEDIV,parent;recorded,False
AFBGQGHTUZMRCU,MCEDIV,parent;recorded,False
AFBIPIOFYMDNFD,MCEDIV,parent;recorded,False
AFBKIISCZQKKOA,MCEDIV,parent;recorded,False
AFCFHFBFRPWHAU,MCEDIV,parent;recorded,False
AFCGFAGUEYAMAO,MCEBIO;MCEDRUG,parent;recorded,True
AFCPDLOKLXHUJG,MCEDIV,parent;recorded,False
AFDBULDXOUDVIX,ENAMDISC,parent;recorded,False
AFDCOPAFBSFUDD,MCEDIV,parent;recorded,False
AFDMPFHASFALTF,MCESCAF,parent;recorded,True
AFDPFLDWOXXHQM,MCEBIO,parent;recorded,True
AFDQRHHHLLRAPO,ENAMDISC,parent;recorded,False
AFDXODALSZRGIH,MCEBIO,parent;recorded,True
