key,libraries,routes,in_msnlib_v1_0
HIZAIAJXNIMCPD,MCEDIV,parent;recorded,False
HIZGKHCYMVSHGP,MCEDIV,parent;recorded,False
HJABIYJRZIWBLB,MCESCAF,parent;recorded,True
HJAFZVCWRAQZEO,MCEDIV,parent;recorded,False
HJAVDTFFHRPLSV,MCEDIV,parent;recorded,False
HJAYMHYJHPMAJK,MCEDIV;MCESCAF,parent;recorded,True
HJBBRHYDVCVOEF,ENAMMOL,parent;recorded,False
HJBUYKZTEBZNSH,NIHNP;TARGETMOL,parent;recorded,True
HJBWBFZLDZWPHF,MCEBIO;MCEDRUG,parent;recorded,True
HJBWJAPEBGSQPR,MCEBIO;NIHNP,parent;recorded,True
HJCIDDIHDLOVSJ,ENAMMOL,parent;recorded,False
HJCMDXDYPOUFDY,MCEBIO,parent;recorded,True
HJCSPNHJXFZOIN,MCEDIV;MCESCAF,parent;recorded,True
HJDJPTAEXGYFEZ,MCEDIV,parent;recorded,False
HJDODWXISWRQIF,NIHNP,parent;recorded,True
HJDRAWROJKARNN,MCEDIV,parent;recorded,False
HJDRTKCEIMYMGG,ENAMDISC,parent;recorded,False
HJEOGJWDUXEFOQ,MCEDIV,parent;recorded,False
HJESFMONCIKKSO,MCESCAF,parent;recorded,True
HJEWHPHWUBGOLG,ENAMDISC,parent;recorded,False
HJEXOQUMFMERIM,TARGETMOL,parent;recorded,False
HJFVKXUGRJPMMK,ENAMDISC,parent;recorded,False
HJFZAYHYIWGLNL,TARGETMOL,parent;recorded,False
HJGMCDHQPXTGAV,MCEBIO,parent;recorded,True
HJGNBDGYUXMLSA,MCEDIV,parent;recorded,False
HJGURBGBPIKRER,MCEBIO,parent;recorded,True
HJHGMQNTZFJDBJ,ENAMDISC,parent;recorded,False
HJHQRUUBNFYFFC,MCEDIV,parent;recorded,False
HJHZKVPSNCNLSR,MCEDIV,parent;recorded,False
HJJDBAOLQAWBMH,MCEBIO;MCEDRUG,parent;recorded,True
HJJNHDLYWZTKGQ,MCEBIO,parent;recorded,True
HJJPJSXJAXAIPN,MCEBIO;NIHNP,parent;recorded,True
HJJYSMRNBVZLLG,ENAMDISC,parent;recorded,False
HJKNRMZOACCFLX,ENAMDISC,parent;recorded,False
HJKQFAIAZHHRKW,NIHNP,parent;recorded,True
HJLQGDVBEGJVBC,ENAMDISC,parent;recorded,False
HJLSLZFTEKNLFI,MCEBIO;MCEDRUG,parent;recorded,True
HJMDOAWWVCOEDW,TARGETMOL,parent;recorded,False
HJMIBADLAUSDLP,ENAMDISC,parent;recorded,False
HJMQDJPMQIHLPB,MCEBIO,parent;recorded,True
HJNGUDGOWFSNLR,MCEDIV;MCESCAF,parent;recorded,True
HJNJAUYFFFOFBW,TARGETMOL,parent;recorded,False
HJNNBFAGLNOKER,MCEDIV,parent;recorded,False
HJNNPIXNWKSRSK,ENAMDISC,parent;recorded,False
HJNQRQRYLIRIOK,MCEDIV,parent;recorded,False
HJNXUFAXEDMAAX,ENAMDISC,parent;recorded,False
HJOMKKWSQGXGQX,MCEDIV;MCESCAF,parent;recorded,True
HJOPLBQJTRQPAY,MCEDIV,parent;recorded,False
HJOPUTXKHKYMMX,ENAMDISC,parent;recorded,False
HJORMJIFDVBMOB,MCEBIO,parent;recorded,True
HJOUSWJOPKLCGA,MCEBIO,parent;recorded,True
HJOVHMDZYOCNQW,MCEBIO,parent;recorded,True
HJPCPKJAOGCIMS,ENAMDISC,parent;recorded,False
HJPIKKKAGLKWNA,ENAMDISC,parent;recorded,False
HJPQNKRXWKKENN,MCESCAF,parent;recorded,True
HJQCAEDIUJXGCQ,MCEDIV,parent;recorded,False
HJQILFPVRNHTIG,MCEBIO,parent;recorded,True
HJQZEHUWKLTEBJ,OTAVAPEP,parent;recorded,True
HJRFUUAJCHSAIN,MCEDIV,parent;recorded,False
HJRHJGDMFQHKHG,ENAMDISC,parent;recorded,False
HJRHSOKYQYJCOZ,ENAMMOL,parent;recorded,False
HJRSASYUNLFALJ,MCEDIV,parent;recorded,False
HJRVLGWTJSLQIG,TARGETMOL,parent;recorded,False
HJRVUUHIBWABRZ,MCEDIV,parent;recorded,False
HJRWCOQIELBXBL,ENAMDISC,parent;recorded,False
HJSQDKDGHIOANW,OTAVAPEP,parent;recorded,True
HJSSPYJVWLTYHG,MCEBIO,parent;recorded,True
HJTVQHVGMGKONQ,MCEBIO,parent;recorded,True
HJUJXDKMXBHYID,ENAMDISC,parent;recorded,False
HJURBEHONKUNEP,MCEDIV;MCESCAF,parent;recorded,True
HJUSLPCNLXKZRT,ENAMMOL,parent;recorded,False
HJVIYGINLKUTMH,MCEDIV,parent;recorded,False
HJVRGNVSQKIHBY,MCESCAF,parent;recorded,True
HJVXUQIBIZJSDW,MCEDIV;MCESCAF,parent;recorded,True
HJWBNUQVZJTJIV,ENAMMOL,parent;recorded,False
HJWHHQIVUHOBQN,MCEBIO,parent;recorded,True
HJWIIOZSLWRPHZ,ENAMDISC,parent;recorded,False
HJWLJNBZVZDLAQ,MCEBIO;MCEDRUG;MCESCAF,parent;recorded,True
HJWMHASXOQJPMK,NIHNP,parent;recorded,True
HJWUQHBYOGZTTM,MCEBIO,parent;recorded,True
HJXIEUHAFFZILG,MCESCAF,parent;recorded,True
HJXMNVQARNZTEE,MCEBIO;MCEDRUG,parent;recorded,True
HJXVTHXFJFOVIW,MCEDIV,parent;recorded,False
HJXWZGVMHDPCRS,MCEDIV;MCESCAF,parent;recorded,True
HJYNNFAPXVIBTD,NIHNP,parent;recorded,True
HJYYPODYNSCCOU,MCEBIO;MCEDRUG,parent;recorded,True
HJYYQFVLSQWEDJ,ENAMMOL,parent;recorded,False
HJZBBUFIXNVICN,MCESCAF,parent;recorded,True
HJZFPRVFLBBAMU,ENAMMOL,parent;recorded,False
HJZJYKVTLAXNNJ,MCEDIV,parent;recorded,False
HJZLEGIHUQOJBA,ENAMMOL,parent;recorded,False
HJZQAVNPDAQMBD,ENAMMOL,parent;recorded,False
HKAFBOKNZXMOHQ,MCEDIV,parent;recorded,False
HKALDQGJBFYGAC,MCEDIV,parent;recorded,False
HKBFSLCWNSLUIT,MCEDIV,parent;recorded,False
HKBJRFTYNRTKTA,MCEDIV;MCESCAF,parent;recorded,True
HKBLADUXNITVET,ENAMDISC,parent;recorded,False
HKCIFTPSIQZCJI,MCESCAF,parent;recorded,True
HKCLSDCBERVTCT,ENAMMOL,parent;recorded,False
HKCSUYBSPHDUQJ,MCEDIV,parent;recorded,False
HKCWOSWEMAUQEH,NIHNP,parent;recorded,True
HKCYLVUKMPFPPX,ENAMDISC,parent;recorded,False
HKDGPPMPQLGNPW,MCESCAF,parent;recorded,True
HKDJOMMIOKJPJG,MCEDIV,parent;recorded,False
HKDLNTKNLJPAIY,MCEBIO;MCEDRUG,parent;recorded,True
HKDTZSIWELSFIE,MCEDIV,parent;recorded,False
HKEAFJYKMMKDOR,MCEBIO;MCEDRUG,parent;recorded,True
HKEGACSXSZODFJ,MCEDIV,parent;recorded,False
HKEGJXKBPGPPGF,MCESCAF,parent;recorded,True
HKEIDGDEMWDWOY,MCEDIV,parent;recorded,False
HKEIMTCRFKXCKO,MCEDIV,parent;recorded,False
HKFBPSOEOJDPPJ,MCEDIV;MCESCAF,parent;recorded,True
HKFCRQTUIVOMQT,MCEDIV,parent;recorded,False
HKGJEHJBTKZCQW,ENAMMOL,parent;recorded,False
HKGJEZIGDHFJFL,MCEBIO,parent;recorded,True
HKGJIAQYOSHPHU,ENAMMOL,parent;recorded,False
HKHCSWPSUSWGLI,MCEBIO,parent;recorded,True
HKHOTMPKQIBGCI,MCEDIV,parent;recorded,False
HKHOVJYOELRGMV,MCEBIO,parent;recorded,True
HKHYWOWHFRQNCZ,ENAMMOL,parent;recorded,False
HKIKAXXIWJHWLY,MCEBIO;NIHNP,parent;recorded,True
HKIOYBQGHSTUDB,MCEBIO,parent;recorded,True
HKJOHXSLBNLQHF,TARGETMOL,parent;recorded,False
HKJOIWLYDJCTQR,MCEBIO,parent;recorded,True
HKLUABPLXJLMBF,MCESCAF,parent;recorded,True
HKLWOYDZCWBZIR,MCEDIV,parent;recorded,False
HKMMXEHTOYYPLW,MCEDIV,parent;recorded,False
HKMPJRGWSUCANB,MCEBIO,parent;recorded,True
HKMWINBOLFNBIJ,ENAMDISC,parent;recorded,False
HKNBJSRIYRDSLB,NIHNP,parent;recorded,True
HKNIIVZENYEGKY,MCEDIV,parent;recorded,False
HKNOBGIJHCBLJW,ENAMDISC,parent;recorded,False
HKODIGSRFALUTA,TARGETMOL,parent;recorded,False
HKOJNOVDDKSYCD,ENAMDISC,parent;recorded,False
HKOKDCKQIDYUFY,MCEDIV,parent;recorded,False
HKORSOVNODUWNA,MCEDIV,parent;recorded,False
HKOWATVSFKRXRW,MCEBIO,parent;recorded,True
HKPKXRZPVRSSFR,ENAMDISC,parent;recorded,False
HKPLTYWURAOVEN,MCEDIV,parent;recorded,False
HKQNHESHJCTPJH,MCEDIV,parent;recorded,False
HKQNXRHYYDIJPA,ENAMDISC,parent;recorded,False
HKQPLCDEVHJBON,ENAMDISC,parent;recorded,False
HKQRMNRUJBCBQL,MCESCAF,parent;recorded,True
HKQYGTCOTHHOMP,MCEBIO,parent;recorded,True
HKQZUYOVMYOFIT,TARGETMOL,parent;recorded,False
HKRBKTZBCSRISY,ENAMDISC,parent;recorded,False
HKRLYXJIBXEMRG,MCEDIV,parent;recorded,False
HKROEBDHHKMNBZ,MCEBIO,parent;recorded,True
HKSZLNNOFSGOKW,MCEBIO,parent;recorded,True
HKTBYUWLRDZAJK,MCEBIO,parent;recorded,True
HKTSJWSBLNDOIY,ENAMDISC,parent;recorded,False
HKVAMNSJSFKALM,MCEBIO;MCEDRUG,parent;recorded,True
HKVDNQVIZIJTQD,MCEDIV,parent;recorded,False
HKVKCDLMRXBIRF,MCEDIV,parent;recorded,False
HKVMGHFYDHWRGW,MCEDIV,parent;recorded,False
HKVWKNMEHNPSIP,ENAMDISC,parent;recorded,False
HKWOAGSHAHKUGV,MCESCAF,parent;recorded,True
HKXBVDGBCUNFCR,MCEDIV,parent;recorded,False
HKXDKLNRKNKBCB,ENAMDISC,parent;recorded,False
HKXICUDOIXLKLJ,MCEDIV,parent;recorded,False
HKXQUNNSKMWIKJ,NIHNP,parent;recorded,True
HKYIYPMCIKPHJF,MCEDIV,parent;recorded,False
HKYJMEULNWKCPM,MCEDIV,parent;recorded,False
HKYLXLMCKULWRF,MCEDIV,parent;recorded,False
HKZCFYIVMLZKKX,NIHNP,parent;recorded,True
HKZDQZNGACWDFQ,MCEDIV;MCESCAF,parent;recorded,True
HKZNADVVGXKQDL,MCEBIO,parent;recorded,True
HLAWTIMLNFQIGJ,ENAMDISC,parent;recorded,False
HLBPOYVRLSXWJJ,NIHNP,parent;recorded,True
HLBRSTXVYHYUAH,OTAVAPEP,parent;recorded,True
HLBSACRQCORDME,ENAMDISC,parent;recorded,False
HLBVYNGQFITJKW,MCEDIV,parent;recorded,False
HLBZSQOUBVLLLL,NIHNP,parent;recorded,True
HLCDNLNLQNYZTK,MCEBIO,parent;recorded,True
HLCHESOMJVGDSJ,MCEBIO,parent;recorded,True
HLDNTCQJCXVCJK,ENAMDISC,parent;recorded,False
HLDXUTCVNMNJPF,MCEDIV,parent;recorded,False
HLDYLAJAWSKPFZ,TARGETMOL,parent;recorded,False
HLEGXWOGPMBECK,MCEDIV,parent;recorded,False
HLEISUOXQPLPGG,MCEDIV,parent;recorded,False
HLEUXGISMWQBFV,ENAMDISC,parent;recorded,False
HLEZFVKLZKUAIC,MCEDIV,parent;recorded,False
HLFMMWPCGGOWJR,MCESCAF,parent;recorded,True
HLFQUUKVLVOMHH,MCEBIO,parent;recorded,True
HLFSDGLLUJUHTE,MCEBIO;MCEDRUG,parent;recorded,True
HLGHUBBOHLDEMI,MCEDIV,parent;recorded,False
HLGLVJXDNAWXLZ,ENAMMOL,parent;recorded,False
HLGMNQLWVAJEMX,MCEDIV,parent;recorded,False
HLGQBSXIBAHNOF,MCEDIV,parent;recorded,False
HLGXDMJKCJBAAC,MCEDIV,parent;recorded,False
HLHBIMJNCKZZQO,MCEDIV,parent;recorded,False
HLHCCAFKPMFFNQ,ENAMMOL,parent;recorded,False
HLHNTIMXRBCRAH,ENAMDISC,parent;recorded,False
HLHWWXODEIXMDI,MCEDIV,parent;recorded,False
HLHXABATIXBZIP,MCEDIV,parent;recorded,False
HLIAVLHNDJUHFG,MCEBIO;MCEDRUG,parent;recorded,True
HLIGKHFHQXRAOX,MCEDIV;MCESCAF,parent;recorded,True
HLIJVVRPMVIBPB,MCEDIV,parent;recorded,False
HLIRGJSKFKWMHE,MCEDIV,parent;recorded,False
HLIVWBCNWLFFAL,OTAVAPEP,parent;recorded,True
HLJMVOJIDHVFJE,ENAMDISC,parent;recorded,False
HLJWXZLYXLNRJB,ENAMDISC,parent;recorded,False
HLKCSSKUMSPVFI,OTAVAPEP,parent;recorded,True
HLKFBXPMNMVYMW,MCEDIV,parent;recorded,False
HLKLZVFLKIPODD,MCEDIV,parent;recorded,False
HLKPEJZRCUUVLB,MCEDIV;MCESCAF,parent;recorded,True
HLKQPKHDMJHHHH,MCEDIV,parent;recorded,False
HLKRXKOGJJRTKX,ENAMMOL,parent;recorded,False
HLKVBGQOAFMPSP,ENAMMOL,parent;recorded,False
HLKXLQAQQODOAS,MCEDIV,parent;recorded,False
HLKXYZVTANABHZ,MCEBIO,parent;recorded,True
HLKYSQGBIIIQJN,MCEBIO,parent;recorded,True
HLLHAJRFISSLTP,MCEDIV,parent;recorded,False
HLLMZTWMGPAXRR,MCEDIV,parent;recorded,False
HLLNTVNRWYKPKX,MCESCAF,parent;recorded,True
HLMBXBGDBBCYII,MCEBIO,parent;recorded,True
HLMCIGUSZNXDKR,MCEDIV,parent;recorded,False
HLMIISQJUKHPME,MCESCAF,parent;recorded,True
HLMMEFFHUOTJOW,MCEDIV,parent;recorded,False
HLNBKIZJWCGTIO,ENAMMOL,parent;recorded,False
HLNDACSJUNEPLF,MCEDIV,parent;recorded,False
HLNMTGHWWMPFBQ,MCEDIV,parent;recorded,False
HLNYGHIQAQKCHT,MCEDIV,parent;recorded,False
HLOCLVMUASBDDP,TARGETMOL,parent;recorded,False
HLODYUFCZKHBBS,MCEDIV,parent;recorded,False
HLOLKAUEMGTBPT,MCEDIV,parent;recorded,False
HLOQDTZCCKENHG,ENAMDISC,parent;recorded,False
HLORMQRMDNZHJH,MCEBIO,parent;recorded,True
HLPQAAFPDJGOGL,MCESCAF,parent;recorded,True
HLPYBAYOSZMCQQ,ENAMDISC,parent;recorded,False
HLPYVXKTMXQMID,MCEDIV;MCESCAF,parent;recorded,True
HLPZSVRSWNQYJQ,ENAMMOL,parent;recorded,False
HLQNRLMGKWFSJI,ENAMDISC,parent;recorded,False
HLQXKQGHAHTZHI,OTAVAPEP,parent;recorded,True
HLRFJNSSHGIAMT,MCEDIV,parent;recorded,False
HLRSCZREXOKADK,MCEDIV,parent;recorded,False
HLRXNUODOFCZEX,ENAMDISC,parent;recorded,False
HLRZTSRGUGSXRI,ENAMDISC,parent;recorded,False
HLSIOUXODPWHFI,TARGETMOL,parent;recorded,False
HLSOHEMSDNNTJI,MCEDIV;MCESCAF,parent;recorded,True
HLTKOFPQDKJCAN,MCEBIO,parent;recorded,True
HLTPEDBLNUOHED,MCESCAF,parent;recorded,True
HLTYOSXGJALPLI,OTAVAPEP,parent;recorded,True
HLUCPRWJBGOLQR,ENAMDISC,parent;recorded,False
HLUQAERDRUPJCS,ENAMDISC,parent;recorded,False
HLVMFYYHDCYEJN,MCEDIV,parent;recorded,False
HLVNITAIGASJBA,MCESCAF,parent;recorded,True
HLVUTWVVAVBPAF,MCEDIV,parent;recorded,False
HLVZPNBTLVNYDI,MCEDIV,parent;recorded,False
HLVZTOYEQZMVCN,ENAMDISC,parent;recorded,False
HLWDZYYWCSAAEB,OTAVAPEP,parent;recorded,True
HLWFQXZBFQLASS,NIHNP,parent;recorded,True
HLWURFKMDLAKOD,MCEBIO;MCEDRUG,parent;recorded,True
HLWWTYHJCPCGQV,MCEDIV,parent;recorded,False
HLXRWTJXGMHOFN,MCEBIO;NIHNP,parent;recorded,True
HLXSCTYHLQHQDJ,MCEBIO,parent;recorded,True
HLYCSYICYKIAMT,MCEDIV,parent;recorded,False
HLYYXPDTFLUERX,ENAMMOL,parent;recorded,False
HLZIFELNGIMSSI,TARGETMOL,parent;recorded,False
HLZKKMLDERDTOW,MCEDIV,parent;recorded,False
HLZKNKRTKFSKGZ,TARGETMOL,parent;recorded,False
HLZPBOSCECOYON,MCESCAF,parent;recorded,True
HLZRHGVNQBDYJX,MCEDIV,parent;recorded,False
HLZSWQTURKGAMY,MCESCAF,parent;recorded,True
HMABYWSNWIZPAG,MCEBIO;MCEDRUG,parent;recorded,True
HMAFRQJZOUQYAZ,MCEDIV,parent;recorded,False
HMAFTPZYFJFEHK,MCEBIO,parent;recorded,True
HMAMELPHPJXNJV,ENAMDISC,parent;recorded,False
HMAWLIPXUUFBKG,MCEDIV,parent;recorded,False
HMBHAQMOBKLWRX,ENAMMOL,parent;recorded,False
HMCCGQPJZOXYGJ,ENAMDISC,parent;recorded,False
HMCFYLGFQXNSOU,OTAVAPEP,parent;recorded,True
HMCMTJPPXSGYJY,TARGETMOL,parent;recorded,False
HMCRNOYPLJBCDV,ENAMMOL,parent;recorded,False
HMCSROSWXOPNCS,MCEDIV,parent;recorded,False
HMCWKZBOHBBVIB,MCEDIV,parent;recorded,False
HMDFGYZGWIKVGA,MCESCAF,parent;recorded,True
HMDXSCDYPSMXHR,MCEDIV,parent;recorded,False
HMEDEBAJARCKCT,MCEBIO,parent;recorded,True
HMEKMMQTCKTXIA,MCEDIV,parent;recorded,False
HMEOZYTVHVWHDZ,MCEDIV,parent;recorded,False
HMEPFGWDJMGGDK,ENAMDISC,parent;recorded,False
HMFBWWNLNYWFBX,MCEDIV,parent;recorded,False
HMFDLNPRZYIHCY,MCEDIV,parent;recorded,False
HMFJMHYAVAPOMR,MCESCAF,parent;recorded,True
HMFSEYJFLNQHOM,ENAMMOL,parent;recorded,False
HMFYYNCSDZSKNY,MCESCAF,parent;recorded,True
HMGCTPMQYVGXSC,NIHNP,parent;recorded,True
HMGFJRIYPNLVKD,ENAMMOL,parent;recorded,False
HMGNBXXEQUFQOU,ENAMDISC,parent;recorded,False
HMHVCUVYZFYAJI,MCEBIO;MCEDRUG,parent;recorded,True
HMHVYHAETBQULI,MCEDIV,parent;recorded,False
HMIIOMCTLWHCIA,MCEDIV,parent;recorded,False
HMIIVKRSDSKGQZ,ENAMDISC,parent;recorded,False
HMIPAPXYPBVZIW,MCESCAF,parent;recorded,True
HMIVVAPMRQMNAK,ENAMMOL,parent;recorded,False
HMIVWYKUWSESLC,ENAMMOL,parent;recorded,False
HMIYQYYQFKTEKW,ENAMDISC,parent;recorded,False
HMJIYCCIJYRONP,MCEBIO;MCEDRUG,parent;recorded,True
HMJRLOBQKHCCCF,MCEDIV,parent;recorded,False
HMJSYXIPNSASJY,MCEDIV,parent;recorded,False
HMKZTNDNIPVLQW,ENAMMOL,parent;recorded,False
HMLIMSDELGYJMR,MCEDIV,parent;recorded,False
HMLQHJRJKQDTKW,MCEBIO,parent;recorded,True
HMLWHKPYWZNTAP,MCEDIV,parent;recorded,False
HMLWRVAUUCPSAK,OTAVAPEP,parent;recorded,True
HMLYKNGYKKJNLC,ENAMMOL,parent;recorded,False
HMMGKOVEOFBCAU,MCEBIO,parent;recorded,True
HMMHKGLPKAQOOH,MCEBIO,parent;recorded,True
HMMPZVXHGJQSSR,ENAMDISC,parent;recorded,False
HMMXKBHUBMUIFA,MCEDIV;MCESCAF,parent;recorded,True
HMMZJVZVKTVYOJ,MCESCAF,parent;recorded,True
HMNMMZPZLJVXAM,MCEDIV,parent;recorded,False
HMNMSBASUVPOKY,MCEDIV,parent;recorded,False
HMOMGSPWDYKCAH,NIHNP,parent;recorded,True
HMOUWGMMQWMINB,MCEDIV,parent;recorded,False
HMOVFDKERCMKBY,MCESCAF,parent;recorded,True
HMPAYSZIZUVASK,MCEDIV,parent;recorded,False
HMPFGVIQGQZBNM,ENAMDISC,parent;recorded,False
HMPGAVHOXOFEHF,ENAMDISC,parent;recorded,False
HMPGIFCHAVWJIT,MCEDIV,parent;recorded,False
HMRXALUEMNXPGR,OTAVAPEP,parent;recorded,True
HMSMTLNPCAHHGP,TARGETMOL,parent;recorded,False
HMSYAPGFKGSXAJ,NIHNP,parent;recorded,True
HMTWEXOCEGUXCU,ENAMDISC,parent;recorded,False
HMUBMSRWAZISHW,MCEDIV,parent;recorded,False
HMUJXQRRKBLVOO,MCEBIO;NIHNP,parent;recorded,True
HMUMWSORCUWQJO,MCEBIO,parent;recorded,True
HMUOMFLFUUHUPE,MCEBIO,parent;recorded,True
HMXGEZQKNLSEPJ,MCEDIV,parent;recorded,False
HMXNVNFNCJGEMY,MCEDIV;MCESCAF,parent;recorded,True
HMXPOCDLAFAFNT,TARGETMOL,parent;recorded,False
HMXYYLCNLNJVPN,MCEDIV,parent;recorded,False
HMYJLVDKPJHJCF,MCEBIO,parent;recorded,True
HMYSOFFJBAZPCH,ENAMDISC,parent;recorded,False
HMYUOVMBHRDOTO,MCEDIV,parent;recorded,False
HMZNEUJCWLHSLV,ENAMDISC,parent;recorded,False
HNAJDMYOTDNOBK,MCEBIO,parent;recorded,True
HNAPHNHPMKKVKB,TARGETMOL,parent;recorded,False
HNATZOKMIBLGID,ENAMDISC,parent;recorded,False
HNAYXCYPZAVRKD,MCEDIV;MCESCAF,parent;recorded,True
HNBDJRNGOYPSCA,MCEDIV,parent;recorded,False
HNBURGGRTZPIDE,MCEDIV,parent;recorded,False
HNDHQRGGQUZYOV,MCESCAF,parent;recorded,True
HNDSESMBMGSAFL,ENAMMOL,parent;recorded,False
HNDVDQJCIGZPNO,MCEBIO;MCEDRUG,parent;recorded,True
HNDXPZPJZGTJLJ,MCEBIO,parent;recorded,True
HNEGQIOMVPPMNR,MCEBIO;TARGETMOL,parent;recorded,True
HNELMKCJXUBJAZ,MCEDIV,parent;recorded,False
HNFHCRJJDJQBCI,MCESCAF,parent;recorded,True
HNFMDEREMWTEEL,MCEDIV,parent;recorded,False
HNFMVVHMKGFCMB,MCEBIO,parent;recorded,True
HNFNNDXTMQRPEQ,MCESCAF,parent;recorded,True
HNFZEGPOELHECW,ENAMMOL,parent;recorded,False
HNGAZJABJOAMSW,MCEBIO,parent;recorded,True
HNGMQKKYVOAGGY,ENAMDISC,parent;recorded,False
HNHABISMFGWJNY,MCEDIV,parent;recorded,False
HNHGGOGVHBFTDB,ENAMDISC,parent;recorded,False
HNICUWMFWZBIFP,TARGETMOL,parent;recorded,False
HNIFCPBQMKPRCX,MCEBIO,parent;recorded,True
HNIXDDZCXPHFHD,MCEDIV,parent;recorded,False
HNJDINRBKGWXEA,ENAMDISC,parent;recorded,False
HNJJARDABGKWSO,MCEBIO,parent;recorded,True
HNJZOHHIXSIJFG,TARGETMOL,parent;recorded,False
HNKBTJQMRZEQNR,ENAMDISC,parent;recorded,False
HNKDHYULHQDJRP,MCEDIV,parent;recorded,False
HNKGGVGQAVODNJ,MCEBIO,parent;recorded,True
HNKGMGPCSSJYOT,MCEBIO,parent;recorded,True
HNKHHEQJAZRGDY,MCEDIV,parent;recorded,False
HNKHNWPLRRRSMU,ENAMDISC,parent;recorded,False
HNKYRTQQNRFTMT,MCEDIV,parent;recorded,False
HNLDKIWEAVTCKP,NIHNP,parent;recorded,True
HNLJOVAPLNLSHL,ENAMDISC,parent;recorded,False
HNLOOQZBZHZGJN,ENAMDISC,parent;recorded,False
HNLWCNRMYCKBQJ,ENAMDISC,parent;recorded,False
HNMWIKVFYHYBKX,MCEDIV,parent;recorded,False
HNMXEJSZKWLINC,MCEDIV;MCESCAF,parent;recorded,True
HNMXNTKRWMOAIV,MCEDIV,parent;recorded,False
HNNDQILUQVCSHL,MCEDIV,parent;recorded,False
HNNMEKLBMLMCBS,ENAMMOL,parent;recorded,False
HNNPYDBOELYTHY,MCEDIV,parent;recorded,False
HNNQILZBIHECCU,NIHNP,parent;recorded,True
HNNRZCQOWUVBLL,MCESCAF,parent;recorded,True
HNNSUZPWERIYIL,MCEBIO,parent;recorded,True
HNOIIHCYJKCZRK,TARGETMOL,parent;recorded,False
HNOLTAKAPDKZRY,MCEBIO,parent;recorded,True
HNOQAFMOBRWDKQ,MCEBIO,parent;recorded,True
HNORVZDAANCHAY,ENAMMOL,parent;recorded,False
HNOSJVWYGXOFRP,TARGETMOL,parent;recorded,False
HNOWOECEKPHTLC,ENAMDISC,parent;recorded,False
HNPPOAMBGQJYNF,MCEDIV,parent;recorded,False
HNQPHIIIDAWNIL,ENAMDISC,parent;recorded,False
HNQQOGINPMHIGD,MCEDIV;MCESCAF,parent;recorded,True
HNQSZPBGDAJIJO,MCEBIO,parent;recorded,True
HNRPWGFGJPJRIF,MCEDIV,parent;recorded,False
HNRZCTRCQZABEN,MCESCAF,parent;recorded,True
HNSDLXPSAYFUHK,MCEBIO;MCEDRUG,parent;recorded,True
HNSGVPAAXJJOPQ,MCEBIO,parent;recorded,True
HNSIIBKQAAHFDJ,MCEDIV,parent;recorded,False
HNSKSRGRCHFHDQ,MCESCAF,parent;recorded,True
HNSUMJLIMHOXRG,ENAMDISC,parent;recorded,False
HNUAVCUHOYRLKU,MCEDIV,parent;recorded,False
HNUBHLBBEFYZBY,MCEDIV,parent;recorded,False
HNUFLGWJKJYUSW,MCEDIV,parent;recorded,False
HNUQALLNFRGLLL,ENAMDISC,parent;recorded,False
HNVJWWBKFFDQAA,NIHNP,parent;recorded,True
HNVOSUFXBDMDIT,ENAMDISC,parent;recorded,False
HNVQOJGVNCLRGI,ENAMMOL,parent;recorded,False
HNVSTBXLLDICMK,ENAMDISC,parent;recorded,False
HNVZLURHVNHGNV,ENAMDISC,parent;recorded,False
HNXRJXFGUZJCNC,MCEDIV,parent;recorded,False
HNYBTVKYLVLWCB,MCEBIO,parent;recorded,True
HNYMJTWMMXRJGT,MCESCAF,parent;recorded,True
HNYVPKNVKSTVJO,ENAMMOL,parent;recorded,False
HNZHGYZWSCRMOO,ENAMDISC,parent;recorded,False
HNZNBYSPCOMBJQ,ENAMDISC,parent;recorded,False
HNZUIWZWQKGVAP,ENAMDISC,parent;recorded,False
HNZUNIKWNYHEJJ,TARGETMOL,parent;recorded,False
HNZXQMFZLLQYEJ,MCEDIV,parent;recorded,False
HOAQPQKOUAFOJG,ENAMDISC,parent;recorded,False
HOAXIRXCONLLRJ,MCEDIV,parent;recorded,False
HOBDSMZSCKDGDV,MCEDIV,parent;recorded,False
HOBFSNNENNQQIU,OTAVAPEP,parent;recorded,True
HOBIIQVSWWPNED,ENAMDISC,parent;recorded,False
HOBUKUYGYYLBAA,ENAMMOL,parent;recorded,False
HOBUOCPDAWXJKO,NIHNP,parent;recorded,True
HOBVBXOUTNYZTO,ENAMDISC,parent;recorded,False
HOBWIDXOHSSCHB,OTAVAPEP,parent;recorded,True
HOCBJBNQIQQQGT,MCEBIO,parent;recorded,True
HOCFDYZWQYGULA,MCEBIO,parent;recorded,True
HOCKGUMMVOPFFC,NIHNP,parent;recorded,True
HOCPLCUGWRFUKT,ENAMMOL,parent;recorded,False
HODLLTGRJQPTLU,OTAVAPEP,parent;recorded,True
HODNSAWMRAWBMB,MCEDIV,parent;recorded,False
HOEDOCWNPQXGJX,MCEDIV,parent;recorded,False
HOENHQLJHFJTEU,ENAMDISC,parent;recorded,False
HOEVRHHMDJKUMZ,MCEBIO;NIHNP,parent;recorded,True
HOFQTOLOWSXUAG,MCEDIV,parent;recorded,False
