spectrum_id,compound_name,adduct,ion_mode,task_polarity,source_file,scan,create_time,precursor_mz_gnps,exact_mass_gnps,structure_route,smiles_used,key,scaffold_group,formula_parent,mono_parent,theoretical_mz,precursor_err_da,mh_mz_theoretical,elements,n_components_raw,charged_raw,charged_parent,heavy_atoms,pool_library_keys,coiso_other_ion_within_0.7,coiso_isomer_in_pool,in_msg15_recorded_all,in_msg15_parent_all,in_msg15_simchallenge_all,in_msg15_recorded_train,in_msg15_recorded_val,in_msg15_recorded_test,in_muru_registry_all,in_muru_registry_direct_reason,in_muru_exposed_union,in_pr7_study2_population,in_comparator_common_population,in_msnlib_9lib,in_msnlib_v1_0_4lib,in_multims2_reserved_validation_secondary,in_muru_exposed_populations_union,in_muru_dev_compounds_csv_keys,in_pop_ENTACT-MIX-LISTS-499-503-505,in_pop_LCSB-ALL-MASSBANK-V1-EXPOSURE-SET,in_pop_LCSB-CONFIRMATION,in_pop_LCSB-DEV,in_pop_LCSB-NEG,in_pop_LCSB-POS-V2-SPECTRA,in_pop_LCSB-RAW-MIX-REPLICATE-SET-92,in_pop_LCSB-RAW-MIXES-499-503-505,in_pop_MultiMS2-ANCHOR,in_pop_V2-DEVELOPMENT-POPULATION,in_pop_WUR-DEV-ANALYSIS,in_pop_WUR-DEV-HOLD,in_pop_WUR-NEG-D6-EXCLUDED,in_pop_WUR-NEG-DEV,in_pop_WUR-POS-IDENTITY,in_pop_WUR-SEALED,sg_in_msg15_scaffold_groups,sg_in_muru_registry_scaffold_groups,sg_in_muru_dev_scaffold_groups,sg_in_pr7_scaffold_groups,sg_in_comparator_scaffold_groups,in_msg15_any_route,formula_in_msg,formula_and_scaffold_in_msg,excluded_key_level_conservative,excluded_scaffold_level_muru_pr7_comparator
CCMSLIB00011905966,Alamethicin,M+H,Positive,Positive,Pool2_20230523011440.mzML,6024,2023-09-18 11:43:18.0,1964.12,1963.11,gnps_smiles,CC(C)CC(C(=O)NC(C)(C)C(=O)N1CCCC1C(=O)NC(C(C)C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)N)C(=O)NC(CC2=CC=CC=C2)CO)NC(=O)CNC(=O)C(C)(C)NC(=O)C(C(C)C)NC(=O)C(C)(C)NC(=O)C(CCC(=O)N)NC(=O)C(C)NC(=O)C(C)(C)NC(=O)C(C)NC(=O)C(C)(C)NC(=O)C3CCCN3C(=O)C(C)(C)NC(=O)C,LGHSQOCGTJHDIL,O=C(CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C1CCCN1C(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C1CCCN1)NCCc1ccccc1,C92H150N22O25,1963.114248299999,1964.121524299999,-0.001524299999118739,1964.121524299999,C;H;N;O,1.0,False,False,139.0,21.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCMSLIB00011905967,Angolamycin,M+H,Positive,Positive,Pool2_20230523011440.mzML,3406,2023-09-18 11:43:18.0,916.526,915.519,gnps_smiles,CCC1C(C2C(O2)(C=CC(=O)C(CC(C(C(C(CC(=O)O1)O)C)OC3CC(C(C(O3)C)OC4CC(C(C(O4)C)O)(C)O)N(C)C)CC=O)C)C)COC5C(C(C(C(O5)C)O)OC)OC,KZXDKUWSAVUSKI,O=C1C=CC2OC2C(COC2CCCCO2)COC(=O)CCCC(OC2CCC(OC3CCCCO3)CO2)CCC1,C46H77NO17,915.519150004,916.5264260040001,-0.000426004000132707,916.5264260040001,C;H;N;O,1.0,False,False,64.0,21.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
CCMSLIB00011905968,BSM-1,M+H,Positive,Positive,Pool2_20230523011440.mzML,2107,2023-09-18 11:43:18.0,219.065,218.058,no_structure,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCMSLIB00011905969,Calcimycin,M+H,Positive,Positive,Pool2_20230523011440.mzML,6558,2023-09-18 11:43:18.0,524.276,523.268,gnps_smiles,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,HIYAVKIYRIFSCZ,O=C(CC1CCCC2(CCCC(Cc3nc4ccccc4o3)O2)O1)c1ccc[nH]1,C29H37N3O6,523.268235904,524.275511904,0.0004880959999127299,524.275511904,C;H;N;O,1.0,False,False,38.0,21.0,0.0,0.0,True,True,True,False,True,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,True,True
CCMSLIB00011905970,Catechin,M+H,Positive,Positive,Pool2_20230523011440.mzML,963,2023-09-18 11:43:18.0,291.086,290.079,gnps_smiles,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,PFTAWBLQPZVEMU,c1ccc(C2CCc3ccccc3O2)cc1,C15H14O6,290.07903816799995,291.08631416799994,-0.00031416799993166933,291.08631416799994,C;H;O,1.0,False,False,21.0,21.0,0.0,0.0,True,True,True,True,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,True,True
CCMSLIB00011905971,Daidzein,M+H,Positive,Positive,Pool2_20230523011440.mzML,2695,2023-09-18 11:43:18.0,255.065,254.058,gnps_smiles,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,ZQSIJRDFPHDXIC,O=c1c(-c2ccccc2)coc2ccccc12,C15H10O4,254.0579088,255.0651848,-0.0001847999999995409,255.0651848,C;H;O,1.0,False,False,19.0,21.0,0.0,0.0,True,True,True,True,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,True,True
CCMSLIB00011905972,Depsichlorin C,M+H,Positive,Positive,Pool2_20230523011440.mzML,5892,2023-09-18 11:43:18.0,1154.45,1153.44,no_structure,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCMSLIB00011905973,Dermacozine F,M+H,Positive,Positive,Pool2_20230523011440.mzML,3689,2023-09-18 11:43:18.0,398.114,397.106,gnps_smiles,CN1C2=CC=CC(=C2N=C3C1=C4C(=C(C(=O)OC4=O)C5=CC=CC=C5)C=C3)C(=O)N,KRBONJPXVIBADG,O=c1oc(=O)c2c(ccc3nc4ccccc4[nH]c32)c1-c1ccccc1,C23H15N3O4,397.10625596000006,398.11353196000005,0.00046803999993016987,398.11353196000005,C;H;N;O,1.0,False,False,30.0,21.0,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCMSLIB00011905974,Desferrioxamine D2,M+H,Positive,Positive,Pool2_20230523011440.mzML,1701,2023-09-18 11:43:18.0,587.34,586.333,gnps_smiles,C1CCNC(=O)CCC(=O)N(CCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CC1)O)O)O,SXTGVXKFOVZYIK,O=C1CCC(=O)NCCCCCNC(=O)CCC(=O)NCCCCNC(=O)CCC(=O)NCCCCCN1,C26H46N6O9,586.332627052,587.3399030520001,9.694799996395886e-05,587.3399030520001,C;H;N;O,1.0,False,False,41.0,21.0,0.0,0.0,True,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False
CCMSLIB00011905975,Desferroferrithiocin,M+H,Positive,Positive,Pool2_20230523011440.mzML,2466,2023-09-18 11:43:18.0,239.048,238.041,no_structure,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCMSLIB00011905976,Elloramycin A,M+H,Positive,Positive,Pool2_20230523011440.mzML,4575,2023-09-18 11:43:18.0,661.213,660.205,gnps_smiles,CC1C(C(C(C(O1)OC2=CC3=CC4=C(C(=C3C(=C2C(=O)OC)C)O)C(=O)C5(C(=O)C=C(C(C5(C4=O)O)O)OC)OC)OC)OC)OC,OYEXGNNKRQPUBW,O=C1c2cc3cc(OC4CCCCO4)ccc3cc2C(=O)C2C(=O)C=CCC12,C32H36O15,660.2054204519999,661.2126964519999,0.00030354800003351556,661.2126964519999,C;H;O,1.0,False,False,47.0,21.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
CCMSLIB00011905977,Genistein,M+H,Positive,Positive,Pool2_20230523011440.mzML,3361,2023-09-18 11:43:18.0,271.06,270.053,gnps_smiles,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,TZBJGXHYKVUXJN,O=c1c(-c2ccccc2)coc2ccccc12,C15H10O5,270.05282342,271.06009942,-9.94199999695411e-05,271.06009942,C;H;O,1.0,False,False,20.0,21.0,0.0,0.0,True,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,True,True
CCMSLIB00011905978,Goldinodox,M+H,Positive,Positive,Pool2_20230523011440.mzML,4713,2023-09-18 11:43:18.0,811.438,810.43,gnps_smiles,CCC(C(=O)NCC=CC=C(C)C(C(C)C1C(C(C(O1)C=CC=CC=C(C)C(=O)C2=C(C=CN(C2=O)C)O)O)O)OC)C3(C(C(C(C(O3)C=CC=CC)(C)C)O)O)O,NTAHMPNXQOYXSX,O=C(CC1CCCCO1)NCC=CC=CCCC1CCC(C=CC=CC=CC(=O)c2ccc[nH]c2=O)O1,C44H62N2O12,810.4302754240001,811.4375514240002,0.0004485759998260619,811.4375514240002,C;H;N;O,1.0,False,False,58.0,21.0,0.0,0.0,True,True,True,False,True,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,True,True
CCMSLIB00011905979,Lankacidin C,M+H,Positive,Positive,Pool2_20230523011440.mzML,2806,2023-09-18 11:43:18.0,460.233,459.226,gnps_smiles,CC1C2CC(C=CC(=CCC(C=CC(=CC(C(C1=O)(C(=O)O2)C)NC(=O)C(=O)C)C)O)C)O,ATDILMLBOZKFGI,O=C1CC2CCC=CC=CCCC=CC=CCC1C(=O)O2,C25H33NO7,459.2257023959999,460.2329783959999,2.1604000096431264e-05,460.2329783959999,C;H;N;O,1.0,False,False,33.0,21.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCMSLIB00011905980,Manumycin,M+H,Positive,Positive,Pool2_20230523011440.mzML,6281,2023-09-18 11:43:18.0,551.275,550.268,gnps_smiles,CCCCC(C)C=C(C)C=C(C)C(=O)NC1=CC(C2C(C1=O)O2)(C=CC=CC=CC(=O)NC3=C(CCC3=O)O)O,TWWQHCKLTXDWBD,O=C(C=CC=CC=CC1C=CC(=O)C2OC12)NC1=CCCC1=O,C31H38N2O7,550.2679015559999,551.2751775559999,-0.00017755599992597126,551.2751775559999,C;H;N;O,1.0,False,False,40.0,21.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCMSLIB00011905981,Naphthiomate T,M+H,Positive,Positive,Pool2_20230523011440.mzML,6170,2023-09-18 11:43:18.0,308.11,307.103,gnps_smiles,CC1=CC(=CC=C1)N(C)C(=S)OC2=CC3=CC=CC=C3C=C2,FUSNMLFNXJSCDI,S=C(Nc1ccccc1)Oc1ccc2ccccc2c1,C19H17NOS,307.10308516400005,308.11036116400004,-0.0003611640000258376,308.11036116400004,C;H;N;O;S,1.0,False,False,22.0,21.0,1.0,0.0,True,True,True,True,False,False,True,True,True,False,False,True,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,True,True,False,False,True,True,True,True,True
CCMSLIB00011905982,Nocardichelin B,M+H,Positive,Positive,Pool2_20230523011440.mzML,6292,2023-09-18 11:43:18.0,716.459,715.452,gnps_smiles,CCCCCCCCCCCC=CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)C1COC(=N1)C2=CC=CC=C2O)O)O,XWMNRKXRGYSMGY,c1ccc(C2=NCCO2)cc1,C38H61N5O8,715.452013912,716.459289912,-0.0002899120000847688,716.459289912,C;H;N;O,1.0,False,False,51.0,21.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
CCMSLIB00011905983,Phenelfamycin H,M+H,Positive,Positive,Pool2_20230523011440.mzML,4878,2023-09-18 11:43:18.0,1242.64,1241.63,gnps_smiles,O=C(O)C=CC=CC=CC1OC(CC1O)C(C)C(OC)C(=CC=CCNC(=O)C(COC2OC(C)C(OC3OC(C)C(OC4OC(C)C(O)C(OC)C4)C(OC)C3)C(OC)C2)C5(O)OC(C=CC=CCO)C(C)(C)C(OC(=O)CC=6C=CC=CC6)C5O)C,YOXHCTZOURCPOQ,O=C(Cc1ccccc1)OC1CCOC(C(COC2CCC(OC3CCC(OC4CCCCO4)CO3)CO2)C(=O)NCC=CC=CCCC2CCCO2)C1,C65H95NO22,1241.6345736800001,1242.6418496800002,-0.0018496800000775693,1242.6418496800002,C;H;N;O,1.0,False,False,88.0,21.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCMSLIB00011905984,Sakyomicin A,M+H,Positive,Positive,Pool2_20230523011440.mzML,3168,2023-09-18 11:43:18.0,487.16,486.153,gnps_smiles,CC1C(CCC(O1)OC23C(=O)C(C(CC2(C=CC4=C3C(=O)C5=C(C4=O)C(=CC=C5)O)O)(C)O)O)O,CKZNKYSWWCSICZ,O=C1C2=C(C(=O)c3ccccc31)C1(OC3CCCCO3)C(=O)CCCC1C=C2,C25H26O10,486.15259703199985,487.15987303199984,0.0001269680001882989,487.15987303199984,C;H;O,1.0,False,False,35.0,21.0,0.0,0.0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False
CCMSLIB00011905985,Tenuazonic acid,M+H,Positive,Positive,Pool2_20230523011440.mzML,2601,2023-09-18 11:43:18.0,198.112,197.105,gnps_smiles,CCC(C)C1C(=C(C(=O)N1)C(=O)C)O,CEIZFXOZIQNICU,O=C1C=CCN1,C10H15NO3,197.10519334,198.11246934,-0.0004693399999950998,198.11246934,C;H;N;O,1.0,False,False,14.0,21.0,0.0,0.0,True,True,True,True,False,False,True,True,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,True,True,False,False,True,True,True,True,True
CCMSLIB00011905986,Tetracenomycin D3,M+H,Positive,Positive,Pool2_20230523011440.mzML,4355,2023-09-18 11:43:18.0,381.06,380.053,gnps_smiles,CC1=C(C(=CC2=CC3=C(C(=C12)O)C(=O)C4=C(C3=O)C=C(C=C4O)O)O)C(=O)O,OXCNORDLEQIUCT,O=C1c2ccccc2C(=O)c2cc3ccccc3cc21,C20H12O8,380.05321734399985,381.06049334399984,-0.0004933439998353606,381.06049334399984,C;H;O,1.0,False,False,28.0,21.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCMSLIB00011905987,Auxofuran,M+H,Positive,Positive,Pool6_20230523023903.mzML,2155,2023-09-18 11:43:18.0,195.102,194.094,gnps_smiles,CCCC1=COC2=C1C(CCC2=O)O,QGULYCSETZMOFF,O=C1CCCc2ccoc21,C11H14O3,194.094294308,195.101570308,0.00042969200001152785,195.101570308,C;H;O,1.0,False,False,14.0,19.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
CCMSLIB00011905988,Avermectin B1b,M+H,Positive,Positive,Pool6_20230523023903.mzML,6219,2023-09-18 11:43:18.0,859.484,858.477,gnps_smiles,CC1C=CC=C2COC3C2(C(C=C(C3O)C)C(=O)OC4CC(CC=C(C1OC5CC(C(C(O5)C)OC6CC(C(C(O6)C)O)OC)OC)C)OC7(C4)C=CC(C(O7)C(C)C)C)O,ZFUKERYTFURFGA,O=C1OC2CC(CC=CC(OC3CCC(OC4CCCCO4)CO3)CC=CC=C3COC4CC=CC1C34)OC1(C=CCCO1)C2,C47H70O14,858.4765569200001,859.4838329200002,0.00016707999986920186,859.4838329200002,C;H;O,1.0,False,False,61.0,19.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True
CCMSLIB00011905989,Cinerubin-B,M+H,Positive,Positive,Pool6_20230523023903.mzML,4399,2023-09-18 11:43:18.0,828.344,827.336,gnps_smiles,CCC1(CC(C2=C(C3=C(C=C2C1C(=O)OC)C(=O)C4=C(C=CC(=C4C3=O)O)O)O)OC5CC(C(C(O5)C)OC6CC7C(C(O6)C)OC8C(O7)CC(=O)C(O8)C)N(C)C)O,ZBDDFHXUDIPRSM,O=C1COC2OC3COC(OC4CCC(OC5CCCc6cc7c(cc65)C(=O)c5ccccc5C7=O)OC4)CC3OC2C1,C42H51NO16,825.320784552,826.328060552,2.01593944800004,826.328060552,C;H;N;O,1.0,False,False,59.0,19.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCMSLIB00011905990,Daunomycin,M+H,Positive,Positive,Pool6_20230523023903.mzML,3207,2023-09-18 11:43:18.0,528.186,527.179,gnps_smiles,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O,STQGQHZAVUOBTE,O=C1c2ccccc2C(=O)c2cc3c(cc21)CCCC3OC1CCCCO1,C27H29NO10,527.1791461279998,528.1864221279999,-0.0004221279998546379,528.1864221279999,C;H;N;O,1.0,False,False,38.0,19.0,0.0,0.0,True,True,True,False,True,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,True,True
CCMSLIB00011905991,Dehydrorabelomycin,M+H,Positive,Positive,Pool6_20230523023903.mzML,3205,2023-09-18 11:43:18.0,321.076,320.068,gnps_smiles,CC1=CC2=CC(=C3C(=C2C(=C1)O)C(=O)C4=C(C3=O)C(=CC=C4)O)O,PQVIKROZFPIERS,O=C1c2ccccc2C(=O)c2c1ccc1ccccc21,C19H12O5,320.0684734839999,321.0757494839999,0.0002505160001078366,321.0757494839999,C;H;O,1.0,False,False,24.0,19.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCMSLIB00011905992,Dermacozine C,M+H,Positive,Positive,Pool6_20230523023903.mzML,3567,2023-09-18 11:43:18.0,388.129,387.122,gnps_smiles,CN1C2=CC(=CC(=C2NC3=CC=CC(=C31)C(=O)N)C(=O)O)C(=O)C4=CC=CC=C4,SSAJHBRDLPTZLZ,O=C(c1ccccc1)c1ccc2c(c1)Nc1ccccc1N2,C22H17N3O4,387.121906024,388.129182024,-0.00018202399996880558,388.129182024,C;H;N;O,1.0,False,False,29.0,19.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCMSLIB00011905993,Desferrioxamine X2,M+H,Positive,Positive,Pool6_20230523023903.mzML,1311,2023-09-18 11:43:18.0,559.309,558.301,gnps_smiles,C1CCN(C(=O)CCC(=O)NCCCCN(C(=O)CCC(=O)NCCCCN(C(=O)CCC(=O)NC1)O)O)O,DDJODPOFWJITNU,O=C1CCC(=O)NCCCCNC(=O)CCC(=O)NCCCCNC(=O)CCC(=O)NCCCCN1,C24H42N6O9,558.301326924,559.3086029240001,0.00039707599989924347,559.3086029240001,C;H;N;O,1.0,False,False,39.0,19.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCMSLIB00011905994,Desferrioxamine X5,M+H,Positive,Positive,Pool6_20230523023903.mzML,2009,2023-09-18 11:43:18.0,599.376,598.369,gnps_smiles,C1CCCN(C(=O)CCC(=O)NCCCCCN(C(=O)CCC(=O)NCCCCCNC(=O)CCC(=O)NCC1)O)O,ZPTDLADXBZCOAV,O=C1CCC(=O)NCCCCCNC(=O)CCC(=O)NCCCCCNC(=O)CCC(=O)NCCCCCCN1,C28H50N6O8,598.3690125600001,599.3762885600001,-0.0002885600001718558,599.3762885600001,C;H;N;O,1.0,False,False,42.0,19.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCMSLIB00011905995,Dicinnaquinone,M+H,Positive,Positive,Pool6_20230523023903.mzML,562,2023-09-18 11:43:18.0,365.025,364.018,gnps_smiles,O=C(O)C=1C(=O)C(O)=C(C(=O)C1N)C=2C(=O)C(N)=C(C(=O)O)C(=O)C2O,UNSILTUJMABHDQ,O=C1C=CC(=O)C(C2=CC(=O)C=CC2=O)=C1,C14H8N2O10,364.0178944559999,365.0251704559999,-0.00017045599992115967,365.0251704559999,C;H;N;O,1.0,False,False,26.0,19.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCMSLIB00011905996,DMAC,M+H,Positive,Positive,Pool6_20230523023903.mzML,3753,2023-09-18 11:43:18.0,299.055,298.048,no_structure,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCMSLIB00011905997,Elkosin,M+H,Positive,Positive,Pool6_20230523023903.mzML,680,2023-09-18 11:43:18.0,279.091,278.084,gnps_smiles,CC1=CC(=NC(=N1)C)NS(=O)(=O)C2=CC=C(C=C2)N,YZMCKZRAOLZXAZ,O=S(=O)(Nc1ccncn1)c1ccccc1,C12H14N4O2S,278.083746688,279.091022688,-2.2688000001380715e-05,279.091022688,C;H;N;O;S,1.0,False,False,19.0,19.0,0.0,0.0,True,True,True,True,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,True,True
CCMSLIB00011905998,epsilon-Dehydrobiotin,M+H,Positive,Positive,Pool6_20230523023903.mzML,1458,2023-09-18 11:43:18.0,243.08,242.073,no_structure,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCMSLIB00011905999,Granaticin A,M+H,Positive,Positive,Pool6_20230523023903.mzML,3022,2023-09-18 11:43:18.0,445.113,444.106,gnps_smiles,CC1C2=C(C3C(O1)CC(=O)O3)C(=C4C(=C2O)C(=O)C5=C(C4=O)C6CC(C5(C(O6)C)O)O)O,ONQCWTVJMHJRFM,O=C1CC2OCc3cc4c(cc3C2O1)C(=O)C1=C(C4=O)C2CCC1OC2,C22H20O10,444.1056468399999,445.1129228399999,7.716000010304924e-05,445.1129228399999,C;H;O,1.0,False,False,32.0,19.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
CCMSLIB00011906000,Mycinamicin IV,M+H,Positive,Positive,Pool6_20230523023903.mzML,3467,2023-09-18 11:43:18.0,696.432,695.424,gnps_smiles,CCC1C(C=CC=CC(=O)C(CC(C(C(C=CC(=O)O1)C)OC2C(C(CC(O2)C)N(C)C)O)C)C)COC3C(C(C(C(O3)C)O)OC)OC,DBTIHDIIXPQOFR,O=C1C=CC=CC(COC2CCCCO2)COC(=O)C=CCC(OC2CCCCO2)CCC1,C37H61NO11,695.424461772,696.431737772,0.00026222799999686686,696.431737772,C;H;N;O,1.0,False,False,49.0,19.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCMSLIB00011906001,N-Acetyl-tyramine,M+H,Positive,Positive,Pool6_20230523023903.mzML,997,2023-09-18 11:43:18.0,180.102,179.095,gnps_smiles,CC(=O)NCCC1=CC=C(C=C1)O,ATDWJOOPFDQZNK,c1ccccc1,C10H13NO2,179.094628656,180.101904656,9.534400001598442e-05,180.101904656,C;H;N;O,1.0,False,False,13.0,19.0,0.0,0.0,True,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,True,True
CCMSLIB00011906002,Nikkomycin Kz,M+H,Positive,Positive,Pool6_20230523023903.mzML,199,2023-09-18 11:43:18.0,466.157,465.15,gnps_smiles,C1=CC=NC(=C1)C(CC(C(=O)NC(C2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)C(=O)O)N)O,QITMOLKAQFBQPD,O=C(CCCc1ccccn1)NCC1CCC(n2ccc(=O)[nH]c2=O)O1,C19H23N5O9,465.14957731599986,466.15685331599985,0.00014668400012851635,466.15685331599985,C;H;N;O,1.0,False,False,33.0,19.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
