spectrum_id,compound_name,adduct,ion_mode,task_polarity,source_file,scan,create_time,precursor_mz_gnps,exact_mass_gnps,structure_route,smiles_used,key,scaffold_group,formula_parent,mono_parent,theoretical_mz,precursor_err_da,mh_mz_theoretical,elements,n_components_raw,charged_raw,charged_parent,heavy_atoms,pool_library_keys,coiso_other_ion_within_0.7,coiso_isomer_in_pool,in_msg15_recorded_all,in_msg15_parent_all,in_msg15_simchallenge_all,in_msg15_recorded_train,in_msg15_recorded_val,in_msg15_recorded_test,in_muru_registry_all,in_muru_registry_direct_reason,in_muru_exposed_union,in_pr7_study2_population,in_comparator_common_population,in_msnlib_9lib,in_msnlib_v1_0_4lib,in_multims2_reserved_validation_secondary,in_muru_exposed_populations_union,in_muru_dev_compounds_csv_keys,in_pop_ENTACT-MIX-LISTS-499-503-505,in_pop_LCSB-ALL-MASSBANK-V1-EXPOSURE-SET,in_pop_LCSB-CONFIRMATION,in_pop_LCSB-DEV,in_pop_LCSB-NEG,in_pop_LCSB-POS-V2-SPECTRA,in_pop_LCSB-RAW-MIX-REPLICATE-SET-92,in_pop_LCSB-RAW-MIXES-499-503-505,in_pop_MultiMS2-ANCHOR,in_pop_V2-DEVELOPMENT-POPULATION,in_pop_WUR-DEV-ANALYSIS,in_pop_WUR-DEV-HOLD,in_pop_WUR-NEG-D6-EXCLUDED,in_pop_WUR-NEG-DEV,in_pop_WUR-POS-IDENTITY,in_pop_WUR-SEALED,sg_in_msg15_scaffold_groups,sg_in_muru_registry_scaffold_groups,sg_in_muru_dev_scaffold_groups,sg_in_pr7_scaffold_groups,sg_in_comparator_scaffold_groups,in_msg15_any_route,formula_in_msg,formula_and_scaffold_in_msg,excluded_key_level_conservative,excluded_scaffold_level_muru_pr7_comparator
CCMSLIB00011906133,Nikkomycin-Bx,M+H,Positive,Positive,Pool4_20230523014825.mzML,195,2023-09-18 11:43:18.0,495.172,494.165,gnps_smiles,O=CC1=CN(C(=O)N1)C2OC(C(O)C2O)C(NC(=O)C(N)C(C)C(O)C3=CC=C(O)C=C3)C(=O)O,OYYBZOZCMOFKEF,O=C(CCCc1ccccc1)NCC1CCC(n2cc[nH]c2=O)O1,C21H26N4O10,494.1648930319999,495.1721690319999,-0.0001690319998601808,495.1721690319999,C;H;N;O,1.0,False,False,35.0,22.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCMSLIB00011906134,WS 5995C,M+H,Positive,Positive,Pool4_20230523014825.mzML,3488,2023-09-18 11:43:18.0,355.082,354.074,gnps_smiles,CC1=CC(=C(C(=C1)OC)C2=C(C3=C(C(=CC=C3)O)C(=O)C2=O)O)C(=O)O,CPRXVUOMCYXPHA,O=C1C(=O)c2ccccc2C=C1c1ccccc1,C19H14O7,354.0739527879999,355.08122878799986,0.000771212000131527,355.08122878799986,C;H;O,1.0,False,False,26.0,22.0,0.0,0.0,True,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False
CCMSLIB00011906135,Actinoviridin A,M+H,Positive,Positive,Pool5_20230523020517.mzML,2457,2023-09-18 11:43:18.0,388.971,387.963,no_structure,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCMSLIB00011906136,Actinoviridin A-Dimethylester,M+H,Positive,Positive,Pool5_20230523020517.mzML,3581,2023-09-18 11:43:18.0,361.067,360.059,no_structure,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCMSLIB00011906137,Arenaemycin E,M+H,Positive,Positive,Pool5_20230523020517.mzML,2058,2023-09-18 11:43:18.0,277.107,276.1,gnps_smiles,CC1C2C=C(C3C2(C=C1C)C4(CO4)C(=O)OC3)C(=O)O,NUPNVWUYFVEAIT,O=C1OCC2C=CC3CC=CC32C12CO2,C15H16O5,276.099773612,277.10704961199997,-4.9611999941134854e-05,277.10704961199997,C;H;O,1.0,False,False,20.0,24.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
CCMSLIB00011906138,Arylomycin A2,M+H,Positive,Positive,Pool5_20230523020517.mzML,5084,2023-09-18 11:43:18.0,825.439,824.432,gnps_smiles,CC1C(=O)NC(CC2=CC(=C(C=C2)O)C3=C(C=CC(=C3)C(C(=O)N1)N(C)C(=O)CNC(=O)C(C)NC(=O)C(CO)N(C)C(=O)CCCCCCCCC(C)C)O)C(=O)O,YFSXYWAZCKMYJN,O=C1CNC(=O)Cc2cccc(c2)-c2cccc(c2)CCN1,C42H60N6O11,824.4320067400001,825.4392827400002,-0.00028274000021610846,825.4392827400002,C;H;N;O,1.0,False,False,59.0,24.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCMSLIB00011906139,Bacimethrin,M+H,Positive,Positive,Pool5_20230523020517.mzML,187,2023-09-18 11:43:18.0,156.077,155.069,gnps_smiles,OCC1=CN=C(N=C1N)OC,ZPNHGSNYBLXGOL,c1cncnc1,C6H9N3O2,155.069476528,156.076752528,0.0002474720000122943,156.076752528,C;H;N;O,1.0,False,False,11.0,24.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False,True
CCMSLIB00011906140,Bhimamycin I,M+H,Positive,Positive,Pool5_20230523020517.mzML,3827,2023-09-18 11:43:18.0,298.107,297.1,gnps_smiles,OC1=C2C(C(C3=C(C(C)OCC4)N4C(C)=C3C2=O)=O)=CC=C1,IFJKMBWAOZHVFK,O=C1c2ccccc2C(=O)c2c1cn1c2COCC1,C17H15NO4,297.10010796,298.10738396,-0.0003839599999651,298.10738396,C;H;N;O,1.0,False,False,22.0,24.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCMSLIB00011906141,Dimetilan,M+H,Positive,Positive,Pool5_20230523020517.mzML,1837,2023-09-18 11:43:18.0,241.13,240.122,gnps_smiles,CC1=CC(=NN1C(=O)N(C)C)OC(=O)N(C)C,RDBIYWSVMRVKSG,c1cn[nH]c1,C10H16N4O3,240.122240372,241.12951637199998,0.0004836280000120041,241.12951637199998,C;H;N;O,1.0,False,False,17.0,24.0,1.0,0.0,True,True,True,True,False,False,True,True,True,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,True,True
CCMSLIB00011906142,Enhydrin,M+H,Positive,Positive,Pool5_20230523020517.mzML,4151,2023-09-18 11:43:18.0,465.176,464.168,gnps_smiles,CC1C(O1)(C)C(=O)OC2C3C(C4C(O4)(CCC=C(C2OC(=O)C)C(=O)OC)C)OC(=O)C3=C,VCBNPTWPJQLHQN,C=C1C(=O)OC2C3OC3CCC=CCC(OC(=O)C3CO3)C12,C23H28O10,464.16824709599985,465.17552309599984,0.00047690400015198975,465.17552309599984,C;H;O,1.0,False,False,33.0,24.0,0.0,0.0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False
CCMSLIB00011906143,Factumycin,M+H,Positive,Positive,Pool5_20230523020517.mzML,4611,2023-09-18 11:43:18.0,779.448,778.44,gnps_smiles,CCC(C(=O)NCC=CC=C(C)C(C(C)C(C(C=CC=CC=CC=C(C)C(=O)C1=C(C=CN(C1=O)C)O)O)O)OC)C2(CC(C(C(O2)C=CC=CC)(C)C)O)O,HMBDLBWGDMNPDW,O=C(CC1CCCCO1)NCC=CC=CCCCCC=CC=CC=CC=CC(=O)c1ccc[nH]c1=O,C44H62N2O10,778.4404461839999,779.447722184,0.000277815999993436,779.447722184,C;H;N;O,1.0,False,False,56.0,24.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCMSLIB00011906144,Ferrirubin,M+H,Positive,Positive,Pool5_20230523020517.mzML,1869,2023-09-18 11:43:18.0,1011.38,1010.38,gnps_smiles,CC(=CC(=O)N(CCCC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)N1)CO)CO)CCCN(C(=O)C=C(C)CCO)O)CCCN(C(=O)C=C(C)CCO)O)O)CCO.[Fe],BTHUUTBVHUBHNR,O=C1CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,C41H67N9O17,957.4654916840002,958.4727676840002,52.90723231599975,958.4727676840002,C;H;N;O,2.0,False,False,67.0,24.0,0.0,0.0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,True,True
CCMSLIB00011906145,Ferulic acid,M+H,Positive,Positive,Pool5_20230523020517.mzML,1708,2023-09-18 11:43:18.0,195.065,194.058,gnps_smiles,COC1=C(C=CC(=C1)C=CC(=O)O)O,KSEBMYQBYZTDHS,c1ccccc1,C10H10O4,194.0579088,195.0651848,-0.0001847999999995409,195.0651848,C;H;O,1.0,False,False,14.0,24.0,0.0,0.0,True,True,True,True,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,True,True
CCMSLIB00011906146,Fusaric acid,M+H,Positive,Positive,Pool5_20230523020517.mzML,1181,2023-09-18 11:43:18.0,180.102,179.095,gnps_smiles,CCCCC1=CN=C(C=C1)C(=O)O,DGMPVYSXXIOGJY,c1ccncc1,C10H13NO2,179.094628656,180.101904656,9.534400001598442e-05,180.101904656,C;H;N;O,1.0,False,False,13.0,24.0,0.0,0.0,True,True,True,True,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,True,True
CCMSLIB00011906147,Genoketide A1,M+H,Positive,Positive,Pool5_20230523020517.mzML,1916,2023-09-18 11:43:18.0,259.096,258.089,gnps_smiles,CC(=O)CC1=C(C(=C2C(=C1)C=CC=C2O)O)C(=O)C,SGSNFWBUTGZVOW,c1ccc2ccccc2c1,C15H14O4,258.089208928,259.096484928,-0.0004849279999916689,259.096484928,C;H;O,1.0,False,False,19.0,24.0,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False,True
CCMSLIB00011906148,Genoketide A2,M+H,Positive,Positive,Pool5_20230523020517.mzML,2174,2023-09-18 11:43:18.0,435.129,434.121,gnps_smiles,CC(=O)CC1=C(C(=C2C(=C1)C=CC=C2OC3C(C(C(C(O3)C(=O)O)O)O)O)O)C(=O)C,DBOYOVGKDXGSHO,c1ccc2c(OC3CCCCO3)cccc2c1,C21H22O10,434.1212969039998,435.1285729039998,0.00042709600023727035,435.1285729039998,C;H;O,1.0,False,False,31.0,24.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True
CCMSLIB00011906149,Herbicolin A,M+H,Positive,Positive,Pool5_20230523020517.mzML,4195,2023-09-18 11:43:18.0,1300.74,1299.73,gnps_smiles,CCCCCCCCCCCC(CC(=O)NC(=CC)C(=O)NC1C(OC(=O)C(NC(=O)C(N(C(=O)CNC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(NC1=O)C(C)O)CC(C)C)CCC(=O)N)C)C(C)O)CCCN=C(N)N)C)OC2C(C(C(C(O2)CO)O)O)O,GMKUYPOKOFFZTR,C=C(NC(=O)CCOC1CCCCO1)C(=O)NC1COC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC1=O,C58H101N13O20,1299.7285826319996,1300.7358586319997,0.004141368000318835,1300.7358586319997,C;H;N;O,1.0,False,False,91.0,24.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCMSLIB00011906150,Ikarugamycin epoxide,M+H,Positive,Positive,Pool5_20230523020517.mzML,5739,2023-09-18 11:43:18.0,495.285,494.278,gnps_smiles,CCC1C(CC2C1C3C(O3)C4C2CC5C4CC=CC(=O)NCCCC6C(=O)C(=C(C=C5)O)C(=O)N6)C,XVOOQLPJKAEVAZ,O=C1C=CCC2C(C=CC=C3C(=O)NC(CCCN1)C3=O)CC1C3CCCC3C3OC3C21,C29H38N2O5,494.27807231599996,495.28534831599995,-0.00034831599992912743,495.28534831599995,C;H;N;O,1.0,False,False,36.0,24.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
CCMSLIB00011906151,Lysolipin I,M+H,Positive,Positive,Pool5_20230523020517.mzML,5481,2023-09-18 11:43:18.0,598.111,597.104,gnps_smiles,CN1C(C(C2=C(C1=O)C(=C3C(=C2)C(C4C5=C3C(=C6C(=C5OCO4)OC7=C(C6=O)C=CC(=C7OC)Cl)O)OC)O)O)OC,NEOMIZJYHXSRLV,O=C1NCCc2cc3c(cc21)-c1cc2c(=O)c4ccccc4oc2c2c1C(C3)OCO2,C29H24ClNO11,597.1037882679999,598.111064268,-6.426799996006594e-05,598.111064268,C;Cl;H;N;O,1.0,False,False,42.0,24.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCMSLIB00011906152,N-(Dihydroxybenzyl)-Glycine,M+H,Positive,Positive,Pool5_20230523020517.mzML,803,2023-09-18 11:43:18.0,212.055,211.048,gnps_smiles,C1=C(C=C(C=C1O)O)C(=O)NCC(=O)O,RJGLFRQXIDISBX,c1ccccc1,C9H9NO5,211.048072388,212.055348388,-0.00034838799999192815,212.055348388,C;H;N;O,1.0,False,False,15.0,24.0,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False,True
CCMSLIB00011906153,Nataxazole,M+H,Positive,Positive,Pool5_20230523020517.mzML,6355,2023-09-18 11:43:18.0,401.113,400.106,gnps_smiles,CC1=C(C(=CC=C1)O)C2=NC3=C(C=CC=C3O2)C4=NC5=C(C=CC=C5O4)C(=O)OC,SFONMRKWCPHKLA,c1ccc(-c2nc3c(-c4nc5ccccc5o4)cccc3o2)cc1,C23H16N2O5,400.1059216119999,401.1131976119999,-0.0001976119999085313,401.1131976119999,C;H;N;O,1.0,False,False,30.0,24.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCMSLIB00011906154,Nikkomycin I,M+H,Positive,Positive,Pool5_20230523020517.mzML,199,2023-09-18 11:43:18.0,625.21,624.203,gnps_smiles,CC(C(C1=NC=C(C=C1)O)O)C(C(=O)NC(C2C(C(C(O2)N3C=C(NC3=O)C=O)O)O)C(=O)NC(CCC(=O)O)C(=O)O)N,LCKTVQPHDUFHML,O=C(CCCc1ccccn1)NCC1CCC(n2cc[nH]c2=O)O1,C25H32N6O13,624.202735084,625.210011084,-1.1083999993388716e-05,625.210011084,C;H;N;O,1.0,False,False,44.0,24.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCMSLIB00011906155,"""Niphithricin A, Copiamycin""",M+H,Positive,Positive,Pool5_20230523020517.mzML,5181,2023-09-18 11:43:18.0,1058.67,1057.67,gnps_smiles,CC1CCC(C(C(CC(C(C=CC(=O)OC(C(C=CC(C(C(CC(CC(CC2CC(C(C(O2)(CC1O)O)O)O)OC(=O)CC(=O)O)O)O)C)O)C)C(C)CC(C)CCCC=CCCCNC(=NC)N)C)O)O)C)O,DTXXAWMAXGFPJR,O=C1C=CCCCCCCCCCCCC2CCCC(CCCCCCCCC=CCCO1)O2,C54H95N3O17,1057.66614858,1058.67342458,-0.0034245800000007875,1058.67342458,C;H;N;O,1.0,False,False,74.0,24.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCMSLIB00011906156,SEK-4b,M+H,Positive,Positive,Pool5_20230523020517.mzML,1991,2023-09-18 11:43:18.0,319.081,318.074,gnps_smiles,CC1=CC(=CC2=C1C(=O)CC(O2)(CC3=CC(=CC(=O)O3)O)O)O,PCNFFWATXFRKOF,O=C1CC(Cc2cccc(=O)o2)Oc2ccccc21,C16H14O7,318.07395278799993,319.0812287879999,-0.00022878799990166954,319.0812287879999,C;H;O,1.0,False,False,23.0,24.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
CCMSLIB00011906157,T4099-1a / SEK 15,M+H,Positive,Positive,Pool5_20230523020517.mzML,2203,2025-01-24 04:15:44.0,385.092,384.085,gnps_smiles,Cc1cc(O)cc(O)c1C(=O)c1c(O)cc(O)cc1Cc1cc(=O)cc(O)o1,HSOLPAFROQCEQW,O=C(c1ccccc1)c1ccccc1Cc1cc(=O)cco1,C20H16O8,384.08451747199996,385.09179347199995,0.00020652800003517768,385.09179347199995,C;H;O,1.0,False,False,28.0,24.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCMSLIB00011906158,"""(1R,2R)-2-Amino-1-(4-nitrophenyl)-1,3-propanediol""",M+H,Positive,Positive,Pool7_20230523025557.mzML,200,2023-09-18 11:43:18.0,213.087,212.08,gnps_smiles,C1=CC(=CC=C1C(C(CO)N)O)[N+](=O)[O-],OCYJXSUPZMNXEN,c1ccccc1,C9H12N2O4,212.079706864,213.086982864,1.7135999996753526e-05,213.086982864,C;H;N;O,1.0,False,False,15.0,17.0,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,True
CCMSLIB00011906159,Actinobolin,M+H,Positive,Positive,Pool7_20230523025557.mzML,203,2023-09-18 11:43:18.0,301.139,300.132,gnps_smiles,CC1C(C2C(C(CC(=C2C(=O)O1)O)O)O)NC(=O)C(C)N,PQVQBAAWCOTEBG,O=C1OCCC2CCCC=C12,C13H20N2O6,300.13213636000006,301.13941236000005,-0.0004123600000411898,301.13941236000005,C;H;N;O,1.0,False,False,21.0,17.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
CCMSLIB00011906160,a-Naphthocyclinon,M+H,Positive,Positive,Pool7_20230523025557.mzML,4814,2023-09-18 11:43:18.0,667.166,666.158,gnps_smiles,CC1C2=C(C3=C(C=C2CC(O1)CC(=O)OC)C4(CC(C3=O)C5=C4C(=C6C(=C5O)C(=O)C(=O)C(=C6O)CC(CC(=O)O)O)O)OC(=O)C)O,GXFLRVXTGPJNOE,O=C1C=Cc2cc3c(cc2C1=O)C1CC3c2cc3c(cc2C1=O)COCC3,C33H30O15,666.1584702600002,667.1657462600002,0.00025373999983457907,667.1657462600002,C;H;O,1.0,False,False,48.0,17.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCMSLIB00011906161,Ansatrienin A,M+H,Positive,Positive,Pool7_20230523025557.mzML,5665,2023-09-18 11:43:18.0,637.348,636.341,gnps_smiles,CC1C(CC=CC=CC=CC(CC(=O)NC2=CC(=O)C=C(C2=O)CCC=C(C1O)C)OC)OC(=O)C(C)NC(=O)C3CCCCC3,WWUVMHRJRCRFSL,O=C1C=C2CCC=CCCC(OC(=O)CNC(=O)C3CCCCC3)CC=CC=CC=CCCC(=O)NC(=C1)C2=O,C36H48N2O8,636.3410664959999,637.348342496,-0.0003424960000302235,637.348342496,C;H;N;O,1.0,False,False,46.0,17.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCMSLIB00011906162,Arthrofactin,M+H,Positive,Positive,Pool7_20230523025557.mzML,6197,2023-09-18 11:43:18.0,1354.81,1353.8,gnps_smiles,CCCCCCCC1CC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)O1)CC(=O)O)C(C)CC)C(C)CC)CO)CC(C)C)CO)CC(C)C)CC(C)C)C(C)O)CC(=O)O)CC(C)C,HXMCERBOSXQYRH,O=C1CCOC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,C64H111N11O20,1353.8006849519998,1354.8079609519998,0.0020390480001424294,1354.8079609519998,C;H;N;O,1.0,False,False,95.0,17.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCMSLIB00011906163,Chlorobiocin,M+H,Positive,Positive,Pool7_20230523025557.mzML,6204,2023-09-18 11:43:18.0,697.216,696.209,gnps_smiles,CC1=CC=C(N1)C(=O)OC2C(C(OC(C2OC)(C)C)OC3=C(C4=C(C=C3)C(=C(C(=O)O4)NC(=O)C5=CC(=C(C=C5)O)CC=C(C)C)O)Cl)O,FJAQNRBDVKIIKK,O=C(Nc1cc2ccc(OC3CC(OC(=O)c4ccc[nH]4)CCO3)cc2oc1=O)c1ccccc1,C35H37ClN2O11,696.2085876840001,697.2158636840002,0.00013631599983909837,697.2158636840002,C;Cl;H;N;O,1.0,False,False,49.0,17.0,0.0,0.0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False
CCMSLIB00011906164,Dehydrodioxolide A,M+H,Positive,Positive,Pool7_20230523025557.mzML,1642,2023-09-18 11:43:18.0,196.06,195.053,gnps_smiles,C1=CC2=C(C=C1C(=O)N)OC(O2)CO,PADJFSLYYLBUOY,c1ccc2c(c1)OCO2,C9H9NO4,195.053157768,196.060433768,-0.00043376799999350624,196.060433768,C;H;N;O,1.0,False,False,14.0,17.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,True
CCMSLIB00011906165,Desferrioxamine-X1,M+H,Positive,Positive,Pool7_20230523025557.mzML,1487,2023-09-18 11:43:18.0,573.324,572.317,gnps_smiles,C1CCNC(=O)CCC(=O)N(CCCCNC(=O)CCC(=O)N(CCCCNC(=O)CCC(=O)N(CC1)O)O)O,YEUGMACLLZSLDG,O=C1CCC(=O)NCCCCNC(=O)CCC(=O)NCCCCNC(=O)CCC(=O)NCCCCCN1,C25H44N6O9,572.316976988,573.324252988,-0.0002529880000565754,573.324252988,C;H;N;O,1.0,False,False,40.0,17.0,0.0,0.0,True,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False
CCMSLIB00011906166,Juglomycin F,M+H,Positive,Positive,Pool7_20230523025557.mzML,2561,2023-09-18 11:43:18.0,247.06,246.053,gnps_smiles,O=C1C(O)=C(C(=O)C=2C=CC=C(O)C12)CC(=O)C,IEOXQUWWMQTBHF,O=C1C=CC(=O)c2ccccc21,C13H10O5,246.05282342,247.06009942,-9.94199999979628e-05,247.06009942,C;H;O,1.0,False,False,18.0,17.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,True
CCMSLIB00011906167,Kanchanamycin D,M+H,Positive,Positive,Pool7_20230523025557.mzML,5213,2023-09-18 11:43:18.0,1069.64,1068.63,gnps_smiles,CC1CCC(C(C(CC(C(C=CC=CC(=O)OC(C(C=CC=C(C(CC(CC(CC(CC2CC(C(C(O2)(CC1O)OC)O)O)OC(=O)CC(=O)O)O)O)O)C)C)C(C)CCCC=CCCCNC(=O)N)C)O)O)C)O,OSYCGXNFXHMGMC,O=C1C=CC=CCCCCCCCCCCCC2CCCC(CCCCCCCCC=CC=CCCO1)O2,C55H92N2O18,1068.6345141040003,1069.6417901040004,-0.0017901040002925583,1069.6417901040004,C;H;N;O,1.0,False,False,75.0,17.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCMSLIB00011906168,Naphthgeranine D,M+H,Positive,Positive,Pool7_20230523025557.mzML,2190,2023-09-18 11:43:18.0,389.123,388.116,gnps_smiles,CC1(C2C(C=C(C(C2O)O)CO)C3=C(O1)C(=O)C4=C(C3=O)C=C(C=C4O)O)C,VXMGWBBELIEFKJ,O=C1C2=C(C(=O)c3ccccc31)C1C=CCCC1CO2,C20H20O8,388.11581759999996,389.12309359999995,-9.359999995695034e-05,389.12309359999995,C;H;O,1.0,False,False,28.0,17.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
CCMSLIB00011906169,Naphthgeranine E,M+H,Positive,Positive,Pool7_20230523025557.mzML,3493,2023-09-18 11:43:18.0,369.097,368.09,gnps_smiles,CC1(C2=C(C=C(C(=C2)O)CO)C3=C(O1)C(=O)C4=C(C3=O)C=C(C=C4O)O)C,ICTWTPJJRPUOMP,O=C1C2=C(C(=O)c3ccccc31)c1ccccc1CO2,C20H16O7,368.0896028519999,369.0968788519999,0.00012114800006202131,369.0968788519999,C;H;O,1.0,False,False,27.0,17.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
