s4_row,cyanometdb_id,name,formula,smiles,inchikey_s4,unit_id,unit_is_group,level,purity,source,hash_prev_massbank,muru_key,scaffold_group,ik_s4_valid_format,ik14_s4,mh_theor,formula_rdkit,inchikey_rdkit_raw,heavy_atoms,formula_match,ik14_rdkit_eq_s4,inchikeys_in_records,record_ik14_contains_s4_ik14,in_msg15_any_route,in_msg15_simchallenge,in_muru_registry,in_muru_exposed_populations,muru_population_hits,in_study2,in_comparator,in_msnlib_9lib,msg15_same_formula_keys,n_msg15_same_formula_other_key,scaf_in_muru_registry,scaf_in_study2,scaf_in_comparator,scaf_in_msg15,n_mh_records,mh_nce_set,n_mh_distinct_nce,n_mh_distinct_nce_first_mass_40,n_mh_distinct_nce_muru_window_ok,has_nce20_and_nce60,has_nce20_and_nce60_muru_window_ok,has_nce20_and_nce60_first_mass_40,n_mh_records_with_scan_range,mh_precursor_mz_median,mh_instruments,mh_series,mh_fragmentation,has_mh,mh_record_vs_theor_da,msg15_nn_tanimoto
68,859,Anabaenopeptin C,C41H60N8O9,C[C@H]1C(N[C@@H](CC2=CC=CC=C2)C(NCCCC[C@@H](NC(N[C@@H](C(O)=O)CCCCN)=O)C(N[C@@H](C(C)C)C(N[C@@H](CCC3=CC=C(O)C=C3)C(N1C)=O)=O)=O)=O)=O,VNoIUJQJSYNRHB-LJSCDKKUSA-N,CMDB859,False,2a,crude extract,"industrial source (CyanoBiorech, now SIMRIS)",False,VNOIUJQJSYNRHB,O=C1CCCCCNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)C(CCc2ccccc2)NC(=O)CN1,False,VNOIUJQJSYNRHB,809.4556019670001,C41H60N8O9,VNOIUJQJSYNRHB-LJSCDKKUSA-N,58.0,True,True,VNOIUJQJSYNRHB-LJSCDKKUSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,True,8.0,"15,20,25,30,40,50,60,70",8.0,0.0,0.0,True,False,False,8.0,809.4556,QExactive Plus,MSBNK-MLU-ED,HCD,True,1.967000116565032e-06,0.8526315789473684
69,900,Cylindrofridin C,C40H61ClO8,CCCC[C@@H](CCCC[C@H](C)[C@H](C1=CC(=CC(=C1)O)O)OC(=O)C)C2=C(C=C(C=C2O)[C@@H]([C@@H](C)CCCCC(CCCC)Cl)OC(=O)C)O,GTRRNAAYKNENPF-ZQUJOIDOSA-N,CMDB900,False,2a,crude extract,Cylindrospermum stagnale,False,GTRRNAAYKNENPF,c1ccc(CCCCCCCc2ccccc2)cc1,True,GTRRNAAYKNENPF,705.412773059,C40H61ClO8,GTRRNAAYKNENPF-ZQUJOIDOSA-N,49.0,True,True,GTRRNAAYKNENPF-ZQUJOIDOSA-N,True,False,False,False,False,,False,False,False,,0,True,False,False,True,,,,,,,,,,,,,,False,,0.3548387096774194
70,904,Cyanostatin B,C40H59N5O9,CCCCCCC[C@H]([C@@H](C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)N(C)[C@@H](C(C)CC)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC3=CC=C(C=C3)O)C(=O)O)O)N,BDDHCMIGYUBMCI-YGKFCERESA-N,CMDB904,False,2a,crude extract,"industrial source (CyanoBiorech, now SIMRIS)",False,BDDHCMIGYUBMCI,O=C(CCc1ccccc1)NCC(=O)N1CCCC1C(=O)NCCc1ccccc1,True,BDDHCMIGYUBMCI,754.438554935,C40H59N5O9,BDDHCMIGYUBMCI-CXZNUDFZSA-N,54.0,True,True,BDDHCMIGYUBMCI-YGKFCERESA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,7.0,"15,20,25,30,40,50,60",7.0,0.0,0.0,True,False,False,0.0,754.4386,QExactive Plus,MSBNK-MLU-ED,,True,4.506499999479274e-05,0.7380952380952381
71,961,Cylindrofridin B,C38H59ClO7,CCCC[C@@H](CCCC[C@H](C)[C@H](C1=CC(=CC(=C1)O)O)OC(=O)C)C2=C(C=C(C=C2O)[C@@H]([C@@H](C)CCCCC(CCCC)Cl)O)O,OALOPYYRKWCJGW-KIWBYYFGSA-N,CMDB961,False,2a,crude extract,Cylindrospermum stagnale,False,OALOPYYRKWCJGW,c1ccc(CCCCCCCc2ccccc2)cc1,True,OALOPYYRKWCJGW,663.4022083749999,C38H59ClO7,OALOPYYRKWCJGW-KIWBYYFGSA-N,46.0,True,True,OALOPYYRKWCJGW-KIWBYYFGSA-N,True,False,False,False,False,,False,False,False,,0,True,False,False,True,,,,,,,,,,,,,,False,,0.3484848484848485
72,993,Bartoloside F,C37H64Cl2O6,CCCCCCCCC(CCCCCC1=CC(=C(C(=C1)O[C@H]2[C@@H]([C@H]([C@@H](CO2)O)O)O)CCCCCC(CCCCCC)Cl)O)Cl,IWIZOMWAHIZTOM-ZQWJTRQNSA-N,CMDB993,False,2a,reference material,Synechocystis salina LEGE 06099,False,IWIZOMWAHIZTOM,c1ccc(OC2CCCCO2)cc1,True,IWIZOMWAHIZTOM,675.4152715949998,C37H64Cl2O6,IWIZOMWAHIZTOM-ZQWJTRQNSA-N,45.0,True,True,IWIZOMWAHIZTOM-ZQWJTRQNSA-N,True,False,False,False,False,,False,False,False,,0,True,False,False,True,18.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,0.0,True,False,True,0.0,675.4153,Exploris 240 Thermo Scientific,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,,True,2.8405000193743035e-05,0.4074074074074074
73,1027,Bartoloside G,C36H63ClO6,CCCCCCCCCCCCCC1=CC(=C(C(=C1)O[C@H]2[C@@H]([C@H]([C@@H](CO2)O)O)O)CCCCCC(CCCCCC)Cl)O,LZMVCENJBDTSPS-VFHZWBAFSA-N,CMDB1027,False,2a,reference material,Synechocystis salina LEGE 06100,False,LZMVCENJBDTSPS,c1ccc(OC2CCCCO2)cc1,True,LZMVCENJBDTSPS,627.4385938829998,C36H63ClO6,LZMVCENJBDTSPS-VFHZWBAFSA-N,43.0,True,True,LZMVCENJBDTSPS-VFHZWBAFSA-N,True,False,False,False,False,,False,False,False,,0,True,False,False,True,18.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,0.0,True,False,True,0.0,627.4386,Exploris 240 Thermo Scientific,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,,True,6.117000111771631e-06,0.4074074074074074
74,1031,Bartoloside I,C36H61Cl3O6,CCCCCCCC(CCCCCC1=CC(=C(C(=C1)O[C@H]2[C@@H]([C@H]([C@@H](CO2)O)O)O)CCCCCC(CCCCCC)Cl)O)(Cl)Cl,LWFZKXMCJDHBNJ-SLKDEOFASA-N,CMDB1031,False,2a,reference material,Synechocystis salina LEGE 06101,False,LWFZKXMCJDHBNJ,c1ccc(OC2CCCCO2)cc1,True,LWFZKXMCJDHBNJ,695.3606491789999,C36H61Cl3O6,LWFZKXMCJDHBNJ-SLKDEOFASA-N,45.0,True,True,LWFZKXMCJDHBNJ-SLKDEOFASA-N,True,False,False,False,False,,False,False,False,,0,True,False,False,True,18.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,0.0,True,False,True,0.0,695.3606,Exploris 240 Thermo Scientific,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,,True,4.9178999915966415e-05,0.36486486486486486
75,1079,Bartoloside K,C35H60Cl2O6,CCCCCCC(CCCCCC1=CC(=C(C(=C1)O[C@H]2[C@@H]([C@H]([C@@H](CO2)O)O)O)CCCCCC(CCCCCC)Cl)O)Cl,LJLORIMRLLORHA-LNSHLUEESA-N,CMDB1079,False,2a,reference material,Synechocystis salina LEGE 06102,False,LJLORIMRLLORHA,c1ccc(OC2CCCCO2)cc1,True,LJLORIMRLLORHA,647.3839714669998,C35H60Cl2O6,LJLORIMRLLORHA-LNSHLUEESA-N,43.0,True,True,LJLORIMRLLORHA-LNSHLUEESA-N,True,False,False,False,False,,False,False,False,,0,True,False,False,True,18.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,0.0,True,False,True,0.0,647.384,Exploris 240 Thermo Scientific,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,,True,2.8533000204333803e-05,0.4074074074074074
76,1104,Cryptophycin A,C35H43ClN2O8,C[C@@H]1CNC(=O)[C@@H](NC(=O)/C=C/C[C@H](OC(=O)[C@@H](OC1=O)CC(C)C)[C@H](C)[C@@H]2[C@H](O2)C3=CC=CC=C3)CC4=CC(=C(C=C4)OC)Cl,PSNoPSMXOBPNNV-XUMGCJJFSA-N,CMDB1104,False,2a,crude extract,"industrial source (CyanoBiorech, now SIMRIS)",False,PSNOPSMXOBPNNV,O=C1C=CCC(CC2OC2c2ccccc2)OC(=O)COC(=O)CCNC(=O)C(Cc2ccccc2)N1,False,PSNOPSMXOBPNNV,655.278070483,C35H43ClN2O8,PSNOPSMXOBPNNV-XUMGCJJFSA-N,46.0,True,True,PSNOPSMXOBPNNV-XUMGCJJFSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,9.0,"15,20,25,30,40,50,60,70,80",9.0,0.0,0.0,True,False,False,0.0,655.2781,QExactive Plus,MSBNK-MLU-ED,,True,2.9517000029954943e-05,0.3153153153153153
77,1117,Bartoloside J,C34H59ClO6,CCCCCCCCCCCC1=CC(=C(C(=C1)O[C@H]2[C@@H]([C@H]([C@@H](CO2)O)O)O)CCCCCC(CCCCCC)Cl)O,OTVIJJKBILNRLT-WPQQXQCVSA-N,CMDB1117,False,2a,reference material,Synechocystis salina LEGE 06099,False,OTVIJJKBILNRLT,c1ccc(OC2CCCCO2)cc1,True,OTVIJJKBILNRLT,599.4072937549998,C34H59ClO6,OTVIJJKBILNRLT-WPQQXQCVSA-N,41.0,True,True,OTVIJJKBILNRLT-WPQQXQCVSA-N,True,False,False,False,False,,False,False,False,,0,True,False,False,True,18.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,0.0,True,False,True,9.0,599.4073,Exploris 240 Thermo Scientific,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,HCD,True,6.2450001223623985e-06,0.4074074074074074
78,1118,Bartoloside E,C34H58Cl2O6,CCCCCCC(CCCCCC1=C(C=C(C=C1O[C@H]2[C@@H]([C@H]([C@@H](CO2)O)O)O)CCCCCCC(CCCC)Cl)O)Cl,NYUHMGANIQYFOK-ANHKVXBOSA-N,CMDB1118,False,2a,reference material,Synechocystis salina LEGE 06099,False,NYUHMGANIQYFOK,c1ccc(OC2CCCCO2)cc1,True,NYUHMGANIQYFOK,633.3683214029999,C34H58Cl2O6,NYUHMGANIQYFOK-ANHKVXBOSA-N,42.0,True,True,NYUHMGANIQYFOK-ANHKVXBOSA-N,True,False,False,False,False,,False,False,False,,0,True,False,False,True,18.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,0.0,True,False,True,9.0,633.3683,Exploris 240 Thermo Scientific,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,HCD,True,2.1402999891506624e-05,0.4
79,1282,Namalide B,C29H45N5O7,CC[C@@H]([C@H]1C(N[C@@H](CCC2=CC=C(O)C=C2)C(NCCCC[C@@H](NC(N[C@@H]([C@@H](CC)C)C(O)=O)=O)C(N1)=O)=O)=O)C,BEGARHAEPVBWAE-NSDNVYNZSA-N,CMDB1282,False,2a,crude extract,"Sphaerospermopsis torques-reginae, strain ITEP-24",False,BEGARHAEPVBWAE,O=C1CCCCCNC(=O)C(CCc2ccccc2)NC(=O)CN1,True,BEGARHAEPVBWAE,576.339175247,C29H45N5O7,BEGARHAEPVBWAE-NSDNVYNZSA-N,41.0,True,True,BEGARHAEPVBWAE-NSDNVYNZSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,18.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,9.0,True,True,True,9.0,576.3392,Exploris 240 Thermo Scientific,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,HCD,True,2.4753000047894602e-05,0.6818181818181818
80,1469,Aerucyclamide C,C24H32N6O5S,CC[C@H](C)[C@@H]1C2=NC(=CS2)C(=O)N[C@H](C3=N[C@@H]([C@H](O3)C)C(=O)N[C@H](C4=NC(=CO4)C(=O)N1)C(C)C)C,MQIAICAGVFTAAN-ZIYJYRAWSA-N,CMDB1469,False,2a,crude extract,"industrial source (CyanoBiorech, now SIMRIS)",False,MQIAICAGVFTAAN,O=C1NCc2nc(cs2)C(=O)NCC2=NC(CO2)C(=O)NCc2nc1co2,True,MQIAICAGVFTAAN,517.222765591,C24H32N6O5S,MQIAICAGVFTAAN-ZIYJYRAWSA-N,36.0,True,True,MQIAICAGVFTAAN-ZIYJYRAWSA-N,True,True,False,False,False,,False,False,False,MQIAICAGVFTAAN,0,False,False,False,True,27.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,0.0,True,False,True,9.0,517.2228,Exploris 240 Thermo Scientific|QExactive Plus,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED|MSBNK-MLU-ED,HCD,True,3.440900002260605e-05,1.0
81,1481,Hierridin B,C23H40O3,CCCCCCCCCCCCCCCC1=CC(=CC(=C1O)OC)OC,VNEAIGHVYDWTTQ-UHFFFAOYSA-N,CMDB1481,False,2a,reference material,Cyanobium sp. LEGE 06113,False,VNEAIGHVYDWTTQ,c1ccccc1,True,VNEAIGHVYDWTTQ,365.3050216069999,C23H40O3,VNEAIGHVYDWTTQ-UHFFFAOYSA-N,26.0,True,True,VNEAIGHVYDWTTQ-UHFFFAOYSA-N,True,False,False,False,False,,False,False,False,,0,True,False,False,True,17.0,"15,20,25,30,40,50,60,70,80",9.0,8.0,0.0,True,False,True,9.0,365.305,Exploris 240 Thermo Scientific,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,HCD,True,2.1606999894174805e-05,0.5476190476190477
82,1694,7-Deoxy-Cylindrospermopsin,C15H21N5O6S,C[C@H]1[C@H](C[C@@]2(C[C@@]([H])(NC3=NC[C@]1(N23)[H])CC4=CC(NC(N4)=O)=O)[H])OS(=O)(O)=O,UQRKOHUZCZBNCN-GATYQTQLSA-N,CMDB1694,False,2a,crude extract,"Raphidiopsis raciborskii, strain 11K",False,UQRKOHUZCZBNCN,O=c1cc(CC2CC3CCCC4CN=C(N2)N43)[nH]c(=O)[nH]1,True,UQRKOHUZCZBNCN,400.1285308589999,C15H21N5O6S,UQRKOHUZCZBNCN-GATYQTQLSA-N,27.0,True,True,UQRKOHUZCZBNCN-GATYQTQLSA-N,True,False,False,True,True,V2-DEVELOPMENT-POPULATION|WUR-POS-IDENTITY|WUR-SEALED,False,False,False,,0,True,False,False,True,9.0,"15,20,25,30,40,50,60,70,80",9.0,0.0,0.0,True,False,False,0.0,400.1285,Exploris 240 Thermo Scientific,MSBNK-EAWAG-ED,,True,3.085899993493513e-05,0.6716417910447762
83,2515,Monomethylaetokthonostatin,C42H73N5O7,C[C@H](OC)[C@@H](NC([C@H](C)[C@@H](OC)[C@@H]1CCCN1C(C[C@@H](OC)[C@H]([C@@H](C)CC)N(C)C([C@H](C(C)C)NC([C@@H](NC)[C@@H](C)CC)=O)=O)=O)=O)CC2=CC=CC=C2,KDCAOWORTWHEIW-BFVPZQAKSA-N,CMDB2515,False,2a,crude extract,Aetokthonos hydrillicola,False,KDCAOWORTWHEIW,O=C(CCC1CCCN1)NCCc1ccccc1,True,KDCAOWORTWHEIW,760.5582761430002,C42H73N5O7,KDCAOWORTWHEIW-BFVPZQAKSA-N,54.0,True,True,KDCAOWORTWHEIW-BFVPZQAKSA-N,True,False,False,False,False,,False,False,False,,0,True,False,False,True,9.0,"15,20,25,30,40,50,60,70,80",9.0,0.0,0.0,True,False,False,0.0,760.5583,QExactive Plus,MSBNK-MLU-ED,,True,2.3856999860072392e-05,0.7640449438202247
84,2518,Tjipanazol L,C20H9Cl2N3O2,O=C1NC(C2=C1C3=C(C4=C2C5=C(N4)C=CC(Cl)=C5)NC6=C3C=C(Cl)C=C6)=O,DYJREVOKIDWZEE-UHFFFAOYSA-N,CMDB2518,False,2a,crude extract,Fischerella ambigua,False,DYJREVOKIDWZEE,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,True,DYJREVOKIDWZEE,394.014458355,C20H9Cl2N3O2,DYJREVOKIDWZEE-UHFFFAOYSA-N,27.0,True,True,DYJREVOKIDWZEE-UHFFFAOYSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,True,,,,,,,,,,,,,,False,,0.6176470588235294
85,2519,Tjipanazol M,C20H10ClN3O2,C1=CC=C2C(=C1)C3=C4C(=C5C6=C(C=CC(=C6)Cl)NC5=C3N2)C(=O)NC4=O,CBNJGGAGZSSENK-UHFFFAOYSA-N,CMDB2519,False,2a,crude extract,Fischerella ambigua,False,CBNJGGAGZSSENK,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,True,CBNJGGAGZSSENK,360.053430707,C20H10ClN3O2,CBNJGGAGZSSENK-UHFFFAOYSA-N,26.0,True,True,CBNJGGAGZSSENK-UHFFFAOYSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,True,,,,,,,,,,,,,,False,,0.7647058823529411
86,137,Namalide D,C29H45N5O6,O=C(C(C(C)CC)NC(C(CCCCN1)NC(NC(C(O)=O)C(CC)C)=O)=O)NC(C1=O)CCC2=CC=CC=C2,YLSOIPHOXMRWGW-UHFFFAOYSA-N,CMDB137,False,2b,crude extract,Nostoc CENA543,False,YLSOIPHOXMRWGW,O=C1CCCCCNC(=O)C(CCc2ccccc2)NC(=O)CN1,True,YLSOIPHOXMRWGW,560.3442606269999,C29H45N5O6,YLSOIPHOXMRWGW-UHFFFAOYSA-N,40.0,True,True,YLSOIPHOXMRWGW-UHFFFAOYSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,18.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,9.0,True,True,True,9.0,560.3443,Exploris 240 Thermo Scientific,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,HCD,True,3.9373000049636175e-05,0.6590909090909091
87,260,Muscoride B,C31H41N5O6,O=C([C@@H](NC/C=C(C)\C)[C@H](CC)C)N1CCC[C@H]1C2=NC(C3=NC(C4=NC(C(OC/C=C(C)/C)=O)=CO4)=C(O3)C)=CO2,RYLVRVUEEVJKJO-OPXMRZJTSA-N,CMDB260,False,2b,crude extract,Nostoc UHCC 398 (Brasil punan),False,RYLVRVUEEVJKJO,c1coc(-c2coc(-c3coc(C4CCCN4)n3)n2)n1,True,RYLVRVUEEVJKJO,580.3129604989999,C31H41N5O6,RYLVRVUEEVJKJO-OPXMRZJTSA-N,42.0,True,True,RYLVRVUEEVJKJO-OPXMRZJTSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,18.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,9.0,True,True,True,9.0,580.313,Exploris 240 Thermo Scientific,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,HCD,True,3.950100006022694e-05,0.26666666666666666
88,266,Anabaenolysin A,C28H38N4O8,OC(C(NC(CNC(CNC1=O)=O)=O)C/C=C/C=C/C=C/CC/C=C/C=C/CC)C(NC2CC(OC2C1O)=O)=O,XQWGCUIJOHQMPI-FLYMKIDMSA-N,CMDB266,False,2b,crude extract,Anabaena XPORK 15F ,False,XQWGCUIJOHQMPI,O=C1CNC(=O)CNC(=O)CC2OC(=O)CC2NC(=O)CCN1,True,XQWGCUIJOHQMPI,559.276240643,C28H38N4O8,XQWGCUIJOHQMPI-FLYMKIDMSA-N,40.0,True,True,XQWGCUIJOHQMPI-FLYMKIDMSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,11.0,"15,20,25,30,40,50,60,70,80",9.0,2.0,2.0,True,False,False,2.0,559.2762,Exploris 240 Thermo Scientific,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,HCD,True,4.064300003392418e-05,0.2597402597402597
89,421,Planktopeptin BL 1125,C54H79N9O17,O[C@H]1N(C([C@H](CC1)NC([C@H](CC(C)C)N2)=O)=O)C([C@H](C)O)C(N(C)[C@@H](CC3=CC=C(C=C3)OC)C(N[C@H](C(O[C@H]([C@@H](C2=O)NC([C@H](CCC(N)=O)NC([C@@H](CCC4=CC=C(C=C4)O)NC([C@@H](O)CO)=O)=O)=O)C)=O)[C@@H](C)CC)=O)=O,WABVJCPIKZSXJF-POZIDFPQSA-N,CMDB421,False,2b,crude extract,Greifensee Planktothrix G2020,False,WABVJCPIKZSXJF,O=C(CCCc1ccccc1)NCC(=O)NC1COC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CN2CCCC(NC(=O)CNC1=O)C2=O,True,WABVJCPIKZSXJF,1126.5666685350002,C54H79N9O17,WABVJCPIKZSXJF-POZIDFPQSA-N,80.0,True,True,WABVJCPIKZSXJF-POZIDFPQSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,9.0,"15,20,25,30,35,40,50,60,70",9.0,0.0,0.0,True,False,False,0.0,1126.5667,Exploris 240 Thermo Scientific,MSBNK-EAWAG-ED,,True,3.1464999892705237e-05,0.6335877862595419
90,467,Cyanopeptolin CP1048,C52H76N10O13,O=C(NC(C(NC(C(NC(CCCNC(N)=N)C(NC1C(N(C(C(N(C(C(NC2C(C)C)=O)CCC3=CC=C(O)C=C3)C)=O)CC4=CC=CC=C4)C(O)CC1)=O)=O)=O)C(OC2=O)C)=O)CC(O)=O)CCCCCCC,VYXPXPDSGOMRCH-UHFFFAOYSA-N,CMDB467,False,2b,crude extract,Nostoc edaphicum CCNP1411,False,VYXPXPDSGOMRCH,O=C1CCOC(=O)CNC(=O)C(CCc2ccccc2)NC(=O)C(Cc2ccccc2)N2CCCC(NC(=O)CN1)C2=O,True,VYXPXPDSGOMRCH,1049.5666089590004,C52H76N10O13,VYXPXPDSGOMRCH-UHFFFAOYSA-N,75.0,True,True,VYXPXPDSGOMRCH-UHFFFAOYSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,18.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,9.0,True,True,True,9.0,1049.5666,Exploris 240 Thermo Scientific,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,HCD,True,8.959000297181774e-06,0.7777777777777778
91,512,Cyanopeptolin 1020,C50H72N10O13,C[C@H]1OC([C@@H](NC([C@@H](N(C([C@@H](N2C([C@H](CC[C@H]2O)NC([C@@H](NC([C@H]1NC([C@@H](NC(CCCCC)=O)CCC(O)=O)=O)=O)CCC/N=C(N)/N)=O)=O)CC3=CC=CC=C3)=O)C)CC(C=C4)=CC=C4O)=O)C(C)C)=O,NYXUAFLMUQAJPS-AYGLBTBXSA-N,CMDB512,False,2b,crude extract,Planktothrix rubescens K-0576,False,NYXUAFLMUQAJPS,O=C1CCOC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)N2CCCC(NC(=O)CN1)C2=O,True,NYXUAFLMUQAJPS,1021.5353088310002,C50H72N10O13,NYXUAFLMUQAJPS-AYGLBTBXSA-N,73.0,True,True,NYXUAFLMUQAJPS-AYGLBTBXSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,True,18.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,9.0,True,True,True,18.0,1021.5353,Exploris 240 Thermo Scientific,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,HCD,True,8.831000172904169e-06,0.7807017543859649
92,532,Cyanopeptolin 1014,C49H78N10O13,O=C(NC(CCCNC(N)=N)C(NC1C(N(C(C(N(C(C(NC2C(C)C)=O)CC3=CC=C(O)C=C3)C)=O)CC(C)C)C(O)CC1)=O)=O)C(C(OC2=O)C)NC(C(CCC(O)=O)NC(CCCCCCC)=O)=O,XROOLCIJEAHFKQ-UHFFFAOYSA-N,CMDB532,False,2b,crude extract,"Microcystis panniformis, strain MIRS-04",False,XROOLCIJEAHFKQ,O=C1CCOC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CN2CCCC(NC(=O)CN1)C2=O,True,XROOLCIJEAHFKQ,1015.5822590230001,C49H78N10O13,XROOLCIJEAHFKQ-UHFFFAOYSA-N,72.0,True,True,XROOLCIJEAHFKQ-UHFFFAOYSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,18.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,9.0,True,True,True,18.0,1015.5823,Exploris 240 Thermo Scientific,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,HCD,True,4.097699991234549e-05,0.782608695652174
93,555,Cyanopeptolin 963A,C49H69N7O13,CCCCCC(N[C@H](C(N[C@H]1[C@H](C)OC([C@H](C(C)C)NC([C@H](CC2=CC=CC=C2)N(C)C([C@H](CC(C)C)N3[C@H](O)CC[C@H](NC([C@H](CC4=CC=C(O)C=C4)NC1=O)=O)C3=O)=O)=O)=O)=O)CC(O)=O)=O,NGPDQWFWZNXVLZ-FJOPZUAJSA-N,CMDB555,False,2b,crude extract,Microcystis aeruginosa PCC7806,False,NGPDQWFWZNXVLZ,O=C1CN2CCCC(NC(=O)C(Cc3ccccc3)NC(=O)CCOC(=O)CNC(=O)C(Cc3ccccc3)N1)C2=O,True,NGPDQWFWZNXVLZ,964.5026117350003,C49H69N7O13,NGPDQWFWZNXVLZ-FJOPZUAJSA-N,69.0,True,True,NGPDQWFWZNXVLZ-FJOPZUAJSA-N,True,True,False,False,False,,False,False,False,NGPDQWFWZNXVLZ,0,False,False,False,True,,,,,,,,,,,,,,False,,1.0
94,603,Cyanopeptolin C,C47H74N8O12,CCCCCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H]1[C@H](OC(=O)[C@@H](NC(=O)[C@@H](N(C(=O)[C@@H](N2[C@@H](CC[C@@H](C2=O)NC(=O)[C@@H](NC1=O)CCCCNC)O)CC(C)C)C)CC3=CC=CC=C3)C(C)C)C,QOZZMIMTOTZWNP-SXJCRJPTSA-N,CMDB603,False,2b,crude extract,Microcystis aeruginosa PCC7806,False,QOZZMIMTOTZWNP,O=C1CCOC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CN2CCCC(NC(=O)CN1)C2=O,True,QOZZMIMTOTZWNP,943.549896275,C47H74N8O12,QOZZMIMTOTZWNP-KWOQDFNWSA-N,67.0,True,True,QOZZMIMTOTZWNP-KWOQDFNWSA-N|QOZZMIMTOTZWNP-SXJCRJPTSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,18.0,"15,20,25,30,35,40,50,60,70,80",10.0,9.0,9.0,True,True,True,9.0,943.5499,Exploris 240 Thermo Scientific,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,HCD,True,3.724999942278373e-06,0.8490566037735849
95,605,Micropeptin K139,C47H74N10O13,O=C([C@@H](NC([C@H](NC(CCCCC)=O)CC(O)=O)=O)[C@@H](C)OC1=O)N[C@H](C(N[C@@H]2C([N@@]([C@@H](CC2)O)[C@H]([C@H](C)CC)C(N(C)[C@@H](CC3=CC=C(C=C3)O)C(N[C@H]1[C@H](CC)C)=O)=O)=O)=O)CCCNC(N)=N,ROTFFYYCARWRHQ-WNRHWPMLSA-N,CMDB605,False,2b,crude extract,"Microcystis panniformis, strain MIRS-04",False,ROTFFYYCARWRHQ,O=C1CCOC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CN2CCCC(NC(=O)CN1)C2=O,True,ROTFFYYCARWRHQ,987.550958895,C47H74N10O13,ROTFFYYCARWRHQ-WNRHWPMLSA-N,70.0,True,True,ROTFFYYCARWRHQ-WNRHWPMLSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,18.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,9.0,True,True,True,9.0,987.551,Exploris 240 Thermo Scientific,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,HCD,True,4.1105000036623096e-05,0.7
