s4_row,cyanometdb_id,name,formula,smiles,inchikey_s4,unit_id,unit_is_group,level,purity,source,hash_prev_massbank,muru_key,scaffold_group,ik_s4_valid_format,ik14_s4,mh_theor,formula_rdkit,inchikey_rdkit_raw,heavy_atoms,formula_match,ik14_rdkit_eq_s4,inchikeys_in_records,record_ik14_contains_s4_ik14,in_msg15_any_route,in_msg15_simchallenge,in_muru_registry,in_muru_exposed_populations,muru_population_hits,in_study2,in_comparator,in_msnlib_9lib,msg15_same_formula_keys,n_msg15_same_formula_other_key,scaf_in_muru_registry,scaf_in_study2,scaf_in_comparator,scaf_in_msg15,n_mh_records,mh_nce_set,n_mh_distinct_nce,n_mh_distinct_nce_first_mass_40,n_mh_distinct_nce_muru_window_ok,has_nce20_and_nce60,has_nce20_and_nce60_muru_window_ok,has_nce20_and_nce60_first_mass_40,n_mh_records_with_scan_range,mh_precursor_mz_median,mh_instruments,mh_series,mh_fragmentation,has_mh,mh_record_vs_theor_da,msg15_nn_tanimoto
20,1213,Gallinamide A,C31H52N4O7,CC[C@H](C)[C@@H](C(=O)O[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N1[C@H](C(=CC1=O)OC)C)N(C)C,ASRBKZHDORPEHO-KYJIWOQOSA-N,CMDB1213,False,1,crude extract,Schizothrix sp.,False,ASRBKZHDORPEHO,O=C1C=CCN1,True,ASRBKZHDORPEHO,593.390876471,C31H52N4O7,ASRBKZHDORPEHO-KYJIWOQOSA-N,42.0,True,True,ASRBKZHDORPEHO-KYJIWOQOSA-N,True,True,False,False,False,,False,False,False,ANWWJORIPQKJFW|ASRBKZHDORPEHO,1,True,False,False,True,9.0,"15,20,25,30,40,50,60,70,80",9.0,0.0,0.0,True,False,False,0.0,593.3909,QExactive Plus,MSBNK-MLU-ED,,True,2.3529000031885516e-05,1.0
21,1240,Aeruginosin NOL3,C30H48N6O6,CCCCCC(N[C@H](C(N([C@H](C(NC(CO)CCCNC(N)=N)=O)C1)[C@@H]2[C@H]1CCC(O)C2)=O)CC3=CC=C(O)C=C3)=O,KVEGLZCDCVSBQX-ZHYXHTNASA-N,CMDB1240,False,1,crude extract,Nodularia spumigena KAC71,False,KVEGLZCDCVSBQX,O=C(CCc1ccccc1)N1CCC2CCCCC21,True,KVEGLZCDCVSBQX,589.370809723,C30H48N6O6,KVEGLZCDCVSBQX-ZHYXHTNASA-N,42.0,True,True,KVEGLZCDCVSBQX-ZHYXHTNASA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,18.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,0.0,True,False,True,0.0,589.3708,Exploris 240 Thermo Scientific,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,,True,9.72299994828063e-06,0.4
22,1339,Acutiphycin,C27H44O7,CCCCC[C@@H](OC(C[C@@](O1)(O)C[C@@H](O)CC1/C(C)=C/[C@@H]2C)=O)C/C=C(C)/[C@@H](O)C(C)(C)C2=O,GEJXYOJDTGLZJE-DDALQIJOSA-N,CMDB1339,False,1,reference material,Limnothrix sp.,False,GEJXYOJDTGLZJE,O=C1CC=CC2CCCC(CC(=O)OCCC=CCC1)O2,True,GEJXYOJDTGLZJE,481.3159802149999,C27H44O7,GEJXYOJDTGLZJE-DDALQIJOSA-N,34.0,True,True,GEJXYOJDTGLZJE-DDALQIJOSA-N,True,False,False,False,False,,False,False,False,JQNVCUBPURTQPQ|LQGNCUXDDPRDJH|NKDFYOWSKOHCCO,3,False,False,False,False,,,,,,,,,,,,,,False,,0.29411764705882354
23,1466,Aerucyclamide A,C24H34N6O4S2,CC[C@H](C)[C@H]1C2=N[C@@H]([C@H](O2)C)C(=O)NCC3=NC(=CS3)C(=O)N[C@@H](C4=N[C@H](CS4)C(=O)N1)[C@@H](C)CC,VJFRQMMMXJJUSM-VZGZUROSSA-N,CMDB1466,False,1,crude extract,"industrial source (CyanoBiorech, now SIMRIS)",True,VJFRQMMMXJJUSM,O=C1NCC2=NC(CS2)C(=O)NCC2=NC(CO2)C(=O)NCc2nc1cs2,True,VJFRQMMMXJJUSM,535.215572035,C24H34N6O4S2,VJFRQMMMXJJUSM-VZGZUROSSA-N,36.0,True,True,VJFRQMMMXJJUSM-VZGZUROSSA-N,True,True,True,False,False,,False,False,False,VJFRQMMMXJJUSM,0,False,False,False,True,7.0,"15,20,25,30,40,50,60",7.0,0.0,0.0,True,False,False,0.0,535.2156,QExactive Plus,MSBNK-MLU-ED,,True,2.7964999958385306e-05,1.0
24,1472,Aerucyclamide B,C24H32N6O4S2,CC[C@H](C)[C@H]1C2=N[C@@H]([C@H](O2)C)C(=O)NCC3=NC(=CS3)C(=O)N[C@@H](C4=NC(=CS4)C(=O)N1)[C@@H](C)CC,JFWABYMXSVHLEW-ZUDVWZRRSA-N,CMDB1472,False,1,crude extract,"industrial source (CyanoBiorech, now SIMRIS)",False,JFWABYMXSVHLEW,O=C1NCC2=NC(CO2)C(=O)NCc2nc(cs2)C(=O)NCc2nc1cs2,True,JFWABYMXSVHLEW,533.199921971,C24H32N6O4S2,JFWABYMXSVHLEW-ZUDVWZRRSA-N,36.0,True,True,JFWABYMXSVHLEW-ZUDVWZRRSA-N,True,True,False,False,False,,False,False,False,JFWABYMXSVHLEW,0,False,False,False,True,9.0,"15,20,25,30,40,50,60,70,80",9.0,0.0,0.0,True,False,False,0.0,533.1999,QExactive Plus,MSBNK-MLU-ED,,True,2.1971000023768283e-05,1.0
25,1802,MC-RR,C49H75N13O12,O=C(N(C)C(C(N[C@H](C)C1=O)=O)=C)CC[C@H](C(O)=O)NC([C@@H](C)[C@H](/C=C/C(C)=C/[C@H](C)[C@@H](OC)CC2=CC=CC=C2)NC([C@H](CCCNC(N)=N)NC([C@@H](C)[C@H](C(O)=O)NC([C@@H](N1)CCCNC(N)=N)=O)=O)=O)=O,JIGDOBKZMULDHS-UUHBQKJESA-N,CMDB1802,False,1,reference material,"commercial, Alexis Biochemicals",True,JIGDOBKZMULDHS,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)CNC(=O)CNC1=O,True,JIGDOBKZMULDHS,1038.573091307,C49H75N13O12,JIGDOBKZMULDHS-UUHBQKJESA-N,74.0,True,True,JIGDOBKZMULDHS-UUHBQKJESA-N,True,False,False,False,False,,False,False,False,,0,True,False,False,True,9.0,"15,20,25,30,35,40,50,60,70",9.0,0.0,0.0,True,False,False,0.0,1038.5731,Exploris 240 Thermo Scientific,MSBNK-EAWAG-ED,,True,8.69300015438057e-06,0.8118811881188119
26,1823,MC-LR,C49H74N10O12,C[C@@H](\C=C(/C)\C=C\[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](C)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)C(=C)N(C)C(=O)CC[C@@H](NC(=O)[C@H]1C)C(=O)O)C(=O)O)[C@H](Cc1ccccc1)OC,ZYZCGGRZINLQBL-GWRQVWKTSA-N,CMDB1823,False,1,reference material,"commercial, Alexis Biochemicals",True,ZYZCGGRZINLQBL,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)CNC(=O)CNC1=O,True,ZYZCGGRZINLQBL,995.5560442750002,C49H74N10O12,ZYZCGGRZINLQBL-GWRQVWKTSA-N,71.0,True,True,ZYZCGGRZINLQBL-GWRQVWKTSA-N,True,True,True,False,False,,False,False,False,ZYZCGGRZINLQBL,0,True,False,False,True,18.0,"15,20,25,30,35,40,50,60,70,80",10.0,9.0,9.0,True,True,True,18.0,995.556,Exploris 240 Thermo Scientific,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,HCD,True,4.427500016390695e-05,0.8514851485148515
27,1844,MC-YR,C52H72N10O13,O=C(N(C)C(C(N[C@@H](C1=O)C)=O)=C)CC[C@H](C(O)=O)NC([C@@H](C)[C@H](/C=C/C(C)=C/[C@H](C)[C@@H](OC)CC2=CC=CC=C2)NC([C@H](CCCNC(N)=N)NC([C@@H](C)[C@H](C(O)=O)NC([C@@H](N1)CC3=CC=C(O)C=C3)=O)=O)=O)=O,OWHASZQTEFAUJC-GJRPNUFSSA-N,CMDB1844,False,1,reference material,commercial,True,OWHASZQTEFAUJC,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)CNC1=O,True,OWHASZQTEFAUJC,1045.535308831,C52H72N10O13,OWHASZQTEFAUJC-GJRPNUFSSA-N,75.0,True,True,OWHASZQTEFAUJC-GJRPNUFSSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,6.0,"15,20,25,30,40,50",6.0,0.0,0.0,False,False,False,0.0,1045.5353,Exploris 240 Thermo Scientific,MSBNK-EAWAG-ED,,True,8.831000059217331e-06,0.7870370370370371
28,1861,[Dha7]MC-LR,C48H72N10O12,C[C@@H](\C=C(/C)\C=C\[C@@H]1NC(=O)[C@H](CCC\N=C(/N)N)NC(=O)[C@@H](C)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)C(=C)NC(=O)CC[C@@H](NC(=O)[C@H]1C)C(=O)O)C(=O)O)[C@H](Cc1ccccc1)OC,WLWITBHAANNFHV-NDUWXMRTSA-N,CMDB1861,False,1,reference material,"commercial, Alexis Biochemicals",False,WLWITBHAANNFHV,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)CNC(=O)CNC1=O,True,WLWITBHAANNFHV,981.5403942110001,C48H72N10O12,WLWITBHAANNFHV-NDUWXMRTSA-N,70.0,True,True,WLWITBHAANNFHV-NDUWXMRTSA-N,True,False,False,False,False,,False,False,False,IYDKWWDUBYWQGF|VYEBKSHVYPDMQQ,2,True,False,False,True,9.0,"15,20,25,30,35,40,50,60,70",9.0,0.0,0.0,True,False,False,0.0,981.5404,Exploris 240 Thermo Scientific,MSBNK-EAWAG-ED,,True,5.7889998288374045e-06,0.8411214953271028
29,1879,MC-HilR,C50H76N10O12,C[C@@H](\C=C(/C)\C=C\[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](C)[C@@H](NC(=O)[C@H](C[C@@H](C)CC)NC(=O)[C@@H](C)NC(=O)C(=C)N(C)C(=O)CC[C@@H](NC(=O)[C@H]1C)C(=O)O)C(=O)O)[C@H](Cc1ccccc1)OC,PJPFCNPJHGMQBK-GHDNJWGDSA-N,CMDB1879,False,1,reference material,commercial,False,PJPFCNPJHGMQBK,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)CNC(=O)CNC1=O,True,PJPFCNPJHGMQBK,1009.5716943390001,C50H76N10O12,PJPFCNPJHGMQBK-GHDNJWGDSA-N,72.0,True,True,PJPFCNPJHGMQBK-GHDNJWGDSA-N,True,False,False,False,False,,False,False,False,,0,True,False,False,True,9.0,"15,20,25,30,35,40,50,60,70",9.0,0.0,0.0,True,False,False,9.0,1009.5717,Exploris 240 Thermo Scientific,MSBNK-EAWAG-ED,HCD,True,5.660999818246637e-06,0.7850467289719626
30,1894,MC-LA,C46H67N7O12,C[C@@H](\C=C(/C)\C=C\[C@@H]1NC(=O)[C@H](C)NC(=O)[C@@H](C)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)C(=C)N(C)C(=O)CC[C@@H](NC(=O)[C@H]1C)C(=O)O)C(=O)O)[C@H](Cc1ccccc1)OC,DIAQQISRBBDJIM-DRSCAGMXSA-N,CMDB1894,False,1,reference material,"commercial, Alexis Biochemicals",True,DIAQQISRBBDJIM,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)CNC(=O)CNC1=O,True,DIAQQISRBBDJIM,910.4920470510002,C46H67N7O12,DIAQQISRBBDJIM-DRSCAGMXSA-N,65.0,True,True,DIAQQISRBBDJIM-DRSCAGMXSA-N,True,True,True,True,True,V2-DEVELOPMENT-POPULATION|WUR-POS-IDENTITY|WUR-SEALED,False,False,False,DIAQQISRBBDJIM,0,True,False,False,True,18.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,9.0,True,True,True,9.0,910.492,Exploris 240 Thermo Scientific,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,HCD,True,4.7051000251485675e-05,1.0
31,1916,MC-LY,C52H71N7O13,C[C@@H](\C=C(/C)\C=C\[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](C)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)C(=C)N(C)C(=O)CC[C@@H](NC(=O)[C@H]1C)C(=O)O)C(=O)O)[C@H](Cc1ccccc1)OC,SIGQAYSWORHPPH-WSTSHCHISA-N,CMDB1916,False,1,crude extract,"Microcystis panniformis, strain MIRS-04",True,SIGQAYSWORHPPH,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)CCNC(=O)CNC(=O)CNC1=O,True,SIGQAYSWORHPPH,1002.5182617990002,C52H71N7O13,SIGQAYSWORHPPH-WSTSHCHISA-N,72.0,True,True,SIGQAYSWORHPPH-WSTSHCHISA-N,True,False,False,True,True,V2-DEVELOPMENT-POPULATION|WUR-POS-IDENTITY|WUR-SEALED,False,False,False,,0,True,False,False,True,18.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,0.0,True,False,True,0.0,1002.5183,Exploris 240 Thermo Scientific,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,,True,3.820099971107993e-05,0.956989247311828
32,1953,[D-Asp3]MC-LR,C48H72N10O12,C[C@@H](\C=C(/C)\C=C\[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)C[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)C(=C)N(C)C(=O)CC[C@@H](NC(=O)[C@H]1C)C(=O)O)C(=O)O)[C@H](Cc1ccccc1)OC,VYEBKSHVYPDMQQ-MREVJOSWSA-N,CMDB1953,False,1,reference material,commercial,False,VYEBKSHVYPDMQQ,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)CNC(=O)CNC1=O,True,VYEBKSHVYPDMQQ,981.5403942110001,C48H72N10O12,VYEBKSHVYPDMQQ-MREVJOSWSA-N,70.0,True,True,VYEBKSHVYPDMQQ-MREVJOSWSA-N,True,True,False,False,False,,False,False,False,IYDKWWDUBYWQGF|VYEBKSHVYPDMQQ,1,True,False,False,True,9.0,"15,20,25,30,35,40,50,60,70",9.0,0.0,0.0,True,False,False,9.0,981.5404,Exploris 240 Thermo Scientific,MSBNK-EAWAG-ED,HCD,True,5.7889998288374045e-06,0.8454545454545455
33,1962,"[D-Asp3,(E)-Dhb7]MC-RR",C48H73N13O12,C[C@@H](\C=C(/C)\C=C\[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)C[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](C)NC(=O)C(=C\C)/NC(=O)CC[C@@H](NC(=O)[C@H]1C)C(=O)O)C(=O)O)[C@H](Cc1ccccc1)OC,JIVQGWHGELHXHV-UTGMKIGISA-N,CMDB1962,False,1,reference material,"commercial, CyanoBioTech now Simris",True,JIVQGWHGELHXHV,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)CNC(=O)CNC1=O,True,JIVQGWHGELHXHV,1024.5574412430003,C48H73N13O12,JIVQGWHGELHXHV-UTGMKIGISA-N,73.0,True,True,JIVQGWHGELHXHV-UTGMKIGISA-N,True,False,False,False,False,,False,False,False,,0,True,False,False,True,,,,,,,,,,,,,,False,,0.6416666666666667
34,1972,[D-Leu1]MC-LY,C55H77N7O13,O=C(N(C)C(C(N[C@@H](C1=O)CC(C)C)=O)=C)CC[C@H](C(O)=O)NC([C@@H](C)[C@H](/C=C/C(C)=C/[C@H](C)[C@@H](OC)CC2=CC=CC=C2)NC([C@H](CC3=CC=C(O)C=C3)NC([C@@H](C)[C@H](C(O)=O)NC([C@@H](N1)CC(C)C)=O)=O)=O)=O,ANDKUSLFYHFLNO-WVYYMHGOSA-N,CMDB1972,False,1,reference material,commercial,False,ANDKUSLFYHFLNO,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)CCNC(=O)CNC(=O)CNC1=O,True,ANDKUSLFYHFLNO,1044.5652119910003,C55H77N7O13,ANDKUSLFYHFLNO-WVYYMHGOSA-N,75.0,True,True,ANDKUSLFYHFLNO-WVYYMHGOSA-N,True,False,False,False,False,,False,False,False,,0,True,False,False,True,9.0,"15,20,25,30,35,40,50,60,70",9.0,0.0,0.0,True,False,False,0.0,1044.5652,Exploris 240 Thermo Scientific,MSBNK-EAWAG-ED,,True,1.1991000292255194e-05,0.9042553191489362
35,2066,MC-RY,C52H72N10O13,O=C(N(C)C(C(N[C@@H](C1=O)C)=O)=C)CC[C@H](C(O)=O)NC([C@@H](C)[C@H](/C=C/C(C)=C/[C@H](C)[C@@H](OC)CC2=CC=CC=C2)NC([C@H](CC3=CC=C(O)C=C3)NC([C@@H](C)[C@H](C(O)=O)NC([C@@H](N1)CCCNC(N)=N)=O)=O)=O)=O,YCVNLMLOLNNEKI-GJRPNUFSSA-N,CMDB2066,False,1,reference material,commercial,False,YCVNLMLOLNNEKI,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)CCNC(=O)CNC(=O)CNC1=O,True,YCVNLMLOLNNEKI,1045.535308831,C52H72N10O13,YCVNLMLOLNNEKI-GJRPNUFSSA-N,75.0,True,True,YCVNLMLOLNNEKI-GJRPNUFSSA-N,True,False,False,False,False,,False,False,False,,0,True,False,False,True,9.0,"15,20,25,30,40,50,60,70,80",9.0,0.0,0.0,True,False,False,9.0,1045.5353,Exploris 240 Thermo Scientific,MSBNK-EAWAG-ED,HCD,True,8.831000059217331e-06,0.7870370370370371
36,2273,Rivulariapeptolide 1185,C61H87N9O15,CCCC(=O)N1CCC[C@H]1C(=O)N[C@@H]([C@@H](C)OC(=O)[C@@H]2CCCN2C(=O)CCC)C(=O)N[C@H]3[C@H](OC(=O)[C@@H](NC(=O)[C@@H](N(C(=O)[C@@H](N4[C@@H](CC[C@@H](C4=O)NC(=O)C(NC3=O)CC(C)C)O)CC5=CC=CC=C5)C)CC6=CC=C(C=C6)O)C(C)C)C,MLONDHJIZVGDPO-FGPZQASWSA-N,CMDB2273,False,1,crude extract,Rivularia sp. PCC 7116,False,MLONDHJIZVGDPO,O=C1CNC(=O)C(NC(=O)C(COC(=O)C2CCCN2)NC(=O)C2CCCN2)COC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)N2CCCC(N1)C2=O,True,MLONDHJIZVGDPO,1186.6394395510001,C61H87N9O15,MLONDHJIZVGDPO-FGPZQASWSA-N,85.0,True,True,MLONDHJIZVGDPO-FGPZQASWSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,9.0,"15,20,25,30,40,50,60,70,80",9.0,0.0,0.0,True,False,False,0.0,1186.6394,QExactive Plus,MSBNK-MLU-ED,,True,3.95510000998911e-05,0.72
37,2275,Rivulariapeptolide 1121,C56H83N9O15,CC(C)[C@H](NC([C@H](CC1=CC=C(O)C=C1)N(C)C([C@H](CC(C)C)N2[C@H](O)CC[C@H](NC(/C(NC3=O)=C\C)=O)C2=O)=O)=O)C(O[C@H](C)[C@@H]3NC([C@H]([C@@H](OC(C4N(C(CCC)=O)CCC4)=O)C)NC(C5CCCN5C(CCC)=O)=O)=O)=O,NSLGLRCZEMNFTE-BSTXMPBESA-N,CMDB2275,False,1,crude extract,Rivularia sp. PCC 7117,False,NSLGLRCZEMNFTE,C=C1NC(=O)C(NC(=O)C(COC(=O)C2CCCN2)NC(=O)C2CCCN2)COC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CN2CCCC(NC1=O)C2=O,True,NSLGLRCZEMNFTE,1122.6081394230002,C56H83N9O15,NSLGLRCZEMNFTE-BSTXMPBESA-N,80.0,True,True,NSLGLRCZEMNFTE-BSTXMPBESA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,9.0,"15,20,25,30,40,50,60,70,80",9.0,0.0,0.0,True,False,False,0.0,1122.6081,QExactive Plus,MSBNK-MLU-ED,,True,3.9423000316674006e-05,0.8869565217391304
38,2276,Rivulariapeptolide 988,C50H68N8O13,CCCC(=O)N1CCCC1C(=O)N[C@@H]([C@H](C)O)C(=O)N[C@H]2[C@H](OC(=O)[C@@H](NC(=O)[C@@H](N(C(=O)[C@@H](N3[C@@H](CC[C@@H](C3=O)NC(=O)/C(=C\C)/NC2=O)O)CC4=CC=CC=C4)C)CC5=CC=C(C=C5)O)C(C)C)C,VOJZQYLSWQMIAF-SWYMOLAOSA-N,CMDB2276,False,1,reference material,Rivularia sp. PCC 7118,False,VOJZQYLSWQMIAF,C=C1NC(=O)C(NC(=O)CNC(=O)C2CCCN2)COC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)N2CCCC(NC1=O)C2=O,True,VOJZQYLSWQMIAF,989.4978607030001,C50H68N8O13,VOJZQYLSWQMIAF-SWYMOLAOSA-N,71.0,True,True,VOJZQYLSWQMIAF-SWYMOLAOSA-N,True,True,False,False,False,,False,False,False,VOJZQYLSWQMIAF,0,False,False,False,True,9.0,"15,20,25,30,40,50,60,70,80",9.0,0.0,0.0,True,False,False,0.0,989.4979,QExactive Plus,MSBNK-MLU-ED,,True,3.9296999830185086e-05,1.0
39,2277,Molassamide B,C48H65BrN8O13,CCCC(=O)NC(C)C(=O)NC(C(C)O)C(=O)NC1C(OC(=O)C(NC(=O)C(N(C(=O)C(N2C(CCC(C2=O)NC(=O)/C(=C\C)/NC1=O)O)CC3=CC=CC=C3)C)CC4=CC(=C(C=C4)O)Br)C(C)C)C,RHDUBBRUOVMSBW-VNTWQREPSA-N,CMDB2277,False,1,crude extract,Rivularia sp. PCC 7119,False,RHDUBBRUOVMSBW,C=C1NC(=O)CCOC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)N2CCCC(NC1=O)C2=O,True,RHDUBBRUOVMSBW,1041.3927227070003,C48H65BrN8O13,RHDUBBRUOVMSBW-VNTWQREPSA-N,70.0,True,True,RHDUBBRUOVMSBW-VNTWQREPSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,True,7.0,"15,20,25,30,40,50,60",7.0,0.0,0.0,True,False,False,0.0,1041.3927,QExactive Plus,MSBNK-MLU-ED,,True,2.2707000198352034e-05,0.8888888888888888
40,2340,Insulapeptolide D,C48H75N9O12,C[C@@H]1CN(C([C@@H](NC(C)=O)CCCNC(N)=O)=O)[C@H](C(N[C@@H](CC(C)C)C(N[C@@H]2C([N@@]([C@@H]([C@H](CC)C)C(N(C)[C@H]3CC4=CC=C(OC)C=C4)=O)[C@H](O)CC2)=O)=O)=O)[C@@H]1OC([C@H]([C@H](C)CC)NC3=O)=O,CHDGJSXGBVKFIF-LMGIIRSZSA-N,CMDB2340,False,1,reference material,Nostoc insulare,False,CHDGJSXGBVKFIF,O=C1CN2CCCC(NC(=O)CNC(=O)C3NCCC3OC(=O)CNC(=O)C(Cc3ccccc3)N1)C2=O,True,CHDGJSXGBVKFIF,970.5607953070004,C48H75N9O12,CHDGJSXGBVKFIF-LMGIIRSZSA-N,69.0,True,True,CHDGJSXGBVKFIF-LMGIIRSZSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,9.0,"15,20,25,30,40,50,60,70,80",9.0,0.0,0.0,True,False,False,9.0,970.5608,QExactive Plus,MSBNK-MLU-ED,HCD,True,4.692999596045411e-06,0.5769230769230769
41,2341,Insulapeptolide E,C51H72N8O14,CCCC(N1[C@H](C(N[C@H](C(N[C@@H]([C@H](OC([C@H]([C@H](C)CC)N2)=O)C)C(N[C@@H](CCC3=CC=CC=C3)C(N[C@@H]4C([N@@]([C@H](C(N(C)[C@H](C2=O)CC5=CC=C(O)C=C5)=O)[C@@H](C)O)[C@H](O)CC4)=O)=O)=O)=O)CO)=O)CCC1)=O,NCTMHAKMWCIMCA-KPQXWPPMSA-N,CMDB2341,False,1,reference material,Nostoc insulare,False,NCTMHAKMWCIMCA,O=C1CN2CCCC(NC(=O)C(CCc3ccccc3)NC(=O)C(NC(=O)CNC(=O)C3CCCN3)COC(=O)CNC(=O)C(Cc3ccccc3)N1)C2=O,True,NCTMHAKMWCIMCA,1021.5240754510004,C51H72N8O14,NCTMHAKMWCIMCA-KPQXWPPMSA-N,73.0,True,True,NCTMHAKMWCIMCA-KPQXWPPMSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,9.0,"15,20,25,30,40,50,60,70,80",9.0,0.0,0.0,True,False,False,9.0,1021.5241,QExactive Plus,MSBNK-MLU-ED,HCD,True,2.454899959047907e-05,0.6268656716417911
42,2342,Insulapeptolide F,C50H70N8O14,CCCC(N1[C@H](C(N[C@H](C(N[C@@H]([C@H](OC([C@H](C(C)C)N2)=O)C)C(N[C@@H](CCC3=CC=CC=C3)C(N[C@@H]4C([N@@]([C@H](C(N(C)[C@H](C2=O)CC5=CC=C(O)C=C5)=O)[C@@H](C)O)[C@H](O)CC4)=O)=O)=O)=O)CO)=O)CCC1)=O,YGYHKTCZYNoIBL-RAKGUDTISA-N,CMDB2342,False,1,Bioreagent,Nostoc insulare,False,YGYHKTCZYNOIBL,O=C1CN2CCCC(NC(=O)C(CCc3ccccc3)NC(=O)C(NC(=O)CNC(=O)C3CCCN3)COC(=O)CNC(=O)C(Cc3ccccc3)N1)C2=O,False,YGYHKTCZYNOIBL,1007.5084253870004,C50H70N8O14,YGYHKTCZYNOIBL-RAKGUDTISA-N,72.0,True,True,YGYHKTCZYNOIBL-RAKGUDTISA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,9.0,"15,20,25,30,40,50,60,70,80",9.0,0.0,0.0,True,False,False,9.0,1007.5084,QExactive Plus,MSBNK-MLU-ED,HCD,True,2.538700039167452e-05,0.6615384615384615
43,2343,Insulapeptolide G,C50H70N8O13,CCCC(N1[C@H](C(N[C@H](C(N[C@@H]([C@H](OC([C@H](C(C)C)N2)=O)C)C(N[C@@H](CCC3=CC=CC=C3)C(N[C@@H]4C([N@@]([C@H](C(N(C)[C@H](C2=O)CC5=CC=CC=C5)=O)[C@@H](C)O)[C@H](O)CC4)=O)=O)=O)=O)CO)=O)CCC1)=O,FWWSPBIYNIQGJB-MZAIBGPZSA-N,CMDB2343,False,1,Bioreagent,Nostoc insulare,False,FWWSPBIYNIQGJB,O=C1CN2CCCC(NC(=O)C(CCc3ccccc3)NC(=O)C(NC(=O)CNC(=O)C3CCCN3)COC(=O)CNC(=O)C(Cc3ccccc3)N1)C2=O,True,FWWSPBIYNIQGJB,991.5135107670004,C50H70N8O13,FWWSPBIYNIQGJB-MZAIBGPZSA-N,71.0,True,True,FWWSPBIYNIQGJB-MZAIBGPZSA-N,True,False,False,False,False,,False,False,False,,0,False,False,False,False,9.0,"15,20,25,30,40,50,60,70,80",9.0,0.0,0.0,True,False,False,9.0,991.5135,QExactive Plus,MSBNK-MLU-ED,HCD,True,1.0767000389932946e-05,0.6230769230769231
