unique_sample_id,source_zip,member,file,n_candidates,file_sha256
pluskal_nencka_mce_5001_K9_id,20231123_mzml_mce_scaffold_positive.zip,20231123_mzml_mce_scaffold_positive/20231123_pluskal_nencka_mce_5001_K9_id_MSn_positive.mzML,20231123_pluskal_nencka_mce_5001_K9_id_MSn_positive.mzML,1,83bc9f8b6591957cb1759935c6859ba0720de2567927aec7915719884f24a23d
pluskal_nencka_mce_5001_L10_id,20231123_mzml_mce_scaffold_positive.zip,20231123_mzml_mce_scaffold_positive/20231123_pluskal_nencka_mce_5001_L10_id_MSn_positive.mzML,20231123_pluskal_nencka_mce_5001_L10_id_MSn_positive.mzML,1,24b215f205f06561f52b99dc495b317edfea19a2014b0f16cde703e262301665
pluskal_nencka_mce_5001_L11_id,20231123_mzml_mce_scaffold_positive.zip,20231123_mzml_mce_scaffold_positive/20231123_pluskal_nencka_mce_5001_L11_id_MSn_positive.mzML,20231123_pluskal_nencka_mce_5001_L11_id_MSn_positive.mzML,1,8c03363106eed95107dc019061cf41af0ca07556b44624a5eee1d7a5724639be
pluskal_nencka_mce_5001_L12_id,20231123_mzml_mce_scaffold_positive.zip,20231123_mzml_mce_scaffold_positive/20231123_pluskal_nencka_mce_5001_L12_id_MSn_positive.mzML,20231123_pluskal_nencka_mce_5001_L12_id_MSn_positive.mzML,1,b7d307ccf8fd31c0eb57703bdfa0ab984fe66625db65bce56b791810accfea32
pluskal_nencka_mce_5001_L13_id,20231123_mzml_mce_scaffold_positive.zip,20231123_mzml_mce_scaffold_positive/20231123_pluskal_nencka_mce_5001_L13_id_MSn_positive.mzML,20231123_pluskal_nencka_mce_5001_L13_id_MSn_positive.mzML,1,5918b4add5151bbdf9cd9bd3bd2763206b189ee3e1b770c3b7b0010e653b6b67
pluskal_nencka_mce_5001_L17_id,20231123_mzml_mce_scaffold_positive.zip,20231123_mzml_mce_scaffold_positive/20231123_pluskal_nencka_mce_5001_L17_id_MSn_positive.mzML,20231123_pluskal_nencka_mce_5001_L17_id_MSn_positive.mzML,1,4857f8c5c1b8c0b726f4b4f76edf4202f3ff3820cfaa61fc263ffbbf37d8ef59
pluskal_nencka_mce_5001_L21_id,20231123_mzml_mce_scaffold_positive.zip,20231123_mzml_mce_scaffold_positive/20231123_pluskal_nencka_mce_5001_L21_id_MSn_positive.mzML,20231123_pluskal_nencka_mce_5001_L21_id_MSn_positive.mzML,1,4be95f41266986ac49816a737065783a6cf43640492253958e6eafd793f30523
pluskal_nencka_mce_5001_L3_id,20231123_mzml_mce_scaffold_positive.zip,20231123_mzml_mce_scaffold_positive/20231123_pluskal_nencka_mce_5001_L3_id_MSn_positive.mzML,20231123_pluskal_nencka_mce_5001_L3_id_MSn_positive.mzML,1,9f6f6d58e7ccd3a58664db08e014145b46c74ce4fd832dc49f1a6c2d92394b7a
pluskal_nencka_mce_5001_L5_id,20231123_mzml_mce_scaffold_positive.zip,20231123_mzml_mce_scaffold_positive/20231123_pluskal_nencka_mce_5001_L5_id_MSn_positive.mzML,20231123_pluskal_nencka_mce_5001_L5_id_MSn_positive.mzML,1,b1b69d7b6dacfbbd14284dfb526f0eda728a3d5dbc2a74b32d224dd298f283a4
pluskal_nencka_mce_5001_L7_id,20231123_mzml_mce_scaffold_positive.zip,20231123_mzml_mce_scaffold_positive/20231123_pluskal_nencka_mce_5001_L7_id_MSn_positive.mzML,20231123_pluskal_nencka_mce_5001_L7_id_MSn_positive.mzML,1,9a626c54f711d041fb59f7b10de9961c18a94fbf5040b0efc9574edc4e1d3740
pluskal_nencka_mce_5001_L8_id,20231123_mzml_mce_scaffold_positive.zip,20231123_mzml_mce_scaffold_positive/20231123_pluskal_nencka_mce_5001_L8_id_MSn_positive.mzML,20231123_pluskal_nencka_mce_5001_L8_id_MSn_positive.mzML,1,f0472768c14485fec8180a6ff0ca7e2389778cd88f6665cb604665cc5886cdb8
pluskal_nencka_mce_5001_M10_id,20231123_mzml_mce_scaffold_positive.zip,20231123_mzml_mce_scaffold_positive/20231123_pluskal_nencka_mce_5001_M10_id_MSn_positive.mzML,20231123_pluskal_nencka_mce_5001_M10_id_MSn_positive.mzML,1,7529c5368284be4ed83d2336fabe328e93fba94a42a340f46f90b7049301fb92
pluskal_nencka_mce_5001_M14_id,20231123_mzml_mce_scaffold_positive.zip,20231123_mzml_mce_scaffold_positive/20231123_pluskal_nencka_mce_5001_M14_id_MSn_positive.mzML,20231123_pluskal_nencka_mce_5001_M14_id_MSn_positive.mzML,1,aadf37d91bd5182974969d59a533b1866181f415ee67f3e54cbf3e815926c127
pluskal_nencka_mce_5001_M19_id,20231123_mzml_mce_scaffold_positive.zip,20231123_mzml_mce_scaffold_positive/20231123_pluskal_nencka_mce_5001_M19_id_MSn_positive.mzML,20231123_pluskal_nencka_mce_5001_M19_id_MSn_positive.mzML,1,6dce26f2ec2c607f43846eb7c3adb53f5716dd457823ba717f8d2b7f4c18a5de
pluskal_nencka_mce_5001_M20_id,20231123_mzml_mce_scaffold_positive.zip,20231123_mzml_mce_scaffold_positive/20231123_pluskal_nencka_mce_5001_M20_id_MSn_positive.mzML,20231123_pluskal_nencka_mce_5001_M20_id_MSn_positive.mzML,1,35b30876798d1a7e93ca48c5d8edcf4165c1702c5700e5b9f500f9bccc30ab28
pluskal_nencka_mce_5001_M5_id,20231123_mzml_mce_scaffold_positive.zip,20231123_mzml_mce_scaffold_positive/20231123_pluskal_nencka_mce_5001_M5_id_MSn_positive.mzML,20231123_pluskal_nencka_mce_5001_M5_id_MSn_positive.mzML,1,1ec0ad962b878b99636b463d500c6e9d8d28bee8c4842e6a87bce8ad2a195ef0
pluskal_nencka_mce_5001_M6_id,20231123_mzml_mce_scaffold_positive.zip,20231123_mzml_mce_scaffold_positive/20231123_pluskal_nencka_mce_5001_M6_id_MSn_positive.mzML,20231123_pluskal_nencka_mce_5001_M6_id_MSn_positive.mzML,1,9f0949ccb126491498fd98082404c0f7f95a919259fc56d50f6de12fef35eb91
pluskal_nencka_mce_5001_N11_id,20231123_mzml_mce_scaffold_positive.zip,20231123_mzml_mce_scaffold_positive/20231123_pluskal_nencka_mce_5001_N11_id_MSn_positive.mzML,20231123_pluskal_nencka_mce_5001_N11_id_MSn_positive.mzML,1,9d6f30c43f229e829362b1d94e9746a61bac46bc808d424e1ace6f296f60dab1
pluskal_nencka_mce_5001_N13_id,20231123_mzml_mce_scaffold_positive.zip,20231123_mzml_mce_scaffold_positive/20231123_pluskal_nencka_mce_5001_N13_id_MSn_positive.mzML,20231123_pluskal_nencka_mce_5001_N13_id_MSn_positive.mzML,1,f6c7cb82487d2923d1f6ae9fa040bc5408a1396743012524754e04bb2e115d8b
pluskal_nencka_mce_5001_N14_id,20231123_mzml_mce_scaffold_positive.zip,20231123_mzml_mce_scaffold_positive/20231123_pluskal_nencka_mce_5001_N14_id_MSn_positive.mzML,20231123_pluskal_nencka_mce_5001_N14_id_MSn_positive.mzML,1,2c0dcb862f03fce24625911b6bcd208dcab8f5098509ff03b31e0aa32028809b
pluskal_nencka_mce_5001_N19_id,20231123_mzml_mce_scaffold_positive.zip,20231123_mzml_mce_scaffold_positive/20231123_pluskal_nencka_mce_5001_N19_id_MSn_positive.mzML,20231123_pluskal_nencka_mce_5001_N19_id_MSn_positive.mzML,1,4c52abddac6bb83c7c304f20414741b7cac6b831b2ca08b2c138c49d15a54b8a
pluskal_nencka_mce_5001_N20_id,20231123_mzml_mce_scaffold_positive.zip,20231123_mzml_mce_scaffold_positive/20231123_pluskal_nencka_mce_5001_N20_id_MSn_positive.mzML,20231123_pluskal_nencka_mce_5001_N20_id_MSn_positive.mzML,1,2fefa53b59a24bed2425281ddc7059f48d3448fba53423d5c891efba9aeaed6d
pluskal_nencka_mce_5001_N21_id,20231123_mzml_mce_scaffold_positive.zip,20231123_mzml_mce_scaffold_positive/20231123_pluskal_nencka_mce_5001_N21_id_MSn_positive.mzML,20231123_pluskal_nencka_mce_5001_N21_id_MSn_positive.mzML,1,9e57860f83a7d5b05989e00e78d775b3e89d0b31cae32ae27473ddc62937a1d3
pluskal_nencka_mce_5001_N5_id,20231123_mzml_mce_scaffold_positive.zip,20231123_mzml_mce_scaffold_positive/20231123_pluskal_nencka_mce_5001_N5_id_MSn_positive.mzML,20231123_pluskal_nencka_mce_5001_N5_id_MSn_positive.mzML,1,fe8d52e4ebda29bc38d62caf1884d4693044328a099711e024b8f4cf7027a774
pluskal_nencka_mce_5001_N7_id,20231123_mzml_mce_scaffold_positive.zip,20231123_mzml_mce_scaffold_positive/20231123_pluskal_nencka_mce_5001_N7_id_MSn_positive.mzML,20231123_pluskal_nencka_mce_5001_N7_id_MSn_positive.mzML,1,6a20ac4ecd6061d86c29140141b2b9de10ee62b5aa69bdd0a84bd1fe1027987c
pluskal_nencka_mce_5001_O11_id,20231123_mzml_mce_scaffold_positive.zip,20231123_mzml_mce_scaffold_positive/20231123_pluskal_nencka_mce_5001_O11_id_MSn_positive.mzML,20231123_pluskal_nencka_mce_5001_O11_id_MSn_positive.mzML,1,8011103db76fab91565b2b5c542c505d7b409fc97c9e6630ab881f3950283938
pluskal_nencka_mce_5001_O15_id,20231123_mzml_mce_scaffold_positive.zip,20231123_mzml_mce_scaffold_positive/20231123_pluskal_nencka_mce_5001_O15_id_MSn_positive.mzML,20231123_pluskal_nencka_mce_5001_O15_id_MSn_positive.mzML,1,31ae5da692f0f11f6516349f3fa4db5008ec7678cc83f89341ec1312b57d3c94
pluskal_nencka_mce_5001_O21_id,20231123_mzml_mce_scaffold_positive.zip,20231123_mzml_mce_scaffold_positive/20231123_pluskal_nencka_mce_5001_O21_id_MSn_positive.mzML,20231123_pluskal_nencka_mce_5001_O21_id_MSn_positive.mzML,1,58fd7f744d0cc81273a61e224ea5fe8ae8376cae74ec84f516f260710ed74bbb
pluskal_nencka_mce_5001_O4_id,20231123_mzml_mce_scaffold_positive.zip,20231123_mzml_mce_scaffold_positive/20231123_pluskal_nencka_mce_5001_O4_id_MSn_positive.mzML,20231123_pluskal_nencka_mce_5001_O4_id_MSn_positive.mzML,1,00aae678c8996c5831db82f6e46fd398288035c666b363f8526d966f0d0dd047
pluskal_nencka_mce_5001_O5_id,20231123_mzml_mce_scaffold_positive.zip,20231123_mzml_mce_scaffold_positive/20231123_pluskal_nencka_mce_5001_O5_id_MSn_positive.mzML,20231123_pluskal_nencka_mce_5001_O5_id_MSn_positive.mzML,1,fcccfdf2aab16d37a2cb22204876e97a91e323fc9874f7b8cac4a19dcf30d4ca
pluskal_nencka_mce_5001_P4_id,20231123_mzml_mce_scaffold_positive.zip,20231123_mzml_mce_scaffold_positive/20231123_pluskal_nencka_mce_5001_P4_id_MSn_positive.mzML,20231123_pluskal_nencka_mce_5001_P4_id_MSn_positive.mzML,1,97ebfa47f6572d5d9c5bc5e9ddb748e6eafa5f694c149d4abeb4700ed0264f1e
pluskal_iocb_peptide_Peptide01_A13_id,20231124_mzml_otavapep_positive.zip,20231124_mzml_otavapep_positive/20231124_pluskal_iocb_peptide_Peptide01_A13_id_MSn_positive.mzML,20231124_pluskal_iocb_peptide_Peptide01_A13_id_MSn_positive.mzML,1,9efa02796995ba38206e656371149d663e7cc7478763e3ce7411b5b2d3b2979e
pluskal_iocb_peptide_Peptide01_A15_id,20231124_mzml_otavapep_positive.zip,20231124_mzml_otavapep_positive/20231124_pluskal_iocb_peptide_Peptide01_A15_id_MSn_positive.mzML,20231124_pluskal_iocb_peptide_Peptide01_A15_id_MSn_positive.mzML,1,52fe1d7d4c0fffc91777ea643523d240dc9dc9300aae6d96c7c33615b968493a
pluskal_iocb_peptide_Peptide01_A16_id,20231124_mzml_otavapep_positive.zip,20231124_mzml_otavapep_positive/20231124_pluskal_iocb_peptide_Peptide01_A16_id_MSn_positive.mzML,20231124_pluskal_iocb_peptide_Peptide01_A16_id_MSn_positive.mzML,1,b2aaf113d0a75834d97529f13a7c883f594d8760f0eef7761e2a8f5889e92825
pluskal_iocb_peptide_Peptide01_A18_id,20231124_mzml_otavapep_positive.zip,20231124_mzml_otavapep_positive/20231124_pluskal_iocb_peptide_Peptide01_A18_id_MSn_positive.mzML,20231124_pluskal_iocb_peptide_Peptide01_A18_id_MSn_positive.mzML,1,2a3c5fd4d34362efda2b8d06d5b20f271c737fbc90e6fb4289a3a532519cc4b9
pluskal_iocb_peptide_Peptide01_A20_id,20231124_mzml_otavapep_positive.zip,20231124_mzml_otavapep_positive/20231124_pluskal_iocb_peptide_Peptide01_A20_id_MSn_positive.mzML,20231124_pluskal_iocb_peptide_Peptide01_A20_id_MSn_positive.mzML,1,bbaa6451cc90f896a1dd46dff7c3d7aa9c9ad5eb05dc997c1aff222685e287b0
pluskal_iocb_peptide_Peptide01_A21_id,20231124_mzml_otavapep_positive.zip,20231124_mzml_otavapep_positive/20231124_pluskal_iocb_peptide_Peptide01_A21_id_MSn_positive.mzML,20231124_pluskal_iocb_peptide_Peptide01_A21_id_MSn_positive.mzML,1,e3dbb32e0b90ff7b7b7257c2f9bbaad522b9c95bbb25199ae4e302ba2380ac05
pluskal_iocb_peptide_Peptide01_B12_id,20231124_mzml_otavapep_positive.zip,20231124_mzml_otavapep_positive/20231124_pluskal_iocb_peptide_Peptide01_B12_id_MSn_positive.mzML,20231124_pluskal_iocb_peptide_Peptide01_B12_id_MSn_positive.mzML,1,e8a15a85fa8ed448f0624d77d55029032673870069f185ca77d8bbe12133cfea
pluskal_iocb_peptide_Peptide01_B20_id,20231124_mzml_otavapep_positive.zip,20231124_mzml_otavapep_positive/20231124_pluskal_iocb_peptide_Peptide01_B20_id_MSn_positive.mzML,20231124_pluskal_iocb_peptide_Peptide01_B20_id_MSn_positive.mzML,1,450f570dd07e135461e3fdf71609934231da8391939684fff0563c3378fa4370
pluskal_iocb_peptide_Peptide01_B9_id,20231124_mzml_otavapep_positive.zip,20231124_mzml_otavapep_positive/20231124_pluskal_iocb_peptide_Peptide01_B9_id_MSn_positive.mzML,20231124_pluskal_iocb_peptide_Peptide01_B9_id_MSn_positive.mzML,1,739ffd11c4bf251533c88a08ccbc4b0bdc88461fb87a03a076b120f417dcd384
pluskal_iocb_peptide_Peptide01_C14_id,20231124_mzml_otavapep_positive.zip,20231124_mzml_otavapep_positive/20231124_pluskal_iocb_peptide_Peptide01_C14_id_MSn_positive.mzML,20231124_pluskal_iocb_peptide_Peptide01_C14_id_MSn_positive.mzML,1,8c3f56d5ca55d4f6a64328d3759d49394a7cb0db4b0691aa0f0c2b06076ae594
pluskal_iocb_peptide_Peptide01_C16_id,20231124_mzml_otavapep_positive.zip,20231124_mzml_otavapep_positive/20231124_pluskal_iocb_peptide_Peptide01_C16_id_MSn_positive.mzML,20231124_pluskal_iocb_peptide_Peptide01_C16_id_MSn_positive.mzML,1,5bc0b677e12004da5cc5957595a6dfad8965ab35394f6aa2451f2c9de3702d3a
pluskal_iocb_peptide_Peptide01_C1_id,20231124_mzml_otavapep_positive.zip,20231124_mzml_otavapep_positive/20231124_pluskal_iocb_peptide_Peptide01_C1_id_MSn_positive.mzML,20231124_pluskal_iocb_peptide_Peptide01_C1_id_MSn_positive.mzML,1,02c119ccb2857798056ab377645d66b767242e6d46b025e80c57f9af2c1b0880
pluskal_iocb_peptide_Peptide01_C21_id,20231124_mzml_otavapep_positive.zip,20231124_mzml_otavapep_positive/20231124_pluskal_iocb_peptide_Peptide01_C21_id_MSn_positive.mzML,20231124_pluskal_iocb_peptide_Peptide01_C21_id_MSn_positive.mzML,1,f47ff66f12e8910cc4c7b21088ea0115bf5348892dca65e71f37746540c81428
pluskal_iocb_peptide_Peptide01_C3_id,20231124_mzml_otavapep_positive.zip,20231124_mzml_otavapep_positive/20231124_pluskal_iocb_peptide_Peptide01_C3_id_MSn_positive.mzML,20231124_pluskal_iocb_peptide_Peptide01_C3_id_MSn_positive.mzML,1,d530fafcbef48f2d16a7138721cb90c08cb9f412952cae107385b02cfc780c74
pluskal_iocb_peptide_Peptide01_D16_id,20231124_mzml_otavapep_positive.zip,20231124_mzml_otavapep_positive/20231124_pluskal_iocb_peptide_Peptide01_D16_id_MSn_positive.mzML,20231124_pluskal_iocb_peptide_Peptide01_D16_id_MSn_positive.mzML,1,d5fd8a2fb934bdb692de89ed9ee57db2920d501befcf68ce810faf2ffdd2d1a1
pluskal_iocb_peptide_Peptide01_D4_id,20231124_mzml_otavapep_positive.zip,20231124_mzml_otavapep_positive/20231124_pluskal_iocb_peptide_Peptide01_D4_id_MSn_positive.mzML,20231124_pluskal_iocb_peptide_Peptide01_D4_id_MSn_positive.mzML,1,4e84310f390ca9c4ef0b76f82c181900a8b65e6b993164268fb48621583fe283
pluskal_iocb_peptide_Peptide01_E16_id,20231124_mzml_otavapep_positive.zip,20231124_mzml_otavapep_positive/20231124_pluskal_iocb_peptide_Peptide01_E16_id_MSn_positive.mzML,20231124_pluskal_iocb_peptide_Peptide01_E16_id_MSn_positive.mzML,1,155c5210a0e7998c1b4e1171ef47505ede6fe748deb261720d9f8aec6e37afbe
pluskal_iocb_peptide_Peptide01_E21_id,20231124_mzml_otavapep_positive.zip,20231124_mzml_otavapep_positive/20231124_pluskal_iocb_peptide_Peptide01_E21_id_MSn_positive.mzML,20231124_pluskal_iocb_peptide_Peptide01_E21_id_MSn_positive.mzML,1,ddb301045d674cfb09ecad97fec268e01fa9999dae97ee930d77d2fe0b0e4622
pluskal_iocb_peptide_Peptide01_E3_id,20231124_mzml_otavapep_positive.zip,20231124_mzml_otavapep_positive/20231124_pluskal_iocb_peptide_Peptide01_E3_id_MSn_positive.mzML,20231124_pluskal_iocb_peptide_Peptide01_E3_id_MSn_positive.mzML,1,6368bbf9e9d874fb0ef648f9ea047f14329961e6d22e4c2e7516314560953196
pluskal_iocb_peptide_Peptide01_E6_id,20231124_mzml_otavapep_positive.zip,20231124_mzml_otavapep_positive/20231124_pluskal_iocb_peptide_Peptide01_E6_id_MSn_positive.mzML,20231124_pluskal_iocb_peptide_Peptide01_E6_id_MSn_positive.mzML,1,2a458dcca074f7ec0c32b1ffbe799b28af40bda5e364578ffb37b086c76ff254
pluskal_iocb_peptide_Peptide01_F12_id,20231124_mzml_otavapep_positive.zip,20231124_mzml_otavapep_positive/20231124_pluskal_iocb_peptide_Peptide01_F12_id_MSn_positive.mzML,20231124_pluskal_iocb_peptide_Peptide01_F12_id_MSn_positive.mzML,1,bfe6d55ace1004d26ff44c7fc0327b6239f1ee0c9bbcaef60a703b3b06404b14
pluskal_iocb_peptide_Peptide01_F24_id,20231124_mzml_otavapep_positive.zip,20231124_mzml_otavapep_positive/20231124_pluskal_iocb_peptide_Peptide01_F24_id_MSn_positive.mzML,20231124_pluskal_iocb_peptide_Peptide01_F24_id_MSn_positive.mzML,1,f6d5cff39d43d448bd6f76b00eb92c985eaa352178dc6cc9ffdfd3820333eacd
pluskal_iocb_peptide_Peptide01_F3_id,20231124_mzml_otavapep_positive.zip,20231124_mzml_otavapep_positive/20231124_pluskal_iocb_peptide_Peptide01_F3_id_MSn_positive.mzML,20231124_pluskal_iocb_peptide_Peptide01_F3_id_MSn_positive.mzML,1,7eec2ec386d2196f62610bc6608e7e2dde931af960521c5efbe6d4542e5088cc
pluskal_iocb_peptide_Peptide01_F6_id,20231124_mzml_otavapep_positive.zip,20231124_mzml_otavapep_positive/20231124_pluskal_iocb_peptide_Peptide01_F6_id_MSn_positive.mzML,20231124_pluskal_iocb_peptide_Peptide01_F6_id_MSn_positive.mzML,1,5f97ccc1b561e22a4c505dcd13c78bc452462a2828a24ce6051e08ed5c242417
pluskal_iocb_peptide_Peptide01_G17_id,20231124_mzml_otavapep_positive.zip,20231124_mzml_otavapep_positive/20231124_pluskal_iocb_peptide_Peptide01_G17_id_MSn_positive.mzML,20231124_pluskal_iocb_peptide_Peptide01_G17_id_MSn_positive.mzML,1,afa1a5eedde994a9e6959b933a63ce0b89ce3b06da03132231dc541008ec2c59
pluskal_iocb_peptide_Peptide01_G2_id,20231124_mzml_otavapep_positive.zip,20231124_mzml_otavapep_positive/20231124_pluskal_iocb_peptide_Peptide01_G2_id_MSn_positive.mzML,20231124_pluskal_iocb_peptide_Peptide01_G2_id_MSn_positive.mzML,1,0b0d4f3c5c03eb01d108a8e82a67fdd3189d85e743b2e1c7f09cd2c47ed69e27
pluskal_mcediv_20k_5011_A16_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5011_A16_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5011_A16_id_MSn_positive.mzML,1,d137a7dcade60d09140f2338c95facd13437b5d58ebd75b6ca4b8fac05cc42fd
pluskal_mcediv_20k_5011_A18_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5011_A18_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5011_A18_id_MSn_positive.mzML,1,707695bb14866b20c8c71d12eb1953475a6c5294e5da13fc956d66885a028ccc
pluskal_mcediv_20k_5011_A3_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5011_A3_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5011_A3_id_MSn_positive.mzML,1,a8a8d86a3e30794db35729e33d2d6bd5f288cb837917d9a326624693eab46dd2
pluskal_mcediv_20k_5011_B14_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5011_B14_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5011_B14_id_MSn_positive.mzML,1,cf9d2e1fb8e576fb30c3f327dc2564ff0abd9abc826dfa11e906cfc0fbc55156
pluskal_mcediv_20k_5011_B15_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5011_B15_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5011_B15_id_MSn_positive.mzML,1,5bb1fafbf8e92af65a7fe4376d81eecc32c04b6550b6d74645ee5204d8e4ec55
pluskal_mcediv_20k_5011_B22_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5011_B22_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5011_B22_id_MSn_positive.mzML,1,1aaba4d7ad54522a53e20e5f0d03aac364281d7abdf38e98ac9be0dfecd17b28
pluskal_mcediv_20k_5011_B24_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5011_B24_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5011_B24_id_MSn_positive.mzML,1,12ca4f57ff5e177995a7ba9fdda563511415b53698e01e53e7cdf73cca84f271
pluskal_mcediv_20k_5011_B5_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5011_B5_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5011_B5_id_MSn_positive.mzML,1,dc9ab32e075a92ff0c7f44601f9f1f08c68252e95b8b51d2547823c58403e857
pluskal_mcediv_20k_5011_B6_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5011_B6_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5011_B6_id_MSn_positive.mzML,1,b331a88ef12292fbad9cdb9f585319c39705e2eec1103c25f3f27905a274971f
pluskal_mcediv_20k_5011_B9_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5011_B9_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5011_B9_id_MSn_positive.mzML,1,ec1ae5f38cd8c8f5e2c5ab184baf3848ddfd27fdc700105af86e0f6e28c3a7f3
pluskal_mcediv_20k_5011_C16_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5011_C16_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5011_C16_id_MSn_positive.mzML,1,649f22758d00e9e0a0ee4d2193bba0433850ad677b21a5cae44f8b8c1bda7f53
pluskal_mcediv_20k_5011_C21_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5011_C21_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5011_C21_id_MSn_positive.mzML,1,e70073a005765a244164e0f75d3f599cbdf4c404dc4b7c7a7ed00e803acc10d7
pluskal_mcediv_20k_5011_C5_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5011_C5_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5011_C5_id_MSn_positive.mzML,1,fe18d222ff9adbd116e8f7b20528431523890e0de531777ec3626e0f59edca50
pluskal_mcediv_20k_5011_D11_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5011_D11_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5011_D11_id_MSn_positive.mzML,1,7cbff4ff1da6482ab1231a7cb0f280610bf816a2ae6752c2d6742ea1cfb6d585
pluskal_mcediv_20k_5011_D12_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5011_D12_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5011_D12_id_MSn_positive.mzML,1,cd8ab009d0eacf712680f57f7e1e3ea50a06ea42e7ff873534e310d78ececb7a
pluskal_mcediv_20k_5011_D20_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5011_D20_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5011_D20_id_MSn_positive.mzML,1,7f638d4d295a25dba7878f5811b5ef8e8b1dd37c8b13c79d11c4d1e849c02d34
pluskal_mcediv_20k_5011_D23_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5011_D23_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5011_D23_id_MSn_positive.mzML,1,bc612a0cebe1dc3e8b6c0494add0c6188083a3243cc118a5b97ce01a2c6cc598
pluskal_mcediv_20k_5011_D4_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5011_D4_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5011_D4_id_MSn_positive.mzML,1,f06f8e4706aa8176fcc6e5e5ac9cd6ce4d56a1bdba4056c363d1061958ca046b
pluskal_mcediv_20k_5011_D5_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5011_D5_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5011_D5_id_MSn_positive.mzML,1,4061ce73dce5afea5cdbbbf0a4e4699ba2be7e136ea5c90f14e105298943cfe2
pluskal_mcediv_20k_5011_D6_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5011_D6_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5011_D6_id_MSn_positive.mzML,1,61effd4e3383dd6d3ff6d30b9a1021a6a1204868e0f16f77ade73fd244c66af1
pluskal_mcediv_20k_5011_E16_id,mzml_20241113_pluskal_mcediv_20k_MSn_positive.zip,mzml/20241113_pluskal_mcediv_20k_5011_E16_id_MSn_positive.mzML,20241113_pluskal_mcediv_20k_5011_E16_id_MSn_positive.mzML,1,f5f7dd38374384a16153f4a107a839e8e2fa737690e23b80e5abb307a8d2569b
