group_key,dist_1_minus_maxsim,leverage,mahalanobis,disagreement,sensitivity,domain_flag,pred_log_rmse,p_af,fold,thr_learned_q80,thr_learned_q90,thr_dist_q80,thr_dist_q90,rmse,af
XWMMZDZUHSYSPU,0.22480620155038755,0.011924437858597314,3.5533552802047756,0.06151270206950116,0.2067707088773069,0.0,-2.424610657723001,0.049859699799733335,3,-2.236735335430558,-2.2041722246106135,0.6889262371615312,0.7325581395348837,0.04732561133889259,0
XWPZUHJBOLQNMN,0.430379746835443,0.0032318218714146585,1.8494394343843295,0.5979255807933537,0.33261798295051803,0.0,-2.50876762648211,0.035468433318332146,3,-2.236735335430558,-2.2041722246106135,0.6889262371615312,0.7325581395348837,0.11552886765256916,0
XWTYSIMOBUGWOL,0.55,0.006174527023366005,2.5562376478058675,0.10914158941379315,0.37449450076445345,0.0,-2.2335893367470425,0.08001694023964025,0,-2.2220372844783394,-2.1841856940766355,0.6891891891891893,0.7361363636363637,0.04472909966284391,0
XXOYNJXVWVNOOJ,0.5454545454545454,0.004510768888933413,2.184851678010287,0.30493531788148937,0.39381322384622647,0.0,-2.320133874377721,0.07625559144136103,0,-2.2220372844783394,-2.1841856940766355,0.6891891891891893,0.7361363636363637,0.08685979296017626,0
XYNPYHXGMWJBLV,0.3786407766990292,0.02362471150943006,5.000376403103563,0.04080379627811073,0.3875535880923404,0.0,-2.384482865456078,0.06922594538081842,2,-2.255809907312056,-2.227921869641568,0.6942607897153352,0.7360111111111111,0.18178055406131013,0
XZNUGFQTQHRASN,0.4590163934426229,0.053777094877340795,7.544291087403369,0.2981611538045341,0.13504337886975848,0.0,-2.4562598714635597,0.05570798661079286,4,-2.191503734640944,-2.163479478078397,0.691886195995785,0.7349397590361446,0.07397432227382039,0
XZVSAQIQEGFWQS,0.11538461538461542,0.02020718488241108,4.625309119134159,0.0398738460880248,0.18243558857031147,0.0,-2.4719075829106805,0.052719164726875614,3,-2.236735335430558,-2.2041722246106135,0.6889262371615312,0.7325581395348837,0.10334746549024679,0
XZWYZXLIPXDOLR,0.7209302325581395,0.027161044185305974,5.360849250021541,0.2247754503396613,0.30369407517019764,0.0,-2.3487140108334965,0.07902618822394858,1,-2.2472181738290433,-2.2121481354605383,0.6829268292682926,0.726423157555233,0.04341592145233233,0
XZZNDPSIHUTMOC,0.4512195121951219,0.009972728254650154,3.249276928109197,0.12109813397837804,0.3933441755716381,0.0,-2.3042959670503476,0.06404966115436292,3,-2.236735335430558,-2.2041722246106135,0.6889262371615312,0.7325581395348837,0.07064948848960888,0
YBBLVLTVTVSKRW,0.6741573033707865,0.013240339509852251,3.7433084736574083,0.45631696998812565,0.22793832395877722,0.0,-2.508541153348151,0.03935912233256901,2,-2.255809907312056,-2.227921869641568,0.6942607897153352,0.7360111111111111,0.2737178846315278,1
YBJHBAHKTGYVGT,0.8,0.0065452501768539124,2.6322637049183832,0.3417291197450544,0.2578085791300361,0.0,-2.4094275917811876,0.050442622738204546,1,-2.2472181738290433,-2.2121481354605383,0.6829268292682926,0.726423157555233,0.22802454261566543,1
YBRVSVVVWCFQMG,0.56,0.007478052545963082,2.813122429838883,0.009884938282959,0.4513682731687844,0.0,-2.2217327150301407,0.1014494205080622,2,-2.255809907312056,-2.227921869641568,0.6942607897153352,0.7360111111111111,0.047727523177011504,0
YCAZFHUABUMOIM,0.6525821596244131,0.015133307641342698,4.002439928188382,0.18851068847113028,0.15352191875339452,0.0,-2.3917401058056615,0.07738925731006427,3,-2.236735335430558,-2.2041722246106135,0.6889262371615312,0.7325581395348837,0.10018804944808433,0
