parent_key,smiles,scaffold_group,inchikey_s4,taut_key,skel_key,formula_calc,msg15_taut_hit,msg15_skel_hit,muru_dev_pop_taut_hit,muru_dev_pop_skel_hit,pr7_taut_hit,pr7_skel_hit,pr8_comparator_taut_hit,pr8_comparator_skel_hit,design_a_taut_hit,design_a_skel_hit
LWFZKXMCJDHBNJ,CCCCCCCC(CCCCCC1=CC(=C(C(=C1)O[C@H]2[C@@H]([C@H]([C@@H](CO2)O)O)O)CCCCCC(CCCCCC)Cl)O)(Cl)Cl,c1ccc(OC2CCCCO2)cc1,LWFZKXMCJDHBNJ-SLKDEOFASA-N,LWFZKXMCJDHBNJ,CPBUAVFJJJUDRT,C36H61Cl3O6,False,False,False,False,False,False,False,False,False,False
LZMVCENJBDTSPS,CCCCCCCCCCCCCC1=CC(=C(C(=C1)O[C@H]2[C@@H]([C@H]([C@@H](CO2)O)O)O)CCCCCC(CCCCCC)Cl)O,c1ccc(OC2CCCCO2)cc1,LZMVCENJBDTSPS-VFHZWBAFSA-N,LZMVCENJBDTSPS,UXWMYSGNQYIMND,C36H63ClO6,False,False,False,False,False,False,False,False,False,False
MLBROOJXUZKDHY,C[C@@H]1[C@H]2C(=O)NCC3=NC(=CS3)C(=O)N[C@H](C4=N[C@@H](CS4)C(=O)N[C@H](C(=N2)O1)CC5=CC=CC=C5)CCSC,O=C1NCC2=NC(CS2)C(=O)NC(Cc2ccccc2)C2=NC(CO2)C(=O)NCc2nc1cs2,MLBROOJXUZKDHY-PKPICYNoSA-N,MLBROOJXUZKDHY,RZGWZHFZOKEYMD,C26H30N6O4S3,False,False,False,False,False,False,False,False,False,False
MPGIDXBHXRMMSY,CCCCCC1CC(CCCCC)=NN(C(CCO)=O)O1,C1=NNOCC1,MPGIDXBHXRMMSY-UHFFFAOYSA-N,MPGIDXBHXRMMSY,QUHWWCHIZUFLTD,C16H30N2O3,False,False,False,False,False,False,False,False,False,False
MQIAICAGVFTAAN,CC[C@H](C)[C@@H]1C2=NC(=CS2)C(=O)N[C@H](C3=N[C@@H]([C@H](O3)C)C(=O)N[C@H](C4=NC(=CO4)C(=O)N1)C(C)C)C,O=C1NCc2nc(cs2)C(=O)NCC2=NC(CO2)C(=O)NCc2nc1co2,MQIAICAGVFTAAN-ZIYJYRAWSA-N,MQIAICAGVFTAAN,SOOWMIFFQLLYAS,C24H32N6O5S,True,True,False,False,False,False,False,False,False,False
NFEXMBMBZZNYQK,OC1=CC=C(C=C1)CCC(C(N[C@H](C(N[C@@H](CCCNC(N)=N)CO)=O)[C@@H](C)CC)=O)O,c1ccccc1,NFEXMBMBZZNYQK-JEWWICQWSA-N,NFEXMBMBZZNYQK,LGHWYDOVXTXYKK,C22H37N5O5,False,False,False,False,False,False,False,False,False,False
NWKXLGDOMIUDOE,NC(C(C(NC(C(N1C(CCC1)C(NC(CC2=CC=C(O)C=C2)C(NC(C(O)=O)CC3=CC=C(O)C=C3)=O)=O)=O)C(C)O)=O)O)CCCCCCCCl,O=C(NC(Cc1ccccc1)C(=O)NCCc1ccccc1)C1CCCN1,NWKXLGDOMIUDOE-UHFFFAOYSA-N,NWKXLGDOMIUDOE,DOONCORSUSQIQX,C37H52ClN5O10,False,False,False,False,False,False,False,False,False,False
NYGVGDLVEMUBNK,CCCCCC(N[C@H](C(N([C@H](C(NC(C=O)CCCNC(N)=N)=O)C1)[C@@H]2[C@H]1CCC(O)C2)=O)CC3=CC=C(O)C=C3)=O,O=C(CCc1ccccc1)N1CCC2CCCCC21,NYGVGDLVEMUBNK-ZHYXHTNASA-N,NYGVGDLVEMUBNK,FSGATKUHDPOCSE,C30H46N6O6,False,False,False,False,False,False,False,False,False,False
NYUHMGANIQYFOK,CCCCCCC(CCCCCC1=C(C=C(C=C1O[C@H]2[C@@H]([C@H]([C@@H](CO2)O)O)O)CCCCCCC(CCCC)Cl)O)Cl,c1ccc(OC2CCCCO2)cc1,NYUHMGANIQYFOK-ANHKVXBOSA-N,NYUHMGANIQYFOK,TWUXQVGFBKWKBQ,C34H58Cl2O6,False,False,False,False,False,False,False,False,False,False
OHHAWMYRUPJTKQ,O=C(NC(CCCNC(N)=N)C(NC1C(N(C(C(N(C(C(NC2C(C)C)=O)CC3=CC=C(O)C=C3)C)=O)CC(C)C)C(O)CC1)=O)=O)C(C(OC2=O)C)NC(C(CCC(O)=O)NC(CCCC)=O)=O,O=C1CCOC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CN2CCCC(NC(=O)CN1)C2=O,OHHAWMYRUPJTKQ-UHFFFAOYSA-N,OHHAWMYRUPJTKQ,OCMGNYYYDLKBKB,C46H72N10O13,False,False,False,False,False,False,False,False,False,False
OTVIJJKBILNRLT,CCCCCCCCCCCC1=CC(=C(C(=C1)O[C@H]2[C@@H]([C@H]([C@@H](CO2)O)O)O)CCCCCC(CCCCCC)Cl)O,c1ccc(OC2CCCCO2)cc1,OTVIJJKBILNRLT-WPQQXQCVSA-N,OTVIJJKBILNRLT,CSQBOXJEJNULKA,C34H59ClO6,False,False,False,False,False,False,False,False,False,False
OYHPNVXZUBWKJE,CC[C@@H]([C@H]1C(N[C@@H](CO)C(N2C[C@@H](C)C[C@H]2C(N[C@@H](CC3=CC=CC=C3)/C=N\[C@@H](CC4=CC=C(O)C=C4)C(NCC(N[C@H](CCC(N)=O)C(N1)=O)=O)=O)=O)=O)=O)C,O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)N=CC(Cc2ccccc2)NC(=O)C2CCCN2C(=O)CNC(=O)CN1,OYHPNVXZUBWKJE-NDJHOONXSA-N,OYHPNVXZUBWKJE,ZSRGWFIIVIUWPF,C40H54N8O9,False,False,False,False,False,False,False,False,False,False
PENYTKSZIDPONS,C[C@@H](\C=C(/C)\C=C\[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)C[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)C(=C)NC(=O)CC[C@@H](NC(=O)[C@H]1C)C(=O)O)C(=O)O)[C@H](Cc1ccccc1)OC,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)CNC(=O)CNC1=O,PENYTKSZIDPONS-NGLWDUFTSA-N,QWPVITURXWCGOZ,JKLAVPLXBWYMRO,C47H70N10O12,False,False,False,False,False,False,False,False,False,False
PFXJYHPNSWNJBP,CC1=C(C2=NC(C(OC/C=C(C)\C)=O)=C(C)O2)N=C(C3CCCN3C(C(NC(C)(C=C)C)C(C)C)=O)O1,c1coc(-c2coc(C3CCCN3)n2)n1,PFXJYHPNSWNJBP-UHFFFAOYSA-N,PFXJYHPNSWNJBP,MCDVJLAEUVFITF,C28H40N4O5,False,False,False,False,False,False,False,False,False,False
PQROCLKHWNWBTI,O=C(NC(CC1=CC=CC=C1)C(O)=O)NC(CCCCNC(C(CCC2=CC=C(O)C=C2)NC3=O)=O)C(NC(C(CC)C)C(NC(CCC4=CC=C(O)C=C4)C(N(C)C3C)=O)=O)=O,O=C1CNC(=O)C(CCc2ccccc2)NC(=O)CNC(=O)C(NC(=O)NCCc2ccccc2)CCCCNC(=O)C(CCc2ccccc2)N1,PQROCLKHWNWBTI-UHFFFAOYSA-N,PQROCLKHWNWBTI,ULEPRDANIHREQZ,C46H61N7O10,False,False,False,False,False,False,False,False,False,False
PSNOPSMXOBPNNV,C[C@@H]1CNC(=O)[C@@H](NC(=O)/C=C/C[C@H](OC(=O)[C@@H](OC1=O)CC(C)C)[C@H](C)[C@@H]2[C@H](O2)C3=CC=CC=C3)CC4=CC(=C(C=C4)OC)Cl,O=C1C=CCC(CC2OC2c2ccccc2)OC(=O)COC(=O)CCNC(=O)C(Cc2ccccc2)N1,PSNoPSMXOBPNNV-XUMGCJJFSA-N,INABAPMPVSMLAQ,UYKDKEGGACJQCL,C35H43ClN2O8,False,False,False,False,False,False,False,False,False,False
QACTZPSCGSGUNG,O=C(N[C@@H](C(N[C@H](C(NC(CCCNC(N)=N)C=O)=O)[C@@H](C)CC)=O)CCC1=CC=C(C=C1)O)C(CC2=CC=C(C=C2)O)O,O=C(CCc1ccccc1)NCCCc1ccccc1,QACTZPSCGSGUNG-GYWLOTNVSA-N,QACTZPSCGSGUNG,LEVSHVUJIYVKAK,C31H44N6O7,False,False,False,False,False,False,False,False,False,False
QOZZMIMTOTZWNP,CCCCCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H]1[C@H](OC(=O)[C@@H](NC(=O)[C@@H](N(C(=O)[C@@H](N2[C@@H](CC[C@@H](C2=O)NC(=O)[C@@H](NC1=O)CCCCNC)O)CC(C)C)C)CC3=CC=CC=C3)C(C)C)C,O=C1CCOC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CN2CCCC(NC(=O)CN1)C2=O,QOZZMIMTOTZWNP-SXJCRJPTSA-N,QOZZMIMTOTZWNP,PSUJXDJZMXMWAJ,C47H74N8O12,False,False,False,False,False,False,False,False,False,False
QYOGCHNVZHLFTR,CC(C)[C@@H](C(=O)N[C@@H](CCC1=CC=C(C=C1)O)C(=O)O)N(C)C(=O)[C@H](CO)NC(=O)[C@H]([C@@H](CCCCCCCCl)N)O,c1ccccc1,QYOGCHNVZHLFTR-RYWAYVEBSA-N,QYOGCHNVZHLFTR,SPACXZXLEHXDMJ,C29H47ClN4O8,False,False,False,False,False,False,False,False,False,False
ROTFFYYCARWRHQ,O=C([C@@H](NC([C@H](NC(CCCCC)=O)CC(O)=O)=O)[C@@H](C)OC1=O)N[C@H](C(N[C@@H]2C([N@@]([C@@H](CC2)O)[C@H]([C@H](C)CC)C(N(C)[C@@H](CC3=CC=C(C=C3)O)C(N[C@H]1[C@H](CC)C)=O)=O)=O)=O)CCCNC(N)=N,O=C1CCOC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CN2CCCC(NC(=O)CN1)C2=O,ROTFFYYCARWRHQ-WNRHWPMLSA-N,ROTFFYYCARWRHQ,NRQKYIDMBKBGON,C47H74N10O13,False,False,False,False,False,False,False,False,False,False
RYLVRVUEEVJKJO,O=C([C@@H](NC/C=C(C)\C)[C@H](CC)C)N1CCC[C@H]1C2=NC(C3=NC(C4=NC(C(OC/C=C(C)/C)=O)=CO4)=C(O3)C)=CO2,c1coc(-c2coc(-c3coc(C4CCCN4)n3)n2)n1,RYLVRVUEEVJKJO-OPXMRZJTSA-N,RYLVRVUEEVJKJO,BDEQPFBHZLJUMD,C31H41N5O6,False,False,False,False,False,False,False,False,False,False
UHGIIADZWWCEKS,C[C@H]([C@H]1C(N[C@@H](CCC2=CC=CC=C2)C(N(C)[C@@H](C)C(N[C@@H](CC3=CC=CC=C3)C(NCCCC[C@@H](NC(N[C@H](C(O)=O)[C@H](CC)C)=O)C(N1)=O)=O)=O)=O)=O)CC,O=C1CCCCCNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)C(CCc2ccccc2)NC(=O)CN1,UHGIIADZWWCEKS-NDSQDYTJSA-N,UHGIIADZWWCEKS,MGVJTCBMDKAAKN,C42H61N7O8,False,False,False,False,False,False,False,False,False,False
UQRKOHUZCZBNCN,C[C@H]1[C@H](C[C@@]2(C[C@@]([H])(NC3=NC[C@]1(N23)[H])CC4=CC(NC(N4)=O)=O)[H])OS(=O)(O)=O,O=c1cc(CC2CC3CCCC4CN=C(N2)N43)[nH]c(=O)[nH]1,UQRKOHUZCZBNCN-GATYQTQLSA-N,UQRKOHUZCZBNCN,NXIDQAGAANROOG,C15H21N5O6S,False,False,True,True,False,False,False,False,False,False
UVYPXLQJIYVPPA,O=C(N(C(CCC1=CC=C(O)C=C1)C(NC(CCSC)C2=O)=O)C)C(NC(C(CCSC)NC(C(CCCCN2)NC(NC(C(CC)C)C(O)=O)=O)=O)=O)CCC3=CC=CC=C3,O=C1CCCCCNC(=O)CNC(=O)C(CCc2ccccc2)NC(=O)C(CCc2ccccc2)NC(=O)CN1,UVYPXLQJIYVPPA-UHFFFAOYSA-N,UVYPXLQJIYVPPA,KRPUQQHFUIPOJB,C44H65N7O9S2,False,False,False,False,False,False,False,False,False,False
VJFRQMMMXJJUSM,CC[C@H](C)[C@H]1C2=N[C@@H]([C@H](O2)C)C(=O)NCC3=NC(=CS3)C(=O)N[C@@H](C4=N[C@H](CS4)C(=O)N1)[C@@H](C)CC,O=C1NCC2=NC(CS2)C(=O)NCC2=NC(CO2)C(=O)NCc2nc1cs2,VJFRQMMMXJJUSM-VZGZUROSSA-N,VJFRQMMMXJJUSM,DVZSLGGHTGVNQX,C24H34N6O4S2,True,True,False,False,False,False,False,False,False,False
VNEAIGHVYDWTTQ,CCCCCCCCCCCCCCCC1=CC(=CC(=C1O)OC)OC,c1ccccc1,VNEAIGHVYDWTTQ-UHFFFAOYSA-N,VNEAIGHVYDWTTQ,UUFLSPAAJUTZNU,C23H40O3,False,False,False,False,False,False,False,False,False,False
VNOIUJQJSYNRHB,C[C@H]1C(N[C@@H](CC2=CC=CC=C2)C(NCCCC[C@@H](NC(N[C@@H](C(O)=O)CCCCN)=O)C(N[C@@H](C(C)C)C(N[C@@H](CCC3=CC=C(O)C=C3)C(N1C)=O)=O)=O)=O)=O,O=C1CCCCCNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)C(CCc2ccccc2)NC(=O)CN1,VNoIUJQJSYNRHB-LJSCDKKUSA-N,VNOIUJQJSYNRHB,APIZPNFBVMYXEW,C41H60N8O9,False,False,False,False,False,False,False,False,False,False
VOJZQYLSWQMIAF,CCCC(=O)N1CCCC1C(=O)N[C@@H]([C@H](C)O)C(=O)N[C@H]2[C@H](OC(=O)[C@@H](NC(=O)[C@@H](N(C(=O)[C@@H](N3[C@@H](CC[C@@H](C3=O)NC(=O)/C(=C\C)/NC2=O)O)CC4=CC=CC=C4)C)CC5=CC=C(C=C5)O)C(C)C)C,C=C1NC(=O)C(NC(=O)CNC(=O)C2CCCN2)COC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)N2CCCC(NC1=O)C2=O,VOJZQYLSWQMIAF-SWYMOLAOSA-N,LUCGPEIJZCDQBW,LRBZJFPYKJGYQG,C50H68N8O13,True,True,False,False,False,False,False,False,False,False
VYEBKSHVYPDMQQ,C[C@@H](\C=C(/C)\C=C\[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)C[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)C(=C)N(C)C(=O)CC[C@@H](NC(=O)[C@H]1C)C(=O)O)C(=O)O)[C@H](Cc1ccccc1)OC,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)CNC(=O)CNC1=O,VYEBKSHVYPDMQQ-MREVJOSWSA-N,VYEBKSHVYPDMQQ,GPZDARFBVVAHQK,C48H72N10O12,True,True,False,False,False,False,False,False,False,False
WLWITBHAANNFHV,C[C@@H](\C=C(/C)\C=C\[C@@H]1NC(=O)[C@H](CCC\N=C(/N)N)NC(=O)[C@@H](C)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)C(=C)NC(=O)CC[C@@H](NC(=O)[C@H]1C)C(=O)O)C(=O)O)[C@H](Cc1ccccc1)OC,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)CNC(=O)CNC1=O,WLWITBHAANNFHV-NDUWXMRTSA-N,IVXQSEUSCLLOFJ,SDCNFVSHTQGHHT,C48H72N10O12,False,False,False,False,False,False,False,False,False,False
WUXSZVRSSSITPJ,C1=CC=C(C=C1)C[C@H](C(=O)NCCC(=O)N[C@H](CC2=CNC3=CC=CC=C32)[C@H](CC(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@H]([C@@H](C4=CC=CC=C4)O)C(=O)O)O)O,O=C(CCc1ccccc1)NCCC(=O)NC(CCC(=O)NCC(=O)NCCc1ccccc1)Cc1c[nH]c2ccccc12,WUXSZVRSSSITPJ-XDWCYEPESA-N,WUXSZVRSSSITPJ,LFLFZPUPTTWNQW,C40H50N8O9,False,False,False,False,False,False,False,False,False,False
