DTXSID,PREFERRED_NAME,CASRN,INCHIKEY,IUPAC_NAME,SMILES,INCHI_STRING,MOLECULAR_FORMULA,AVERAGE_MASS,MONOISOTOPIC_MASS,DATA_SOURCES,NUMBER_OF_PUBMED_ARTICLES,PUBCHEM_DATA_SOURCES,CPDAT_COUNT
DTXSID9022572,Allobarbital,52-43-7,FDQGNLOWMMVRQL-UHFFFAOYSA-N,"5,5-Di(prop-2-en-1-yl)-1,3-diazinane-2,4,6-trione",C=CCC1(CC=C)C(=O)NC(=O)NC1=O,"InChI=1S/C10H12N2O3/c1-3-5-10(6-4-2)7(13)11-9(15)12-8(10)14/h3-4H,1-2,5-6H2,(H2,11,12,13,14,15)",C10H12N2O3,208.217,208.0847923,33,11,49,6
DTXSID9022607,Anastrozole,120511-73-1,YBBLVLTVTVSKRW-UHFFFAOYSA-N,"2,2'-{5-[(1H-1,2,4-Triazol-1-yl)methyl]-1,3-phenylene}bis(2-methylpropanenitrile)",CC(C)(C#N)C1=CC(=CC(CN2C=NC=N2)=C1)C(C)(C)C#N,"InChI=1S/C17H19N5/c1-16(2,9-18)14-5-13(8-22-12-20-11-21-22)6-15(7-14)17(3,4)10-19/h5-7,11-12H,8H2,1-4H3",C17H19N5,293.374,293.1640456,59,1212,135,23
DTXSID9022651,Benserazide,322-35-0,BNQDCRGUHNALGH-UHFFFAOYSA-N,-,NC(CO)C(=O)NNCC1=C(O)C(O)=C(O)C=C1,"InChI=1/C10H15N3O5/c11-6(4-14)10(18)13-12-3-5-1-2-7(15)9(17)8(5)16/h1-2,6,12,14-17H,3-4,11H2,(H,13,18)",C10H15N3O5,257.246,257.1011706,25,1030,91,8
DTXSID9022659,Benztropine,86-13-5,GIJXKZJWITVLHI-PMOLBWCYSA-N,"(1R,3r,5S)-3-(Diphenylmethoxy)-8-methyl-8-azabicyclo[3.2.1]octane",CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(C1=CC=CC=C1)C1=CC=CC=C1,"InChI=1S/C21H25NO/c1-22-18-12-13-19(22)15-20(14-18)23-21(16-8-4-2-5-9-16)17-10-6-3-7-11-17/h2-11,18-21H,12-15H2,1H3/t18-,19+,20+",C21H25NO,307.437,307.1936144,33,673,46,11
DTXSID9022734,Carbetapentane,77-23-6,CFJMRBQWBDQYMK-UHFFFAOYSA-N,2-[2-(Diethylamino)ethoxy]ethyl 1-phenylcyclopentane-1-carboxylate,CCN(CC)CCOCCOC(=O)C1(CCCC1)C1=CC=CC=C1,"InChI=1S/C20H31NO3/c1-3-21(4-2)14-15-23-16-17-24-19(22)20(12-8-9-13-20)18-10-6-5-7-11-18/h5-7,10-11H,3-4,8-9,12-17H2,1-2H3",C20H31NO3,333.472,333.2303939,35,45,98,4
DTXSID9022736,Carbimazole,22232-54-8,CFOYWRHIYXMDOT-UHFFFAOYSA-N,"Ethyl 3-methyl-2-sulfanylidene-2,3-dihydro-1H-imidazole-1-carboxylate",CCOC(=O)N1C=CN(C)C1=S,"InChI=1S/C7H10N2O2S/c1-3-11-7(10)9-5-4-8(2)6(9)12/h4-5H,3H2,1-2H3",C7H10N2O2S,186.23,186.0462987,46,1044,117,6
DTXSID9022780,Cephalexin,15686-71-2,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,"(6R,7R)-7-{[(2R)-2-Amino-2-phenylacetyl]amino}-3-methyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C1=CC=CC=C1)C2=O)C(O)=O,"InChI=1S/C16H17N3O4S/c1-8-7-24-15-11(14(21)19(15)12(8)16(22)23)18-13(20)10(17)9-5-3-2-4-6-9/h2-6,10-11,15H,7,17H2,1H3,(H,18,20)(H,22,23)/t10-,11-,15-/m1/s1",C16H17N3O4S,347.39,347.0939772,52,2356,87,22
DTXSID9022782,Cephaloridine,50-59-9,CZTQZXZIADLWOZ-CRAIPNDOSA-N,"(6R,7R)-8-Oxo-3-[(pyridin-1-ium-1-yl)methyl]-7-[2-(thiophen-2-yl)acetamido]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate",[H][C@]12SCC(C[N+]3=CC=CC=C3)=C(N1C(=O)[C@H]2NC(=O)CC1=CC=CS1)C([O-])=O,"InChI=1S/C19H17N3O4S2/c23-14(9-13-5-4-8-27-13)20-15-17(24)22-16(19(25)26)12(11-28-18(15)22)10-21-6-2-1-3-7-21/h1-8,15,18H,9-11H2,(H-,20,23,25,26)/t15-,18-/m1/s1",C19H17N3O4S2,415.48,415.0660484,35,1547,41,7
DTXSID9022811,Chlortetracycline,57-62-5,CYDMQBQPVICBEU-XRNKAMNCSA-N,"(4S,4aS,5aS,6S,12aS)-7-Chloro-4-(dimethylamino)-3,6,10,12,12a-pentahydroxy-6-methyl-1,11-dioxo-1,4,4a,5,5a,6,11,12a-octahydrotetracene-2-carboxamide",CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(C(Cl)=CC=C1O)[C@@]3(C)O,"InChI=1S/C22H23ClN2O8/c1-21(32)7-6-8-15(25(2)3)17(28)13(20(24)31)19(30)22(8,33)18(29)11(7)16(27)12-10(26)5-4-9(23)14(12)21/h4-5,7-8,15,26,28-29,32-33H,6H2,1-3H3,(H2,24,31)/t7-,8-,15-,21-,22-/m0/s1",C22H23ClN2O8,478.88,478.1142934,51,5362,99,15
DTXSID9022813,Chlorzoxazone,95-25-0,TZFWDZFKRBELIQ-UHFFFAOYSA-N,"5-Chloro-1,3-benzoxazol-2(3H)-one",ClC1=CC=C2OC(=O)NC2=C1,"InChI=1S/C7H4ClNO2/c8-4-1-2-6-5(3-4)9-7(10)11-6/h1-3H,(H,9,10)",C7H4ClNO2,169.56,168.9930561,51,404,191,19
DTXSID9022865,Cyclobarbital,52-31-3,WTYGAUXICFETTC-UHFFFAOYSA-N,"5-(Cyclohex-1-en-1-yl)-5-ethyl-1,3-diazinane-2,4,6-trione",CCC1(C(=O)NC(=O)NC1=O)C1=CCCCC1,"InChI=1S/C12H16N2O3/c1-2-12(8-6-4-3-5-7-8)9(15)13-11(17)14-10(12)16/h6H,2-5,7H2,1H3,(H2,13,14,15,16,17)",C12H16N2O3,236.271,236.1160924,29,15,35,6
DTXSID9022942,Dimethindene,5636-83-9,MVMQESMQSYOVGV-UHFFFAOYSA-N,"N,N-Dimethyl-2-{3-[1-(pyridin-2-yl)ethyl]-1H-inden-2-yl}ethan-1-amine",CC(C1=C(CCN(C)C)CC2=CC=CC=C12)C1=NC=CC=C1,"InChI=1/C20H24N2/c1-15(19-10-6-7-12-21-19)20-17(11-13-22(2)3)14-16-8-4-5-9-18(16)20/h4-10,12,15H,11,13-14H2,1-3H3",C20H24N2,292.426,292.1939488,25,200,39,9
DTXSID9023043,Fenbufen,36330-85-5,ZPAKPRAICRBAOD-UHFFFAOYSA-N,"4-([1,1'-Biphenyl]-4-yl)-4-oxobutanoic acid",OC(=O)CCC(=O)C1=CC=C(C=C1)C1=CC=CC=C1,"InChI=1S/C16H14O3/c17-15(10-11-16(18)19)14-8-6-13(7-9-14)12-4-2-1-3-5-12/h1-9H,10-11H2,(H,18,19)",C16H14O3,254.285,254.0942943,48,172,139,4
DTXSID9023045,Fenoprofen,29679-58-1,RDJGLLICXDHJDY-UHFFFAOYSA-N,2-(3-Phenoxyphenyl)propanoic acid,CC(C(O)=O)C1=CC(OC2=CC=CC=C2)=CC=C1,"InChI=1/C15H14O3/c1-11(15(16)17)12-6-5-9-14(10-12)18-13-7-3-2-4-8-13/h2-11H,1H3,(H,16,17)",C15H14O3,242.274,242.0942943,29,277,114,16
DTXSID9023049,Fentanyl,437-38-7,PJMPHNIQZUBGLI-UHFFFAOYSA-N,N-Phenyl-N-[1-(2-phenylethyl)piperidin-4-yl]propanamide,CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1,"InChI=1S/C22H28N2O/c1-2-22(25)24(20-11-7-4-8-12-20)21-14-17-23(18-15-21)16-13-19-9-5-3-6-10-19/h3-12,21H,2,13-18H2,1H3",C22H28N2O,336.479,336.2201635,56,12145,72,44
DTXSID9023091,Gentamicin C1,25876-10-2,CEAZRRDELHUEMR-CAMVTXANSA-N,"(1R,2S,3S,4R,6S)-4,6-Diamino-3-{[3-deoxy-4-C-methyl-3-(methylamino)-beta-L-arabinopyranosyl]oxy}-2-hydroxycyclohexyl 2-amino-2,3,4,6,7-pentadeoxy-6-(methylamino)-alpha-D-ribo-heptopyranoside",CN[C@H](C)[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1,"InChI=1S/C21H43N5O7/c1-9(25-3)13-6-5-10(22)19(31-13)32-16-11(23)7-12(24)17(14(16)27)33-20-15(28)18(26-4)21(2,29)8-30-20/h9-20,25-29H,5-8,22-24H2,1-4H3/t9-,10-,11+,12-,13+,14+,15-,16-,17+,18-,19-,20-,21+/m1/s1",C21H43N5O7,477.603,477.3162487,19,27,29,3
DTXSID9023095,Gliclazide,21187-98-4,BOVGTQGAOIONJV-UHFFFAOYSA-N,N-[(Hexahydrocyclopenta[c]pyrrol-2(1H)-yl)carbamoyl]-4-methylbenzene-1-sulfonamide,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CC2CCCC2C1,"InChI=1/C15H21N3O3S/c1-11-5-7-14(8-6-11)22(20,21)17-15(19)16-18-9-12-3-2-4-13(12)10-18/h5-8,12-13H,2-4,9-10H2,1H3,(H2,16,17,19)",C15H21N3O3S,323.41,323.1303627,39,782,122,13
DTXSID9023097,Glisoxepide,25046-79-1,ZKUDBRCEOBOWLF-UHFFFAOYSA-N,"N-[2-(4-{[(Azepan-1-yl)carbamoyl]sulfamoyl}phenyl)ethyl]-5-methyl-1,2-oxazole-3-carboxamide",CC1=CC(=NO1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1,"InChI=1S/C20H27N5O5S/c1-15-14-18(23-30-15)19(26)21-11-10-16-6-8-17(9-7-16)31(28,29)24-20(27)22-25-12-4-2-3-5-13-25/h6-9,14H,2-5,10-13H2,1H3,(H,21,26)(H2,22,24,27)",C20H27N5O5S,449.53,449.1732902,33,5,36,5
DTXSID9023122,Hexobarbital,56-29-1,UYXAWHWODHRRMR-UHFFFAOYSA-N,"5-(Cyclohex-1-en-1-yl)-2-hydroxy-1,5-dimethylpyrimidine-4,6(1H,5H)-dione",CN1C(O)=NC(=O)C(C)(C2=CCCCC2)C1=O,"InChI=1/C12H16N2O3/c1-12(8-6-4-3-5-7-8)9(15)13-11(17)14(2)10(12)16/h6H,3-5,7H2,1-2H3,(H,13,15,17)",C12H16N2O3,236.271,236.1160924,46,2517,63,11
DTXSID9023126,Histidine,71-00-1,HNDVDQJCIGZPNO-YFKPBYRVSA-N,L-Histidine,N[C@@H](CC1=CN=CN1)C(O)=O,"InChI=1S/C6H9N3O2/c7-5(6(10)11)1-4-2-8-3-9-4/h2-3,5H,1,7H2,(H,8,9)(H,10,11)/t5-/m0/s1",C6H9N3O2,155.157,155.0694765,41,20226,195,94
DTXSID9023172,Isometheptene,503-01-5,XVQUOJBERHHONY-UHFFFAOYSA-N,"N,6-Dimethylhept-5-en-2-amine",CNC(C)CCC=C(C)C,"InChI=1/C9H19N/c1-8(2)6-5-7-9(3)10-4/h6,9-10H,5,7H2,1-4H3",C9H19N,141.258,141.1517496,30,31,30,13
DTXSID9023174,Isopropamide,7492-32-2,JTPUMZTWMWIVPA-UHFFFAOYSA-O,"4-Amino-N-methyl-4-oxo-3,3-diphenyl-N,N-di(propan-2-yl)butan-1-aminium",CC(C)[N+](C)(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1)C(C)C,"InChI=1S/C23H32N2O/c1-18(2)25(5,19(3)4)17-16-23(22(24)26,20-12-8-6-9-13-20)21-14-10-7-11-15-21/h6-15,18-19H,16-17H2,1-5H3,(H-,24,26)/p+1",C23H33N2O,353.529,353.2587401,30,-,68,9
DTXSID9023178,Isoxsuprine,395-28-8,BMUKKTUHUDJSNZ-UHFFFAOYSA-N,4-{1-Hydroxy-2-[(1-phenoxypropan-2-yl)amino]propyl}phenol,CC(COC1=CC=CC=C1)NC(C)C(O)C1=CC=C(O)C=C1,"InChI=1/C18H23NO3/c1-13(12-22-17-6-4-3-5-7-17)19-14(2)18(21)15-8-10-16(20)11-9-15/h3-11,13-14,18-21H,12H2,1-2H3",C18H23NO3,301.386,301.1677936,28,403,43,5
DTXSID9023203,Leucine,61-90-5,ROHFNLRQFUQHCH-YFKPBYRVSA-N,L-Leucine,CC(C)C[C@H](N)C(O)=O,"InChI=1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t5-/m0/s1",C6H13NO2,131.175,131.0946287,46,25994,205,29
DTXSID9023205,Levallorphan,152-02-3,OZYUPQUCAUTOBP-QXAKKESOSA-N,17-(Prop-2-en-1-yl)morphinan-3-ol,OC1=CC2=C(C[C@@H]3[C@@H]4CCCC[C@]24CCN3CC=C)C=C1,"InChI=1S/C19H25NO/c1-2-10-20-11-9-19-8-4-3-5-16(19)18(20)12-14-6-7-15(21)13-17(14)19/h2,6-7,13,16,18,21H,1,3-5,8-12H2/t16-,18+,19+/m0/s1",C19H25NO,283.415,283.1936144,36,401,31,9
DTXSID9023207,Levetiracetam,102767-28-2,HPHUVLMMVZITSG-LURJTMIESA-N,(2S)-2-(2-Oxopyrrolidin-1-yl)butanamide,CC[C@H](N1CCCC1=O)C(N)=O,"InChI=1S/C8H14N2O2/c1-2-6(8(9)12)10-5-3-4-7(10)11/h6H,2-5H2,1H3,(H2,9,12)/t6-/m0/s1",C8H14N2O2,170.212,170.1055277,38,1569,126,20
DTXSID9023209,L-Dopa,59-92-7,WTDRDQBEARUVNC-LURJTMIESA-N,3-Hydroxy-L-tyrosine,N[C@@H](CC1=CC=C(O)C(O)=C1)C(O)=O,"InChI=1S/C9H11NO4/c10-6(9(13)14)3-5-1-2-7(11)8(12)4-5/h1-2,4,6,11-12H,3,10H2,(H,13,14)/t6-/m0/s1",C9H11NO4,197.19,197.0688078,54,23184,208,20
DTXSID9023253,Meperidine,57-42-1,XADCESSVHJOZHK-UHFFFAOYSA-N,Ethyl 1-methyl-4-phenylpiperidine-4-carboxylate,CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1,"InChI=1S/C15H21NO2/c1-3-18-14(17)15(9-11-16(2)12-10-15)13-7-5-4-6-8-13/h4-8H,3,9-12H2,1-2H3",C15H21NO2,247.338,247.1572289,41,5569,49,22
DTXSID9023257,Mephenytoin,50-12-4,GMHKMTDVRCWUDX-UHFFFAOYSA-N,"5-Ethyl-3-methyl-5-phenylimidazolidine-2,4-dione",CCC1(NC(=O)N(C)C1=O)C1=CC=CC=C1,"InChI=1/C12H14N2O2/c1-3-12(9-7-5-4-6-8-9)10(15)14(2)11(16)13-12/h4-8H,3H2,1-2H3,(H,13,16)",C12H14N2O2,218.256,218.1055277,33,549,98,8
DTXSID9023259,Mepivacaine,96-88-8,INWLQCZOYSRPNW-UHFFFAOYSA-N,"N-(2,6-Dimethylphenyl)-1-methylpiperidine-2-carboxamide",CN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,"InChI=1/C15H22N2O/c1-11-7-6-8-12(2)14(11)16-15(18)13-9-4-5-10-17(13)3/h6-8,13H,4-5,9-10H2,1-3H3,(H,16,18)",C15H22N2O,246.354,246.1732133,42,1910,102,9
DTXSID9023334,Montelukast,158966-92-8,UCHDWCPVSPXUMX-TZIWLTJVSA-N,{1-[({(1R)-1-{3-[(E)-2-(7-Chloroquinolin-2-yl)ethenyl]phenyl}-3-[2-(2-hydroxypropan-2-yl)phenyl]propyl}sulfanyl)methyl]cyclopropyl}acetic acid,CC(C)(O)C1=C(CC[C@@H](SCC2(CC(O)=O)CC2)C2=CC(\C=C\C3=NC4=CC(Cl)=CC=C4C=C3)=CC=C2)C=CC=C1,"InChI=1S/C35H36ClNO3S/c1-34(2,40)30-9-4-3-7-25(30)13-17-32(41-23-35(18-19-35)22-33(38)39)27-8-5-6-24(20-27)10-15-29-16-12-26-11-14-28(36)21-31(26)37-29/h3-12,14-16,20-21,32,40H,13,17-19,22-23H2,1-2H3,(H,38,39)/b15-10+/t32-/m1/s1",C35H36ClNO3S,586.19,585.2104429,26,1470,82,16
DTXSID9023336,Morphine,57-27-2,BQJCRHHNABKAKU-KBQPJGBKSA-N,"(5alpha,6alpha)-17-Methyl-7,8-didehydro-4,5-epoxymorphinan-3,6-diol",CN1CC[C@]23[C@H]4OC5=C(O)C=CC(C[C@@H]1[C@@H]2C=C[C@@H]4O)=C35,"InChI=1S/C17H19NO3/c1-18-7-6-17-10-3-5-13(20)16(17)21-15-12(19)4-2-9(14(15)17)8-11(10)18/h2-5,10-11,13,16,19-20H,6-8H2,1H3/t10-,11+,13-,16-,17-/m0/s1",C17H19NO3,285.343,285.1364935,51,35790,52,37
DTXSID9023384,Nortriptyline,72-69-5,PHVGLTMQBUFIQQ-UHFFFAOYSA-N,"3-(10,11-Dihydro-5H-dibenzo[a,d][7]annulen-5-ylidene)-N-methylpropan-1-amine",CNCCC=C1C2=C(CCC3=C1C=CC=C3)C=CC=C2,"InChI=1S/C19H21N/c1-20-14-6-11-19-17-9-4-2-7-15(17)12-13-16-8-3-5-10-18(16)19/h2-5,7-11,20H,6,12-14H2,1H3",C19H21N,263.384,263.1673997,39,2073,116,16
DTXSID9023388,Olanzapine,132539-06-1,KVWDHTXUZHCGIO-UHFFFAOYSA-N,"2-Methyl-4-(4-methylpiperazin-1-yl)-10H-thieno[2,3-b][1,5]benzodiazepine",CN1CCN(CC1)C1=NC2=C(NC3=C1C=C(C)S3)C=CC=C2,"InChI=1S/C17H20N4S/c1-12-11-13-16(21-9-7-20(2)8-10-21)18-14-5-3-4-6-15(14)19-17(13)22-12/h3-6,11,19H,7-10H2,1-2H3",C17H20N4S,312.44,312.1408678,52,4904,160,24
DTXSID9023461,Phentermine,122-09-8,DHHVAGZRUROJKS-UHFFFAOYSA-N,2-Methyl-1-phenylpropan-2-amine,CC(C)(N)CC1=CC=CC=C1,"InChI=1S/C10H15N/c1-10(2,11)8-9-6-4-3-5-7-9/h3-7H,8,11H2,1-2H3",C10H15N,149.237,149.1204495,45,751,58,19
DTXSID9023463,Phenylalanine,150-30-1,COLNVLDHVKWLRT-UHFFFAOYSA-N,Phenylalanine,NC(CC1=CC=CC=C1)C(O)=O,"InChI=1/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)",C9H11NO2,165.192,165.0789786,43,21410,181,26
DTXSID9023465,Phenylephrine,59-42-7,SONNWYBIRXJNDC-VIFPVBQESA-N,3-[(1R)-1-Hydroxy-2-(methylamino)ethyl]phenol,CNC[C@H](O)C1=CC=CC(O)=C1,"InChI=1S/C9H13NO2/c1-10-6-9(12)7-3-2-4-8(11)5-7/h2-5,9-12H,6H2,1H3/t9-/m0/s1",C9H13NO2,167.208,167.0946287,37,12733,109,19
DTXSID9023467,Phenyltoloxamine,92-12-6,IZRPKIZLIFYYKR-UHFFFAOYSA-N,"2-(2-Benzylphenoxy)-N,N-dimethylethan-1-amine",CN(C)CCOC1=C(CC2=CC=CC=C2)C=CC=C1,"InChI=1S/C17H21NO/c1-18(2)12-13-19-17-11-7-6-10-16(17)14-15-8-4-3-5-9-15/h3-11H,12-14H2,1-2H3",C17H21NO,255.361,255.1623143,30,18,40,4
DTXSID9023542,Pyrilamine,91-84-9,YECBIJXISLIIDS-UHFFFAOYSA-N,"N~1~-[(4-Methoxyphenyl)methyl]-N~2~,N~2~-dimethyl-N~1~-(pyridin-2-yl)ethane-1,2-diamine",COC1=CC=C(CN(CCN(C)C)C2=NC=CC=C2)C=C1,"InChI=1S/C17H23N3O/c1-19(2)12-13-20(17-6-4-5-11-18-17)14-15-7-9-16(21-3)10-8-15/h4-11H,12-14H2,1-3H3",C17H23N3O,285.391,285.1841124,49,1763,119,8
DTXSID9023544,Pyrrobutamine,91-82-7,WDYYVNNRTDZKAZ-UHFFFAOYSA-N,1-[4-(4-Chlorophenyl)-3-phenylbut-2-en-1-yl]pyrrolidine,ClC1=CC=C(CC(=CCN2CCCC2)C2=CC=CC=C2)C=C1,"InChI=1S/C20H22ClN/c21-20-10-8-17(9-11-20)16-19(18-6-2-1-3-7-18)12-15-22-13-4-5-14-22/h1-3,6-12H,4-5,13-16H2",C20H22ClN,311.85,311.1440774,23,8,-,3
DTXSID9023546,Quetiapine,111974-69-7,URKOMYMAXPYINW-UHFFFAOYSA-N,"2-{2-[4-(Dibenzo[b,f][1,4]thiazepin-11-yl)piperazin-1-yl]ethoxy}ethan-1-ol",OCCOCCN1CCN(CC1)C1=NC2=C(SC3=C1C=CC=C3)C=CC=C2,"InChI=1S/C21H25N3O2S/c25-14-16-26-15-13-23-9-11-24(12-10-23)21-17-5-1-3-7-19(17)27-20-8-4-2-6-18(20)22-21/h1-8,25H,9-16H2",C21H25N3O2S,383.51,383.1667482,44,-,102,18
DTXSID9023594,Spiramycin I,24916-50-5,ACTOXUHEUCPTEW-BWHGAVFKSA-N,-,CO[C@H]1[C@H](O)CC(=O)O[C@H](C)C\C=C\C=C\[C@H](O[C@@H]2CC[C@@H]([C@@H](C)O2)N(C)C)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](O)[C@H](C)O2)[C@@H]([C@H]1O)N(C)C,"InChI=1S/C43H74N2O14/c1-24-21-29(19-20-46)39(59-42-37(49)36(45(9)10)38(27(4)56-42)58-35-23-43(6,51)41(50)28(5)55-35)40(52-11)31(47)22-33(48)53-25(2)15-13-12-14-16-32(24)57-34-18-17-30(44(7)8)26(3)54-34/h12-14,16,20,24-32,34-42,47,49-51H,15,17-19,21-23H2,1-11H3/b13-12+,16-14+/t24-,25-,26-,27-,28+,29+,30+,31-,32+,34-,35+,36-,37-,38-,39+,40+,41+,42+,43-/m1/s1",C43H74N2O14,843.065,842.5140051,17,7,11,3
DTXSID9023671,Tilidine,20380-58-9,WDEFBBTXULIOBB-WBVHZDCISA-N,"Ethyl (1S,6R)-6-(dimethylamino)-3,6-dihydro[1,1'-biphenyl]-1(2H)-carboxylate",CCOC(=O)[C@@]1(CCC=C[C@H]1N(C)C)C1=CC=CC=C1,"InChI=1S/C17H23NO2/c1-4-20-16(19)17(14-10-6-5-7-11-14)13-9-8-12-15(17)18(2)3/h5-8,10-12,15H,4,9,13H2,1-3H3/t15-,17+/m1/s1",C17H23NO2,273.376,273.172879,23,137,29,5
DTXSID9023679,Tizanidine,51322-75-9,XFYDIVBRZNQMJC-UHFFFAOYSA-N,"5-Chloro-N-(4,5-dihydro-1H-imidazol-2-yl)-2,1,3-benzothiadiazol-4-amine",ClC1=C(NC2=NCCN2)C2=NSN=C2C=C1,"InChI=1S/C9H8ClN5S/c10-5-1-2-6-8(15-16-14-6)7(5)13-9-11-3-4-12-9/h1-2H,3-4H2,(H2,11,12,13)",C9H8ClN5S,253.71,253.0188942,38,338,74,17
DTXSID9023708,Trimeprazine,84-96-8,ZZHLYYDVIOPZBE-UHFFFAOYSA-N,"N,N,2-Trimethyl-3-(10H-phenothiazin-10-yl)propan-1-amine",CC(CN(C)C)CN1C2=CC=CC=C2SC2=C1C=CC=C2,"InChI=1/C18H22N2S/c1-14(12-19(2)3)13-20-15-8-4-6-10-17(15)21-18-11-7-5-9-16(18)20/h4-11,14H,12-13H2,1-3H3",C18H22N2S,298.45,298.1503699,33,314,54,15
DTXSID9023754,Zomepirac,33369-31-2,ZXVNMYWKKDOREA-UHFFFAOYSA-N,"[5-(4-Chlorobenzoyl)-1,4-dimethyl-1H-pyrrol-2-yl]acetic acid",CN1C(CC(O)=O)=CC(C)=C1C(=O)C1=CC=C(Cl)C=C1,"InChI=1S/C15H14ClNO3/c1-9-7-12(8-13(18)19)17(2)14(9)15(20)10-3-5-11(16)6-4-10/h3-7H,8H2,1-2H3,(H,18,19)",C15H14ClNO3,291.73,291.066221,31,208,83,5
DTXSID9023756,Zotepine,26615-21-4,HDOZVRUNCMBHFH-UHFFFAOYSA-N,"2-[(8-Chlorodibenzo[b,f]thiepin-10-yl)oxy]-N,N-dimethylethan-1-amine",CN(C)CCOC1=CC2=C(SC3=CC=C(Cl)C=C13)C=CC=C2,"InChI=1S/C18H18ClNOS/c1-20(2)9-10-21-16-11-13-5-3-4-6-17(13)22-18-8-7-14(19)12-15(16)18/h3-8,11-12H,9-10H2,1-2H3",C18H18ClNOS,331.86,331.0797631,35,147,61,4
DTXSID90237641,7-Aminodesmethylflunitrazepam,894-76-8,IWZVUERQZJRRPL-UHFFFAOYSA-N,"7-Amino-5-(2-fluorophenyl)-1,3-dihydro-2H-1,4-benzodiazepin-2-one",NC1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2F)C=C1,"InChI=1S/C15H12FN3O/c16-12-4-2-1-3-10(12)15-11-7-9(17)5-6-13(11)19-14(20)8-18-15/h1-7H,8,17H2,(H,19,20)",C15H12FN3O,269.279,269.0964402,9,3,15,-
DTXSID9024194,Mecoprop,93-65-2,WNTGYJSOUMFZEP-UHFFFAOYSA-N,2-(4-Chloro-2-methylphenoxy)propanoic acid,CC(OC1=C(C)C=C(Cl)C=C1)C(O)=O,"InChI=1/C10H11ClO3/c1-6-5-8(11)3-4-9(6)14-7(2)10(12)13/h3-5,7H,1-2H3,(H,12,13)",C10H11ClO3,214.65,214.0396719,86,120,95,69
DTXSID90242114,"5-Methoxy-N-methyl,N-isopropyl tryptamine",96096-55-8,HEDOODBJFVUQMS-UHFFFAOYSA-N,N-[2-(5-Methoxy-1H-indol-3-yl)ethyl]-N-methylpropan-2-amine,COC1=CC2=C(NC=C2CCN(C)C(C)C)C=C1,"InChI=1S/C15H22N2O/c1-11(2)17(3)8-7-12-10-16-15-6-5-13(18-4)9-14(12)15/h5-6,9-11,16H,7-8H2,1-4H3",C15H22N2O,246.354,246.1732133,13,1,35,-
DTXSID9026132,Theobromine,83-67-0,YAPQBXQYLJRXSA-UHFFFAOYSA-N,"3,7-Dimethyl-3,7-dihydro-1H-purine-2,6-dione",CN1C=NC2=C1C(=O)NC(=O)N2C,"InChI=1S/C7H8N4O2/c1-10-3-8-5-4(10)6(12)9-7(13)11(5)2/h3H,1-2H3,(H,9,12,13)",C7H8N4O2,180.167,180.0647255,82,1679,212,17
DTXSID9032113,Tebuconazole,107534-96-3,PXMNMQRDXWABCY-UHFFFAOYSA-N,"1-(4-Chlorophenyl)-4,4-dimethyl-3-[(1H-1,2,4-triazol-1-yl)methyl]pentan-3-ol",CC(C)(C)C(O)(CCC1=CC=C(Cl)C=C1)CN1C=NC=N1,"InChI=1/C16H22ClN3O/c1-15(2,3)16(21,10-20-12-18-11-19-20)9-8-13-4-6-14(17)7-5-13/h4-7,11-12,21H,8-10H2,1-3H3",C16H22ClN3O,307.82,307.14514,98,182,82,169
DTXSID9034816,Monocrotophos,6923-22-4,KRTSDMXIXPKRQR-AATRIKPKSA-N,Dimethyl (2E)-4-(methylamino)-4-oxobut-2-en-2-yl phosphate,CNC(=O)\C=C(/C)OP(=O)(OC)OC,"InChI=1S/C7H14NO5P/c1-6(5-7(9)8-2)13-14(10,11-3)12-4/h5H,1-4H3,(H,8,9)/b6-5+",C7H14NO5P,223.165,223.0609596,72,274,52,54
