key,energy,mu,mu_cut1pct,mu_no_above,within_cell_sd,n,n_peaks,prec_frac,above_frac
PUXBGTOOZJQSKH,20.0,0.7534301666819561,0.7612834932015841,0.7356324327678142,0.027788566200377895,2,380.0,0.0304920526757017,0.03509168358542116
PUXBGTOOZJQSKH,40.0,0.665465789726831,0.6818474863275634,0.6587225063723146,0.0034430635728025668,2,372.0,0.000290596303615018,0.008238383804293795
PUXBGTOOZJQSKH,60.0,0.6194451141722509,0.6306491018187035,0.6160286369333143,0.023735928891195263,2,316.0,0.0,0.005457478888965797
PVNIIMVLHYAWGP,20.0,0.9782794280556393,0.9267048393322055,0.9096419070346875,0.06571636281323816,3,274.0,0.6633035690199358,0.05036614864640976
PVNIIMVLHYAWGP,40.0,0.6604961131563714,0.5884032683809246,0.5880182575141939,0.0600686259639434,4,183.0,0.019335038613906272,0.012391124077739726
PVNIIMVLHYAWGP,60.0,0.5363982882266094,0.5363982882266094,0.45928720921923366,0.04484279134911035,3,129.0,0.0,0.013291244392756273
QCHFTSOMWOSFHM,20.0,0.986402703691632,0.9947969477120054,0.9684967206177285,0.004350254824007266,4,682.0,0.8419340402399047,0.04362339854866822
QCHFTSOMWOSFHM,40.0,0.5833486787976437,0.5329872207271992,0.5379803693241035,0.012451598929816114,4,600.5,0.05689681573493889,0.02015518610130721
QCHFTSOMWOSFHM,60.0,0.4649487559327262,0.4120151088027324,0.4220379033271335,0.004546900758394188,4,397.0,0.0001276657831383897,0.013145441571619128
QEVHRUUCFGRFIF,20.0,0.9810405725947683,1.0000089620311163,0.9765461006990943,0.009503478182149964,5,1438.0,0.8638931845081252,0.03469948423771717
QEVHRUUCFGRFIF,40.0,0.6616935452706252,0.6889257327163846,0.6533885185360799,0.017117947475639803,4,1943.5,0.2802280899079098,0.01708496622854542
QEVHRUUCFGRFIF,60.0,0.3574671985684669,0.3335187716984867,0.35147868733617316,0.012068743732950292,5,1987.0,0.0011134479772361746,0.0034022021526660894
QPFYXYFORQJZEC,20.0,0.9160287579497226,0.9400858341721257,0.8981998445530054,0.028607464653916972,6,568.5,0.6825643121013318,0.045444871612958
QPFYXYFORQJZEC,40.0,0.49078206700091587,0.4504109827708256,0.46384414031932647,0.00859851201944634,5,497.0,0.0028484431784696986,0.012576671305602805
QPFYXYFORQJZEC,60.0,0.3979556782745924,0.34489392016454806,0.3607642174163675,0.03578755215576346,5,346.0,0.0,0.01168185307566503
QPPBRPIAZZHUNT,20.0,0.8266200611706284,0.8259945078891804,0.8076981807995858,0.016031283388788734,4,567.0,0.5037585456786394,0.03849496338723435
QPPBRPIAZZHUNT,40.0,0.4286292816973217,0.3975843736735871,0.40792735867067087,0.010425279929117903,4,458.0,0.0008271738904789824,0.00812167040233945
QPPBRPIAZZHUNT,60.0,0.34251555325465066,0.3060960771320775,0.3259727928938496,0.0150361364522724,3,341.0,0.0,0.006045949214026602
QWGDMFLQWFTERH,20.0,0.9772728893775651,0.9824620274847069,0.9663705696174085,0.009062511123561746,4,979.0,0.7709039491715874,0.04968378135000105
QWGDMFLQWFTERH,40.0,0.7841798944907686,0.7893234510320377,0.7697667277284685,0.031208420510577678,5,1628.0,0.02956445226572811,0.01965795164143896
QWGDMFLQWFTERH,60.0,0.6191025698111526,0.6054936196590412,0.6024405690581213,0.016608354897813427,4,897.5,0.0,0.013162668303604895
QXKHYNVANLEOEG,20.0,0.9466905841046553,0.9796777290146477,0.9319138599037182,0.0013325001806402613,2,192.5,0.6278124002565909,0.047437722772409596
QXKHYNVANLEOEG,40.0,0.639104022120238,0.6406709193704146,0.627184108474579,0.06332784461424867,5,363.0,0.0052851329210929655,0.02140478833042651
QXKHYNVANLEOEG,60.0,0.4695099040490033,0.4392698163599118,0.4482137691796512,0.03739325286646429,4,220.5,0.0,0.008482223954075744
QZZUEBNBZAPZLX,20.0,0.9253332349544492,0.9403489825557417,0.9148658248329256,0.010460313296301217,7,1222.0,0.34671923494964274,0.038532027821525254
QZZUEBNBZAPZLX,40.0,0.48502883463026747,0.4610126510030955,0.47608286773961617,0.008219922915453468,6,1230.0,0.0,0.0074689534156909855
QZZUEBNBZAPZLX,60.0,0.3873075060299793,0.34406102849843934,0.3718453017943433,0.012936106831480772,6,1143.0,0.0,0.004898281454198148
RAOCRURYZCVHMG,20.0,0.9390455472963399,0.9361444978076514,0.9262006856241042,0.023249341262813045,6,899.5,0.5197540936771056,0.03377312067767134
RAOCRURYZCVHMG,40.0,0.7282959843689701,0.7231594321684568,0.7110900099550761,0.03070976785713462,5,935.0,0.0007960477435664868,0.012625746775471002
RAOCRURYZCVHMG,60.0,0.5448102038403447,0.5240608936839253,0.518457659795602,0.02341300243948635,6,701.5,0.0,0.010530467538350243
RFHAOTPXVQNOHP,20.0,0.8378838823036023,0.8421850932584112,0.8261329872452663,0.01585243330777324,4,721.5,0.35262128692638606,0.03393261095527664
RFHAOTPXVQNOHP,40.0,0.5445637215629826,0.5252523778451257,0.5258607999014838,0.004675613228102211,4,646.5,0.0006679879779843909,0.01002451877934515
RFHAOTPXVQNOHP,60.0,0.41896389280093577,0.387508972259031,0.3978091980011298,0.010928380912767516,4,597.0,0.0,0.00757683387327934
RJKFOVLPORLFTN,20.0,0.8548927849103051,0.9304008155819108,0.8366739013301591,0.023484172816508914,3,396.0,0.5451228949404872,0.05451965950547223
RJKFOVLPORLFTN,40.0,0.4755053148879671,0.474546394023739,0.45721291024991073,0.013132150595967847,4,306.5,0.0030938816425841956,0.013218413688274797
RJKFOVLPORLFTN,60.0,0.3960618921016173,0.3960618921016173,0.3652731811259455,0.023002695357250542,4,238.5,0.0,0.010429929337625387
RXZBMPWDPOLZGW,20.0,0.9379026104795489,0.9725612612219678,0.9340113303839583,0.002340807739826187,2,1414.0,0.6797891249057759,0.030610356761046873
RXZBMPWDPOLZGW,40.0,0.5035989761644472,0.5024433605848204,0.4985141736047416,0.004391488918200455,2,1454.5,0.04707282012108689,0.00761252353657222
RXZBMPWDPOLZGW,60.0,0.20354538808325764,0.16710976383460302,0.19823668074545303,0.004595370924601306,2,1090.0,0.0005465160303210227,0.0041876025658202625
RZJQGNCSTQAWON,20.0,0.8580357862477531,0.8885068258179725,0.8373914733328109,0.0031746486748207773,2,477.5,0.25301637147784756,0.050186730439881824
RZJQGNCSTQAWON,40.0,0.6280406102133036,0.6409384979532193,0.6181731480764247,0.0019022391360874892,3,539.0,0.0006805366517596734,0.0190226197420442
RZJQGNCSTQAWON,60.0,0.5412132701647174,0.5633261080607797,0.5372438356319938,0.02253011302478788,3,447.0,0.0,0.0054749283045102985
SECKRCOLJRRGGV,20.0,0.9884265692322519,1.0000088989367253,0.982243184291002,,1,1260.0,0.8808379309615914,0.03523791405077473
SECKRCOLJRRGGV,40.0,0.7607564935418939,0.7905848811565583,0.7457640971132081,0.0066790532230064275,3,1301.0,0.5352808923990431,0.03155522163786627
SECKRCOLJRRGGV,60.0,0.37486796336918354,0.34442192578602265,0.36419471633649353,,1,1432.0,0.005462213454867016,0.006258077681790354
SNPPWIUOZRMYNY,20.0,0.7749740388219244,0.7654419143632951,0.7583008315232098,0.009961565595265454,4,1228.0,0.13705534780922937,0.02160177719062332
SNPPWIUOZRMYNY,40.0,0.571650411723672,0.5400540329676671,0.540726301584245,0.019612967088324065,4,892.5,0.0,0.011199548496855418
SNPPWIUOZRMYNY,60.0,0.5347812831849077,0.4966881735008185,0.4932024682177253,0.022761849758649838,5,866.0,0.0,0.012973503664138197
TXUZVZSFRXZGTL,20.0,0.9462725184936598,0.9827966387827315,0.9364328094900329,0.019768558789582818,5,825.0,0.7705887847557369,0.048292181710620545
TXUZVZSFRXZGTL,40.0,0.35021119768645653,0.26188537192408545,0.32989910479039947,0.017259573171100207,5,720.0,0.030078036214864764,0.011605224820365936
TXUZVZSFRXZGTL,60.0,0.345211499359612,0.22744251676625046,0.3164102846922506,0.02081033831139579,5,686.0,0.0,0.012353716966327774
UPSPUYADGBWSHF,20.0,0.7016845389929913,0.6753608384678067,0.6728296081920732,,1,159.0,0.3191750552418365,0.03572305425975939
UPSPUYADGBWSHF,40.0,0.44474917001687686,0.41468098546147647,0.4289863882670947,0.02419863055240869,4,281.0,0.0,0.007868659482948405
UPSPUYADGBWSHF,60.0,0.3678606957855061,0.33358057916934203,0.3575615883910079,0.017016983992899866,4,176.0,0.0,0.0015925674223147093
URKOMYMAXPYINW,20.0,0.9056808106352983,0.9095634831439245,0.88958828358234,0.015156887873557252,5,3882.0,0.5887076195904389,0.025049662912237942
URKOMYMAXPYINW,40.0,0.6276178571501376,0.6357879997827879,0.6211515716719881,0.0015802501319727204,4,2381.5,0.01126191791473254,0.007949218103935212
URKOMYMAXPYINW,60.0,0.5616433238667069,0.560072002064073,0.5550507556641897,0.003871805427308978,4,2409.0,0.0,0.005782765469619578
UWYHMGVUTGAWSP,20.0,0.5590355305702962,0.5421899411980975,0.5473689454515106,0.016190543489420887,3,218.0,0.05433727925480303,0.010349957953295815
UWYHMGVUTGAWSP,40.0,0.4464841097931332,0.42926142671538614,0.4329012496318594,0.0038572591063637017,2,314.0,0.002582215584894863,0.008772713862598636
UWYHMGVUTGAWSP,60.0,0.38772274483456304,0.38772274483456304,0.35521386928663756,0.01889453654256678,3,249.0,0.0,0.009182736455463728
VACCAVUAMIDAGB,20.0,0.7213946076519316,0.721717350211757,0.6982372568950785,0.012622592417908127,4,376.5,0.22745962334331377,0.03350778282801209
VACCAVUAMIDAGB,40.0,0.3933877417536376,0.3583396950523942,0.36633540949613674,0.023756045094176597,3,259.0,0.0007318348144276007,0.008978339755340242
VACCAVUAMIDAGB,60.0,0.33655946443225104,0.28191993071164656,0.3172822794559892,0.02912909160232022,4,202.5,0.0,0.00714127700418141
VEQOALNAAJBPNY,20.0,0.9818925458545855,0.995257863060914,0.9528564316866737,0.016002807472593826,5,608.0,0.7876713498011233,0.05085440174806671
VEQOALNAAJBPNY,40.0,0.5745422568383044,0.5083738785271041,0.5187501521943584,0.010124457029019932,4,931.0,0.01924104700036888,0.018814016008403517
VEQOALNAAJBPNY,60.0,0.4775532528102369,0.3965802338903285,0.4138697687620762,0.051978272050471355,4,409.5,0.0,0.01828165845842532
VKHAHZOOUSRJNA,20.0,0.9089906121089215,0.9959248294804768,0.8953637205799243,0.04122971401796445,6,1125.5,0.6613052513492175,0.041550805854211184
VKHAHZOOUSRJNA,40.0,0.5671640972885387,0.5669842854211328,0.5596005833492669,0.03182997016986976,7,2228.0,0.03640555791517505,0.011805121798875703
VKHAHZOOUSRJNA,60.0,0.47073447691364745,0.47073447691364745,0.46347324301755705,0.014138227416570691,5,728.0,0.0001322076793774907,0.006910850034554251
VSZGPKBBMSAYNT,20.0,0.6484925782960957,0.6454601134745327,0.636185914576441,0.00681001078700086,4,1904.0,0.07836502290990226,0.011848382840575787
VSZGPKBBMSAYNT,40.0,0.43646774951895784,0.413104302023673,0.41467375688850927,0.02293972036631212,4,1482.5,0.000105859808112744,0.008825407498250136
VSZGPKBBMSAYNT,60.0,0.3327868976294035,0.2966496418714278,0.3026104243243639,0.005242304234475605,4,898.5,0.0,0.010138260721563163
VWUXBMIQPBEWFH,20.0,0.9576422093970318,0.9827084908624211,0.9516700448407425,0.0049565445775305575,3,232.0,0.3729131081602292,0.04992010579095267
VWUXBMIQPBEWFH,40.0,0.6511170879239654,0.6735773255157331,0.6442363998406224,0.0084684652177597,2,1230.5,0.0005675948772925754,0.010193251052707342
VWUXBMIQPBEWFH,60.0,0.3129602394967043,0.29883583179978546,0.3093159154905181,0.021228383102525283,2,652.0,0.0001962901167926195,0.001908943399828195
VXTGHWHFYNYFFV,20.0,0.8682824734620957,0.8676686960717883,0.8559279351322661,0.009057568291505216,4,1040.0,0.30310322468553724,0.026597423633241017
VXTGHWHFYNYFFV,40.0,0.6801815874019428,0.6778834394658559,0.6676626910131902,0.0049364177444077085,4,1084.0,0.0003571095029092446,0.01130774244630545
VXTGHWHFYNYFFV,60.0,0.5559401817111241,0.5645524875425181,0.550137232315292,0.024344726075146907,6,900.5,0.0,0.007570825382927784
WBPYTXDJUQJLPQ,20.0,0.977759789771056,1.0000146391438742,0.9739552989483924,0.0007554080792741727,4,539.0,0.7946188976383557,0.04746308541452575
WBPYTXDJUQJLPQ,40.0,0.7993011644585145,0.8594585443237746,0.7909753427237882,0.04025618339471151,4,1009.5,0.4998895524792629,0.030672393607586557
WBPYTXDJUQJLPQ,60.0,0.22904422439140426,0.19471269496243016,0.22334646089485388,0.008893418293745195,4,719.0,0.006149997692613068,0.005594165165720188
WEAJZXNPAWBCOA,20.0,0.9693845733743953,0.9835307925645969,0.963946907127525,0.007556029305068941,6,1921.5,0.8170658772482811,0.028308652313809905
WEAJZXNPAWBCOA,40.0,0.6893277753064301,0.6951590430221345,0.6828192867386699,0.009690505931972338,5,2185.0,0.07159272646894382,0.011984349956426086
WEAJZXNPAWBCOA,60.0,0.42366935133450023,0.38653936536201977,0.418389404655108,0.014787762242332036,4,1224.5,7.838152107194827e-05,0.0034093322199372725
WJCNZQLZVWNLKY,20.0,1.005749881082215,0.9921191769217108,0.9805117896729894,0.02654481556576428,5,1131.0,0.862092425214406,0.034396847350372295
WJCNZQLZVWNLKY,40.0,0.8331600605394206,0.8151177379851837,0.7996760688647765,0.027595779224558095,5,1464.0,0.18332532293761977,0.02534441055841834
WJCNZQLZVWNLKY,60.0,0.5313664571721008,0.4933453565508368,0.5041346682593734,0.04058511746489678,4,549.0,0.001512164845402373,0.010480963422535808
WKEDVNSFRWHDNR,20.0,0.7859146926845062,0.7843197041138339,0.7630052105728078,0.012684522249092733,3,573.0,0.46943344239710694,0.046785639835769895
WKEDVNSFRWHDNR,40.0,0.5178549726583468,0.4962694999407257,0.5034651209096442,0.03793095563076998,3,238.0,0.0007921539041870992,0.01668323157745279
WKEDVNSFRWHDNR,60.0,0.4155118441813258,0.39674746197972827,0.4144787592366941,0.0017206667565535093,2,178.5,0.0,0.0015826643211367133
WWYNJERNGUHSAO,20.0,0.8169367197781616,0.9342055040964159,0.8006256637322483,0.019155034932593528,3,412.0,0.3770825444907232,0.04807785888077859
WWYNJERNGUHSAO,40.0,0.513798032337968,0.513798032337968,0.4981323228720963,0.012882774116544664,3,348.0,0.002800031111456794,0.007489234225800412
WWYNJERNGUHSAO,60.0,0.3869303987858831,0.3865339834628111,0.3837198542741117,0.041370738096965065,3,425.0,0.0,0.004036123303566924
WXURHACBFYSXBI,20.0,0.72544544959536,0.7494763368316698,0.7160320409131129,0.0028780955973286343,2,749.5,0.09021404513379416,0.020398401762408248
WXURHACBFYSXBI,40.0,0.5566869751844649,0.5501918512731128,0.5494639128077937,0.05525962103069024,2,539.0,0.0002261420171867933,0.009739602703288653
WXURHACBFYSXBI,60.0,0.42543853151603217,0.4081153777286469,0.4237856603236428,0.0030918529991614406,2,801.5,0.0,0.0018325531474167682
WYWHKKSPHMUBEB,20.0,0.9723024619200159,0.9645917053292324,0.9371741968644325,0.007945416905248994,3,315.0,0.6339614143082352,0.04529189500287766
WYWHKKSPHMUBEB,40.0,0.7485117535819737,0.6924376724906214,0.6800878986287399,0.055915488177172644,3,505.0,0.011164558465467071,0.01346081517113051
WYWHKKSPHMUBEB,60.0,0.5257600177016795,0.4629829019767927,0.4521952124724016,0.026830728740489595,4,166.0,0.0,0.012960722180768148
XMAYWYJOQHXEEK,20.0,0.9877528251053029,1.000011482875868,0.9823097225219952,0.008323658832447787,6,2432.5,0.8955823679076815,0.028071955542568784
XMAYWYJOQHXEEK,40.0,0.8548810738600765,0.9225479115843499,0.8474869986051887,0.025468799707903052,4,2205.5,0.6167794037553074,0.030610305653616086
XMAYWYJOQHXEEK,60.0,0.36630221231044485,0.3455555638382181,0.3567921804383043,0.019467802114100253,4,1922.5,0.013432842418872527,0.006919091660314571
XRQDFNLINLXZLB,20.0,0.9488358349767237,0.9819203066725909,0.9394243584018708,,1,230.0,0.6855758010950543,0.05708643748317027
XRQDFNLINLXZLB,40.0,0.4833730796072424,0.4833730796072424,0.4690741432238404,,1,262.0,0.01039481213045966,0.009536524890329964
XRQDFNLINLXZLB,60.0,0.3208812558221156,0.3208812558221156,0.2989500936650409,,1,170.0,0.0,0.0069504778453518675
YBBLVLTVTVSKRW,20.0,0.9042313583182733,0.9125283018932957,0.8932092689046052,0.018702011256410064,4,927.0,0.5295435205798353,0.03576375779291747
YBBLVLTVTVSKRW,40.0,0.734487217976738,0.7432419054467294,0.7223292089210395,0.022056817046048997,5,1045.0,0.0006139853371976252,0.011997825222846125
YBBLVLTVTVSKRW,60.0,0.5603314359931942,0.5517708969968207,0.5478214838635814,0.01805975457962786,4,830.0,0.0,0.007006271846631976
YBJHBAHKTGYVGT,20.0,0.9215030240485769,0.9389694777539489,0.9006130188876327,0.00595518893062133,2,333.0,0.13699592228794544,0.028392612717821966
YBJHBAHKTGYVGT,40.0,0.555480337454513,0.555480337454513,0.529472099997286,0.012430538358148266,4,360.5,0.0,0.009616253348739692
YBJHBAHKTGYVGT,60.0,0.42031388845610473,0.42031388845610473,0.3827277121747172,0.010508263148901886,2,246.0,0.0,0.009566383544429055
YJQZYXCXBBCEAQ,20.0,0.8013900776631444,0.7971120129341316,0.7828630860281032,0.01747443314720089,4,803.5,0.2117646859298721,0.03335976981337286
YJQZYXCXBBCEAQ,40.0,0.3975116422946905,0.37596918835405935,0.37722756067985175,0.014700032889236237,4,696.5,2.8612385157039075e-05,0.007321310081773601
YJQZYXCXBBCEAQ,60.0,0.3416110662087726,0.3192305132663257,0.3253197115101423,0.005035595460127469,4,452.0,0.0,0.005098362295858154
YLJREFDVOIBQDA,20.0,0.965450710141823,0.9702240226220277,0.9432589639625548,0.06583206199576734,4,739.0,0.742727073616797,0.04646604034079283
YLJREFDVOIBQDA,40.0,0.935853206967654,0.9216764505621264,0.9055064847827955,0.14206381880989422,5,1082.0,0.42949798527038846,0.031528279181708786
YLJREFDVOIBQDA,60.0,0.7335797694994408,0.7295969038820811,0.7106897952884106,0.0608025324280159,4,775.5,0.007818730448082786,0.020182519255116844
YOSHYTLCDANDAN,20.0,0.832000418864424,0.8427531160550498,0.8181827024860212,0.03942964851177168,5,1078.0,0.4628882719606097,0.04592508940335027
YOSHYTLCDANDAN,40.0,0.4880655462352222,0.47969858659910036,0.4834184811720981,0.006890432401392187,6,919.0,0.002206447341416534,0.004073469028197938
YOSHYTLCDANDAN,60.0,0.43796052619087233,0.4337311987769884,0.43233195465687263,0.003507669153924287,8,467.0,0.0,0.0033223347636761663
ZBBHBTPTTSWHBA,20.0,0.882468592918205,0.895742471253189,0.8750391470876678,0.008770852689766339,5,1598.0,0.6920319664757892,0.02661774987011821
ZBBHBTPTTSWHBA,40.0,0.5559606844781659,0.5509829104108045,0.5519414926814474,0.006325506858821255,4,993.5,0.0019150284722254049,0.003966196692217245
ZBBHBTPTTSWHBA,60.0,0.4552918250501114,0.450015796350702,0.44880847691388104,0.01098164832586905,6,1781.5,0.0,0.004479153405514153
ZJJXGWJIGJFDTL,20.0,0.7234637237449912,0.7313988453176922,0.7200176234827217,0.024640775776416723,5,479.0,0.07535023022126433,0.017592963936246892
ZJJXGWJIGJFDTL,40.0,0.48040971701955876,0.4748512825325081,0.47233477003280033,0.014257508416703354,4,505.0,0.0,0.004075584114325073
ZJJXGWJIGJFDTL,60.0,0.30075685217655707,0.2696596199031942,0.28571658282938894,0.04626567330558243,5,484.0,0.0,0.004843433205676954
ZNNLBTZKUZBEKO,20.0,0.7595609949172755,0.7679889265991454,0.7531371848047579,0.0029730468250282575,4,344.5,0.09778575605243406,0.015720373708803
ZNNLBTZKUZBEKO,40.0,0.48052410631208087,0.4421573473826663,0.47522294713676855,,1,203.0,0.0,0.00721259565485091
ZNNLBTZKUZBEKO,60.0,0.3595597664714679,0.34201664548749966,0.3496449190349444,0.006069530758997901,3,460.0,0.0,0.00553375591105745
ZPEIMTDSQAKGNT,20.0,0.8889076786880771,0.8892877775852764,0.8732384214332921,0.04467140504452532,5,690.0,0.7384184967990187,0.04646043721539832
ZPEIMTDSQAKGNT,40.0,0.37769537317274393,0.31189701693926053,0.3532560646238447,0.01157007418138563,4,490.5,0.002143219436707581,0.011551555897207121
ZPEIMTDSQAKGNT,60.0,0.3862517272045537,0.3142674521512646,0.36569989775695005,0.030960399707802292,6,574.0,0.0,0.008669532914220398
ZYGHJZDHTFUPRJ,20.0,0.8291487884272606,0.8354926269855503,0.7766455244880429,,1,224.0,0.2589090909090909,0.12084848484848484
ZYGHJZDHTFUPRJ,40.0,0.5885348323362096,0.5885348323362096,0.5680992026418378,,1,147.0,0.003894080996884735,0.02764797507788162
ZYGHJZDHTFUPRJ,60.0,0.48452643077054336,0.48452643077054336,0.48452643077054336,,1,89.0,0.0,0.0
ZZORFUFYDOWNEF,20.0,0.9295691140138499,0.9610361625637827,0.9186738645585871,0.016188532280498043,5,784.0,0.7420373710278406,0.04788233496057754
ZZORFUFYDOWNEF,40.0,0.45352828890541763,0.4214039649181467,0.43697578896987666,0.015165619852339128,4,547.5,0.00391744476071835,0.0122660784557377
ZZORFUFYDOWNEF,60.0,0.3456195293263235,0.30636546686608196,0.3276491186514932,0.006737371875930358,4,497.5,0.0,0.007027070895778561
