connectivity_key,ce_numeric,mu,survival_yield,fragment_depth,precursor_mass_ratio,source,n_acquisitions,n_accepted_rows
BDNFQGRSKSQXRI,90.0,0.3481236996837832,0.0,0.3481236996837832,1.0,LCSB,,
BEOZJBLIRPRMJM,15.0,0.9869018437335464,0.9492169120567615,0.742076411716165,1.0,LCSB,,
BEOZJBLIRPRMJM,30.0,0.8488091110386369,0.5153265549054941,0.688055800823043,1.0000003507115587,LCSB,,
BEOZJBLIRPRMJM,45.0,0.6216819104243896,0.06256100895138621,0.5964343951235014,1.0000007014231174,LCSB,,
BEOZJBLIRPRMJM,60.0,0.5052307859053361,0.002209489374225939,0.5041351786263519,0.9999996492884414,LCSB,,
BEOZJBLIRPRMJM,75.0,0.44740021918041,0.0,0.44740021918041,1.0,LCSB,,
BEOZJBLIRPRMJM,90.0,0.407098883506623,0.0,0.407098883506623,1.0,LCSB,,
BEZZFPOZAYTVHN,15.0,0.9877035563966788,0.9420140291873688,0.7879307787569033,1.0000006327612116,LCSB,,
BEZZFPOZAYTVHN,30.0,0.8185732418080551,0.2589751597056189,0.7551675568806754,1.0000006327612116,LCSB,,
BEZZFPOZAYTVHN,45.0,0.6595472706971411,0.0062224227945547736,0.6574155575789449,1.0000012655224235,LCSB,,
BEZZFPOZAYTVHN,60.0,0.6026791754396353,0.0,0.6026791754396353,1.0,LCSB,,
BEZZFPOZAYTVHN,75.0,0.5663762770226008,0.0,0.5663762770226008,1.0,LCSB,,
BEZZFPOZAYTVHN,90.0,0.5051925005096443,0.0,0.5051925005096443,1.0,LCSB,,
BGEBZHIAGXMEMV,15.0,0.9975230903176474,0.9700475267133328,0.9172904159464803,1.000000460724397,LCSB,,
BGEBZHIAGXMEMV,30.0,0.9854652767316523,0.8607318234513277,0.89563499983596,1.0,LCSB,,
BGEBZHIAGXMEMV,60.0,0.8540935295608695,0.053903402161834514,0.8457805780376683,1.0,LCSB,,
BGEBZHIAGXMEMV,75.0,0.744522792307285,0.004285604220601689,0.7434232037318071,1.000000460724397,LCSB,,
BGEBZHIAGXMEMV,90.0,0.6151849668825892,0.0,0.6151849668825892,1.0,LCSB,,
BGRWYRAHAFMIBJ,15.0,0.6113607999417471,0.30926533865607125,0.43735353834373014,1.0000006890207982,LCSB,,
BGRWYRAHAFMIBJ,30.0,0.6067830599683426,0.30040546186589395,0.43793565331996304,1.0000006890207982,LCSB,,
BGRWYRAHAFMIBJ,45.0,0.5193851102647637,0.13391422072609446,0.4450723086484004,1.0000006890207982,LCSB,,
BGRWYRAHAFMIBJ,60.0,0.45966226477565275,0.026566248891621742,0.4449157398602607,1.0000006890207982,LCSB,,
BGRWYRAHAFMIBJ,75.0,0.4339665959652866,0.0037564364424881105,0.4318323101496885,1.0,LCSB,,
BGRWYRAHAFMIBJ,90.0,0.4216842990674323,0.0,0.4216842990674323,1.0,LCSB,,
BHAAPTBBJKJZER,15.0,0.9174411021467876,0.6379491125895076,0.7719679610170516,1.0,LCSB,,
BHAAPTBBJKJZER,30.0,0.9168558248795097,0.6380920771619661,0.7702490456565851,1.0,LCSB,,
BHAAPTBBJKJZER,45.0,0.892950362500668,0.5355910265213895,0.7694987407937037,1.0,LCSB,,
BHAAPTBBJKJZER,60.0,0.8181471584494857,0.24867770801046762,0.7579558421657313,1.0000004029797938,LCSB,,
BHAAPTBBJKJZER,75.0,0.76274902953049,0.08622780600277627,0.7403610438316086,1.0,LCSB,,
BHAAPTBBJKJZER,90.0,0.7269812469132485,0.024019586236702854,0.7202620321478955,1.0,LCSB,,
BMLIZLVNXIYGCK,15.0,0.7011240466214117,0.5275651743388812,0.3673721599319154,0.9999989952944616,LCSB,,
BMLIZLVNXIYGCK,30.0,0.5884597222510324,0.34626902404075366,0.37047482996213427,0.9999994976472308,LCSB,,
BMLIZLVNXIYGCK,45.0,0.40930541995026215,0.04682996832288292,0.3802841708260199,0.9999994976472308,LCSB,,
BMLIZLVNXIYGCK,60.0,0.3894859902352977,0.0,0.3894859902352977,1.0,LCSB,,
BMLIZLVNXIYGCK,75.0,0.39253584223025767,0.0,0.39253584223025767,1.0,LCSB,,
BMLIZLVNXIYGCK,90.0,0.39767379810077175,0.0,0.39767379810077175,1.0,LCSB,,
BOFHKBLZOYVHSI,15.0,0.9821683942455505,0.9282306238005973,0.7515474021713721,0.9999996576355489,LCSB,,
BOFHKBLZOYVHSI,30.0,0.8194352637482336,0.41661407584552773,0.6904886008697971,0.9999996576355489,LCSB,,
BOFHKBLZOYVHSI,45.0,0.5638556904391144,0.027537060214030806,0.5515054792430787,0.9999996576355489,LCSB,,
BOFHKBLZOYVHSI,60.0,0.44183944553559706,0.0,0.44183944553559706,1.0,LCSB,,
BOFHKBLZOYVHSI,75.0,0.39791384455240836,0.0,0.39791384455240836,1.0,LCSB,,
BOFHKBLZOYVHSI,90.0,0.37463582269844176,0.0,0.37463582269844176,1.0,LCSB,,
BQGRVFPPZJPWPB,15.0,0.83483589668973,0.715240505975104,0.4199865091866453,1.0000003423482764,LCSB,,
BQGRVFPPZJPWPB,30.0,0.48395791673234184,0.10401003279423846,0.42405364639037146,1.0000006846965528,LCSB,,
BQGRVFPPZJPWPB,45.0,0.40730573800653486,0.002215833927834201,0.40598951168880637,0.9999989729551709,LCSB,,
BQGRVFPPZJPWPB,60.0,0.3828936606651254,0.0,0.3828936606651254,1.0,LCSB,,
BQGRVFPPZJPWPB,75.0,0.3661638163640735,0.0,0.3661638163640735,1.0,LCSB,,
BQGRVFPPZJPWPB,90.0,0.35502504317374156,0.0,0.35502504317374156,1.0,LCSB,,
BQYJATMQXGBDHF,15.0,0.9597574370736958,0.8335369156082437,0.7582493255285541,1.0,LCSB,,
BQYJATMQXGBDHF,30.0,0.6499629879663119,0.04001672901951522,0.6353717686959418,0.9999997537382533,LCSB,,
BQYJATMQXGBDHF,45.0,0.5975023592466506,0.0,0.5975023592466506,1.0,LCSB,,
BQYJATMQXGBDHF,60.0,0.5110722497532891,0.0,0.5110722497532891,1.0,LCSB,,
BQYJATMQXGBDHF,75.0,0.412857948583236,0.0,0.412857948583236,1.0,LCSB,,
BQYJATMQXGBDHF,90.0,0.3517284083565526,0.0,0.3517284083565526,1.0,LCSB,,
BWHOZHOGCMHOBV,15.0,0.8716994765646772,0.43266266213393506,0.7738544441912588,1.000000679900245,LCSB,,
BWHOZHOGCMHOBV,30.0,0.8721392004480855,0.4322857941964369,0.7747791192187051,1.000000679900245,LCSB,,
BWHOZHOGCMHOBV,45.0,0.8161119967011214,0.2335755491634143,0.760069866358905,1.0000013598004902,LCSB,,
BWHOZHOGCMHOBV,60.0,0.7568226803063126,0.09037692184573846,0.732661377023969,1.000000679900245,LCSB,,
BWHOZHOGCMHOBV,75.0,0.7115545763324447,0.02428852933274629,0.704374244996756,1.000000679900245,LCSB,,
BWHOZHOGCMHOBV,90.0,0.6763758680380455,0.00798790332758993,0.6737699741288294,1.0,LCSB,,
BXNANOICGRISHX,15.0,0.8182185475980746,0.5395731213537595,0.60518931271692,1.0,LCSB,,
BXNANOICGRISHX,30.0,0.6349391113302059,0.03720034823768214,0.6208340042483571,1.0,LCSB,,
BXNANOICGRISHX,45.0,0.4923141235668476,0.0,0.4923141235668476,1.0,LCSB,,
BXNANOICGRISHX,60.0,0.46560606516615716,0.0,0.46560606516615716,1.0,LCSB,,
BXNANOICGRISHX,75.0,0.4153854393532509,0.0,0.4153854393532509,1.0,LCSB,,
BXNANOICGRISHX,90.0,0.35751537364307134,0.0,0.35751537364307134,1.0,LCSB,,
BYYMILHAKOURNM,15.0,0.8819135775257618,0.8093720613779585,0.3805362104058629,1.0000008436010122,LCSB,,
BYYMILHAKOURNM,45.0,0.5977598911836604,0.2805682013249914,0.44089162274343174,1.0000008436010122,LCSB,,
BYYMILHAKOURNM,60.0,0.47698402743549706,0.05554431282113209,0.4462249741681631,1.0,LCSB,,
BYYMILHAKOURNM,75.0,0.4277621252551254,0.003654339279742935,0.42566329637224964,1.0000021090025304,LCSB,,
BYYMILHAKOURNM,90.0,0.41175591462679934,0.0,0.41175591462679934,1.0,LCSB,,
BZKPWHYZMXOIDC,15.0,0.8985999766135654,0.4735766783439824,0.8073789066980259,1.0000004484397436,LCSB,,
BZKPWHYZMXOIDC,30.0,0.8395513713739292,0.18448029554226966,0.8032557727230488,1.0000008968794871,LCSB,,
BZKPWHYZMXOIDC,45.0,0.7845992450233055,0.014259303278293726,0.7814833498372782,1.0,LCSB,,
BZKPWHYZMXOIDC,60.0,0.6784838489660736,0.0,0.6784838489660736,1.0,LCSB,,
BZKPWHYZMXOIDC,75.0,0.5120185803616231,0.0,0.5120185803616231,1.0,LCSB,,
BZKPWHYZMXOIDC,90.0,0.38056312986979296,0.0,0.38056312986979296,1.0,LCSB,,
CABMTIJINOIHOD,15.0,0.9983307982363855,0.9845945012983263,0.8916694385198268,0.9999996796250845,LCSB,,
CABMTIJINOIHOD,30.0,0.8895990623805986,0.4794560235146445,0.7879129614495858,0.9999993592501689,LCSB,,
CABMTIJINOIHOD,45.0,0.6331670571136306,0.024442423366568353,0.6239761383527964,0.9999993592501689,LCSB,,
CABMTIJINOIHOD,60.0,0.5259249971819511,0.00042457011721305196,0.52572363388164,0.9999993592501689,LCSB,,
CABMTIJINOIHOD,75.0,0.48802174955133526,0.0,0.48802174955133526,1.0,LCSB,,
CABMTIJINOIHOD,90.0,0.4581457890690598,0.0,0.4581457890690598,1.0,LCSB,,
CAWXEEYDBZRFPE,15.0,0.8076649173552322,0.4129168526163748,0.6723889615966161,0.9999996050020955,LCSB,,
CAWXEEYDBZRFPE,30.0,0.6845815092920979,0.07362155200865883,0.6595144648372784,0.9999996050020955,LCSB,,
CAWXEEYDBZRFPE,45.0,0.5550426690872035,0.00206908815843129,0.554120107550796,0.9999984200083819,LCSB,,
CAWXEEYDBZRFPE,60.0,0.402213681488123,0.0,0.402213681488123,1.0,LCSB,,
CAWXEEYDBZRFPE,75.0,0.3252554142298387,0.0,0.3252554142298387,1.0,LCSB,,
CAWXEEYDBZRFPE,90.0,0.30076807771774833,0.0,0.30076807771774833,1.0,LCSB,,
CBVCZFGXHXORBI,15.0,0.9639354764592126,0.8043953100861373,0.8156234579706054,1.0000004883050135,LCSB,,
CBVCZFGXHXORBI,30.0,0.5780684266875118,0.013092044268828545,0.5724711964026757,1.0000003255366758,LCSB,,
CBVCZFGXHXORBI,45.0,0.2608215122482553,0.0,0.2608215122482553,1.0,LCSB,,
CBVCZFGXHXORBI,60.0,0.18020751706534865,0.0,0.18020751706534865,1.0,LCSB,,
CBVCZFGXHXORBI,75.0,0.16383121648637933,0.0,0.16383121648637933,1.0,LCSB,,
CBVCZFGXHXORBI,90.0,0.1547107417581387,0.0,0.1547107417581387,1.0,LCSB,,
CEQFOVLGLXCDCX,15.0,0.967693619742173,0.6110730442661141,0.9169345817214796,1.0,LCSB,,
CEQFOVLGLXCDCX,30.0,0.8526084269288705,0.1001100766920681,0.8362116352990431,0.9999992595984728,LCSB,,
CEQFOVLGLXCDCX,45.0,0.6804765129844134,0.0016977869527964279,0.6799331082200493,0.9999996297992365,LCSB,,
CEQFOVLGLXCDCX,60.0,0.6118959059192772,0.0,0.6118959059192772,1.0,LCSB,,
CEQFOVLGLXCDCX,75.0,0.5679767925547361,0.0,0.5679767925547361,1.0,LCSB,,
CEQFOVLGLXCDCX,90.0,0.5236530092078854,0.0,0.5236530092078854,1.0,LCSB,,
CGSLYBDCEGBZCG,15.0,0.6615883536465588,0.0,0.6615883536465588,1.0,LCSB,,
CGSLYBDCEGBZCG,30.0,0.6686414803847727,0.0,0.6686414803847727,1.0,LCSB,,
CGSLYBDCEGBZCG,45.0,0.5302099081709446,0.0,0.5302099081709446,1.0,LCSB,,
CGSLYBDCEGBZCG,60.0,0.3822700888378824,0.0,0.3822700888378824,1.0,LCSB,,
CGSLYBDCEGBZCG,75.0,0.28768667087920363,0.0,0.28768667087920363,1.0,LCSB,,
CGSLYBDCEGBZCG,90.0,0.2596801070520184,0.0,0.2596801070520184,1.0,LCSB,,
CIEXPHRYOLIQQD,15.0,0.849884550349035,0.10705603581443825,0.8318869643143025,1.000000661947642,LCSB,,
CIEXPHRYOLIQQD,30.0,0.6109054001777955,0.0015072798765684637,0.6103180443988174,0.9999973522094324,LCSB,,
CIEXPHRYOLIQQD,45.0,0.34627123369327106,0.0,0.34627123369327106,1.0,LCSB,,
CIEXPHRYOLIQQD,60.0,0.31575283415581296,0.0,0.31575283415581296,1.0,LCSB,,
CIEXPHRYOLIQQD,75.0,0.31482769688046575,0.0,0.31482769688046575,1.0,LCSB,,
CIEXPHRYOLIQQD,90.0,0.31299313615469937,0.0,0.31299313615469937,1.0,LCSB,,
CIFWZNRJIBNXRE,15.0,0.9999995538068751,1.0,,0.9999995538068751,LCSB,,
CIFWZNRJIBNXRE,30.0,0.9959109095933918,0.9843400045919237,0.7389110855832716,0.9999995538068751,LCSB,,
CIFWZNRJIBNXRE,45.0,0.8909964461400582,0.6748522387569934,0.6647568679444925,1.0,LCSB,,
CIFWZNRJIBNXRE,60.0,0.6845362500612356,0.19319053348247892,0.6089985593499161,0.9999995538068751,LCSB,,
CIFWZNRJIBNXRE,75.0,0.5688487847755085,0.027821323678526126,0.5565103146924802,1.0,LCSB,,
CIFWZNRJIBNXRE,90.0,0.5122142593647159,0.0023650524700513376,0.5110578845515924,1.000000446193125,LCSB,,
CJCSPKMFHVPWAR,15.0,0.8161873862608301,0.16786151586319387,0.7791080494545706,1.0000004714941697,LCSB,,
CJCSPKMFHVPWAR,30.0,0.7569999731239985,0.04639014483841823,0.7451787568748334,1.0000004714941697,LCSB,,
CJCSPKMFHVPWAR,45.0,0.6830840354972805,0.0012040595142318044,0.6827019886724807,1.0000009429883394,LCSB,,
CJCSPKMFHVPWAR,60.0,0.6003313112775597,0.0,0.6003313112775597,1.0,LCSB,,
CJCSPKMFHVPWAR,75.0,0.5205290360700223,0.0,0.5205290360700223,1.0,LCSB,,
CJCSPKMFHVPWAR,90.0,0.4636470716794622,0.0,0.4636470716794622,1.0,LCSB,,
CJPQIRJHIZUAQP,15.0,0.7267959454832116,0.0,0.7267959454832116,1.0,LCSB,,
CJPQIRJHIZUAQP,30.0,0.4688896603774508,0.0,0.4688896603774508,1.0,LCSB,,
CJPQIRJHIZUAQP,45.0,0.38580212150698967,0.0,0.38580212150698967,1.0,LCSB,,
CJPQIRJHIZUAQP,60.0,0.3578057664845328,0.0,0.3578057664845328,1.0,LCSB,,
CJPQIRJHIZUAQP,75.0,0.33037570154305446,0.0,0.33037570154305446,1.0,LCSB,,
CJPQIRJHIZUAQP,90.0,0.311634665842884,0.0,0.311634665842884,1.0,LCSB,,
CLKZWXHKFXZIMA,15.0,0.963796409431079,0.9291574910104049,0.4889518833588307,1.0000003661686527,LCSB,,
CLKZWXHKFXZIMA,30.0,0.7186751561371582,0.45333370393145245,0.4853810343054954,1.0,LCSB,,
CLKZWXHKFXZIMA,45.0,0.49435022111796434,0.03444885493033166,0.4763096634578248,1.000000732337306,LCSB,,
CLKZWXHKFXZIMA,60.0,0.45307261713506963,0.0006821850421562462,0.4526992592541196,0.999996338313471,LCSB,,
CLKZWXHKFXZIMA,75.0,0.41229310133154823,0.0,0.41229310133154823,1.0,LCSB,,
CLKZWXHKFXZIMA,90.0,0.374222080042698,0.0,0.374222080042698,1.0,LCSB,,
CMEWLCATCRTSGF,15.0,0.9863908522103212,0.8964809070639312,0.8685349011115887,1.0,LCSB,,
CMEWLCATCRTSGF,30.0,0.9861387932734837,0.8935643688288905,0.8697691123357686,1.0,LCSB,,
CMEWLCATCRTSGF,45.0,0.9495304358949941,0.6376182592123781,0.8607281812949173,1.0,LCSB,,
