parent_key,stratum,mh,compound_name,parent_smiles,formula,primary_source,primary_catalogue_id,primary_cid,vendors,catalogue_ids,n_listings,purity_stated,stock_status,scaffold_group
IPMHCUCDBKKMAQ,L,140.14338,"2-Norbornanamine, 2,3-dimethyl-",CC1C2CCC(C2)C1(C)N,C9H17N,TargetMol,T29361,45187.0,TargetMol,TargetMol:T29361,1,,,C1CC2CCC1C2
IPMSLSGLVYALQK,L,272.17574,"1-Ethyl-3-morpholin-4-yl-5,6,7,8-tetrahydroisoquinoline-4-carbonitrile",CCc1nc(N2CCOCC2)c(C#N)c2c1CCCC2,C16H21N3O,MedChemexpress MCE,HY-153132,658975.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-153132;TargetMol:T9970,2,,,c1nc(N2CCOCC2)cc2c1CCCC2
IPOBOOXFSRWSHL,L,263.15428,Cibenzoline,c1ccc(C2(c3ccccc3)CC2C2=NCCN2)cc1,C18H18N2,MedChemexpress MCE,HY-106577,2747.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-106577;MedChemexpress MCE:HY-106577A;MedChemexpress MCE:HY-106577AS;MedChemexpress MCE:HY-106577R;MedChemexpress MCE:HY-115014;MedChemexpress MCE:HY-158187S;TargetMol:T208887;TargetMol:T38434;TargetMol:T60428,9,,,c1ccc(C2(c3ccccc3)CC2C2=NCCN2)cc1
IPOLGHIMIPSIJX,L,237.18491,4-(Nonyloxy)phenol,CCCCCCCCCOc1ccc(O)cc1,C15H24O2,TargetMol,T72049,14692768.0,TargetMol,TargetMol:T72049,1,,,c1ccccc1
IPPQNXSAJZOTJZ,L,137.05971,3-Methylsalicylaldehyde,Cc1cccc(C=O)c1O,C8H8O2,TargetMol,TXB-00038,522777.0,TargetMol,TargetMol:TXB-00038,1,,,c1ccccc1
IPQDZFUZVJKAKZ,L,167.06783,4-(Trifluoromethyl)cyclohexanone,O=C1CCC(C(F)(F)F)CC1,C7H9F3O,TargetMol,Fr14479,2777491.0,TargetMol,TargetMol:Fr14479,1,,,O=C1CCCCC1
IPRCBIWIPMJXIK,L,153.06585,m-Hydroxyphenylurea,NC(=O)Nc1cccc(O)c1,C7H8N2O2,TargetMol,T21201,12796.0,TargetMol,TargetMol:T21201,1,,,c1ccccc1
IPRJCIVGKWLASQ,L,265.05832,4-((5-(Trifluoromethyl)pyridin-2-yl)oxy)benzonitrile,N#Cc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,C13H7F3N2O,TargetMol,Fr13916,720365.0,TargetMol,TargetMol:Fr13916,1,,,c1ccc(Oc2ccccn2)cc1
IPSGOMWAGOYNKO,L,274.11862,"3-(5-(Aminomethyl)-1-oxoisoindolin-2-yl)piperidine-2,6-dione",NCc1ccc2c(c1)CN(C1CCC(=O)NC1=O)C2=O,C14H15N3O3,MedChemexpress MCE,HY-W077589A,59443280.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-W077589;MedChemexpress MCE:HY-W077589A;TargetMol:T38545,3,,,O=C1CCC(N2Cc3ccccc3C2=O)C(=O)N1
IPTJZZUYNOWWHM,L,277.02701,"3-Oxopropyl N,N'-bis(2-chloroethyl)phosphorodiamidate",O=CCCOP(=O)(NCCCl)NCCCl,C7H15Cl2N2O3P,TargetMol,T29851,189733.0,TargetMol,TargetMol:T29851,1,,,__ACYCLIC__IPTJZZUYNOWWHM
IPWKGIFRRBGCJO,L,177.08698,Ala-Ser,C[C@H](N)C(=O)N[C@@H](CO)C(=O)O,C6H12N2O4,MedChemexpress MCE,HY-P4244,1549433.0,MedChemexpress MCE,MedChemexpress MCE:HY-P4244,1,,,__ACYCLIC__IPWKGIFRRBGCJO
IPWKHHSGDUIRAH,L,255.19335,Bis(pinacolato)diborane,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,C12H24B2O4,MedChemexpress MCE,HY-79444,2733548.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-79444;TargetMol:TYD-00495,2,,,C1COB(B2OCCO2)O1
IPWWMTIKWNMANU,L,153.04587,4-fluoro-1H-indazol-3-ol,O=c1[nH][nH]c2cccc(F)c12,C7H5FN2O,TargetMol,Fr21295,2810172.0,TargetMol,TargetMol:Fr21295,1,,,O=c1[nH][nH]c2ccccc12
IPYDNTFWMDEOBW,L,192.13829,1-(4-Phenyloxan-4-yl)methanamine,NCC1(c2ccccc2)CCOCC1,C12H17NO,TargetMol,Fr12727,6483779.0,TargetMol,TargetMol:Fr12727,1,,,c1ccc(C2CCOCC2)cc1
IPZPPUJQQJARAE,L,253.17982,Tetrahydroparthenolide,CC1CCC[C@@]2(C)O[C@@H]2[C@H]2OC(=O)C(C)C2CC1,C15H24O3,TargetMol,T131496,45036077.0,TargetMol,TargetMol:T131496,1,,,O=C1CC2CCCCCCC3OC3C2O1
IQAJMALOOLNRLN,L,195.10157,2-Crotonyloxymethyl-2-cyclohexenone,C/C=C/C(=O)OCC1=CCCCC1=O,C11H14O3,MedChemexpress MCE,HY-153154,6439061.0,MedChemexpress MCE,MedChemexpress MCE:HY-153154,1,,,O=C1C=CCCC1
IQBLHYZSOLBYHP,L,299.20056,"m-CRESOL, 4,4'-(1,2-DIETHYLETHYLENE)DI-",CC[C@H](c1ccc(O)cc1C)[C@@H](CC)c1ccc(O)cc1C,C20H26O2,TargetMol,T29315,13147136.0,TargetMol,TargetMol:T29315,1,,,c1ccc(CCc2ccccc2)cc1
IQBNPOCCTRIDCK,L,217.14344,"(3R,4S,7S)-4-hydroxy-7-[(2R)-2-hydroxybutyl]-3-methyloxepan-2-one",CC[C@@H](O)C[C@@H]1CC[C@H](O)[C@@H](C)C(=O)O1,C11H20O4,MedChemexpress MCE,HY-N14318,10262756.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-N14318;TargetMol:TN9871,2,,,O=C1CCCCCO1
IQCFGHUHHKREAO,L,271.19039,4-(6-Hydroxy-6-methyl-4-oxoheptan-2-yl)cyclohexane-1-carboxylic acid,CC(CC(=O)CC(C)(C)O)C1CCC(C(=O)O)CC1,C15H26O4,TargetMol,TN12691,172883494.0,TargetMol,TargetMol:TN12691,1,,,C1CCCCC1
IQCLIQLFPVKINX,L,287.09477,4-Methylphenyl 1-thio-beta-D-glucopyranoside,Cc1ccc(S[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,C13H18O5S,MedChemexpress MCE,HY-W357125,14804359.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-W357125;TargetMol:TSW-00360,2,,,c1ccc(SC2CCCCO2)cc1
IQCWWGXPBRRYAF,L,228.08665,Oryzoxymycin,C[C@@H](OC(=O)C1=CC=C[C@H](O)[C@H]1N)C(=O)O,C10H13NO5,TargetMol,TN10764,5492703.0,TargetMol,TargetMol:TN10764,1,,,C1=CCCC=C1
IQDBNCDDNJCNDB,L,241.14344,(Z)-2-oct-7-enylpent-2-enedioic acid,C=CCCCCCC/C(=C/CC(=O)O)C(=O)O,C13H20O4,TargetMol,TN12862,125416081.0,TargetMol,TargetMol:TN12862,1,,,__ACYCLIC__IQDBNCDDNJCNDB
IQDXAJNQKSIPGB,L,291.26824,Geranyllinalool,C=CC(C)(O)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,C20H34O,TargetMol,T84220,5365872.0,TargetMol,TargetMol:T84220,1,,,__ACYCLIC__IQDXAJNQKSIPGB
IQEYEGMWJXOFAC,L,281.17607,4-(4-Methylpiperazin-1-yl)-6-phenyl-2-vinylpyrimidine,C=Cc1nc(-c2ccccc2)cc(N2CCN(C)CC2)n1,C17H20N4,TargetMol,T70403,154731960.0,TargetMol,TargetMol:T70403,1,,,c1ccc(-c2cc(N3CCNCC3)ncn2)cc1
IQFWMZPKKXTNEM,L,269.01448,"5-bromo-N-methyl-N-(1-methyl-1H-1,2,3,4-tetrazol-5-yl)pyridin-2-amine",CN(c1ccc(Br)cn1)c1nnnn1C,C8H9BrN6,TargetMol,FL0064,86729993.0,TargetMol,TargetMol:FL0064,1,,,c1ccc(Nc2nnn[nH]2)nc1
IQIGECASJMDDMD,L,259.0601,"1,5-Dihydroxy-3-methoxyxanthone",COc1cc(O)c2c(=O)c3cccc(O)c3oc2c1,C14H10O5,MedChemexpress MCE,HY-N3295,5281651.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-N3295;TargetMol:TN4519,2,,,O=c1c2ccccc2oc2ccccc12
IQIYDJRAZKPGKO,L,136.05391,Cysteine hydrazide,NNC(=O)[C@@H](N)CS,C3H9N3OS,TargetMol,T31156,42631.0,TargetMol,TargetMol:T31156,1,,,__ACYCLIC__IQIYDJRAZKPGKO
IQJJSXSKEAXTTI,L,135.05529,6-Cyclopropylidenepyridazin-3-one,O=C1C=CC(=C2CC2)N=N1,C7H6N2O,TargetMol,Fr213030,76026446.0,TargetMol,TargetMol:Fr213030,1,,,O=C1C=CC(=C2CC2)N=N1
IQMBSQBMNIILBR,L,207.06519,"3-Methoxy-4,5-methylenedioxycinnamaldehyde",COc1cc(/C=C/C=O)cc2c1OCO2,C11H10O4,TargetMol,TN2956,5319472.0,TargetMol,TargetMol:TN2956,1,,,c1ccc2c(c1)OCO2
IQMLIVUHMSIOQP,L,155.06741,(4-Fluoro-2-methylphenyl)boronic acid,Cc1cc(F)ccc1B(O)O,C7H8BFO2,MedChemexpress MCE,HY-32914,2734665.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-32914;TargetMol:TYD-00535,2,,,c1ccccc1
IQNTXIMXKCURDC,L,288.11314,JAK3 inhibitor VI,O=C1Nc2ccc(-c3cccnc3)cc2/C1=C/c1ccc[nH]1,C18H13N3O,MedChemexpress MCE,HY-155951,9947841.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-155951;MedChemexpress MCE:HY-18949;TargetMol:T64370;TargetMol:T67754,4,,,O=C1Nc2ccc(-c3cccnc3)cc2C1=Cc1ccc[nH]1
IQOGGWLYHJXIIF,L,242.10364,"7H-Adenine, N-(o-methoxyphenyl)-",COc1ccccc1Nc1ncnc2nc[nH]c12,C12H11N5O,MedChemexpress MCE,HY-169579,52000.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-169579;TargetMol:T205548,2,,,c1ccc(Nc2ncnc3nc[nH]c23)cc1
IQOMYCGTGFGDFN,L,267.06274,"4'-(Trifluoromethyl)(1,1'-biphenyl)-2-carboxylic acid",O=C(O)c1ccccc1-c1ccc(C(F)(F)F)cc1,C14H9F3O2,MedChemexpress MCE,HY-34781,55251.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-34781;TargetMol:T19864,2,,,c1ccc(-c2ccccc2)cc1
IQPPOXSMSDPZKU,L,262.14377,2-[4-[(3E)-3-hydroxyiminocyclohexyl]phenyl]propanoic acid,CC(C(=O)O)c1ccc(C2CCC/C(=N\O)C2)cc1,C15H19NO3,MedChemexpress MCE,HY-12385,5464206.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-12385;TargetMol:T35180,2,,,N=C1CCCC(c2ccccc2)C1
IQQKXTVYGHYXFX,L,150.05495,"5-Methoxy-1,3-benzoxazole",COc1ccc2ocnc2c1,C8H7NO2,TargetMol,TPL0156,12859508.0,TargetMol,TargetMol:TPL0156,1,,,c1ccc2ocnc2c1
IQRCJZVIONRBEJ,L,287.08738,1-(2-C-|A-Methyl-|A-D-ribofuranosyl)-5-nitropyridine-2(1H)-one,C[C@]1(O)C(O)[C@@H](CO)O[C@H]1n1cc([N+](=O)[O-])ccc1=O,C11H14N2O7,MedChemexpress MCE,HY-152982,168006935.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-152982;TargetMol:TNU0800,2,,,O=c1ccccn1C1CCCO1
IQSQTOWMVAKJTC,L,203.0914,"1,6-Anhydro-3,4-O-isopropylidene-beta-D-galactopyranose",CC1(C)O[C@@H]2[C@@H](O)[C@@H]3OC[C@@H](O3)[C@@H]2O1,C9H14O5,TargetMol,TSW-00327,10465447.0,TargetMol,TargetMol:TSW-00327,1,,,C1OC2CC3OCC(O3)C2O1
IQSRNEOAVVBNGN,L,190.10872,6-(pyrrolidin-1-yl)-9H-purine,c1nc(N2CCCC2)c2[nH]cnc2n1,C9H11N5,TargetMol,TPL0499,756690.0,TargetMol,TargetMol:TPL0499,1,,,c1nc(N2CCCC2)c2[nH]cnc2n1
IQTHEAQKKVAXGV,L,266.20321,"(4-(N,N-Dimethylamino)phenyl)di-tert-butyl phosphine",CN(C)c1ccc(P(C(C)(C)C)C(C)(C)C)cc1,C16H28NP,MedChemexpress MCE,HY-W009410,11714598.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-W009410;MedChemexpress MCE:HY-W010686;TargetMol:TYD-00774,3,,,c1ccccc1
IQUNZGOZUJITBJ,L,137.05095,2-Amino-6-fluorobenzonitrile,N#Cc1c(N)cccc1F,C7H5FN2,TargetMol,Fr16620,522659.0,TargetMol,TargetMol:Fr16620,1,,,c1ccccc1
IQVMYGSVWQCJFR,L,258.07946,"3-(3,4-Dimethylbenzenesulfonamido)propanoic acid",Cc1ccc(S(=O)(=O)NCCC(=O)O)cc1C,C11H15NO4S,MedChemexpress MCE,HY-W028183,730272.0,MedChemexpress MCE,MedChemexpress MCE:HY-W028183,1,,,c1ccccc1
IQWCBYSUUOFOMF,L,194.12879,Sabcomeline,CO/N=C(\C#N)[C@H]1CN2CCC1CC2,C10H15N3O,MedChemexpress MCE,HY-106432,9577995.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-106432;MedChemexpress MCE:HY-106432A;TargetMol:T28654;TargetMol:T68135;TargetMol:T68135L;TargetMol:T68135L1,6,,,C1CN2CCC1CC2
IQWLPDPKVFZEOK,L,247.02709,3-(Sulfooxy)benzenepropanoic acid,O=C(O)CCc1cccc(OS(=O)(=O)O)c1,C9H10O6S,MedChemexpress MCE,HY-160236,187488.0,MedChemexpress MCE,MedChemexpress MCE:HY-160236,1,,,c1ccccc1
IQZLUWLMQNGTIW,L,181.08592,"3,4-Dimethoxyphenyl methyl ketone",COc1ccc(C(C)=O)cc1OC,C10H12O3,TargetMol,PDK0029,14328.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-W005151S;TargetMol:PDK0029,2,,,c1ccccc1
IQZSNBAQPVKMLG,L,288.19581,"3,4-Quinolinediol, 2-nonyl-",CCCCCCCCCc1[nH]c2ccccc2c(=O)c1O,C18H25NO2,MedChemexpress MCE,HY-124352,9943796.0,MedChemexpress MCE,MedChemexpress MCE:HY-124352,1,,,O=c1cc[nH]c2ccccc12
IQZUZPKOFSOVET,L,205.12231,Isobutyl Cinnamate,CC(C)COC(=O)/C=C/c1ccccc1,C13H16O2,TargetMol,T65259,778574.0,TargetMol,TargetMol:T65259,1,,,c1ccccc1
IQZWKGWOBPJWMX,L,282.11968,"(2R,3S,5R)-2-(6-amino-2-methylpurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol",Cc1nc(N)c2ncn([C@@H]3O[C@H](CO)C(O)[C@@H]3O)c2n1,C11H15N5O4,MedChemexpress MCE,HY-152697,59801624.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-152697;TargetMol:TN7208,2,,,c1ncc2ncn(C3CCCO3)c2n1
IQZXIKMXXCLFOK,L,299.13902,Ethyl 8-hydroxy-alpha-(2-propynylamino)-5-quinolinepropanoate,C#CCNC(Cc1ccc(O)c2ncccc12)C(=O)OCC,C17H18N2O3,TargetMol,T31704,10424768.0,TargetMol,TargetMol:T31704,1,,,c1ccc2ncccc2c1
IRALTYPUIGPWFA,L,227.13902,"1,1-Dimethylethyl 7-oxo-2,6-diazaspiro(3.4)octane-2-carboxylate",CC(C)(C)OC(=O)N1CC2(CNC(=O)C2)C1,C11H18N2O3,TargetMol,FL0221,56777107.0,TargetMol,TargetMol:FL0221,1,,,O=C1CC2(CNC2)CN1
IRAOSCSPAYZRJE,L,223.98179,5-Bromoquinoxalin-6-amine,Nc1ccc2nccnc2c1Br,C8H6BrN3,TargetMol,PDK0245,14928442.0,TargetMol,TargetMol:PDK0245,1,,,c1ccc2nccnc2c1
IRAQOCYXUMOFCW,L,205.19508,(-)-Cedrene,CC1=CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C,C15H24,MedChemexpress MCE,HY-135190,6431015.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-135190;TargetMol:T8292,2,,,C1=CC2CC3CCCC3(C1)C2
IRBXMIJEKMOSDP,L,166.12264,5-Methyl-2-(1-methylethoxy)benzenamine,Cc1ccc(OC(C)C)c(N)c1,C10H15NO,TargetMol,TYD-04124,17605629.0,TargetMol,TargetMol:TYD-04124,1,,,c1ccccc1
IRDXKUVPWPVZMA,L,268.15433,"2,3-Dihydro-N-(2-(2-methoxyethoxy)ethyl)-1,4-benzodioxin-2-methanamine",COCCOCCNCC1COc2ccccc2O1,C14H21NO4,MedChemexpress MCE,HY-121670,15378.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-121670;TargetMol:T29950;TargetMol:T29950L,3,,,c1ccc2c(c1)OCCO2
IRELCDFUNQUKLG,L,162.0397,3-(Carboxymethylamino)-3-oxopropanoic acid,O=C(O)CNC(=O)CC(=O)O,C5H7NO5,MedChemexpress MCE,HY-W141929,22345738.0,MedChemexpress MCE,MedChemexpress MCE:HY-W141929,1,,,__ACYCLIC__IRELCDFUNQUKLG
IREWEDGFPIPXQO,L,263.1754,AL-272,CC(C#CCN1CCCCCC1)N1C(=O)CCC1=O,C15H22N2O2,TargetMol,T29812,3084476.0,TargetMol,TargetMol:T29812,1,,,O=C1CCC(=O)N1CC#CCN1CCCCCC1
IREYRQPUBOQACQ,L,197.04445,Epicoccone B,Cc1c(O)c(O)c(O)c2c1COC2=O,C9H8O5,MedChemexpress MCE,HY-N10294,76328313.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-N10294;TargetMol:T75477,2,,,O=C1OCc2ccccc21
IRGLQUMAHASUTG,L,295.12885,Chinoin 123,CCOC(=O)c1cnc2n(c1=O)C(C)CCC2CC(=O)O,C14H18N2O5,TargetMol,T68030,174050.0,TargetMol,TargetMol:T68030,1,,,O=c1ccnc2n1CCCC2
IRJCBFDCFXCWGO,L,159.04003,Ibotenic Acid,NC(C(=O)O)c1cc(=O)[nH]o1,C5H6N2O4,MedChemexpress MCE,HY-N2311,1233.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-N2311;TargetMol:T25717;TargetMol:T69017;TargetMol:T69578;TargetMol:TQ0279,5,,,O=c1cco[nH]1
IRJWAYCXIYUHQE,L,234.10845,Glycyl-seryl-alanine,C[C@H](NC(=O)[C@H](CO)NC(=O)CN)C(=O)O,C8H15N3O5,TargetMol,T31972,5464481.0,TargetMol,TargetMol:T31972,1,,,__ACYCLIC__IRJWAYCXIYUHQE
IRKXGKIPOMIQOD,L,167.07141,GlyTouCan:G21349BB,C[C@@H]1OC(O)[C@@H](F)[C@H](O)[C@@H]1O,C6H11FO4,MedChemexpress MCE,HY-107366,44544736.0,MedChemexpress MCE;Selleck Chemicals;TargetMol,MedChemexpress MCE:HY-107366;Selleck Chemicals:S9954;TargetMol:T12894,3,,,C1CCOCC1
IRKZBFORRGBSAO,L,251.11387,"7-Deaza-2',3'-dideoxyguanosine",Nc1nc2c(ccn2[C@H]2CC[C@@H](CO)O2)c(=O)[nH]1,C11H14N4O3,MedChemexpress MCE,HY-138592,135816720.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-138592;TargetMol:T60371,2,,,O=c1[nH]cnc2c1ccn2C1CCCO1
IRLARMCZZWFRCP,L,205.13354,2-[3-(Dimethylamino)propoxy]benzonitrile,CN(C)CCCOc1ccccc1C#N,C12H16N2O,TargetMol,Fr13029,2993332.0,TargetMol,TargetMol:Fr13029,1,,,c1ccccc1
IRLMQXGERKHIPH,L,229.07066,3-Hydroxy-3-(4-methoxy-5-methyl-6-oxopyran-2-yl)propanoic acid,COc1cc(C(O)CC(=O)O)oc(=O)c1C,C10H12O6,TargetMol,T127924,155978892.0,TargetMol,TargetMol:T127924,1,,,O=c1cccco1
IRMPFYJSHJGOPE,L,181.12231,Olivetol,CCCCCc1cc(O)cc(O)c1,C11H16O2,MedChemexpress MCE,HY-W008364,10377.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-W008364;MedChemexpress MCE:HY-W008364R;MedChemexpress MCE:HY-W008364S1;MedChemexpress MCE:HY-W008364S2;TargetMol:T3736,5,,,c1ccccc1
IRMTXMJNHRISQH,L,237.09506,Guanidinoethyldisulfide,N=C(N)NCCSSCCN=C(N)N,C6H16N6S2,TargetMol,T212243,176516630.0,TargetMol,TargetMol:T212243,1,,,__ACYCLIC__IRMTXMJNHRISQH
IRNRNPNZAKHEAW,L,182.00927,3-Methylbenzothiazole-2(3H)-thione,Cn1c(=S)sc2ccccc21,C8H7NS2,TargetMol,Fr12439,75264.0,TargetMol,TargetMol:Fr12439,1,,,S=c1[nH]c2ccccc2s1
IRPFOXRBPHCCTG,L,281.13835,"(3As,6S,7R,8aR)-8-hydroxy-6,8-dimethyl-3-methylidenespiro[4,5,6,8a-tetrahydro-3aH-cyclohepta[b]furan-7,5'-oxolane]-2,2'-dione",C=C1C(=O)O[C@@H]2[C@H]1CC[C@H](C)[C@]1(CCC(=O)O1)C2(C)O,C15H20O5,TargetMol,T130880,12314731.0,TargetMol,TargetMol:T130880,1,,,C=C1C(=O)OC2CC3(CCCC12)CCC(=O)O3
IRQMQVKHNLGEFH,L,260.09173,"N-(2,3-dihydro-1,4-benzodioxin-2-ylmethyl)-2-furamide",O=C(NCC1COc2ccccc2O1)c1ccco1,C14H13NO4,TargetMol,T200470,2815569.0,TargetMol,TargetMol:T200470,1,,,O=C(NCC1COc2ccccc2O1)c1ccco1
IRQQWCZKCUQNSO,L,264.13829,(3Z)-3-[(4-propan-2-ylphenyl)methylidene]-1H-indol-2-one,CC(C)c1ccc(/C=C2\C(=O)Nc3ccccc32)cc1,C18H17NO,MedChemexpress MCE,HY-21291,1538823.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-21291;TargetMol:T3568,2,,,O=C1Nc2ccccc2C1=Cc1ccccc1
IRQULQWSSURBFT,L,272.05852,Coq7-IN-1,O=c1cc(-c2ccccc2)[nH]n1-c1ccc(Cl)cn1,C14H10ClN3O,MedChemexpress MCE,HY-133033,155981996.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-133033;TargetMol:T35861,2,,,O=c1cc(-c2ccccc2)[nH]n1-c1ccccn1
IRSFLDGTOHBADP,L,295.19039,Embelin,CCCCCCCCCCCC1=C(O)C(=O)C=C(O)C1=O,C17H26O4,MedChemexpress MCE,HY-17473,3218.0,MedChemexpress MCE;Selleck Chemicals;TargetMol,MedChemexpress MCE:HY-17473;MedChemexpress MCE:HY-17473R;Selleck Chemicals:S7025;TargetMol:T6485,4,,,O=C1C=CC(=O)C=C1
IRUHWTMTUBNYIU,L,244.08243,1-tetrahydro-1H-pyrrol-1-yl-3-(2-thienylthio)propan-2-ol,OC(CSc1cccs1)CN1CCCC1,C11H17NOS2,TargetMol,Fr13557,2777764.0,TargetMol,TargetMol:Fr13557,1,,,c1csc(SCCCN2CCCC2)c1
IRUJZVNXZWPBMU,L,238.06785,Cartap,CN(C)C(CSC(N)=O)CSC(N)=O,C7H15N3O2S2,MedChemexpress MCE,HY-136395,27159.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-136395;MedChemexpress MCE:HY-W040028;TargetMol:T20195,3,,,__ACYCLIC__IRUJZVNXZWPBMU
IRUVVVCBXQYUCN,L,154.04742,1-(Trifluoromethyl)cyclopropane-1-carboxamide,NC(=O)C1(C(F)(F)F)CC1,C5H6F3NO,TargetMol,FL0045,57475858.0,TargetMol,TargetMol:FL0045,1,,,C1CC1
IRVRZQLHMPWLLY,L,277.09715,2-((Methoxy)(4-phenoxyphenyl)methylene)malononitrile,COC(=C(C#N)C#N)c1ccc(Oc2ccccc2)cc1,C17H12N2O2,TargetMol,TYD-03077,22347227.0,TargetMol,TargetMol:TYD-03077,1,,,c1ccc(Oc2ccccc2)cc1
IRWWXLHSNMVHNY,L,273.12337,Camonagrel,O=C(O)C1CCc2cc(OCCn3ccnc3)ccc21,C15H16N2O3,MedChemexpress MCE,HY-106119,65892.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-106119;TargetMol:T67795,2,,,c1cn(CCOc2ccc3c(c2)CCC3)cn1
IRXFQXMHMRTLIR,L,200.0706,3-(Pyridin-2-yl)benzoic acid,O=C(O)c1cccc(-c2ccccn2)c1,C12H9NO2,TargetMol,Fr13675,5152592.0,TargetMol,TargetMol:Fr13675,1,,,c1ccc(-c2ccccn2)cc1
IRYIYPWRXROPSX,L,176.0706,3-(1-Cyanoethyl)benzoic acid,CC(C#N)c1cccc(C(=O)O)c1,C10H9NO2,MedChemexpress MCE,HY-Y1416,98370.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-Y1416;TargetMol:T21107,2,,,c1ccccc1
IRYJRGCIQBGHIV,L,144.06552,Trimethadione,CN1C(=O)OC(C)(C)C1=O,C6H9NO3,MedChemexpress MCE,HY-A0092,5576.0,MedChemexpress MCE;Selleck Chemicals;TargetMol,MedChemexpress MCE:HY-A0092;MedChemexpress MCE:HY-A0092R;Selleck Chemicals:S5567;TargetMol:T0283,4,,,O=C1COC(=O)N1
IRYRMRDDVXULFG,L,262.11862,Upb5G360MA,CN(C(=O)c1ccc2nonc2c1)C1CCOCC1,C13H15N3O3,TargetMol,T211052,25104045.0,TargetMol,TargetMol:T211052,1,,,O=C(NC1CCOCC1)c1ccc2nonc2c1
IRZFDJFTOCCEPS,L,230.0069,"Phosphorodithioic acid, O,S-dimethyl ester, S-ester with 2-mercapto-N-methylacetamide",CNC(=O)CSP(=O)(OC)SC,C5H12NO3PS2,TargetMol,T211730,76866.0,TargetMol,TargetMol:T211730,1,,,__ACYCLIC__IRZFDJFTOCCEPS
ISADADAHPHHLEM,L,293.12845,1-(2-Methoxyphenyl)-3-naphthalen-2-ylurea,COc1ccccc1NC(=O)Nc1ccc2ccccc2c1,C18H16N2O2,MedChemexpress MCE,HY-139007,443080.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-139007;TargetMol:T204653,2,,,O=C(Nc1ccccc1)Nc1ccc2ccccc2c1
ISAOCJYIOMOJEB,L,213.09101,Benzoin,O=C(c1ccccc1)C(O)c1ccccc1,C14H12O2,MedChemexpress MCE,HY-B1550,8400.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-B1550;MedChemexpress MCE:HY-B1550S;TargetMol:T3939,3,,,O=C(Cc1ccccc1)c1ccccc1
ISAVYTVYFVQUDY,L,207.17434,4-Tert-octylphenol,CC(C)(C)CC(C)(C)c1ccc(O)cc1,C14H22O,MedChemexpress MCE,HY-B1941,8814.0,MedChemexpress MCE;Selleck Chemicals;TargetMol,MedChemexpress MCE:HY-B1941;MedChemexpress MCE:HY-B1941R;MedChemexpress MCE:HY-B1941S;MedChemexpress MCE:HY-B1941S1;Selleck Chemicals:S4578;TargetMol:T64353,6,,,c1ccccc1
ISBUYSPRIJRBKX,L,269.12845,Nafazatrom,CC1=NN(CCOc2ccc3ccccc3c2)C(=O)C1,C16H16N2O2,MedChemexpress MCE,HY-121586,42923.0,MedChemexpress MCE;TargetMol,MedChemexpress MCE:HY-121586;TargetMol:T33579,2,,,O=C1CC=NN1CCOc1ccc2ccccc2c1
