cmp_key,recorded_key14s,parent_keys,scaffold_groups,n_distinct_smiles,smiles,name,uchem_ids,first_release,releases,n_records,nce_ladder,n_nce,instruments,n_instruments,precursor_mz,mh_calc,heavy_atoms,elements,n_frag_raw,formula,confidence,publication,authors,license,any_smiles_ik_mismatch,max_abs_mh_error_da,scaffold_group,n_scaffold_groups_in_records,uchem_id_in_2023_11_tree,in_msg15_any_route,in_msg15_recorded_route,in_msg15_parent_route,in_msg15_simchallenge,in_mspred_msg_labels,in_muru_registry_keys,in_muru_exposed_pop_keys,in_muru_dev_pop_keys,in_pr7_keys,in_comparator_keys,in_msnlib_9lib_keys,in_msnlib_v1_4lib_keys,in_multims2_reserved,sg_in_muru_registry,sg_in_muru_dev_pop,sg_in_pr7,sg_in_comparator,sg_in_msg15,acyclic,msg15_nn_tanimoto,msg15_nn_smiles,msg15_same_formula_n_structures,msg15_same_formula_max_tanimoto,tagged_release,ge3_nce,clean_compound_level,clean_primary,clean_conservative,clean_strict_msg_scaffold
AAOVKJBEBIDNHE,AAOVKJBEBIDNHE,AAOVKJBEBIDNHE,O=C1CN=C(c2ccccc2)c2ccccc2N1,1,CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,"7-chloro-1-methyl-5-phenyl-3H-1,4-benzodiazepin-2-one",2626,2024.11,2024.11,9,"15,30,45,60,75,90,120,150,180",9,Q Exactive Plus,1,285.0789,285.07891718288005,20.0,"C,Cl,H,N,O",1,C16H13ClN2O,standard compound,,"F. Jud [dtc], K. Arturi [dtc], J. Hollender [dtc], A. Dax [com]",CC BY-SA,False,1.7182880071686668e-05,O=C1CN=C(c2ccccc2)c2ccccc2N1,1,False,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,1.0,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,1,1.0,True,True,False,False,False,False
ADIMAYPTOBDMTL,ADIMAYPTOBDMTL,ADIMAYPTOBDMTL,O=C1CN=C(c2ccccc2)c2ccccc2N1,1,OC1N=C(C2=CC=CC=C2)C2=CC(Cl)=CC=C2NC1=O,"7-chloro-3-hydroxy-5-phenyl-1,3-dihydro-1,4-benzodiazepin-2-one",2743,2024.11,2024.11,9,"15,30,45,60,75,90,120,150,180",9,Q Exactive Plus,1,287.0582,287.05818173888,20.0,"C,Cl,H,N,O",1,C15H11ClN2O2,standard compound,,"F. Jud [dtc], K. Arturi [dtc], J. Hollender [dtc], A. Dax [com]",CC BY-SA,False,1.8261119976159534e-05,O=C1CN=C(c2ccccc2)c2ccccc2N1,1,False,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,False,True,False,1.0,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,2,1.0,True,True,False,False,False,False
AFJYYKSVHJGXSN,AFJYYKSVHJGXSN,AFJYYKSVHJGXSN,N=C1C=CC2C(=O)OC3CC(CC=CC(OC4CCCCO4)CC=CC=C4COC1C42)OC1(CCCC(C2CCCCC2)O1)C3,1,CC1CCC2(CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5=NO)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)O)OC)C)OC1C7CCCCC7,"6`-cyclohexyl-24-hydroxy-21-hydroxyimino-12-(5-hydroxy-4-methoxy-6-methyloxan-2-yl)oxy-5`,11,13,22-tetramethylspiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2`-oxane]-2-one",11592,2024.06,2024.06,2,"15,30",2,Exploris 240 Orbitrap Thermo Scientific,1,770.4474,770.4473883028799,55.0,"C,H,N,O",1,C43H63NO11,standard compound,,"B. Beck [dtc,com], J. Hollender [dtc]",CC BY-SA,False,1.169712015780533e-05,N=C1C=CC2C(=O)OC3CC(CC=CC(OC4CCCCO4)CC=CC=C4COC1C42)OC1(CCCC(C2CCCCC2)O1)C3,1,False,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,1.0,CO[C@H]1C[C@H](O[C@@H]2/C(C)=C/C[C@@H]3C[C@@H](C[C@]4(CC[C@H](C)[C@@H](C5CCCCC5)O4)O3)OC(=O)[C@@H]3C=C(C)/C(=N\O)[C@H]4OC/C(=C\C=C\[C@@H]2C)[C@]43O)O[C@@H](C)[C@@H]1O,1,1.0,True,False,False,False,False,False
AFSDNFLWKVMVRB,AFSDNFLWKVMVRB,AFSDNFLWKVMVRB,O=c1oc2cccc3c(=O)oc4cccc1c4c23,1,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,,11922,2025.10,2025.10,9,"15,30,45,60,75,90,120,150,180",9,Exploris 240 Orbitrap Thermo Scientific,1,303.0135,303.01354361887996,22.0,"C,H,O",1,C14H6O8,standard compound,tutorial,"Giulia Martella[dtc], Birgit Beck [dtc.com], Lena Aisch[dtc]",CC BY-SA,False,4.36188799426418e-05,O=c1oc2cccc3c(=O)oc4cccc1c4c23,1,False,True,True,True,False,False,True,False,False,False,False,True,True,False,True,False,False,False,True,False,1.0,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,1,1.0,True,True,False,False,False,False
AFWOYEYXUDHGHF,AFWOYEYXUDHGHF,AFWOYEYXUDHGHF,__ACYCLIC__AFWOYEYXUDHGHF,1,C(COP(=O)(O)OCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,8-2-diPAP,2923,2024.06,2024.06,2,"15,30",2,Exploris 240 Orbitrap Thermo Scientific,1,990.9768,990.97683134488,59.0,"C,F,H,O,P",1,C20H9F34O4P,standard compound,,"B. Beck [dtc,com], J. Hollender [dtc]",CC BY-SA,False,3.1344879971584305e-05,__ACYCLIC__AFWOYEYXUDHGHF,1,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,1.0,O=P(O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,1.0,True,False,False,False,False,False
AGCUFKNHQDVTAD,AGCUFKNHQDVTAD,AGCUFKNHQDVTAD,__ACYCLIC__AGCUFKNHQDVTAD,1,C(C(C(C(F)(F)P(=O)(O)O)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F,(Tridecafluorohexyl)phosphonic acid,11479,2024.06,2024.06,6,"15,30,45,60,75,90",6,Exploris 240 Orbitrap Thermo Scientific,1,400.9607,400.96067388088,23.0,"C,F,H,O,P",1,C6H2F13O3P,standard compound,,"B. Beck [dtc,com], J. Hollender [dtc]",CC BY-SA,False,2.611911997973948e-05,__ACYCLIC__AGCUFKNHQDVTAD,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.41935483870967744,O=P(O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0,,True,True,True,True,True,True
AIBRSVLEQRWAEG,AIBRSVLEQRWAEG,AIBRSVLEQRWAEG,c1ccc(OP2OCC3(CO2)COP(Oc2ccccc2)OC3)cc1,1,CC(C)(C)C1=CC(=C(C=C1)OP2OCC3(CO2)COP(OC3)OC4=C(C=C(C=C4)C(C)(C)C)C(C)(C)C)C(C)(C)C,,10963,2025.10,2025.10,9,"15,30,45,60,75,90,120,150,180",9,Exploris 240 Orbitrap Thermo Scientific,1,605.3155,605.31553904688,41.0,"C,H,O,P",1,C33H50O6P2,standard compound,"Meyer, C., Bär, M.L., Hollender, J.. Wastewater as a Dual Indicator of Human and Environmental Exposure to Synthetic Antioxidants: Occurrence and Fate in Biological and Advanced Wastewater Treatment. doi:10.1016/j.envint.2025.109709","C. Meyer [dtc, com], B. Beck [dtc, com], J. Hollender [dtc]",CC BY-SA,False,3.904687991962419e-05,c1ccc(OP2OCC3(CO2)COP(Oc2ccccc2)OC3)cc1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2926829268292683,CC(C)(C)c1ccc(O)c(O)c1,0,,True,True,True,True,True,True
AIONOLUJZLIMTK,AIONOLUJZLIMTK,AIONOLUJZLIMTK,O=C1CC(c2ccccc2)Oc2ccccc21,1,COC1=C(C=C(C=C1)C2CC(=O)C3=C(C=C(C=C3O2)O)O)O,,11508,2024.06,2024.06,9,"15,30,45,60,75,90,120,150,180",9,Exploris 240 Orbitrap Thermo Scientific,1,303.0863,303.08631463487995,22.0,"C,H,O",1,C16H14O6,standard compound,"Meyer, C., Stravs, M., Hollender, J.. How Wastewater Reflects Human Metabolism - Suspect Screening of Pharmaceutical Metabolites in Wastewater Influent. doi:10.1021/acs.est.4c00968","C. Meyer [dtc], B. Beck [dtc,com], J. Hollender [dtc]",CC BY-SA,False,1.4634879960340186e-05,O=C1CC(c2ccccc2)Oc2ccccc21,1,False,True,True,True,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,1.0,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O,18,1.0,True,True,False,False,False,False
AKNMPWVTPUHKCG,AKNMPWVTPUHKCG,AKNMPWVTPUHKCG,c1cc(Cc2cccc(C3CCCCC3)c2)cc(C2CCCCC2)c1,1,CC1=CC(=C(C(=C1)C2CCCCC2)O)CC3=C(C(=CC(=C3)C)C4CCCCC4)O,,11945,2025.10,2025.10,6,"15,30,45,60,75,90",6,Exploris 240 Orbitrap Thermo Scientific,1,393.2788,393.27880685888,29.0,"C,H,O",1,C27H36O2,standard compound,tutorial,"Giulia Martella[dtc], Birgit Beck [dtc.com], Lena Aisch[dtc]",CC BY-SA,False,6.858879999072087e-06,c1cc(Cc2cccc(C3CCCCC3)c2)cc(C2CCCCC2)c1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.38095238095238093,Cc1cc(C2CCCCC2)n(O)c(=O)c1,0,,True,True,True,True,True,True
AKTGKEBIBGSCLD,AKTGKEBIBGSCLD,AKTGKEBIBGSCLD,O=[PH](c1ccccc1)c1ccccc1,1,CCP(=O)(C1=CC=CC=C1)C2=CC=CC=C2,Ethyldiphenylphosphine Oxide,11843,dev,dev,4,"15,30,45,60",4,Exploris 240 Orbitrap Thermo Scientific,1,231.0933,231.09332819687998,16.0,"C,H,O,P",1,C14H15OP,standard compound,,"G. Martella [dtc], B. Beck [dtc,com], L. Aisch [dtc]",CC BY-SA,False,2.8196879981123857e-05,O=[PH](c1ccccc1)c1ccccc1,1,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.0,CCP(=O)(c1ccccc1)c1ccccc1,1,1.0,False,True,False,False,False,False
ALBYIUDWACNRRB,ALBYIUDWACNRRB,ALBYIUDWACNRRB,__ACYCLIC__ALBYIUDWACNRRB,1,CCCCCC(=O)N,Hexanamide,10619,2024.11,2024.11,5,"15,30,45,60,75",5,Exploris 240 Thermo Scientific,1,116.107,116.10699050288,8.0,"C,H,N,O",1,C6H13NO,standard compound,,"F. Jud [dtc], K. Arturi [dtc], J. Hollender [dtc], A. Dax [com]",CC BY-SA,False,9.497120004198223e-06,__ACYCLIC__ALBYIUDWACNRRB,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.9411764705882353,CCCCCCCCCCCCCCCCCC(N)=O,1,0.034482758620689655,True,True,True,True,True,True
AMFGTOFWMRQMEM,AMFGTOFWMRQMEM,AMFGTOFWMRQMEM,c1ccc(-n2cncn2)cc1,1,CCOP(=S)(OCC)OC1=NN(C=N1)C2=CC=CC=C2,Triazophos,3795,2024.11,2024.11,9,"15,30,45,60,75,90,120,150,180",9,Exploris 240 Thermo Scientific,1,314.0723,314.07227546888,20.0,"C,H,N,O,P,S",1,C12H16N3O3PS,standard compound,,"F. Jud [dtc], K. Arturi [dtc], J. Hollender [dtc], A. Dax [com]",CC BY-SA,False,2.4531120004667173e-05,c1ccc(-n2cncn2)cc1,1,False,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,False,True,False,1.0,CCOP(=S)(OCC)Oc1ncn(-c2ccccc2)n1,1,1.0,True,True,False,False,False,False
AOBIOSPNXBMOAT,AOBIOSPNXBMOAT,AOBIOSPNXBMOAT,C(COCC1CO1)OCC1CO1,1,C(COCC1CO1)OCC1CO1,2-[2-(oxiran-2-ylmethoxy)ethoxymethyl]oxirane,11094,2024.11,2024.11,5,"15,30,45,60,75",5,Q Exactive Plus,1,175.0965,175.09648539488,12.0,"C,H,O",1,C8H14O4,standard compound,,"F. Jud [dtc], K. Arturi [dtc], J. Hollender [dtc], A. Dax [com]",CC BY-SA,False,1.4605119986299542e-05,C(COCC1CO1)OCC1CO1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.36363636363636365,c1cc(N(CC2CO2)CC2CO2)ccc1OCC1CO1,2,0.06896551724137931,True,True,True,True,True,True
APTZNLHMIGJTEW,APTZNLHMIGJTEW,APTZNLHMIGJTEW,c1ccc(-c2cc[nH]n2)cc1,1,CCOC(=O)COC1=C(C=C(C(=C1)C2=NN(C(=C2Cl)OC(F)F)C)F)Cl,Pyraflufen-ethyl,3552,2024.11,2024.11,6,"15,30,45,60,75,90",6,Exploris 240 Thermo Scientific,1,413.0277,413.02772338287997,26.0,"C,Cl,F,H,N,O",1,C15H13Cl2F3N2O4,standard compound,,"F. Jud [dtc], K. Arturi [dtc], J. Hollender [dtc], A. Dax [com]",CC BY-SA,False,2.338287998782107e-05,c1ccc(-c2cc[nH]n2)cc1,1,False,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,False,True,False,1.0,CCOC(=O)COc1cc(-c2nn(C)c(OC(F)F)c2Cl)c(F)cc1Cl,1,1.0,True,True,False,False,False,False
APZSGEHAFPIYQZ,APZSGEHAFPIYQZ,APZSGEHAFPIYQZ,c1ccc(-c2ccncc2)cc1,1,CCOC(=O)C1=C(C(=C(N=C1COCCN)C)C(=O)OC)C2=CC=CC=C2Cl,,11540,2024.06,2024.06,9,"15,30,45,60,75,90,120,150,180",9,Exploris 240 Orbitrap Thermo Scientific,1,407.1368,407.13682598288,28.0,"C,Cl,H,N,O",1,C20H23ClN2O5,standard compound,"Meyer, C., Stravs, M., Hollender, J.. How Wastewater Reflects Human Metabolism - Suspect Screening of Pharmaceutical Metabolites in Wastewater Influent. doi:10.1021/acs.est.4c00968","C. Meyer [dtc], B. Beck [dtc,com], J. Hollender [dtc]",CC BY-SA,False,2.598288000399407e-05,c1ccc(-c2ccncc2)cc1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.7758620689655172,CCOC(=O)c1c(COCC(=O)O)nc(C)c(C(=O)OC)c1-c1ccccc1Cl,0,,True,True,True,True,False,False
AQOKCDNYWBIDND,AQOKCDNYWBIDND,AQOKCDNYWBIDND,C(=CC1CCCC1)CCCc1ccccc1,1,CCNC(=O)CCCC=CCC1C(CC(C1C=CC(CCC2=CC=CC=C2)O)O)O,"(Z)-7-((1R,2R,3R,5S)-3,5-dihydroxy-2-((S,E)-3-hydroxy-5-phenylpent-1-en-1-yl)cyclopentyl)-N-ethylhept-5-enamide",10817,2024.11,2024.11,1,15,1,Exploris 240 Thermo Scientific,1,416.2795,416.27953513087994,30.0,"C,H,N,O",1,C25H37NO4,standard compound,,"B. Beck [dtc], J. Bosshard [dtc], H. Singer [dtc], A. Dax [com]",CC BY-SA,False,3.5130879950884264e-05,C(=CC1CCCC1)CCCc1ccccc1,1,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,0.59375,CCCCCC(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O,2,0.2535211267605634,True,False,False,False,False,False
AUZONCFQVSMFAP,AUZONCFQVSMFAP,AUZONCFQVSMFAP,__ACYCLIC__AUZONCFQVSMFAP,1,CCN(CC)C(=S)SSC(=S)N(CC)CC,Disulfiram,11632,2024.06,2024.06,9,"15,30,45,60,75,90,120,150,180",9,Exploris 240 Orbitrap Thermo Scientific,1,297.0582,297.05820910688,16.0,"C,H,N,S",1,C10H20N2S4,standard compound,,"B. Beck [dtc,com], J. Hollender [dtc]",CC BY-SA,False,9.106879986120475e-06,__ACYCLIC__AUZONCFQVSMFAP,1,False,True,True,True,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,True,1.0,CCN(CC)C(=S)SSC(=S)N(CC)CC,1,1.0,True,True,False,False,False,False
AVOCDJCZFLQTCS,AVOCDJCZFLQTCS,AVOCDJCZFLQTCS,__ACYCLIC__AVOCDJCZFLQTCS,1,C[N+](C)(CCCC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)CC(=O)[O-],"2-[dimethyl(4,4,5,5,6,6,7,7,8,8,8-undecafluorooctyl)azaniumyl]acetate",11824,dev,dev,9,"15,30,45,60,75,90,120,150,180",9,Exploris 240 Orbitrap Thermo Scientific,1,414.0922,414.09216557487997,26.0,"C,F,H,N,O",1,C12H14F11NO2,standard compound,,"G. Martella [dtc], B. Beck [dtc,com], L. Aisch [dtc]",CC BY-SA,False,3.442512002038711e-05,__ACYCLIC__AVOCDJCZFLQTCS,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.375,CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-],0,,False,True,True,True,True,True
AVOLBYOSCILFLL,AVOLBYOSCILFLL,AVOLBYOSCILFLL,c1ccccc1,1,CCCCOC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC,"1-O-butyl 2-O-(2-ethylhexyl) benzene-1,2-dicarboxylate",11106,2024.11,2024.11,9,"15,30,45,60,75,90,120,150,180",9,Exploris 240 Thermo Scientific,1,335.2217,335.22168590688,24.0,"C,H,O",1,C20H30O4,standard compound,,"F. Jud [dtc], K. Arturi [dtc], J. Hollender [dtc], A. Dax [com]",CC BY-SA,False,1.409312000077989e-05,c1ccccc1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,0.8888888888888888,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,10,0.6153846153846154,True,True,True,False,False,False
AZSKHRTUXHLAHS,AZSKHRTUXHLAHS,AZSKHRTUXHLAHS,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,1,CC(C)(C)C1=CC(=C(C=C1)OP(=O)(OC2=C(C=C(C=C2)C(C)(C)C)C(C)(C)C)OC3=C(C=C(C=C3)C(C)(C)C)C(C)(C)C)C(C)(C)C,,10965,2025.10,2025.10,9,"15,30,45,60,75,90,120,150,180",9,Exploris 240 Orbitrap Thermo Scientific,1,663.4537,663.4536735928799,47.0,"C,H,O,P",1,C42H63O4P,standard compound,"Meyer, C., Bär, M.L., Hollender, J.. Wastewater as a Dual Indicator of Human and Environmental Exposure to Synthetic Antioxidants: Occurrence and Fate in Biological and Advanced Wastewater Treatment. doi:10.1016/j.envint.2025.109709","C. Meyer [dtc, com], B. Beck [dtc, com], J. Hollender [dtc]",CC BY-SA,False,2.6407120117255545e-05,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,1,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,True,False,False,True,False,0.59375,CC(C)(C)c1ccccc1OP(=O)(Oc1ccccc1C(C)(C)C)Oc1ccccc1C(C)(C)C,0,,True,True,False,False,False,False
BEQVQKJCLJBTKZ,BEQVQKJCLJBTKZ,BEQVQKJCLJBTKZ,O=[PH](c1ccccc1)c1ccccc1,1,O=P(O)(c1ccccc1)c1ccccc1,Diphenylphosphinic Acid,10602,dev,dev,9,"15,30,45,60,75,90,120,150,180",9,Exploris 240 Orbitrap Thermo Scientific,1,219.0569,219.05694268888,15.0,"C,H,O,P",1,C12H11O2P,standard compound,,"G. Martella [dtc], B. Beck [dtc,com], L. Aisch [dtc]",CC BY-SA,False,4.268888000069637e-05,O=[PH](c1ccccc1)c1ccccc1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.6842105263157895,O=P(O)(O)c1ccccc1,0,,False,True,True,True,True,False
BGDKAVGWHJFAGW,BGDKAVGWHJFAGW,BGDKAVGWHJFAGW,O=C(Cc1ccccc1)NCc1ccncc1,1,CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2,N-ethyl-3-hydroxy-2-phenyl-N-(pyridin-4-ylmethyl)propanamide,10773,2024.11,2024.11,9,"15,30,45,60,75,80,90,120,150",9,Exploris 240 Thermo Scientific,1,285.1598,285.15975434688,21.0,"C,H,N,O",1,C17H20N2O2,standard compound,,"B. Beck [dtc], J. Bosshard [dtc], H. Singer [dtc], A. Dax [com];F. Jud [dtc], K. Arturi [dtc], J. Hollender [dtc], A. Dax [com]",CC BY-SA,False,4.565312002569044e-05,O=C(Cc1ccccc1)NCc1ccncc1,1,False,True,True,True,True,True,True,False,False,False,False,True,True,True,True,False,False,False,True,False,1.0,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,6,1.0,True,True,False,False,False,False
BGRDGMRNKXEXQD,BGRDGMRNKXEXQD,BGRDGMRNKXEXQD,O=c1ccc(=O)[nH][nH]1,1,C1=CC(=O)NNC1=O,"1,2-dihydropyridazine-3,6-dione",3489,2024.11,2024.11,8,"15,30,45,60,75,90,120,150",8,Exploris 240 Thermo Scientific,1,113.0346,113.03455383488,8.0,"C,H,N,O",1,C4H4N2O2,standard compound,,"F. Jud [dtc], K. Arturi [dtc], J. Hollender [dtc], A. Dax [com]",CC BY-SA,False,4.616511999699924e-05,O=c1ccc(=O)[nH][nH]1,1,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,False,False,0.35,O=c1cn[nH][nH]1,1,0.3333333333333333,True,True,False,False,False,False
BKAWJIRCKVUVED,BKAWJIRCKVUVED,BKAWJIRCKVUVED,c1cscn1,1,CC1=C(SC=N1)CCO,,10747,2024.06,2024.06,9,"15,30,45,60,75,90,120,150,180",9,Exploris 240 Orbitrap Thermo Scientific,1,144.0478,144.04776137488,9.0,"C,H,N,O,S",1,C6H9NOS,standard compound,"Meyer, C., Stravs, M., Hollender, J.. How Wastewater Reflects Human Metabolism - Suspect Screening of Pharmaceutical Metabolites in Wastewater Influent. doi:10.1021/acs.est.4c00968","C. Meyer [dtc], B. Beck [dtc,com], J. Hollender [dtc]",CC BY-SA,False,3.862511999841445e-05,c1cscn1,1,False,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,1.0,Cc1ncsc1CCO,1,1.0,True,True,False,False,False,False
BMLIZLVNXIYGCK,BMLIZLVNXIYGCK,BMLIZLVNXIYGCK,c1ccccc1,1,CN(C)C(=O)NC1=CC=C(Cl)C=C1,"3-(4-chlorophenyl)-1,1-dimethylurea",161,2024.11,2024.11,9,"15,30,45,60,75,90,120,150,180",9,Q Exactive Plus,1,199.0633,199.06326711888,13.0,"C,Cl,H,N,O",1,C9H11ClN2O,standard compound,,"F. Jud [dtc], K. Arturi [dtc], J. Hollender [dtc], A. Dax [com]",CC BY-SA,False,3.288112000632282e-05,c1ccccc1,1,False,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,False,True,False,1.0,CN(C)C(=O)Nc1ccc(Cl)cc1,2,1.0,True,True,False,False,False,False
BMPDWHIDQYTSHX,BMPDWHIDQYTSHX,BMPDWHIDQYTSHX,c1ccc2c(c1)CCc1ccccc1N2,1,C1C(C2=CC=CC=C2N(C3=CC=CC=C31)C(=O)N)O,,11512,2024.06,2024.06,9,"15,30,45,60,75,90,120,150,180",9,Exploris 240 Orbitrap Thermo Scientific,1,255.1128,255.11280415488,19.0,"C,H,N,O",1,C15H14N2O2,standard compound,"Meyer, C., Stravs, M., Hollender, J.. How Wastewater Reflects Human Metabolism - Suspect Screening of Pharmaceutical Metabolites in Wastewater Influent. doi:10.1021/acs.est.4c00968","C. Meyer [dtc], B. Beck [dtc,com], J. Hollender [dtc]",CC BY-SA,False,4.1548800027157995e-06,c1ccc2c(c1)CCc1ccccc1N2,1,False,True,True,True,True,True,True,False,False,False,False,True,True,False,True,True,False,False,True,False,1.0,NC(=O)N1c2ccccc2CC(O)c2ccccc21,3,1.0,True,True,False,False,False,False
BNCADMBVWNPPIZ,BNCADMBVWNPPIZ,BNCADMBVWNPPIZ,c1ncncn1,1,COCN(COC)C1=NC(=NC(=N1)N(COC)COC)N(COC)COC,,10456,2024.06,2024.06,9,"15,30,45,60,75,90,120,150,180",9,Exploris 240 Orbitrap Thermo Scientific,1,391.23,391.22995914687993,27.0,"C,H,N,O",1,C15H30N6O6,standard compound,"Meyer, C., Stravs, M., Hollender, J.. How Wastewater Reflects Human Metabolism - Suspect Screening of Pharmaceutical Metabolites in Wastewater Influent. doi:10.1021/acs.est.4c00968","C. Meyer [dtc], B. Beck [dtc,com], J. Hollender [dtc]",CC BY-SA,False,4.085312008328401e-05,c1ncncn1,1,False,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,1.0,COCN(COC)c1nc(N(COC)COC)nc(N(COC)COC)n1,1,1.0,True,True,False,False,False,False
BOCZYIUKFAQNLG,BOCZYIUKFAQNLG,BOCZYIUKFAQNLG,c1ccc(-c2c[nH]c3ccccc23)cc1,1,CC(C)N1C2=CC=CC=C2C(=C1C=CC(CC(CC(=O)OC)O)O)C3=CC=C(C=C3)F,Fluvastatin Methyl Ester,4353,dev,dev,9,"15,30,45,60,75,90,120,150,180",9,Exploris 240 Orbitrap Thermo Scientific,1,426.2075,426.2075130628799,31.0,"C,F,H,N,O",1,C25H28FNO4,standard compound,,"G. Martella [dtc], B. Beck [dtc,com], L. Aisch [dtc]",CC BY-SA,False,1.3062879929748306e-05,c1ccc(-c2c[nH]c3ccccc23)cc1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.8275862068965517,CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,0,,False,True,True,True,False,False
BPICBUSOMSTKRF,BPICBUSOMSTKRF,BPICBUSOMSTKRF,c1ccc(NC2=NCCCS2)cc1,1,CC1=C(C(=CC=C1)C)NC2=NCCCS2,"N-(2,6-dimethylphenyl)-5,6-dihydro-4H-1,3-thiazin-2-amine",10584,2024.11,2024.11,6,"15,30,45,60,75,90",6,Exploris 240 Thermo Scientific,1,221.1107,221.11069597888,15.0,"C,H,N,S",1,C12H16N2S,standard compound,,"F. Jud [dtc], K. Arturi [dtc], J. Hollender [dtc], A. Dax [com]",CC BY-SA,False,4.021120020070157e-06,c1ccc(NC2=NCCCS2)cc1,1,False,True,True,True,False,False,True,True,True,False,False,False,False,False,True,True,False,False,True,False,1.0,Cc1cccc(C)c1NC1=NCCCS1,2,1.0,True,True,False,False,False,False
