cmp_key,recorded_key14s,parent_keys,scaffold_groups,n_distinct_smiles,smiles,name,uchem_ids,first_release,releases,n_records,nce_ladder,n_nce,instruments,n_instruments,precursor_mz,mh_calc,heavy_atoms,elements,n_frag_raw,formula,confidence,publication,authors,license,any_smiles_ik_mismatch,max_abs_mh_error_da,scaffold_group,n_scaffold_groups_in_records,uchem_id_in_2023_11_tree,in_msg15_any_route,in_msg15_recorded_route,in_msg15_parent_route,in_msg15_simchallenge,in_mspred_msg_labels,in_muru_registry_keys,in_muru_exposed_pop_keys,in_muru_dev_pop_keys,in_pr7_keys,in_comparator_keys,in_msnlib_9lib_keys,in_msnlib_v1_4lib_keys,in_multims2_reserved,sg_in_muru_registry,sg_in_muru_dev_pop,sg_in_pr7,sg_in_comparator,sg_in_msg15,acyclic,msg15_nn_tanimoto,msg15_nn_smiles,msg15_same_formula_n_structures,msg15_same_formula_max_tanimoto,tagged_release,ge3_nce,clean_compound_level,clean_primary,clean_conservative,clean_strict_msg_scaffold
FSKFPVLPFLJRQB,FSKFPVLPFLJRQB,FSKFPVLPFLJRQB,O=C(CCN1CCCCC1)c1ccccc1,1,CC1=CC=C(C=C1)C(=O)C(C)CN2CCCCC2,Tolperison,10997,2024.11,2024.11,7,"15,30,45,60,75,90,120",7,Q Exactive,1,246.1852,246.18524082288,18.0,"C,H,N,O",1,C16H23NO,standard compound,,"E. Ceppi [dtc], K. Fenner [dtc], A. Dax [com]",CC BY-SA,False,4.082287998130596e-05,O=C(CCN1CCCCC1)c1ccccc1,1,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,True,False,0.7368421052631579,CCc1ccc(C(=O)C(C)CN2CCCCC2)cc1,2,0.14035087719298245,True,True,False,False,False,False
FSWDLYNGJBGFJH,FSWDLYNGJBGFJH,FSWDLYNGJBGFJH,c1ccccc1,1,CCC(C)NC1=CC=C(C=C1)NC(C)CC,,11970,2025.10,2025.10,9,"15,30,45,60,75,90,120,150,180",9,Exploris 240 Orbitrap Thermo Scientific,1,221.2012,221.20122523487998,16.0,"C,H,N",1,C14H24N2,standard compound,tutorial,"Giulia Martella[dtc], Birgit Beck [dtc.com], Lena Aisch[dtc]",CC BY-SA,False,2.5234879984736835e-05,c1ccccc1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,0.4666666666666667,CC(C)CC(C)Nc1ccc(Nc2ccccc2)cc1,0,,True,True,True,False,False,False
FSYDWKPCKNCRDI,FSYDWKPCKNCRDI,FSYDWKPCKNCRDI,c1ccc(C2CCc3ccccc3O2)cc1,1,C1C(C2=C(C=C(C=C2OC1C3=CC(=C(C=C3)O)O)O)O)O,,12003,2025.10,2025.10,9,"15,30,45,60,75,90,120,150,180",9,Exploris 240 Orbitrap Thermo Scientific,1,291.0863,291.08631463487995,21.0,"C,H,O",1,C15H14O6,standard compound,tutorial,"Giulia Martella[dtc], Birgit Beck [dtc.com], Lena Aisch[dtc]",CC BY-SA,False,1.4634879960340186e-05,c1ccc(C2CCc3ccccc3O2)cc1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.5434782608695652,O=C1C[C@@H](c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,10,0.48936170212765956,True,True,True,True,False,False
FTVWIRXFELQLPI,FTVWIRXFELQLPI,FTVWIRXFELQLPI,O=C1CC(c2ccccc2)Oc2ccccc21,1,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,,12000,2025.10,2025.10,9,"15,30,45,60,75,90,120,150,180",9,Exploris 240 Orbitrap Thermo Scientific,1,273.0757,273.07574995088,20.0,"C,H,O",1,C15H12O5,standard compound,tutorial,"Giulia Martella[dtc], Birgit Beck [dtc.com], Lena Aisch[dtc]",CC BY-SA,False,4.995087999759562e-05,O=C1CC(c2ccccc2)Oc2ccccc21,1,False,True,True,True,True,True,True,False,False,False,False,True,True,True,True,False,False,False,True,False,1.0,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,21,1.0,True,True,False,False,False,False
FZTRDYSPWWJCOF,FZTRDYSPWWJCOF,FZTRDYSPWWJCOF,__ACYCLIC__FZTRDYSPWWJCOF,1,C(COP(=O)(O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,6-2-PAP,2924,2024.06,2024.06,9,"15,30,45,60,75,90,120,150,180",9,Exploris 240 Orbitrap Thermo Scientific,1,444.9869,444.98688862888,26.0,"C,F,H,O,P",1,C8H6F13O4P,standard compound,,"B. Beck [dtc,com], J. Hollender [dtc]",CC BY-SA,False,1.137111996740714e-05,__ACYCLIC__FZTRDYSPWWJCOF,1,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,1.0,O=P(O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,1.0,True,True,False,False,False,False
GBOYJIHYACSLGN,GBOYJIHYACSLGN,GBOYJIHYACSLGN,O=C(NCc1ccccn1)c1ccccc1,1,C1=CC(=C(C(=C1)Cl)C(=O)NCC2=C(C=C(C=N2)C(F)(F)F)Cl)Cl,"2,6-dichloro-N-[[3-chloro-5-(trifluoromethyl)pyridin-2-yl]methyl]benzamide",3483,2024.11,2024.11,4,"15,30,45,60",4,Exploris 240 Thermo Scientific,1,382.9727,382.97270704288,23.0,"C,Cl,F,H,N,O",1,C14H8Cl3F3N2O,standard compound,,"F. Jud [dtc], K. Arturi [dtc], J. Hollender [dtc], A. Dax [com]",CC BY-SA,False,7.042880042718025e-06,O=C(NCc1ccccn1)c1ccccc1,1,False,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,False,True,False,1.0,O=C(NCc1ncc(C(F)(F)F)cc1Cl)c1c(Cl)cccc1Cl,1,1.0,True,True,False,False,False,False
GDFCSMCGLZFNFY,GDFCSMCGLZFNFY,GDFCSMCGLZFNFY,__ACYCLIC__GDFCSMCGLZFNFY,1,CC(=C)C(=O)NCCCN(C)C,N-(3-(Dimethylamino)propyl)methacrylamide,4287,2024.11,2024.11,7,"15,30,45,60,75,90,120",7,Exploris 240 Thermo Scientific,1,171.1492,171.14918966288,12.0,"C,H,N,O",1,C9H18N2O,standard compound,,"F. Jud [dtc], K. Arturi [dtc], J. Hollender [dtc], A. Dax [com]",CC BY-SA,False,1.0337120016856716e-05,__ACYCLIC__GDFCSMCGLZFNFY,1,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,1.0,C=C(C)C(=O)NCCCN(C)C,2,1.0,True,True,False,False,False,False
GGKQIOFASHYUJZ,GGKQIOFASHYUJZ,GGKQIOFASHYUJZ,c1cnc2ncnn2c1,1,CCCCCCCCC1=C(N2C(=NC=N2)N=C1CC)N,"5-ethyl-6-octyl-[1,2,4]triazolo[1,5-a]pyrimidin-7-amine",10894,dev,dev,9,"15,30,45,60,75,90,120,150,180",9,Exploris 240 Orbitrap Thermo Scientific,1,276.2183,276.21827226688,20.0,"C,H,N",1,C15H25N5,standard compound,,"G. Martella [dtc], B. Beck [dtc,com], L. Aisch [dtc]",CC BY-SA,False,2.7733120020911883e-05,c1cnc2ncnn2c1,1,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,True,False,False,True,False,0.36,CCN(CC)c1cc(C)nc2ncnn12,0,,False,True,False,False,False,False
GHASVSINZRGABV,GHASVSINZRGABV,GHASVSINZRGABV,O=c1cc[nH]c(=O)[nH]1,1,FC1=CNC(=O)NC1=O,5-Fluorouracil,2566,2024.11,2024.11,9,"15,30,45,60,75,90,120,150,180",9,Q Exactive Plus,1,131.0251,131.02513202288,9.0,"C,F,H,N,O",1,C4H3FN2O2,standard compound,,"F. Jud [dtc], K. Arturi [dtc], J. Hollender [dtc], A. Dax [com]",CC BY-SA,False,3.202287999215514e-05,O=c1cc[nH]c(=O)[nH]1,1,False,True,True,True,True,True,True,False,False,False,False,True,True,False,True,True,False,False,True,False,1.0,O=c1[nH]cc(F)c(=O)[nH]1,1,1.0,True,True,False,False,False,False
GIKNHHRFLCDOEU,GIKNHHRFLCDOEU,GIKNHHRFLCDOEU,c1ccccc1,1,CC(CC1=CC=C(C=C1)O)N,4-(2-aminopropyl)phenol,10872,2024.11,2024.11,8,"15,20,25,30,40,50,60,70",8,Exploris 240 Thermo Scientific,1,152.107,152.10699050288,11.0,"C,H,N,O",1,C9H13NO,standard compound,,"B .Beck [dtc], J. Bosshard [dtc], H. Singer [dtc], A. Dax [com]",CC BY-SA,False,9.497120004198223e-06,c1ccccc1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,0.6,CC(N)Cc1ccccc1,6,0.4,True,True,True,False,False,False
GJDRKHHGPHLVNI,GJDRKHHGPHLVNI,GJDRKHHGPHLVNI,c1ccccc1,1,CCOP(=O)(CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C)OCC,,11926,2025.10,2025.10,9,"15,30,45,60,75,90,120,150,180",9,Exploris 240 Orbitrap Thermo Scientific,1,357.2189,357.21892263288,24.0,"C,H,O,P",1,C19H33O4P,standard compound,tutorial,"Giulia Martella[dtc], Birgit Beck [dtc.com], Lena Aisch[dtc]",CC BY-SA,False,2.263287996129293e-05,c1ccccc1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,0.5476190476190477,CCOP(=O)(OCC)C(=Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)P(=O)(OCC)OCC,0,,True,True,True,False,False,False
GKQPCPXONLDCMU,GKQPCPXONLDCMU,GKQPCPXONLDCMU,C1=CC(c2ccccc2)C=CN1,1,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2C=CC(=O)OC(C)(C)C)C(=O)OCC)C)C,"2,6-Dimethyl-4-[2-[3-[(2-methylpropan-2-yl)oxy]-3-oxoprop-1-enyl]phenyl]-1,4-dihydropyridine-3,5-dicarboxylic acid diethyl ester",4134,2024.11,2024.11,2,"15,30",2,Exploris 240 Thermo Scientific,1,456.2381,456.23806424287994,33.0,"C,H,N,O",1,C26H33NO6,standard compound,,"F. Jud [dtc], K. Arturi [dtc], J. Hollender [dtc], A. Dax [com]",CC BY-SA,False,3.57571200311213e-05,C1=CC(c2ccccc2)C=CN1,1,False,True,True,True,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,1.0,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C,1,1.0,True,False,False,False,False,False
GQBHYWDCHSZDQU,GQBHYWDCHSZDQU,GQBHYWDCHSZDQU,c1ccc(Nc2ccccc2)cc1,1,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)NC2=CC=C(C=C2)C(C)(C)CC(C)(C)C,,10898,2025.10,2025.10,9,"15,30,45,60,75,90,120,150,180",9,Exploris 240 Orbitrap Thermo Scientific,1,394.3468,394.34682684288,29.0,"C,H,N",1,C28H43N,standard compound,"Meyer, C., Bär, M.L., Hollender, J.. Wastewater as a Dual Indicator of Human and Environmental Exposure to Synthetic Antioxidants: Occurrence and Fate in Biological and Advanced Wastewater Treatment. doi:10.1016/j.envint.2025.109709","C. Meyer [dtc, com], B. Beck [dtc, com], J. Hollender [dtc]",CC BY-SA,False,2.6842880004096514e-05,c1ccc(Nc2ccccc2)cc1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,0.358974358974359,CC(C)(C)c1ccc(C(=O)Nc2ccc(Nc3ccccc3)cc2)cc1,0,,True,True,True,False,False,False
GTRSAMFYSUBAGN,GTRSAMFYSUBAGN,GTRSAMFYSUBAGN,__ACYCLIC__GTRSAMFYSUBAGN,1,CC(COP(=O)(OCC(C)Cl)OCC(C)Cl)Cl,Tris(2-chloropropyl) phosphate,3266,2024.11,2024.11,9,"15,30,45,60,75,90,120,150,180",9,Exploris 240 Thermo Scientific,1,327.0081,327.00810519288,17.0,"C,Cl,H,O,P",1,C9H18Cl3O4P,standard compound,,"F. Jud [dtc], K. Arturi [dtc], J. Hollender [dtc], A. Dax [com]",CC BY-SA,False,5.192879996229749e-06,__ACYCLIC__GTRSAMFYSUBAGN,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.6190476190476191,CC(C)COP(=O)(OCC(C)C)OCC(C)C,1,0.38461538461538464,True,True,True,True,True,True
GZSOSUNBTXMUFQ,GZSOSUNBTXMUFQ,GZSOSUNBTXMUFQ,O=c1cc(-c2ccccc2)oc2cc(OC3CCCC(COC4CCCCO4)O3)ccc12,1,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,Diosmetin-7-O-rutinoside,11018,2024.11,2024.11,7,"15,30,45,60,75,90,120",7,Q Exactive,1,609.1814,609.1813967908798,43.0,"C,H,O",1,C28H32O15,standard compound,,"E. Ceppi [dtc], K. Fenner [dtc], A. Dax [com]",CC BY-SA,False,3.2091202228912152e-06,O=c1cc(-c2ccccc2)oc2cc(OC3CCCC(COC4CCCCO4)O3)ccc12,1,False,True,True,True,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,1.0,COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1O,12,1.0,True,True,False,False,False,False
HCAJQHYUCKICQH,HCAJQHYUCKICQH,HCAJQHYUCKICQH,O=c1[nH]cnc2c1[nH]c(=O)n2C1CCCO1,1,C1C(C(OC1N2C3=C(C(=O)NC(=N3)N)NC2=O)CO)O,,11972,2025.10,2025.10,9,"15,30,45,60,75,90,120,150,180",9,Exploris 240 Orbitrap Thermo Scientific,1,284.0989,284.09894498288,20.0,"C,H,N,O",1,C10H13N5O5,standard compound,tutorial,"Giulia Martella[dtc], Birgit Beck [dtc.com], Lena Aisch[dtc]",CC BY-SA,False,4.49828800128671e-05,O=c1[nH]cnc2c1[nH]c(=O)n2C1CCCO1,1,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,0.6481481481481481,Nc1ncnc2c1[nH]c(=O)n2C1C[C@H](O)[C@@H](CO)O1,4,0.41935483870967744,True,True,False,False,False,False
HCILJBJJZALOAL,HCILJBJJZALOAL,HCILJBJJZALOAL,O=C(CCc1ccccc1)NNC(=O)CCc1ccccc1,1,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CCC(=O)NNC(=O)CCC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C,,10964;11908,2025.10,2025.10,18,"15,30,45,60,75,90,120,150,180",9,Exploris 240 Orbitrap Thermo Scientific,1,553.4,553.3999846108799,40.0,"C,H,N,O",1,C34H52N2O4,standard compound,"Meyer, C., Bär, M.L., Hollender, J.. Wastewater as a Dual Indicator of Human and Environmental Exposure to Synthetic Antioxidants: Occurrence and Fate in Biological and Advanced Wastewater Treatment. doi:10.1016/j.envint.2025.109709;tutorial","C. Meyer [dtc, com], B. Beck [dtc, com], J. Hollender [dtc];Giulia Martella[dtc], Birgit Beck [dtc.com], Lena Aisch[dtc]",CC BY-SA,False,1.538912010801141e-05,O=C(CCc1ccccc1)NNC(=O)CCc1ccccc1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7647058823529411,CC(C)(C)c1cc(CCC(=O)NN)cc(C(C)(C)C)c1O,0,,True,True,True,True,True,True
HCZKYJDFEPMADG,HCZKYJDFEPMADG,HCZKYJDFEPMADG,c1ccc(CCCCc2ccccc2)cc1,1,CC(CC1=CC(=C(C=C1)O)O)C(C)CC2=CC(=C(C=C2)O)O,,10934,2025.10,2025.10,9,"15,30,45,60,75,90,120,150,180",9,Exploris 240 Orbitrap Thermo Scientific,1,303.1591,303.15908565087994,22.0,"C,H,O",1,C18H22O4,standard compound,"Meyer, C., Bär, M.L., Hollender, J.. Wastewater as a Dual Indicator of Human and Environmental Exposure to Synthetic Antioxidants: Occurrence and Fate in Biological and Advanced Wastewater Treatment. doi:10.1016/j.envint.2025.109709","C. Meyer [dtc, com], B. Beck [dtc, com], J. Hollender [dtc]",CC BY-SA,False,1.4349120078804845e-05,c1ccc(CCCCc2ccccc2)cc1,1,False,True,True,True,False,False,True,True,False,False,False,True,True,False,True,False,False,False,True,False,1.0,CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,6,1.0,True,True,False,False,False,False
HDKWFBCPLKNOCK,HDKWFBCPLKNOCK,HDKWFBCPLKNOCK,c1ccc(C2CC(c3cccs3)=NO2)cc1,1,CC1=C(SC(=C1)C2=NOC(C2)(C3=CC(=C(C(=C3)Cl)Cl)Cl)C(F)(F)F)C(=O)NCC(=O)NCC(F)(F)F,"3-methyl-N-[2-oxo-2-(2,2,2-trifluoroethylamino)ethyl]-5-[5-(3,4,5-trichlorophenyl)-5-(trifluoromethyl)-4H-1,2-oxazol-3-yl]thiophene-2-carboxamide",12072,dev,dev,9,"15,30,45,60,75,90,120,150,180",9,Exploris 240 Orbitrap Thermo Scientific,1,595.9798,595.97984113488,36.0,"C,Cl,F,H,N,O,S",1,C20H14Cl3F6N3O3S,standard compound,,"G. Martella [dtc], B. Beck [dtc,com], L. Aisch [dtc]",CC BY-SA,False,4.1134880007120955e-05,c1ccc(C2CC(c3cccs3)=NO2)cc1,1,False,False,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,False,False,False,0.3854166666666667,Cc1cc(C2=NO[C@](c3cc(Cl)c(F)c(Cl)c3)(C(F)(F)F)C2)ccc1C(=O)NCc1ccc2c(c1)C(C)(C)OB2O,0,,False,True,False,False,False,False
HDOVUKNUBWVHOX,HDOVUKNUBWVHOX,HDOVUKNUBWVHOX,O=c1[nH]cnc2[nH]cnc12,1,CC(C)C(C(=O)OCCOCN1C=NC2=C1N=C(NC2=O)N)N,CID 5647,11003,2024.11,2024.11,3,"15,30,45",3,Q Exactive,1,325.1619,325.16187958688,23.0,"C,H,N,O",1,C13H20N6O4,standard compound,,"E. Ceppi [dtc], K. Fenner [dtc], A. Dax [com]",CC BY-SA,False,2.0413120012108266e-05,O=c1[nH]cnc2[nH]cnc12,1,False,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,False,False,True,False,1.0,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21,1,1.0,True,True,False,False,False,False
HFCFJYRLBAANKN,HFCFJYRLBAANKN,HFCFJYRLBAANKN,c1ccccc1,1,O=N(=O)C=1C=CC=C(N)C1C,2-amino-6-nitrotoluene,11846,dev,dev,6,"15,30,45,60,75,90",6,Exploris 240 Orbitrap Thermo Scientific,1,153.0659,153.06585396288,11.0,"C,H,N,O",1,C7H8N2O2,standard compound,,"G. Martella [dtc], B. Beck [dtc,com], L. Aisch [dtc]",CC BY-SA,False,4.6037120000619325e-05,c1ccccc1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,0.6296296296296297,Nc1ccccc1[N+](=O)[O-],2,0.14285714285714285,False,True,True,False,False,False
HGVDHZBSSITLCT,HGVDHZBSSITLCT,HGVDHZBSSITLCT,O=C(Nc1ccccn1)C(=O)NC1CCCCC1NC(=O)c1nc2c(s1)CNCC2,1,CN1CCC2=C(C1)SC(=N2)C(=O)NC3CC(CCC3NC(=O)C(=O)NC4=NC=C(C=C4)Cl)C(=O)N(C)C,Edoxaban,11009,2024.11,2024.11,7,"15,30,45,60,75,90,120",7,Q Exactive,1,548.1841,548.18412758688,37.0,"C,Cl,H,N,O,S",1,C24H30ClN7O4S,standard compound,,"E. Ceppi [dtc], K. Fenner [dtc], A. Dax [com]",CC BY-SA,False,2.758688003723364e-05,O=C(Nc1ccccn1)C(=O)NC1CCCCC1NC(=O)c1nc2c(s1)CNCC2,1,False,True,True,True,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,1.0,CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1,1,1.0,True,True,False,False,False,False
HGXBRUKMWQGOIE,HGXBRUKMWQGOIE,HGXBRUKMWQGOIE,c1ccc(C2OCC3C(c4ccccc4)OCC23)cc1,1,COC1=C(C=CC(=C1)C2C3COC(C3CO2)C4=CC(=C(C=C4)O)OC)O,,11928,2025.10,2025.10,1,15,1,Exploris 240 Orbitrap Thermo Scientific,1,359.1489,359.1489148908799,26.0,"C,H,O",1,C20H22O6,standard compound,tutorial,"Giulia Martella[dtc], Birgit Beck [dtc.com], Lena Aisch[dtc]",CC BY-SA,False,1.4890879867834883e-05,c1ccc(C2OCC3C(c4ccccc4)OCC23)cc1,1,False,True,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,1.0,COc1cc(C2OCC3C(c4ccc(O)c(OC)c4)OCC23)ccc1O,16,1.0,True,False,False,False,False,False
HHRACYLRBOUBKM,HHRACYLRBOUBKM,HHRACYLRBOUBKM,c1ccc(OCC2CO2)cc1,1,CC(C)(C)C1=CC=C(OCC2CO2)C=C1,p-tert-Butylphenyl glycidyl ether,11095,2024.11,2024.11,5,"15,30,45,60,75",5,Q Exactive Plus,1,207.138,207.13795628288,15.0,"C,H,O",1,C13H18O2,standard compound,,"F. Jud [dtc], K. Arturi [dtc], J. Hollender [dtc], A. Dax [com]",CC BY-SA,False,4.371712000761363e-05,c1ccc(OCC2CO2)cc1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5405405405405406,c1cc(N(CC2CO2)CC2CO2)ccc1OCC1CO1,3,0.3170731707317073,True,True,True,True,True,True
HJBWBFZLDZWPHF,HJBWBFZLDZWPHF,HJBWBFZLDZWPHF,O=C1N(c2cccnc2)C(=S)N(c2ccccc2)C12CCC2,1,CNC(=O)C1=C(C=C(C=C1)N2C(=S)N(C(=O)C23CCC3)C4=CC(=C(N=C4)C#N)C(F)(F)F)F,"4-[7-[6-cyano-5-(trifluoromethyl)pyridin-3-yl]-8-oxo-6-sulfanylidene-5,7-diazaspiro[3.4]octan-5-yl]-2-fluoro-N-methylbenzamide",11030,2024.11,2024.11,4,"15,45,60,75",4,Q Exactive,1,478.0955,478.0955350668801,33.0,"C,F,H,N,O,S",1,C21H15F4N5O2S,standard compound,,"E. Ceppi [dtc], K. Fenner [dtc], A. Dax [com]",CC BY-SA,False,3.506688005927572e-05,O=C1N(c2cccnc2)C(=S)N(c2ccccc2)C12CCC2,1,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,0.6052631578947368,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,0,,True,True,False,False,False,False
HJJVPARKXDDIQD,HJJVPARKXDDIQD,HJJVPARKXDDIQD,c1ccc(C2(Cn3cncn3)CCCO2)cc1,1,ClC1=CC(Cl)=C(C=C1)C1(CN2C=NC=N2)CC(Br)CO1,"1-[[4-bromo-2-(2,4-dichlorophenyl)oxolan-2-yl]methyl]-1,2,4-triazole",3700,2024.11,2024.11,9,"15,30,45,60,75,90,120,150,180",9,Q Exactive Plus,1,375.9614,375.96135593087996,20.0,"Br,C,Cl,H,N,O",1,C13H12BrCl2N3O,standard compound,,"F. Jud [dtc], K. Arturi [dtc], J. Hollender [dtc], A. Dax [com]",CC BY-SA,False,4.406912006515995e-05,c1ccc(C2(Cn3cncn3)CCCO2)cc1,1,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,False,True,False,1.0,Clc1ccc(C2(Cn3cncn3)CC(Br)CO2)c(Cl)c1,1,1.0,True,True,False,False,False,False
HKPHPIREJKHECO,HKPHPIREJKHECO,HKPHPIREJKHECO,c1ccccc1,1,CCCCOCN(C1=C(C=CC=C1CC)CC)C(=O)CCl,Butachlor,3793,2024.11,2024.11,6,"15,30,45,60,75,90",6,Exploris 240 Thermo Scientific;Q Exactive Plus,2,312.1725,312.17248321887996,21.0,"C,Cl,H,N,O",1,C17H26ClNO2,standard compound,,"F. Jud [dtc], K. Arturi [dtc], J. Hollender [dtc], A. Dax [com]",CC BY-SA,False,1.678112005265575e-05,c1ccccc1,1,False,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,False,True,False,1.0,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,2,1.0,True,True,False,False,False,False
HLBLWEWZXPIGSM,HLBLWEWZXPIGSM,HLBLWEWZXPIGSM,c1ccc(Oc2ccccc2)cc1,1,NC1=CC=C(OC2=CC=C(N)C=C2)C=C1,"4,4`-Oxydianiline",11072,2024.11,2024.11,9,"15,30,45,60,75,90,120,150,180",9,Exploris 240 Thermo Scientific,1,201.1022,201.10223947088,15.0,"C,H,N,O",1,C12H12N2O,standard compound,,"F. Jud [dtc], K. Arturi [dtc], J. Hollender [dtc], A. Dax [com]",CC BY-SA,False,3.9470879983127816e-05,c1ccc(Oc2ccccc2)cc1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,0.6666666666666666,Nc1ccc(Oc2ccc(N)c(N)c2)cc1,2,0.07692307692307693,True,True,True,False,False,False
HOKKPVIRMVDYPB,HOKKPVIRMVDYPB,HOKKPVIRMVDYPB,N=C1SCCN1Cc1cccnc1,1,ClC1=CC=C(CN2CCS\C2=N/C#N)C=N1,Thiacloprid,2954,2024.11,2024.11,9,"15,30,45,60,75,90,120,150,180",9,Q Exactive Plus,1,253.0309,253.03092143487999,16.0,"C,Cl,H,N,S",1,C10H9ClN4S,standard compound,,"F. Jud [dtc], K. Arturi [dtc], J. Hollender [dtc], A. Dax [com]",CC BY-SA,False,2.143487998296223e-05,N=C1SCCN1Cc1cccnc1,1,False,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,False,True,False,1.0,N#CN=C1SCCN1Cc1ccc(Cl)nc1,1,1.0,True,True,False,False,False,False
HPEFZESOUVTBSA,HPEFZESOUVTBSA,HPEFZESOUVTBSA,c1ccccc1,1,CCC(C1=CC(=CC=C1)OS(=O)(=O)O)C(C)CN(C)C,,11561,2024.06,2024.06,9,"15,30,45,60,75,90,120,150,180",9,Exploris 240 Orbitrap Thermo Scientific,1,302.1421,302.14205568288,20.0,"C,H,N,O,S",1,C14H23NO4S,standard compound,"Meyer, C., Stravs, M., Hollender, J.. How Wastewater Reflects Human Metabolism - Suspect Screening of Pharmaceutical Metabolites in Wastewater Influent. doi:10.1021/acs.est.4c00968","C. Meyer [dtc], B. Beck [dtc,com], J. Hollender [dtc]",CC BY-SA,False,4.4317120000414434e-05,c1ccccc1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,0.6,CCC(c1cccc(O)c1)C(C)CN(C)C,0,,True,True,True,False,False,False
