table_id,name,provider,compound_class,flavonoid_class,prenylation_type,cas,smiles,recorded_inchikey,key,scaffold_group,recorded_inchikey_block,inchi_derived_block,key_agrees_recorded,key_agrees_inchi,table_formula,parent_formula,formula_agrees,parent_monoisotopic,mh_mz,mh_in_dev_range,elements,parent_formal_charge,n_fragments_raw,in_msg15_any,msg15_folds,in_msg15_simchallenge,scaffold_in_msg15,in_muru_registry,in_muru_registry_direct,muru_exposed_populations,scaffold_in_muru_registry,in_study2_pop,scaffold_in_study2_pop,in_comparator_pop,scaffold_in_comparator_pop,in_msnlib_9lib,in_msnlib_v1_0,in_multims2_reserved,msg15_n_rows,msg15_n_rows_orbitrap_ce,msg15_adducts,msg15_key_first_identifier_num,is_prenylated,is_isolated_noncommercial,pass_L2_lenient_keys_plus_msg15,msg15_keys_same_formula,msg15_keys_same_formula_and_scaffold,pass_A_keys_muru_pr7_cmp,pass_B_plus_msg15_key,pass_C_plus_scaffold_muru_pr7_cmp,pass_D_plus_scaffold_not_in_msg15,pass_E_C_plus_mh_range_neutral_single
676,Flavanone,reference standard_Sigma-Aldrich,flavonoid - flavanone,flavanone,none,487-26-3,C1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3,ZONYXWQDUYMKFB-UHFFFAOYSA-N,ZONYXWQDUYMKFB,O=C1CC(c2ccccc2)Oc2ccccc21,ZONYXWQDUYMKFB,ZONYXWQDUYMKFB,True,True,C15H12O2,C15H12O2,True,224.083729624,225.091005624,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,42,0,[M+H]+,60774.0,False,False,False,5,1,False,False,False,False,False
678,Taxifolin,reference standard_Sigma-Aldrich,flavonoid - dihydroflavonol,dihydroflavonol,none,480-18-2,C1=CC(=C(C=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,CXQWRCVTCMQVQX-UHFFFAOYSA-N,CXQWRCVTCMQVQX,O=C1CC(c2ccccc2)Oc2ccccc21,CXQWRCVTCMQVQX,CXQWRCVTCMQVQX,True,True,C15H12O7,C15H12O7,True,304.05830272399993,305.0655787239999,True,C;O,0,1,True,train,True,True,True,False,,True,False,False,False,False,True,True,False,74,0,[M+H]+;[M+Na]+,147733.0,False,False,False,5,3,False,False,False,False,False
679,(-)-Epigallocatechin,reference standard_Sigma-Aldrich,flavonoid - flavanol,flavanol,none,970-74-1,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)O,XMOCLSLCDHWDHP-IUODEOHRSA-N,XMOCLSLCDHWDHP,c1ccc(C2CCc3ccccc3O2)cc1,XMOCLSLCDHWDHP,XMOCLSLCDHWDHP,True,True,C15H14O7,C15H14O7,True,306.07395278799993,307.0812287879999,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,156,66,[M+H]+;[M+Na]+,93690.0,False,False,False,4,1,False,False,False,False,False
731,Tricin,reference standard_PhytoLab,flavonoid - flavone-O-methylated,flavone,none,520-32-1,COC1=CC(=CC(=C1O)OC)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,HRGUSFBJBOKSML-UHFFFAOYSA-N,HRGUSFBJBOKSML,O=c1cc(-c2ccccc2)oc2ccccc12,HRGUSFBJBOKSML,HRGUSFBJBOKSML,True,True,C17H14O7,C17H14O7,True,330.07395278799993,331.0812287879999,True,C;O,0,1,True,train,True,True,True,False,,True,False,False,False,False,True,True,False,7,3,[M+H]+,180873.0,False,False,False,10,5,False,False,False,False,False
758,diosmin,reference standard_Extrasynthese,flavonoid - flavone-O-diglycoside(rut),flavone,none,520-27-4,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,GZSOSUNBTXMUFQ-UHFFFAOYSA-N,GZSOSUNBTXMUFQ,O=c1cc(-c2ccccc2)oc2cc(OC3CCCC(COC4CCCCO4)O3)ccc12,GZSOSUNBTXMUFQ,GZSOSUNBTXMUFQ,True,True,C28H32O15,C28H32O15,True,608.1741203239999,609.1813963239999,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,104,8,[M+H]+;[M+Na]+,110918.0,False,False,False,9,1,False,False,False,False,False
759,herbacetin,reference standard_Extrasynthese,flavonoid - flavonol,flavonol,none,527-95-7,C1=CC(=CC=C1C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)O)O)O,ZDOTZEDNGNPOEW-UHFFFAOYSA-N,ZDOTZEDNGNPOEW,O=c1cc(-c2ccccc2)oc2ccccc12,ZDOTZEDNGNPOEW,ZDOTZEDNGNPOEW,True,True,C15H10O7,C15H10O7,True,302.04265265999993,303.0499286599999,True,C;O,0,1,True,train,False,True,True,True,,True,False,False,False,False,True,True,False,2,0,[M+Na]+,299920.0,False,False,False,10,8,False,False,False,False,False
760,pinobanksin,reference standard_Sigma-Aldrich,flavonoid - dihydroflavonol,dihydroflavonol,none,548-82-3,C1=CC=C(C=C1)C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O,SUYJZKRQHBQNCA-UHFFFAOYSA-N,SUYJZKRQHBQNCA,O=C1CC(c2ccccc2)Oc2ccccc21,SUYJZKRQHBQNCA,SUYJZKRQHBQNCA,True,True,C15H12O5,C15H12O5,True,272.068473484,273.07574948399997,True,C;O,0,1,True,train,False,True,False,False,,True,False,False,False,False,False,False,False,1,0,[M+H]+,396449.0,False,False,False,19,3,True,False,False,False,False
761,"5,6-benzoflavone",reference standard_Extrasynthese,flavonoid - flavone,flavone,none,6051-87-2,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=CC4=CC=CC=C43,OUGIDAPQYNCXRA-UHFFFAOYSA-N,OUGIDAPQYNCXRA,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,OUGIDAPQYNCXRA,OUGIDAPQYNCXRA,True,True,C19H12O2,C19H12O2,True,272.083729624,273.091005624,True,C;O,0,1,True,train,True,True,True,True,ENTACT-MIX-LISTS-499-503-505;LCSB-ALL-MASSBANK-V1-EXPOSURE-SET;LCSB-DEV;LCSB-POS-V2-SPECTRA;V2-DEVELOPMENT-POPULATION,True,False,False,False,False,True,False,False,12,10,[M+H]+,79347.0,False,False,False,2,1,False,False,False,False,False
762,peltatoside,reference standard_Extrasynthese,flavonoid - flavonol-O-glycoside,flavonol,none,23284-18-6,C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,YNMFDPCLPIMRFD-UHFFFAOYSA-N,YNMFDPCLPIMRFD,O=c1c(OC2CCCC(COC3CCCCO3)O2)c(-c2ccccc2)oc2ccccc12,YNMFDPCLPIMRFD,YNMFDPCLPIMRFD,True,True,C26H28O16,C26H28O16,True,596.1377348159999,597.145010816,True,C;O,0,1,True,train,True,True,True,False,,True,False,False,False,False,True,True,False,33,0,[M+H]+;[M+Na]+,110504.0,False,False,False,5,1,False,False,False,False,False
764,"3,4,5,7-tetrahydroxy-3-methoxyflavone",reference standard_Extrasynthese,flavonoid - flavone-O-methylated,flavone,none,1486-70-0,COC1=C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O,WEPBGSIAWZTEJR-UHFFFAOYSA-N,WEPBGSIAWZTEJR,O=c1cc(-c2ccccc2)oc2ccccc12,WEPBGSIAWZTEJR,WEPBGSIAWZTEJR,True,True,C16H12O7,C16H12O7,True,316.058302724,317.065578724,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,6,3,[M+H]+,164375.0,False,False,False,7,6,False,False,False,False,False
765,morin,reference standard_Extrasynthese,flavonoid - flavonol,flavonol,none,480-16-0,C1=CC(=C(C=C1O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,YXOLAZRVSSWPPT-UHFFFAOYSA-N,YXOLAZRVSSWPPT,O=c1cc(-c2ccccc2)oc2ccccc12,YXOLAZRVSSWPPT,YXOLAZRVSSWPPT,True,True,C15H10O7,C15H10O7,True,302.04265265999993,303.0499286599999,True,C;O,0,1,True,train,False,True,True,True,,True,False,False,False,False,True,True,False,31,0,[M+H]+;[M+Na]+,164271.0,False,False,False,10,8,False,False,False,False,False
766,geraldol,reference standard_Extrasynthese,flavonoid - flavonol-O-methylated,flavonol,none,21511-25-1,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O,WRFQRUBJBPLPAM-UHFFFAOYSA-N,WRFQRUBJBPLPAM,O=c1cc(-c2ccccc2)oc2ccccc12,WRFQRUBJBPLPAM,WRFQRUBJBPLPAM,True,True,C16H12O6,C16H12O6,True,300.06338810399996,301.07066410399995,True,C;O,0,1,True,train,False,True,False,False,,True,False,False,False,False,False,False,False,4,0,[M+H]+,188102.0,False,False,False,21,8,True,False,False,False,False
767,eupatorin,reference standard_Extrasynthese,flavonoid - flavone-O-methylated,flavone,none,855-96-9,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)OC)O)O,KLAOKWJLUQKWIF-UHFFFAOYSA-N,KLAOKWJLUQKWIF,O=c1cc(-c2ccccc2)oc2ccccc12,KLAOKWJLUQKWIF,KLAOKWJLUQKWIF,True,True,C18H16O7,C18H16O7,True,344.0896028519999,345.0968788519999,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,37,3,[M+H]+;[M+Na]+,235715.0,False,False,False,12,7,False,False,False,False,False
768,eupatorin-5-methylether,reference standard_Extrasynthese,flavonoid - flavone-O-methylated,flavone,none,21764-09-0,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)OC)OC)O,LYLDPYNWDVVPIQ-UHFFFAOYSA-N,LYLDPYNWDVVPIQ,O=c1cc(-c2ccccc2)oc2ccccc12,LYLDPYNWDVVPIQ,LYLDPYNWDVVPIQ,True,True,C19H18O7,C19H18O7,True,358.1052529159999,359.1125289159999,True,C;O,0,1,True,train,False,True,False,False,,True,False,False,False,False,False,False,False,8,0,[M+H]+;[M+Na]+,240853.0,False,False,False,10,6,True,False,False,False,False
769,baicalein-7-methylether,reference standard_Extrasynthese,flavonoid - flavone-O-methylated,flavone,none,29550-13-8,COC1=C(C(=C2C(=C1)OC(=CC2=O)C3=CC=CC=C3)O)O,ZTHLHHDJRXJGRX-UHFFFAOYSA-N,ZTHLHHDJRXJGRX,O=c1cc(-c2ccccc2)oc2ccccc12,ZTHLHHDJRXJGRX,ZTHLHHDJRXJGRX,True,True,C16H12O5,C16H12O5,True,284.068473484,285.07574948399997,True,C;O,0,1,True,train,True,True,True,False,,True,False,False,False,False,True,True,False,14,3,[M+H]+;[M+Na]+,195066.0,False,False,False,20,6,False,False,False,False,False
770,"baicalein-5,6,7-trimethylether",reference standard_Extrasynthese,flavonoid - flavone-O-methylated,flavone,none,973-67-1,COC1=C(C(=C2C(=C1)OC(=CC2=O)C3=CC=CC=C3)OC)OC,HJNJAUYFFFOFBW-UHFFFAOYSA-N,HJNJAUYFFFOFBW,O=c1cc(-c2ccccc2)oc2ccccc12,HJNJAUYFFFOFBW,HJNJAUYFFFOFBW,True,True,C18H16O5,C18H16O5,True,312.099773612,313.10704961199997,True,C;O,0,1,False,,False,True,True,True,,True,False,False,False,False,True,False,False,0,0,,,False,False,True,27,9,False,False,False,False,False
771,"genistein-4,7-dimethylether",reference standard_Extrasynthese,flavonoid - isoflavone-O-methylated,isoflavone,none,34086-51-6,COC1=CC=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)OC,DQNLRFRBAWCJHQ-UHFFFAOYSA-N,DQNLRFRBAWCJHQ,O=c1c(-c2ccccc2)coc2ccccc12,DQNLRFRBAWCJHQ,DQNLRFRBAWCJHQ,True,True,C17H14O5,C17H14O5,True,298.084123548,299.09139954799997,True,C;O,0,1,False,,False,True,False,False,,True,False,False,False,False,True,False,False,0,0,,,False,False,True,21,4,True,True,False,False,False
772,silybin,reference standard_Extrasynthese,flavonoid - flavonolignan,flavonolignan,none,22888-70-6,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O,SEBFKMXJBCUCAI-UHFFFAOYSA-N,SEBFKMXJBCUCAI,O=C1CC(c2ccc3c(c2)OC(c2ccccc2)CO3)Oc2ccccc21,SEBFKMXJBCUCAI,SEBFKMXJBCUCAI,True,True,C25H22O10,C25H22O10,True,482.1212969039998,483.1285729039998,True,C;O,0,1,True,test,True,True,True,True,,True,False,False,False,False,True,True,False,35,0,[M+H]+;[M+Na]+,148959.0,False,False,False,6,1,False,False,False,False,False
773,baicalein,reference standard_Extrasynthese,flavonoid - flavone,flavone,none,491-67-8,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O,FXNFHKRTJBSTCS-UHFFFAOYSA-N,FXNFHKRTJBSTCS,O=c1cc(-c2ccccc2)oc2ccccc12,FXNFHKRTJBSTCS,FXNFHKRTJBSTCS,True,True,C15H10O5,C15H10O5,True,270.05282342,271.06009942,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,21,1,[M+H]+,115521.0,False,False,False,29,18,False,False,False,False,False
774,hinokiflavone,reference standard_Extrasynthese,flavonoid - biflavone,biflavone,none,19202-36-9,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)OC4=CC=C(C=C4)C5=CC(=O)C6=C(C=C(C=C6O5)O)O)O)O,WTDHMFBJQJSTMH-UHFFFAOYSA-N,WTDHMFBJQJSTMH,O=c1cc(-c2ccc(Oc3ccc4oc(-c5ccccc5)cc(=O)c4c3)cc2)oc2ccccc12,WTDHMFBJQJSTMH,WTDHMFBJQJSTMH,True,True,C30H18O10,C30H18O10,True,538.0899967759999,539.097272776,True,C;O,0,1,True,train,False,True,True,True,,True,False,False,False,False,True,False,False,20,0,[M+H]+;[M+Na]+,179296.0,False,False,False,8,1,False,False,False,False,False
775,"3,5,7-trihydroxy-3,4,5-trimethoxyflavone",reference standard_Extrasynthese,flavonoid - flavone-O-methylated,flavone,none,146132-95-8,COC1=CC(=CC(=C1OC)OC)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,LHNLHJJGLDWGFS-UHFFFAOYSA-N,LHNLHJJGLDWGFS,O=c1cc(-c2ccccc2)oc2ccccc12,LHNLHJJGLDWGFS,LHNLHJJGLDWGFS,True,True,C18H16O8,C18H16O8,True,360.0845174719999,361.0917934719999,True,C;O,0,1,True,train,False,True,False,False,,True,False,False,False,False,False,False,False,1,0,[M+H]+,401277.0,False,False,False,14,9,True,False,False,False,False
776,gardenin a,reference standard_Extrasynthese,flavonoid - flavone-O-methylated,flavone,none,21187-73-5,COC1=CC(=CC(=C1OC)OC)C2=CC(=O)C3=C(C(=C(C(=C3O2)OC)OC)OC)O,MQBFFYQCZCKSBX-UHFFFAOYSA-N,MQBFFYQCZCKSBX,O=c1cc(-c2ccccc2)oc2ccccc12,MQBFFYQCZCKSBX,MQBFFYQCZCKSBX,True,True,C21H22O9,C21H22O9,True,418.1263822839999,419.13365828399986,True,C;O,0,1,True,train,False,True,True,True,,True,False,False,False,False,True,False,False,5,0,[M+H]+;[M+Na]+,250040.0,False,False,False,9,3,False,False,False,False,False
777,tectochrysin,reference standard_Extrasynthese,flavonoid - flavone-O-methylated,flavone,none,520-28-5,COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC=CC=C3)O,IRZVHDLBAYNPCT-UHFFFAOYSA-N,IRZVHDLBAYNPCT,O=c1cc(-c2ccccc2)oc2ccccc12,IRZVHDLBAYNPCT,IRZVHDLBAYNPCT,True,True,C16H12O4,C16H12O4,True,268.073558864,269.080834864,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,15,1,[M+H]+;[M+Na]+,145464.0,False,False,False,21,18,False,False,False,False,False
778,sciadopitysin,reference standard_Extrasynthese,flavonoid - biflavone-O-methylated,biflavone,none,521-34-6,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4=C(C=CC(=C4)C5=CC(=O)C6=C(C=C(C=C6O5)OC)O)OC,YCXRBCHEOFVYEN-UHFFFAOYSA-N,YCXRBCHEOFVYEN,O=c1cc(-c2cccc(-c3cccc4c(=O)cc(-c5ccccc5)oc34)c2)oc2ccccc12,YCXRBCHEOFVYEN,YCXRBCHEOFVYEN,True,True,C33H24O10,C33H24O10,True,580.136946968,581.144222968,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,10,1,[M+H]+;[M+Na]+,234882.0,False,False,False,1,1,False,False,False,False,False
779,casticin,reference standard_Extrasynthese,flavonoid - flavone-O-methylated,flavone,none,479-91-4,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C(=C(C=C3O2)OC)OC)O)OC)O,PJQLSMYMOKWUJG-UHFFFAOYSA-N,PJQLSMYMOKWUJG,O=c1cc(-c2ccccc2)oc2ccccc12,PJQLSMYMOKWUJG,PJQLSMYMOKWUJG,True,True,C19H18O8,C19H18O8,True,374.1001675359999,375.1074435359999,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,30,3,[M+H]+;[M+Na]+,180977.0,False,False,False,10,7,False,False,False,False,False
781,fisetin,reference standard_Extrasynthese,flavonoid - flavonol,flavonol,none,528-48-3,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O)O,XHEFDIBZLJXQHF-UHFFFAOYSA-N,XHEFDIBZLJXQHF,O=c1cc(-c2ccccc2)oc2ccccc12,XHEFDIBZLJXQHF,XHEFDIBZLJXQHF,True,True,C15H10O6,C15H10O6,True,286.04773803999996,287.05501403999995,True,C;O,0,1,True,train,True,True,True,False,,True,False,False,False,False,True,True,False,72,2,[M+H]+;[M+Na]+,146333.0,False,False,False,13,9,False,False,False,False,False
782,karanjin,reference standard_Extrasynthese,flavonoid - furanoflavonol,furanoflavonol,none,521-88-0,COC1=C(OC2=C(C1=O)C=CC3=C2C=CO3)C4=CC=CC=C4,LKPQNZRGGNOPPU-UHFFFAOYSA-N,LKPQNZRGGNOPPU,O=c1cc(-c2ccccc2)oc2c1ccc1occc12,LKPQNZRGGNOPPU,LKPQNZRGGNOPPU,True,True,C18H12O4,C18H12O4,True,292.073558864,293.080834864,True,C;O,0,1,True,train,True,True,True,True,V2-DEVELOPMENT-POPULATION;WUR-POS-IDENTITY;WUR-SEALED,True,False,False,False,False,True,False,False,29,6,[M+H]+;[M+Na]+,145599.0,False,False,False,2,1,False,False,False,False,False
783,6-methoxyluteolin,reference standard_Extrasynthese,flavonoid - flavone-O-methylated,flavone,none,520-11-6,COC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC(=C(C=C3)O)O)O,FHHSEFRSDKWJKJ-UHFFFAOYSA-N,FHHSEFRSDKWJKJ,O=c1cc(-c2ccccc2)oc2ccccc12,FHHSEFRSDKWJKJ,FHHSEFRSDKWJKJ,True,True,C16H12O7,C16H12O7,True,316.05830272399993,317.0655787239999,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,19,3,[M+H]+;[M+Na]+,194454.0,False,False,False,7,6,False,False,False,False,False
784,7-hydroxyisoflavone,reference standard_Indofine,flavonoid - isoflavone,isoflavone,none,13057-72-2,C1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O,WMKOZARWBMFKAS-UHFFFAOYSA-N,WMKOZARWBMFKAS,O=c1c(-c2ccccc2)coc2ccccc12,WMKOZARWBMFKAS,WMKOZARWBMFKAS,True,True,C15H10O3,C15H10O3,True,238.06299418,239.07027018,True,C;O,0,1,True,train,False,True,True,True,,True,False,False,False,False,True,False,False,26,0,[M+H]+;[M+Na]+,268547.0,False,False,False,8,1,False,False,False,False,False
785,isosakuranetin,reference standard_Extrasynthese,flavonoid - flavanone-O-methylated,flavanone,none,480-43-3,COC1=CC=C(C=C1)C2CC(=O)C3=C(C=C(C=C3O2)O)O,HMUJXQRRKBLVOO-UHFFFAOYSA-N,HMUJXQRRKBLVOO,O=C1CC(c2ccccc2)Oc2ccccc21,HMUJXQRRKBLVOO,HMUJXQRRKBLVOO,True,True,C16H14O5,C16H14O5,True,286.084123548,287.09139954799997,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,32,0,[M+H]+,110764.0,False,False,False,19,7,False,False,False,False,False
786,wogonin,reference standard_Extrasynthese,flavonoid - flavone-O-methylated,flavone,none,632-85-9,COC1=C(C=C(C2=C1OC(=CC2=O)C3=CC=CC=C3)O)O,XLTFNNCXVBYBSX-UHFFFAOYSA-N,XLTFNNCXVBYBSX,O=c1cc(-c2ccccc2)oc2ccccc12,XLTFNNCXVBYBSX,XLTFNNCXVBYBSX,True,True,C16H12O5,C16H12O5,True,284.068473484,285.07574948399997,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,True,42,4,[M+H]+,114945.0,False,False,False,20,6,False,False,False,False,False
787,pinocembrin,reference standard_Extrasynthese,flavonoid - flavanone,flavanone,none,480-39-7,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=CC=C3,URFCJEUYXNAHFI-UHFFFAOYSA-N,URFCJEUYXNAHFI,O=C1CC(c2ccccc2)Oc2ccccc21,URFCJEUYXNAHFI,URFCJEUYXNAHFI,True,True,C15H12O4,C15H12O4,True,256.073558864,257.080834864,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,54,0,[M+H]+;[M+Na]+,144639.0,False,False,False,13,3,False,False,False,False,False
788,chrysin,reference standard_Extrasynthese,flavonoid - flavone,flavone,none,480-40-0,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,RTIXKCRFFJGDFG-UHFFFAOYSA-N,RTIXKCRFFJGDFG,O=c1cc(-c2ccccc2)oc2ccccc12,RTIXKCRFFJGDFG,RTIXKCRFFJGDFG,True,True,C15H10O4,C15H10O4,True,254.0579088,255.0651848,True,C;O,0,1,True,train,True,True,True,True,LCSB-ALL-MASSBANK-V1-EXPOSURE-SET;LCSB-NEG;LCSB-POS-V2-SPECTRA,True,False,False,False,False,True,True,False,189,10,[M+H]+;[M+Na]+,90369.0,False,False,False,26,16,False,False,False,False,False
789,7-hydroxy-8-methylisoflavone,reference standard_Indofine,flavonoid - isoflavone-O-methylated,isoflavone,none,,Cc1c(ccc2c1occ(c2=O)c3ccccc3)O,XXFYWASMXZPBAA-UHFFFAOYSA-N,XXFYWASMXZPBAA,O=c1c(-c2ccccc2)coc2ccccc12,XXFYWASMXZPBAA,XXFYWASMXZPBAA,True,True,C16H12O3,C16H12O3,True,252.078644244,253.085920244,True,C;O,0,1,False,,False,True,False,False,,True,False,False,False,False,False,False,False,0,0,,,False,False,True,15,2,True,True,False,False,False
790,prunetin,reference standard_Fluka,flavonoid - isoflavone-O-methylated,isoflavone,none,552-59-0,COC1=CC(=C2C(=C1)OC=C(C2=O)C3=CC=C(C=C3)O)O,KQMVAGISDHMXJJ-UHFFFAOYSA-N,KQMVAGISDHMXJJ,O=c1c(-c2ccccc2)coc2ccccc12,KQMVAGISDHMXJJ,KQMVAGISDHMXJJ,True,True,C16H12O5,C16H12O5,True,284.068473484,285.07574948399997,True,C;O,0,1,True,train,False,True,True,True,,True,False,False,False,False,True,False,False,26,0,[M+H]+,296460.0,False,False,False,20,5,False,False,False,False,False
791,Liquiritigenin,reference standard_Extrasynthese,flavonoid - flavanone,flavanone,none,578-86-9,C1C(OC2=C(C1=O)C=CC(=C2)O)C3=CC=C(C=C3)O,FURUXTVZLHCCNA-UHFFFAOYSA-N,FURUXTVZLHCCNA,O=C1CC(c2ccccc2)Oc2ccccc21,FURUXTVZLHCCNA,FURUXTVZLHCCNA,True,True,C15H12O4,C15H12O4,True,256.073558864,257.080834864,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,78,1,[M+H]+;[M+Na]+,111105.0,False,False,False,13,3,False,False,False,False,False
792,genistin,reference standard_Extrasynthese,flavonoid - isoflavone-O-glycoside,isoflavone,none,529-59-9,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)OC4C(C(C(C(O4)CO)O)O)O)O,ZCOLJUOHXJRHDI-UHFFFAOYSA-N,ZCOLJUOHXJRHDI,O=c1c(-c2ccccc2)coc2cc(OC3CCCCO3)ccc12,ZCOLJUOHXJRHDI,ZCOLJUOHXJRHDI,True,True,C21H20O10,C21H20O10,True,432.10564683999985,433.11292283999984,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,52,3,[M+H]+;[M+Na]+,95791.0,False,False,False,15,1,False,False,False,False,False
793,datiscin,reference standard_Extrasynthese,flavonoid - flavonol-O-diglycoside(rut),flavonol,none,16310-92-2,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=CC=C5O)O)O)O)O)O)O,BJJCTXDEJUWVIC-UHFFFAOYSA-N,BJJCTXDEJUWVIC,O=c1c(OC2CCCC(COC3CCCCO3)O2)c(-c2ccccc2)oc2ccccc12,BJJCTXDEJUWVIC,BJJCTXDEJUWVIC,True,True,C27H30O15,C27H30O15,True,594.1584702600001,595.1657462600001,True,C;O,0,1,True,train,True,True,False,False,,True,False,False,False,False,False,False,False,49,0,[M+H]+;[M+Na]+,110190.0,False,False,False,24,2,True,False,False,False,False
795,quercitrin dihydrat,reference standard_Roth,flavonoid - flavonol-O-glycoside,flavonol,none,522-12-3,CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O,OXGUCUVFOIWWQJ-UHFFFAOYSA-N,OXGUCUVFOIWWQJ,O=c1c(OC2CCCCO2)c(-c2ccccc2)oc2ccccc12,OXGUCUVFOIWWQJ,OXGUCUVFOIWWQJ,True,True,C21H20O11,C21H20O11,True,448.1005614599998,449.1078374599998,True,C;O,0,1,True,train,True,True,True,False,,True,False,False,False,False,True,True,False,68,4,[M+H]+;[M+Na]+,120994.0,False,False,False,17,2,False,False,False,False,False
796,pratol,reference standard_Extrasynthese,flavonoid - flavone-O-methylated,flavone,none,487-24-1,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C=C3)O,SQVXWIUVAILQRH-UHFFFAOYSA-N,SQVXWIUVAILQRH,O=c1cc(-c2ccccc2)oc2ccccc12,SQVXWIUVAILQRH,SQVXWIUVAILQRH,True,True,C16H12O4,C16H12O4,True,268.073558864,269.080834864,True,C;O,0,1,True,train,False,True,True,False,,True,False,False,False,False,True,False,False,4,0,[M+H]+,240888.0,False,False,False,21,18,False,False,False,False,False
797,sulfuretin,reference standard_Extrasynthese,flavonoid - aurone,aurone,none,120-05-8,C1=CC(=C(C=C1C=C2C(=O)C3=C(O2)C=C(C=C3)O)O)O,RGNXWPVNPFAADO-UHFFFAOYSA-N,RGNXWPVNPFAADO,O=C1C(=Cc2ccccc2)Oc2ccccc21,RGNXWPVNPFAADO,RGNXWPVNPFAADO,True,True,C15H10O5,C15H10O5,True,270.05282342,271.06009942,True,C;O,0,1,True,train,False,True,True,False,,True,False,False,False,False,True,False,False,9,0,[M+H]+,246483.0,False,False,False,29,1,False,False,False,False,False
