table_id,name,provider,compound_class,flavonoid_class,prenylation_type,cas,smiles,recorded_inchikey,key,scaffold_group,recorded_inchikey_block,inchi_derived_block,key_agrees_recorded,key_agrees_inchi,table_formula,parent_formula,formula_agrees,parent_monoisotopic,mh_mz,mh_in_dev_range,elements,parent_formal_charge,n_fragments_raw,in_msg15_any,msg15_folds,in_msg15_simchallenge,scaffold_in_msg15,in_muru_registry,in_muru_registry_direct,muru_exposed_populations,scaffold_in_muru_registry,in_study2_pop,scaffold_in_study2_pop,in_comparator_pop,scaffold_in_comparator_pop,in_msnlib_9lib,in_msnlib_v1_0,in_multims2_reserved,msg15_n_rows,msg15_n_rows_orbitrap_ce,msg15_adducts,msg15_key_first_identifier_num,is_prenylated,is_isolated_noncommercial,pass_L2_lenient_keys_plus_msg15,msg15_keys_same_formula,msg15_keys_same_formula_and_scaffold,pass_A_keys_muru_pr7_cmp,pass_B_plus_msg15_key,pass_C_plus_scaffold_muru_pr7_cmp,pass_D_plus_scaffold_not_in_msg15,pass_E_C_plus_mh_range_neutral_single
798,Genkwanin,reference standard_Extrasynthese,flavonoid - flavone-O-methylated,flavone,none,437-64-9,COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC=C(C=C3)O)O,JPMYFOBNRRGFNO-UHFFFAOYSA-N,JPMYFOBNRRGFNO,O=c1cc(-c2ccccc2)oc2ccccc12,JPMYFOBNRRGFNO,JPMYFOBNRRGFNO,True,True,C16H12O5,C16H12O5,True,284.068473484,285.07574948399997,True,C;O,0,1,True,train,True,True,True,False,,True,False,False,False,False,True,True,False,30,4,[M+H]+;[M+Na]+,220420.0,False,False,False,20,6,False,False,False,False,False
799,xanthohumol,reference standard_Extrasynthese,flavonoid - chalcone-prenylated,chalcone,6´-prenyl,6754-58-1,CC(=CCC1=C(C(=C(C=C1O)OC)C(=O)C=CC2=CC=C(C=C2)O)O)C,ORXQGKIUCDPEAJ-UHFFFAOYSA-N,ORXQGKIUCDPEAJ,O=C(C=Cc1ccccc1)c1ccccc1,ORXQGKIUCDPEAJ,ORXQGKIUCDPEAJ,True,True,C21H22O5,C21H22O5,True,354.1467238039999,355.1539998039999,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,True,37,17,[M+H]+;[M+Na]+,94765.0,True,False,False,13,4,False,False,False,False,False
800,"7,8-benzoflavone",reference standard_Extrasynthese,flavonoid - flavone,benzoflavone,none,604-59-1,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C4=CC=CC=C4C=C3,VFMMPHCGEFXGIP-UHFFFAOYSA-N,VFMMPHCGEFXGIP,O=c1cc(-c2ccccc2)oc2c1ccc1ccccc12,VFMMPHCGEFXGIP,VFMMPHCGEFXGIP,True,True,C19H12O2,C19H12O2,True,272.083729624,273.091005624,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,15,3,[M+H]+;[M+Na]+,144542.0,False,False,False,2,1,False,False,False,False,False
801,dihydromyricetin,reference standard_Extrasynthese,flavonoid - dihydroflavonol,dihydroflavonol,none,27200-12-0,C1=C(C=C(C(=C1O)O)O)C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O,KJXSIXMJHKAJOD-UHFFFAOYSA-N,KJXSIXMJHKAJOD,O=C1CC(c2ccccc2)Oc2ccccc21,KJXSIXMJHKAJOD,KJXSIXMJHKAJOD,True,True,C15H12O8,C15H12O8,True,320.0532173439999,321.0604933439999,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,4,0,[M+H]+,120696.0,False,False,False,3,1,False,False,False,False,False
803,Robinetin,reference standard_Extrasynthese,flavonoid - flavonol,flavonol,none,490-31-3,C1=CC2=C(C=C1O)OC(=C(C2=O)O)C3=CC(=C(C(=C3)O)O)O,SOEDEYVDCDYMMH-UHFFFAOYSA-N,SOEDEYVDCDYMMH,O=c1cc(-c2ccccc2)oc2ccccc12,SOEDEYVDCDYMMH,SOEDEYVDCDYMMH,True,True,C15H10O7,C15H10O7,True,302.04265265999993,303.0499286599999,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,9,2,[M+H]+,196065.0,False,False,False,10,8,False,False,False,False,False
804,datiscetin,reference standard_Extrasynthese,flavonoid - flavonol,flavonol,none,480-15-9,C1=CC=C(C(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,WCNLFPKXBGWWDS-UHFFFAOYSA-N,WCNLFPKXBGWWDS,O=c1cc(-c2ccccc2)oc2ccccc12,WCNLFPKXBGWWDS,WCNLFPKXBGWWDS,True,True,C15H10O6,C15H10O6,True,286.04773803999996,287.05501403999995,True,C;O,0,1,True,train,False,True,False,False,,True,False,False,False,False,False,False,False,5,0,[M+H]+,244640.0,False,False,False,13,9,True,False,False,False,False
805,dihydrorobinetin,reference standard_Extrasynthese,flavonoid - dihydroflavonol,dihydroflavonol,none,4382-33-6,C1=CC2=C(C=C1O)OC(C(C2=O)O)C3=CC(=C(C(=C3)O)O)O,VSJCDPYIMBSOKN-UHFFFAOYSA-N,VSJCDPYIMBSOKN,O=C1CC(c2ccccc2)Oc2ccccc21,VSJCDPYIMBSOKN,VSJCDPYIMBSOKN,True,True,C15H12O7,C15H12O7,True,304.05830272399993,305.0655787239999,True,C;O,0,1,True,train,False,True,True,False,,True,False,False,False,False,True,True,False,4,0,[M+H]+,196401.0,False,False,False,5,3,False,False,False,False,False
806,tangeritin,reference standard_Roth,flavonoid - flavone-O-methylated,flavone,none,481-53-8,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC,ULSUXBXHSYSGDT-UHFFFAOYSA-N,ULSUXBXHSYSGDT,O=c1cc(-c2ccccc2)oc2ccccc12,ULSUXBXHSYSGDT,ULSUXBXHSYSGDT,True,True,C20H20O7,C20H20O7,True,372.1209029799999,373.1281789799999,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,85,3,[M+H]+;[M+Na]+,148529.0,False,False,False,11,6,False,False,False,False,False
807,scutellarein,reference standard_Extrasynthese,flavonoid - flavone,flavone,none,529-53-3,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O)O,JVXZRQGOGOXCEC-UHFFFAOYSA-N,JVXZRQGOGOXCEC,O=c1cc(-c2ccccc2)oc2ccccc12,JVXZRQGOGOXCEC,JVXZRQGOGOXCEC,True,True,C15H10O6,C15H10O6,True,286.04773803999996,287.05501403999995,True,C;O,0,1,True,train,True,True,True,False,,True,False,False,False,False,True,True,False,27,1,[M+H]+;[M+Na]+,199660.0,False,False,False,13,9,False,False,False,False,False
808,kaempferide,reference standard_Extrasynthese,flavonoid - flavonol-O-methylated,flavonol,none,491-54-3,COC1=CC=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,SQFSKOYWJBQGKQ-UHFFFAOYSA-N,SQFSKOYWJBQGKQ,O=c1cc(-c2ccccc2)oc2ccccc12,SQFSKOYWJBQGKQ,SQFSKOYWJBQGKQ,True,True,C16H12O6,C16H12O6,True,300.06338810399996,301.07066410399995,True,C;O,0,1,True,train,True,True,True,False,,True,False,False,False,False,True,True,False,31,1,[M+H]+;[M+Na]+,111656.0,False,False,False,21,8,False,False,False,False,False
810,amentoflavone,reference standard_Extrasynthese,flavonoid - biflavone,biflavone,none,1617-53-4,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4=C(C=CC(=C4)C5=CC(=O)C6=C(C=C(C=C6O5)O)O)O)O,YUSWMAULDXZHPY-UHFFFAOYSA-N,YUSWMAULDXZHPY,O=c1cc(-c2cccc(-c3cccc4c(=O)cc(-c5ccccc5)oc34)c2)oc2ccccc12,YUSWMAULDXZHPY,YUSWMAULDXZHPY,True,True,C30H18O10,C30H18O10,True,538.0899967759999,539.097272776,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,18,8,[M+H]+;[M+Na]+,95086.0,False,False,False,8,1,False,False,False,False,False
811,cupressuflavone,reference standard_Extrasynthese,flavonoid - biflavone,biflavone,none,3952-18-9,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4=C(C=C(C5=C4OC(=CC5=O)C6=CC=C(C=C6)O)O)O)O,LADPNODMUXOPRG-UHFFFAOYSA-N,LADPNODMUXOPRG,O=c1cc(-c2ccccc2)oc2c(-c3cccc4c(=O)cc(-c5ccccc5)oc34)cccc12,LADPNODMUXOPRG,LADPNODMUXOPRG,True,True,C30H18O10,C30H18O10,True,538.0899967759999,539.097272776,True,C;O,0,1,True,train,False,True,False,False,,False,False,False,False,False,False,False,False,1,1,[M+Na]+,168672.0,False,False,False,8,1,True,False,False,False,False
812,chrysin dimethylether,reference standard_Extrasynthese,flavonoid - flavone-O-methylated,flavone,none,21392-57-4,COC1=CC2=C(C(=C1)OC)C(=O)C=C(O2)C3=CC=CC=C3,JRFZSUMZAUHNSL-UHFFFAOYSA-N,JRFZSUMZAUHNSL,O=c1cc(-c2ccccc2)oc2ccccc12,JRFZSUMZAUHNSL,JRFZSUMZAUHNSL,True,True,C17H14O4,C17H14O4,True,282.089208928,283.096484928,True,C;O,0,1,True,train,True,True,False,False,,True,False,False,False,False,True,True,False,34,3,[M+H]+;[M+Na]+,153154.0,False,False,False,25,19,True,False,False,False,False
813,5-deoxykaempferol,reference standard_Extrasynthese,flavonoid - flavonol,flavonol,none,2034-65-3,C1=CC(=CC=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O,OBWHQJYOOCRPST-UHFFFAOYSA-N,OBWHQJYOOCRPST,O=c1cc(-c2ccccc2)oc2ccccc12,OBWHQJYOOCRPST,OBWHQJYOOCRPST,True,True,C15H10O5,C15H10O5,True,270.05282342,271.06009942,True,C;O,0,1,True,train,True,True,True,False,,True,False,False,False,False,True,True,False,4,2,[M+H]+,144986.0,False,False,False,29,18,False,False,False,False,False
814,cardamonin,reference standard_PhytoLab,flavonoid - chalcone,chalcone,none,19309-14-9,COC1=CC(=CC(=C1C(=O)C=CC2=CC=CC=C2)O)O,NYSZJNUIVUBQMM-UHFFFAOYSA-N,NYSZJNUIVUBQMM,O=C(C=Cc1ccccc1)c1ccccc1,NYSZJNUIVUBQMM,NYSZJNUIVUBQMM,True,True,C16H14O4,C16H14O4,True,270.089208928,271.096484928,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,11,9,[M+H]+,194954.0,False,False,False,19,7,False,False,False,False,False
815,flavanomarein,reference standard_Extrasynthese,flavonoid - flavanone-O-glycoside,flavanone,none,577-38-8,C1C(OC2=C(C1=O)C=CC(=C2O)OC3C(C(C(C(O3)CO)O)O)O)C4=CC(=C(C=C4)O)O,DGGOLFCPSUVVHX-UHFFFAOYSA-N,DGGOLFCPSUVVHX,O=C1CC(c2ccccc2)Oc2cc(OC3CCCCO3)ccc21,DGGOLFCPSUVVHX,DGGOLFCPSUVVHX,True,True,C21H22O11,C21H22O11,True,450.1162115239999,451.12348752399987,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,False,False,32,0,[M+H]+;[M+Na]+,104855.0,False,False,False,8,4,False,False,False,False,False
816,Myricitrin,reference standard_Extrasynthese,flavonoid - flavonol-O-glycoside,flavonol,none,17912-87-7,CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C(=C4)O)O)O)O)O)O,DCYOADKBABEMIQ-UHFFFAOYSA-N,DCYOADKBABEMIQ,O=c1c(OC2CCCCO2)c(-c2ccccc2)oc2ccccc12,DCYOADKBABEMIQ,DCYOADKBABEMIQ,True,True,C21H20O12,C21H20O12,True,464.0954760799998,465.1027520799998,True,C;O,0,1,True,train,True,True,False,False,,True,False,False,False,False,True,True,False,62,0,[M+H]+;[M+Na]+,125485.0,False,False,False,9,2,True,False,False,False,False
817,"5,7,3,4-tetramethoxyisoflavone",reference standard_Indofine,flavonoid - isoflavone-O-methylated,isoflavone,none,40316-84-5,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C=C3OC)OC)OC,CLXVBVLQKLQNRQ-UHFFFAOYSA-N,CLXVBVLQKLQNRQ,O=c1cc(-c2ccccc2)oc2ccccc12,CLXVBVLQKLQNRQ,CLXVBVLQKLQNRQ,True,True,C19H18O6,C19H18O6,True,342.11033829599995,343.11761429599994,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,3,3,[M+H]+,229911.0,False,False,False,16,6,False,False,False,False,False
818,"6,7,3,4-tetramethoxyisoflavone",reference standard_Indofine,flavonoid - isoflavone-O-methylated,isoflavone,none,24126-93-0,COC1=C(C=C(C=C1)C2=COC3=CC(=C(C=C3C2=O)OC)OC)OC,OYSKBZHHLYECLU-UHFFFAOYSA-N,OYSKBZHHLYECLU,O=c1c(-c2ccccc2)coc2ccccc12,OYSKBZHHLYECLU,OYSKBZHHLYECLU,True,True,C19H18O6,C19H18O6,True,342.11033829599995,343.11761429599994,True,C;O,0,1,True,train,False,True,False,False,,True,False,False,False,False,False,False,True,4,0,[M+H]+;[M+Na]+,242460.0,False,False,False,16,1,True,False,False,False,False
819,7-hydroxy-6-methoxyisoflavone,reference standard_Indofine,flavonoid - isoflavone-O-methylated,isoflavone,none,75187-55-2,COC1=C(C=C2C(=C1)C(=O)C(=CO2)C3=CC=CC=C3)O,GQVNHXNTSMARSK-UHFFFAOYSA-N,GQVNHXNTSMARSK,O=c1c(-c2ccccc2)coc2ccccc12,GQVNHXNTSMARSK,GQVNHXNTSMARSK,True,True,C16H12O4,C16H12O4,True,268.073558864,269.080834864,True,C;O,0,1,False,,False,True,False,False,,True,False,False,False,False,False,False,False,0,0,,,False,False,True,21,1,True,True,False,False,False
820,7-methoxy-8-methylisoflavone,reference standard_Indofine,"flavonoid - isoflavone-C,O-methylated",isoflavone,none,163218-90-4,CC1=C(C=CC2=C1OC=C(C2=O)C3=CC=CC=C3)OC,NZMHSFKLMZHZNF-UHFFFAOYSA-N,NZMHSFKLMZHZNF,O=c1c(-c2ccccc2)coc2ccccc12,NZMHSFKLMZHZNF,NZMHSFKLMZHZNF,True,True,C17H14O3,C17H14O3,True,266.09429430800003,267.101570308,True,C;O,0,1,False,,False,True,False,False,,True,False,False,False,False,False,False,False,0,0,,,False,False,True,5,2,True,True,False,False,False
821,"5,7,4-trimethoxyisoflavone",reference standard_Indofine,flavonoid - isoflavone-O-methylated,isoflavone,none,1162-82-9,COC1=CC=C(C=C1)C2=COC3=C(C2=O)C(=CC(=C3)OC)OC,PVVORTURQPBPEQ-UHFFFAOYSA-N,PVVORTURQPBPEQ,O=c1c(-c2ccccc2)coc2ccccc12,PVVORTURQPBPEQ,PVVORTURQPBPEQ,True,True,C18H16O5,C18H16O5,True,312.099773612,313.10704961199997,True,C;O,0,1,True,train,False,True,False,False,,True,False,False,False,False,False,False,False,19,0,[M+H]+,269866.0,False,False,False,27,3,True,False,False,False,False
822,"7,3,4-trimethoxyisoflavone",reference standard_Indofine,flavonoid - isoflavone-O-methylated,isoflavone,none,1621-61-0,COC1=CC2=C(C=C1)C(=O)C(=CO2)C3=CC(=C(C=C3)OC)OC,UKWLNMIPRJLYGH-UHFFFAOYSA-N,UKWLNMIPRJLYGH,O=c1c(-c2ccccc2)coc2ccccc12,UKWLNMIPRJLYGH,UKWLNMIPRJLYGH,True,True,C18H16O5,C18H16O5,True,312.099773612,313.10704961199997,True,C;O,0,1,True,train,False,True,False,False,,True,False,False,False,False,False,False,False,3,0,[M+H]+,240840.0,False,False,False,27,3,True,False,False,False,False
823,7-methoxyisoflavone,reference standard_Indofine,flavonoid - isoflavone-O-methylated,isoflavone,none,1621-56-3,COC1=CC2=C(C=C1)C(=O)C(=CO2)C3=CC=CC=C3,IECSQLKWZBEUGA-UHFFFAOYSA-N,IECSQLKWZBEUGA,O=c1c(-c2ccccc2)coc2ccccc12,IECSQLKWZBEUGA,IECSQLKWZBEUGA,True,True,C16H12O3,C16H12O3,True,252.078644244,253.085920244,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,6,1,[M+H]+,143764.0,False,False,False,15,2,False,False,False,False,False
824,"6,4-dimethoxy-7-hydroxyisoflavone",reference standard_Indofine,flavonoid - isoflavone-O-methylated,isoflavone,none,550-79-8,COC1=CC=C(C=C1)C2=COC3=CC(=C(C=C3C2=O)OC)O,KJGPBYUQZLUKLL-UHFFFAOYSA-N,KJGPBYUQZLUKLL,O=c1c(-c2ccccc2)coc2ccccc12,KJGPBYUQZLUKLL,KJGPBYUQZLUKLL,True,True,C17H14O5,C17H14O5,True,298.084123548,299.09139954799997,True,C;O,0,1,True,train,False,True,False,False,,True,False,False,False,False,False,False,False,2,0,[M+H]+,241723.0,False,False,False,21,4,True,False,False,False,False
825,"3,4-dimethoxy-7-hydroxyisoflavone",reference standard_Indofine,flavonoid - isoflavone-O-methylated,isoflavone,none,24160-14-3,COC1=C(C=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O)OC,VFZIJLPRJAQGFO-UHFFFAOYSA-N,VFZIJLPRJAQGFO,O=c1c(-c2ccccc2)coc2ccccc12,VFZIJLPRJAQGFO,VFZIJLPRJAQGFO,True,True,C17H14O5,C17H14O5,True,298.084123548,299.09139954799997,True,C;O,0,1,True,train,False,True,False,False,,True,False,False,False,False,False,False,False,37,0,[M+H]+;[M+Na]+,268899.0,False,False,False,21,4,True,False,False,False,False
826,7-hydroxy-4-methoxy-8-methylisoflavone,reference standard_Indofine,"flavonoid - isoflavone-C,O-methylated",isoflavone,none,,Cc1c(ccc2c1occ(c2=O)c3ccc(cc3)OC)O,OUWFBXWBRBUQKC-UHFFFAOYSA-N,OUWFBXWBRBUQKC,O=c1c(-c2ccccc2)coc2ccccc12,OUWFBXWBRBUQKC,OUWFBXWBRBUQKC,True,True,C17H14O4,C17H14O4,True,282.089208928,283.096484928,True,C;O,0,1,False,,False,True,False,False,,True,False,False,False,False,False,False,False,0,0,,,False,False,True,25,1,True,True,False,False,False
827,"4,7-dimethoxy-8-methylisoflavone",reference standard_Indofine,"flavonoid - isoflavone-C,O-methylated",isoflavone,none,,Cc1c(ccc2c1occ(c2=O)c3ccc(cc3)OC)OC,KXVTZKSYTLNZLN-UHFFFAOYSA-N,KXVTZKSYTLNZLN,O=c1c(-c2ccccc2)coc2ccccc12,KXVTZKSYTLNZLN,KXVTZKSYTLNZLN,True,True,C18H16O4,C18H16O4,True,296.104858992,297.112134992,True,C;O,0,1,False,,False,True,False,False,,True,False,False,False,False,False,False,False,0,0,,,False,False,True,6,0,True,True,False,False,False
828,isoflavone,reference standard_Indofine,flavonoid - isoflavone,isoflavone,none,574-12-9,C1=CC=C(C=C1)C2=COC3=CC=CC=C3C2=O,GOMNOOKGLZYEJT-UHFFFAOYSA-N,GOMNOOKGLZYEJT,O=c1c(-c2ccccc2)coc2ccccc12,GOMNOOKGLZYEJT,GOMNOOKGLZYEJT,True,True,C15H10O2,C15H10O2,True,222.06807956,223.07535556,True,C;O,0,1,False,,False,True,False,False,,True,False,False,False,False,True,False,False,0,0,,,False,False,True,2,0,True,True,False,False,False
829,Genistein,reference standard_fluka,flavonoid - isoflavone,isoflavone,none,446-72-0,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,TZBJGXHYKVUXJN-UHFFFAOYSA-N,TZBJGXHYKVUXJN,O=c1c(-c2ccccc2)coc2ccccc12,TZBJGXHYKVUXJN,TZBJGXHYKVUXJN,True,True,C15H10O5,C15H10O5,True,270.05282342,271.06009942,True,C;O,0,1,True,train,True,True,False,False,,True,False,False,False,False,True,True,True,321,51,[M+H]+;[M+Na]+,24469.0,False,False,False,29,4,True,False,False,False,False
830,isoliquiritigenin,reference standard_Extrasynthese,flavonoid - chalcone,chalcone,none,961-29-5,C1=CC(=CC=C1C=CC(=O)C2=C(C=C(C=C2)O)O)O,DXDRHHKMWQZJHT-UHFFFAOYSA-N,DXDRHHKMWQZJHT,O=C(C=Cc1ccccc1)c1ccccc1,DXDRHHKMWQZJHT,DXDRHHKMWQZJHT,True,True,C15H12O4,C15H12O4,True,256.073558864,257.080834864,True,C;O,0,1,True,train,True,True,True,False,,True,False,False,False,False,True,True,False,78,2,[M+H]+;[M+Na]+,109684.0,False,False,False,13,5,False,False,False,False,False
831,"2,5-dihydroxychalcone",reference standard_Indofine,flavonoid - chalcone,chalcone,none,19312-13-1,C1=CC=C(C=C1)C=CC(=O)C2=C(C=CC(=C2)O)O,PZVRZRARFZZBCA-UHFFFAOYSA-N,PZVRZRARFZZBCA,O=C(C=Cc1ccccc1)c1ccccc1,PZVRZRARFZZBCA,PZVRZRARFZZBCA,True,True,C15H12O3,C15H12O3,True,240.078644244,241.085920244,True,C;O,0,1,True,train,False,True,False,False,,True,False,False,False,False,False,False,False,4,0,[M+H]+,246743.0,False,False,False,11,5,True,False,False,False,False
832,"2,4-dihydroxy-4,6-dimethoxychalcone",reference standard_Extrasynthese,flavonoid - chalcone-O-methylated,chalcone,none,37308-75-1,COC1=CC(=C(C(=C1)OC)C(=O)C=CC2=CC=C(C=C2)O)O,UXUFMIJZNYXWDX-UHFFFAOYSA-N,UXUFMIJZNYXWDX,O=C(C=Cc1ccccc1)c1ccccc1,UXUFMIJZNYXWDX,UXUFMIJZNYXWDX,True,True,C17H16O5,C17H16O5,True,300.099773612,301.10704961199997,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,4,3,[M+H]+,235460.0,False,False,False,16,3,False,False,False,False,False
833,narigenin chalcon,reference standard_PhytoLab,flavonoid - chalcone,chalcone,none,73692-50-9,C1=CC(=CC=C1C=CC(=O)C2=C(C=C(C=C2O)O)O)O,YQHMWTPYORBCMF-UHFFFAOYSA-N,YQHMWTPYORBCMF,O=C(C=Cc1ccccc1)c1ccccc1,YQHMWTPYORBCMF,YQHMWTPYORBCMF,True,True,C15H12O5,C15H12O5,True,272.068473484,273.07574948399997,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,False,False,8,0,[M+H]+,171929.0,False,False,False,19,2,False,False,False,False,False
834,chalcone,reference standard_Indofine,flavonoid - chalcone,chalcone,none,614-47-1,C1=CC=C(C=C1)C=CC(=O)C2=CC=CC=C2,DQFBYFPFKXHELB-UHFFFAOYSA-N,DQFBYFPFKXHELB,O=C(C=Cc1ccccc1)c1ccccc1,DQFBYFPFKXHELB,DQFBYFPFKXHELB,True,True,C15H12O,C15H12O,True,208.088815004,209.096091004,True,C;O,0,1,True,train,True,True,False,False,,True,False,False,False,False,True,False,False,28,0,[M+H]+,112534.0,False,False,False,1,1,True,False,False,False,False
835,"2-hydroxy-4,4,6-trimethoxychalcone",reference standard_Extrasynthese,flavonoid - chalcone-O-methylated,chalcone,none,3420-72-2,COC1=CC=C(C=C1)C=CC(=O)C2=C(C=C(C=C2OC)OC)O,CGIBCVBDFUTMPT-UHFFFAOYSA-N,CGIBCVBDFUTMPT,O=C(C=Cc1ccccc1)c1ccccc1,CGIBCVBDFUTMPT,CGIBCVBDFUTMPT,True,True,C18H18O5,C18H18O5,True,314.115423676,315.12269967599997,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,6,6,[M+H]+,234143.0,False,False,False,10,5,False,False,False,False,False
836,phloretin,reference standard_Indofine,flavonoid - dihydrochalcone,dihydrochalcone,none,60-82-2,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O,VGEREEWJJVICBM-UHFFFAOYSA-N,VGEREEWJJVICBM,O=C(CCc1ccccc1)c1ccccc1,VGEREEWJJVICBM,VGEREEWJJVICBM,True,True,C15H14O5,C15H14O5,True,274.084123548,275.09139954799997,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,176,1,[M+H]+;[M+Na]+,56026.0,False,False,False,13,1,False,False,False,False,False
837,"2,4-dihydroxychalcone",reference standard_Indofine,flavonoid - chalcone,chalcone,none,92496-59-8,C1=CC=C(C=C1)C(=O)C=CC2=C(C=C(C=C2)O)O,LKNPFZQVNZFLIC-UHFFFAOYSA-N,LKNPFZQVNZFLIC,O=C(C=Cc1ccccc1)c1ccccc1,LKNPFZQVNZFLIC,LKNPFZQVNZFLIC,True,True,C15H12O3,C15H12O3,True,240.078644244,241.085920244,True,C;O,0,1,False,,False,True,False,False,,True,False,False,False,False,False,False,False,0,0,,,False,False,True,11,5,True,True,False,False,False
839,rutin,reference standard_Extrasynthese,flavonoid - flavonol-O-diglycoside(rut),flavonol,none,153-18-4,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,IKGXIBQEEMLURG-UHFFFAOYSA-N,IKGXIBQEEMLURG,O=c1c(OC2CCCC(COC3CCCCO3)O2)c(-c2ccccc2)oc2ccccc12,IKGXIBQEEMLURG,IKGXIBQEEMLURG,True,True,C27H30O16,C27H30O16,True,610.1533848800001,611.1606608800001,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,133,27,[M+H]+;[M+Na]+,94909.0,False,False,False,20,3,False,False,False,False,False
840,hyperoside,reference standard_Extrasynthese,flavonoid - flavonol-O-glycoside,flavonol,none,482-36-0,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)O)O,OVSQVDMCBVZWGM-DTGCRPNFSA-N,OVSQVDMCBVZWGM,O=c1c(OC2CCCCO2)c(-c2ccccc2)oc2ccccc12,OVSQVDMCBVZWGM,OVSQVDMCBVZWGM,True,True,C21H20O12,C21H20O12,True,464.0954760799998,465.1027520799998,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,163,13,[M+H]+;[M+Na]+,65225.0,False,False,False,9,2,False,False,False,False,False
841,hesperidin,reference standard_Extrasynthese,flavonoid - flavanone-O-diglycoside(rut),flavanone,none,520-26-3,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,QUQPHWDTPGMPEX-UHFFFAOYSA-N,QUQPHWDTPGMPEX,O=C1CC(c2ccccc2)Oc2cc(OC3CCCC(COC4CCCCO4)O3)ccc21,QUQPHWDTPGMPEX,QUQPHWDTPGMPEX,True,True,C28H34O15,C28H34O15,True,610.1897703879999,611.197046388,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,247,11,[M+H]+;[M+Na]+,109789.0,False,False,False,4,1,False,False,False,False,False
842,naringin,reference standard_Roth,flavonoid - flavanone-O-diglycoside(neo),flavanone,none,10236-47-2,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O,DFPMSGMNTNDNHN-UHFFFAOYSA-N,DFPMSGMNTNDNHN,O=C1CC(c2ccccc2)Oc2cc(OC3OCCCC3OC3CCCCO3)ccc21,DFPMSGMNTNDNHN,DFPMSGMNTNDNHN,True,True,C27H32O14,C27H32O14,True,580.1792057039999,581.1864817039999,True,C;O,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,77,1,[M+H]+;[M+Na]+,93905.0,False,False,False,5,1,False,False,False,False,False
