record_id,compound_id,recorded_key14,representative_smiles,formula,theoretical_mh,deposited_precursor_mz,nce,instrument,instrument_type,resolution,release,scaffold_group,source_file,blob_sha,order_index
MSBNK-Eawag-EQ01155402,RCOBUBSULFIXAR,RCOBUBSULFIXAR,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)OC2OC(C(=O)O)C(O)C(O)C2O)cc1,C39H38N4O8,691.2762406428801,691.2762,30.0,Exploris 240 Orbitrap Thermo Scientific,LC-ESI-QFT,17500,2024.06,O=C(OC1CCCCO1)c1ccccc1-c1ccc(Cn2cnc3ccc(-c4nc5ccccc5[nH]4)cc32)cc1,MSBNK-Eawag-EQ01155402.txt,286159c41e460b6beaa97c7f50abee4a7afd164b,53
MSBNK-Eawag-EQ01155404,RCOBUBSULFIXAR,RCOBUBSULFIXAR,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)OC2OC(C(=O)O)C(O)C(O)C2O)cc1,C39H38N4O8,691.2762406428801,691.2762,60.0,Exploris 240 Orbitrap Thermo Scientific,LC-ESI-QFT,17500,2024.06,O=C(OC1CCCCO1)c1ccccc1-c1ccc(Cn2cnc3ccc(-c4nc5ccccc5[nH]4)cc32)cc1,MSBNK-Eawag-EQ01155404.txt,a2b6913fb5ab603dd9f3c60c0a2d43372e2af584,54
MSBNK-Eawag-EQ00343302,SWZDQOUHBYYPJD,SWZDQOUHBYYPJD,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC,C36H75N,522.59722786688,522.5972,30.0,Exploris 240 Thermo Scientific,LC-ESI-QFT,15000,2024.11,__ACYCLIC__SWZDQOUHBYYPJD,MSBNK-Eawag-EQ00343302.txt,249d0592e28aa370c13213cd25bd28be059133f5,55
MSBNK-Eawag-EQ00343304,SWZDQOUHBYYPJD,SWZDQOUHBYYPJD,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC,C36H75N,522.59722786688,522.5972,60.0,Exploris 240 Thermo Scientific,LC-ESI-QFT,15000,2024.11,__ACYCLIC__SWZDQOUHBYYPJD,MSBNK-Eawag-EQ00343304.txt,a7f91a7d0a082cbf0de1ba9d360fe319d1801c0a,56
MSBNK-Eawag-EQ1091402,UJAWGGOCYUPCPS,UJAWGGOCYUPCPS,CC(C)(c1ccccc1)c1ccc(Nc2ccc(C(C)(C)c3ccccc3)cc2)cc1,C30H31N,406.25292645888,406.2529,30.0,Exploris 240 Orbitrap Thermo Scientific,LC-ESI-QFT,17500,2025.10,c1ccc(Cc2ccc(Nc3ccc(Cc4ccccc4)cc3)cc2)cc1,MSBNK-Eawag-EQ1091402.txt,8785a8f1bcbc4321ee94ea14f976985887ef351c,57
MSBNK-Eawag-EQ1091404,UJAWGGOCYUPCPS,UJAWGGOCYUPCPS,CC(C)(c1ccccc1)c1ccc(Nc2ccc(C(C)(C)c3ccccc3)cc2)cc1,C30H31N,406.25292645888,406.2529,60.0,Exploris 240 Orbitrap Thermo Scientific,LC-ESI-QFT,17500,2025.10,c1ccc(Cc2ccc(Nc3ccc(Cc4ccccc4)cc3)cc2)cc1,MSBNK-Eawag-EQ1091404.txt,e84dc4c59f33da23ba92fbc498e5d248b9f5ed4d,58
MSBNK-Eawag-EQ1090002,VFBJXXJYHWLXRM,VFBJXXJYHWLXRM,CC(C)(C)c1cc(CCC(=O)OCCSCCOC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,C38H58O6S,643.40268704288,643.4027,30.0,Exploris 240 Orbitrap Thermo Scientific,LC-ESI-QFT,17500,2025.10,O=C(CCc1ccccc1)OCCSCCOC(=O)CCc1ccccc1,MSBNK-Eawag-EQ1090002.txt,eb50a8a0e36bde49f6ee441de53e222ff507bbf6,59
MSBNK-Eawag-EQ1090004,VFBJXXJYHWLXRM,VFBJXXJYHWLXRM,CC(C)(C)c1cc(CCC(=O)OCCSCCOC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,C38H58O6S,643.40268704288,643.4027,60.0,Exploris 240 Orbitrap Thermo Scientific,LC-ESI-QFT,17500,2025.10,O=C(CCc1ccccc1)OCCSCCOC(=O)CCc1ccccc1,MSBNK-Eawag-EQ1090004.txt,4683de6e8387493af22c43712e3418d0ef1c35dd,60
MSBNK-Eawag-EQ1086002,VNQNXQYZMPJLQX,VNQNXQYZMPJLQX,CC(C)(C)c1cc(Cn2c(=O)n(Cc3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)c(=O)n(Cc3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)c2=O)cc(C(C)(C)C)c1O,C48H69N3O6,784.5259133948799,784.5259,30.0,Exploris 240 Orbitrap Thermo Scientific,LC-ESI-QFT,17500,2025.10,O=c1n(Cc2ccccc2)c(=O)n(Cc2ccccc2)c(=O)n1Cc1ccccc1,MSBNK-Eawag-EQ1086002.txt,f3972ea28cd6fca8923e3fd35e144ac10c2df314,61
MSBNK-Eawag-EQ1086004,VNQNXQYZMPJLQX,VNQNXQYZMPJLQX,CC(C)(C)c1cc(Cn2c(=O)n(Cc3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)c(=O)n(Cc3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)c2=O)cc(C(C)(C)C)c1O,C48H69N3O6,784.5259133948799,784.5259,60.0,Exploris 240 Orbitrap Thermo Scientific,LC-ESI-QFT,17500,2025.10,O=c1n(Cc2ccccc2)c(=O)n(Cc2ccccc2)c(=O)n1Cc1ccccc1,MSBNK-Eawag-EQ1086004.txt,96cdfe0d11c88f468652fc49feea6c5a80807549,62
MSBNK-Eawag-EQ01107102,XFHJDMUEHUHAJW,XFHJDMUEHUHAJW,C=CC(=O)NC(C)(C)C,C7H13NO,128.10699050288,128.107,30.0,Exploris 240 Thermo Scientific,LC-ESI-QFT,15000,2024.11,__ACYCLIC__XFHJDMUEHUHAJW,MSBNK-Eawag-EQ01107102.txt,74b00451de63c1219d7fdc1d14f3028bf04abd14,63
MSBNK-Eawag-EQ01107104,XFHJDMUEHUHAJW,XFHJDMUEHUHAJW,C=CC(=O)NC(C)(C)C,C7H13NO,128.10699050288,128.107,60.0,Exploris 240 Thermo Scientific,LC-ESI-QFT,15000,2024.11,__ACYCLIC__XFHJDMUEHUHAJW,MSBNK-Eawag-EQ01107104.txt,d77331953bdd018fc63cf64fa1eac780435458ea,64
MSBNK-Eawag-EQ01115504,ZIUHHBKFKCYYJD,ZIUHHBKFKCYYJD,C=CC(=O)NCNC(=O)C=C,C7H10N2O2,155.08150402688,155.0815,30.0,Exploris 240 Thermo Scientific,LC-ESI-QFT,15000,2024.11,__ACYCLIC__ZIUHHBKFKCYYJD,MSBNK-Eawag-EQ01115504.txt,3f34f9f20225e8e3846eb8b068546b4fac7ea753,65
MSBNK-Eawag-EQ01115507,ZIUHHBKFKCYYJD,ZIUHHBKFKCYYJD,C=CC(=O)NCNC(=O)C=C,C7H10N2O2,155.08150402688,155.0815,60.0,Exploris 240 Thermo Scientific,LC-ESI-QFT,15000,2024.11,__ACYCLIC__ZIUHHBKFKCYYJD,MSBNK-Eawag-EQ01115507.txt,c29d8fa82382d3906ed37fc8f05094b578a286a9,66
MSBNK-Eawag-EQ01192502,ZQAFKGDWLSVTRI,ZQAFKGDWLSVTRI,CC(C)NC1=CC(=O)C(Nc2ccccc2)=CC1=O,C15H16N2O2,257.12845421888,257.1285,30.0,Exploris 240 Orbitrap Thermo Scientific,LC-ESI-QFT,17500,2025.10,O=C1C=CC(=O)C(Nc2ccccc2)=C1,MSBNK-Eawag-EQ01192502.txt,4999a090d31f1c9e10d3ac9270e84e1c5651371f,67
MSBNK-Eawag-EQ01192504,ZQAFKGDWLSVTRI,ZQAFKGDWLSVTRI,CC(C)NC1=CC(=O)C(Nc2ccccc2)=CC1=O,C15H16N2O2,257.12845421888,257.1285,60.0,Exploris 240 Orbitrap Thermo Scientific,LC-ESI-QFT,17500,2025.10,O=C1C=CC(=O)C(Nc2ccccc2)=C1,MSBNK-Eawag-EQ01192504.txt,bab408170e34bdbe6b0fdd72052e0446fb6b0e49,68
