accession,num_peak,precursor_type,precursor_mz,ion_mode,ce_value,key,parent_charge,mh_mz_from_parent,in_tree_2023_11
MSBNK-BAFG-CSL23111014791,10,[M+H]+,200.0529,POSITIVE,40.0,WJFKNYWRSNBZNX,0,200.052846754812,True
MSBNK-BAFG-CSL23111011235,6,[M-H]-,177.0193,NEGATIVE,80.0,ILEDWLMCKZNDJK,0,179.033885138812,True
MSBNK-BAFG-CSL23111027178,6,[M+H]+,313.0393,POSITIVE,20.0,KIKARNYYJSEROI,0,313.039276134812,True
MSBNK-BAFG-CSL23111011060,1,[M-H]-,346.0721,NEGATIVE,10.0,GZAJOEGTZDUSKS,0,348.086648982812,True
MSBNK-BAFG-CSL23111018496,7,[M+H]+,372.1586,POSITIVE,40.0,PHLBKPHSAVXXEF,0,372.158564470812,True
MSBNK-BAFG-CSL23111014450,4,[M+H]+,293.0937,POSITIVE,150.0,YDICVVYPXSZSFA,0,293.09372212081206,True
MSBNK-BAFG-CSL23111014016,3,[M+H]+,327.0081,POSITIVE,40.0,KVMPUXDNESXNOH,0,327.008105192812,True
MSBNK-BAFG-CSL23111016227,1,[M]+,538.1848,POSITIVE,50.0,FXCZFAOTGUCDBE,1,539.1920761069019,True
MSBNK-BAFG-CSL23111013096,6,[M+H]+,327.1955,POSITIVE,110.0,QUAMTGJKVDWJEQ,0,327.195471158812,True
MSBNK-BAFG-CSL23111014444,2,[M+H]+,293.0937,POSITIVE,20.0,YDICVVYPXSZSFA,0,293.09372212081206,True
MSBNK-BAFG-CSL23111013742,1,[M-H]-,191.0197,NEGATIVE,110.0,KRKNYBCHXYNGOX,0,193.034279062812,True
MSBNK-BAFG-CSL23111014922,11,[M+H]+,233.1107,POSITIVE,50.0,UPWPIFMHSFSVLE,0,233.110695978812,True
MSBNK-BAFG-CSL25011727955,6,[M+H]+,302.1652,POSITIVE,30.0,YDCMWLQSPFTWCS,0,302.16517407481206,False
MSBNK-BAFG-CSL23111017373,2,[M+H]+,239.1503,POSITIVE,10.0,YFGYUFNIOHWBOB,0,239.150252282812,True
MSBNK-BAFG-CSL23111015504,12,[M]+,270.3155,POSITIVE,90.0,MELGLHXCBHKVJG,1,271.322803166902,True
MSBNK-BAFG-CSL23111019365,19,[M+H]+,214.1438,POSITIVE,130.0,ABDMBNAKYBUEEX,0,214.143769934812,True
MSBNK-BAFG-CSL25011734672,11,[M]+,385.2638,POSITIVE,120.0,HXCILVUBKWANLN,1,386.271101942902,False
MSBNK-BAFG-CSL23111017247,10,[M-H]-,322.0867,NEGATIVE,50.0,IPVCSECPEVHQOV,0,324.101253490812,True
MSBNK-BAFG-CSL23111019033,22,[M+H]+,133.076,POSITIVE,80.0,LDZYRENCLPUXAX,0,133.07602472281198,True
MSBNK-BAFG-CSL2311107983,15,[M+H]+,304.2635,POSITIVE,120.0,RYAUSSKQMZRMAI,0,304.26349114281203,True
MSBNK-BAFG-CSL23111010558,14,[M+H]+,313.1547,POSITIVE,120.0,YIMHRDBSVCPJOV,0,313.154668966812,True
MSBNK-BAFG-CSL23111010597,14,[M+H]+,270.0543,POSITIVE,20.0,MJAMPGKHIZXVFJ,0,270.05430329881204,True
MSBNK-BAFG-CSL2311093506,21,[M+H]+,376.9859,POSITIVE,110.0,JBDGDEWWOUBZPM,0,376.985863862812,True
MSBNK-BAFG-CSL23111027522,15,[M+H]+,382.0816,POSITIVE,90.0,RSMUVYRMZCOLBH,0,382.081580666812,True
MSBNK-BAFG-CSL23111016808,20,[M+H]+,245.0284,POSITIVE,60.0,JPRPBJZUZYPPRN,0,245.028401602812,True
MSBNK-BAFG-CSL2311091523,13,[M-H]-,464.0228,NEGATIVE,40.0,RSNSKUBBVCGSND,0,466.037332906812,True
MSBNK-BAFG-CSL2311107845,19,[M+H]+,287.1615,POSITIVE,40.0,MCGSCOLBFJQGHM,0,287.161485662812,True
MSBNK-BAFG-CSL23111011726,14,[M+H]+,500.2795,POSITIVE,60.0,OQXVWJQUBIBIHZ,0,500.279535130812,True
MSBNK-BAFG-CSL2311109245,24,[M+H]+,210.1026,POSITIVE,60.0,PVNHYDDCQMHWAL,0,210.102573818812,True
MSBNK-BAFG-CSL2311094651,24,[M+H]+,246.1237,POSITIVE,90.0,OIAGWXKSCXPNNZ,0,246.123703186812,True
MSBNK-BAFG-CSL2311108077,7,[M+H]+,734.4685,POSITIVE,100.0,ULGZDMOVFRHVEP,0,734.468517670812,True
MSBNK-BAFG-CSL23111017992,27,[M+H]+,296.1412,POSITIVE,140.0,CSWIKHNSBZVWNQ,0,296.141183090812,True
MSBNK-BAFG-CSL23111015360,26,[M+H]+,308.2584,POSITIVE,110.0,KKGQTZUTZRNORY,0,308.25840576281206,True
MSBNK-BAFG-CSL23111010063,20,[M+H]+,285.9718,POSITIVE,40.0,IHJCXVZDYSXXFT,0,285.97175188281204,True
MSBNK-BAFG-CSL23111018790,30,[M+H]+,314.1387,POSITIVE,20.0,ZOTBXTZVPHCKPN,0,314.138684554812,True
MSBNK-BAFG-CSL2311093850,32,[M+H]+,380.2544,POSITIVE,130.0,JOATXPAWOHTVSZ,0,380.2543830028119,True
MSBNK-BAFG-CSL2311109509,20,[M+H]+,843.5213,POSITIVE,100.0,ACTOXUHEUCPTEW,0,843.5212815148119,True
MSBNK-BAFG-CSL23111019200,31,[M-H]-,362.0816,NEGATIVE,80.0,BPPVUXSMLBXYGG,0,364.0961681108121,True
MSBNK-BAFG-CSL2311108231,28,[M+H]+,255.1129,POSITIVE,40.0,BMPDWHIDQYTSHX,0,255.112804154812,True
MSBNK-BAFG-CSL23111027541,33,[M+H]+,465.9649,POSITIVE,120.0,BREATYVWRHIPIY,0,465.9649126828121,True
MSBNK-BAFG-CSL2311109098,36,[M+H]+,320.1405,POSITIVE,40.0,OGJPXUAPXNRGGI,0,320.14049612281195,True
MSBNK-BAFG-CSL23111018195,37,[M+H]+,274.2529,POSITIVE,150.0,MGNFYQILYYYUBS,0,274.252926458812,True
MSBNK-BAFG-CSL23111015198,41,[M+H]+,272.1645,POSITIVE,100.0,WXZVAROIGSFCFJ,0,272.164505378812,True
MSBNK-BAFG-CSL23111027001,33,[M+NH4]+,284.2057,POSITIVE,40.0,DMDPGPKXQDIQQG,0,267.180215018812,True
MSBNK-BAFG-CSL2311108933,40,[M+H]+,475.2122,POSITIVE,50.0,BNRNXUUZRGQAQC,0,475.212200906812,True
MSBNK-BAFG-CSL23111018560,48,[M+H]+,315.2319,POSITIVE,110.0,CYQFCXCEBYINGO,0,315.231856666812,True
MSBNK-BAFG-CSL2311107068,50,[M+H]+,264.1958,POSITIVE,60.0,MKAFOJAJJMUXLW,0,264.195805506812,True
MSBNK-BAFG-CSL2311106954,66,[M+H]+,267.124,POSITIVE,130.0,NQDJXKOVJZTUJA,0,267.12403753481203,True
MSBNK-BAFG-CSL25011734654,59,[M+H]+,574.0255,POSITIVE,100.0,INOIOAWTVPHTCJ,0,574.0254478948119,False
MSBNK-BAFG-CSL2311093751,79,[M+H]+,350.1347,POSITIVE,40.0,HYFMSAFINFJTFH,0,350.1346617948121,True
MSBNK-BAFG-CSL23111014381,100,[M+H]+,339.0895,POSITIVE,110.0,PFDCOZXELJAUTR,0,339.08948186681204,True
MSBNK-BAFG-CSL23111018526,131,[M+H]+,316.1543,POSITIVE,90.0,BRUQQQPBMZOVGD,0,316.154334618812,True
