key,scaffold_group,parent_formula,parent_charge,mh_mz,compound_name,n_records,ce_values,n_distinct_ce,ce_units,any_record_in_2023_11,all_records_in_2023_11,recorded_charged,recorded_block1s,date_published,in_msg15_any_route,in_msg15_simchallenge,in_muru_registry,in_muru_exposed_union,in_muru_exposed_populations,in_muru_dev,in_pr7,in_comparator,in_msnlib_9lib,sg_in_msg15,sg_in_muru_registry,sg_in_muru_dev,sg_in_pr7,sg_in_comparator,in_range_70_1042_6,charge_neutral_parent,msg_qtof_rows,msg_qtof_ladder_ce,msg_qtof_max_ce,msg_folds,hidden_msg_candidate_strong,hidden_msg_candidate_any_same_formula
HJZZQNLKBWJYPD,__ACYCLIC__HJZZQNLKBWJYPD,C8H14O7,0,223.081229254812,"3,6,9-Trioxaundecanedioic acid",16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,HJZZQNLKBWJYPD,2025-01-17,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,16.0,16.0,150.0,train,False,False
HKIQFQKRAQSUJI,c1ccc2scnc2c1,C9H9NS2,0,196.02491775481198,2-(Ethylthio)benzothiazole,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,HKIQFQKRAQSUJI,2025-01-17,True,True,False,False,False,False,False,False,False,True,True,True,False,False,True,True,8.0,8.0,70.0,train,False,False
HKJKONMZMPUGHJ,c1ccc(N=Nc2ccc3ccc(N=Nc4ccccc4)cc3c2)cc1,C22H16N6O9S2,0,573.0492945588119,Amido Black 10B,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,False,False,False,HKJKONMZMPUGHJ,2025-01-17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,,,,,False,False
HKQYGTCOTHHOMP,O=c1c(-c2ccccc2)coc2ccccc12,C16H12O4,0,269.080835330812,Formononetin,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,HKQYGTCOTHHOMP,2025-01-17,True,True,True,True,True,True,False,False,True,True,True,True,False,False,True,True,44.0,22.0,150.0,train,False,False
HLFSDGLLUJUHTE,c1ccc(C2CN3CCSC3=N2)cc1,C11H12N2S,0,205.07939585081198,Levamisole,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,HLFSDGLLUJUHTE,2025-01-17,True,True,True,True,True,True,False,False,True,True,True,True,False,False,True,True,26.0,22.0,90.0,train,False,False
HLIAVLHNDJUHFG,c1ccccc1,C20H30N2O5,0,379.222748526812,Neotame,9,10;20;30;40;50;60;70;80,8,V,True,True,False,HLIAVLHNDJUHFG,2025-01-17,True,True,True,True,False,False,False,False,True,True,True,True,False,False,True,True,8.0,8.0,80.0,train,False,False
HMCCXLBXIJMERM,c1ccc(Sc2ccccc2)cc1,C20H22N4O6S,0,447.133281890812,Febantel,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,HMCCXLBXIJMERM,2025-01-17,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,16.0,16.0,150.0,test,False,False
HMPUHXCGUHDVBI,c1nncs1,C3H5N3S,0,116.02769462681199,"2-Amino-5-methyl-1,3,4-thiadiazole",16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,HMPUHXCGUHDVBI,2025-01-17,True,True,False,False,False,False,False,False,False,True,True,True,False,False,True,True,12.0,12.0,110.0,train,False,False
HNXNKTMIVROLTK,__ACYCLIC__HNXNKTMIVROLTK,C12H25NO,0,200.20089088681198,"N,N-Dimethyldecanamide",16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,HNXNKTMIVROLTK,2025-01-17,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,10.0,10.0,120.0,train,False,False
HOKKPVIRMVDYPB,N=C1SCCN1Cc1cccnc1,C10H9ClN4S,0,253.03092143481197,Thiacloprid,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,HOKKPVIRMVDYPB,2025-01-17,True,True,True,True,True,True,False,False,False,True,True,True,False,False,True,True,22.0,18.0,70.0,train,False,False
HOMGKSMUEGBAAB,O=[PH]1NCCCO1,C7H15Cl2N2O2P,0,261.032096176812,Ifosfamide,15,10;20;30;40;50;60;70;80;90;100;110;120;130;140,14,V,True,True,False,HOMGKSMUEGBAAB,2025-01-17,True,True,True,True,True,True,False,False,False,True,True,True,False,False,True,True,20.0,11.0,50.0,train,False,False
HOYCASTVMCEOTP,c1ccsc1,C12H17NO4S,0,272.09510549081205,Dimethenamid-OA,10,10;20;30;40;50;60;70;80;90,9,V,True,True,False,HOYCASTVMCEOTP,2025-01-17,True,True,False,False,False,False,False,False,False,True,True,True,False,False,True,True,32.0,30.0,90.0,train,False,False
HPHUVLMMVZITSG,O=C1CCCN1,C8H14N2O2,0,171.11280415481198,Levetiracetam,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,HPHUVLMMVZITSG,2025-01-17,True,True,True,True,False,False,False,False,True,True,True,True,False,False,True,True,19.0,19.0,50.0,train,False,False
HPOCGNHBIFZCAN,c1ccc(Cc2cncnc2)cc1,C13H16N4O3,0,277.12951683881204,4-Desmethyl-trimethoprim,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,HPOCGNHBIFZCAN,2025-01-17,True,True,False,False,False,False,False,False,False,True,True,True,False,False,True,True,6.0,6.0,60.0,train,False,False
HQGPKMSGXAUKHT,O=C1CCCN1,C6H9NO3,0,144.065519614812,Methyl-5-oxopyrrolidine-2-carboxylate,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,HQGPKMSGXAUKHT,2025-01-17,True,True,True,True,False,False,False,False,True,True,True,True,False,False,True,True,7.0,7.0,60.0,train,False,False
HQUQLFOMPYWACS,__ACYCLIC__HQUQLFOMPYWACS,C6H12Cl3O4P,0,284.96115500081197,Tris(2-chloroethyl) phosphate,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,HQUQLFOMPYWACS,2025-01-17,True,True,True,True,True,True,False,False,False,True,True,True,False,False,True,True,15.0,13.0,60.0,train,False,False
HRKAMJBPFPHCSD,__ACYCLIC__HRKAMJBPFPHCSD,C12H27O4P,0,267.171972440812,Triisobutyl phosphate,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,HRKAMJBPFPHCSD,2025-01-17,True,True,True,True,True,True,False,False,False,True,True,True,False,False,True,True,23.0,13.0,80.0,train,False,False
HSRJKNPTNIJEKV,c1ccccc1,C10H14O4,0,199.096485394812,Guaifenesin,9,10;20;30;40;50;60;70;80,8,V,True,True,False,HSRJKNPTNIJEKV,2025-01-17,True,True,True,True,False,False,False,False,True,True,True,True,False,False,True,True,12.0,9.0,80.0,train,False,False
HTIQEAQVCYTUBX,C1=CC(c2ccccc2)C=CN1,C20H25ClN2O5,0,409.152476046812,Amlodipine,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,HTIQEAQVCYTUBX,2025-01-17,True,True,True,True,False,False,False,False,True,True,True,False,False,False,True,True,24.0,16.0,150.0,train,False,False
HTQMVQVXFRQIKW,c1ccc(-c2nn[nH]n2)c(-c2ccc(Cn3cnc4ccccc43)cc2)c1,C24H20N6O3,0,441.16696496681215,Candesartan,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,HTQMVQVXFRQIKW,2025-01-17,True,True,True,True,True,True,False,False,True,True,True,False,False,False,True,True,39.0,36.0,150.0,test,False,False
HTQNYBBTZSBWKL,O=C(c1ccccc1)c1ccccc1,C13H10O4,0,231.065185266812,"2,3,4-Trihydroxybenzophenone",13,10;20;30;40;50;60;70;80;90;100;110;120,12,V,True,True,False,HTQNYBBTZSBWKL,2025-01-17,True,True,False,False,False,False,False,False,False,True,True,True,False,False,True,True,6.0,6.0,80.0,train,False,False
HUBANNPOLNYSAD,c1ccncc1,C6H3Cl2NO2,0,191.96136016281199,Clopyralid,15,10;20;30;40;50;60;70;80;90;100;110;120;130;140,14,V,True,True,False,HUBANNPOLNYSAD,2025-01-17,True,True,True,True,True,True,False,False,False,True,True,True,False,False,True,True,15.0,15.0,140.0,train,False,False
HUWXDEQWWKGHRV,c1ccc(-c2ccccc2)cc1,C12H10Cl2N2,0,253.02938014681197,"3,3`-Dichlorobenzidine",16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,False,False,False,HUWXDEQWWKGHRV,2025-01-17,True,True,False,False,False,False,False,False,False,True,True,True,False,False,True,True,8.0,6.0,50.0,train,False,False
HWBPOLWLLFXEJY,c1ccc(Cc2cncnc2)cc1,C13H16N4O3,0,277.129516838812,3-Desmethyl-trimethoprim,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,HWBPOLWLLFXEJY,2025-01-17,True,True,False,False,False,False,False,False,False,True,True,True,False,False,True,True,9.0,9.0,80.0,train,False,False
HXCILVUBKWANLN,[N+]=C1C=CC(=C(c2ccccc2)c2ccccc2)C=C1,C27H33N2+,1,386.271101942902,Brilliant Green Cation,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,False,False,True,HXCILVUBKWANLN,2025-01-17,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,,,,,False,False
HXHWSAZORRCQMX,c1ccc2[nH]cnc2c1,C12H15N3O2S,0,266.09577418681204,Albendazole,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,HXHWSAZORRCQMX,2025-01-17,True,True,True,True,True,True,False,False,True,True,True,True,False,False,True,True,30.0,25.0,140.0,train,False,False
HXXLWTPFYWMBSC,c1ccc(N=Nc2ccccc2)cc1,C16H15Cl3N4O4,0,433.02316446681203,Disperse brown 1,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,False,False,False,HXXLWTPFYWMBSC,2025-01-17,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,,,,,False,False
HYFMSAFINFJTFH,O=C1C=CC(=O)C2=C1CC1C3NC3CN21,C16H19N3O6,0,350.1346617948121,Mitomycin A,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,HYFMSAFINFJTFH,2025-01-17,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,14.0,14.0,130.0,train,False,False
HYIMSNHJOBLJNT,C1=CC(c2ccccc2)C=CN1,C17H18N2O6,0,347.12376276281196,Nifedipine,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,HYIMSNHJOBLJNT,2025-01-17,True,True,True,True,False,False,False,False,True,True,True,False,False,False,True,True,10.0,8.0,70.0,train,False,False
HYRRKPFGZHWUPQ,c1ccccc1,C14H23NO3,0,254.17507006281198,C-desmethyl-metoprolol,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,HYRRKPFGZHWUPQ,2025-01-17,True,True,False,False,False,False,False,False,False,True,True,True,False,False,True,True,16.0,16.0,150.0,train,False,False
HZJKXKUJVSEEFU,c1ccc(CCn2cncn2)cc1,C15H17ClN4,0,289.121450690812,Myclobutanil,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,HZJKXKUJVSEEFU,2025-01-17,True,True,True,True,True,True,False,False,True,True,True,True,False,False,True,True,27.0,23.0,150.0,train,False,False
IAEGWXHKWJGQAZ,c1cnccn1,C7H10N2,0,123.09167478681199,"2,3,5-Trimethylpyrazine",9,10;20;30;40;50;60;70;80,8,V,True,True,False,IAEGWXHKWJGQAZ,2025-01-17,True,True,True,True,False,False,False,False,True,True,True,True,False,False,True,True,5.0,5.0,50.0,train,False,False
IAGUPODHENSJEZ,c1ccccc1,C8H9NO2,0,152.070604994812,Methyl-N-phenylcarbamate,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,IAGUPODHENSJEZ,2025-01-17,True,True,False,False,False,False,False,False,False,True,True,True,False,False,True,True,16.0,16.0,150.0,train,False,False
IAJNXBNRYMEYAZ,C=C(c1ccccc1)c1ccccc1,C18H15NO2,0,278.11755518681207,Ethyl-2-cyano-3.3-diphenylacrylate,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,IAJNXBNRYMEYAZ,2025-01-17,True,True,True,True,True,True,False,False,False,True,True,True,False,False,True,True,14.0,14.0,130.0,train,False,False
IANUJLZYFUDJIH,O=C(COc1nncs1)Nc1ccccc1,C14H13F4N3O2S,0,364.07373700281204,Flufenacet,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,IANUJLZYFUDJIH,2025-01-17,True,True,True,True,True,True,False,False,False,True,True,True,False,False,True,True,28.0,25.0,150.0,val,False,False
IAOZJIPTCAWIRG,c1ccccc1,C14H18N2O5,0,295.128848142812,Aspartame,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,IAOZJIPTCAWIRG,2025-01-17,True,True,True,True,False,False,False,False,True,True,True,True,False,False,True,True,18.0,13.0,90.0,train,False,False
IBOFVQJTBBUKMU,c1ccc(Cc2ccccc2)cc1,C13H12Cl2N2,0,267.045030210812,"4,4`-Methylenebis(2-chloroaniline)",16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,False,False,False,IBOFVQJTBBUKMU,2025-01-17,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,,,,,False,False
IBSNKSODLGJUMQ,c1ccc(COc2ccccn2)cc1,C18H16F3NO4,0,368.110419118812,Picoxystrobin,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,IBSNKSODLGJUMQ,2025-01-17,True,True,True,True,True,True,False,False,False,True,True,True,False,False,True,True,27.0,22.0,110.0,train,False,False
ICMGLRUYEQNHPF,O=c1cc(NCCCN2CCN(c3ccccc3)CC2)[nH]c(=O)[nH]1,C20H29N5O3,0,388.23431625481203,Urapidil,1,35,1,V,True,True,False,ICMGLRUYEQNHPF,2025-01-17,True,True,True,True,False,False,False,False,True,True,True,False,False,False,True,True,5.0,0.0,35.0,train,False,False
ICNFHJVPAJKPHW,c1ccc(Sc2ccccc2)cc1,C12H12N2S,0,217.07939585081198,"4,4`-Thiodianiline",16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,False,False,False,ICNFHJVPAJKPHW,2025-01-17,True,True,True,True,True,False,False,False,False,True,True,False,False,False,True,True,10.0,8.0,50.0,train,False,False
ICTXHFFSOAJUMG,O=C1CCC2=C(CCC3C2CCC2CCCC23)C1,C20H26O2,0,299.200556538812,Norethynodrel,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,ICTXHFFSOAJUMG,2025-01-17,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,9.0,8.0,90.0,train,False,False
ICUTUKXCWQYESQ,O=C(Nc1ccccc1)Nc1ccccc1,C13H9Cl3N2O,0,314.98532241481206,Triclocarban,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,ICUTUKXCWQYESQ,2025-01-17,True,True,True,True,True,False,False,False,True,True,True,False,False,False,True,True,25.0,23.0,120.0,train,False,False
IDQHRQQSSQDLTR,c1ccccc1,C8H8Cl2N2O,0,219.00864470281198,Monomethyldiuron,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,IDQHRQQSSQDLTR,2025-01-17,True,True,True,True,True,False,False,False,False,True,True,True,False,False,True,True,18.0,18.0,70.0,train,False,False
IEDVJHCEMCRBQM,c1ccc(Cc2cncnc2)cc1,C14H18N4O3,0,291.14516690281204,Trimethoprim,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,IEDVJHCEMCRBQM,2025-01-17,True,True,True,True,True,True,False,False,True,True,True,True,False,False,True,True,39.0,29.0,150.0,train,False,False
IHJCXVZDYSXXFT,c1ccccc1,C6H8ClN3O4S2,0,285.97175188281204,"4-Amino-6-Chloro-1,3-Benzenedisulfonamide",15,10;20;30;40;50;60;70;80;90;100;110;120;130;150,14,V,True,True,False,IHJCXVZDYSXXFT,2025-01-17,True,True,False,False,False,False,False,False,False,True,True,True,False,False,True,True,13.0,13.0,150.0,train,False,False
IIBYAHWJQTYFKB,O=C(NCCc1ccccc1)c1ccccc1,C19H20ClNO4,0,362.1153622668119,Bezafibrate,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,IIBYAHWJQTYFKB,2025-01-17,True,True,True,True,True,True,False,False,True,True,True,True,False,False,True,True,20.0,17.0,90.0,train,False,False
IICRGUKQYYOPIG,O=C1OCCOC(=O)c2ccc(cc2)C(=O)OCCOC(=O)c2ccc(cc2)C(=O)OCCOC(=O)c2ccc1cc2,C30H24O12,0,577.1340526748119,Ethylene terephthalate cyclic trimer,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,IICRGUKQYYOPIG,2025-01-17,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,14.0,14.0,150.0,val,False,False
IJJVMEJXYNJXOJ,O=c1c2ccccc2nc(-n2cncn2)n1-c1ccccc1,C16H8Cl2FN5O,0,376.016269922812,Fluquinconazole,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,IJJVMEJXYNJXOJ,2025-01-17,True,True,True,True,True,True,False,False,False,True,True,True,False,False,True,True,16.0,15.0,150.0,train,False,False
ILEDWLMCKZNDJK,O=c1ccc2ccccc2o1,C9H6O4,0,179.033885138812,Esculetin,9,10;20;30;40;50;60;70;80,8,V,True,True,False,ILEDWLMCKZNDJK,2025-01-17,True,True,True,True,False,False,False,False,True,True,True,True,False,False,True,True,35.0,20.0,70.0,train,False,False
ILLQTAPXYCRJRB,O=c1cc[nH]c(CSc2nc3ccccc3[nH]2)c1,C15H13F2N3O3S,0,354.071845182812,4'-O-Demethyl pantoprazole sulfide,32,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,False,False,False,ILLQTAPXYCRJRB,2025-01-17,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,,,,,False,False
IMPPGHMHELILKG,c1ccccc1,C8H11NO,0,138.09134043881198,p-Phenetidine,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,False,False,False,IMPPGHMHELILKG,2025-01-17,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,,,,,False,False
IMSSROKUHAOUJS,c1ccc2c(c1)CCC1C2CCC2CCCC21,C21H26O2,0,311.200556538812,17alpha-Ethinylestradiol-3-methylether,13,10;20;30;40;50;60;70;80;90;100;110;140,12,V,True,True,False,IMSSROKUHAOUJS,2025-01-17,True,True,True,True,False,False,False,False,True,True,True,True,False,False,True,True,12.0,10.0,140.0,train,False,False
INGSNVSERUZOAK,c1ccc(CC2CCCCN2)cc1,C13H17NO2,0,220.13320525081198,Ritalinic acid,10,10;20;30;40;50;60;70;80;90,9,V,True,True,False,INGSNVSERUZOAK,2025-01-17,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,16.0,14.0,90.0,train,False,False
INOIOAWTVPHTCJ,c1ccc(N=Nc2ccc3ccccc3c2)cc1,C20H19N3O11S3,0,574.0254478948119,Reactive Orange,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,False,False,False,INOIOAWTVPHTCJ,2025-01-17,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,,,,,False,False
IODGAONBTQRGGG,O=C1CCCN1,C8H13NO3,0,172.096819742812,Levetiracetam acid,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,IODGAONBTQRGGG,2025-01-17,True,True,True,True,False,False,False,False,True,True,True,True,False,False,True,True,4.0,4.0,40.0,train,False,False
IOJUPLGTWVMSFF,c1ccc2scnc2c1,C7H5NS,0,136.02154662681198,Benzothiazole,5,10;20;30;40,4,V,True,True,False,IOJUPLGTWVMSFF,2025-01-17,True,True,False,False,False,False,False,False,False,True,True,True,False,False,True,True,4.0,4.0,40.0,train,False,False
IOJWAAXMYYMGMG,O=C1C=CC=CC1=C1Nc2ccccc2N1,C13H10N2O,0,211.08658940681198,2-(2-Hydroxyphenyl)-1H-benzimidazole,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,IOJWAAXMYYMGMG,2025-01-17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,,,,,False,True
IOQPZZOEVPZRBK,__ACYCLIC__IOQPZZOEVPZRBK,C8H19N,0,130.15902607481198,Octylamine,6,10;20;30;40;50,5,V,True,True,False,IOQPZZOEVPZRBK,2025-01-17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,,,,,False,False
IOYNQIMAUDJVEI,O=C1C=CCC(C2CCOCC2)C1,C17H24ClNO4,0,342.1466623948119,Tepraloxydim,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,IOYNQIMAUDJVEI,2025-01-17,True,True,True,True,True,False,False,False,False,True,False,False,False,False,True,True,28.0,25.0,150.0,test,False,False
IPFBMHOMTSBTSU,c1ccccc1,C8H9NO3,0,168.065519614812,3-Hydroxyacetaminophen,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,IPFBMHOMTSBTSU,2025-01-17,True,True,True,True,False,False,False,False,True,True,True,True,False,False,True,True,5.0,5.0,40.0,train,False,False
IPROLSVTVHAQLE,c1ccc(OC2CCCCO2)cc1,C14H17NO8,0,328.10269297081203,4-Acetamidophenyl D-glucopyranosiduronic acid,7,10;20;30;40;50;60,6,V,True,True,False,IPROLSVTVHAQLE,2025-01-17,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,9.0,9.0,50.0,train,False,False
IPVCSECPEVHQOV,c1ccc(NCn2cccn2)cc1,C14H17N3O4S,0,324.101253490812,Metazachlor ESA,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,IPVCSECPEVHQOV,2025-01-17,True,True,True,True,True,True,False,False,False,True,True,True,False,False,True,True,28.0,26.0,150.0,train,False,False
IPZFPROOBOUEIG,c1cc[n+](Cc2cncnc2)cc1,C14H19N4+,1,244.16769949490197,Amprolium,8,10;20;30;40;50;60;70,7,V,True,True,True,IPZFPROOBOUEIG,2025-01-17,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,,,,,False,False
IQFYYKKMVGJFEH,O=c1ccn(C2CCCO2)c(=O)[nH]1,C10H14N2O5,0,243.097548014812,Thymidine,11,10;20;30;40;50;60;70;80;90;140,10,V,True,True,False,IQFYYKKMVGJFEH,2025-01-17,True,True,True,True,False,False,False,False,True,True,True,False,False,False,True,True,31.0,19.0,70.0,train,False,False
IRCMYGHHKLLGHV,c1ccc2c(c1)CCO2,C13H18O5S,0,287.094771142812,Ethofumesate,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,IRCMYGHHKLLGHV,2025-01-17,True,True,True,True,True,True,False,False,False,True,True,True,False,False,True,True,26.0,23.0,130.0,train,False,False
IROINLKCQGIITA,c1ncncn1,C10H19N5S,0,242.14339307481197,Terbutryn,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,IROINLKCQGIITA,2025-01-17,True,True,True,True,True,True,False,False,True,True,True,True,False,False,True,True,13.0,10.0,50.0,train,False,False
IRSCQMHQWWYFCW,O=c1nc[nH]c2[nH]cnc12,C9H13N5O4,0,256.104030362812,Ganciclovir,8,10;20;30;40;50;60;70,7,V,True,True,False,IRSCQMHQWWYFCW,2025-01-17,True,True,True,True,True,True,False,False,True,False,True,True,False,False,True,True,5.0,5.0,40.0,train,False,False
ISEUFVQQFVOBCY,c1ncncn1,C10H19N5O,0,226.16623669481197,Prometon,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,ISEUFVQQFVOBCY,2025-01-17,True,True,False,False,False,False,False,False,False,True,True,True,False,False,True,True,15.0,15.0,50.0,train,False,False
ISRUGXGCCGIOQO,c1ccccc1,C11H15NO3,0,210.112469806812,Propoxur,14,10;20;30;40;50;60;70;80;90;100;110;120;130,13,V,True,True,False,ISRUGXGCCGIOQO,2025-01-17,True,True,True,True,True,True,False,False,True,True,True,True,False,False,True,True,2.0,1.0,20.0,train,False,False
ISZQNKFXNXQTTF,C(=NOCc1ccccc1)c1ccccc1,C19H17F3N2O4,0,395.12131815081204,Trifloxystrobin acid,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,ISZQNKFXNXQTTF,2025-01-17,True,True,True,True,True,True,False,False,False,True,True,True,False,False,True,True,10.0,10.0,50.0,train,True,True
IUBSYMUCCVWXPE,c1ccccc1,C15H25NO3,0,268.19072012681204,Metoprolol,17,10;20;30;35;40;50;60;70;80;90;100;110;120;130;140;150,16,V,True,True,False,IUBSYMUCCVWXPE,2025-01-17,True,True,True,True,True,True,False,False,True,True,True,True,False,False,True,True,34.0,29.0,150.0,train,False,False
IVENSCMCQBJAKW,c1ncncn1,C5H8ClN5,0,174.05409940281197,Deisopropylatrazine,9,10;20;30;40;50;60;70;90,8,V,True,True,False,IVENSCMCQBJAKW,2025-01-17,True,True,True,True,True,True,False,False,False,True,True,True,False,False,True,True,10.0,8.0,90.0,train,False,False
IVUXTESCPZUGJC,c1ccc(Oc2ccccc2)cc1,C15H15ClN2O2,0,291.08948186681204,Chloroxuron,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,IVUXTESCPZUGJC,2025-01-17,True,True,True,True,True,True,False,False,False,True,True,True,False,False,True,True,10.0,6.0,50.0,train,False,False
IVYJQUYTOJAORN,__ACYCLIC__IVYJQUYTOJAORN,C23H50N+,1,341.401053486902,Eicosyltrimethylammonium,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,True,IVYJQUYTOJAORN,2025-01-17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,False,False
IWWWBRIIGAXLCJ,N=c1ccc2c(-c3ccccc3)c3ccccc3oc-2c1,C28H30N2O3,0,443.2329192868119,Basic Red 1,9,10;20;30;40;50;60;70;80,8,V,False,False,False,IWWWBRIIGAXLCJ,2025-01-17,True,True,True,True,False,False,False,False,True,True,True,False,False,False,True,True,,,,,False,False
IYAZLDLPUNDVAG,c1ccc(-n2nc3ccccc3n2)cc1,C20H25N3O,0,324.20703888681203,Octrizole,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,IYAZLDLPUNDVAG,2025-01-17,True,True,True,True,True,True,False,False,False,True,True,True,False,False,True,True,4.0,4.0,50.0,train,False,False
IYRYQBAAHMBIFT,c1ccc2nc3ccccc3cc2c1,C14H9NO2,0,224.070604994812,Acridine-9-carboxylic acid,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,IYRYQBAAHMBIFT,2025-01-17,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,12.0,12.0,120.0,train,False,False
IZEKFCXSFNUWAM,c1nc(N2CCCCC2)c2ncnc(N3CCCCC3)c2n1,C24H40N8O4,0,505.32452822681205,Dipyridamole,16,10;20;30;40;50;60;70;80;90;100;110;120;130;140;150,15,V,True,True,False,IZEKFCXSFNUWAM,2025-01-17,True,True,True,True,False,False,False,False,True,True,True,False,False,False,True,True,17.0,13.0,150.0,train,False,False
