spectrum_id,compound_name,adduct,ion_mode,charge,precursor_mz_gnps,exact_mass_gnps,source_file,chemical_class,smiles_gnps,smiles_maf,formula_maf,mz_maf,adduct_maf,retention_time_maf,key,scaffold_group,key_maf,scaffold_group_maf,formula_rdkit_parent,monoisotopic_mass_parent,theoretical_precursor_mz,precursor_err_da,exactmass_err_da,elements,n_components_raw,charged_raw,in_msg15_recorded_all,in_msg15_parent_all,in_msg15_simchallenge_all,in_msg15_recorded_train,in_msg15_recorded_val,in_msg15_recorded_test,in_muru_registry_all,in_muru_registry_direct_reason,in_muru_exposed_union,in_pr7_study2_population,in_comparator_common_population,in_msnlib_9lib,in_msnlib_v1_0_4lib,in_multims2_reserved_validation_secondary,in_muru_exposed_populations_union,in_muru_dev_compounds_csv_keys,in_pop_ENTACT-MIX-LISTS-499-503-505,in_pop_LCSB-ALL-MASSBANK-V1-EXPOSURE-SET,in_pop_LCSB-CONFIRMATION,in_pop_LCSB-DEV,in_pop_LCSB-NEG,in_pop_LCSB-POS-V2-SPECTRA,in_pop_LCSB-RAW-MIX-REPLICATE-SET-92,in_pop_LCSB-RAW-MIXES-499-503-505,in_pop_MultiMS2-ANCHOR,in_pop_V2-DEVELOPMENT-POPULATION,in_pop_WUR-DEV-ANALYSIS,in_pop_WUR-DEV-HOLD,in_pop_WUR-NEG-D6-EXCLUDED,in_pop_WUR-NEG-DEV,in_pop_WUR-POS-IDENTITY,in_pop_WUR-SEALED,sg_in_msg15_scaffold_groups,sg_in_muru_registry_scaffold_groups,sg_in_muru_dev_scaffold_groups,sg_in_pr7_scaffold_groups,sg_in_comparator_scaffold_groups,in_msg15_any_route,formula_in_msg,formula_and_scaffold_in_msg,excluded_key_level_conservative,excluded_scaffold_level_muru_pr7_comparator
CCMSLIB00012718608,(-)-Dihydropertusaric acid,M+H,Positive,1,355.248,354.241,168 Scan.mzXML,Paraconic acids,C[C@H]1[C@@H]([C@@H](OC1=O)CCCCCCCCCCCCC(=O)C)C(=O)O,C[C@H]1[C@@H]([C@@H](OC1=O)CCCCCCCCCCCCC(=O)C)C(=O)O,C20H34O5,355.2484,M+H,5.7,GITAQGNGLWXMTE,O=C1CCCO1,GITAQGNGLWXMTE,O=C1CCCO1,C20H34O5,354.2406241879999,355.2479001879999,9.981200008724045e-05,0.00037581200007252846,C;H;O;,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True
CCMSLIB00012718609,Dihydropicrolichenic acid or 2-O-Methylanziaic acid,M-H,Negative,-1,443.207,444.215,169 Scan.mzXML,Didepside,CCCCCC1=C(C(=CC(=C1)O)OC)C(=O)OC2=CC(=C(C(=C2)O)C(=O)O)CCCCC,CCCCCC1=C(C(=CC(=C1)O)OC)C(=O)OC2=CC(=C(C(=C2)O)C(=O)O)CCCCC,C25H32O7,443.207,M-H,5.5,FMCKRJSNUOIOOJ,O=C(Oc1ccccc1)c1ccccc1,FMCKRJSNUOIOOJ,O=C(Oc1ccccc1)c1ccccc1,C25H32O7,444.2148033639999,443.20752736399993,-0.0005273639999359148,0.00019663600005515036,C;H;O;,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True
CCMSLIB00012718610,"""1,8-Dihydroxy-3,6-dimethoxyxanthone""",M+H,Positive,1,289.071,288.063,170 Scan.mzXML,Xanthone,OC1=C(C(C2=C(O)C=C(OC)C=C2O3)=O)C3=CC(OC)=C1,OC1=C(C(C2=C(O)C=C(OC)C=C2O3)=O)C3=CC(OC)=C1,C15H12O6,289.0712,M+H,5.9,AEUSBLWMURRGLG,O=c1c2ccccc2oc2ccccc12,AEUSBLWMURRGLG,O=c1c2ccccc2oc2ccccc12,C15H12O6,288.063388104,289.070664104,0.00033589600002414954,-0.000388104000023759,C;H;O;,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False,True
CCMSLIB00012718611,"""5,7-Dihydroxy-6-methylphthalide""",M-H,Negative,-1,179.035,180.042,172 Scan.mzXML,Phthalide,CC1=C(C=C2COC(=O)C2=C1O)O,CC1=C(C=C2COC(=O)C2=C1O)O,C9H8O4,179.0345,M-H,4.1,KFOVHCBSJURLKO,O=C1OCc2ccccc21,KFOVHCBSJURLKO,O=C1OCc2ccccc21,C9H8O4,180.042258736,179.03498273600002,1.7263999978922584e-05,-0.00025873600000636543,C;H;O;,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False,True
CCMSLIB00012718612,"""4,4'-Di-O-methylcryptochlorophaeic acid""",M-H,Negative,-1,487.233,488.241,173 Scan.mzXML,Didepside,O=C(C(C(CCCCC)=CC(OC)=C1)=C1OC)OC2=C(OC)C=C(CCCCC)C(C(O)=O)=C2O,O=C(C(C(CCCCC)=CC(OC)=C1)=C1OC)OC2=C(OC)C=C(CCCCC)C(C(O)=O)=C2O,C27H36O8,487.2332,M-H,5.5,JYGJXTAKUJOOGM,O=C(Oc1ccccc1)c1ccccc1,JYGJXTAKUJOOGM,O=C(Oc1ccccc1)c1ccccc1,C27H36O8,488.2410181119999,487.2337421119999,-0.000742111999898043,-1.811199990697787e-05,C;H;O;,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True
CCMSLIB00012718613,"""2,2'-Di-O-methyldivaricatic acid""",M+H,Positive,1,417.191,416.184,174 Scan.mzXML,Didepside,CCCC1=C(C(O)=O)C(OC)=CC(OC(C2=C(CCC)C=C(OC)C=C2OC)=O)=C1,CCCC1=C(C(O)=O)C(OC)=CC(OC(C2=C(CCC)C=C(OC)C=C2OC)=O)=C1,C23H28O7,417.1913,M+H,5.9,CCYIULDRPMUVNR,O=C(Oc1ccccc1)c1ccccc1,CCYIULDRPMUVNR,O=C(Oc1ccccc1)c1ccccc1,C23H28O7,416.1835032359999,417.1907792359999,0.00022076400006199037,0.0004967640001041218,C;H;O;,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True
CCMSLIB00012718614,"""2,4-Di-O-methylgyrophoric acid""",M+H,Positive,1,497.145,496.137,175 Scan.mzXML,Tridepside,CC1=CC(OC)=CC(OC)=C1C(OC2=CC(O)=C(C(OC3=CC(O)=C(C(O)=O)C(C)=C3)=O)C(C)=C2)=O,CC1=CC(OC)=CC(OC)=C1C(OC2=CC(O)=C(C(OC3=CC(O)=C(C(O)=O)C(C)=C3)=O)C(C)=C2)=O,C26H24O10,497.1447,M+H,5.7,KODVVMZOLYYCMV,O=C(Oc1ccc(C(=O)Oc2ccccc2)cc1)c1ccccc1,KODVVMZOLYYCMV,O=C(Oc1ccc(C(=O)Oc2ccccc2)cc1)c1ccccc1,C26H24O10,496.13694696799985,497.14422296799984,0.0007770320001441178,5.303200015305265e-05,C;H;O;,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
CCMSLIB00012718615,"""2,4-Di-O-methylhiascic acid""",M-H,Negative,-1,511.124,512.132,176 Scan.mzXML,Tridepside,CC1=C(O)C(OC)=CC(OC)=C1C(OC2=CC(O)=C(C(OC3=CC(O)=C(C(O)=O)C(C)=C3)=O)C(C)=C2)=O,CC1=C(O)C(OC)=CC(OC)=C1C(OC2=CC(O)=C(C(OC3=CC(O)=C(C(O)=O)C(C)=C3)=O)C(C)=C2)=O,C26H24O11,511.1241,M-H,5.3,FNTRLYCWIOWBHL,O=C(Oc1ccc(C(=O)Oc2ccccc2)cc1)c1ccccc1,FNTRLYCWIOWBHL,O=C(Oc1ccc(C(=O)Oc2ccccc2)cc1)c1ccccc1,C26H24O11,512.1318615879999,511.1245855879999,-0.0005855879998648561,0.0001384120000693656,C;H;O;,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
CCMSLIB00012718616,"""2,5-Di-O-methylhiascic acid""",M-H,Negative,-1,511.124,512.132,177 Scan.mzXML,Tridepside,CC1=C(OC)C(O)=CC(OC)=C1C(OC2=CC(O)=C(C(OC3=CC(O)=C(C(O)=O)C(C)=C3)=O)C(C)=C2)=O,CC1=C(OC)C(O)=CC(OC)=C1C(OC2=CC(O)=C(C(OC3=CC(O)=C(C(O)=O)C(C)=C3)=O)C(C)=C2)=O,C26H24O11,511.1241,M-H,5.2,KOCLGWPZSPKGTH,O=C(Oc1ccc(C(=O)Oc2ccccc2)cc1)c1ccccc1,KOCLGWPZSPKGTH,O=C(Oc1ccc(C(=O)Oc2ccccc2)cc1)c1ccccc1,C26H24O11,512.1318615879999,511.1245855879999,-0.0005855879998648561,0.0001384120000693656,C;H;O;,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
CCMSLIB00012718617,"""4,5-Di-O-methylhiascic acid""",M-H,Negative,-1,511.124,512.132,178 Scan.mzXML,Tridepside,CC1=C(OC)C(OC)=CC(O)=C1C(OC2=CC(O)=C(C(OC3=CC(O)=C(C(O)=O)C(C)=C3)=O)C(C)=C2)=O,CC1=C(OC)C(OC)=CC(O)=C1C(OC2=CC(O)=C(C(OC3=CC(O)=C(C(O)=O)C(C)=C3)=O)C(C)=C2)=O,C26H24O11,511.1241,M-H,5.7,JJGJURLQFWNLSP,O=C(Oc1ccc(C(=O)Oc2ccccc2)cc1)c1ccccc1,JJGJURLQFWNLSP,O=C(Oc1ccc(C(=O)Oc2ccccc2)cc1)c1ccccc1,C26H24O11,512.1318615879999,511.1245855879999,-0.0005855879998648561,0.0001384120000693656,C;H;O;,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
CCMSLIB00012718618,"""2,2'-Di-O-methylimbricaric acid""",M-H,Negative,-1,443.207,444.215,179 Scan.mzXML,Didepside,CCCCCC1=C(C(OC2=CC(CCC)=C(C(O)=O)C(OC)=C2)=O)C(OC)=CC(OC)=C1,CCCCCC1=C(C(OC2=CC(CCC)=C(C(O)=O)C(OC)=C2)=O)C(OC)=CC(OC)=C1,C25H32O7,443.207,M-H,5.7,DFARAUPKJWGCDA,O=C(Oc1ccccc1)c1ccccc1,DFARAUPKJWGCDA,O=C(Oc1ccccc1)c1ccccc1,C25H32O7,444.2148033639999,443.20752736399993,-0.0005273639999359148,0.00019663600005515036,C;H;O;,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True
CCMSLIB00012718619,"""2,4'-Di-O-methylnorsekikaic acid""",M-H,Negative,-1,417.155,418.163,180 Scan.mzXML,Didepside,O=C(C(C(CCC)=CC(O)=C1)=C1OC)OC2=C(OC)C=C(CCC)C(C(O)=O)=C2O,O=C(C(C(CCC)=CC(O)=C1)=C1OC)OC2=C(OC)C=C(CCC)C(C(O)=O)=C2O,C22H26O8,417.155,M-H,5.2,PMTPDCTYVRVNCB,O=C(Oc1ccccc1)c1ccccc1,PMTPDCTYVRVNCB,O=C(Oc1ccccc1)c1ccccc1,C22H26O8,418.16276779199995,417.15549179199996,-0.0004917919999911646,0.0002322080000567439,C;H;O;,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True
CCMSLIB00012718620,"""6alpha,9alpha-Di-O-methylsalazinic acid""",M-H,Negative,-1,415.066,416.074,181 Scan.mzXML,Depsidone,OC(C=C1C)=C(C(OC2=C(O3)C(COC)=C(C4=C2C(OC4=O)OC)O)=C1C3=O)C=O,OC(C=C1C)=C(C(OC2=C(O3)C(COC)=C(C4=C2C(OC4=O)OC)O)=C1C3=O)C=O,C20H16O10,415.0665,M-H,5.1,YGOCVVFLRYCJJL,O=C1Oc2ccc3c(c2Oc2ccccc21)COC3=O,YGOCVVFLRYCJJL,O=C1Oc2ccc3c(c2Oc2ccccc21)COC3=O,C20H16O10,416.07434671199985,415.06707071199986,-0.001070711999886953,-0.00034671199983904444,C;H;O;,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True
CCMSLIB00012718621,"""2,2'-Di-O-methylstenosporic acid""",M+H,Positive,1,445.223,444.215,182 Scan.mzXML,Didepside,O=C(C1=C(CCC)C=C(OC)C=C1OC)OC2=CC(CCCCC)=C(C(O)=O)C(OC)=C2,O=C(C1=C(CCC)C=C(OC)C=C1OC)OC2=CC(CCCCC)=C(C(O)=O)C(OC)=C2,C25H32O7,445.2226,M+H,5.7,SBQMZLOWZMZLQG,O=C(Oc1ccccc1)c1ccccc1,SBQMZLOWZMZLQG,O=C(Oc1ccccc1)c1ccccc1,C25H32O7,444.2148033639999,445.2220793639999,0.0009206360001030589,0.00019663600005515036,C;H;O;,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True
CCMSLIB00012718622,"""2',2""""-Di-O-methyltenuiorin""",M-H,Negative,-1,523.16,524.168,183 Scan.mzXML,Tridepside,CC1=CC(OC)=CC(O)=C1C(OC2=CC(OC)=C(C(OC3=CC(OC)=C(C(OC)=O)C(C)=C3)=O)C(C)=C2)=O,CC1=CC(OC)=CC(O)=C1C(OC2=CC(OC)=C(C(OC3=CC(OC)=C(C(OC)=O)C(C)=C3)=O)C(C)=C2)=O,C28H28O10,523.1604,M-H,5.5,CLEHMTXTAFHJOE,O=C(Oc1ccc(C(=O)Oc2ccccc2)cc1)c1ccccc1,CLEHMTXTAFHJOE,O=C(Oc1ccc(C(=O)Oc2ccccc2)cc1)c1ccccc1,C28H28O10,524.1682470959998,523.1609710959998,-0.0009710959998301405,-0.0002470959998390754,C;H;O;,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
CCMSLIB00012718623,"""3,6-Di-O-methylthiophanic acid""",M-H,Negative,-1,420.92,421.928,184 Scan.mzXML,Xanthone,CC1=C2C(OC3=C(Cl)C(OC)=C(Cl)C(O)=C3C2=O)=C(Cl)C(OC)=C1Cl,CC1=C2C(OC3=C(Cl)C(OC)=C(Cl)C(O)=C3C2=O)=C(Cl)C(OC)=C1Cl,C16H10Cl4O5,420.9204,M-H,6.7,KCAJTYWZOXXPQF,O=c1c2ccccc2oc2ccccc12,KCAJTYWZOXXPQF,O=c1c2ccccc2oc2ccccc12,C16H10Cl4O5,421.9282341399999,420.9209581399999,-0.0009581399999092355,-0.00023413999991817036,C;Cl;H;O;,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True
CCMSLIB00012718624,Dioxocondidymic acid,M+H,Positive,1,427.176,426.168,185 Scan.mzXML,Dibenzofuran,OC(C1=C2C[C@@](CCC)(O)OC1=O)=CC3=C2C4=C(CC(CCC)=O)C=C(OC)C=C4O3,OC(C1=C2C[C@@](CCC)(O)OC1=O)=CC3=C2C4=C(CC(CCC)=O)C=C(OC)C=C4O3,C24H26O7,427.1757,M+H,5.5,NHOBDCLWIZSBIJ,O=C1OCCc2c1ccc1oc3ccccc3c21,NHOBDCLWIZSBIJ,O=C1OCCc2c1ccc1oc3ccccc3c21,C24H26O7,426.1678531719999,427.1751291719999,0.0008708280000746527,0.00014682800008358754,C;H;O;,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
CCMSLIB00012718625,Dioxodidymic acid,M-H,Negative,-1,397.129,398.137,186 Scan.mzXML,Dibenzofuran,OC(C1=C2C[C@@](CCC)(O)OC1=O)=CC3=C2C4=C(CC(C)=O)C=C(OC)C=C4O3,OC(C1=C2C[C@@](CCC)(O)OC1=O)=CC3=C2C4=C(CC(C)=O)C=C(OC)C=C4O3,C22H22O7,397.1288,M-H,5.1,DGHNINYHFSEJTI,O=C1OCCc2c1ccc1oc3ccccc3c21,DGHNINYHFSEJTI,O=C1OCCc2c1ccc1oc3ccccc3c21,C22H22O7,398.1365530439999,397.12927704399993,-0.00027704399991534956,0.00044695600007571556,C;H;O;,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
CCMSLIB00012718626,Diploicin,M-H,Negative,-1,420.92,421.928,187 Scan.mzXML,Depsidone,CC1=C2C(=C(C(=C1Cl)O)Cl)OC3=C(C(=C(C(=C3OC2=O)Cl)OC)Cl)C,CC1=C2C(=C(C(=C1Cl)O)Cl)OC3=C(C(=C(C(=C3OC2=O)Cl)OC)Cl)C,C16H10Cl4O5,420.9204,M-H,6.1,AXZCNBVMHHTPKA,O=C1Oc2ccccc2Oc2ccccc21,AXZCNBVMHHTPKA,O=C1Oc2ccccc2Oc2ccccc21,C16H10Cl4O5,421.9282341399999,420.9209581399999,-0.0009581399999092355,-0.00023413999991817036,C;Cl;H;O;,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
CCMSLIB00012718627,Diploschistesic acid,M-H,Negative,-1,333.061,334.069,188 Scan.mzXML,Didepside,CC1=CC(=CC(=C1C(=O)O)O)OC(=O)C2=C(C(=C(C=C2C)O)O)O,CC1=CC(=CC(=C1C(=O)O)O)OC(=O)C2=C(C(=C(C=C2C)O)O)O,C16H14O8,333.0611,M-H,4.5,UPYXFRYWDWLGRX,O=C(Oc1ccccc1)c1ccccc1,UPYXFRYWDWLGRX,O=C(Oc1ccccc1)c1ccccc1,C16H14O8,334.06886740799996,333.06159140799997,-0.0005914079999911337,0.00013259200005677485,C;H;O;,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True
CCMSLIB00012718628,Divaricatic acid,M-H,Negative,-1,387.144,388.152,189 Scan.mzXML,Didepside,CCCC1=C(C(=CC(=C1)OC)O)C(=O)OC2=CC(=C(C(=C2)O)C(=O)O)CCC,CCCC1=C(C(=CC(=C1)OC)O)C(=O)OC2=CC(=C(C(=C2)O)C(=O)O)CCC,C21H24O7,387.1444,M-H,5.8,FSRDIJIAQPSMMR,O=C(Oc1ccccc1)c1ccccc1,FSRDIJIAQPSMMR,O=C(Oc1ccccc1)c1ccccc1,C21H24O7,388.1522031079999,387.14492710799993,-0.0009271079999280118,-0.00020310799993694673,C;H;O;,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True
CCMSLIB00012718629,Divaronic acid,M-H,Negative,-1,385.129,386.137,190 Scan.mzXML,Depsidone,O=C1C2=C(CCC)C=C(OC)C=C2OC(C(CCC)=C(C(O)=O)C(O)=C3)=C3O1,O=C1C2=C(CCC)C=C(OC)C=C2OC(C(CCC)=C(C(O)=O)C(O)=C3)=C3O1,C21H22O7,385.1288,M-H,6.2,LWVHZHJOXWPWHN,O=C1Oc2ccccc2Oc2ccccc21,LWVHZHJOXWPWHN,O=C1Oc2ccccc2Oc2ccccc21,C21H22O7,386.13655304399987,385.1292770439999,-0.00027704399985850614,0.000446956000132559,C;H;O;,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True
CCMSLIB00012718630,Echinocarpic acid,M-H,Negative,-1,389.087,390.095,191 Scan.mzXML,Benzyldepside,O=C(C1=C(O)C(C)=C(O)C=C1C)OCC2=C(O)C(C(OC3O)=O)=C3C=C2OC,O=C(C1=C(O)C(C)=C(O)C=C1C)OCC2=C(O)C(C(OC3O)=O)=C3C=C2OC,C19H18O9,389.0873,M-H,4.9,IDYHKRQBCCKKSO,O=C(OCc1ccc2c(c1)C(=O)OC2)c1ccccc1,IDYHKRQBCCKKSO,O=C(OCc1ccc2c(c1)C(=O)OC2)c1ccccc1,C19H18O9,390.09508215599993,389.08780615599994,-0.0008061559999532619,-8.215599990535338e-05,C;H;O;,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
CCMSLIB00012718631,Elatinic acid,M-H,Negative,-1,403.103,404.111,192 Scan.mzXML,Didepside,CC1=C(C(OC2=C(C)C(O)=C(C(OC)=O)C(C)=C2)=O)C(O)=C(C(O)=O)C(OC)=C1,CC1=C(C(OC2=C(C)C(O)=C(C(OC)=O)C(C)=C2)=O)C(O)=C(C(O)=O)C(OC)=C1,C20H20O9,403.1029,M-H,5.6,KUGJNJIBROAICE,O=C(Oc1ccccc1)c1ccccc1,KUGJNJIBROAICE,O=C(Oc1ccccc1)c1ccccc1,C20H20O9,404.11073221999993,403.10345621999994,-0.00045621999993272766,0.00026778000005833746,C;H;O;,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True
CCMSLIB00012718632,Emodin,M-H,Negative,-1,269.045,270.053,193 Scan.mzXML,Quinone,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)O,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)O,C15H10O5,269.045,M-H,5.4,RHMXXJGYXNZAPX,O=C1c2ccccc2C(=O)c2ccccc21,RHMXXJGYXNZAPX,O=C1c2ccccc2C(=O)c2ccccc21,C15H10O5,270.05282342,269.04554742,-0.0005474199999753182,0.00017658000001574692,C;H;O;,1.0,False,True,True,True,True,False,False,True,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,True,True,True,True,True
CCMSLIB00012718633,Epanorin,M+H,Positive,1,436.176,435.168,194 Scan.mzXML,Pulvinic Acid Derivatives,CC(C)C[C@@H](C(OC)=O)NC(/C(C1=CC=CC=C1)=C2OC(C(C3=CC=CC=C3)=C/2O)=O)=O,CC(C)C[C@@H](C(OC)=O)NC(/C(C1=CC=CC=C1)=C2OC(C(C3=CC=CC=C3)=C/2O)=O)=O,C25H25NO6,436.176,M+H,6.2,IBSRGCBHIASQMQ,O=C1OC(=Cc2ccccc2)C=C1c1ccccc1,IBSRGCBHIASQMQ,O=C1OC(=Cc2ccccc2)C=C1c1ccccc1,C25H25NO6,435.16818751999995,436.17546351999994,0.0005364800000506875,-0.0001875199999403776,C;H;N;O;,1.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False
CCMSLIB00012718634,Epiphorellic acid 1,M-H,Negative,-1,473.218,474.225,195 Scan.mzXML,Diphenylether,CCCCCC1=C(C(=CC(=C1)O)OC2=C(C=C(C(=C2CCCCC)C(=O)O)O)OC)C(=O)OC,CCCCCC1=C(C(=CC(=C1)O)OC2=C(C=C(C(=C2CCCCC)C(=O)O)O)OC)C(=O)OC,C26H34O8,473.2176,M-H,5.5,FVGIGMWEANQQSW,c1ccc(Oc2ccccc2)cc1,FVGIGMWEANQQSW,c1ccc(Oc2ccccc2)cc1,C26H34O8,474.22536804799984,473.21809204799985,-9.204799982853729e-05,-0.0003680479998138253,C;H;O;,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,True
CCMSLIB00012718635,Epiphorellic acid 2,M-H,Negative,-1,487.197,488.205,196 Scan.mzXML,Diphenylether,CCCCCC1=C(C(=CC(=C1OC2=CC(=CC(=C2C(=O)OC)CCC(=O)CC)O)OC)O)C(=O)O,CCCCCC1=C(C(=CC(=C1OC2=CC(=CC(=C2C(=O)OC)CCC(=O)CC)O)OC)O)C(=O)O,C26H32O9,487.1968,M-H,5.1,SGQNLWJQSWFWLJ,c1ccc(Oc2ccccc2)cc1,SGQNLWJQSWFWLJ,c1ccc(Oc2ccccc2)cc1,C26H32O9,488.2046326039998,487.1973566039998,-0.00035660399981907176,0.00036739600017199336,C;H;O;,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,True
CCMSLIB00012718636,Epiphorellic acid 3,M+H,Positive,1,447.202,446.194,197 Scan.mzXML,Diphenylether,CCCC1=C(C(OC)=O)C(OC2=C(OC)C=C(O)C(C(O)=O)=C2CCCCC)=CC(O)=C1,CCCC1=C(C(OC)=O)C(OC2=C(OC)C=C(O)C(C(O)=O)=C2CCCCC)=CC(O)=C1,C24H30O8,447.2019,M+H,5.4,FRPPQYVAQHOWFB,c1ccc(Oc2ccccc2)cc1,FRPPQYVAQHOWFB,c1ccc(Oc2ccccc2)cc1,C24H30O8,446.19406791999995,447.20134391999994,0.000656080000055681,-6.791999993538411e-05,C;H;O;,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,True
CCMSLIB00012718637,"""20,24-Epoxydammarane-3beta,12beta,25-triol or Pyxinol""",M+H,Positive,1,477.394,476.387,198 Scan.mzXML,Terpene,C[C@]1([C@H](CC[C@]2([C@H]1CC[C@@]3([C@@H]2C[C@H]([C@H]4[C@]3(CC[C@@H]4[C@@]5(O[C@@H](CC5)C(O)(C)C)C)C)O)C)C)O)C,C[C@]1([C@H](CC[C@]2([C@H]1CC[C@@]3([C@@H]2C[C@H]([C@H]4[C@]3(CC[C@@H]4[C@@]5(O[C@@H](CC5)C(O)(C)C)C)C)O)C)C)O)C,C30H52O4,477.3944,M+H,7.2,DOAJFZJEGHSYOI,C1CCC2C(C1)CCC1C2CCC2C(C3CCCO3)CCC21,DOAJFZJEGHSYOI,C1CCC2C(C1)CCC1C2CCC2C(C3CCCO3)CCC21,C30H52O4,476.38656014399993,477.3938361439999,0.00016385600008561596,0.000439856000070904,C;H;O;,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
