library,SpectrumID,Compound_Name,Adduct,Instrument,Ion_Mode,Precursor_MZ,Smiles,create_time,key
LDB_POSITIVE,CCMSLIB00005719112,Leoidin,[M-H],qTof,Negative,411.004,O=C1c2c(C)c(Cl)c(O)c(Cl)c2Oc2c(O1)c(c(c(c2C)C(=O)OC)O)C,2020-03-23 10:55:54.0,RCLFRVZNHRFQGE
LDB_POSITIVE,CCMSLIB00005719113,Methyl Haematommate,[M-H],qTof,Negative,209.045,O=C(OC)c1c(C)cc(O)c(C=O)c1O,2020-03-23 10:55:54.0,PXFMUVDLJWXOQM
LDB_POSITIVE,CCMSLIB00005719114,Norstictic acid,[M-H+CH3OH],qTof,Negative,403.066,O=C1c2c(C)cc(O)c(C=O)c2Oc2c(O1)c(c(c1c2C(O)OC1=O)O)C,2020-03-23 10:55:54.0,IEVVSJFLBYOUCJ
LDB_POSITIVE,CCMSLIB00005719115,Norstictic acid,[M-H],qTof,Negative,371.04,O=C1c2c(C)cc(O)c(C=O)c2Oc2c(O1)c(c(c1c2C(O)OC1=O)O)C,2020-03-23 10:55:54.0,IEVVSJFLBYOUCJ
LDB_POSITIVE,CCMSLIB00005719116,Norstictic acid,[M-H+HCOOH],qTof,Negative,417.046,O=C1c2c(C)cc(O)c(C=O)c2Oc2c(O1)c(c(c1c2C(O)OC1=O)O)C,2020-03-23 10:55:54.0,IEVVSJFLBYOUCJ
LDB_POSITIVE,CCMSLIB00005719117,Obtusatic acid,[M-H],qTof,Negative,345.097,Cc1c(c(O)c(C)c(OC)c1)C(=O)Oc1cc(C)c(C(=O)O)c(O)c1,2020-03-23 10:55:54.0,GEZCJRBINSDUSC
LDB_POSITIVE,CCMSLIB00005719118,Protolichesterinic acid,[2M-H],qTof,Negative,647.452,CCCCCCCCCCCCCC1C(C(=C)C(=O)O1)C(=O)O,2020-03-23 10:55:54.0,WZYZDHVPSZCEEP
LDB_POSITIVE,CCMSLIB00005719119,Protolichesterinic acid,[M-H],qTof,Negative,323.222,CCCCCCCCCCCCCC1C(C(=C)C(=O)O1)C(=O)O,2020-03-23 10:55:54.0,WZYZDHVPSZCEEP
LDB_POSITIVE,CCMSLIB00005719120,Scensidin,[M-H+CH3OH],qTof,Negative,399.04,O=C1c2c(C)c(Cl)c(OC)cc2Oc2c(O1)cc(c(c2C)Cl)OC,2020-03-23 10:55:54.0,AYDBBWJGHVYDQE
LDB_POSITIVE,CCMSLIB00005719121,Scensidin,[M+Cl],qTof,Negative,402.991,O=C1c2c(C)c(Cl)c(OC)cc2Oc2c(O1)cc(c(c2C)Cl)OC,2020-03-23 10:55:54.0,AYDBBWJGHVYDQE
LDB_POSITIVE,CCMSLIB00005719122,Scensidin,[M-2H+K],qTof,Negative,404.97,O=C1c2c(C)c(Cl)c(OC)cc2Oc2c(O1)cc(c(c2C)Cl)OC,2020-03-23 10:55:54.0,AYDBBWJGHVYDQE
LDB_POSITIVE,CCMSLIB00005719123,Beta-Collatolic acid,[M-H+CH3OH],qTof,Negative,557.239,O=c1oc(CCCCC)cc2c1c(cc(c2)OC)Oc1c(CC(=O)CCCCC)c(C(=O)O)c(O)cc1O,2020-03-23 10:55:54.0,NDOGMEJTCDSZAS
LDB_POSITIVE,CCMSLIB00005719124,Beta-Collatolic acid,[M-H],qTof,Negative,525.213,O=c1oc(CCCCC)cc2c1c(cc(c2)OC)Oc1c(CC(=O)CCCCC)c(C(=O)O)c(O)cc1O,2020-03-23 10:55:54.0,NDOGMEJTCDSZAS
LDB_POSITIVE,CCMSLIB00005719125,Mycosporine serinol,[M-H],qTof,Negative,260.113,COC1=C(NC(CO)CO)C[C@](CO)(O)CC1=O,2020-03-23 10:55:54.0,VVTDHOIRNPCGTH
LDB_POSITIVE,CCMSLIB00005719126,Mycosporine serinol,[M-H+HCOOH],qTof,Negative,306.119,COC1=C(NC(CO)CO)C[C@](CO)(O)CC1=O,2020-03-23 10:55:54.0,VVTDHOIRNPCGTH
LDB_POSITIVE,CCMSLIB00005719127,Mycosporine glutaminol,[M-H-H2O],qTof,Negative,283.129,COC1=C(NC(CO)CCC(=N)O)CC(CO)(O)CC1=O,2020-03-23 10:55:54.0,BVWBDCIYHWDCRQ
LDB_POSITIVE,CCMSLIB00005719128,Mycosporine glutaminol,[M-H],qTof,Negative,301.14,COC1=C(NC(CO)CCC(=N)O)CC(CO)(O)CC1=O,2020-03-23 10:55:54.0,BVWBDCIYHWDCRQ
LDB_POSITIVE,CCMSLIB00005719129,Mycosporine glutaminol,[M-H+HCOOH],qTof,Negative,347.145,COC1=C(NC(CO)CCC(=N)O)CC(CO)(O)CC1=O,2020-03-23 10:55:54.0,BVWBDCIYHWDCRQ
LDB_POSITIVE,CCMSLIB00005719130,Isoskyrin,M-H,qTof,Negative,537.082,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C=C(C(=C3C2=O)C4=C5C(=C(C=C4C)O)C(=O)C6=C(C5=O)C=C(C=C6O)O)O)O,2021-03-20 17:02:32.0,ZYHXFTQSOKDEDR
LDB_POSITIVE,CCMSLIB00005719131,Methoxyhaemoventosine,[M-H],qTof,Negative,333.061,Oc1c2c([C@@H](OC)[C@H](C)OC2=O)c(O)c2c1C(=O)C=C(OC)C2=O,2020-03-23 10:55:54.0,WPHIVUBMBWBSCK
LDB_POSITIVE,CCMSLIB00005719748,"""2,4,6-Trihydroxyacetophenone""",[M+H],Orbitrap,Positive,169.05,CC(=O)c1c(O)cc(O)cc1O,2020-03-23 11:24:15.0,XLEYFDVVXLMULC
LDB_POSITIVE,CCMSLIB00005719749,"""2-Hydroxy-4,6-dimethoxyacetophenone""",[M+H],Orbitrap,Positive,197.081,CC(=O)c1c(OC)cc(OC)cc1O,2020-03-23 11:24:15.0,FBUBVLUPUDBFME
LDB_POSITIVE,CCMSLIB00005719750,Acetylportentol,[M+H],Orbitrap,Positive,353.196,CC1C(OC2(C(C3C(C(=O)C2(C(=O)O3)C)C)C)C(C1OC(=O)C)C)C,2020-03-23 11:24:15.0,CMTSHPFXBUQFIX
LDB_POSITIVE,CCMSLIB00005719751,Acetylportentol,[M+Na],Orbitrap,Positive,375.178,CC1C(OC2(C(C3C(C(=O)C2(C(=O)O3)C)C)C)C(C1OC(=O)C)C)C,2020-03-23 11:24:15.0,CMTSHPFXBUQFIX
LDB_POSITIVE,CCMSLIB00005719752,Acetylportentol,[M+NH4],Orbitrap,Positive,370.223,CC1C(OC2(C(C3C(C(=O)C2(C(=O)O3)C)C)C)C(C1OC(=O)C)C)C,2020-03-23 11:24:15.0,CMTSHPFXBUQFIX
LDB_POSITIVE,CCMSLIB00005719753,Portentol,[2M+Na],Orbitrap,Positive,643.346,CC1C(OC2(C(C1O)C)C(C1C(C(=O)C2(C(=O)O1)C)C)C)C,2020-03-23 11:24:15.0,CVPVGRDVSAJUQS
LDB_POSITIVE,CCMSLIB00005719754,Portentol,[M+Na+CH3CN],Orbitrap,Positive,374.194,CC1C(OC2(C(C1O)C)C(C1C(C(=O)C2(C(=O)O1)C)C)C)C,2020-03-23 11:24:15.0,CVPVGRDVSAJUQS
LDB_POSITIVE,CCMSLIB00005719755,Portentol,[M+Na],Orbitrap,Positive,333.168,CC1C(OC2(C(C1O)C)C(C1C(C(=O)C2(C(=O)O1)C)C)C)C,2020-03-23 11:24:15.0,CVPVGRDVSAJUQS
LDB_POSITIVE,CCMSLIB00005719756,Dihydromuronic acid,[M+H],Orbitrap,Positive,369.264,CC(=O)CCCCCCCCCCCCC[C@@H]1C(C(C)C(=O)O1)C(=O)O,2020-03-23 11:24:15.0,SPGPUDJMXMJNCU
LDB_POSITIVE,CCMSLIB00005719757,Dihydromuronic acid,[M+NH4],Orbitrap,Positive,386.291,CC(=O)CCCCCCCCCCCCC[C@@H]1C(C(C)C(=O)O1)C(=O)O,2020-03-23 11:24:15.0,SPGPUDJMXMJNCU
LDB_POSITIVE,CCMSLIB00005719758,Bourgeanic acid,[2M+H],Orbitrap,Positive,773.614,CC[C@@H](C)C[C@@H](C)[C@@H]([C@H](C)C(=O)O[C@@H]([C@H](C)C[C@H](C)CC)[C@H](C)C(=O)O)O,2020-03-23 11:24:15.0,ZQEUMOKDJCSNHB
LDB_POSITIVE,CCMSLIB00005719759,Bourgeanic acid,[2M+NH4],Orbitrap,Positive,790.641,CC[C@@H](C)C[C@@H](C)[C@@H]([C@H](C)C(=O)O[C@@H]([C@H](C)C[C@H](C)CC)[C@H](C)C(=O)O)O,2020-03-23 11:24:15.0,ZQEUMOKDJCSNHB
LDB_POSITIVE,CCMSLIB00005719760,Bourgeanic acid,[M+H],Orbitrap,Positive,387.311,CC[C@@H](C)C[C@@H](C)[C@@H]([C@H](C)C(=O)O[C@@H]([C@H](C)C[C@H](C)CC)[C@H](C)C(=O)O)O,2020-03-23 11:24:15.0,ZQEUMOKDJCSNHB
LDB_POSITIVE,CCMSLIB00005719761,Bourgeanic acid,[M+Na],Orbitrap,Positive,409.293,CC[C@@H](C)C[C@@H](C)[C@@H]([C@H](C)C(=O)O[C@@H]([C@H](C)C[C@H](C)CC)[C@H](C)C(=O)O)O,2020-03-23 11:24:15.0,ZQEUMOKDJCSNHB
LDB_POSITIVE,CCMSLIB00005719762,Bourgeanic acid,[M+NH4],Orbitrap,Positive,404.338,CC[C@@H](C)C[C@@H](C)[C@@H]([C@H](C)C(=O)O[C@@H]([C@H](C)C[C@H](C)CC)[C@H](C)C(=O)O)O,2020-03-23 11:24:15.0,ZQEUMOKDJCSNHB
LDB_POSITIVE,CCMSLIB00005719763,Caperatic acid,[2M+Na],Orbitrap,Positive,827.513,CCCCCCCCCCCCCCC(C(=O)O)C(CC(=O)OC)(C(=O)O)O,2020-03-23 11:24:15.0,HMJJWFFZRCLIDN
LDB_POSITIVE,CCMSLIB00005719764,Caperatic acid,[M+Na],Orbitrap,Positive,425.251,CCCCCCCCCCCCCCC(C(=O)O)C(CC(=O)OC)(C(=O)O)O,2020-03-23 11:24:15.0,HMJJWFFZRCLIDN
LDB_POSITIVE,CCMSLIB00005719765,"""2,8-Dimethyl-5,7-dimethoxychromone""",[2M+Na],Orbitrap,Positive,491.168,O=c1cc(C)oc2c1c(OC)cc(OC)c2C,2020-03-23 11:24:15.0,MJHNYZONVLZSNB
LDB_POSITIVE,CCMSLIB00005719766,"""2,8-Dimethyl-5,7-dimethoxychromone""",[M+H],Orbitrap,Positive,235.097,O=c1cc(C)oc2c1c(OC)cc(OC)c2C,2020-03-23 11:24:15.0,MJHNYZONVLZSNB
LDB_POSITIVE,CCMSLIB00005719767,Eugenitin,[M+H],Orbitrap,Positive,221.081,Cc1cc(=O)c2c(c(c(cc2o1)OC)C)O,2020-03-23 11:24:15.0,RGTSAUBIQAKKLC
LDB_POSITIVE,CCMSLIB00005719768,Galapagin,[2M+Na],Orbitrap,Positive,871.264,O[C@H]1[C@H](O)[C@@H](O)[C@H](Oc2c(C)c3oc(C)cc(=O)c3c(O)c2C)O[C@@H]1COC(=O)C,2020-03-23 11:24:15.0,NJRLDXGREKHXGV
LDB_POSITIVE,CCMSLIB00005719769,Galapagin,[M+H],Orbitrap,Positive,425.145,O[C@H]1[C@H](O)[C@@H](O)[C@H](Oc2c(C)c3oc(C)cc(=O)c3c(O)c2C)O[C@@H]1COC(=O)C,2020-03-23 11:24:15.0,NJRLDXGREKHXGV
LDB_POSITIVE,CCMSLIB00005719770,Galapagin,[M+Na],Orbitrap,Positive,447.127,O[C@H]1[C@H](O)[C@@H](O)[C@H](Oc2c(C)c3oc(C)cc(=O)c3c(O)c2C)O[C@@H]1COC(=O)C,2020-03-23 11:24:15.0,NJRLDXGREKHXGV
LDB_POSITIVE,CCMSLIB00005719771,Isoeugenitol,[M+H],Orbitrap,Positive,207.066,Cc1cc(=O)c2c(c(C)c(O)cc2O)o1,2020-03-23 11:24:15.0,XSSGQRFNGHRFBC
LDB_POSITIVE,CCMSLIB00005719772,Lepraric acid,[M+H],Orbitrap,Positive,363.108,Cc1cc(=O)c2c(c(c(cc2o1)OC)COC(=O)/C=C(\C)/CC(=O)O)O,2020-03-23 11:24:15.0,JSLBEJMNMZJONS
LDB_POSITIVE,CCMSLIB00005719773,Lepraric acid,[M+Na],Orbitrap,Positive,385.09,Cc1cc(=O)c2c(c(c(cc2o1)OC)COC(=O)/C=C(\C)/CC(=O)O)O,2020-03-23 11:24:15.0,JSLBEJMNMZJONS
LDB_POSITIVE,CCMSLIB00005719774,"""2,4-Dichlor-1,3,6-tri-O-methylnorlichexanthone""",[M+H],Orbitrap,Positive,369.03,O=c1c2c(c(Cl)c(OC)c(Cl)c2OC)oc2c1c(cc(c2)OC)C,2020-03-23 11:24:15.0,KAJRGHJEGIZHMO
LDB_POSITIVE,CCMSLIB00005719775,"""2,4-Dichlor-1,3,6-tri-O-methylnorlichexanthone""",[M+K],Orbitrap,Positive,406.986,O=c1c2c(c(Cl)c(OC)c(Cl)c2OC)oc2c1c(cc(c2)OC)C,2020-03-23 11:24:15.0,KAJRGHJEGIZHMO
LDB_POSITIVE,CCMSLIB00005719776,Roccellin,[2M+Na],Orbitrap,Positive,927.253,O=C(C)O[C@@H]1[C@@H](O)[C@H](O)[C@@H](COC(=O)C)O[C@H]1Oc1cc2oc(C)cc(=O)c2c(O)c1C,2020-03-23 11:24:15.0,AFCAWRFTSGVRQA
LDB_POSITIVE,CCMSLIB00005719777,Roccellin,[M+H],Orbitrap,Positive,453.14,O=C(C)O[C@@H]1[C@@H](O)[C@H](O)[C@@H](COC(=O)C)O[C@H]1Oc1cc2oc(C)cc(=O)c2c(O)c1C,2020-03-23 11:24:15.0,AFCAWRFTSGVRQA
LDB_POSITIVE,CCMSLIB00005719778,Roccellin,[M+Na],Orbitrap,Positive,475.122,O=C(C)O[C@@H]1[C@@H](O)[C@H](O)[C@@H](COC(=O)C)O[C@H]1Oc1cc2oc(C)cc(=O)c2c(O)c1C,2020-03-23 11:24:15.0,AFCAWRFTSGVRQA
LDB_POSITIVE,CCMSLIB00005719779,"""Methyl-2,4-Di-O-methylorsellinate""",[M+H],Orbitrap,Positive,211.097,O=C(OC)c1c(C)cc(OC)cc1OC,2020-03-23 11:24:15.0,QCEODMDPMRZZDI
LDB_POSITIVE,CCMSLIB00005719780,"""2,5-Dichlor-1,3,6-tri-O-methylnorlichexanthone""",[M+H],Orbitrap,Positive,369.03,O=c1c2c(cc(OC)c(Cl)c2OC)oc2c1c(cc(c2Cl)OC)C,2020-03-23 11:24:15.0,QCVBBEYCXWJERE
LDB_POSITIVE,CCMSLIB00005719781,Rupicolin (sordidone),[M+H],Orbitrap,Positive,241.027,Cc1cc(=O)c2c(o1)c(c(c(c2O)C)O)Cl,2020-03-23 11:24:15.0,OFIWISPGMYFUGQ
LDB_POSITIVE,CCMSLIB00005719782,Acetylloboridin,[2M+Na],Orbitrap,Positive,1095.3,Cc1cc(=O)c2c(c(C)c(O[C@H]3[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@H](OC(=O)C)[C@@H](COC(=O)C)O3)cc2O)o1,2020-03-23 11:24:15.0,NWASWCGVBSEDJX
LDB_POSITIVE,CCMSLIB00005719783,Acetylloboridin,[M+H],Orbitrap,Positive,537.161,Cc1cc(=O)c2c(c(C)c(O[C@H]3[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@H](OC(=O)C)[C@@H](COC(=O)C)O3)cc2O)o1,2020-03-23 11:24:15.0,NWASWCGVBSEDJX
LDB_POSITIVE,CCMSLIB00005719784,Acetylloboridin,[M+Na],Orbitrap,Positive,559.143,Cc1cc(=O)c2c(c(C)c(O[C@H]3[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@H](OC(=O)C)[C@@H](COC(=O)C)O3)cc2O)o1,2020-03-23 11:24:15.0,NWASWCGVBSEDJX
LDB_POSITIVE,CCMSLIB00005719785,Arthoniaic acid,[2M+Na],Orbitrap,Positive,1079.46,CCCCCC(=O)Cc1cc(cc(c1C(=O)Oc1cc(c(c(c1)CC(=O)CCCCC)C(=O)O)OC)O)O,2020-03-23 11:24:15.0,DGXLEDCXMIJNPJ
LDB_POSITIVE,CCMSLIB00005719786,Arthoniaic acid,[2M+NH4],Orbitrap,Positive,1074.51,CCCCCC(=O)Cc1cc(cc(c1C(=O)Oc1cc(c(c(c1)CC(=O)CCCCC)C(=O)O)OC)O)O,2020-03-23 11:24:15.0,DGXLEDCXMIJNPJ
LDB_POSITIVE,CCMSLIB00005719787,Arthoniaic acid,[M+H],Orbitrap,Positive,529.244,CCCCCC(=O)Cc1cc(cc(c1C(=O)Oc1cc(c(c(c1)CC(=O)CCCCC)C(=O)O)OC)O)O,2020-03-23 11:24:15.0,DGXLEDCXMIJNPJ
LDB_POSITIVE,CCMSLIB00005719788,Arthoniaic acid,[M+K],Orbitrap,Positive,567.2,CCCCCC(=O)Cc1cc(cc(c1C(=O)Oc1cc(c(c(c1)CC(=O)CCCCC)C(=O)O)OC)O)O,2020-03-23 11:24:15.0,DGXLEDCXMIJNPJ
LDB_POSITIVE,CCMSLIB00005719789,Arthoniaic acid,[M+Na],Orbitrap,Positive,551.226,CCCCCC(=O)Cc1cc(cc(c1C(=O)Oc1cc(c(c(c1)CC(=O)CCCCC)C(=O)O)OC)O)O,2020-03-23 11:24:15.0,DGXLEDCXMIJNPJ
LDB_POSITIVE,CCMSLIB00005719790,Arthoniaic acid,[M+NH4],Orbitrap,Positive,546.27,CCCCCC(=O)Cc1cc(cc(c1C(=O)Oc1cc(c(c(c1)CC(=O)CCCCC)C(=O)O)OC)O)O,2020-03-23 11:24:15.0,DGXLEDCXMIJNPJ
LDB_POSITIVE,CCMSLIB00005719791,Diffractaic acid,[2M+Na],Orbitrap,Positive,771.263,Cc1cc(c(c(c1C(=O)O)O)C)OC(=O)c1c(c(c(cc1C)OC)C)OC,2020-03-23 11:24:15.0,MIJKZXWOOXIEEU
LDB_POSITIVE,CCMSLIB00005719792,Diffractaic acid,[2M+NH4],Orbitrap,Positive,766.307,Cc1cc(c(c(c1C(=O)O)O)C)OC(=O)c1c(c(c(cc1C)OC)C)OC,2020-03-23 11:24:15.0,MIJKZXWOOXIEEU
LDB_POSITIVE,CCMSLIB00005719793,Diffractaic acid,[M+Na+CH3CN],Orbitrap,Positive,438.153,Cc1cc(c(c(c1C(=O)O)O)C)OC(=O)c1c(c(c(cc1C)OC)C)OC,2020-03-23 11:24:15.0,MIJKZXWOOXIEEU
LDB_POSITIVE,CCMSLIB00005719794,Diffractaic acid,[M+H],Orbitrap,Positive,375.144,Cc1cc(c(c(c1C(=O)O)O)C)OC(=O)c1c(c(c(cc1C)OC)C)OC,2020-03-23 11:24:15.0,MIJKZXWOOXIEEU
LDB_POSITIVE,CCMSLIB00005719795,Diffractaic acid,[M+Na],Orbitrap,Positive,397.126,Cc1cc(c(c(c1C(=O)O)O)C)OC(=O)c1c(c(c(cc1C)OC)C)OC,2020-03-23 11:24:15.0,MIJKZXWOOXIEEU
LDB_POSITIVE,CCMSLIB00005719796,Erythrin,[2M+Na],Orbitrap,Positive,867.232,Cc1cc(O)cc(O)c1C(=O)Oc1cc(O)c(C(=O)OC[C@@H](O)[C@@H](O)CO)c(C)c1,2020-03-23 11:24:15.0,BUBBEHCXSMCYNY
LDB_POSITIVE,CCMSLIB00005719797,Erythrin,[M+H],Orbitrap,Positive,423.129,Cc1cc(O)cc(O)c1C(=O)Oc1cc(O)c(C(=O)OC[C@@H](O)[C@@H](O)CO)c(C)c1,2020-03-23 11:24:15.0,BUBBEHCXSMCYNY
LDB_POSITIVE,CCMSLIB00005719798,Erythrin,[M+Na],Orbitrap,Positive,445.111,Cc1cc(O)cc(O)c1C(=O)Oc1cc(O)c(C(=O)OC[C@@H](O)[C@@H](O)CO)c(C)c1,2020-03-23 11:24:15.0,BUBBEHCXSMCYNY
LDB_POSITIVE,CCMSLIB00005719799,Erythrin,[M+NH4],Orbitrap,Positive,440.156,Cc1cc(O)cc(O)c1C(=O)Oc1cc(O)c(C(=O)OC[C@@H](O)[C@@H](O)CO)c(C)c1,2020-03-23 11:24:15.0,BUBBEHCXSMCYNY
LDB_POSITIVE,CCMSLIB00005719800,Glomellic acid,[2M+Na],Orbitrap,Positive,967.336,Oc1c(C(=O)Oc2cc(O)c(C(=O)O)c(CC(=O)CCC)c2)c(CC(=O)CCC)cc(OC)c1,2020-03-23 11:24:15.0,QZZMDINWSWWNKM
LDB_POSITIVE,CCMSLIB00005719801,Glomellic acid,[2M+NH4],Orbitrap,Positive,962.381,Oc1c(C(=O)Oc2cc(O)c(C(=O)O)c(CC(=O)CCC)c2)c(CC(=O)CCC)cc(OC)c1,2020-03-23 11:24:15.0,QZZMDINWSWWNKM
LDB_POSITIVE,CCMSLIB00005719802,Glomellic acid,[M+H],Orbitrap,Positive,473.181,Oc1c(C(=O)Oc2cc(O)c(C(=O)O)c(CC(=O)CCC)c2)c(CC(=O)CCC)cc(OC)c1,2020-03-23 11:24:15.0,QZZMDINWSWWNKM
LDB_POSITIVE,CCMSLIB00005719803,Glomellic acid,[M+K],Orbitrap,Positive,511.137,Oc1c(C(=O)Oc2cc(O)c(C(=O)O)c(CC(=O)CCC)c2)c(CC(=O)CCC)cc(OC)c1,2020-03-23 11:24:15.0,QZZMDINWSWWNKM
LDB_POSITIVE,CCMSLIB00005719804,Glomellic acid,[M+Na],Orbitrap,Positive,495.163,Oc1c(C(=O)Oc2cc(O)c(C(=O)O)c(CC(=O)CCC)c2)c(CC(=O)CCC)cc(OC)c1,2020-03-23 11:24:15.0,QZZMDINWSWWNKM
LDB_POSITIVE,CCMSLIB00005719805,Glomellic acid,[M+NH4],Orbitrap,Positive,490.208,Oc1c(C(=O)Oc2cc(O)c(C(=O)O)c(CC(=O)CCC)c2)c(CC(=O)CCC)cc(OC)c1,2020-03-23 11:24:15.0,QZZMDINWSWWNKM
LDB_POSITIVE,CCMSLIB00005719806,Glomelliferic acid,[2M+Na],Orbitrap,Positive,939.378,Oc1c(C(=O)Oc2cc(O)c(C(=O)O)c(CCCCC)c2)c(CC(=O)CCC)cc(OC)c1,2020-03-23 11:24:15.0,PKLMGLZTAHCGBQ
LDB_POSITIVE,CCMSLIB00005719807,Glomelliferic acid,[2M+NH4],Orbitrap,Positive,934.422,Oc1c(C(=O)Oc2cc(O)c(C(=O)O)c(CCCCC)c2)c(CC(=O)CCC)cc(OC)c1,2020-03-23 11:24:15.0,PKLMGLZTAHCGBQ
LDB_POSITIVE,CCMSLIB00005719808,Glomelliferic acid,[M+H],Orbitrap,Positive,459.202,Oc1c(C(=O)Oc2cc(O)c(C(=O)O)c(CCCCC)c2)c(CC(=O)CCC)cc(OC)c1,2020-03-23 11:24:15.0,PKLMGLZTAHCGBQ
LDB_POSITIVE,CCMSLIB00005719809,Glomelliferic acid,[M+NH4],Orbitrap,Positive,476.228,Oc1c(C(=O)Oc2cc(O)c(C(=O)O)c(CCCCC)c2)c(CC(=O)CCC)cc(OC)c1,2020-03-23 11:24:15.0,PKLMGLZTAHCGBQ
LDB_POSITIVE,CCMSLIB00005719810,Merochlorophaeic acid,[2M+K],Orbitrap,Positive,931.352,O=C(Oc1c(O)cc(CCCCC)c(C(=O)O)c1O)c1c(CCC)cc(OC)cc1OC,2020-03-23 11:24:15.0,AAKHGLJWUOZNTQ
LDB_POSITIVE,CCMSLIB00005719811,Merochlorophaeic acid,[2M+Na],Orbitrap,Positive,915.378,O=C(Oc1c(O)cc(CCCCC)c(C(=O)O)c1O)c1c(CCC)cc(OC)cc1OC,2020-03-23 11:24:15.0,AAKHGLJWUOZNTQ
LDB_POSITIVE,CCMSLIB00005719812,Merochlorophaeic acid,[2M+NH4],Orbitrap,Positive,910.422,O=C(Oc1c(O)cc(CCCCC)c(C(=O)O)c1O)c1c(CCC)cc(OC)cc1OC,2020-03-23 11:24:15.0,AAKHGLJWUOZNTQ
LDB_POSITIVE,CCMSLIB00005719813,Merochlorophaeic acid,[M+H],Orbitrap,Positive,447.202,O=C(Oc1c(O)cc(CCCCC)c(C(=O)O)c1O)c1c(CCC)cc(OC)cc1OC,2020-03-23 11:24:15.0,AAKHGLJWUOZNTQ
LDB_POSITIVE,CCMSLIB00005719814,Merochlorophaeic acid,[M+K],Orbitrap,Positive,485.158,O=C(Oc1c(O)cc(CCCCC)c(C(=O)O)c1O)c1c(CCC)cc(OC)cc1OC,2020-03-23 11:24:15.0,AAKHGLJWUOZNTQ
LDB_POSITIVE,CCMSLIB00005719815,Merochlorophaeic acid,[M+Na],Orbitrap,Positive,469.184,O=C(Oc1c(O)cc(CCCCC)c(C(=O)O)c1O)c1c(CCC)cc(OC)cc1OC,2020-03-23 11:24:15.0,AAKHGLJWUOZNTQ
LDB_POSITIVE,CCMSLIB00005719816,Merochlorophaeic acid,[M+NH4],Orbitrap,Positive,464.228,O=C(Oc1c(O)cc(CCCCC)c(C(=O)O)c1O)c1c(CCC)cc(OC)cc1OC,2020-03-23 11:24:15.0,AAKHGLJWUOZNTQ
LDB_POSITIVE,CCMSLIB00005719817,Olivetoric acid,[2M+NH4],Orbitrap,Positive,962.454,Oc1cc(OC(=O)c2c(O)cc(O)cc2CC(=O)CCCCC)cc(CCCCC)c1C(=O)O,2020-03-23 11:24:15.0,VZPLPGICHZXOCQ
LDB_POSITIVE,CCMSLIB00005719818,Olivetoric acid,[M+H],Orbitrap,Positive,473.217,Oc1cc(OC(=O)c2c(O)cc(O)cc2CC(=O)CCCCC)cc(CCCCC)c1C(=O)O,2020-03-23 11:24:15.0,VZPLPGICHZXOCQ
LDB_POSITIVE,CCMSLIB00005719819,Olivetoric acid,[M+Na],Orbitrap,Positive,495.199,Oc1cc(OC(=O)c2c(O)cc(O)cc2CC(=O)CCCCC)cc(CCCCC)c1C(=O)O,2020-03-23 11:24:15.0,VZPLPGICHZXOCQ
LDB_POSITIVE,CCMSLIB00005719820,Olivetoric acid,[M+NH4],Orbitrap,Positive,490.244,Oc1cc(OC(=O)c2c(O)cc(O)cc2CC(=O)CCCCC)cc(CCCCC)c1C(=O)O,2020-03-23 11:24:15.0,VZPLPGICHZXOCQ
LDB_POSITIVE,CCMSLIB00005719821,Planaic acid,[2M+Na],Orbitrap,Positive,967.482,OC(=O)c1c(OC)cc(cc1CCCCC)OC(=O)c1c(CCCCC)cc(OC)cc1OC,2020-03-23 11:24:15.0,FNJKTDQIJKLZGZ
LDB_POSITIVE,CCMSLIB00005719822,Planaic acid,[2M+NH4],Orbitrap,Positive,962.527,OC(=O)c1c(OC)cc(cc1CCCCC)OC(=O)c1c(CCCCC)cc(OC)cc1OC,2020-03-23 11:24:15.0,FNJKTDQIJKLZGZ
LDB_POSITIVE,CCMSLIB00005719823,Planaic acid,[M+Na+CH3CN],Orbitrap,Positive,536.262,OC(=O)c1c(OC)cc(cc1CCCCC)OC(=O)c1c(CCCCC)cc(OC)cc1OC,2020-03-23 11:24:15.0,FNJKTDQIJKLZGZ
LDB_POSITIVE,CCMSLIB00005719824,Planaic acid,[M+H],Orbitrap,Positive,473.254,OC(=O)c1c(OC)cc(cc1CCCCC)OC(=O)c1c(CCCCC)cc(OC)cc1OC,2020-03-23 11:24:15.0,FNJKTDQIJKLZGZ
LDB_POSITIVE,CCMSLIB00005719825,Planaic acid,[M+Na],Orbitrap,Positive,495.236,OC(=O)c1c(OC)cc(cc1CCCCC)OC(=O)c1c(CCCCC)cc(OC)cc1OC,2020-03-23 11:24:15.0,FNJKTDQIJKLZGZ
LDB_POSITIVE,CCMSLIB00005719826,Sekikaic acid,[2M+Na],Orbitrap,Positive,859.315,Oc1c(C(=O)Oc2c(OC)cc(c(C(=O)O)c2O)CCC)c(CCC)cc(OC)c1,2020-03-23 11:24:15.0,CPHXGYQLOSNELY
