library,SpectrumID,Compound_Name,Adduct,Instrument,Ion_Mode,Precursor_MZ,Smiles,create_time,key
LDB_POSITIVE,CCMSLIB00005720038,Norrhizocarpic acid,[M+NH4],Orbitrap,Positive,473.171,O=C1O/C(=C(/C(=O)N[C@H](C(=O)O)Cc2ccccc2)\c2ccccc2)/C(=C1c1ccccc1)O,2020-03-23 11:24:15.0,XTLHEUFWRQKNNG
LDB_POSITIVE,CCMSLIB00005720039,Vulpinic acid,[M+H+CH3OH],Orbitrap,Positive,355.118,O=C1C(=C(O)/C(=C(/c2ccccc2)\C(=O)OC)/O1)c1ccccc1,2020-03-23 11:24:15.0,OMZRMXULWNMRAE
LDB_POSITIVE,CCMSLIB00005720040,Vulpinic acid,[M+H],Orbitrap,Positive,323.092,O=C1C(=C(O)/C(=C(/c2ccccc2)\C(=O)OC)/O1)c1ccccc1,2020-03-23 11:24:15.0,OMZRMXULWNMRAE
LDB_POSITIVE,CCMSLIB00005720041,Vulpinic acid,[M+NH4],Orbitrap,Positive,340.118,O=C1C(=C(O)/C(=C(/c2ccccc2)\C(=O)OC)/O1)c1ccccc1,2020-03-23 11:24:15.0,OMZRMXULWNMRAE
LDB_POSITIVE,CCMSLIB00005720042,Calycin,[M+H+CH3OH],Orbitrap,Positive,339.087,c1ccc(cc1)C1=C(C(=C2c3ccccc3OC2=O)OC1=O)O,2020-03-23 11:24:15.0,CGRCGRBHNKRILW
LDB_POSITIVE,CCMSLIB00005720043,Calycin,[M+H],Orbitrap,Positive,307.061,c1ccc(cc1)C1=C(C(=C2c3ccccc3OC2=O)OC1=O)O,2020-03-23 11:24:15.0,CGRCGRBHNKRILW
LDB_POSITIVE,CCMSLIB00005720044,Epanorin,[2M+H],Orbitrap,Positive,871.344,CC(C)C[C@@H](C(=O)OC)NC(=O)/C(=C\1/C(=C(C(=O)O1)c1ccccc1)O)/c1ccccc1,2020-03-23 11:24:15.0,IBSRGCBHIASQMQ
LDB_POSITIVE,CCMSLIB00005720045,Epanorin,[2M+NH4],Orbitrap,Positive,888.371,CC(C)C[C@@H](C(=O)OC)NC(=O)/C(=C\1/C(=C(C(=O)O1)c1ccccc1)O)/c1ccccc1,2020-03-23 11:24:15.0,IBSRGCBHIASQMQ
LDB_POSITIVE,CCMSLIB00005720046,Epanorin,[M+H],Orbitrap,Positive,436.176,CC(C)C[C@@H](C(=O)OC)NC(=O)/C(=C\1/C(=C(C(=O)O1)c1ccccc1)O)/c1ccccc1,2020-03-23 11:24:15.0,IBSRGCBHIASQMQ
LDB_POSITIVE,CCMSLIB00005720047,Epanorin,[M+NH4],Orbitrap,Positive,453.203,CC(C)C[C@@H](C(=O)OC)NC(=O)/C(=C\1/C(=C(C(=O)O1)c1ccccc1)O)/c1ccccc1,2020-03-23 11:24:15.0,IBSRGCBHIASQMQ
LDB_POSITIVE,CCMSLIB00005720048,Leprapinic acid,[2M+NH4],Orbitrap,Positive,722.224,O=C(OC)/C(=C\1/OC(=O)C(=C1O)c1ccccc1)/c1c(OC)cccc1,2020-03-23 11:24:15.0,IWYVMUDIEOXASM
LDB_POSITIVE,CCMSLIB00005720049,Leprapinic acid,[M+H+CH3OH],Orbitrap,Positive,385.129,O=C(OC)/C(=C\1/OC(=O)C(=C1O)c1ccccc1)/c1c(OC)cccc1,2020-03-23 11:24:15.0,IWYVMUDIEOXASM
LDB_POSITIVE,CCMSLIB00005720050,Leprapinic acid,[M+H],Orbitrap,Positive,353.103,O=C(OC)/C(=C\1/OC(=O)C(=C1O)c1ccccc1)/c1c(OC)cccc1,2020-03-23 11:24:15.0,IWYVMUDIEOXASM
LDB_POSITIVE,CCMSLIB00005720051,Leprapinic acid,[M+NH4],Orbitrap,Positive,370.129,O=C(OC)/C(=C\1/OC(=O)C(=C1O)c1ccccc1)/c1c(OC)cccc1,2020-03-23 11:24:15.0,IWYVMUDIEOXASM
LDB_POSITIVE,CCMSLIB00005720052,Leprapinic acid methyl ether,[2M+NH4],Orbitrap,Positive,750.255,O=C(OC)/C(=C\1/OC(=O)C(=C1OC)c1ccccc1)/c1c(OC)cccc1,2020-03-23 11:24:15.0,WGZKMINRLLRJPF
LDB_POSITIVE,CCMSLIB00005720053,Leprapinic acid methyl ether,[M+H+CH3OH],Orbitrap,Positive,399.144,O=C(OC)/C(=C\1/OC(=O)C(=C1OC)c1ccccc1)/c1c(OC)cccc1,2020-03-23 11:24:15.0,WGZKMINRLLRJPF
LDB_POSITIVE,CCMSLIB00005720054,Leprapinic acid methyl ether,[M+H],Orbitrap,Positive,367.118,O=C(OC)/C(=C\1/OC(=O)C(=C1OC)c1ccccc1)/c1c(OC)cccc1,2020-03-23 11:24:15.0,WGZKMINRLLRJPF
LDB_POSITIVE,CCMSLIB00005720055,Leprapinic acid methyl ether,[M+NH4],Orbitrap,Positive,384.145,O=C(OC)/C(=C\1/OC(=O)C(=C1OC)c1ccccc1)/c1c(OC)cccc1,2020-03-23 11:24:15.0,WGZKMINRLLRJPF
LDB_POSITIVE,CCMSLIB00005720056,Pulvinic acid dilactone,[M+H+CH3OH],Orbitrap,Positive,323.092,O=C1OC2=C(c3ccccc3)C(=O)OC2=C1c1ccccc1,2020-03-23 11:24:15.0,KQTXUHHOWJUFOZ
LDB_POSITIVE,CCMSLIB00005720057,Pulvinic acid dilactone,[M+H],Orbitrap,Positive,291.066,O=C1OC2=C(c3ccccc3)C(=O)OC2=C1c1ccccc1,2020-03-23 11:24:15.0,KQTXUHHOWJUFOZ
LDB_POSITIVE,CCMSLIB00005720058,Pulvinic acid dilactone,[M+NH4],Orbitrap,Positive,308.092,O=C1OC2=C(c3ccccc3)C(=O)OC2=C1c1ccccc1,2020-03-23 11:24:15.0,KQTXUHHOWJUFOZ
LDB_POSITIVE,CCMSLIB00005720059,Rhizocarpic acid,[2M+H],Orbitrap,Positive,939.313,O=C1C(=C(O)/C(=C(/c2ccccc2)\C(=O)N[C@@H](Cc2ccccc2)C(=O)OC)/O1)c1ccccc1,2020-03-23 11:24:15.0,DKDGWAKCXBFTMM
LDB_POSITIVE,CCMSLIB00005720060,Rhizocarpic acid,[2M+NH4],Orbitrap,Positive,956.339,O=C1C(=C(O)/C(=C(/c2ccccc2)\C(=O)N[C@@H](Cc2ccccc2)C(=O)OC)/O1)c1ccccc1,2020-03-23 11:24:15.0,DKDGWAKCXBFTMM
LDB_POSITIVE,CCMSLIB00005720061,Rhizocarpic acid,[M+H],Orbitrap,Positive,470.16,O=C1C(=C(O)/C(=C(/c2ccccc2)\C(=O)N[C@@H](Cc2ccccc2)C(=O)OC)/O1)c1ccccc1,2020-03-23 11:24:15.0,DKDGWAKCXBFTMM
LDB_POSITIVE,CCMSLIB00005720062,Rhizocarpic acid,[M+NH4],Orbitrap,Positive,487.187,O=C1C(=C(O)/C(=C(/c2ccccc2)\C(=O)N[C@@H](Cc2ccccc2)C(=O)OC)/O1)c1ccccc1,2020-03-23 11:24:15.0,DKDGWAKCXBFTMM
LDB_POSITIVE,CCMSLIB00005720063,Acaranoic acid,[M+H+CH3OH],Orbitrap,Positive,331.248,CCCCCCCCCC[C@H]1C[C@H]([C@@H](C(=O)O1)C)C(=O)O,2020-03-23 11:24:15.0,SRMPRRDLILJEAW
LDB_POSITIVE,CCMSLIB00005720064,Acaranoic acid,[M+H],Orbitrap,Positive,299.222,CCCCCCCCCC[C@H]1C[C@H]([C@@H](C(=O)O1)C)C(=O)O,2020-03-23 11:24:15.0,SRMPRRDLILJEAW
LDB_POSITIVE,CCMSLIB00005720065,Chrysophanol,[M+H+HCOOH],Orbitrap,Positive,301.071,Cc1cc(c2c(c1)C(=O)c1c(C2=O)c(ccc1)O)O,2020-03-23 11:24:15.0,LQGUBLBATBMXHT
LDB_POSITIVE,CCMSLIB00005720066,Chrysophanol,[M+H],Orbitrap,Positive,255.066,Cc1cc(c2c(c1)C(=O)c1c(C2=O)c(ccc1)O)O,2020-03-23 11:24:15.0,LQGUBLBATBMXHT
LDB_POSITIVE,CCMSLIB00005720067,Citreorosein,[M+H],Orbitrap,Positive,287.056,c1c(cc2c(c1O)C(=O)c1c(cc(cc1C2=O)O)O)CO,2020-03-23 11:24:15.0,YQHZABGPIPECSQ
LDB_POSITIVE,CCMSLIB00005720068,Emodin,[M+H],Orbitrap,Positive,271.061,Cc1cc(O)c2c(C(=O)c3cc(O)cc(O)c3C2=O)c1,2020-03-23 11:24:15.0,RHMXXJGYXNZAPX
LDB_POSITIVE,CCMSLIB00005720069,Endocrocin,[2M+Na],Orbitrap,Positive,651.075,Cc1c(c(c2c(c1)C(=O)c1cc(cc(c1C2=O)O)O)O)C(=O)O,2020-03-23 11:24:15.0,UZOHDKGTYVTYDZ
LDB_POSITIVE,CCMSLIB00005720070,Endocrocin,[M+H+CH3CN],Orbitrap,Positive,356.077,Cc1c(c(c2c(c1)C(=O)c1cc(cc(c1C2=O)O)O)O)C(=O)O,2020-03-23 11:24:15.0,UZOHDKGTYVTYDZ
LDB_POSITIVE,CCMSLIB00005720071,Endocrocin,[M+H],Orbitrap,Positive,315.051,Cc1c(c(c2c(c1)C(=O)c1cc(cc(c1C2=O)O)O)O)C(=O)O,2020-03-23 11:24:15.0,UZOHDKGTYVTYDZ
LDB_POSITIVE,CCMSLIB00005720072,Fallacinol (Teloschistin),[M+H],Orbitrap,Positive,301.071,COc1cc(c2c(c1)C(=O)c1cc(cc(c1C2=O)O)CO)O,2020-03-23 11:24:15.0,WJXSYUJKJSOJOG
LDB_POSITIVE,CCMSLIB00005720073,Parietinic acid,[M+H],Orbitrap,Positive,315.051,Oc1cc(C(=O)O)cc2c1C(=O)c1c(cc(cc1O)OC)C2=O,2020-03-23 11:24:15.0,HEULMVKOOVHXME
LDB_POSITIVE,CCMSLIB00005720074,Rugulosin,[M+H],Orbitrap,Positive,543.129,Cc1cc(c2c(c1)C(=O)C13C4C5C(C1C(=O)C1=C(c6c(cc(cc6C(=O)C51C(C4O)C(=O)C3=C2O)C)O)O)O)O,2020-03-23 11:24:15.0,QFDPVUTXKUGISP
LDB_POSITIVE,CCMSLIB00005720075,Skyrin,[M+H],Orbitrap,Positive,539.098,Cc1cc(c2c(c1)C(=O)c1c(c(cc(c1C2=O)O)O)c1c2c(c(cc1O)O)C(=O)c1c(cc(cc1C2=O)C)O)O,2020-03-23 11:24:15.0,MQSXZQXHIJMNAF
LDB_POSITIVE,CCMSLIB00005720076,Solorinic acid,[M+H],Orbitrap,Positive,385.129,COc1cc(O)c2c(C(=O)c3c(C2=O)c(O)c(C(=O)CCCCC)c(O)c3)c1,2020-03-23 11:24:15.0,MLTVHORGISIISB
LDB_POSITIVE,CCMSLIB00005720077,Canarione dimethylether,[2M+H],Orbitrap,Positive,601.135,Cc1cc(=O)c2c(cc3c(C(=CC(=O)C3=O)OC)c2OC)o1,2020-03-23 11:24:15.0,GESAVORGYOGKOW
LDB_POSITIVE,CCMSLIB00005720078,Canarione dimethylether,[2M+Na],Orbitrap,Positive,623.117,Cc1cc(=O)c2c(cc3c(C(=CC(=O)C3=O)OC)c2OC)o1,2020-03-23 11:24:15.0,GESAVORGYOGKOW
LDB_POSITIVE,CCMSLIB00005720079,Canarione dimethylether,[M+H+CH3OH],Orbitrap,Positive,333.097,Cc1cc(=O)c2c(cc3c(C(=CC(=O)C3=O)OC)c2OC)o1,2020-03-23 11:24:15.0,GESAVORGYOGKOW
LDB_POSITIVE,CCMSLIB00005720080,Canarione dimethylether,[M+H+HCOOH],Orbitrap,Positive,347.077,Cc1cc(=O)c2c(cc3c(C(=CC(=O)C3=O)OC)c2OC)o1,2020-03-23 11:24:15.0,GESAVORGYOGKOW
LDB_POSITIVE,CCMSLIB00005720081,Canarione dimethylether,[M+H],Orbitrap,Positive,301.071,Cc1cc(=O)c2c(cc3c(C(=CC(=O)C3=O)OC)c2OC)o1,2020-03-23 11:24:15.0,GESAVORGYOGKOW
LDB_POSITIVE,CCMSLIB00005720082,Chiodectonic acid,[M+H],Orbitrap,Positive,335.04,OC1=C(OC)C(=O)c2c(O)c3oc(C(=O)C)c(O)c3c(O)c2C1=O,2020-03-23 11:24:15.0,ILUWXELFYCLFHQ
LDB_POSITIVE,CCMSLIB00005720083,Rhodocladonic acid,[M+H],Orbitrap,Positive,319.045,CC(=O)c1c(c2c(o1)cc1c(c2O)C(=O)C(=O)C(=C1O)OC)O,2020-03-23 11:24:15.0,XKWWCTISHMFHJB
LDB_POSITIVE,CCMSLIB00005720084,Thelephoric acid,[2M+NH4],Orbitrap,Positive,722.078,O=C1c2c(c3c(cc(O)c(O)c3)o2)C(=O)c2c1c1c(o2)cc(c(c1)O)O,2020-03-23 11:24:15.0,PDICCECAPKBDBB
LDB_POSITIVE,CCMSLIB00005720085,Thelephoric acid,[M+H],Orbitrap,Positive,353.03,O=C1c2c(c3c(cc(O)c(O)c3)o2)C(=O)c2c1c1c(o2)cc(c(c1)O)O,2020-03-23 11:24:15.0,PDICCECAPKBDBB
LDB_POSITIVE,CCMSLIB00005720086,Polyporic acid,[2M+H+CH3CN],Orbitrap,Positive,626.182,c1ccc(cc1)C1=C(C(=O)C(=C(C1=O)O)c1ccccc1)O,2020-03-23 11:24:15.0,HZKFHDXTSAYOSN
LDB_POSITIVE,CCMSLIB00005720087,Polyporic acid,[M+H+HCOOH],Orbitrap,Positive,339.087,c1ccc(cc1)C1=C(C(=O)C(=C(C1=O)O)c1ccccc1)O,2020-03-23 11:24:15.0,HZKFHDXTSAYOSN
LDB_POSITIVE,CCMSLIB00005720088,17(21)-Hopen-6-one,[M+H],Orbitrap,Positive,425.378,CC1(C)C2[C@@](CCC1)(C)[C@H]1CC[C@@H]3[C@@]4(C)CCC(=C4CC[C@@]3(C)[C@]1(C)CC2=O)C(C)C,2020-03-23 11:24:15.0,OZFAGHUNGAZEMO
LDB_POSITIVE,CCMSLIB00005720089,"""1alpa,3beta-diacetoxy-22-hopanol""",[2M+Na],Orbitrap,Positive,1111.82,CC1(C)[C@@H](OC(=O)C)C[C@H](OC(=O)C)[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(C)CC[C@H](C(C)(O)C)[C@@H]5CC[C@@]4(C)[C@]3(C)CCC12,2020-03-23 11:24:15.0,HIGXRAWIRQTPEC
LDB_POSITIVE,CCMSLIB00005720090,"""1alpa,3beta-diacetoxy-22-hopanol""",[2M+NH4],Orbitrap,Positive,1106.86,CC1(C)[C@@H](OC(=O)C)C[C@H](OC(=O)C)[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(C)CC[C@H](C(C)(O)C)[C@@H]5CC[C@@]4(C)[C@]3(C)CCC12,2020-03-23 11:24:15.0,HIGXRAWIRQTPEC
LDB_POSITIVE,CCMSLIB00005720091,"""1alpa,3beta-diacetoxy-22-hopanol""",[M+Na+CH3CN],Orbitrap,Positive,608.429,CC1(C)[C@@H](OC(=O)C)C[C@H](OC(=O)C)[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(C)CC[C@H](C(C)(O)C)[C@@H]5CC[C@@]4(C)[C@]3(C)CCC12,2020-03-23 11:24:15.0,HIGXRAWIRQTPEC
LDB_POSITIVE,CCMSLIB00005720092,"""1alpa,3beta-diacetoxy-22-hopanol""",[M+Na],Orbitrap,Positive,567.403,CC1(C)[C@@H](OC(=O)C)C[C@H](OC(=O)C)[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(C)CC[C@H](C(C)(O)C)[C@@H]5CC[C@@]4(C)[C@]3(C)CCC12,2020-03-23 11:24:15.0,HIGXRAWIRQTPEC
LDB_POSITIVE,CCMSLIB00005720093,"""1alpa,3beta-diacetoxy-22-hopanol""",[M+NH4],Orbitrap,Positive,562.447,CC1(C)[C@@H](OC(=O)C)C[C@H](OC(=O)C)[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(C)CC[C@H](C(C)(O)C)[C@@H]5CC[C@@]4(C)[C@]3(C)CCC12,2020-03-23 11:24:15.0,HIGXRAWIRQTPEC
LDB_POSITIVE,CCMSLIB00005720094,"""1b,3b,22-Hopantriol""",[M+Na],Orbitrap,Positive,483.381,CC1(C)[C@@H](O)C[C@@H](O)[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(C)CC[C@H](C(C)(O)C)[C@@H]5CC[C@@]4(C)[C@]3(C)CCC12,2020-03-23 11:24:15.0,UFWDOQZJZKOECC
LDB_POSITIVE,CCMSLIB00005720095,"""1beta,3beta-diacetoxy-22-hopanol""",[2M+K],Orbitrap,Positive,1127.79,CC1(C)[C@@H](OC(=O)C)C[C@@H](OC(=O)C)[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(C)CC[C@H](C(C)(O)C)[C@@H]5CC[C@@]4(C)[C@]3(C)CCC12,2020-03-23 11:24:15.0,HIGXRAWIRQTPEC
LDB_POSITIVE,CCMSLIB00005720096,"""1beta,3beta-diacetoxy-22-hopanol""",[2M+Na],Orbitrap,Positive,1111.82,CC1(C)[C@@H](OC(=O)C)C[C@@H](OC(=O)C)[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(C)CC[C@H](C(C)(O)C)[C@@H]5CC[C@@]4(C)[C@]3(C)CCC12,2020-03-23 11:24:15.0,HIGXRAWIRQTPEC
LDB_POSITIVE,CCMSLIB00005720097,"""1beta,3beta-diacetoxy-22-hopanol""",[2M+NH4],Orbitrap,Positive,1106.86,CC1(C)[C@@H](OC(=O)C)C[C@@H](OC(=O)C)[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(C)CC[C@H](C(C)(O)C)[C@@H]5CC[C@@]4(C)[C@]3(C)CCC12,2020-03-23 11:24:15.0,HIGXRAWIRQTPEC
LDB_POSITIVE,CCMSLIB00005720098,"""1beta,3beta-diacetoxy-22-hopanol""",[M+NH4],Orbitrap,Positive,562.447,CC1(C)[C@@H](OC(=O)C)C[C@@H](OC(=O)C)[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(C)CC[C@H](C(C)(O)C)[C@@H]5CC[C@@]4(C)[C@]3(C)CCC12,2020-03-23 11:24:15.0,HIGXRAWIRQTPEC
LDB_POSITIVE,CCMSLIB00005720099,21-Hopen-3-on,[M+H+CH3CN],Orbitrap,Positive,484.415,CC1(C)C(CC[C@@]2(C)C3CCC4C2(C)CCC5[C@H](O)C(CCC54C)(C)C)C3(C)CCC1=O,2020-03-23 11:24:15.0,ZQDCMFHXUJCDNU
LDB_POSITIVE,CCMSLIB00005720100,21-Hopen-3-on,[M+H],Orbitrap,Positive,443.389,CC1(C)C(CC[C@@]2(C)C3CCC4C2(C)CCC5[C@H](O)C(CCC54C)(C)C)C3(C)CCC1=O,2020-03-23 11:24:15.0,ZQDCMFHXUJCDNU
LDB_POSITIVE,CCMSLIB00005720101,22-Hydoxy-2-hopen-1-one,[2M+Na],Orbitrap,Positive,903.721,CC1(C)C2CC[C@]3([C@@]4(CC[C@H]5[C@H](CC[C@@]5([C@H]4CC[C@@H]3[C@@]2(C)C(=O)C=C1)C)C(C)(O)C)C)C,2020-03-23 11:24:15.0,YLKHZBZGHNOEES
LDB_POSITIVE,CCMSLIB00005720102,22-Hydoxy-2-hopen-1-one,[M+H+CH3CN],Orbitrap,Positive,482.4,CC1(C)C2CC[C@]3([C@@]4(CC[C@H]5[C@H](CC[C@@]5([C@H]4CC[C@@H]3[C@@]2(C)C(=O)C=C1)C)C(C)(O)C)C)C,2020-03-23 11:24:15.0,YLKHZBZGHNOEES
LDB_POSITIVE,CCMSLIB00005720103,22-Hydoxy-2-hopen-1-one,[M+H],Orbitrap,Positive,441.373,CC1(C)C2CC[C@]3([C@@]4(CC[C@H]5[C@H](CC[C@@]5([C@H]4CC[C@@H]3[C@@]2(C)C(=O)C=C1)C)C(C)(O)C)C)C,2020-03-23 11:24:15.0,YLKHZBZGHNOEES
LDB_POSITIVE,CCMSLIB00005720104,22-hydroxy-6-hopanone,[2M+H],Orbitrap,Positive,885.77,CC1(C)C2[C@@](CCC1)(C)[C@H]1CC[C@@H]3[C@@]4(C)CC[C@H](C(C)(O)C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2=O,2020-03-23 11:24:15.0,MAVUFYZBQWGXHD
LDB_POSITIVE,CCMSLIB00005720105,22-hydroxy-6-hopanone,[M+H],Orbitrap,Positive,443.389,CC1(C)C2[C@@](CCC1)(C)[C@H]1CC[C@@H]3[C@@]4(C)CC[C@H](C(C)(O)C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2=O,2020-03-23 11:24:15.0,MAVUFYZBQWGXHD
LDB_POSITIVE,CCMSLIB00005720106,22-hydroxy-7-hopanone,[M+H],Orbitrap,Positive,443.389,CC1(C)C2CC(=O)[C@@]3([C@@H]([C@]2(CCC1)C)CC[C@@H]1[C@@]2(C)CC[C@H](C(C)(O)C)[C@@H]2CC[C@@]31C)C,2020-03-23 11:24:15.0,ZEVZEKQZSJYHOF
LDB_POSITIVE,CCMSLIB00005720107,"""25-Acetoxy-20(S),24(R)-epoxy-3-oxodammarane""",[M+H],Orbitrap,Positive,501.394,CC1(C)C(=O)CC[C@]2(C)[C@H]3CC[C@@H]4[C@@H]([C@@]5(C)O[C@H](CC5)C(C)(OC(=O)C)C)CC[C@@]4(C)[C@]3(C)CCC12,2020-03-23 11:24:15.0,QOIXKXFGILIXHU
LDB_POSITIVE,CCMSLIB00005720108,"""25-Acetoxy-3b-hydroxy-20(S),24(R)-epoxydammarane""",[M+H],Orbitrap,Positive,503.41,CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3CC[C@@H]4[C@@H]([C@@]5(C)O[C@H](CC5)C(C)(OC(=O)C)C)CC[C@@]4(C)[C@]3(C)CCC12,2020-03-23 11:24:15.0,KLFGJICTDRFLDB
LDB_POSITIVE,CCMSLIB00005720109,"""2a-Acetoxy-3,22-stictandione""",[M+H],Orbitrap,Positive,499.379,CC1(C)C2CC[C@@]3(C)C(CCC4C3(C)CCC3C(=O)C(CCC43C)(C)C)C2(C)CC(OC(=O)C)C1=O,2020-03-23 11:24:15.0,GSRPBBFLBACVKY
LDB_POSITIVE,CCMSLIB00005720110,"""2a-Acetoxy-3,22-stictandione""",[M+NH4],Orbitrap,Positive,516.405,CC1(C)C2CC[C@@]3(C)C(CCC4C3(C)CCC3C(=O)C(CCC43C)(C)C)C2(C)CC(OC(=O)C)C1=O,2020-03-23 11:24:15.0,GSRPBBFLBACVKY
LDB_POSITIVE,CCMSLIB00005720111,"""2alpha-acetoxy-3beta,22alpha-stictandiol""",[2M+H],Orbitrap,Positive,1005.81,CC1(C)C2CC[C@@]3(C)C(CCC4C3(CCC3[C@@H](O)C(C)(C)CCC43C)C)C2(C)CC(OC(=O)C)C1O,2020-03-23 11:24:15.0,QZWMMIGRNYLXMG
LDB_POSITIVE,CCMSLIB00005720112,"""2alpha-acetoxy-3beta,22alpha-stictandiol""",[M+H],Orbitrap,Positive,503.41,CC1(C)C2CC[C@@]3(C)C(CCC4C3(CCC3[C@@H](O)C(C)(C)CCC43C)C)C2(C)CC(OC(=O)C)C1O,2020-03-23 11:24:15.0,QZWMMIGRNYLXMG
LDB_POSITIVE,CCMSLIB00005720113,"""2alpha-acetoxy-3beta,22alpha-stictandiol""",[M+NH4],Orbitrap,Positive,520.437,CC1(C)C2CC[C@@]3(C)C(CCC4C3(CCC3[C@@H](O)C(C)(C)CCC43C)C)C2(C)CC(OC(=O)C)C1O,2020-03-23 11:24:15.0,QZWMMIGRNYLXMG
LDB_POSITIVE,CCMSLIB00005720114,3beta-acetoxy-17(21)-hopen-1-one,[M+NH4],Orbitrap,Positive,500.41,CC1(C)C2CC[C@]3([C@@]4(CCC5=C(CC[C@@]5([C@H]4CC[C@@H]3[C@@]2(C)C(=O)C[C@@H]1OC(=O)C)C)C(C)C)C)C,2020-03-23 11:24:15.0,GJFCNFHLMZNBCG
LDB_POSITIVE,CCMSLIB00005720134,"""2,8-Dimethyl-5,7-dimethoxychromone""",[2M+Na],qTof,Positive,491.168,O=c1cc(C)oc2c1c(OC)cc(OC)c2C,2020-03-23 11:27:32.0,MJHNYZONVLZSNB
LDB_POSITIVE,CCMSLIB00005720135,"""2,4-Di-O-methylolivetonide""",[2M+Na],qTof,Positive,575.262,COc1cc2c(c(=O)oc(CCCCC)c2)c(OC)c1,2020-03-23 11:27:32.0,NKYAIPHVDQBFLF
LDB_POSITIVE,CCMSLIB00005720136,Aspicilin,[M+NH4],qTof,Positive,346.259,C[C@@H]1OC(=O)/C=C/[C@H]([C@H]([C@@H](CCCCCCCCCC1)O)O)O,2020-03-23 11:27:32.0,KECCBFYFEOTIBV
LDB_POSITIVE,CCMSLIB00005720137,Canarione,[2M+Na],qTof,Positive,567.054,Cc1cc(=O)c2c(o1)cc1c(c2O)C(=CC(=O)C1=O)O,2020-03-23 11:27:32.0,NPUXQAACUNUHIX
LDB_POSITIVE,CCMSLIB00005720138,Canarione dimethylether,[2M+Na],qTof,Positive,623.117,Cc1cc(=O)c2c(cc3c(C(=CC(=O)C3=O)OC)c2OC)o1,2020-03-23 11:27:32.0,GESAVORGYOGKOW
LDB_POSITIVE,CCMSLIB00005720139,Canarione dimethylether,[M+H+CH3OH],qTof,Positive,333.097,Cc1cc(=O)c2c(cc3c(C(=CC(=O)C3=O)OC)c2OC)o1,2020-03-23 11:27:32.0,GESAVORGYOGKOW
LDB_POSITIVE,CCMSLIB00005720140,Polyporic acid,[M+H+HCOOH],qTof,Positive,339.087,c1ccc(cc1)C1=C(C(=O)C(=C(C1=O)O)c1ccccc1)O,2020-03-23 11:27:32.0,HZKFHDXTSAYOSN
LDB_POSITIVE,CCMSLIB00005720141,Secalonic acid A,[M+H+CH3OH],qTof,Positive,671.198,C[C@@H]1CC(=O)C2=C(c3c(ccc(c3O)c3c(c4c(cc3)O[C@@]3([C@H]([C@@H](CC(=O)C3=C4O)C)O)C(=O)OC)O)O[C@@]2([C@H]1O)C(=O)OC)O,2020-03-23 11:27:32.0,NFZJAYYORNVZNI
LDB_POSITIVE,CCMSLIB00005720142,Secalonic acid A,[M+Na],qTof,Positive,661.153,C[C@@H]1CC(=O)C2=C(c3c(ccc(c3O)c3c(c4c(cc3)O[C@@]3([C@H]([C@@H](CC(=O)C3=C4O)C)O)C(=O)OC)O)O[C@@]2([C@H]1O)C(=O)OC)O,2020-03-23 11:27:32.0,NFZJAYYORNVZNI
LDB_POSITIVE,CCMSLIB00005720143,Secalonic acid A,[M+NH4],qTof,Positive,656.198,C[C@@H]1CC(=O)C2=C(c3c(ccc(c3O)c3c(c4c(cc3)O[C@@]3([C@H]([C@@H](CC(=O)C3=C4O)C)O)C(=O)OC)O)O[C@@]2([C@H]1O)C(=O)OC)O,2020-03-23 11:27:32.0,NFZJAYYORNVZNI
LDB_POSITIVE,CCMSLIB00005720144,Haemoventosine,[M+H+CH3OH],qTof,Positive,337.092,O=C1C=C(OC)C(=O)c2c1c(c1c(c2O)C[C@H](C)OC1=O)O,2020-03-23 11:27:32.0,VZSFONBSZGFZNH
LDB_POSITIVE,CCMSLIB00005720145,Haemoventosine,[M+H+HCOOH],qTof,Positive,351.072,O=C1C=C(OC)C(=O)c2c1c(c1c(c2O)C[C@H](C)OC1=O)O,2020-03-23 11:27:32.0,VZSFONBSZGFZNH
LDB_POSITIVE,CCMSLIB00005720146,Secalonic acid D,[M+NH4],qTof,Positive,656.198,C[C@H]1CC(=O)C2=C(c3c(ccc(c3O)c3c(c4c(cc3)O[C@]3([C@@H]([C@H](CC(=O)C3=C4O)C)O)C(=O)OC)O)O[C@]2([C@@H]1O)C(=O)OC)O,2020-03-23 11:27:32.0,NFZJAYYORNVZNI
