key,scaffold_group,name,smiles,labs,instrument_types,instrument_models,n_records,ce_strings_by_lab,max_distinct_ce_strings_within_one_lab,max_distinct_single_numeric_ce_within_one_lab,mh_in_dev_range,parent_formal_charge,n_fragments_raw,in_msg15_any,msg15_folds,in_msg15_simchallenge,scaffold_in_msg15,in_muru_registry,in_muru_registry_direct,muru_exposed_populations,scaffold_in_muru_registry,in_study2_pop,scaffold_in_study2_pop,in_comparator_pop,scaffold_in_comparator_pop,in_msnlib_9lib,in_msnlib_v1_0,in_multims2_reserved,msg15_keys_same_formula,msg15_keys_same_formula_and_scaffold,pass_C,pass_B
MTDHILKWIRSIHB,C1CCOCC1,GLUCOSAMINE 6-SULFATE,N[C@H]1[C@H](O)O[C@H](COS(O)(=O)=O)[C@@H](O)[C@@H]1O,MC22,LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic",1,"{""MC22"": [""30eV""]}",1,1,True,0,1,True,train,True,True,False,False,,True,False,False,False,False,False,False,False,1,1,False,False
MTIXBBDFRVGBOQ,C=C1C(=O)OC2CC3CC3CC12,Carabrone,CC(O)CC[C@@H]1[C@@]2(C)C[C@H]3OC(=O)C(=C)[C@H]3C[C@@H]12,MC14,LC-ESI-ITFT,"Q Exactive Plus, ThermoFisher Scientific",1,"{""MC14"": [""50eV""]}",1,1,True,0,1,True,train,False,True,True,False,,True,False,False,False,False,True,True,False,8,1,False,False
MUHBGPCDKPLZGI,C=C1C(=O)OC2C1CCC1C(=O)OC3CCC1C32,"8ß-angeloyloxy-9ß-hydroxy-guaia-11(13)-en-6(12),4(14)-dienolide",C\C=C(\C)C(=O)O[C@H]3[C@H]1C(=C)C(=O)O[C@@H]1[C@H]4[C@]2(C)CC[C@H]4[C@@H](C(=O)O2)[C@H]3O,MC14,LC-ESI-ITFT,"Q Exactive Plus, ThermoFisher Scientific",1,"{""MC14"": [""50eV""]}",1,1,True,0,1,False,,False,False,False,False,,False,False,False,False,False,False,False,False,11,0,True,True
MUMGGOZAMZWBJJ,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,Testosterone,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,MC20,LC-ESI-ITFT,Thermo Scientific Q-Exactive Focus,6,"{""MC20"": [""10"", ""100"", ""20"", ""30"", ""40"", ""60""]}",6,6,True,0,1,True,train,True,True,True,True,V2-DEVELOPMENT-POPULATION;WUR-POS-IDENTITY;WUR-SEALED,True,False,False,False,False,False,False,False,3,1,False,False
MVAWJSIDNICKHF,c1ccc2[nH]ccc2c1,N-Acetylserotonin,CC(=O)NCCC1=CNC2=C1C=C(O)C=C2,MC20;MC22,LC-ESI-ITFT;LC-ESI-QFT,"NOT_FETCHED;Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic;Thermo Scientific Q-Exactive Focus",7,"{""MC20"": [""10"", ""100"", ""20"", ""30"", ""40"", ""60""], ""MC22"": [""30eV""]}",6,6,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,True,8,5,False,False
MVVPIAAVGAWJNQ,c1ccccc1,N-Arachidonoyldopamine,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCCC1=CC(=C(C=C1)O)O,MC20,LC-ESI-ITFT,Thermo Scientific Q-Exactive Focus,6,"{""MC20"": [""10"", ""100"", ""20"", ""30"", ""40"", ""60""]}",6,6,True,0,1,True,train,True,True,False,False,,True,False,False,False,False,False,False,False,1,1,False,False
MXNRLFUSFKVQSK,__ACYCLIC__MXNRLFUSFKVQSK,"N,N,N-TRIMETHYLLYSINE",C[N+](C)(C)CCCC[C@H](N)C([O-])=O,MC22,LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic",1,"{""MC22"": [""30eV""]}",1,1,True,0,1,True,train,True,True,False,False,,False,False,False,False,False,False,False,False,2,1,False,False
MXXWOMGUGJBKIW,O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1,piperine,C1CCN(CC1)C(=O)C=CC=CC2=CC3=C(C=C2)OCO3,MC25,LC-ESI-ITFT,LTQ-Orbitrap XL hybrid mass spectrometer (Thermo Scientific),1,"{""MC25"": [""0.3""]}",1,1,True,0,1,True,train,True,True,True,True,ENTACT-MIX-LISTS-499-503-505;LCSB-ALL-MASSBANK-V1-EXPOSURE-SET;LCSB-CONFIRMATION;LCSB-RAW-MIX-REPLICATE-SET-92;LCSB-RAW-MIXES-499-503-505;V2-DEVELOPMENT-POPULATION;WUR-POS-IDENTITY;WUR-SEALED,True,False,False,False,False,True,True,False,11,1,False,False
MYXNWGACZJSMBT,O=c1cc(-c2ccccc2)oc2ccc(C3CCCCO3)cc12,Isovitexin,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)C4C(C(C(C(O4)CO)O)O)O)O)O,MC15,LC-ESI-ITFT,q exactive focus thermo,1,"{""MC15"": [""30""]}",1,1,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,15,1,False,False
MYYIAHXIVFADCU,c1c[nH]cn1,ANSERINE,CN1C=NC=C1C[C@H](NC(=O)CCN)C(O)=O,MC22,LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic",1,"{""MC22"": [""30eV""]}",1,1,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,2,1,False,False
MZFOKIKEPGUZEN,c1ncc2ncn(C3CCCO3)c2n1,Methylmalonyl-CoA,C[C@@H](C(O)=O)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,MC20,LC-ESI-ITFT,NOT_FETCHED;Thermo Scientific Q-Exactive Focus,6,"{""MC20"": [""10"", ""100"", ""20"", ""30"", ""40"", ""60""]}",6,6,True,0,1,False,,False,True,False,False,,True,False,False,False,False,False,False,False,0,0,False,True
NBRWQUGOTGKUJS,C1CNC2=C(C1)OC1CC3C(CCC4C5CCCCC5CCC43)C1C2,"Diacetyl-3beta-amino-22,26-epimino-16beta,23-oxido-5alpha-cholest-22-en",C[C@H](CN1C(C)=O)CC2=C1[C@@H](C)[C@@]3([H])[C@H](O2)C[C@@]4([H])[C@]5([H])CC[C@@]6([H])C[C@@H](NC(C)=O)CC[C@]6(C)[C@@]5([H])CC[C@]34C,MC01,APCI-ITFT,Orbitrap Elite,1,"{""MC01"": [""35 CID""]}",1,1,True,0,1,False,,False,False,False,False,,False,False,False,False,False,False,False,False,1,0,True,True
NCIKQJBVUNUXLW,c1ccc2[nH]ccc2c1,N-METHYLTRYPTAMINE,CNCCC1=CNC2=CC=CC=C12,MC22,LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic",1,"{""MC22"": [""30eV""]}",1,1,True,0,1,True,train,True,True,False,False,,True,False,False,False,False,False,False,False,6,4,False,False
NCMVOABPESMRCP,O=c1ncccn1C1CCCO1,DEOXYCYTIDINE MONOPHOSPHATE,NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1,MC22,LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic",1,"{""MC22"": [""30eV""]}",1,1,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,False,False,1,1,False,False
NEJKUCWBWUMARI,C=C1C(=O)OC2C=CC(=O)C=CCCCC12,"Tifruticin, desoxy-3-dehydro-15-hydroxy",CC(=C(C)C(=O)OC1(CC(C)(C(=C(C(C(=C(C2(C1(C(=C)C(=O)O2)[H])[H])[H])CO)=O)[H])[H])O)[H])[H],MC14,LC-ESI-ITFT,"Q Exactive Plus, ThermoFisher Scientific",1,"{""MC14"": [""50eV""]}",1,1,True,0,1,False,,False,False,False,False,,True,False,False,False,False,False,False,False,11,0,False,True
NETSQGRTUNRXEO,C=C1C(=O)OC2C1CCC(=C)C1CCC(=C)C12,Dehydrocostuslacton,C=C1CC[C@@H]2[C@@H]([C@@H]3[C@H]1CCC3=C)OC(=O)C2=C,MC14,LC-ESI-ITFT,"Q Exactive Plus, ThermoFisher Scientific",1,"{""MC14"": [""50eV""]}",1,1,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,3,1,False,False
NGSWKAQJJWESNS,c1ccccc1,4-coumaric acid,C1=CC(=CC=C1C=CC(=O)O)O,MC25,LC-ESI-ITFT,LTQ-Orbitrap XL hybrid mass spectrometer (Thermo Scientific),1,"{""MC25"": [""0.3""]}",1,1,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,7,5,False,False
NHZMQXZHNVQTQA,c1ccncc1,PYRIDOXAMINE,CC1=C(O)C(CN)=C(CO)C=N1,MC22,LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic",1,"{""MC22"": [""30eV""]}",1,1,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,1,1,False,False
NLAWPKPYBMEWIR,O=C1CC(c2ccccc2)Oc2cc(OC3OCCCC3OC3CCCCO3)ccc21,Poncirin,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)OC)O)CO)O)O)O)O)O,MC19,LC-ESI-ITFT,"LTQ Orbitrap XL, Thermo Scientfic; Dionex Ultimate 300",1,"{""MC19"": [""45eV""]}",1,1,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,False,False,4,1,False,False
NMPZCCZXCOMSDQ,O=c1ncccn1C1OCC2O[PH](=O)OC21,"CYTIDINE 2',3'-CYCLIC PHOSPHATE",NC1=NC(=O)N(C=C1)C1O[C@H](CO)[C@H]2OP(O)(=O)O[C@@H]12,MC22,LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic",1,"{""MC22"": [""30eV""]}",1,1,True,0,1,True,train,True,True,False,False,,False,False,False,False,False,False,False,False,2,1,False,False
NNDOCYLWULORAM,O=c1ccc2cc3ccoc3cc2o1,Isophellopterin,CC(=CCOC1=C2C=COC2=C(C3=C1C=CC(=O)O3)OC)C,MC19,LC-ESI-ITFT,"LTQ Orbitrap XL, Thermo Scientfic; Dionex Ultimate 300",1,"{""MC19"": [""45eV""]}",1,1,True,0,1,True,train,False,True,True,True,,True,False,False,False,False,True,False,False,16,2,False,False
NNSJJWBUAVGBQP,C=C1C(=O)OC2C=CCCC=CCCC12,"Acanthospermolid, 8-ß-angeloyloxy-9ß-hydroxy-14-oxo",C\C=C(\C)C(=O)O[C@@H]1[C@@H](O)C(=CCCC(C)=C[C@H]2OC(=O)C(=C)[C@H]12)C=O,MC14,LC-ESI-ITFT,"Q Exactive Plus, ThermoFisher Scientific",2,"{""MC14"": [""50eV""]}",1,1,True,0,1,False,,False,True,False,False,,True,False,False,False,False,False,False,False,7,0,False,True
NODILNFGTFIURN,C1CCC(OCC2CCCC(OCC3CCC4C3CCC3C5CCC(OC6OCCCC6OC6CCCCO6)CC5CCC43)O2)OC1,Ginsenoside Rb2,CC(C)=CCCC(C)(OC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC21C,MC09,LC-ESI-QFT,"QE Focus, Thermo Scientfic; UPLC I-Class, Waters",1,"{""MC09"": [""15,30,45 (NCE)""]}",1,0,False,0,1,False,,False,False,False,False,,False,False,False,False,False,True,True,False,0,0,True,True
NOEGNKMFWQHSLB,c1ccoc1,5-Hydroxymethyl-2-furancarboxaldehyde,OCC1=CC=C(O1)C=O,MC20,LC-ESI-ITFT,Thermo Scientific Q-Exactive Focus,6,"{""MC20"": [""10"", ""100"", ""20"", ""30"", ""40"", ""60""]}",6,6,True,0,1,True,train,False,True,True,True,ENTACT-MIX-LISTS-499-503-505,True,False,False,False,False,True,True,False,6,1,False,False
NOTGFIUVDGNKRI,c1cn(C2CCCO2)cn1,AICAR,NC(=O)C1=C(N)N(C=N1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,MC22,LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic",1,"{""MC22"": [""30eV""]}",1,1,True,0,1,True,train,True,True,False,False,,True,False,False,False,False,False,False,False,1,1,False,False
NPNNKDMSXVRADT,O=C(C=Cc1ccccc1)NCCc1ccccc1,N-Feruloyl Tyramine,COC1=C(C=CC(=C1)C=CC(=O)NCCC2=CC=C(C=C2)O)O,MC19,LC-ESI-ITFT,"LTQ Orbitrap XL, Thermo Scientfic; Dionex Ultimate 300",1,"{""MC19"": [""35eV""]}",1,1,True,0,1,True,train,True,True,True,False,,True,False,False,False,False,True,True,False,18,1,False,False
NPOAOTPXWNWTSH,__ACYCLIC__NPOAOTPXWNWTSH,3-HYDROXYMETHYLGLUTARATE,CC(O)(CC(O)=O)CC(O)=O,MC22,LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic",1,"{""MC22"": [""30eV""]}",1,1,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,2,1,False,False
NTYJJOPFIAHURM,c1c[nH]cn1,Histamine,NCCC1=CNC=N1,MC20;MC22,LC-ESI-ITFT;LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic;Thermo Scientific Q-Exactive Focus",7,"{""MC20"": [""10"", ""100"", ""20"", ""30"", ""40"", ""60""], ""MC22"": [""30eV""]}",6,6,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,1,1,False,False
NWAGJEHYRXNHPW,C=C1C(=O)OC2C3C=CCCC3CC(OC(=O)C3CO3)C12,"Tirotundifolin C, epoxyangelate",CC4OC4(C)C(=O)O[C@@H]2C[C@@]3(C)[C@H](O)CC=C(C)[C@@H]3[C@H]1OC(=O)C(=C)[C@@H]12,MC14,LC-ESI-ITFT,"Q Exactive Plus, ThermoFisher Scientific",1,"{""MC14"": [""50eV""]}",1,1,True,0,1,False,,False,False,False,False,,False,False,False,False,False,False,False,False,6,0,True,True
NXJAXUYOQLTISD,__ACYCLIC__NXJAXUYOQLTISD,GLUTARYLCARNITINE,C[N+](C)(C)C[C@H](CC([O-])=O)OC(=O)CCCC(O)=O,MC22,LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic",1,"{""MC22"": [""30eV""]}",1,1,True,0,1,True,train,True,True,False,False,,False,False,False,False,False,False,False,False,1,1,False,False
NXJCRELRQHZBQA,O=c1ccc2ccccc2o1,Limettin,COC1=CC(=C2C=CC(=O)OC2=C1)OC,MC19,LC-ESI-ITFT,"LTQ Orbitrap XL, Thermo Scientfic; Dionex Ultimate 300",1,"{""MC19"": [""45eV""]}",1,1,True,0,1,True,train,True,True,True,True,ENTACT-MIX-LISTS-499-503-505;LCSB-ALL-MASSBANK-V1-EXPOSURE-SET;LCSB-DEV;LCSB-POS-V2-SPECTRA;LCSB-RAW-MIX-REPLICATE-SET-92;LCSB-RAW-MIXES-499-503-505;V2-DEVELOPMENT-POPULATION,True,False,False,False,False,True,False,False,5,3,False,False
NYHBQMYGNKIUIF,O=c1[nH]cnc2c1ncn2C1CCCO1,Guanosine,NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1,MC20;MC22,LC-ESI-ITFT;LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic;Thermo Scientific Q-Exactive Focus",7,"{""MC20"": [""10"", ""100"", ""20"", ""30"", ""40"", ""60""], ""MC22"": [""30eV""]}",6,6,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,2,1,False,False
NYPYHUZRZVSYKL,c1ccccc1,"3,5-DIIODO-L-TYROSINE",N[C@@H](CC1=CC(I)=C(O)C(I)=C1)C(O)=O,MC22,LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic",1,"{""MC22"": [""30eV""]}",1,1,True,0,1,True,train,False,True,False,False,,True,False,False,False,False,True,False,False,1,1,False,False
NYVGKWVPLDGOBS,O=c1ccc2ccc3occc3c2o1,"5,6-Dihydroxyfuro[2,3-h]chromen-2-one",C1=CC(=O)OC2=C1C(=C(C3=C2C=CO3)O)O,MC19,LC-ESI-ITFT,"LTQ Orbitrap XL, Thermo Scientfic; Dionex Ultimate 300",1,"{""MC19"": [""45eV""]}",1,1,True,0,1,False,,False,True,False,False,,True,False,False,False,False,False,False,False,0,0,False,True
NZVQLVGOZRELTG,O=c1ccoc2cc3occc3cc12,visnagin,CC1=CC(=O)C2=C(O1)C=C3C(=C2OC)C=CO3,MC25,LC-ESI-ITFT,LTQ-Orbitrap XL hybrid mass spectrometer (Thermo Scientific),1,"{""MC25"": [""0.3""]}",1,1,True,0,1,True,train,True,True,True,False,,True,False,False,False,False,True,True,False,3,1,False,False
OAOKXXKAPDYVHG,O=C1CC2CC=CCCC=CCC2O1,Epi-Inunolide-Glutathione,O=C(O)[C@@H](N)CCC(=O)N[C@@H](CSCC1C(=O)O[C@H]2CC(C)=CCCC(C)=CC[C@H]12)C(=O)NCC(=O)O,MC14,LC-ESI-ITFT,"Q Exactive Plus, ThermoFisher Scientific",1,"{""MC14"": [""50eV""]}",1,1,True,0,1,False,,False,False,False,False,,False,False,False,False,False,False,False,False,0,0,True,True
ODBLHEXUDAPZAU,__ACYCLIC__ODBLHEXUDAPZAU,ISOCITRATE,OC(C(CC(O)=O)C(O)=O)C(O)=O,MC22,LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic",1,"{""MC22"": [""30eV""]}",1,1,True,0,1,False,,False,False,True,True,,True,False,False,False,False,True,True,False,1,0,False,False
ODHCTXKNWHHXJC,O=C1CCCN1,Pyroglutamic acid,OC(=O)[C@@H]1CCC(=O)N1,MC20;MC22,LC-ESI-ITFT;LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic;Thermo Scientific Q-Exactive Focus",8,"{""MC20"": [""10"", ""100"", ""20"", ""30"", ""40"", ""60""], ""MC22"": [""30eV""]}",6,6,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,1,1,False,False
ODKSFYDXXFIFQN,__ACYCLIC__ODKSFYDXXFIFQN,L-Arginine,N[C@@H](CCCNC(N)=N)C(O)=O,MC20;MC22,LC-ESI-ITFT;LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic;Thermo Scientific Q-Exactive Focus",7,"{""MC20"": [""10"", ""100"", ""20"", ""30"", ""40"", ""60""], ""MC22"": [""30eV""]}",6,6,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,True,1,1,False,False
OHYDBTZVUWGKOO,O=C(OCc1ccccc1)N1CCCC2=C1CC1C(CC3C1CCC1C4CCCCC4CCC13)O2,"benzyl (2aS,4S,6aS,6bS,8aS,8bR,9S,12R,14aR,15aS,15bR)-4-hydroxy-6a,8a,9,12-tetramethyl-2,2a,3,4,5,6,6a,6b,7,8,8a,8b,9,11,12,13,14a,15,15a,15b-icosahydronaphtho[2'',1'':4',5']indeno[1',2':5,6]pyrano[3,2-b]pyridine-10(1H)-carboxylate",O[C@H]1CC[C@@]2(C)[C@](CC[C@]3([H])[C@]2([H])CC[C@@]4(C)[C@@]3([H])C[C@@]([H])(OC(C[C@@H](C)CN5C(OCC6=CC=CC=C6)=O)=C5[C@H]7C)[C@@]47[H])([H])C1,MC01,APCI-ITFT,Orbitrap Elite,1,"{""MC01"": [""35 CID""]}",1,1,True,0,1,False,,False,False,False,False,,False,False,False,False,False,False,False,False,0,0,True,True
OIRDTQYFTABQOQ,c1ncc2ncn(C3CCCO3)c2n1,Adenosine,NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1,MC20;MC22,LC-ESI-ITFT;LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic;Thermo Scientific Q-Exactive Focus",7,"{""MC20"": [""10"", ""100"", ""20"", ""30"", ""40"", ""60""], ""MC22"": [""30eV""]}",6,6,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,4,1,False,False
OIVLITBTBDPEFK,O=C1CCNC(=O)N1,DIHYDROURACIL,O=C1CCNC(=O)N1,MC22,LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic",1,"{""MC22"": [""30eV""]}",1,1,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,2,1,False,False
OKJIRPAQVSHGFK,__ACYCLIC__OKJIRPAQVSHGFK,Acetylglycine,CC(=O)NCC(O)=O,MC20;MC22,LC-ESI-ITFT;LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic;Thermo Scientific Q-Exactive Focus",7,"{""MC20"": [""10"", ""100"", ""20"", ""30"", ""40"", ""60""], ""MC22"": [""30eV""]}",6,6,True,0,1,True,train,True,True,False,False,,False,False,False,False,False,True,True,False,1,1,False,False
OLOOJGVNMBJLLR,O=c1ccc2cc3ccoc3cc2o1,Pentosalen,CC(=CCOC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2)C,MC19,LC-ESI-ITFT,"LTQ Orbitrap XL, Thermo Scientfic; Dionex Ultimate 300",1,"{""MC19"": [""45eV""]}",1,1,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,19,4,False,False
OLXZPDWKRNYJJZ,c1ncc2ncn(C3CCCO3)c2n1,Deoxyadenosine,NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](CO)O1,MC20;MC22,LC-ESI-ITFT;LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic;Thermo Scientific Q-Exactive Focus",7,"{""MC20"": [""10"", ""100"", ""20"", ""30"", ""40"", ""60""], ""MC22"": [""30eV""]}",6,6,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,5,3,False,False
OMFXVFTZEKFJBZ,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,CORTICOSTERONE,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O,MC22,LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic",1,"{""MC22"": [""30eV""]}",1,1,True,0,1,True,train,True,True,True,True,LCSB-ALL-MASSBANK-V1-EXPOSURE-SET;LCSB-CONFIRMATION,True,False,False,False,False,True,True,False,7,3,False,False
OMIXKOJEIRRAJW,c1ccccc1,Caffeoyl glucaric acid,C1=CC(=C(C=C1C=CC(=O)OC(C(C(C(C(=O)O)O)O)O)C(=O)O)O)O,MC19,LC-ESI-ITFT,"LTQ Orbitrap XL, Thermo Scientfic; Dionex Ultimate 300",2,"{""MC19"": [""35eV""]}",1,1,True,0,1,False,,False,True,False,False,,True,False,False,False,False,False,False,False,0,0,False,True
OMPXHNXRUVEQDO,O=C1CCCO1,N-Nonanoyl-L-homoserine lactone,CCCCCCCCC(=O)N[C@H]1CCOC1=O,MC20,LC-ESI-ITFT,Thermo Scientific Q-Exactive Focus,6,"{""MC20"": [""10"", ""100"", ""20"", ""30"", ""40"", ""60""]}",6,6,True,0,1,True,train,False,True,False,False,,True,False,False,False,False,False,False,False,3,1,False,False
OMYMRCXOJJZYKE,c1ccc2[nH]ccc2c1,6-Hydroxymelatonin,COC1=C(O)C=C2NC=C(CCNC(C)=O)C2=C1,MC20,LC-ESI-ITFT,Thermo Scientific Q-Exactive Focus,6,"{""MC20"": [""10"", ""100"", ""20"", ""30"", ""40"", ""60""]}",6,6,True,0,1,True,train,False,True,False,False,,True,False,False,False,False,False,False,False,1,1,False,False
ONFOSYPQQXJWGS,__ACYCLIC__ONFOSYPQQXJWGS,2-HYDROXY-4-(METHYLTHIO)BUTANOATE,CSCCC(O)C(O)=O,MC22,LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic",1,"{""MC22"": [""30eV""]}",1,1,True,0,1,False,,False,False,True,True,,True,False,False,False,False,True,False,False,0,0,False,False
ONIBWKKTOPOVIA,C1CCNC1,Proline,C1CC(NC1)C(=O)O,MC19;MC22,LC-ESI-ITFT;LC-ESI-QFT,"LTQ Orbitrap XL, Thermo Scientfic; Dionex Ultimate 300;Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic",2,"{""MC19"": [""45eV""], ""MC22"": [""30eV""]}",1,1,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,2,1,False,False
OOGAQHVYHLPICD,C1CCOCC1,6-Methylsulfinylhexyl glucosinolate,CS(=O)CCCCCCC(=NOS(=O)(=O)O)SC1C(C(C(C(O1)CO)O)O)O,MC15,LC-ESI-ITFT,q exactive focus thermo,1,"{""MC15"": [""30""]}",1,1,True,0,1,False,,False,True,False,False,,True,False,False,False,False,False,False,False,0,0,False,True
OOKSPQLCQUBEKU,O=c1ccc2c(OCC=CCCC3CO3)c3ccoc3cc2o1,Epoxybergamottin,CC(=CCOC1=C2C=CC(=O)OC2=CC3=C1C=CO3)CCC4C(O4)(C)C,MC19,LC-ESI-ITFT,"LTQ Orbitrap XL, Thermo Scientfic; Dionex Ultimate 300",1,"{""MC19"": [""45eV""]}",1,1,True,0,1,False,,False,False,False,False,,False,False,False,False,False,False,False,False,13,0,True,True
OPKAENXELFYURB,C=C1C(=O)OC2C=CCCC=CCCC12,14-Hydroxy-Costunolide-Glutathione,O=C(O)[C@@H](N)CCC(=O)N[C@@H](CS\C=C1\[C@@H]2CCC(=CCCC(C)=C[C@H]2OC1=O)CO)C(=O)NCC(=O)O,MC14,LC-ESI-ITFT,"Q Exactive Plus, ThermoFisher Scientific",1,"{""MC14"": [""50eV""]}",1,1,True,0,1,False,,False,True,False,False,,True,False,False,False,False,False,False,False,0,0,False,True
OPTASPLRGRRNAP,O=c1nccc[nH]1,CYTOSINE,NC1=CC=NC(=O)N1,MC22,LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic",1,"{""MC22"": [""30eV""]}",1,1,True,0,1,True,train,True,True,False,False,,True,False,False,False,False,True,True,False,1,1,False,False
ORBITTMJKIGFNH,O=c1ccc2cc3ccoc3c(OCC3CO3)c2o1,Byakangelicol,CC1(C(O1)COC2=C3C(=C(C4=C2OC(=O)C=C4)OC)C=CO3)C,MC19,LC-ESI-ITFT,"LTQ Orbitrap XL, Thermo Scientfic; Dionex Ultimate 300",2,"{""MC19"": [""45eV""]}",1,1,True,0,1,True,train,True,True,True,False,,True,False,False,False,False,True,True,False,6,1,False,False
