key,scaffold_group,name,smiles,labs,instrument_types,instrument_models,n_records,ce_strings_by_lab,max_distinct_ce_strings_within_one_lab,max_distinct_single_numeric_ce_within_one_lab,mh_in_dev_range,parent_formal_charge,n_fragments_raw,in_msg15_any,msg15_folds,in_msg15_simchallenge,scaffold_in_msg15,in_muru_registry,in_muru_registry_direct,muru_exposed_populations,scaffold_in_muru_registry,in_study2_pop,scaffold_in_study2_pop,in_comparator_pop,scaffold_in_comparator_pop,in_msnlib_9lib,in_msnlib_v1_0,in_multims2_reserved,msg15_keys_same_formula,msg15_keys_same_formula_and_scaffold,pass_C,pass_B
HKQSOGUZSSFJSM,C=C1CC2OC(=O)C(=C)C2CCC2OC1=CC2=O,"Atripliciolide isobutyrate, 4, 15-iso",CC(C)C(=O)O[C@@H]3C[C@@]1(C)OC(=CC1=O)C(=C)C[C@@H]2OC(=O)C(=C)[C@@H]23,MC14,LC-ESI-ITFT,"Q Exactive Plus, ThermoFisher Scientific",1,"{""MC14"": [""50eV""]}",1,1,True,0,1,False,,False,True,False,False,,False,False,False,False,False,False,False,False,7,0,True,True
HKQYGTCOTHHOMP,O=c1c(-c2ccccc2)coc2ccccc12,Formononetin,COC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O,MC20,LC-ESI-ITFT,Thermo Scientific Q-Exactive Focus,6,"{""MC20"": [""10"", ""100"", ""20"", ""30"", ""40"", ""60""]}",6,6,True,0,1,True,train,True,True,True,True,ENTACT-MIX-LISTS-499-503-505;LCSB-ALL-MASSBANK-V1-EXPOSURE-SET;LCSB-DEV;LCSB-NEG;LCSB-POS-V2-SPECTRA;V2-DEVELOPMENT-POPULATION,True,False,False,False,False,True,True,False,21,1,False,False
HNDVDQJCIGZPNO,c1c[nH]cn1,L-Histidine,N[C@@H](CC1=CN=CN1)C(O)=O,MC20;MC22,LC-ESI-ITFT;LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic;Thermo Scientific Q-Exactive Focus",7,"{""MC20"": [""10"", ""100"", ""20"", ""30"", ""40"", ""60""], ""MC22"": [""30eV""]}",6,6,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,3,1,False,False
HNYOPLTXPVRDBG,O=C1N=CCC=N1,Barbituric acid,OC1=NC(=O)N=C(O)C1,MC20,LC-ESI-ITFT,NOT_FETCHED;Thermo Scientific Q-Exactive Focus,6,"{""MC20"": [""10"", ""100"", ""20"", ""30"", ""40"", ""60""]}",6,6,True,0,1,False,,False,False,False,False,,False,False,False,False,False,False,False,False,0,0,True,True
HOKKHZGPKSLGJE,__ACYCLIC__HOKKHZGPKSLGJE,N-Methyl-D-aspartic acid,CN[C@H](CC(O)=O)C(O)=O,MC20;MC22,LC-ESI-ITFT;LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic;Thermo Scientific Q-Exactive Focus",7,"{""MC20"": [""10"", ""100"", ""20"", ""30"", ""40"", ""60""], ""MC22"": [""30eV""]}",6,6,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,5,1,False,False
HREHFPZHVCNOMQ,C=C1C(=O)OC2CCC3CCC(CCC12)O3,Tagitinin A,C[C@H]1C[C@@H]2[C@@H]([C@@H](C[C@@]3([C@H](C[C@]1(O3)O)O)C)OC(=O)C(C)C)C(=C)C(=O)O2,MC14,LC-ESI-ITFT,"Q Exactive Plus, ThermoFisher Scientific",2,"{""MC14"": [""50eV""]}",1,1,True,0,1,False,,False,False,False,False,,False,False,False,False,False,False,False,False,1,0,True,True
HRYLQFBHBWLLLL,C=C1C(=O)OC2C=CCCC=CCCC12,Costunolide,C/C/1=C\CC/C(=C/[C@@H]2[C@@H](CC1)C(=C)C(=O)O2)/C,MC14,LC-ESI-ITFT,"Q Exactive Plus, ThermoFisher Scientific",1,"{""MC14"": [""50eV""]}",1,1,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,5,1,False,False
HSHNITRMYYLLCV,O=c1ccc2ccccc2o1,Hymecromone,CC1=CC(=O)OC2=C1C=CC(=C2)O,MC19,LC-ESI-ITFT,"LTQ Orbitrap XL, Thermo Scientfic; Dionex Ultimate 300",1,"{""MC19"": [""45eV""]}",1,1,True,0,1,True,train,True,True,True,True,LCSB-ALL-MASSBANK-V1-EXPOSURE-SET;LCSB-DEV;LCSB-POS-V2-SPECTRA;V2-DEVELOPMENT-POPULATION,True,False,False,False,False,True,True,False,3,3,False,False
HSMNQINEKMPTIC,c1ccccc1,4-Aminohippuric acid,NC1=CC=C(C=C1)C(=O)NCC(O)=O,MC20,LC-ESI-ITFT,Thermo Scientific Q-Exactive Focus,6,"{""MC20"": [""10"", ""100"", ""20"", ""30"", ""40"", ""60""]}",6,6,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,1,1,False,False
HSMPDPBYAYSOBC,O=c1ccoc2cc3occc3cc12,khellin,CC1=CC(=O)C2=C(C3=C(C(=C2O1)OC)OC=C3)OC,MC25,LC-ESI-ITFT,LTQ-Orbitrap XL hybrid mass spectrometer (Thermo Scientific),1,"{""MC25"": [""0.3""]}",1,1,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,2,1,False,False
HTMCLLSRQWRPTN,C=C1C(=O)OC2C=CC3=CC(=O)C(CCC12)O3,Budlein A methylacrylate,C=C(C)C(=O)O[C@@H]3C[C@@]1(C)OC(=CC1=O)C(CO)=C[C@@H]2OC(=O)C(=C)[C@@H]23,MC14,LC-ESI-ITFT,"Q Exactive Plus, ThermoFisher Scientific",1,"{""MC14"": [""50eV""]}",1,1,True,0,1,True,train,False,True,False,False,,False,False,False,False,False,False,False,False,8,1,False,False
HUCGRJSHMZWRQQ,C1CCOCC1,5-Methylsulfinylpentyl glucosinolate,CS(=O)CCCCCC(=NOS(=O)(=O)O)SC1C(C(C(C(O1)CO)O)O)O,MC15,LC-ESI-ITFT,q exactive focus thermo,1,"{""MC15"": [""30""]}",1,1,True,0,1,False,,False,True,False,False,,True,False,False,False,False,False,False,False,0,0,False,True
HUDBDWIQSIGUDI,c1ccc2[nH]ccc2c1,ETHYL 3-INDOLEACETATE,CCOC(=O)CC1=CNC2=CC=CC=C21,MC22,LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic",1,"{""MC22"": [""30eV""]}",1,1,True,0,1,True,train,True,True,False,False,,True,False,False,False,False,False,False,False,8,3,False,False
HUEBIMLTDXKIPR,__ACYCLIC__HUEBIMLTDXKIPR,Methyl heptadecanoate,CCCCCCCCCCCCCCCCC(=O)OC,MC20,LC-ESI-ITFT,NOT_FETCHED;Thermo Scientific Q-Exactive Focus,6,"{""MC20"": [""10"", ""100"", ""20"", ""30"", ""40"", ""60""]}",6,6,True,0,1,False,,False,False,True,True,,True,False,False,False,False,True,False,False,2,0,False,False
HUMNYLRZRPPJDN,c1ccccc1,BENZALDEHYDE,O=CC1=CC=CC=C1,MC22,LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic",1,"{""MC22"": [""30eV""]}",1,1,True,0,1,True,train,False,True,False,False,,True,False,False,False,False,False,False,False,1,1,False,False
HUOOMAOYXQFIDQ,O=c1cc(-c2cccc(-c3cccc4c(=O)cc(-c5ccccc5)oc34)c2)oc2ccccc12,Isoginkgetin,COC1=CC=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C(=C2O1)C1=C(OC)C=CC(=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1,MC09,LC-ESI-QFT,"QE Focus, Thermo Scientfic; UPLC I-Class, Waters",1,"{""MC09"": [""15,30,45 (NCE)""]}",1,0,True,0,1,True,train,True,True,True,False,,True,False,False,False,False,True,True,False,2,2,False,False
HXACOUQIXZGNBF,c1ccncc1,4-PYRIDOXATE,CC1=NC=C(CO)C(C(O)=O)=C1O,MC22,LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic",1,"{""MC22"": [""30eV""]}",1,1,True,0,1,True,train,True,True,False,False,,True,False,False,False,False,True,False,False,2,1,False,False
HXEACLLIILLPRG,C1CCNCC1,Pipecolic acid,OC(=O)C1CCCCN1,MC20;MC22,LC-ESI-ITFT;LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic;Thermo Scientific Q-Exactive Focus",7,"{""MC20"": [""10"", ""100"", ""20"", ""30"", ""40"", ""60""], ""MC22"": [""30eV""]}",6,6,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,7,1,False,False
HXFOXFJUNFFYMO,__ACYCLIC__HXFOXFJUNFFYMO,N-ACETYLASPARAGINE,CC(=O)N[C@@H](CC(N)=O)C(O)=O,MC22,LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic",1,"{""MC22"": [""30eV""]}",1,1,True,0,1,True,train,True,True,False,False,,False,False,False,False,False,True,True,False,1,1,False,False
HXJDWCWJDCOHDG,__ACYCLIC__HXJDWCWJDCOHDG,S-HEXYL-GLUTATHIONE,CCCCCCSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N,MC22,LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic",1,"{""MC22"": [""30eV""]}",1,1,True,0,1,True,train,True,True,False,False,,False,False,False,False,False,False,False,False,1,1,False,False
HXTFHSYLYXVTHC,O=C1CC(c2ccccc2)Oc2cc(OC3CCCC(COC4CCCCO4)O3)ccc21,Narirutin,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)O)O)O)O)O)O)O)O,MC19,LC-ESI-ITFT,"LTQ Orbitrap XL, Thermo Scientfic; Dionex Ultimate 300",1,"{""MC19"": [""45eV""]}",1,1,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,5,1,False,False
HXXFSFRBOHSIMQ,C1CCOCC1,GLUCOSE 1-PHOSPHATE,OC[C@H]1OC(OP(O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O,MC22,LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic",1,"{""MC22"": [""30eV""]}",1,1,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,4,2,False,False
HZSAJDVWZRBGIF,c1ncc(C[n+]2ccsc2)cn1,THIAMINE MONOPHOSPHATE,CC1=C(CCOP(O)([O-])=O)SC=[N+]1CC1=CN=C(C)N=C1N,MC22,LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic",1,"{""MC22"": [""30eV""]}",1,1,True,0,1,True,train,False,True,True,True,,True,False,False,False,False,True,True,False,1,1,False,False
IAKHMKGGTNLKSZ,O=c1cccc2c(c1)CCCc1ccccc1-2,Colchicine,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,MC19,LC-ESI-ITFT,"LTQ Orbitrap XL, Thermo Scientfic; Dionex Ultimate 300",1,"{""MC19"": [""45eV""]}",1,1,True,0,1,True,train,True,True,True,True,ENTACT-MIX-LISTS-499-503-505;LCSB-ALL-MASSBANK-V1-EXPOSURE-SET;LCSB-DEV;LCSB-POS-V2-SPECTRA;V2-DEVELOPMENT-POPULATION;WUR-DEV-ANALYSIS;WUR-POS-IDENTITY,True,False,False,False,False,True,True,False,5,1,False,False
IBRKLUSXDYATLG,c1ccc2c(c1)CCNC2,SALSOLINOL,CC1C2=CC(=C(C=C2CCN1)O)O,MC22,LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic",1,"{""MC22"": [""30eV""]}",1,1,True,0,1,True,train,True,True,False,False,,True,False,False,False,False,False,False,False,14,1,False,False
ICJSZNQEKSIGPI,C1CCOCC1,3-Methylthiobutyl glucosinolate,CSCCCC(=NOS(=O)(=O)O)SOC1C(C(C(C(O1)CO)O)O)O,MC15,LC-ESI-ITFT,q exactive focus thermo,1,"{""MC15"": [""30""]}",1,1,True,0,1,False,,False,True,False,False,,True,False,False,False,False,False,False,False,0,0,False,True
IERHLVCPSMICTF,O=c1ncccn1C1CCCO1,CYTIDINE MONOPHOSPHATE,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,MC22,LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic",1,"{""MC22"": [""30eV""]}",1,1,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,True,2,2,False,False
IFIRYJJHHOCCHT,O=c1ccc2ccccc2o1,7-Hydroxy-5-methoxychromen-2-one,COC1=C2C=CC(=O)OC2=CC(=C1)O,MC19,LC-ESI-ITFT,"LTQ Orbitrap XL, Thermo Scientfic; Dionex Ultimate 300",1,"{""MC19"": [""45eV""]}",1,1,True,0,1,False,,False,True,False,False,,True,False,False,False,False,False,False,False,9,5,False,True
IGMNYECMUMZDDF,c1ccccc1,HOMOGENTISATE,OC(=O)CC1=C(O)C=CC(O)=C1,MC22,LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic",1,"{""MC22"": [""30eV""]}",1,1,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,10,9,False,False
IGWDEVSBEKYORK,O=c1ccc2cc3ccoc3cc2o1,Isoimperatorin,CC(=CCOC1=C2C=CC(=O)OC2=CC3=C1C=CO3)C,MC19,LC-ESI-ITFT,"LTQ Orbitrap XL, Thermo Scientfic; Dionex Ultimate 300",1,"{""MC19"": [""45eV""]}",1,1,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,19,4,False,False
IIAGSABLXRZUSE,N=C(Cc1c[nH]c2ccccc12)SC1CCCCO1,4-Methoxy-3-indolylmethylglucosinolate,COC1=CC=CC2=C1C(=CN2)CC(=NOS(=O)(=O)O)SC3C(C(C(C(O3)CO)O)O)O,MC15,LC-ESI-ITFT,q exactive focus thermo,1,"{""MC15"": [""30""]}",1,1,True,0,1,False,,False,False,True,True,V2-DEVELOPMENT-POPULATION;WUR-DEV-ANALYSIS;WUR-POS-IDENTITY,True,False,False,False,False,False,False,False,0,0,False,False
IJFXRHURBJZNAO,c1ccccc1,3-HYDROXYBENZOATE,OC(=O)C1=CC(O)=CC=C1,MC22,LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic",1,"{""MC22"": [""30eV""]}",1,1,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,4,4,False,False
IKGXIBQEEMLURG,O=c1c(OC2CCCC(COC3CCCCO3)O2)c(-c2ccccc2)oc2ccccc12,Rutin,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,MC19,LC-ESI-ITFT,"LTQ Orbitrap XL, Thermo Scientfic; Dionex Ultimate 300",1,"{""MC19"": [""35eV""]}",1,1,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,20,3,False,False
IKMDFBPHZNJCSN,O=c1cc(-c2ccccc2)oc2ccccc12,Myricetin,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,MC25,LC-ESI-ITFT,LTQ-Orbitrap XL hybrid mass spectrometer (Thermo Scientific),1,"{""MC25"": [""0.3""]}",1,1,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,4,2,False,False
ILEDWLMCKZNDJK,O=c1ccc2ccccc2o1,Esculetin,C1=CC(=O)OC2=CC(=C(C=C21)O)O,MC19,LC-ESI-ITFT,"LTQ Orbitrap XL, Thermo Scientfic; Dionex Ultimate 300",1,"{""MC19"": [""45eV""]}",1,1,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,4,3,False,False
ILRYLPWNYFXEMH,__ACYCLIC__ILRYLPWNYFXEMH,Cystathionine,C(CSCC(C(=O)O)N)C(C(=O)O)N,MC19;MC22,LC-ESI-ITFT;LC-ESI-QFT,"LTQ Orbitrap XL, Thermo Scientfic; Dionex Ultimate 300;Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic",2,"{""MC19"": [""45eV""], ""MC22"": [""30eV""]}",1,1,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,3,1,False,False
INBPQAJYHSJVRY,O=C1CC(c2ccccc2)Oc2ccccc21,strobopinin,CC1=C(C2=C(C=C1O)OC(CC2=O)C3=CC=CC=C3)O,MC25,LC-ESI-ITFT,LTQ-Orbitrap XL hybrid mass spectrometer (Thermo Scientific),1,"{""MC25"": [""0.3""]}",1,1,True,0,1,True,train,False,True,False,False,,True,False,False,False,False,False,False,False,19,4,False,False
IOLDDENZPBFBHV,O=C(CCc1ccccc1)NCCCNCCCCNCCCNC(=O)CCc1ccccc1,Kukoamine A,C1=CC(=C(C=C1CCC(=O)NCCCNCCCCNCCCNC(=O)CCC2=CC(=C(C=C2)O)O)O)O,MC19,LC-ESI-ITFT,"LTQ Orbitrap XL, Thermo Scientfic; Dionex Ultimate 300",2,"{""MC19"": [""35eV""]}",1,1,True,0,1,True,train,False,True,True,True,,True,False,False,False,False,True,False,False,2,1,False,False
IPEHJNRNYPOFII,O=C1CC2CCCCC2c2ccccc21,Sugiol,CC(C)C1=CC2=C(C=C1O)C1(C)CCCC(C)(C)C1CC2=O,MC09,LC-ESI-QFT,"QE Focus, Thermo Scientfic; UPLC I-Class, Waters",1,"{""MC09"": [""15,30,45 (NCE)""]}",1,0,True,0,1,False,,False,True,False,False,,True,False,False,False,False,False,False,False,6,0,False,True
IQFYYKKMVGJFEH,O=c1ccn(C2CCCO2)c(=O)[nH]1,THYMIDINE,CC1=CN([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)NC1=O,MC22,LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic",1,"{""MC22"": [""30eV""]}",1,1,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,2,2,False,False
IQPNAANSBPBGFQ,O=c1cc(-c2ccccc2)oc2ccccc12,Luteolin,OC1=CC(O)=C2C(=O)C=C(OC2=C1)C1=CC(O)=C(O)C=C1,MC09,LC-ESI-QFT,"QE Focus, Thermo Scientfic; UPLC I-Class, Waters",1,"{""MC09"": [""15,30,45 (NCE)""]}",1,0,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,13,9,False,False
ISAKRJDGNUQOIC,O=c1cc[nH]c(=O)[nH]1,URACIL,O=C1NC=CC(=O)N1,MC22,LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic",1,"{""MC22"": [""30eV""]}",1,1,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,1,1,False,False
ITXLZVVZOJDDNX,C1CCC(CC2CCC3C2CCC2C4CCCCC4CCC23)NC1,"(22S,25R)-22,26-Imino-5alpha-cholestan-3beta-ol",C[C@@H](CN1)CC[C@H]1[C@@H](C)[C@H]2CC[C@@]3([H])[C@]4([H])CC[C@@]5([H])C[C@@H](O)CC[C@]5(C)[C@@]4([H])CC[C@]23C,MC01,APCI-ITFT,Orbitrap Elite,1,"{""MC01"": [""35 CID""]}",1,1,True,0,1,False,,False,False,False,False,,False,False,False,False,False,False,False,False,1,0,True,True
IVOMOUWHDPKRLL,O=[PH]1OCC2OC(n3cnc4cncnc43)CC2O1,Cyclic AMP,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H]2COP(O)(=O)O[C@H]2[C@H]1O,MC20;MC22,LC-ESI-ITFT;LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic;Thermo Scientific Q-Exactive Focus",7,"{""MC20"": [""10"", ""100"", ""20"", ""30"", ""40"", ""60""], ""MC22"": [""30eV""]}",6,6,True,0,1,True,train,True,True,True,False,,True,False,False,False,False,True,True,False,2,1,False,False
IWAWQWJSLDZVRM,C=C1C(=O)OC2C=CC3CCC(CCC12)O3,Niveusin B,C/C=C(/C)\C(=O)O[C@@H]1C[C@@]2(CC[C@@](O2)(/C(=C\[C@@H]3[C@@H]1C(=C)C(=O)O3)/CO)O)C,MC14,LC-ESI-ITFT,"Q Exactive Plus, ThermoFisher Scientific",1,"{""MC14"": [""50eV""]}",1,1,True,0,1,False,,False,False,False,False,,False,False,False,False,False,False,False,False,5,0,True,True
IWEIJEPIYMAGTH,O=c1cc(-c2cccc(-c3cccc4c(=O)cc(-c5ccccc5)oc34)c2)oc2ccccc12,Bilobetin,COC1=C(C=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=CC=C(O)C=C1,MC09,LC-ESI-QFT,"QE Focus, Thermo Scientfic; UPLC I-Class, Waters",1,"{""MC09"": [""15,30,45 (NCE)""]}",1,0,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,False,False,5,3,False,False
IWFJWRWYZSDFRP,O=C1C=Cc2c1cccc1cc(=O)oc2-1,Malaphyllidin,CC=3C=CC=1C(OC(=O)C=1C)=C2C=3C(=O)C=C2C,MC14,LC-ESI-ITFT,"Q Exactive Plus, ThermoFisher Scientific",1,"{""MC14"": [""50eV""]}",1,1,True,0,1,False,,False,False,False,False,,False,False,False,False,False,False,False,False,11,0,True,True
IWRAOCFRRTWUDF,O=C(CCc1ccccc1)NCCCCNCCCNC(=O)CCc1ccccc1,Kukoamine B,C1=CC(=C(C=C1CCC(=O)NCCCNCCCCN(CCCN)C(=O)CCC2=CC(=C(C=C2)O)O)O)O,MC19,LC-ESI-ITFT,"LTQ Orbitrap XL, Thermo Scientfic; Dionex Ultimate 300",2,"{""MC19"": [""35eV""]}",1,1,True,0,1,True,train,False,True,False,False,,False,False,False,False,False,True,False,False,2,1,False,False
IXKMCWHVMLFWQY,C=C1C(=O)OC2C=CC3=CC(=O)C(CCC12)O3,Budlein A isobutyrate,CC(C)C(=O)O[C@@H]1C[C@@]2(C(=O)C=C(O2)/C(=C\[C@@H]3[C@@H]1C(=C)C(=O)O3)/CO)C,MC14,LC-ESI-ITFT,"Q Exactive Plus, ThermoFisher Scientific",1,"{""MC14"": [""50eV""]}",1,1,True,0,1,False,,False,True,False,False,,False,False,False,False,False,False,False,False,2,0,True,True
IXORZMNAPKEEDV,C=C1CC23CC1CCC2C12C=CCC(C(=O)O1)C2C3,Gibberellin A3,[H][C@@]12CC[C@]3(O)C[C@]1(CC3=C)[C@@H](C(O)=O)[C@]1([H])[C@]3(C)[C@@H](O)C=C[C@@]21OC3=O,MC20,LC-ESI-ITFT,NOT_FETCHED;Thermo Scientific Q-Exactive Focus,6,"{""MC20"": [""10"", ""100"", ""20"", ""30"", ""40"", ""60""]}",6,6,True,0,1,True,train,False,True,True,True,LCSB-ALL-MASSBANK-V1-EXPOSURE-SET;LCSB-NEG;V2-DEVELOPMENT-POPULATION;WUR-POS-IDENTITY;WUR-SEALED,True,False,False,False,False,True,True,False,7,1,False,False
IXVMHGVQKLDRKH,O=C1OCC2C3CCCC3CCC2C2CCCCC12,Brassinolide,CC(C)C(C)C(C(C(C)C1CCC2C1(CCC3C2COC(=O)C4C3(CC(C(C4)O)O)C)C)O)O,MC19,LC-ESI-ITFT,"LTQ Orbitrap XL, Thermo Scientfic; Dionex Ultimate 300",1,"{""MC19"": [""45eV""]}",1,1,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,2,1,False,False
IXZUPBUEKFXTSD,O=c1ccc2cc3ccoc3cc2o1,"6',7'-dihydroxy Bergamottin",CC(=CCOC1=C2C=CC(=O)OC2=CC3=C1C=CO3)CCC(C(C)(C)O)O,MC19,LC-ESI-ITFT,"LTQ Orbitrap XL, Thermo Scientfic; Dionex Ultimate 300",1,"{""MC19"": [""45eV""]}",1,1,True,0,1,False,,False,True,False,False,,True,False,False,False,False,False,False,False,4,0,False,True
IYRMWMYZSQPJKC,O=c1cc(-c2ccccc2)oc2ccccc12,Kaempferol,OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O)C=C(O)C=C2O1,MC09;MC25,LC-ESI-ITFT;LC-ESI-QFT,"LTQ-Orbitrap XL hybrid mass spectrometer (Thermo Scientific);QE Focus, Thermo Scientfic; UPLC I-Class, Waters",2,"{""MC09"": [""15,30,45 (NCE)""], ""MC25"": [""0.3""]}",1,1,True,0,1,True,train,True,True,True,True,LCSB-ALL-MASSBANK-V1-EXPOSURE-SET;LCSB-NEG,True,False,False,False,False,True,True,False,13,9,False,False
IZQSVPBOUDKVDZ,O=c1cc(-c2ccccc2)oc2ccccc12,Isorhamnetin,COC1=C(O)C=CC(=C1)C1=C(O)C(=O)C2=C(O)C=C(O)C=C2O1,MC09,LC-ESI-QFT,"QE Focus, Thermo Scientfic; UPLC I-Class, Waters",1,"{""MC09"": [""15,30,45 (NCE)""]}",1,0,True,0,1,True,train,True,True,True,True,,True,False,False,False,False,True,True,False,7,6,False,False
JALVTHFTYRPDMB,C1CCC2C(C1)CCC1C2CCC2C1CC1C2CC2CCCCN21,Demissidine,CC1CCC2C(C3C(N2C1)CC4C3(CCC5C4CCC6C5(CCC(C6)O)C)C)C,MC01,APCI-ITFT,Orbitrap Elite,1,"{""MC01"": [""35 CID""]}",1,1,True,0,1,True,train,True,True,True,True,V2-DEVELOPMENT-POPULATION;WUR-DEV-ANALYSIS;WUR-POS-IDENTITY,True,False,False,False,False,False,False,False,3,1,False,False
JBGYSAVRIDZNKA,C1CCC(OC2CCCOC2OC2CC3C4CCC(C5CCCO5)C4CCC3C3CCCCC23)OC1,Pseudoginsenoside F11,CC1OC(OC2C(O)C(O)C(CO)OC2OC2CC3(C)C(CC(O)C4C(CCC34C)C3(C)CCC(O3)C(C)(C)O)C3(C)CCC(O)C(C)(C)C23)C(O)C(O)C1O,MC09,LC-ESI-QFT,"QE Focus, Thermo Scientfic; UPLC I-Class, Waters",1,"{""MC09"": [""15,30,45 (NCE)""]}",1,0,True,0,1,False,,False,False,False,False,,False,False,False,False,False,True,True,False,4,0,True,True
JCMUOFQHZLPHQP,__ACYCLIC__JCMUOFQHZLPHQP,OPHTHALMATE,CC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O,MC22,LC-ESI-QFT,"Q-Exactive Orbitrap, Thermo Scientfic; Ultimate 3000 HPLC, Thermo Scientfic",1,"{""MC22"": [""30eV""]}",1,1,True,0,1,True,train,True,True,False,False,,False,False,False,False,False,False,False,False,2,1,False,False
JDHILDINMRGULE,c1c[nH]cn1,3-Methylhistidine,CN1C=NC=C1C[C@H](N)C(O)=O,MC20,LC-ESI-ITFT,Thermo Scientific Q-Exactive Focus,6,"{""MC20"": [""10"", ""100"", ""20"", ""30"", ""40"", ""60""]}",6,6,True,0,1,True,train,True,True,False,False,,True,False,False,False,False,True,True,False,5,5,False,False
