compound,identity_source,smiles,recorded_inchikey,db_precursor_mz,formula,parent_key,recorded_first_block,smiles_formula_matches_recorded_formula,other_route_keys_conflicting,key_route_disagree,scaffold_group,net_formal_charge_raw,parent_mh_mz,mh_in_dev_range,elements,has_F,single_ce_listed,n_single_ce_listed,ces_listed,n_ces_listed,adducts,n_mh_spectra,has_mh,total_spectra,chimeric_flag,rt_min,s1_compound_id,coinjected_ions_within_0p7_mz_of_mh,n_coinjected_ions_within_0p7,in_muru_registry,in_muru_registry_direct_reason,muru_exposed_populations,in_muru_exposed_population_union,group_in_muru_registry_groups,in_pr7_population,group_in_pr7_groups,in_comparator_population,group_in_comparator_groups,in_msg15_any_fold,msg15_folds,in_msg15_simchallenge,msg15_rows,msg15_instrument_types,msg15_mh_qtof_rows,group_in_msg15_groups,in_msnlib_9lib,in_msnlib_v1_0,anyroute_in_muru_registry,anyroute_in_muru_exposed_population_union,anyroute_in_pr7_population,anyroute_in_comparator_population,anyroute_in_msg15_any_fold
Fluconazole,db_Canonical_Smiles,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,RFHAOTPXVQNOHP-UHFFFAOYSA-N,307.1119,C13H12F2N6O,RFHAOTPXVQNOHP,RFHAOTPXVQNOHP,True,,False,c1ccc(C(Cn2cncn2)Cn2cncn2)cc1,0.0,307.11134,True,C;F;N;O,True,20;25;30;35;40;45;50;55;60;65;70,11,30±10;30±20;40±10;40±20,4,"{""[M+H]+"": 15}",15,True,15,No,4.59,128.0,Bisphenol Z[M+K]+;Coumestrol[M+K]+;Formononetin[M+K]+;Glycitein[M+Na]+;Mono-isodecyl phthalate[M+H]+;Sterigmatocystin[M-H2O+H]+;Tris(2-chlorethyl) phosphate [M+Na]+,7,True,True,LCSB-ALL-MASSBANK-V1-EXPOSURE-SET;LCSB-DEV;LCSB-NEG;LCSB-POS-V2-SPECTRA;MultiMS2-ANCHOR;V2-DEVELOPMENT-POPULATION,True,True,False,False,False,False,True,val,True,84,Orbitrap:53;QTOF:30,30,True,True,True,True,True,False,False,True
Formononetin,db_SMILES,COc1ccc(-c2coc3c(ccc(O)c3)c2=O)cc1,HKQYGTCOTHHOMP-UHFFFAOYSA-N,269.0814,C16H12O4,HKQYGTCOTHHOMP,HKQYGTCOTHHOMP,True,,False,O=c1c(-c2ccccc2)coc2ccccc12,0.0,269.08083,True,C;O,False,20;25;30;35;40;45;50;55;60;65;70,11,30±10;30±20;40±10;40±20,4,"{""[M+H]+"": 15}",15,True,15,No,8.77,129.0,Bisphenol Z[M+H]+;Coumestrol[M+H]+;Kaempferol[M-H2O+H]+,3,True,True,ENTACT-MIX-LISTS-499-503-505;LCSB-ALL-MASSBANK-V1-EXPOSURE-SET;LCSB-DEV;LCSB-NEG;LCSB-POS-V2-SPECTRA;V2-DEVELOPMENT-POPULATION,True,True,False,False,False,False,True,train,True,158,Orbitrap:112;QTOF:44,44,True,True,True,True,True,False,False,True
Fumonisin B1,db_SMILES,CCCC[C@@H](C)[C@@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@H](C[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)OC(=O)C[C@@H](CC(=O)O)C(=O)O,UVBUBMSSQKOIBE-DSLOAKGESA-N,722.3963,C34H59NO15,UVBUBMSSQKOIBE,UVBUBMSSQKOIBE,True,,False,__ACYCLIC__UVBUBMSSQKOIBE,0.0,722.39575,True,C;N;O,False,20;25;30;35;40;45;50;55;60;65;70,11,30±10;30±20;40±10;40±20,4,"{""[M+H]+"": 15, ""[M+Na]+"": 9}",15,True,24,Yes,5.16,130.0,,0,True,True,V2-DEVELOPMENT-POPULATION;WUR-DEV-ANALYSIS;WUR-POS-IDENTITY,True,True,False,False,False,False,True,val,True,22,Orbitrap:15;QTOF:6,6,True,False,False,True,True,False,False,True
Genistein,db_SMILES,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,TZBJGXHYKVUXJN-UHFFFAOYSA-N,271.0607,C15H10O5,TZBJGXHYKVUXJN,TZBJGXHYKVUXJN,True,,False,O=c1c(-c2ccccc2)coc2ccccc12,0.0,271.0601,True,C;O,False,20;25;30;35;40;45;50;55;60;65,10,30±10;30±20;40±10;40±20,4,"{""[M+H]+"": 14}",14,True,14,No,7.18,131.0,Mono-cyclohexyl phthalate[M+Na]+;Sulfamethoxazole[M+NH4]+;Triclosan[M-H2O+H]+,3,False,False,,False,True,False,False,False,False,True,train,True,321,Orbitrap:269;QTOF:50,50,True,True,True,False,False,False,False,True
Glycitein,db_SMILES,COC1=C(C=C2C(=C1)C(=O)C(=CO2)C3=CC=C(C=C3)O)O,YKGCBLWILMDSAV-UHFFFAOYSA-N,285.0763,C16H12O5,DXYUAIFZCFRPTH,YKGCBLWILMDSAV,True,YKGCBLWILMDSAV,True,O=c1c(-c2ccccc2)coc2ccccc12,0.0,285.07575,True,C;O,False,20;25;30;35;40;45;50;55;60;65;70,11,30±10;30±20;40±10;40±20,4,"{""[M+H]+"": 15}",15,True,15,Yes,6.01,132.0,Enterodiol[M-H2O+H]+;Tris(2-chlorethyl) phosphate [M+H]+,2,True,True,,False,True,False,False,False,False,True,train,True,58,Orbitrap:45;QTOF:13,13,True,True,True,True,False,False,False,True
Imidacloprid,db_SMILES,O=[N+]([O-])NC1=NCCN1Cc1cnc(Cl)cc1,YWTYJOPNNQFBPC-UHFFFAOYSA-N,256.0601,C9H10ClN5O2,YWTYJOPNNQFBPC,YWTYJOPNNQFBPC,True,,False,C1=NCCN1Cc1cccnc1,0.0,256.05958,True,C;Cl;N;O,False,20;25;30;35;40;45;50;55;60;65;70,11,30±10;30±20;40±10;40±20,4,"{""[M+H]+"": 15}",15,True,15,No,5.01,137.0,Culmorin[M+NH4]+,1,True,True,ENTACT-MIX-LISTS-499-503-505;LCSB-ALL-MASSBANK-V1-EXPOSURE-SET;LCSB-DEV;LCSB-NEG;LCSB-POS-V2-SPECTRA;V2-DEVELOPMENT-POPULATION;WUR-DEV-ANALYSIS;WUR-POS-IDENTITY,True,True,False,False,False,False,True,train,True,73,Orbitrap:53;QTOF:20,20,True,True,True,True,True,False,False,True
Isoxanthohumol,db_SMILES,CC(=CCC1=C2C(=C(C=C1O)OC)C(=O)CC(O2)C3=CC=C(C=C3)O)C,MATGKVZWFZHCLI-LSDHHAIUSA-N,355.1546,C21H22O5,YKGCBLWILMDSAV,MATGKVZWFZHCLI,True,MATGKVZWFZHCLI,True,O=C1CC(c2ccccc2)Oc2ccccc21,0.0,355.154,True,C;O,False,20;25;30;35;40;45;50;55;60;65;70,11,30±10;30±20;40±10,3,"{""[M+H]+"": 14}",14,True,14,No,9.28,139.0,,0,True,True,,False,True,False,False,False,False,True,train,True,22,Orbitrap:21,0,True,True,True,True,False,False,False,True
Jacobine,db_SMILES,C[C@@H]1C[C@@]2(O[C@H]2C)C(=O)O[C@@H]2CCN3CC=C(COC(=O)[C@]1(C)O)[C@H]23,IAPHXJRHXBQDQJ-WKMWQDDRSA-N,352.176,C18H25NO6,IAPHXJRHXBQDQJ,IAPHXJRHXBQDQJ,True,,False,O=C1CCCC2(CO2)C(=O)OC2CCN3CC=C(CO1)C23,0.0,352.17546,True,C;N;O,False,20;25;30;35;40;45;50;55;60;65;70,11,30±10;30±20;40±10;40±20,4,"{""[M+H]+"": 15}",15,True,15,No,4.28,141.0,Lomefloxacin[M+H]+;Ochratoxin B[M-H2O+H]+,2,True,True,V2-DEVELOPMENT-POPULATION;WUR-DEV-HOLD;WUR-POS-IDENTITY,True,True,False,False,False,False,True,train,True,100,Orbitrap:100,0,True,False,False,True,True,False,False,True
Jacobine-N-oxide,db_SMILES,C[C@@H]1C[C@@]2(O[C@H]2C)C(=O)O[C@@H]2CC[N+]3([O-])CC=C(COC(=O)[C@]1(C)O)[C@H]23,NKRQJWQYBNTAEV-SAJQNFQWSA-N,368.1709,C18H25NO7,NKRQJWQYBNTAEV,NKRQJWQYBNTAEV,True,,False,O=C1CCCC2(CO2)C(=O)OC2CC[NH+]3CC=C(CO1)C23,0.0,368.17038,True,C;N;O,False,20;25;30;35;40;55;60;65,8,30±20,1,"{""[M+H]+"": 9}",9,True,9,No,3.59,142.0,Bisphenol FL[M+NH4]+;Cefaclor[M+H]+,2,True,True,V2-DEVELOPMENT-POPULATION;WUR-DEV-ANALYSIS;WUR-POS-IDENTITY,True,True,False,False,False,False,True,train,True,101,Orbitrap:101,0,True,False,False,True,True,False,False,True
Kaempferol,db_SMILES,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,IYRMWMYZSQPJKC-UHFFFAOYSA-N,287.0556,C15H10O6,IYRMWMYZSQPJKC,IYRMWMYZSQPJKC,True,,False,O=c1cc(-c2ccccc2)oc2ccccc12,0.0,287.05501,True,C;O,False,20;25;30;35;40;45;50;55;60;65;70,11,30±10;30±20;40±10;40±20,4,"{""[M+H]+"": 15}",15,True,15,No,7.43,143.0,Diazinon[M-H2O+H]+;Mono-cyclohexyl phthalate[M+K]+,2,True,True,LCSB-ALL-MASSBANK-V1-EXPOSURE-SET;LCSB-NEG,True,True,False,False,False,False,True,train,True,77,Orbitrap:39;QTOF:36,36,True,True,True,True,True,False,False,True
Malathion,db_SMILES,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,JXSJBGJIGXNWCI-UHFFFAOYSA-N,331.0439,C10H19O6PS2,JXSJBGJIGXNWCI,JXSJBGJIGXNWCI,True,,False,__ACYCLIC__JXSJBGJIGXNWCI,0.0,331.04334,True,C;O;P;S,False,20;30;40;45;50;60;70,7,,0,"{""[M+H]+"": 7}",7,True,7,Yes,15.3,145.0,Aflatoxin G2[M+H]+;Aflatoxin M2[M+H]+;Fenarimol[M+H]+;Mono-(2-ethyl-5-carboxypentyl) phthalate[M+Na]+;Mono-(2-ethyl-5-oxohexyl) phthalate[M+K]+;Mono-[(2-carboxymethyl) hexyl] phthalate[M+Na]+;Mono-iso-nonyl phthalate[M+K]+,7,False,False,,False,False,False,False,False,False,True,train,True,13,QTOF:13,13,True,False,False,False,False,False,False,True
Matairesinol,db_SMILES,COc1c(O)ccc(C[C@H]2COC(=O)[C@@H]2Cc2cc(OC)c(O)cc2)c1,MATGKVZWFZHCLI-LSDHHAIUSA-N,359.1495,C20H22O6,MATGKVZWFZHCLI,MATGKVZWFZHCLI,True,,False,O=C1OCC(Cc2ccccc2)C1Cc1ccccc1,0.0,359.14891,True,C;O,False,20;25;30;35;40;45;50;55;60;65,10,30±10;40±10,2,"{""[M+H]+"": 12, ""[M+H-H2O]+"": 1, ""[M+NH4]+"": 6}",12,True,19,Yes,7.26,147.0,Alpha-zearalenol[M+K]+;Aristolochic acid I[M+NH4]+;Beta-zearalenol[M+K]+;Bisphenol AF[M+Na]+;Deoxynivalenol-3-sulfate[M-H2O+H]+;Mycophenolic acid[M+K]+;Propiconazole[M+NH4]+;Zearalanone[M+K]+,8,False,False,,False,True,False,False,False,False,True,train,True,121,Orbitrap:90;QTOF:30,30,True,True,True,False,False,False,False,True
Metribuzin,db_SMILES,CSc1nnc(C(C)(C)C)c(=O)n1N,FOXFZRUHNHCZPX-UHFFFAOYSA-N,215.0967,C8H14N4OS,FOXFZRUHNHCZPX,FOXFZRUHNHCZPX,True,,False,O=c1cnnc[nH]1,0.0,215.09611,True,C;N;O;S,False,20;25;30;35;40;45;50;55;60;65;70,11,30±10;30±20;40±10;40±20,4,"{""[M+H]+"": 15}",15,True,15,No,7.02,151.0,"3,5,6-trichloro-2-pyrinidol[M+NH4]+;3-phenoxybenzoic acid[M+H]+;Benzophenone-1[M+H]+;Bisphenol E[M+H]+;Cotinine[M+K]+;Trans-3-hydroxycotinine[M+Na]+",6,True,True,LCSB-ALL-MASSBANK-V1-EXPOSURE-SET;LCSB-DEV;LCSB-POS-V2-SPECTRA;V2-DEVELOPMENT-POPULATION;WUR-DEV-ANALYSIS;WUR-POS-IDENTITY,True,True,False,False,False,False,True,train,True,56,Orbitrap:46;QTOF:10,10,True,False,False,True,True,False,False,True
Mono-(2-ethyl-5-carboxypentyl) phthalate,db_SMILES,CCC(CCCC(=O)O)COC(=O)c1ccccc1C(=O)O,XFGRNAPKLGXDGF-UHFFFAOYSA-N,309.1338,C16H20O6,XFGRNAPKLGXDGF,XFGRNAPKLGXDGF,True,,False,c1ccccc1,0.0,309.13326,True,C;O,False,20;25;30;35;40;45;50;55;60;65;70,11,30±10;30±20;40±10;40±20,4,"{""[M+H]+"": 15, ""[M+Na]+"": 15}",15,True,30,Yes,4.11,153.0,Genistein[M+K]+;Kaempferol[M+Na]+;Mono-[(2-carboxymethyl) hexyl] phthalate[M+H]+;Triphenyl phosphate[M-H2O+H]+,4,False,False,,False,True,False,False,False,False,False,,False,0,,0,True,False,False,False,False,False,False,False
Mono-(2-ethyl-5-oxohexyl) phthalate,db_SMILES,CCC(CCC(C)=O)COC(=O)c1ccccc1C(=O)O,HCWNFKHKKHNSSL-UHFFFAOYSA-N,293.1389,C16H20O5,HCWNFKHKKHNSSL,HCWNFKHKKHNSSL,True,,False,c1ccccc1,0.0,293.13835,True,C;O,False,20;25;30;35;40;45;50;55;60;65;70,11,30±10;30±20;40±10;40±20,4,"{""[M+H]+"": 12, ""[M+Na]+"": 9, ""[M+NH4]+"": 15}",12,True,36,Yes,4.72,155.0,4-methylbenzylidene camphor[M+K]+;Avobenzone[M-H2O+H]+;Chrysin[M+K]+;Daidzein[M+K]+;Genistein[M+Na]+;Mono-iso-nonyl phthalate[M+H]+;Sulfadimethoxine[M-H2O+H]+,7,False,False,,False,True,False,False,False,False,False,,False,0,,0,True,False,False,False,False,False,False,False
Mono-(3-carboxypropyl) phthalate,db_SMILES,O=C(O)CCCOC(=O)c1ccccc1C(=O)O,IYTPMLIWBZMBSL-UHFFFAOYSA-N,253.0712,C12H12O6,IYTPMLIWBZMBSL,IYTPMLIWBZMBSL,True,,False,c1ccccc1,0.0,253.07066,True,C;O,False,20;25;30;40;50;55;60;65,8,30±10;30±20;40±20,3,"{""[M+H]+"": 7, ""[M+Na]+"": 10, ""[M+NH4]+"": 2}",7,True,19,No,0.9,156.0,3-phenoxybenzoic acid[M+K]+;Benzophenone-1[M+K]+;Bisphenol E[M+K]+;Genistein[M-H2O+H]+;Metribuzin[M+K]+,5,False,False,,False,True,False,False,False,False,False,,False,0,,0,True,False,False,False,False,False,False,False
Mono-[(2-carboxymethyl) hexyl] phthalate,db_SMILES,CCCCC(COC(=O)c1ccccc1C(=O)O)CC(=O)O,CCNOZWPVQWCJFK-UHFFFAOYSA-N,309.1338,C16H20O6,CCNOZWPVQWCJFK,CCNOZWPVQWCJFK,True,,False,c1ccccc1,0.0,309.13326,True,C;O,False,20;25;30;35;40;45;50;55;60;65;70,11,30±10;30±20;40±10;40±20,4,"{""[M+H]+"": 15, ""[M+Na]+"": 14, ""[M+NH4]+"": 15}",15,True,44,Yes,4.47,157.0,Genistein[M+K]+;Kaempferol[M+Na]+;Mono-(2-ethyl-5-carboxypentyl) phthalate[M+H]+;Triphenyl phosphate[M-H2O+H]+,4,False,False,,False,True,False,False,False,False,False,,False,0,,0,True,False,False,False,False,False,False,False
Mono-cyclohexyl phthalate,db_SMILES,O=C(O)c1ccccc1C(=O)OC1CCCCC1,PMDKYLLIOLFQPO-UHFFFAOYSA-N,249.1127,C14H16O4,PMDKYLLIOLFQPO,PMDKYLLIOLFQPO,True,,False,O=C(OC1CCCCC1)c1ccccc1,0.0,249.11213,True,C;O,False,20;25;30;35;40;45;50;55;60;65;70,11,30±10;30±20;40±10;40±20,4,"{""[M+H]+"": 15, ""[M+Na]+"": 7}",15,True,22,Yes,4.94,160.0,Tri-n‑butyl phosphate[M-H2O+H]+,1,False,False,,False,True,False,False,False,False,True,train,True,3,QTOF:3,3,True,False,False,False,False,False,False,True
Mono-hexyl phthalate,db_SMILES,CCCCCCOC(=O)c1ccccc1C(=O)O,XOSNGXNHDRYFEF-UHFFFAOYSA-N,251.1283,C14H18O4,XOSNGXNHDRYFEF,XOSNGXNHDRYFEF,True,,False,c1ccccc1,0.0,251.12779,True,C;O,False,20;25;30;35;40;45;50;55;60;65;70,11,30±10;30±20;40±10;40±20,4,"{""[M+H]+"": 15, ""[M+Na]+"": 5}",15,True,20,Yes,6.13,161.0,2-hydroxy-4-methoxybenzophenone[M+Na]+;Bis(1-chloro-2-propyl) phosphate[M+H]+;Bisphenol A[M+Na]+;Bisphenol S[M+H]+;Bisphenol Z[M-H2O+H]+;Citrinin[M+H]+;Coumestrol[M-H2O+H]+;Formononetin[M-H2O+H]+;Resveratrol[M+Na]+;Sulfadiazine[M+H]+,10,False,False,,False,True,False,False,False,False,False,,False,0,,0,True,False,False,False,False,False,False,False
Mono-iso-nonyl phthalate,db_SMILES,CC(C)CCCCCCOC(=O)c1ccccc1C(=O)O,RNCMBSSLYOAVRT-UHFFFAOYSA-N,293.1753,C17H24O4,RNCMBSSLYOAVRT,RNCMBSSLYOAVRT,True,,False,c1ccccc1,0.0,293.17474,True,C;O,False,20;25;30;35;40;45;50;55;60;65;70,11,30±10;30±20;40±10;40±20,4,"{""[M+H]+"": 15, ""[M+Na]+"": 5}",15,True,20,Yes,11.85,164.0,4-methylbenzylidene camphor[M+K]+;Avobenzone[M-H2O+H]+;Chrysin[M+K]+;Daidzein[M+K]+;Genistein[M+Na]+;Mono-(2-ethyl-5-oxohexyl) phthalate[M+H]+;Sulfadimethoxine[M-H2O+H]+,7,False,False,,False,True,False,False,False,False,False,,False,0,,0,True,False,False,False,False,False,False,False
Mono-n-pentyl phthalate,db_SMILES,CCCCCOC(=O)c1ccccc1C(=O)O,FPGPRAKRYDSZAW-UHFFFAOYSA-N,237.1127,C13H16O4,FPGPRAKRYDSZAW,FPGPRAKRYDSZAW,True,,False,c1ccccc1,0.0,237.11213,True,C;O,False,20;25;30;35;40;55;60;65,8,30±10;30±20,2,"{""[M+H]+"": 6, ""[M+Na]+"": 5}",6,True,11,Yes,5.28,166.0,3-phenoxybenzoic acid[M+Na]+;4-hydroxybenzophenone [M+K]+;4-methylbenzylidene camphor[M-H2O+H]+;Benzophenone-1[M+Na]+;Bisphenol E[M+Na]+;Chrysin[M-H2O+H]+;Daidzein[M-H2O+H]+;Heptylparaben[M+H]+;Metribuzin[M+Na]+,9,False,False,,False,True,False,False,False,False,False,,False,0,,0,True,False,False,False,False,False,False,False
Mycophenolic acid,db_SMILES,COc1c(C/C=C(\C)CCC(=O)O)c(O)c2C(=O)OCc2c1C,HPNSFSBZBAHARI-RUDMXATFSA-N,321.1338,C17H20O6,HPNSFSBZBAHARI,HPNSFSBZBAHARI,True,,False,O=C1OCc2ccccc21,0.0,321.13326,True,C;O,False,20;25;30;35;40;45;50;55;60;65;70,11,30±10;30±20;40±10;40±20,4,"{""[M+H]+"": 15, ""[M+H-H2O]+"": 15, ""[M+Na]+"": 9, ""[M+NH4]+"": 15}",15,True,54,No,7.31,168.0,Aflatoxin P1[M+Na]+;Alpha-zearalenol[M+H]+;Beta-zearalenol[M+H]+;Enterolactone[M+Na]+;Scopolamine[M+NH4]+;Zearalanone[M+H]+,6,True,True,V2-DEVELOPMENT-POPULATION;WUR-POS-IDENTITY;WUR-SEALED,True,True,False,False,False,False,True,train,True,98,Orbitrap:63;QTOF:34,32,True,True,True,True,True,False,False,True
N-butylbenzenesulfonamide,db_SMILES,CCCCNS(=O)(=O)c1ccccc1,IPRJXAGUEGOFGG-UHFFFAOYSA-N,214.0902,C10H15NO2S,IPRJXAGUEGOFGG,IPRJXAGUEGOFGG,True,,False,c1ccccc1,0.0,214.08963,True,C;N;O;S,False,20;25;30;35;40;45;50;55;60;65;70,11,30±10;30±20;40±10;40±20,4,"{""[M+H]+"": 15, ""[M+Na]+"": 1}",15,True,16,No,9.99,171.0,"2,4,5-trichlorophenol[M+NH4]+;4-methylbenzophenone[M+NH4]+",2,True,True,V2-DEVELOPMENT-POPULATION;WUR-DEV-ANALYSIS;WUR-POS-IDENTITY,True,True,False,False,False,False,True,train,True,18,Orbitrap:14;QTOF:4,4,True,False,False,True,True,False,False,True
"N,N-dimethylbenzamide",db_SMILES,CN(C)C(=O)c1ccccc1,IMNDHOCGZLYMRO-UHFFFAOYSA-N,150.0919,C9H11NO,IMNDHOCGZLYMRO,IMNDHOCGZLYMRO,True,,False,c1ccccc1,0.0,150.09134,True,C;N;O,False,20;25;30;35;40;45;50;55;60;65;70,11,30±10;30±20;40±10;40±20,4,"{""[M+H]+"": 15}",15,True,15,Yes,4.9,170.0,,0,False,False,,False,True,False,False,False,False,False,,False,0,,0,True,False,False,False,False,False,False,False
Nivalenol,db_SMILES,CC1=C[C@H]2O[C@@H]3[C@H](O)[C@@H](O)[C@](C)([C@@]2(CO)[C@H](O)C1=O)[C@]31CO1,UKOTXHQERFPCBU-XBXCNEFVSA-N,313.1287,C15H20O7,UKOTXHQERFPCBU,UKOTXHQERFPCBU,True,,False,O=C1C=CC2OC3CCC(C2C1)C31CO1,0.0,313.12818,True,C;O,False,20;25;30;35;40;50;60;65;70,9,30±10;30±20,2,"{""[M+H]+"": 10, ""[M+Na]+"": 1}",10,True,11,No,2.98,172.0,Aflatoxin B1[M+H]+;Aflatoxin G2[M-H2O+H]+;Aflatoxin M2[M-H2O+H]+;Benzophenone-6[M+K]+;Benzyl butyl phthalate[M+H]+;Bisphenol AP[M+Na]+;Fenarimol[M-H2O+H]+;Malathion[M-H2O+H]+;Malathion dicarboxylic acid[M+K]+;Octyl methoxycinnamate[M+Na]+;Trimethoprim[M+Na]+,11,False,False,,False,True,False,False,False,False,True,train,True,11,Orbitrap:10,0,True,False,False,False,False,False,False,True
Norfloxacin,db_Canonical_Smiles,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,OGJPXUAPXNRGGI-UHFFFAOYSA-N,320.141,C16H18FN3O3,OGJPXUAPXNRGGI,OGJPXUAPXNRGGI,True,,False,O=c1cc[nH]c2cc(N3CCNCC3)ccc12,0.0,320.1405,True,C;F;N;O,True,20;25;30;35;40;45;50;55;60;65;70,11,30±10;30±20;40±10;40±20,4,"{""[M+H]+"": 15}",15,True,15,Yes,4.53,175.0,Duloxetine[M+Na]+;Enterodiol[M+NH4]+,2,True,True,V2-DEVELOPMENT-POPULATION;WUR-POS-IDENTITY;WUR-SEALED,True,True,False,False,False,False,True,train,True,60,Orbitrap:38;QTOF:22,22,True,True,True,True,True,False,False,True
Ochratoxin A,db_SMILES,C[C@@H]1Cc2c(Cl)cc(C(=O)N[C@@H](Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,RWQKHEORZBHNRI-BMIGLBTASA-N,404.0901,C20H18ClNO6,RWQKHEORZBHNRI,RWQKHEORZBHNRI,True,,False,O=C(NCCc1ccccc1)c1ccc2c(c1)C(=O)OCC2,0.0,404.08954,True,C;Cl;N;O,False,20;25;30;35;40;45;50;55;60;65;70,11,30±10;30±20;40±10;40±20,4,"{""[M+H]+"": 15, ""[M+Na]+"": 7}",15,True,22,No,5.95,176.0,Amoxicillin[M+K]+;Riddelliine-N-oxide[M+K]+,2,True,True,V2-DEVELOPMENT-POPULATION;WUR-POS-IDENTITY;WUR-SEALED,True,True,False,False,False,False,True,train,True,39,Orbitrap:24;QTOF:14,13,True,True,True,True,True,False,False,True
Ochratoxin alpha,db_SMILES,C[C@@H]1Cc2c(Cl)cc(C(=O)O)c(O)c2C(=O)O1,OSFWJKYWJMZKSM-SCSAIBSYSA-N,257.0211,C11H9ClO5,OSFWJKYWJMZKSM,OSFWJKYWJMZKSM,True,,False,O=C1OCCc2ccccc21,0.0,257.02113,True,C;Cl;O,False,20;25;30;35;40;45;50;55;60;65;70,11,30±10;30±20;40±10;40±20,4,"{""[M+H]+"": 4, ""[M+H-H2O]+"": 14, ""[M+Na]+"": 13}",4,True,31,Yes,4.23,177.0,1-hydroxypyrene[M+K]+;Benzophenone-6[M-H2O+H]+;Bisphenol C[M+H]+;Malathion dicarboxylic acid[M-H2O+H]+;Mono-benzyl phthalate[M+H]+,5,False,False,,False,True,False,False,False,False,False,,False,0,,0,True,False,False,False,False,False,False,False
Ochratoxin B,db_SMILES,C[C@@H]1Cc2c(C(=O)O1)c(O)c(C(=O)N[C@@H](Cc1ccccc1)C(=O)O)cc2,DAEYIVCTQUFNTM-ABAIWWIYSA-N,370.1291,C20H19NO6,DAEYIVCTQUFNTM,DAEYIVCTQUFNTM,True,,False,O=C(NCCc1ccccc1)c1ccc2c(c1)C(=O)OCC2,0.0,370.12851,True,C;N;O,False,20;25;30;35;40;45;50;55;60;65;70,11,30±10;30±20;40±10;40±20,4,"{""[M+H]+"": 15, ""[M+Na]+"": 9}",15,True,24,Yes,5.22,178.0,Ciprofloxacin[M+K]+,1,False,False,,False,True,False,False,False,False,True,train,True,10,Orbitrap:8;QTOF:2,2,True,False,False,False,False,False,False,True
Octyl methoxycinnamate,db_SMILES,CCCCC(CC)COC(=O)/C=C/c1ccc(OC)cc1,YBGZDTIWKVFICR-JLHYYAGUSA-N,291.196,C18H26O3,YBGZDTIWKVFICR,YBGZDTIWKVFICR,True,,False,c1ccccc1,0.0,291.19547,True,C;O,False,20;25;30;35;40;45;50;55;60;65;70,11,30±10;30±20;40±10;40±20,4,"{""[M+H]+"": 15}",15,True,15,No,17.66,179.0,Bisphenol AP[M+H]+;Bisphenol Z[M+Na]+;Coumestrol[M+Na]+;Formononetin[M+Na]+;Mono-(2-ethyl-5-carboxypentyl) phthalate[M-H2O+H]+;Mono-(3-carboxypropyl) phthalate[M+K]+;Mono-[(2-carboxymethyl) hexyl] phthalate[M-H2O+H]+;Trimethoprim[M+H]+,8,True,True,,False,True,False,False,False,False,True,train,True,17,QTOF:12;Orbitrap:4,12,True,True,False,True,False,False,False,True
PhIP,db_SMILES,Cn1c(N)nc2c1cc(-c1ccccc1)cn2,UQVKZNNCIHJZLS-UHFFFAOYSA-N,225.114,C13H12N4,UQVKZNNCIHJZLS,UQVKZNNCIHJZLS,True,,False,c1ccc(-c2cnc3nc[nH]c3c2)cc1,0.0,225.11347,True,C;N,False,20;25;30;35;40;45;50;55;60;65;70,11,30±10;30±20;40±10;40±20,4,"{""[M+H]+"": 15}",15,True,15,Yes,5.89,,,0,True,True,,False,True,False,False,False,False,True,train,True,14,QTOF:10;Orbitrap:4,10,True,True,False,True,False,False,False,True
Propiconazole,db_SMILES,CCCC1COC(Cn2cncn2)(c2c(Cl)cc(Cl)cc2)O1,STJLVHWMYQXCPB-UHFFFAOYSA-N,342.0776,C15H17Cl2N3O2,STJLVHWMYQXCPB,STJLVHWMYQXCPB,True,,False,c1ccc(C2(Cn3cncn3)OCCO2)cc1,0.0,342.07706,True,C;Cl;N;O,False,20;25;30;35;40;45;50;55;60;65;70,11,30±10;30±20;40±10;40±20,4,"{""[M+H]+"": 15}",15,True,15,No,15.49,192.0,Aristolochic acid I[M+H]+;Enrofloxacin[M-H2O+H]+;Norfloxacin[M+Na]+;Scopolamine[M+K]+;Sterigmatocystin[M+NH4]+,5,True,True,LCSB-ALL-MASSBANK-V1-EXPOSURE-SET;LCSB-DEV;LCSB-POS-V2-SPECTRA;V2-DEVELOPMENT-POPULATION;WUR-DEV-ANALYSIS;WUR-POS-IDENTITY,True,True,False,False,False,False,True,train,True,84,Orbitrap:64;QTOF:20,20,True,True,True,True,True,False,False,True
