file,ACCESSION,RECORD_TITLE,AC$MASS_SPECTROMETRY,MS$FOCUSED_ION,PK$SPLASH,PK$NUM_PEAK
MSBNK-Eawag-EQ01182802.txt,MSBNK-Eawag-EQ01182802,6:2 Fluorotelomer sulfonamide amine oxide (6:2 FTNO); LC-ESI-QFT; MS2; CE: 30%; R=17500; [M+H]+,MASS_RANGE_M/Z 56-561,PRECURSOR_TYPE [M+H]+,splash10-004i-1000290000-08d3c087177e57bfc387,5
MSBNK-Eawag-EQ01182803.txt,MSBNK-Eawag-EQ01182803,6:2 Fluorotelomer sulfonamide amine oxide (6:2 FTNO); LC-ESI-QFT; MS2; CE: 45%; R=17500; [M+H]+,MASS_RANGE_M/Z 56-561,PRECURSOR_TYPE [M+H]+,splash10-0a4i-9000200000-e47f1f991d7f33fb4a8a,7
MSBNK-Eawag-EQ01182804.txt,MSBNK-Eawag-EQ01182804,6:2 Fluorotelomer sulfonamide amine oxide (6:2 FTNO); LC-ESI-QFT; MS2; CE: 60%; R=17500; [M+H]+,MASS_RANGE_M/Z 56-561,PRECURSOR_TYPE [M+H]+,splash10-0a4i-9000000000-bdcc2fa51b6d1724f9bc,8
MSBNK-Eawag-EQ01182805.txt,MSBNK-Eawag-EQ01182805,6:2 Fluorotelomer sulfonamide amine oxide (6:2 FTNO); LC-ESI-QFT; MS2; CE: 75%; R=17500; [M+H]+,MASS_RANGE_M/Z 56-561,PRECURSOR_TYPE [M+H]+,splash10-0a4i-9000000000-5424b954d6995b36df56,14
MSBNK-Eawag-EQ01182806.txt,MSBNK-Eawag-EQ01182806,6:2 Fluorotelomer sulfonamide amine oxide (6:2 FTNO); LC-ESI-QFT; MS2; CE: 90%; R=17500; [M+H]+,MASS_RANGE_M/Z 56-561,PRECURSOR_TYPE [M+H]+,splash10-0a4i-9000000000-cfedbe12e704dd6c5535,12
MSBNK-Eawag-EQ01182807.txt,MSBNK-Eawag-EQ01182807,6:2 Fluorotelomer sulfonamide amine oxide (6:2 FTNO); LC-ESI-QFT; MS2; CE: 120%; R=17500; [M+H]+,MASS_RANGE_M/Z 56-561,PRECURSOR_TYPE [M+H]+,splash10-0a4i-9000000000-ea9fb8e1d6517c7c5610,9
MSBNK-Eawag-EQ01182808.txt,MSBNK-Eawag-EQ01182808,6:2 Fluorotelomer sulfonamide amine oxide (6:2 FTNO); LC-ESI-QFT; MS2; CE: 150%; R=17500; [M+H]+,MASS_RANGE_M/Z 56-561,PRECURSOR_TYPE [M+H]+,splash10-0a4i-9000000000-e7af192dd8b7e8fe9186,7
MSBNK-Eawag-EQ01182809.txt,MSBNK-Eawag-EQ01182809,6:2 Fluorotelomer sulfonamide amine oxide (6:2 FTNO); LC-ESI-QFT; MS2; CE: 180%; R=17500; [M+H]+,MASS_RANGE_M/Z 56-561,PRECURSOR_TYPE [M+H]+,splash10-0aor-9000000000-5211db7132f7ac46cc24,6
MSBNK-Eawag-EQ01190801.txt,MSBNK-Eawag-EQ01190801,AO1024; LC-ESI-QFT; MS2; CE: 15%; R=17500; [M+H]+,MASS_RANGE_M/Z 58-585,PRECURSOR_TYPE [M+H]+,splash10-0006-0001900000-2ff93d1aa5295ded8dc5,5
MSBNK-Eawag-EQ01190802.txt,MSBNK-Eawag-EQ01190802,AO1024; LC-ESI-QFT; MS2; CE: 30%; R=17500; [M+H]+,MASS_RANGE_M/Z 58-585,PRECURSOR_TYPE [M+H]+,splash10-000i-0495000000-80735c0a3dbdde2cc782,10
MSBNK-Eawag-EQ01190803.txt,MSBNK-Eawag-EQ01190803,AO1024; LC-ESI-QFT; MS2; CE: 45%; R=17500; [M+H]+,MASS_RANGE_M/Z 58-585,PRECURSOR_TYPE [M+H]+,splash10-001i-0930000000-ad002fdb77b17986da92,10
MSBNK-Eawag-EQ01190804.txt,MSBNK-Eawag-EQ01190804,AO1024; LC-ESI-QFT; MS2; CE: 60%; R=17500; [M+H]+,MASS_RANGE_M/Z 58-585,PRECURSOR_TYPE [M+H]+,splash10-05o0-0920000000-caf085b54eb7bebc1f95,13
MSBNK-Eawag-EQ01190805.txt,MSBNK-Eawag-EQ01190805,AO1024; LC-ESI-QFT; MS2; CE: 75%; R=17500; [M+H]+,MASS_RANGE_M/Z 58-585,PRECURSOR_TYPE [M+H]+,splash10-0a4i-0920000000-4fe45252bb6060061999,29
MSBNK-Eawag-EQ01190806.txt,MSBNK-Eawag-EQ01190806,AO1024; LC-ESI-QFT; MS2; CE: 90%; R=17500; [M+H]+,MASS_RANGE_M/Z 58-585,PRECURSOR_TYPE [M+H]+,splash10-0a4i-0900000000-9d446f08c1fb71eb15ce,42
MSBNK-Eawag-EQ01190807.txt,MSBNK-Eawag-EQ01190807,AO1024; LC-ESI-QFT; MS2; CE: 120%; R=17500; [M+H]+,MASS_RANGE_M/Z 58-585,PRECURSOR_TYPE [M+H]+,splash10-0a4i-3900000000-f0e65844f99c41cbfa09,41
MSBNK-Eawag-EQ01190808.txt,MSBNK-Eawag-EQ01190808,AO1024; LC-ESI-QFT; MS2; CE: 150%; R=17500; [M+H]+,MASS_RANGE_M/Z 58-585,PRECURSOR_TYPE [M+H]+,splash10-0a6u-9800000000-07016bf15181ec4d9d54,35
MSBNK-Eawag-EQ01190809.txt,MSBNK-Eawag-EQ01190809,AO1024; LC-ESI-QFT; MS2; CE: 180%; R=17500; [M+H]+,MASS_RANGE_M/Z 58-585,PRECURSOR_TYPE [M+H]+,splash10-05r3-9500000000-e74d17851a1b62753933,26
MSBNK-Eawag-EQ01191701.txt,MSBNK-Eawag-EQ01191701,BHT-OH; LC-ESI-QFT; MS2; CE: 15%; R=17500; [M+H]+,MASS_RANGE_M/Z 50-263,PRECURSOR_TYPE [M+H]+,splash10-000i-0390000000-8e9569586e53a5dd45f4,12
MSBNK-Eawag-EQ01191702.txt,MSBNK-Eawag-EQ01191702,BHT-OH; LC-ESI-QFT; MS2; CE: 30%; R=17500; [M+H]+,MASS_RANGE_M/Z 50-263,PRECURSOR_TYPE [M+H]+,splash10-001i-3910000000-351f1cd4e753e85e9141,24
MSBNK-Eawag-EQ01191703.txt,MSBNK-Eawag-EQ01191703,BHT-OH; LC-ESI-QFT; MS2; CE: 45%; R=17500; [M+H]+,MASS_RANGE_M/Z 50-263,PRECURSOR_TYPE [M+H]+,splash10-053r-8900000000-0c4c8c8d7d9cd4a120b2,21
MSBNK-Eawag-EQ01191704.txt,MSBNK-Eawag-EQ01191704,BHT-OH; LC-ESI-QFT; MS2; CE: 60%; R=17500; [M+H]+,MASS_RANGE_M/Z 50-263,PRECURSOR_TYPE [M+H]+,splash10-0a4i-9400000000-1e7e3c0c37d89b76a7cf,23
MSBNK-Eawag-EQ01191705.txt,MSBNK-Eawag-EQ01191705,BHT-OH; LC-ESI-QFT; MS2; CE: 75%; R=17500; [M+H]+,MASS_RANGE_M/Z 50-263,PRECURSOR_TYPE [M+H]+,splash10-0a4i-9200000000-1edf4967972caf6d03ed,25
MSBNK-Eawag-EQ01191706.txt,MSBNK-Eawag-EQ01191706,BHT-OH; LC-ESI-QFT; MS2; CE: 90%; R=17500; [M+H]+,MASS_RANGE_M/Z 50-263,PRECURSOR_TYPE [M+H]+,splash10-0a4i-9100000000-0d4bc1d37cd6fccefe83,23
MSBNK-Eawag-EQ01191707.txt,MSBNK-Eawag-EQ01191707,BHT-OH; LC-ESI-QFT; MS2; CE: 120%; R=17500; [M+H]+,MASS_RANGE_M/Z 50-263,PRECURSOR_TYPE [M+H]+,splash10-0a4i-9000000000-0c1e352d4369f98d938d,13
MSBNK-Eawag-EQ01191708.txt,MSBNK-Eawag-EQ01191708,BHT-OH; LC-ESI-QFT; MS2; CE: 150%; R=17500; [M+H]+,MASS_RANGE_M/Z 50-263,PRECURSOR_TYPE [M+H]+,splash10-0a6r-9000000000-e2373415a48f100dbe24,12
MSBNK-Eawag-EQ01192501.txt,MSBNK-Eawag-EQ01192501,IPPD-Q; LC-ESI-QFT; MS2; CE: 15%; R=17500; [M+H]+,MASS_RANGE_M/Z 50-283,PRECURSOR_TYPE [M+H]+,splash10-0a4i-0090000000-998faf6e2cbc466d0a7b,2
MSBNK-Eawag-EQ01192502.txt,MSBNK-Eawag-EQ01192502,IPPD-Q; LC-ESI-QFT; MS2; CE: 30%; R=17500; [M+H]+,MASS_RANGE_M/Z 50-283,PRECURSOR_TYPE [M+H]+,splash10-0aor-0090000000-10007f1cf900e9f4fa8c,8
MSBNK-Eawag-EQ01192503.txt,MSBNK-Eawag-EQ01192503,IPPD-Q; LC-ESI-QFT; MS2; CE: 45%; R=17500; [M+H]+,MASS_RANGE_M/Z 50-283,PRECURSOR_TYPE [M+H]+,splash10-066r-0390000000-5804d1916f7d3eea0d3f,18
MSBNK-Eawag-EQ01192504.txt,MSBNK-Eawag-EQ01192504,IPPD-Q; LC-ESI-QFT; MS2; CE: 60%; R=17500; [M+H]+,MASS_RANGE_M/Z 50-283,PRECURSOR_TYPE [M+H]+,splash10-000i-1930000000-2a6a6b3d148c1cf6bc00,29
MSBNK-Eawag-EQ01192505.txt,MSBNK-Eawag-EQ01192505,IPPD-Q; LC-ESI-QFT; MS2; CE: 75%; R=17500; [M+H]+,MASS_RANGE_M/Z 50-283,PRECURSOR_TYPE [M+H]+,splash10-000i-1910000000-640036bc8b16993e2528,40
MSBNK-Eawag-EQ01192506.txt,MSBNK-Eawag-EQ01192506,IPPD-Q; LC-ESI-QFT; MS2; CE: 90%; R=17500; [M+H]+,MASS_RANGE_M/Z 50-283,PRECURSOR_TYPE [M+H]+,splash10-00kr-2900000000-9784bb50da0e181d9692,50
MSBNK-Eawag-EQ01192507.txt,MSBNK-Eawag-EQ01192507,IPPD-Q; LC-ESI-QFT; MS2; CE: 120%; R=17500; [M+H]+,MASS_RANGE_M/Z 50-283,PRECURSOR_TYPE [M+H]+,splash10-016r-7900000000-8f46621bf5b864508818,44
MSBNK-Eawag-EQ01192508.txt,MSBNK-Eawag-EQ01192508,IPPD-Q; LC-ESI-QFT; MS2; CE: 150%; R=17500; [M+H]+,MASS_RANGE_M/Z 50-283,PRECURSOR_TYPE [M+H]+,splash10-0gdi-9400000000-4011c7520f134b1e3182,38
MSBNK-Eawag-EQ01192509.txt,MSBNK-Eawag-EQ01192509,IPPD-Q; LC-ESI-QFT; MS2; CE: 180%; R=17500; [M+H]+,MASS_RANGE_M/Z 50-283,PRECURSOR_TYPE [M+H]+,splash10-0v00-9200000000-538bcc64c540a6668719,28
MSBNK-Eawag-EQ01193901.txt,MSBNK-Eawag-EQ01193901,UV120; LC-ESI-QFT; MS2; CE: 15%; R=17500; [M+H]+,MASS_RANGE_M/Z 50-469,PRECURSOR_TYPE [M+H]+,splash10-001i-0049000000-8b17d84ff187e68203f4,2
MSBNK-Eawag-EQ01193902.txt,MSBNK-Eawag-EQ01193902,UV120; LC-ESI-QFT; MS2; CE: 30%; R=17500; [M+H]+,MASS_RANGE_M/Z 50-469,PRECURSOR_TYPE [M+H]+,splash10-001i-0090000000-7500e4f7bd0d1a8237dd,2
MSBNK-Eawag-EQ01193903.txt,MSBNK-Eawag-EQ01193903,UV120; LC-ESI-QFT; MS2; CE: 45%; R=17500; [M+H]+,MASS_RANGE_M/Z 50-469,PRECURSOR_TYPE [M+H]+,splash10-001i-0090000000-8f40ddcc08afe0b6496b,2
MSBNK-Eawag-EQ01193904.txt,MSBNK-Eawag-EQ01193904,UV120; LC-ESI-QFT; MS2; CE: 60%; R=17500; [M+H]+,MASS_RANGE_M/Z 50-469,PRECURSOR_TYPE [M+H]+,splash10-001i-0090000000-84c12da1c27703551743,6
MSBNK-Eawag-EQ01193905.txt,MSBNK-Eawag-EQ01193905,UV120; LC-ESI-QFT; MS2; CE: 75%; R=17500; [M+H]+,MASS_RANGE_M/Z 50-469,PRECURSOR_TYPE [M+H]+,splash10-001i-1490000000-6630e54699b9d49c1416,33
MSBNK-Eawag-EQ01193906.txt,MSBNK-Eawag-EQ01193906,UV120; LC-ESI-QFT; MS2; CE: 90%; R=17500; [M+H]+,MASS_RANGE_M/Z 50-469,PRECURSOR_TYPE [M+H]+,splash10-05ne-3930000000-c815b626257a06e9cf0b,47
MSBNK-Eawag-EQ01193907.txt,MSBNK-Eawag-EQ01193907,UV120; LC-ESI-QFT; MS2; CE: 120%; R=17500; [M+H]+,MASS_RANGE_M/Z 50-469,PRECURSOR_TYPE [M+H]+,splash10-05mo-7900000000-8a60343fa4c6ef39ad6c,45
MSBNK-Eawag-EQ01193908.txt,MSBNK-Eawag-EQ01193908,UV120; LC-ESI-QFT; MS2; CE: 150%; R=17500; [M+H]+,MASS_RANGE_M/Z 50-469,PRECURSOR_TYPE [M+H]+,splash10-00mo-9500000000-11e9e90c0ce88cbf7466,29
MSBNK-Eawag-EQ01193909.txt,MSBNK-Eawag-EQ01193909,UV120; LC-ESI-QFT; MS2; CE: 180%; R=17500; [M+H]+,MASS_RANGE_M/Z 50-469,PRECURSOR_TYPE [M+H]+,splash10-016u-9400000000-33f101cb9f60e12a392c,20
MSBNK-Eawag-EQ01194501.txt,MSBNK-Eawag-EQ01194501,AO ZKF; LC-ESI-QFT; MS2; CE: 15%; R=17500; [M+H]+,MASS_RANGE_M/Z 50-422,PRECURSOR_TYPE [M+H]+,splash10-0udi-0090000000-b7f02fe00c4be76c3401,1
MSBNK-Eawag-EQ01194502.txt,MSBNK-Eawag-EQ01194502,AO ZKF; LC-ESI-QFT; MS2; CE: 30%; R=17500; [M+H]+,MASS_RANGE_M/Z 50-422,PRECURSOR_TYPE [M+H]+,splash10-0udi-0090000000-a3015c1e5a230c9b23ed,5
MSBNK-Eawag-EQ01194503.txt,MSBNK-Eawag-EQ01194503,AO ZKF; LC-ESI-QFT; MS2; CE: 45%; R=17500; [M+H]+,MASS_RANGE_M/Z 50-422,PRECURSOR_TYPE [M+H]+,splash10-0udi-1390000000-41a5ee3901a38de90ca7,8
MSBNK-Eawag-EQ01194504.txt,MSBNK-Eawag-EQ01194504,AO ZKF; LC-ESI-QFT; MS2; CE: 60%; R=17500; [M+H]+,MASS_RANGE_M/Z 50-422,PRECURSOR_TYPE [M+H]+,splash10-0f80-4930000000-0b798be0dda7a58a32e6,13
MSBNK-Eawag-EQ01194505.txt,MSBNK-Eawag-EQ01194505,AO ZKF; LC-ESI-QFT; MS2; CE: 75%; R=17500; [M+H]+,MASS_RANGE_M/Z 50-422,PRECURSOR_TYPE [M+H]+,splash10-0019-6900000000-c033dacde529ffd4659c,16
MSBNK-Eawag-EQ01194506.txt,MSBNK-Eawag-EQ01194506,AO ZKF; LC-ESI-QFT; MS2; CE: 90%; R=17500; [M+H]+,MASS_RANGE_M/Z 50-422,PRECURSOR_TYPE [M+H]+,splash10-055u-9700000000-8d0d74a87db413b016da,18
MSBNK-Eawag-EQ01194801.txt,MSBNK-Eawag-EQ01194801,Tinuvin144; LC-ESI-QFT; MS2; CE: 15%; R=17500; [M+H]+,MASS_RANGE_M/Z 71-720,PRECURSOR_TYPE [M+H]+,splash10-000i-0000009000-e677428252b68437fc93,2
MSBNK-Eawag-EQ01194802.txt,MSBNK-Eawag-EQ01194802,Tinuvin144; LC-ESI-QFT; MS2; CE: 30%; R=17500; [M+H]+,MASS_RANGE_M/Z 71-720,PRECURSOR_TYPE [M+H]+,splash10-000i-1100009000-f4f4f7113332d10bb488,7
MSBNK-Eawag-EQ01194803.txt,MSBNK-Eawag-EQ01194803,Tinuvin144; LC-ESI-QFT; MS2; CE: 45%; R=17500; [M+H]+,MASS_RANGE_M/Z 71-720,PRECURSOR_TYPE [M+H]+,splash10-00di-9100000000-a814735a0120b4a99a38,15
MSBNK-Eawag-EQ01194804.txt,MSBNK-Eawag-EQ01194804,Tinuvin144; LC-ESI-QFT; MS2; CE: 60%; R=17500; [M+H]+,MASS_RANGE_M/Z 71-720,PRECURSOR_TYPE [M+H]+,splash10-00di-9000000000-d51106ac6fde96800ab2,15
MSBNK-Eawag-EQ01194805.txt,MSBNK-Eawag-EQ01194805,Tinuvin144; LC-ESI-QFT; MS2; CE: 75%; R=17500; [M+H]+,MASS_RANGE_M/Z 71-720,PRECURSOR_TYPE [M+H]+,splash10-00di-9000000000-1d5ca894d01850c07561,22
MSBNK-Eawag-EQ01194806.txt,MSBNK-Eawag-EQ01194806,Tinuvin144; LC-ESI-QFT; MS2; CE: 90%; R=17500; [M+H]+,MASS_RANGE_M/Z 71-720,PRECURSOR_TYPE [M+H]+,splash10-00di-9000000000-6a8ab60843df7c64ac56,28
MSBNK-Eawag-EQ01194807.txt,MSBNK-Eawag-EQ01194807,Tinuvin144; LC-ESI-QFT; MS2; CE: 120%; R=17500; [M+H]+,MASS_RANGE_M/Z 71-720,PRECURSOR_TYPE [M+H]+,splash10-00di-9000000000-500cd8d086117851941d,32
MSBNK-Eawag-EQ01194808.txt,MSBNK-Eawag-EQ01194808,Tinuvin144; LC-ESI-QFT; MS2; CE: 150%; R=17500; [M+H]+,MASS_RANGE_M/Z 71-720,PRECURSOR_TYPE [M+H]+,splash10-00di-9000000000-42a3dd4e32814ef158f4,25
MSBNK-Eawag-EQ01194809.txt,MSBNK-Eawag-EQ01194809,Tinuvin144; LC-ESI-QFT; MS2; CE: 180%; R=17500; [M+H]+,MASS_RANGE_M/Z 71-720,PRECURSOR_TYPE [M+H]+,splash10-00di-9100000000-26ef214e3c3d4d35cfed,26
MSBNK-Eawag-EQ01199401.txt,MSBNK-Eawag-EQ01199401,Cis-Dihydroanatoxin-A; LC-ESI-QFT; MS2; CE: 15%; R=17500; [M+H]+,MASS_RANGE_M/Z 40-193,PRECURSOR_TYPE [M+H]+,splash10-014i-0900000000-23752321f31980018097,1
MSBNK-Eawag-EQ01199402.txt,MSBNK-Eawag-EQ01199402,Cis-Dihydroanatoxin-A; LC-ESI-QFT; MS2; CE: 30%; R=17500; [M+H]+,MASS_RANGE_M/Z 40-193,PRECURSOR_TYPE [M+H]+,splash10-014i-0900000000-c6703d9afff0a380e893,3
MSBNK-Eawag-EQ01199403.txt,MSBNK-Eawag-EQ01199403,Cis-Dihydroanatoxin-A; LC-ESI-QFT; MS2; CE: 45%; R=17500; [M+H]+,MASS_RANGE_M/Z 40-193,PRECURSOR_TYPE [M+H]+,splash10-014i-0900000000-9e4eb51f381b44902784,17
MSBNK-Eawag-EQ01199404.txt,MSBNK-Eawag-EQ01199404,Cis-Dihydroanatoxin-A; LC-ESI-QFT; MS2; CE: 60%; R=17500; [M+H]+,MASS_RANGE_M/Z 40-193,PRECURSOR_TYPE [M+H]+,splash10-014i-5900000000-632ba0b71698dce8c038,22
MSBNK-Eawag-EQ01199405.txt,MSBNK-Eawag-EQ01199405,Cis-Dihydroanatoxin-A; LC-ESI-QFT; MS2; CE: 75%; R=17500; [M+H]+,MASS_RANGE_M/Z 40-193,PRECURSOR_TYPE [M+H]+,splash10-05mo-9400000000-354935281a2c537de419,22
MSBNK-Eawag-EQ01199406.txt,MSBNK-Eawag-EQ01199406,Cis-Dihydroanatoxin-A; LC-ESI-QFT; MS2; CE: 90%; R=17500; [M+H]+,MASS_RANGE_M/Z 40-193,PRECURSOR_TYPE [M+H]+,splash10-05mo-9100000000-8fc426d9f2f379422f83,23
MSBNK-Eawag-EQ01199407.txt,MSBNK-Eawag-EQ01199407,Cis-Dihydroanatoxin-A; LC-ESI-QFT; MS2; CE: 120%; R=17500; [M+H]+,MASS_RANGE_M/Z 40-193,PRECURSOR_TYPE [M+H]+,splash10-052f-9000000000-cbf46e153ea1bf0095f1,17
MSBNK-Eawag-EQ01199408.txt,MSBNK-Eawag-EQ01199408,Cis-Dihydroanatoxin-A; LC-ESI-QFT; MS2; CE: 150%; R=17500; [M+H]+,MASS_RANGE_M/Z 40-193,PRECURSOR_TYPE [M+H]+,splash10-0006-9000000000-0e789791d4cebf5b34cc,17
MSBNK-Eawag-EQ01199409.txt,MSBNK-Eawag-EQ01199409,Cis-Dihydroanatoxin-A; LC-ESI-QFT; MS2; CE: 180%; R=17500; [M+H]+,MASS_RANGE_M/Z 40-193,PRECURSOR_TYPE [M+H]+,splash10-0006-9000000000-bcd6ff12612c383b2c27,12
MSBNK-Eawag-EQ01200301.txt,MSBNK-Eawag-EQ01200301,"3',4,4',5,7-Pentahydroxyflavan; LC-ESI-QFT; MS2; CE: 15%; R=17500; [M+H]+",MASS_RANGE_M/Z 50-318,PRECURSOR_TYPE [M+H]+,splash10-0006-0890000000-71dc5723dfe57ee89b46,10
MSBNK-Eawag-EQ01200302.txt,MSBNK-Eawag-EQ01200302,"3',4,4',5,7-Pentahydroxyflavan; LC-ESI-QFT; MS2; CE: 30%; R=17500; [M+H]+",MASS_RANGE_M/Z 50-318,PRECURSOR_TYPE [M+H]+,splash10-000i-0910000000-04a8ee4a10aec5045707,21
MSBNK-Eawag-EQ01200303.txt,MSBNK-Eawag-EQ01200303,"3',4,4',5,7-Pentahydroxyflavan; LC-ESI-QFT; MS2; CE: 45%; R=17500; [M+H]+",MASS_RANGE_M/Z 50-318,PRECURSOR_TYPE [M+H]+,splash10-0079-0900000000-f5bf4690ebeaa05f96b0,25
MSBNK-Eawag-EQ01200304.txt,MSBNK-Eawag-EQ01200304,"3',4,4',5,7-Pentahydroxyflavan; LC-ESI-QFT; MS2; CE: 60%; R=17500; [M+H]+",MASS_RANGE_M/Z 50-318,PRECURSOR_TYPE [M+H]+,splash10-0079-0900000000-639ab0f37994401f58e2,36
MSBNK-Eawag-EQ01200305.txt,MSBNK-Eawag-EQ01200305,"3',4,4',5,7-Pentahydroxyflavan; LC-ESI-QFT; MS2; CE: 75%; R=17500; [M+H]+",MASS_RANGE_M/Z 50-318,PRECURSOR_TYPE [M+H]+,splash10-00dr-2900000000-2ac34cb8161050245070,38
MSBNK-Eawag-EQ01200306.txt,MSBNK-Eawag-EQ01200306,"3',4,4',5,7-Pentahydroxyflavan; LC-ESI-QFT; MS2; CE: 90%; R=17500; [M+H]+",MASS_RANGE_M/Z 50-318,PRECURSOR_TYPE [M+H]+,splash10-00xr-4900000000-3b42a6f8106c947ba872,36
MSBNK-Eawag-EQ01200307.txt,MSBNK-Eawag-EQ01200307,"3',4,4',5,7-Pentahydroxyflavan; LC-ESI-QFT; MS2; CE: 120%; R=17500; [M+H]+",MASS_RANGE_M/Z 50-318,PRECURSOR_TYPE [M+H]+,splash10-01b9-9400000000-b82bf9446bfe8a410fec,29
MSBNK-Eawag-EQ01200308.txt,MSBNK-Eawag-EQ01200308,"3',4,4',5,7-Pentahydroxyflavan; LC-ESI-QFT; MS2; CE: 150%; R=17500; [M+H]+",MASS_RANGE_M/Z 50-318,PRECURSOR_TYPE [M+H]+,splash10-0gdi-9000000000-1712a96ab1218d62422f,24
MSBNK-Eawag-EQ01200309.txt,MSBNK-Eawag-EQ01200309,"3',4,4',5,7-Pentahydroxyflavan; LC-ESI-QFT; MS2; CE: 180%; R=17500; [M+H]+",MASS_RANGE_M/Z 50-318,PRECURSOR_TYPE [M+H]+,splash10-0uxr-9000000000-bd9954d67431b1c2d1d8,16
MSBNK-Eawag-EQ01200601.txt,MSBNK-Eawag-EQ01200601,Perfluorooctane sulfonamido amine (N-AP-FOSA); LC-ESI-QFT; MS2; CE: 15%; R=17500; [M+H]+,MASS_RANGE_M/Z 61-618,PRECURSOR_TYPE [M+H]+,splash10-000i-0000090000-b20cf9101825373970a4,1
MSBNK-Eawag-EQ01200602.txt,MSBNK-Eawag-EQ01200602,Perfluorooctane sulfonamido amine (N-AP-FOSA); LC-ESI-QFT; MS2; CE: 30%; R=17500; [M+H]+,MASS_RANGE_M/Z 61-618,PRECURSOR_TYPE [M+H]+,splash10-000i-1000090000-b19f774446f661ad705a,4
MSBNK-Eawag-EQ01200603.txt,MSBNK-Eawag-EQ01200603,Perfluorooctane sulfonamido amine (N-AP-FOSA); LC-ESI-QFT; MS2; CE: 45%; R=17500; [M+H]+,MASS_RANGE_M/Z 61-618,PRECURSOR_TYPE [M+H]+,splash10-000i-9000000000-1690a937cfe1547a3537,4
MSBNK-Eawag-EQ01200604.txt,MSBNK-Eawag-EQ01200604,Perfluorooctane sulfonamido amine (N-AP-FOSA); LC-ESI-QFT; MS2; CE: 60%; R=17500; [M+H]+,MASS_RANGE_M/Z 61-618,PRECURSOR_TYPE [M+H]+,splash10-0079-9000000000-a6c0f21c37d371326bad,5
MSBNK-Eawag-EQ01200605.txt,MSBNK-Eawag-EQ01200605,Perfluorooctane sulfonamido amine (N-AP-FOSA); LC-ESI-QFT; MS2; CE: 75%; R=17500; [M+H]+,MASS_RANGE_M/Z 61-618,PRECURSOR_TYPE [M+H]+,splash10-00e9-9000000000-a832f9bfe373c87c14a3,5
MSBNK-Eawag-EQ01200606.txt,MSBNK-Eawag-EQ01200606,Perfluorooctane sulfonamido amine (N-AP-FOSA); LC-ESI-QFT; MS2; CE: 90%; R=17500; [M+H]+,MASS_RANGE_M/Z 61-618,PRECURSOR_TYPE [M+H]+,splash10-00e9-9000000000-cc6b9e29134e27f4cca3,5
MSBNK-Eawag-EQ01200607.txt,MSBNK-Eawag-EQ01200607,Perfluorooctane sulfonamido amine (N-AP-FOSA); LC-ESI-QFT; MS2; CE: 120%; R=17500; [M+H]+,MASS_RANGE_M/Z 61-618,PRECURSOR_TYPE [M+H]+,splash10-00e9-9000000000-3cd1c3e2e7625e9ba9e5,3
MSBNK-Eawag-EQ01200701.txt,MSBNK-Eawag-EQ01200701,Perfluorobutane sulfonamido amine (N-AP-FBSA); LC-ESI-QFT; MS2; CE: 15%; R=17500; [M+H]+,MASS_RANGE_M/Z 50-414,PRECURSOR_TYPE [M+H]+,splash10-000i-0009000000-c5ab5809020695f36066,2
MSBNK-Eawag-EQ01200702.txt,MSBNK-Eawag-EQ01200702,Perfluorobutane sulfonamido amine (N-AP-FBSA); LC-ESI-QFT; MS2; CE: 30%; R=17500; [M+H]+,MASS_RANGE_M/Z 50-414,PRECURSOR_TYPE [M+H]+,splash10-000i-1009000000-a4fb47a1055b28d599e3,6
MSBNK-Eawag-EQ01200703.txt,MSBNK-Eawag-EQ01200703,Perfluorobutane sulfonamido amine (N-AP-FBSA); LC-ESI-QFT; MS2; CE: 45%; R=17500; [M+H]+,MASS_RANGE_M/Z 50-414,PRECURSOR_TYPE [M+H]+,splash10-000i-9001000000-e061e1ee9eb6f0001a09,7
MSBNK-Eawag-EQ01200704.txt,MSBNK-Eawag-EQ01200704,Perfluorobutane sulfonamido amine (N-AP-FBSA); LC-ESI-QFT; MS2; CE: 60%; R=17500; [M+H]+,MASS_RANGE_M/Z 50-414,PRECURSOR_TYPE [M+H]+,splash10-059i-9000000000-98d5fb99fc229bdcd8f4,7
MSBNK-Eawag-EQ01200705.txt,MSBNK-Eawag-EQ01200705,Perfluorobutane sulfonamido amine (N-AP-FBSA); LC-ESI-QFT; MS2; CE: 75%; R=17500; [M+H]+,MASS_RANGE_M/Z 50-414,PRECURSOR_TYPE [M+H]+,splash10-0ab9-9000000000-d836f80cb31b455b463b,8
MSBNK-Eawag-EQ01200706.txt,MSBNK-Eawag-EQ01200706,Perfluorobutane sulfonamido amine (N-AP-FBSA); LC-ESI-QFT; MS2; CE: 90%; R=17500; [M+H]+,MASS_RANGE_M/Z 50-414,PRECURSOR_TYPE [M+H]+,splash10-0ab9-9000000000-63cafebff4de335c36a6,8
MSBNK-Eawag-EQ01200707.txt,MSBNK-Eawag-EQ01200707,Perfluorobutane sulfonamido amine (N-AP-FBSA); LC-ESI-QFT; MS2; CE: 120%; R=17500; [M+H]+,MASS_RANGE_M/Z 50-414,PRECURSOR_TYPE [M+H]+,splash10-0a4i-9000000000-96bcfea7f98c98414afa,8
