key,scaffold_group_census,in_design12b,reasons
UQTIXWJFUYADBF,c1ccc(-n2cc(-c3nc4ccccc4[nH]3)c3nc4ccccc4nc32)cc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
UQTPDWDAYHAZNT,c1ccc(CNc2cc(-c3cn[nH]c3)cc(Nc3cnccn3)n2)cc1,True,COPLATED_IN_DECODED_WELL;DECODED_SAME_PLATE_EXTENDED_ION_5PPM;DECODED_SAME_PLATE_ION_0p01;DECODED_SAME_WELL_ION_0p7;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
UQTYFQPJMSJTOW,O=c1cc[nH]n1-c1ccccc1,False,HEADER_READ_WELL_STUDY1
UQUOOTKDPODQPK,O=C(Cc1ccccc1)NCCCc1ccsc1,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
UQUVOJHEGDZINJ,O=C(N1CC(S(=O)(=O)c2ccccc2)C1)C1(c2cccs2)CCCC1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
UQUYXFBISSCISA,C1CCC(OC2CCC3CC3C3CCCC23)OC1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
UQVBYCBKVAANBM,c1cc(NCC2CCC(c3nc(C4CC4)n[nH]3)O2)ccn1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
UQVKZNNCIHJZLS,c1ccc(-c2cnc3nc[nH]c3c2)cc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
UQVUEULZDJRMJR,c1ccc2c3ccn4cc5c(cc4c-3nc2c1)CCCC5,True,DECODED_SAME_PLATE_ION_0p01;SCAFFOLD_GROUP_EXCLUDED
UQXGLABXMBSBPR,O=C(C1CC1)N1CCC(Oc2ncc(-c3ccncc3)cn2)CC1,False,HEADER_READ_WELL_STUDY1
UQXLQHIRCFMJEK,O=C(OCCN1CCN(C2=NS(=O)(=O)c3ccccc32)CC1)c1ccccc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
UQYFXIWGFHTVMG,c1ccc2c(c1)CCc1ccccc1S2,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
UQZCQKXJAXKZQH,O=C(CCOCCNc1cn[nH]c(=O)c1)N1CCN(c2ncccn2)CC1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
UQZIYBXSHAGNOE,C1CCC(OCC2CCCC(OCC3CCCC(OC4CCCO4)O3)O2)OC1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
UQZQUIQKAWLKBL,O=S(=O)(NCCc1ccccc1)N1CCCCC1,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
URAYPUMNDPQOKB,__ACYCLIC__URAYPUMNDPQOKB,False,COPLATED_IN_DECODED_WELL;HEADER_READ_WELL_STUDY1
URBFANMWRODMRT,O=C(Oc1ccc(C(=O)Oc2ccccc2)c(OC2CCCCO2)c1)c1ccccc1,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
URBJSPPYJLBMTQ,O=C1NCCN1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
URBNKNOWRSXBJM,O=C1c2ccc(Oc3ccccc3)cc2C(=O)N1c1ccccc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
URBZIZDQWIGCBP,c1ccc(CNC2CC2)cc1,False,HEADER_READ_WELL_STUDY1
URCVCIZFVQDVPM,O=S(=O)(Nc1cccnc1Nc1ccccc1)c1ccccc1,True,DECODED_SAME_PLATE_ION_0p01;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
URDCXIQCGHFTMA,O=C(CS(=O)(=O)Cc1ccccc1)Nc1ccccn1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
URDNHJIVMYZFRT,,False,EXPOSED_POPULATION:V2-DEVELOPMENT-POPULATION;EXPOSED_POPULATION:WUR-DEV-ANALYSIS;EXPOSED_POPULATION:WUR-POS-IDENTITY
URDVJZZNWAEQOS,O=C(c1cc(-c2ccco2)on1)N(CCn1cccn1)C1CCCC1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
UREBDLICKHMUKA,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,False,COPLATED_IN_DECODED_WELL;DECODED_SAME_PLATE_EXTENDED_ION_5PPM;DECODED_SAME_PLATE_ION_0p01;DECODED_SAME_WELL_ION_0p7;EXPOSED_POPULATION:LCSB-ALL-MASSBANK-V1-EXPOSURE-SET;EXPOSED_POPULATION:LCSB-DEV;EXPOSED_POPULATION:LCSB-POS-V2-SPECTRA;EXPOSED_POPULATION:V2-DEVELOPMENT-POPULATION;EXPOSED_POPULATION:WUR-DEV-ANALYSIS;EXPOSED_POPULATION:WUR-POS-IDENTITY;HEADER_READ_WELL_STUDY1;MSNLIB_ANCHOR_CENSUS_DESIGN;MSNLIB_ANCHOR_CENSUS_DETECTED;MSNLIB_ANCHOR_GATE_CALIBRATION
UREICCCUUVWLGW,O=C(CNC(=O)C1COc2ccccc2O1)Nc1nc2ccccc2[nH]1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
URFAHOJJROCHKD,c1cn[nH]c1,True,SCAFFOLD_GROUP_EXCLUDED
URFCJEUYXNAHFI,O=C1CC(c2ccccc2)Oc2ccccc21,True,DECODED_SAME_PLATE_EXTENDED_ION_5PPM;DECODED_SAME_PLATE_ION_0p01;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
URIBSPYOEBPERA,O=C(c1ccccc1)N(Cc1ccco1)C1CCOCC1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
URJLZNXCWLEREY,O=c1cc[nH]c2ccccc12,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
URJMGNSSKBNYIB,C1=C2C3CCCCC3C(OC3CCCCO3)CC2C2CCC3CC(OC4CCCC(COC5OCCCC5OC5CCCCO5)O4)CCC3C2C1,False,HEADER_READ_WELL_STUDY1
URJQSMIFSMHWSP,C1CCC2C(C1)CCC1C3CCCC3CCC21,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
URJSQVJWZNGFOL,c1ccccc1,False,HEADER_READ_WELL_STUDY1
URJVHPYSDFTUKA,c1nc2c(s1)CCCC2,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
URKOMYMAXPYINW,c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1S2,False,COPLATED_IN_DECODED_WELL;DECODED_SAME_PLATE_EXTENDED_ION_5PPM;DECODED_SAME_PLATE_ION_0p01;DECODED_SAME_WELL_ION_0p7;EXPOSED_POPULATION:V2-DEVELOPMENT-POPULATION;EXPOSED_POPULATION:WUR-POS-IDENTITY;EXPOSED_POPULATION:WUR-SEALED;HEADER_READ_WELL_STUDY1;MSNLIB_ANCHOR_CENSUS_DESIGN;MSNLIB_ANCHOR_CENSUS_DETECTED;MSNLIB_ANCHOR_GATE_CALIBRATION;MULTIMS2_ANCHOR_CALIBRATION
URLJMZWTXZTZRR,__ACYCLIC__URLJMZWTXZTZRR,True,COPLATED_IN_DECODED_WELL;DECODED_SAME_PLATE_ION_0p01;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
URLZCHNOLZSCCA,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCCc1ccccc1,True,SCAFFOLD_GROUP_EXCLUDED
URNHOZHUSNFEBU,O=c1c(-c2ccccc2)coc2ccccc12,False,HEADER_READ_WELL_STUDY1
URPGQVQSUOIVEM,O=C1CCS(=O)(=O)N1c1ccccc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
URPMRXHWRPAAQS,c1ccc(-n2ccnc2)cc1,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
URQAEFLEDPPPFX,c1ccc2c(c1)CC1NCCc3cccc-2c31,True,SCAFFOLD_GROUP_EXCLUDED
URQXIIHSGKEZON,O=C(NCC#CCN1CCCCC1)Nc1ccc2c(c1)OCO2,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
URRQVYWHJIUKHU,c1cc(-c2nnco2)co1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
URSQNPPONHUJDL,O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)C(c1ccccc1)c1ccccc1,True,DECODED_SAME_PLATE_ION_0p01;SCAFFOLD_GROUP_EXCLUDED
URSUMOWUGDXZHU,O=c1cc(-c2ccccc2)oc2ccccc12,True,COPLATED_IN_DECODED_WELL;DECODED_SAME_PLATE_EXTENDED_ION_5PPM;DECODED_SAME_PLATE_ION_0p01;DECODED_SAME_WELL_ION_0p7;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
URTPDSARMPGSPA,O=C1OCc2ccccc21,False,HEADER_READ_WELL_STUDY1
URTQATADKAKTAX,C=C1CCC2(CC3C(CC4C3CCC3C4CC=C4CCCC(OC5OCCCC5OC5CCCCO5)C43)O2)OC1,True,COPLATED_IN_DECODED_WELL;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
URTZTFXEBYPGOC,c1ccc2c(c1)CSc1ccccc1C2,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
URUMWXSPQUTDNT,O=C(Nc1ccccc1)C1(c2cccs2)CCOCC1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
URUPDOIKTMCJNA,O=c1cc(Nc2ccccc2)[nH]c2ccccc12,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
URUPRBGJOOBNLG,O=C(CCc1ccccc1)NCc1cc(-c2cccs2)n[nH]1,False,HEADER_READ_WELL_STUDY1
URUVDCCYSJEGQQ,O=C(Nc1ccc2c(c1)oc1ccccc12)c1ccco1,True,COPLATED_IN_DECODED_WELL;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
URVJHGTWEZUMBA,O=C(Nc1ccccc1)c1c[nH]nn1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
URWAJWIAIPFPJE,C1=COC(OC2CCCC(OC3CCCCO3)C2)CC1,True,COPLATED_IN_DECODED_WELL;DECODED_SAME_PLATE_EXTENDED_ION_5PPM;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
URWCXPXBBITYLR,c1ccc(-c2ccncn2)cc1,True,COPLATED_IN_DECODED_WELL;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
URWNREFAEYIPMI,O=C(C1CCCN1S(=O)(=O)c1cc[nH]c1)N1CCc2ccccc21,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
URWYDBNOKZVWGP,O=C(NC1CN(c2cnccn2)C1)c1cccnc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
URXRQPSQQUXGHW,c1ccc(-c2nnco2)cc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
URYBQPIPDBWRIK,c1cn[nH]c1,True,SCAFFOLD_GROUP_EXCLUDED
URZLGZSGBBNZCT,O=C(c1cccs1)N1CCN(C(=O)c2cccs2)CC1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
USABHGCWAHHONW,O=S(=O)(Nc1ccc(-c2ccccc2)cc1)c1cccc2cccnc12,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
USAWIVMZUYOXCF,,False,EXPOSED_POPULATION:WUR-NEG-D6-EXCLUDED
USCSVMOJRMFVQL,O=c1c2ccccc2oc2ccccc12,False,HEADER_READ_WELL_STUDY1
USEMSBYPDXZBAQ,O=C(c1ccc2ncsc2c1)N1Cc2cccnc2C1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
USEOKXQEMGYXRT,O=C(CCn1cccn1)n1nnc2ccccc21,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
USFURWSBJXRMHZ,O=C(NCc1ccccc1)c1cn[nH]c1-c1ccccc1,True,SCAFFOLD_GROUP_EXCLUDED
USGQSNVLGQWBEC,C1=CNC=CC1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
USIPQUCAWJHEFK,O=S(=O)(Nc1ccccc1)c1csc(-c2ccon2)c1,False,HEADER_READ_WELL_STUDY1
USIVLABNDPYOGF,O=C(c1ccc2cc[nH]c2c1)N1CC2CC1CC2NS(=O)(=O)c1cccs1,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
USKVKPVGIMKQKZ,O=C(Nc1ccnn1-c1ccccn1)N1CCCC(N2CCCC2=O)C1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
USLQKIORBJCFIV,O=C(COc1ccccc1)N1CCC(n2cccn2)C1,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
USMKPTUECHIFBQ,c1ccc(CN2CC3CC2CN3)cc1,True,SCAFFOLD_GROUP_EXCLUDED
USMNOWBWPHYOEA,O=C1CC2CC2C1,True,DECODED_SAME_PLATE_EXTENDED_ION_5PPM;DECODED_SAME_PLATE_ION_0p01;SCAFFOLD_GROUP_EXCLUDED
USNCWPSRPOWEBG,__ACYCLIC__USNCWPSRPOWEBG,True,COPLATED_IN_DECODED_WELL;DECODED_SAME_PLATE_EXTENDED_ION_5PPM;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
USNGARLVEQKSKF,O=C(Nc1ccccn1)N1CCCC1,True,SCAFFOLD_GROUP_EXCLUDED
USOVQZKXHZQYHL,O=C(Cn1c(=O)cnc2cc(C(=O)NC3CC3)ccc21)Nc1ccccc1,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
USPBOMRXDMGJEW,O=S(=O)(CC1CCCCC1)N1CCCC1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
USPSQHLNKKHMCA,O=S(=O)(NN=C1CCCCC1)c1ccccc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
USQJJZLOPCNLQF,c1ccc(NC2CCN(c3ccccn3)CC2)nc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
USRAFFQOAADTTD,C=C1C(=O)OC2CCC3C=CC(=O)C3CC12,True,SCAFFOLD_GROUP_EXCLUDED
USRHYDPUVLEVMC,c1ccc(CCCOc2cccc3ccccc23)cc1,True,COPLATED_IN_DECODED_WELL;DECODED_SAME_PLATE_EXTENDED_ION_5PPM;DECODED_SAME_PLATE_ION_0p01;DECODED_SAME_WELL_ION_0p7;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
USRKFGIXLGKMKU,,False,EXPOSED_POPULATION:V2-DEVELOPMENT-POPULATION;EXPOSED_POPULATION:WUR-DEV-ANALYSIS;EXPOSED_POPULATION:WUR-POS-IDENTITY
USSIQXCVUWKGNF,,False,EXPOSED_POPULATION:LCSB-ALL-MASSBANK-V1-EXPOSURE-SET;EXPOSED_POPULATION:LCSB-DEV;EXPOSED_POPULATION:LCSB-POS-V2-SPECTRA;EXPOSED_POPULATION:V2-DEVELOPMENT-POPULATION
USUZGMWDZDXMDG,c1ccc(C2CCc3cncn32)cc1,True,DECODED_SAME_PLATE_EXTENDED_ION_5PPM;DECODED_SAME_PLATE_ION_0p01;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
USVNJNBODYXIAS,c1nncc(-c2cnncn2)n1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
USXVVMGRBSKLRD,O=c1[nH]c(CS(=O)(=O)c2ccccc2)nc2sc3c(c12)CCN(Cc1ccccc1)C3,True,COPLATED_IN_DECODED_WELL;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
USYRQXDHKXGTCK,c1ccc2nc(N3CCCCC3)ccc2c1,True,DECODED_SAME_PLATE_EXTENDED_ION_5PPM;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
USZAGAREISWJDP,B1OCc2cc(Oc3ccccc3)ccc21,True,COPLATED_IN_DECODED_WELL;DECODED_SAME_PLATE_EXTENDED_ION_5PPM;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
UTAIBCIOWTVUDJ,O=C1CCCC2=C1C1C(=O)c3ccccc3CC1CC2,True,COPLATED_IN_DECODED_WELL;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
UTAIYTHAJQNQDW,O=c1[nH]cnc2c1ncn2C1CCCO1,True,DECODED_SAME_PLATE_ION_0p01;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
UTAJHKSGYJSZBR,O=C(Nc1cccc(NC(=O)c2ccccc2)c1)c1ccccc1,True,SCAFFOLD_GROUP_EXCLUDED
UTBANBKZTFRSKE,O=C(C1CCN(S(=O)(=O)c2cnn(-c3ccccc3)c2)CC1)N1CCc2ccccc2C1,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
UTBCORIJXVSSBE,C=C1CCC2CCCCC2C1,True,SCAFFOLD_GROUP_EXCLUDED
UTFBOGXIVNMTCO,C1CNCC2(C1)CCNCC2,True,SCAFFOLD_GROUP_EXCLUDED
UTFUYPDAJLTQRU,O=C(COc1ccccc1)NCC1(c2ccsc2)CCCC1,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
UTGBBPSEQPITLF,O=C1C=CC2CC=CCCCC=CCCC=CCC12,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
UTGNMSCDSDDVDD,c1cc(OCC2CCN(CCn3nccn3)CC2)ccn1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
UTHDGFYWNZCMEW,O=C1c2ccccc2OCC1c1ccccc1,True,SCAFFOLD_GROUP_EXCLUDED
UTISLVKCBWOIPO,O=C(NC1CCN(CC(=O)N2CCCC2)CC1)c1ccc2ncccc2c1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
UTIUNTSLKOCIKC,c1nc(NCc2cnns2)c2c3c(sc2n1)CCCC3,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
UTIUTOZQMWJRDM,O=C(c1cccs1)N1CC(S(=O)(=O)C2CCCCC2)C1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
UTIXDPQFCFTCCB,O=C(OCCN1CCCCC1)c1ccccc1,False,HEADER_READ_WELL_STUDY1
UTJNPRKMZIHHGR,c1ccc(SCc2nn3c(C4CCCNC4)nnc3s2)cc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
UTKOFZPECRJROI,O=C(Cn1nc(C2CC2)ccc1=O)Nc1ccccc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
UTLIRHOQCZFTRA,O=C(NCCN1CCOCC1)c1cnoc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
UTLISWXTBXEDDV,c1cnn(C2CCOCC2)c1,True,SCAFFOLD_GROUP_EXCLUDED
UTLOCRUKGKUHPG,O=C(Nc1ccccc1)N1CCCC(COc2ncccn2)C1,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
UTLUXHVCMQKYJU,O=c1[nH]c(SCCOc2ccccc2)ncc1Cc1ccccc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
UTNDOZKULQPPET,S=C(Nc1cc2c(s1)CCCC2)N1CCOCC1,True,DECODED_SAME_PLATE_ION_0p01;SCAFFOLD_GROUP_EXCLUDED
UTNSXFMGNOZHME,O=C(Nc1ccccc1)Nc1cccc(C(=O)Nc2ccccc2)c1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
UTNUDOFZCWSZMS,c1ccccc1,False,COPLATED_IN_DECODED_WELL;DECODED_SAME_PLATE_ION_0p01;DECODED_SAME_WELL_ION_0p7;HEADER_READ_WELL_STUDY1
UTNVTEFWLBDWAP,O=C(NC(=S)Nc1ccc(-c2nc3ccccc3o2)cc1)c1ccccc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
UTOFRTZOJNVGRG,O=S(=O)(Cc1noc(-c2ccccc2)n1)c1ccccc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
UTOHZQYBSYOOGC,,False,EXPOSED_POPULATION:V2-DEVELOPMENT-POPULATION;EXPOSED_POPULATION:WUR-DEV-ANALYSIS;EXPOSED_POPULATION:WUR-POS-IDENTITY
UTOOHWPQRGUXJH,O=c1c(CN2CCCCC2)c[nH]c2ccccc12,True,SCAFFOLD_GROUP_EXCLUDED
UTOUNDHZJFIVPK,O=C1C=CC(=O)c2ccccc21,False,DECODED_SAME_PLATE_EXTENDED_ION_5PPM;DECODED_SAME_PLATE_ION_0p01;HEADER_READ_WELL_STUDY1
UTPBMRNHPNUBLT,c1ccc(C2OCC3C(c4ccc5c(c4)OCO5)OCC23)cc1,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
UTPLQQLDNNZMOM,O=C(OCc1nc2ccccc2s1)c1ccccc1,False,HEADER_READ_WELL_STUDY1
UTQMBQGZQXFPHX,O=c1c(N=Cc2ccccc2)c[nH]n1-c1ccccc1,False,HEADER_READ_WELL_STUDY1
UTQNNRSLPGWIKK,O=C(CSc1nc(=O)[nH]c2c1CCCC2)Nc1ccccc1,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
UTQUILVPBZEHTK,O=c1ccn(C2CCCO2)c(=O)[nH]1,True,COPLATED_IN_DECODED_WELL;DECODED_SAME_PLATE_ION_0p01;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
UTRJNVUJZHUXNP,O=C1C=CCC2CCCCC12,True,SCAFFOLD_GROUP_EXCLUDED
UTRKSYXFVBTSNC,O=C(COc1ccccc1)N1CCN(Cc2nnnn2-c2ccccc2)CC1,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
UTRQWDCAFUOMAL,c1ccc(-c2nccc(-n3cccn3)n2)cc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
UTSIKWMYNNYFSX,O=C1CCCN1c1ccccc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
UTSJKCQICSJNCS,c1ccc(N2CC(Cn3cccn3)C2)nc1,True,SCAFFOLD_GROUP_EXCLUDED
UTSSXYRZEMUIAT,c1nc2c([nH]1)CCCC2,True,SCAFFOLD_GROUP_EXCLUDED
UTSVPXMQSFGQTM,,False,EXPOSED_POPULATION:V2-DEVELOPMENT-POPULATION;EXPOSED_POPULATION:WUR-POS-IDENTITY;EXPOSED_POPULATION:WUR-SEALED
UTULSHWHFXSBHW,O=S(=O)(Cc1ccco1)C1CCNC1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
UTUNVCFWWRNVHB,O=C(NC1CCn2nccc2C1)c1cnc(-n2cccc2)s1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
UTWBEVVMXSGAPW,O=C(Cn1ccc(-c2nnco2)c1)Nc1ccccc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
UTWIQIUOYYZQPJ,O=C1N(Cc2nc(C3CC3)no2)c2ccccc2S(=O)(=O)N1c1ccccc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
UTWRGAGPCPIKNP,O=C(Nc1cn[nH]c1)C1CCOC1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
UTXKQARHPXZVPA,O=C1CC(NC(=O)c2ccc[nH]2)C(=O)N1,True,HEADER_READ_WELL_STUDY1;SAMPLE1_DRAW_GROUP;SCAFFOLD_GROUP_EXCLUDED
UTXPDZFPPUZUBK,c1ccc(CN2CC3COc4ccccc4C3C2)cc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
UTYKPSQEMIDBQU,O=C(c1ccccn1)N1CCN(c2nccc(=O)[nH]2)CC1,False,HEADER_READ_WELL_STUDY1
UTYVDVLMYQPLQB,c1ccccc1,False,HEADER_READ_WELL_STUDY1
UTZVXQZTFJPTFP,O=c1ccnc(-n2ccc(C3CC3)n2)[nH]1,False,HEADER_READ_WELL_STUDY1
UUBHZHZSIKRVIV,__ACYCLIC__UUBHZHZSIKRVIV,True,COPLATED_IN_DECODED_WELL;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
UUBMUPVKWWLFCU,O=C(Cn1cccc(-c2nc(C3CC3)no2)c1=O)c1ccccc1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
UUBVLNODMJCOTD,O=c1[nH]c2ccccc2o1,False,HEADER_READ_WELL_STUDY1
UUCMUBGNKJJCRO,c1ccc2[nH]ncc2c1,True,SCAFFOLD_GROUP_EXCLUDED
UUDARAHVTNPCEL,O=S(=O)(c1ccccc1)N1CCC(n2nccn2)C1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
UUDKOXXKSSJNBR,c1ccc2c(CCNc3ncnc4[nH]cnc34)csc2c1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
UUDPUQDMSHQSKH,O=C1NCCOc2ccccc2CNc2ccn3ncc1c3n2,False,DECODED_SAME_PLATE_EXTENDED_ION_5PPM;DECODED_SAME_PLATE_ION_0p01
UUDZDKPKXAEKLA,O=C(C=CC=CC1OC(=O)C23CC=CCCC2C1CC3)OC1CCCCO1,True,COPLATED_IN_DECODED_WELL;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
UUFDZEHNMNOWBH,O=C(COc1ccccc1)Nc1nccs1,True,HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
UUGITDASWNOAGG,O=c1ccn2c(n1)OC1CCOC12,True,COPLATED_IN_DECODED_WELL;HEADER_READ_WELL_STUDY1;SCAFFOLD_GROUP_EXCLUDED
