record_id,compound_id,scaffold_group,nce,model,mapping,cosine,js,drop_reason
MSBNK-EAWAG-EC140207__ICEBERG_2_1__K1,MLBROOJXUZKDHY,O=C1NCC2=NC(CS2)C(=O)NC(Cc2ccccc2)C2=NC(CO2)C(=O)NCc2nc1cs2,60,ICEBERG_2_1,K1,0.35489397771009845,0.4163428905884058,
MSBNK-EAWAG-EC140207__ICEBERG_2_1__K2,MLBROOJXUZKDHY,O=C1NCC2=NC(CS2)C(=O)NC(Cc2ccccc2)C2=NC(CO2)C(=O)NCc2nc1cs2,60,ICEBERG_2_1,K2,0.25681460501784925,0.3821556849465775,
MSBNK-EAWAG-EC140207__ICEBERG_2_1__K3,MLBROOJXUZKDHY,O=C1NCC2=NC(CS2)C(=O)NC(Cc2ccccc2)C2=NC(CO2)C(=O)NCc2nc1cs2,60,ICEBERG_2_1,K3,0.2336172289129872,0.37460696462950216,
MSBNK-EAWAG-EC140207__GLACIER__K1,MLBROOJXUZKDHY,O=C1NCC2=NC(CS2)C(=O)NC(Cc2ccccc2)C2=NC(CO2)C(=O)NCc2nc1cs2,60,GLACIER,K1,0.7701465143809452,0.6196259804996533,
MSBNK-EAWAG-EC140207__GLACIER__K2,MLBROOJXUZKDHY,O=C1NCC2=NC(CS2)C(=O)NC(Cc2ccccc2)C2=NC(CO2)C(=O)NCc2nc1cs2,60,GLACIER,K2,0.5036201412590642,0.423630955806958,
MSBNK-EAWAG-EC140207__GLACIER__K3,MLBROOJXUZKDHY,O=C1NCC2=NC(CS2)C(=O)NC(Cc2ccccc2)C2=NC(CO2)C(=O)NCc2nc1cs2,60,GLACIER,K3,0.7009560968909562,0.582629016892523,
MSBNK-EAWAG-EC183501__ICEBERG_2_1__K1,JNMCFADRRBGAIM,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)CNC1=O,15,ICEBERG_2_1,K1,0.017566810968483903,0.0295906675361004,
MSBNK-EAWAG-EC183501__ICEBERG_2_1__K2,JNMCFADRRBGAIM,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)CNC1=O,15,ICEBERG_2_1,K2,0.05380012786575975,0.09440207253244715,
MSBNK-EAWAG-EC183501__ICEBERG_2_1__K3,JNMCFADRRBGAIM,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)CNC1=O,15,ICEBERG_2_1,K3,0.05736768961525133,0.0994841027955915,
MSBNK-EAWAG-EC183501__GLACIER__K1,JNMCFADRRBGAIM,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)CNC1=O,15,GLACIER,K1,0.0021896868597475875,0.03549880731730459,
MSBNK-EAWAG-EC183501__GLACIER__K2,JNMCFADRRBGAIM,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)CNC1=O,15,GLACIER,K2,0.029809291040009747,0.08576482477434899,
MSBNK-EAWAG-EC183501__GLACIER__K3,JNMCFADRRBGAIM,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)CNC1=O,15,GLACIER,K3,0.0340734552311564,0.09556239390643562,
MSBNK-EAWAG-EC183502__ICEBERG_2_1__K1,JNMCFADRRBGAIM,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)CNC1=O,20,ICEBERG_2_1,K1,0.0,0.0,
MSBNK-EAWAG-EC183502__ICEBERG_2_1__K2,JNMCFADRRBGAIM,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)CNC1=O,20,ICEBERG_2_1,K2,0.0,0.0,
MSBNK-EAWAG-EC183502__ICEBERG_2_1__K3,JNMCFADRRBGAIM,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)CNC1=O,20,ICEBERG_2_1,K3,0.0,0.0,
MSBNK-EAWAG-EC183502__GLACIER__K1,JNMCFADRRBGAIM,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)CNC1=O,20,GLACIER,K1,0.0002775559586670637,0.0016666265656432033,
MSBNK-EAWAG-EC183502__GLACIER__K2,JNMCFADRRBGAIM,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)CNC1=O,20,GLACIER,K2,0.033650113526136234,0.1044195829194634,
MSBNK-EAWAG-EC183502__GLACIER__K3,JNMCFADRRBGAIM,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)CNC1=O,20,GLACIER,K3,0.032866981322999755,0.10159174807342375,
MSBNK-EAWAG-EC183503__ICEBERG_2_1__K1,JNMCFADRRBGAIM,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)CNC1=O,25,ICEBERG_2_1,K1,0.08143986088125241,0.1394893792556876,
MSBNK-EAWAG-EC183503__ICEBERG_2_1__K2,JNMCFADRRBGAIM,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)CNC1=O,25,ICEBERG_2_1,K2,0.2332532487282461,0.21948149093899183,
MSBNK-EAWAG-EC183503__ICEBERG_2_1__K3,JNMCFADRRBGAIM,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)CNC1=O,25,ICEBERG_2_1,K3,0.2504560660228981,0.2295488256261995,
MSBNK-EAWAG-EC183503__GLACIER__K1,JNMCFADRRBGAIM,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)CNC1=O,25,GLACIER,K1,0.012174605532586362,0.068370700468118,
MSBNK-EAWAG-EC183503__GLACIER__K2,JNMCFADRRBGAIM,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)CNC1=O,25,GLACIER,K2,0.49128788962581316,0.4778950465277064,
MSBNK-EAWAG-EC183503__GLACIER__K3,JNMCFADRRBGAIM,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)CNC1=O,25,GLACIER,K3,0.4949045572312736,0.48820477901101156,
MSBNK-EAWAG-EC183504__ICEBERG_2_1__K1,JNMCFADRRBGAIM,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)CNC1=O,30,ICEBERG_2_1,K1,0.4530688787355367,0.41530807147638993,
MSBNK-EAWAG-EC183504__ICEBERG_2_1__K2,JNMCFADRRBGAIM,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)CNC1=O,30,ICEBERG_2_1,K2,0.24596508730442126,0.2222379407591506,
MSBNK-EAWAG-EC183504__ICEBERG_2_1__K3,JNMCFADRRBGAIM,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)CNC1=O,30,ICEBERG_2_1,K3,0.21663303411386683,0.21520638406431947,
MSBNK-EAWAG-EC183504__GLACIER__K1,JNMCFADRRBGAIM,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)CNC1=O,30,GLACIER,K1,0.6942196257588888,0.6187186926980361,
MSBNK-EAWAG-EC183504__GLACIER__K2,JNMCFADRRBGAIM,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)CNC1=O,30,GLACIER,K2,0.6990862596910518,0.6293087016323156,
MSBNK-EAWAG-EC183504__GLACIER__K3,JNMCFADRRBGAIM,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)CNC1=O,30,GLACIER,K3,0.6979037746829128,0.6380818741948071,
MSBNK-EAWAG-EC183505__ICEBERG_2_1__K1,JNMCFADRRBGAIM,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)CNC1=O,40,ICEBERG_2_1,K1,0.29897431469940916,0.2855237436464747,
MSBNK-EAWAG-EC183505__ICEBERG_2_1__K2,JNMCFADRRBGAIM,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)CNC1=O,40,ICEBERG_2_1,K2,0.16990185669041272,0.23089960877308724,
MSBNK-EAWAG-EC183505__ICEBERG_2_1__K3,JNMCFADRRBGAIM,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)CNC1=O,40,ICEBERG_2_1,K3,0.08374126632310736,0.16572673237290902,
MSBNK-EAWAG-EC183505__GLACIER__K1,JNMCFADRRBGAIM,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)CNC1=O,40,GLACIER,K1,0.7195273412570343,0.6558582175317431,
MSBNK-EAWAG-EC183505__GLACIER__K2,JNMCFADRRBGAIM,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)CNC1=O,40,GLACIER,K2,0.7707887859350607,0.7190028724597255,
MSBNK-EAWAG-EC183505__GLACIER__K3,JNMCFADRRBGAIM,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)CNC1=O,40,GLACIER,K3,0.7790432081469224,0.7291218961182151,
MSBNK-EAWAG-EC183506__ICEBERG_2_1__K1,JNMCFADRRBGAIM,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)CNC1=O,50,ICEBERG_2_1,K1,0.23026032207109567,0.30170672038220436,
MSBNK-EAWAG-EC183506__ICEBERG_2_1__K2,JNMCFADRRBGAIM,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)CNC1=O,50,ICEBERG_2_1,K2,0.16073061218914172,0.3264336653688854,
MSBNK-EAWAG-EC183506__ICEBERG_2_1__K3,JNMCFADRRBGAIM,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)CNC1=O,50,ICEBERG_2_1,K3,0.1858103069590256,0.35096490578120454,
MSBNK-EAWAG-EC183506__GLACIER__K1,JNMCFADRRBGAIM,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)CNC1=O,50,GLACIER,K1,0.5306571467688174,0.5305861719091771,
MSBNK-EAWAG-EC183506__GLACIER__K2,JNMCFADRRBGAIM,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)CNC1=O,50,GLACIER,K2,0.6162354060211285,0.6184300070473354,
MSBNK-EAWAG-EC183506__GLACIER__K3,JNMCFADRRBGAIM,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)CNC1=O,50,GLACIER,K3,0.6888228609295481,0.6835337518725794,
MSBNK-EAWAG-EC183507__ICEBERG_2_1__K1,JNMCFADRRBGAIM,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)CNC1=O,60,ICEBERG_2_1,K1,0.398277339041811,0.4470569512986433,
MSBNK-EAWAG-EC183507__ICEBERG_2_1__K2,JNMCFADRRBGAIM,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)CNC1=O,60,ICEBERG_2_1,K2,0.24885066954946555,0.41667887007951254,
MSBNK-EAWAG-EC183507__ICEBERG_2_1__K3,JNMCFADRRBGAIM,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)CNC1=O,60,ICEBERG_2_1,K3,0.2479187215818303,0.42950185392812423,
MSBNK-EAWAG-EC183507__GLACIER__K1,JNMCFADRRBGAIM,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)CNC1=O,60,GLACIER,K1,0.6413060578567383,0.6588727152341004,
MSBNK-EAWAG-EC183507__GLACIER__K2,JNMCFADRRBGAIM,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)CNC1=O,60,GLACIER,K2,0.5628425744984269,0.6546550324849089,
MSBNK-EAWAG-EC183507__GLACIER__K3,JNMCFADRRBGAIM,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)CNC1=O,60,GLACIER,K3,0.5351613501918306,0.6400503100092286,
MSBNK-EAWAG-EC216301__ICEBERG_2_1__K1,XFONTJUFZVROJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NCCc1ccccc1,15,ICEBERG_2_1,K1,0.02840520180830577,0.09656965761631808,
MSBNK-EAWAG-EC216301__ICEBERG_2_1__K2,XFONTJUFZVROJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NCCc1ccccc1,15,ICEBERG_2_1,K2,0.00542957230519179,0.059877348830027155,
MSBNK-EAWAG-EC216301__ICEBERG_2_1__K3,XFONTJUFZVROJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NCCc1ccccc1,15,ICEBERG_2_1,K3,0.00836234812321598,0.062157684664656765,
MSBNK-EAWAG-EC216301__GLACIER__K1,XFONTJUFZVROJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NCCc1ccccc1,15,GLACIER,K1,0.06756387195022936,0.14221061708864546,
MSBNK-EAWAG-EC216301__GLACIER__K2,XFONTJUFZVROJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NCCc1ccccc1,15,GLACIER,K2,0.0,0.0,
MSBNK-EAWAG-EC216301__GLACIER__K3,XFONTJUFZVROJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NCCc1ccccc1,15,GLACIER,K3,0.0011044095441234384,0.009070072139433005,
MSBNK-EAWAG-EC216302__ICEBERG_2_1__K1,XFONTJUFZVROJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NCCc1ccccc1,20,ICEBERG_2_1,K1,0.1173703638318204,0.1387405732395569,
MSBNK-EAWAG-EC216302__ICEBERG_2_1__K2,XFONTJUFZVROJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NCCc1ccccc1,20,ICEBERG_2_1,K2,0.11571070404490696,0.14973956568569113,
MSBNK-EAWAG-EC216302__ICEBERG_2_1__K3,XFONTJUFZVROJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NCCc1ccccc1,20,ICEBERG_2_1,K3,0.10953948246927632,0.13882408837935256,
MSBNK-EAWAG-EC216302__GLACIER__K1,XFONTJUFZVROJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NCCc1ccccc1,20,GLACIER,K1,0.1183019116746464,0.12510275314951091,
MSBNK-EAWAG-EC216302__GLACIER__K2,XFONTJUFZVROJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NCCc1ccccc1,20,GLACIER,K2,0.002868340573988641,0.019581045689711862,
MSBNK-EAWAG-EC216302__GLACIER__K3,XFONTJUFZVROJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NCCc1ccccc1,20,GLACIER,K3,0.0029130536723747553,0.019303156986064218,
MSBNK-EAWAG-EC216303__ICEBERG_2_1__K1,XFONTJUFZVROJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NCCc1ccccc1,25,ICEBERG_2_1,K1,0.2681661608634907,0.3086238091284239,
MSBNK-EAWAG-EC216303__ICEBERG_2_1__K2,XFONTJUFZVROJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NCCc1ccccc1,25,ICEBERG_2_1,K2,0.21152930517523805,0.24232728881381782,
MSBNK-EAWAG-EC216303__ICEBERG_2_1__K3,XFONTJUFZVROJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NCCc1ccccc1,25,ICEBERG_2_1,K3,0.19264617554452915,0.24282108871748442,
MSBNK-EAWAG-EC216303__GLACIER__K1,XFONTJUFZVROJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NCCc1ccccc1,25,GLACIER,K1,0.020621062616297824,0.04245384574515032,
MSBNK-EAWAG-EC216303__GLACIER__K2,XFONTJUFZVROJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NCCc1ccccc1,25,GLACIER,K2,0.017879793441618254,0.05833944586458617,
MSBNK-EAWAG-EC216303__GLACIER__K3,XFONTJUFZVROJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NCCc1ccccc1,25,GLACIER,K3,0.028664982054126244,0.06097963129831252,
MSBNK-EAWAG-EC216304__ICEBERG_2_1__K1,XFONTJUFZVROJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NCCc1ccccc1,30,ICEBERG_2_1,K1,0.3637304234921358,0.3802888729512913,
MSBNK-EAWAG-EC216304__ICEBERG_2_1__K2,XFONTJUFZVROJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NCCc1ccccc1,30,ICEBERG_2_1,K2,0.19462239716602944,0.26084581473747537,
MSBNK-EAWAG-EC216304__ICEBERG_2_1__K3,XFONTJUFZVROJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NCCc1ccccc1,30,ICEBERG_2_1,K3,0.17122345388322444,0.2449731261424717,
MSBNK-EAWAG-EC216304__GLACIER__K1,XFONTJUFZVROJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NCCc1ccccc1,30,GLACIER,K1,0.09220324954201252,0.16537957449919571,
MSBNK-EAWAG-EC216304__GLACIER__K2,XFONTJUFZVROJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NCCc1ccccc1,30,GLACIER,K2,0.07278680660550615,0.11133812166103052,
MSBNK-EAWAG-EC216304__GLACIER__K3,XFONTJUFZVROJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NCCc1ccccc1,30,GLACIER,K3,0.081893453708616,0.1220222307383313,
MSBNK-EAWAG-EC216305__ICEBERG_2_1__K1,XFONTJUFZVROJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NCCc1ccccc1,40,ICEBERG_2_1,K1,0.4520731456244757,0.4811432052424842,
MSBNK-EAWAG-EC216305__ICEBERG_2_1__K2,XFONTJUFZVROJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NCCc1ccccc1,40,ICEBERG_2_1,K2,0.302401765662791,0.3449384441932487,
MSBNK-EAWAG-EC216305__ICEBERG_2_1__K3,XFONTJUFZVROJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NCCc1ccccc1,40,ICEBERG_2_1,K3,0.3290320790027922,0.3643733845485132,
MSBNK-EAWAG-EC216305__GLACIER__K1,XFONTJUFZVROJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NCCc1ccccc1,40,GLACIER,K1,0.2925771431964542,0.2802471447881487,
MSBNK-EAWAG-EC216305__GLACIER__K2,XFONTJUFZVROJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NCCc1ccccc1,40,GLACIER,K2,0.306263370733317,0.2936343071834161,
MSBNK-EAWAG-EC216305__GLACIER__K3,XFONTJUFZVROJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NCCc1ccccc1,40,GLACIER,K3,0.33483701659454346,0.30622709796799497,
MSBNK-EAWAG-EC216306__ICEBERG_2_1__K1,XFONTJUFZVROJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NCCc1ccccc1,50,ICEBERG_2_1,K1,0.5295181722510909,0.5167898101717951,
MSBNK-EAWAG-EC216306__ICEBERG_2_1__K2,XFONTJUFZVROJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NCCc1ccccc1,50,ICEBERG_2_1,K2,0.5690830005994247,0.48546520772696755,
MSBNK-EAWAG-EC216306__ICEBERG_2_1__K3,XFONTJUFZVROJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NCCc1ccccc1,50,ICEBERG_2_1,K3,0.5658890838865065,0.48006976791185085,
MSBNK-EAWAG-EC216306__GLACIER__K1,XFONTJUFZVROJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NCCc1ccccc1,50,GLACIER,K1,0.43108012527054923,0.326938889904542,
MSBNK-EAWAG-EC216306__GLACIER__K2,XFONTJUFZVROJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NCCc1ccccc1,50,GLACIER,K2,0.42165028881850136,0.3681838062491454,
MSBNK-EAWAG-EC216306__GLACIER__K3,XFONTJUFZVROJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NCCc1ccccc1,50,GLACIER,K3,0.42370412141748615,0.36559464181069345,
MSBNK-EAWAG-EC216307__ICEBERG_2_1__K1,XFONTJUFZVROJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NCCc1ccccc1,60,ICEBERG_2_1,K1,0.5942315261077992,0.5813544030467692,
MSBNK-EAWAG-EC216307__ICEBERG_2_1__K2,XFONTJUFZVROJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NCCc1ccccc1,60,ICEBERG_2_1,K2,0.5111897405128594,0.5144773448771334,
MSBNK-EAWAG-EC216307__ICEBERG_2_1__K3,XFONTJUFZVROJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NCCc1ccccc1,60,ICEBERG_2_1,K3,0.4847582892772915,0.4946137771584632,
MSBNK-EAWAG-EC216307__GLACIER__K1,XFONTJUFZVROJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NCCc1ccccc1,60,GLACIER,K1,0.46534382455538176,0.4464215613158151,
MSBNK-EAWAG-EC216307__GLACIER__K2,XFONTJUFZVROJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NCCc1ccccc1,60,GLACIER,K2,0.43973438491087585,0.39599025493011863,
MSBNK-EAWAG-EC216307__GLACIER__K3,XFONTJUFZVROJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NCCc1ccccc1,60,GLACIER,K3,0.4467073133321296,0.41222278123485867,
MSBNK-EAWAG-EC216501__ICEBERG_2_1__K1,CLSDHBVHQKWEJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1,15,ICEBERG_2_1,K1,0.04213279962159866,0.14087255069064608,
MSBNK-EAWAG-EC216501__ICEBERG_2_1__K2,CLSDHBVHQKWEJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1,15,ICEBERG_2_1,K2,0.014791627469918859,0.09201298950555137,
MSBNK-EAWAG-EC216501__ICEBERG_2_1__K3,CLSDHBVHQKWEJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1,15,ICEBERG_2_1,K3,0.021736225859779287,0.09600787262699928,
MSBNK-EAWAG-EC216501__GLACIER__K1,CLSDHBVHQKWEJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1,15,GLACIER,K1,0.030450855828999576,0.11020457183026944,
MSBNK-EAWAG-EC216501__GLACIER__K2,CLSDHBVHQKWEJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1,15,GLACIER,K2,0.0005545198026249051,0.009303431320453859,
